Name,Team,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,points,year,def_ru_rk,def_pass_rk
Scott Chandler,BUF,3,CLE,4,2,50.0,22,0,,5.5,11.0,0,0,0.0,0,0,0,2.2,2012,19,19
Antonio Gates,LAC,3,ATL,7,3,42.9,22,0,,3.1,7.3,0,0,0.0,0,0,0,2.2,2012,5,5
Rob Gronkowski,NE,3,BAL,3,2,66.7,21,0,,7.0,10.5,0,0,0.0,0,0,0,2.1,2012,12,12
Kellen Davis,CHI,3,LAR,3,2,66.7,20,0,,6.7,10.0,0,0,0.0,0,0,0,2.0,2012,14,14
Lance Kendricks,LAR,3,CHI,7,3,42.9,18,0,,2.6,6.0,0,0,0.0,0,0,0,1.8,2012,3,3
Rob Housler,ARI,3,PHI,2,2,100.0,18,0,,9.0,9.0,0,0,0.0,0,0,0,1.8,2012,29,29
Benjamin Watson,CLE,3,BUF,8,4,50.0,15,0,,1.9,3.8,0,0,0.0,0,1,0,1.5,2012,26,26
Jeff King,ARI,3,PHI,2,1,50.0,15,0,,7.5,15.0,0,0,0.0,0,0,0,1.5,2012,29,29
David Ausberry,OAK,3,PIT,1,1,100.0,13,0,,13.0,13.0,0,0,0.0,0,0,0,1.3,2012,6,6
Matthew Mulligan,LAR,3,CHI,1,1,100.0,12,0,,12.0,12.0,0,0,0.0,0,0,0,1.2,2012,3,3
Konrad Reuland,NYJ,3,MIA,2,2,100.0,12,0,,6.0,6.0,0,0,0.0,0,0,0,1.2,2012,7,7
Tony Moeaki,KC,3,NO,3,2,66.7,12,0,,4.0,6.0,0,0,0.0,0,0,0,1.2,2012,31,31
Kellen Winslow,NE,3,BAL,2,1,50.0,12,0,,6.0,12.0,0,0,0.0,0,0,0,1.2,2012,12,12
Zach Miller,SEA,3,GB,4,2,50.0,12,0,,3.0,6.0,0,0,0.0,0,0,0,1.2,2012,11,11
James Casey,HOU,3,DEN,3,3,100.0,11,0,,3.7,3.7,0,0,0.0,0,0,0,1.1,2012,4,4
DJ Williams,GB,3,SEA,2,1,50.0,11,0,,5.5,11.0,0,0,0.0,0,0,0,1.1,2012,1,1
Steve Maneri,KC,3,NO,1,1,100.0,10,0,,10.0,10.0,0,0,0.0,0,0,0,1.0,2012,31,31
Anthony McCoy,SEA,3,GB,2,1,50.0,9,0,,4.5,9.0,0,0,0.0,0,0,0,0.9,2012,11,11
Jason Witten,DAL,3,TB,6,2,33.3,8,0,,1.3,4.0,0,0,0.0,0,0,0,0.8,2012,23,23
Marcedes Lewis,JAX,3,IND,1,1,100.0,8,0,,8.0,8.0,0,0,0.0,0,0,0,0.8,2012,21,21
Kyle Adams,CHI,3,LAR,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2012,14,14
Randy McMichael,LAC,3,ATL,1,1,100.0,5,0,,5.0,5.0,0,0,0.0,0,0,0,0.5,2012,5,5
Ed Dickson,BAL,3,NE,2,2,100.0,5,0,,2.5,2.5,0,0,0.0,0,0,0,0.5,2012,9,9
Michael Hoomanawanui,NE,3,BAL,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2012,12,12
Delanie Walker,SF,3,MIN,2,1,50.0,1,0,,0.5,1.0,0,0,0.0,0,0,0,0.1,2012,14,14
Michael Palmer,ATL,3,LAC,1,1,100.0,1,0,,1.0,1.0,0,0,0.0,0,0,0,0.1,2012,16,16
Ben Hartsock,CAR,3,NYG,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Gary Barnidge,CAR,3,NYG,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Bear Pascoe,NYG,3,CAR,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,18,18
Matt Spaeth,CHI,3,LAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Evan Rodriguez,CHI,3,LAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Mike McNeill,LAR,3,CHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
Dorin Dickerson,BUF,3,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
Lee Smith,BUF,3,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
James Hanna,DAL,3,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,23,23
John Phillips,DAL,3,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,23,23
Dallas Clark,TB,3,DAL,4,1,25.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,24,24
Danny Noble,TB,3,DAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,24,24
Coby Fleener,IND,3,JAX,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Dominique Jones,IND,3,JAX,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Zach Potter,JAX,3,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,21,21
Charles Clay,MIA,3,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
Jeron Mastrud,MIA,3,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
Dedrick Epps,NYJ,3,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,7,7
John Carlson,MIN,3,SF,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Rhett Ellison,MIN,3,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Allen Reisner,MIN,3,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
David Thomas,NO,3,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,25,25
Daniel Graham,NO,3,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,25,25
Will Heller,DET,3,TEN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,32,32
Taylor Thompson,TEN,3,DET,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,27,27
Logan Paulsen,WAS,3,CIN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
Niles Paul,WAS,3,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
Clay Harbor,PHI,3,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Jim Dray,ARI,3,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Tommy Gallarda,ATL,3,LAC,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
Julius Thomas,DEN,3,HOU,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Leonard Pope,PIT,3,OAK,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,28,28
David Paulson,PIT,3,OAK,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,28,28
Daniel Fells,NE,3,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Ryan Taylor,GB,3,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Evan Moore,SEA,3,GB,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,11,11
Greg Scruggs,SEA,3,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,11,11
Dante Rosario,LAC,3,ATL,1,1,100.0,0,0,,0.0,0.0,0,0,0.0,0,1,1,-2.0,2012,5,5
Scott Chandler,BUF,4,NE,8,4,50.0,62,2,,7.8,15.5,0,0,0.0,0,0,0,18.2,2012,9,9
Jason Witten,DAL,4,CHI,14,13,92.9,112,1,,8.0,8.6,0,0,0.0,0,0,0,17.2,2012,3,3
Greg Olsen,CAR,4,ATL,7,6,85.7,89,1,,12.7,14.8,0,0,0.0,0,0,0,14.9,2012,5,5
Rob Gronkowski,NE,4,BUF,11,5,45.5,104,1,,9.5,20.8,0,0,0.0,0,1,1,14.4,2012,26,26
Owen Daniels,HOU,4,TEN,6,6,100.0,72,1,,12.0,12.0,0,0,0.0,0,0,0,13.2,2012,32,32
James Casey,HOU,4,TEN,5,5,100.0,36,1,,7.2,7.2,0,0,0.0,0,0,0,9.6,2012,32,32
Marcedes Lewis,JAX,4,CIN,3,3,100.0,32,1,,10.7,10.7,0,0,0.0,0,0,0,9.2,2012,8,8
Craig Stevens,TEN,4,HOU,2,2,100.0,24,1,,12.0,12.0,0,0,0.0,0,0,0,8.4,2012,9,9
Joel Dreessen,DEN,4,OAK,3,2,66.7,17,1,,5.7,8.5,0,0,0.0,0,0,0,7.7,2012,28,28
Jimmy Graham,NO,4,GB,9,7,77.8,76,0,,8.4,10.9,0,0,0.0,0,0,0,7.6,2012,11,11
Fred Davis,WAS,4,TB,4,4,100.0,70,0,,17.5,17.5,0,0,0.0,0,0,0,7.0,2012,23,23
Brandon Pettigrew,DET,4,MIN,9,7,77.8,67,0,,7.4,9.6,0,0,0.0,0,0,0,6.7,2012,14,14
Bear Pascoe,NYG,4,PHI,2,1,50.0,6,1,,3.0,6.0,0,0,0.0,0,0,0,6.6,2012,29,29
Kellen Davis,CHI,4,DAL,4,3,75.0,62,0,,15.5,20.7,0,0,0.0,0,0,0,6.2,2012,24,24
Antonio Gates,LAC,4,KC,3,3,100.0,59,0,,19.7,19.7,0,0,0.0,0,0,0,5.9,2012,25,25
Brent Celek,PHI,4,NYG,5,4,80.0,57,0,,11.4,14.2,0,0,0.0,0,0,0,5.7,2012,12,12
Jermichael Finley,GB,4,NO,5,4,80.0,54,0,,10.8,13.5,0,0,0.0,0,0,0,5.4,2012,31,31
Benjamin Watson,CLE,4,BAL,6,5,83.3,52,0,,8.7,10.4,0,0,0.0,0,0,0,5.2,2012,12,12
Tony Gonzalez,ATL,4,CAR,5,5,100.0,51,0,,10.2,10.2,0,0,0.0,0,0,0,5.1,2012,18,18
Rob Housler,ARI,4,MIA,3,2,66.7,48,0,,16.0,24.0,0,0,0.0,0,0,0,4.8,2012,7,7
Jermaine Gresham,CIN,4,JAX,5,5,100.0,47,0,,9.4,9.4,0,0,0.0,0,0,0,4.7,2012,29,29
Jacob Tamme,DEN,4,OAK,6,5,83.3,38,0,,6.3,7.6,0,0,0.0,0,0,0,3.8,2012,28,28
Dorin Dickerson,BUF,4,NE,2,2,100.0,36,0,,18.0,18.0,0,0,0.0,0,0,0,3.6,2012,9,9
Jared Cook,TEN,4,HOU,4,3,75.0,36,0,,9.0,12.0,0,0,0.0,0,0,0,3.6,2012,9,9
Zach Miller,SEA,4,LAR,3,3,100.0,32,0,,10.7,10.7,0,0,0.0,0,0,0,3.2,2012,14,14
Delanie Walker,SF,4,NYJ,4,2,50.0,31,0,,7.8,15.5,0,0,0.0,0,0,0,3.1,2012,20,20
Niles Paul,WAS,4,TB,2,1,50.0,30,0,,15.0,30.0,0,0,0.0,0,0,0,3.0,2012,23,23
Anthony Fasano,MIA,4,ARI,5,5,100.0,30,0,,6.0,6.0,0,0,0.0,0,0,0,3.0,2012,17,17
Vernon Davis,SF,4,NYJ,2,2,100.0,28,0,,14.0,14.0,0,0,0.0,0,0,0,2.8,2012,20,20
Lance Kendricks,LAR,4,SEA,2,2,100.0,22,0,,11.0,11.0,0,0,0.0,0,0,0,2.2,2012,1,1
Jeff King,ARI,4,MIA,2,2,100.0,22,0,,11.0,11.0,0,0,0.0,0,0,0,2.2,2012,7,7
Brandon Myers,OAK,4,DEN,2,1,50.0,22,0,,11.0,22.0,0,0,0.0,0,0,0,2.2,2012,4,4
Anthony McCoy,SEA,4,LAR,3,2,66.7,20,0,,6.7,10.0,0,0,0.0,0,0,0,2.0,2012,14,14
Daniel Fells,NE,4,BUF,2,1,50.0,18,0,,9.0,18.0,0,0,0.0,0,0,0,1.8,2012,26,26
Tony Moeaki,KC,4,LAC,4,3,75.0,18,0,,4.5,6.0,0,0,0.0,0,0,0,1.8,2012,16,16
Jeff Cumberland,NYJ,4,SF,5,4,80.0,17,0,,3.4,4.2,0,0,0.0,0,0,0,1.7,2012,2,2
Tony Scheffler,DET,4,MIN,3,1,33.3,16,0,,5.3,16.0,0,0,0.0,0,0,0,1.6,2012,14,14
Tom Crabtree,GB,4,NO,1,1,100.0,16,0,,16.0,16.0,0,0,0.0,0,0,0,1.6,2012,31,31
Jordan Cameron,CLE,4,BAL,6,1,16.7,15,0,,2.5,15.0,0,0,0.0,0,0,0,1.5,2012,12,12
Dallas Clark,TB,4,WAS,4,3,75.0,15,0,,3.8,5.0,0,0,0.0,0,0,0,1.5,2012,22,22
Orson Charles,CIN,4,JAX,1,1,100.0,10,0,,10.0,10.0,0,0,0.0,0,0,0,1.0,2012,29,29
David Ausberry,OAK,4,DEN,2,1,50.0,9,0,,4.5,9.0,0,0,0.0,0,0,0,0.9,2012,4,4
Kyle Rudolph,MIN,4,DET,5,2,40.0,8,0,,1.6,4.0,0,0,0.0,0,0,0,0.8,2012,27,27
Clay Harbor,PHI,4,NYG,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2012,12,12
David Thomas,NO,4,GB,2,1,50.0,6,0,,3.0,6.0,0,0,0.0,0,0,0,0.6,2012,11,11
Luke Stocker,TB,4,WAS,2,1,50.0,5,0,,2.5,5.0,0,0,0.0,0,0,0,0.5,2012,22,22
Martellus Bennett,NYG,4,PHI,3,1,33.3,2,0,,0.7,2.0,0,0,0.0,0,0,0,0.2,2012,29,29
Dennis Pitta,BAL,4,CLE,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
Ed Dickson,BAL,4,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
Tommy Gallarda,ATL,4,CAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,18,18
Gary Barnidge,CAR,4,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
Ben Hartsock,CAR,4,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
Lee Smith,BUF,4,NE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Michael Hoomanawanui,NE,4,BUF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,26,26
Will Heller,DET,4,MIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Rhett Ellison,MIN,4,DET,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,27,27
Taylor Thompson,TEN,4,HOU,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Garrett Graham,HOU,4,TEN,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,32,32
Zach Potter,JAX,4,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
Steve Maneri,KC,4,LAC,3,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
Jake O'Connell,KC,4,LAC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
Dante Rosario,LAC,4,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,25,25
Randy McMichael,LAC,4,KC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,25,25
Konrad Reuland,NYJ,4,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Garrett Celek,SF,4,NYJ,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,20,20
Matthew Mulligan,LAR,4,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Mike McNeill,LAR,4,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Evan Moore,SEA,4,LAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,14,14
Danny Noble,TB,4,WAS,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,22,22
Logan Paulsen,WAS,4,TB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,23,23
Charles Clay,MIA,4,ARI,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Jeron Mastrud,MIA,4,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Julius Thomas,DEN,4,OAK,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,28,28
Ryan Taylor,GB,4,NO,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,31,31
Daniel Graham,NO,4,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,11,11
Kyle Adams,CHI,4,DAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,24,24
Matt Spaeth,CHI,4,DAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,24,24
James Hanna,DAL,4,CHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
John Phillips,DAL,4,CHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
John Carlson,MIN,4,DET,1,1,100.0,-1,0,,-1.0,-1.0,0,0,0.0,0,0,0,-0.1,2012,27,27
Dedrick Epps,NYJ,4,SF,1,1,100.0,9,0,,9.0,9.0,0,0,0.0,0,1,1,-1.1,2012,2,2
Tony Gonzalez,ATL,5,WAS,14,13,92.9,123,1,,8.8,9.5,0,0,0.0,0,0,0,18.3,2012,22,22
Owen Daniels,HOU,5,NYJ,5,4,80.0,79,1,,15.8,19.8,0,0,0.0,0,0,0,13.9,2012,20,20
Jeff Cumberland,NYJ,5,HOU,4,2,50.0,51,1,,12.8,25.5,0,0,0.0,0,0,0,11.1,2012,9,9
Vernon Davis,SF,5,BUF,7,5,71.4,106,0,,15.1,21.2,0,0,0.0,0,0,0,10.6,2012,26,26
Dwayne Allen,IND,5,GB,5,4,80.0,38,1,,7.6,9.5,0,0,0.0,0,0,0,9.8,2012,11,11
Jared Cook,TEN,5,MIN,8,5,62.5,37,1,,4.6,7.4,0,0,0.0,0,0,0,9.7,2012,14,14
Kyle Rudolph,MIN,5,TEN,7,4,57.1,23,1,,3.3,5.8,0,0,0.0,0,0,0,8.3,2012,32,32
Joel Dreessen,DEN,5,NE,4,4,100.0,21,1,,5.2,5.2,0,0,0.0,0,0,0,8.1,2012,9,9
Brent Celek,PHI,5,PIT,5,3,60.0,9,1,,1.8,3.0,0,0,0.0,0,0,0,6.9,2012,6,6
Lance Kendricks,LAR,5,ARI,2,1,50.0,7,1,,3.5,7.0,0,0,0.0,0,0,0,6.7,2012,17,17
Jermaine Gresham,CIN,5,MIA,6,5,83.3,60,0,,10.0,12.0,0,0,0.0,0,0,0,6.0,2012,7,7
Zach Miller,SEA,5,CAR,3,3,100.0,59,0,,19.7,19.7,0,0,0.0,0,0,0,5.9,2012,18,18
Fred Davis,WAS,5,ATL,7,5,71.4,54,0,,7.7,10.8,0,0,0.0,0,0,0,5.4,2012,5,5
James Casey,HOU,5,NYJ,4,4,100.0,53,0,,13.2,13.2,0,0,0.0,0,0,0,5.3,2012,20,20
Jacob Tamme,DEN,5,NE,11,6,54.5,50,0,,4.5,8.3,0,0,0.0,0,0,0,5.0,2012,9,9
Rob Housler,ARI,5,LAR,6,3,50.0,45,0,,7.5,15.0,0,0,0.0,0,0,0,4.5,2012,14,14
Coby Fleener,IND,5,GB,9,5,55.6,41,0,,4.6,8.2,0,0,0.0,0,0,0,4.1,2012,11,11
Heath Miller,PIT,5,PHI,5,4,80.0,41,0,,8.2,10.2,0,0,0.0,0,0,0,4.1,2012,29,29
Greg Olsen,CAR,5,SEA,3,2,66.7,37,0,,12.3,18.5,0,0,0.0,0,0,0,3.7,2012,1,1
Charles Clay,MIA,5,CIN,5,3,60.0,35,0,,7.0,11.7,0,0,0.0,0,0,0,3.5,2012,8,8
Rhett Ellison,MIN,5,TEN,2,2,100.0,35,0,,17.5,17.5,0,0,0.0,0,0,0,3.5,2012,32,32
Rob Gronkowski,NE,5,DEN,5,4,80.0,35,0,,7.0,8.8,0,0,0.0,0,0,0,3.5,2012,4,4
Martellus Bennett,NYG,5,CLE,4,3,75.0,30,0,,7.5,10.0,0,0,0.0,0,0,0,3.0,2012,19,19
Anthony Fasano,MIA,5,CIN,4,3,75.0,28,0,,7.0,9.3,0,0,0.0,0,0,0,2.8,2012,8,8
Jordan Cameron,CLE,5,NYG,2,2,100.0,26,0,,13.0,13.0,0,0,0.0,0,0,0,2.6,2012,12,12
Kellen Davis,CHI,5,JAX,4,2,50.0,26,0,,6.5,13.0,0,0,0.0,0,0,0,2.6,2012,29,29
Marcedes Lewis,JAX,5,CHI,7,5,71.4,24,0,,3.4,4.8,0,0,0.0,0,0,0,2.4,2012,3,3
Dennis Pitta,BAL,5,KC,4,3,75.0,22,0,,5.5,7.3,0,0,0.0,0,0,0,2.2,2012,25,25
DJ Williams,GB,5,IND,4,2,50.0,20,0,,5.0,10.0,0,0,0.0,0,0,0,2.0,2012,21,21
Scott Chandler,BUF,5,SF,6,4,66.7,40,0,,6.7,10.0,0,0,0.0,0,1,1,2.0,2012,2,2
Antonio Gates,LAC,5,NO,7,3,42.9,19,0,,2.7,6.3,0,0,0.0,0,0,0,1.9,2012,31,31
Dante Rosario,LAC,5,NO,1,1,100.0,16,0,,16.0,16.0,0,0,0.0,0,0,0,1.6,2012,31,31
Craig Stevens,TEN,5,MIN,4,2,50.0,14,0,,3.5,7.0,0,0,0.0,0,1,0,1.4,2012,14,14
Jermichael Finley,GB,5,IND,5,3,60.0,11,0,,2.2,3.7,0,0,0.0,0,0,0,1.1,2012,21,21
Ed Dickson,BAL,5,KC,1,1,100.0,11,0,,11.0,11.0,0,0,0.0,0,0,0,1.1,2012,25,25
Clay Harbor,PHI,5,PIT,1,1,100.0,8,0,,8.0,8.0,0,0,0.0,0,0,0,0.8,2012,6,6
David Paulson,PIT,5,PHI,1,1,100.0,8,0,,8.0,8.0,0,0,0.0,0,0,0,0.8,2012,29,29
Taylor Thompson,TEN,5,MIN,2,1,50.0,7,0,,3.5,7.0,0,0,0.0,0,0,0,0.7,2012,14,14
Bear Pascoe,NYG,5,CLE,1,1,100.0,7,0,,7.0,7.0,0,0,0.0,0,0,0,0.7,2012,19,19
Tommy Gallarda,ATL,5,WAS,2,1,50.0,7,0,,3.5,7.0,0,0,0.0,0,0,0,0.7,2012,22,22
Tom Crabtree,GB,5,IND,1,1,100.0,6,0,,6.0,6.0,0,0,0.0,0,0,0,0.6,2012,21,21
Jeff King,ARI,5,LAR,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2012,14,14
Garrett Celek,SF,5,BUF,1,1,100.0,4,0,,4.0,4.0,0,0,0.0,0,0,0,0.4,2012,26,26
Jimmy Graham,NO,5,LAC,2,1,50.0,4,0,,2.0,4.0,0,0,0.0,0,0,0,0.4,2012,16,16
John Carlson,MIN,5,TEN,1,1,100.0,2,0,,2.0,2.0,0,0,0.0,0,0,0,0.2,2012,32,32
Benjamin Watson,CLE,5,NYG,3,1,33.3,1,0,,0.3,1.0,0,0,0.0,0,0,0,0.1,2012,12,12
Matthew Mulligan,LAR,5,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Mike McNeill,LAR,5,ARI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,17,17
Orson Charles,CIN,5,MIA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,7,7
Jeron Mastrud,MIA,5,CIN,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,8,8
Ryan Taylor,GB,5,IND,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,21,21
Dominique Jones,IND,5,GB,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,11,11
Tony Moeaki,KC,5,BAL,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Steve Maneri,KC,5,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Jake O'Connell,KC,5,BAL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,12,12
Adrien Robinson,NYG,5,CLE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,19,19
Leonard Pope,PIT,5,PHI,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Niles Paul,WAS,5,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
Logan Paulsen,WAS,5,ATL,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,5,5
Evan Moore,SEA,5,CAR,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,18,18
Anthony McCoy,SEA,5,CAR,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,18,18
Gary Barnidge,CAR,5,SEA,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Ben Hartsock,CAR,5,SEA,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,1,1
Matt Spaeth,CHI,5,JAX,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Kyle Adams,CHI,5,JAX,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,29,29
Zach Potter,JAX,5,CHI,1,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,3,3
Virgil Green,DEN,5,NE,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,9,9
Daniel Fells,NE,5,DEN,2,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,4,4
Lee Smith,BUF,5,SF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,2,2
Delanie Walker,SF,5,BUF,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,26,26
David Thomas,NO,5,LAC,0,0,0.0,0,0,,0.0,0.0,0,0,0.0,0,0,0,0.0,2012,16,16
