games,year,Name,Team,Week,Opponent,tar,rec,yds,td,fum,def_rk,h/a_1,surface_0,salary,points
17,2016,Garrett Celek,SF,9,NO,6,4,76,0,0,13,1.0,1.0,2500,11.6
18,2016,Garrett Celek,SF,11,NE,3,3,41,0,0,8,1.0,1.0,0,7.1
19,2016,Garrett Celek,SF,12,MIA,3,2,19,1,1,25,0.0,1.0,3300,8.9
20,2016,Garrett Celek,SF,14,NYJ,1,1,5,0,0,22,1.0,1.0,2500,1.5
21,2016,Garrett Celek,SF,15,ATL,6,2,22,1,0,26,0.0,0.0,2800,10.2
22,2016,Garrett Celek,SF,16,LAR,7,4,39,0,0,7,0.0,1.0,2500,7.9
23,2016,Garrett Celek,SF,17,SEA,1,1,9,1,0,4,1.0,1.0,0,7.9
24,2017,Garrett Celek,SF,2,SEA,1,1,6,0,0,9,0.0,0.0,2900,1.6
25,2017,Garrett Celek,SF,3,LAR,2,1,1,1,0,20,1.0,1.0,3000,7.1
26,2017,Garrett Celek,SF,5,IND,1,1,6,0,0,18,0.0,0.0,2500,1.6
27,2017,Garrett Celek,SF,6,WAS,2,1,13,0,0,28,0.0,1.0,2500,2.3
28,2017,Garrett Celek,SF,7,DAL,1,1,11,0,0,21,1.0,1.0,2500,2.1
29,2017,Garrett Celek,SF,8,PHI,2,1,24,0,0,14,0.0,1.0,2800,3.4
30,2017,Garrett Celek,SF,9,ARI,4,1,13,0,0,17,1.0,1.0,7100,2.3
31,2017,Garrett Celek,SF,10,NYG,6,4,67,1,0,31,1.0,1.0,2500,16.7
32,2017,Garrett Celek,SF,12,SEA,2,2,7,0,0,9,1.0,1.0,2500,2.7
33,2017,Garrett Celek,SF,13,CHI,4,2,30,0,0,12,0.0,1.0,3300,5.0
34,2017,Garrett Celek,SF,14,HOU,4,2,67,1,0,27,0.0,0.0,2500,14.7
35,2017,Garrett Celek,SF,15,TEN,3,3,63,1,0,19,1.0,1.0,0,15.3
36,2017,Garrett Celek,SF,17,LAR,1,1,28,0,0,20,0.0,1.0,4900,3.8
37,2018,Garrett Celek,SF,2,DET,2,2,22,1,0,8,1.0,1.0,7600,10.2
38,2018,Garrett Celek,SF,3,KC,1,1,7,0,0,30,0.0,1.0,2600,1.7
39,2018,Garrett Celek,SF,4,LAC,1,0,0,0,0,17,0.0,1.0,2500,0.0
1,2015,Garrett Graham,HOU,1,KC,1,0,0,0,0,2,1.0,0.0,2500,0.0
2,2015,Garrett Graham,HOU,2,CAR,5,1,7,1,0,12,0.0,1.0,7300,7.7
3,2015,Garrett Graham,HOU,3,TB,1,1,9,0,0,21,1.0,0.0,2500,1.9
4,2015,Garrett Graham,HOU,4,ATL,6,1,6,0,0,29,0.0,0.0,2500,1.6
5,2015,Garrett Graham,HOU,5,IND,1,1,8,0,0,23,1.0,0.0,2500,1.8
6,2015,Garrett Graham,HOU,7,MIA,4,0,0,0,0,7,0.0,1.0,2500,0.0
7,2015,Garrett Graham,HOU,8,TEN,1,0,0,0,0,24,1.0,0.0,2500,0.0
1,2017,Garrett Griffin,NO,17,TB,1,1,4,0,0,3,0.0,1.0,2500,1.4
1,2015,Gary Barnidge,CLE,1,NYJ,5,3,38,0,0,3,0.0,0.0,2500,6.8
2,2015,Gary Barnidge,CLE,2,TEN,1,1,17,0,0,24,1.0,1.0,2500,2.7
3,2015,Gary Barnidge,CLE,3,OAK,10,6,105,1,0,30,1.0,1.0,0,25.5
4,2015,Gary Barnidge,CLE,4,LAC,6,6,75,1,0,18,0.0,1.0,3100,19.5
5,2015,Gary Barnidge,CLE,5,BAL,10,8,139,1,0,4,0.0,1.0,2500,30.9
6,2015,Gary Barnidge,CLE,6,DEN,9,3,39,2,0,19,1.0,1.0,2500,18.9
7,2015,Gary Barnidge,CLE,7,LAR,7,6,101,0,0,26,0.0,1.0,2500,19.1
8,2015,Gary Barnidge,CLE,8,ARI,11,7,53,1,0,20,1.0,1.0,2500,18.3
9,2015,Gary Barnidge,CLE,9,CIN,7,2,35,0,0,17,0.0,0.0,2500,5.5
10,2015,Gary Barnidge,CLE,10,PIT,8,6,65,1,0,25,0.0,1.0,0,18.5
11,2015,Gary Barnidge,CLE,12,BAL,11,7,91,0,0,4,1.0,1.0,4700,16.1
12,2015,Gary Barnidge,CLE,13,CIN,8,5,59,0,0,17,1.0,1.0,0,10.9
13,2015,Gary Barnidge,CLE,14,SF,7,5,84,1,0,9,1.0,1.0,2500,19.4
14,2015,Gary Barnidge,CLE,15,SEA,4,3,29,1,0,22,0.0,0.0,2500,11.9
15,2015,Gary Barnidge,CLE,16,KC,8,3,47,0,0,2,0.0,1.0,2500,7.7
16,2015,Gary Barnidge,CLE,17,PIT,13,8,66,0,0,25,1.0,1.0,2500,14.6
17,2016,Gary Barnidge,CLE,1,PHI,2,0,0,0,0,2,0.0,1.0,4700,0.0
18,2016,Gary Barnidge,CLE,2,BAL,5,4,37,0,0,10,1.0,1.0,4500,7.7
19,2016,Gary Barnidge,CLE,3,MIA,6,5,66,0,0,25,0.0,1.0,2500,13.6
20,2016,Gary Barnidge,CLE,4,WAS,7,7,57,0,0,29,0.0,1.0,2500,12.7
21,2016,Gary Barnidge,CLE,5,NE,8,5,76,0,0,8,1.0,1.0,0,12.6
22,2016,Gary Barnidge,CLE,6,TEN,5,3,59,0,0,15,0.0,1.0,2500,8.9
23,2016,Gary Barnidge,CLE,7,CIN,7,6,66,0,0,30,0.0,0.0,3800,12.6
24,2016,Gary Barnidge,CLE,8,NYJ,7,3,42,0,0,22,1.0,1.0,2900,7.2
25,2016,Gary Barnidge,CLE,9,DAL,3,3,23,0,0,32,1.0,1.0,3600,5.3
26,2016,Gary Barnidge,CLE,10,BAL,4,1,8,0,0,10,0.0,1.0,2800,1.8
27,2016,Gary Barnidge,CLE,11,PIT,5,2,23,1,0,17,1.0,1.0,3500,10.3
28,2016,Gary Barnidge,CLE,12,NYG,3,1,11,0,0,20,1.0,1.0,2700,2.1
29,2016,Gary Barnidge,CLE,14,CIN,5,3,27,0,0,30,1.0,1.0,3400,5.7
30,2016,Gary Barnidge,CLE,15,BUF,3,2,35,0,0,6,0.0,0.0,0,5.5
31,2016,Gary Barnidge,CLE,16,LAC,6,5,42,0,0,12,1.0,1.0,0,9.2
32,2016,Gary Barnidge,CLE,17,PIT,5,5,40,1,0,17,0.0,1.0,5900,15.0
1,2015,Gavin Escobar,DAL,1,NYG,2,2,8,1,0,31,1.0,0.0,2700,8.8
2,2015,Gavin Escobar,DAL,2,PHI,3,2,16,0,1,11,0.0,1.0,2500,2.6
3,2015,Gavin Escobar,DAL,4,NO,1,0,0,0,0,32,0.0,0.0,3700,0.0
4,2015,Gavin Escobar,DAL,5,NE,2,0,0,0,0,5,1.0,0.0,2500,0.0
5,2015,Gavin Escobar,DAL,10,TB,1,1,22,0,0,21,0.0,1.0,2500,3.2
6,2015,Gavin Escobar,DAL,11,MIA,3,2,20,0,0,7,0.0,1.0,2500,4.0
7,2015,Gavin Escobar,DAL,12,CAR,1,1,-2,0,0,12,1.0,0.0,0,0.8
8,2016,Gavin Escobar,DAL,9,CLE,1,1,2,1,0,31,0.0,1.0,0,7.2
9,2016,Gavin Escobar,DAL,11,BAL,3,2,21,0,0,10,1.0,0.0,0,4.1
10,2016,Gavin Escobar,DAL,17,PHI,3,1,7,0,0,2,0.0,1.0,2500,1.7
1,2015,Geoff Swaim,DAL,2,PHI,1,1,0,0,0,11,0.0,1.0,2500,1.0
2,2016,Geoff Swaim,DAL,1,NYG,1,1,21,0,0,20,1.0,0.0,2500,3.1
3,2016,Geoff Swaim,DAL,2,WAS,2,2,29,0,0,29,0.0,1.0,2500,5.0
4,2016,Geoff Swaim,DAL,3,CHI,1,0,0,0,0,9,1.0,0.0,2500,0.0
5,2016,Geoff Swaim,DAL,5,CIN,1,0,0,0,0,30,1.0,0.0,0,0.0
6,2016,Geoff Swaim,DAL,8,PHI,1,1,8,0,0,2,1.0,0.0,2500,1.8
7,2016,Geoff Swaim,DAL,9,CLE,2,2,11,0,0,31,0.0,1.0,2500,3.1
8,2017,Geoff Swaim,DAL,7,SF,1,1,7,0,0,15,0.0,1.0,3400,1.7
9,2017,Geoff Swaim,DAL,8,WAS,1,1,18,0,0,28,0.0,1.0,2500,2.8
10,2018,Geoff Swaim,DAL,1,CAR,4,3,18,0,0,26,0.0,1.0,2600,4.8
11,2018,Geoff Swaim,DAL,3,SEA,7,5,47,0,0,13,0.0,0.0,6800,9.7
12,2018,Geoff Swaim,DAL,4,DET,5,3,39,1,0,8,1.0,0.0,2600,12.9
1,2017,George Kittle,SF,1,CAR,6,5,27,0,0,6,1.0,1.0,2500,7.7
2,2017,George Kittle,SF,2,SEA,2,2,13,0,0,9,0.0,0.0,2500,3.3
3,2017,George Kittle,SF,3,LAR,3,1,8,0,0,20,1.0,1.0,0,1.8
4,2017,George Kittle,SF,4,ARI,3,2,35,0,0,17,0.0,1.0,0,5.5
5,2017,George Kittle,SF,5,IND,9,7,83,1,0,18,0.0,0.0,6000,21.3
6,2017,George Kittle,SF,6,WAS,8,4,46,0,0,28,0.0,1.0,3800,8.6
7,2017,George Kittle,SF,7,DAL,2,1,16,0,0,21,1.0,1.0,3000,2.6
8,2017,George Kittle,SF,8,PHI,4,2,22,0,0,14,0.0,1.0,0,4.2
9,2017,George Kittle,SF,9,ARI,5,3,27,0,0,17,1.0,1.0,2500,5.7
10,2017,George Kittle,SF,12,SEA,2,1,14,0,0,9,1.0,1.0,3900,2.4
11,2017,George Kittle,SF,13,CHI,3,2,20,0,0,12,0.0,1.0,2500,4.0
12,2017,George Kittle,SF,14,HOU,2,2,10,0,0,27,0.0,0.0,2700,3.0
13,2017,George Kittle,SF,15,TEN,5,4,52,0,0,19,1.0,1.0,2500,9.2
14,2017,George Kittle,SF,16,JAX,3,3,42,1,0,11,1.0,1.0,2500,13.2
15,2017,George Kittle,SF,17,LAR,6,4,100,0,0,20,0.0,1.0,4800,17.0
16,2018,George Kittle,SF,1,MIN,9,5,90,0,0,17,0.0,0.0,3400,14.0
17,2018,George Kittle,SF,2,DET,4,2,22,0,0,8,1.0,1.0,0,4.2
18,2018,George Kittle,SF,3,KC,7,5,79,0,0,30,0.0,1.0,3300,14.9
19,2018,George Kittle,SF,4,LAC,8,6,125,1,0,17,0.0,1.0,0,27.5
1,2016,Gerald Christian,BUF,13,OAK,2,1,14,0,0,24,0.0,1.0,2500,2.4
1,2017,Gerald Everett,LAR,1,IND,1,1,39,0,0,18,1.0,1.0,2600,4.9
2,2017,Gerald Everett,LAR,2,WAS,3,3,95,0,0,28,1.0,1.0,2500,12.5
3,2017,Gerald Everett,LAR,4,DAL,3,1,8,0,0,21,1.0,1.0,3800,1.8
4,2017,Gerald Everett,LAR,5,SEA,3,1,8,0,0,9,1.0,1.0,2500,1.8
5,2017,Gerald Everett,LAR,6,JAX,3,1,4,1,0,11,0.0,1.0,2500,7.4
6,2017,Gerald Everett,LAR,9,NYG,2,1,44,0,0,31,0.0,0.0,0,6.7
7,2017,Gerald Everett,LAR,10,HOU,2,0,0,0,0,27,1.0,1.0,2500,0.0
8,2017,Gerald Everett,LAR,11,MIN,2,1,8,0,0,1,1.0,1.0,2700,1.8
9,2017,Gerald Everett,LAR,12,NO,1,1,9,0,0,2,1.0,1.0,6200,1.9
10,2017,Gerald Everett,LAR,13,ARI,4,2,7,1,0,17,1.0,1.0,5000,8.7
11,2017,Gerald Everett,LAR,14,PHI,1,1,6,0,0,14,1.0,1.0,2800,1.6
12,2017,Gerald Everett,LAR,15,SEA,1,0,0,0,0,9,0.0,0.0,2500,0.0
13,2017,Gerald Everett,LAR,17,SF,6,3,16,0,1,15,1.0,1.0,2500,3.6
14,2018,Gerald Everett,LAR,2,ARI,2,1,17,0,0,19,1.0,1.0,2500,2.7
15,2018,Gerald Everett,LAR,3,LAC,2,1,3,0,0,3,1.0,1.0,2500,1.3
16,2018,Gerald Everett,LAR,4,MIN,1,1,13,0,0,18,1.0,1.0,2500,2.3
1,2015,Greg Olsen,CAR,1,JAX,3,1,11,0,0,28,0.0,1.0,5300,2.1
2,2015,Greg Olsen,CAR,2,HOU,14,6,70,0,0,10,1.0,1.0,3300,13.0
3,2015,Greg Olsen,CAR,3,NO,11,8,134,2,0,32,1.0,1.0,2500,36.4
4,2015,Greg Olsen,CAR,4,TB,6,2,28,0,0,21,0.0,1.0,2500,4.8
5,2015,Greg Olsen,CAR,6,SEA,11,7,131,1,0,22,0.0,0.0,2500,29.1
6,2015,Greg Olsen,CAR,7,PHI,5,3,65,0,0,11,1.0,1.0,2500,9.5
7,2015,Greg Olsen,CAR,8,IND,12,6,79,1,0,23,1.0,1.0,2500,19.9
8,2015,Greg Olsen,CAR,9,GB,7,4,66,1,0,14,1.0,1.0,0,16.6
9,2015,Greg Olsen,CAR,10,TEN,8,8,80,0,0,24,0.0,1.0,0,16.0
10,2015,Greg Olsen,CAR,11,WAS,6,3,54,1,0,16,1.0,1.0,2500,14.4
11,2015,Greg Olsen,CAR,12,DAL,9,5,70,0,0,1,0.0,0.0,2500,12.0
12,2015,Greg Olsen,CAR,13,NO,12,9,129,0,1,32,0.0,0.0,2500,23.9
13,2015,Greg Olsen,CAR,14,ATL,4,3,52,0,0,29,1.0,1.0,0,8.2
14,2015,Greg Olsen,CAR,15,NYG,8,6,79,1,0,31,0.0,0.0,2500,19.9
15,2015,Greg Olsen,CAR,16,ATL,6,4,40,0,0,29,0.0,0.0,2500,8.0
16,2015,Greg Olsen,CAR,17,TB,2,2,16,0,0,21,1.0,1.0,2500,3.6
17,2016,Greg Olsen,CAR,1,DEN,9,7,73,0,0,19,0.0,1.0,5100,14.3
18,2016,Greg Olsen,CAR,2,SF,8,5,122,1,0,18,1.0,1.0,4000,26.2
19,2016,Greg Olsen,CAR,3,MIN,10,6,64,0,0,11,1.0,1.0,2500,12.4
20,2016,Greg Olsen,CAR,4,ATL,13,6,76,1,0,26,0.0,0.0,2500,21.6
21,2016,Greg Olsen,CAR,5,TB,13,9,181,0,0,14,1.0,1.0,2500,30.1
22,2016,Greg Olsen,CAR,6,NO,7,6,94,0,0,13,0.0,0.0,2500,15.4
23,2016,Greg Olsen,CAR,8,ARI,3,1,11,0,0,1,1.0,1.0,2900,2.1
24,2016,Greg Olsen,CAR,9,LAR,7,5,52,1,0,7,0.0,1.0,2500,16.2
25,2016,Greg Olsen,CAR,10,KC,8,5,39,0,0,5,1.0,1.0,2500,8.9
26,2016,Greg Olsen,CAR,11,NO,7,4,33,0,0,13,1.0,1.0,2500,7.3
27,2016,Greg Olsen,CAR,12,OAK,5,4,45,0,0,24,0.0,1.0,2500,8.5
28,2016,Greg Olsen,CAR,13,SEA,7,3,30,0,0,4,0.0,0.0,2500,6.0
29,2016,Greg Olsen,CAR,14,LAC,7,4,87,0,0,12,1.0,1.0,2500,12.7
30,2016,Greg Olsen,CAR,15,WAS,9,6,85,0,0,29,0.0,1.0,2500,14.5
31,2016,Greg Olsen,CAR,16,ATL,12,6,59,0,0,26,1.0,1.0,3800,11.9
32,2016,Greg Olsen,CAR,17,TB,4,3,22,0,0,14,0.0,1.0,2500,5.2
33,2017,Greg Olsen,CAR,1,SF,4,2,18,0,0,15,0.0,1.0,6200,3.8
34,2017,Greg Olsen,CAR,2,BUF,2,1,10,0,0,25,1.0,1.0,2500,2.0
35,2017,Greg Olsen,CAR,12,NYJ,4,1,10,0,0,22,0.0,0.0,2500,2.0
36,2017,Greg Olsen,CAR,14,MIN,1,0,0,0,0,1,1.0,1.0,2500,0.0
37,2017,Greg Olsen,CAR,15,GB,12,9,116,1,0,5,1.0,1.0,2500,29.6
38,2017,Greg Olsen,CAR,16,TB,6,3,27,0,0,3,1.0,1.0,2700,5.7
39,2017,Greg Olsen,CAR,17,ATL,9,1,10,0,0,13,0.0,0.0,2600,2.0
40,2018,Greg Olsen,CAR,1,DAL,2,2,33,0,0,20,1.0,1.0,5400,5.3
1,2016,Hakeem Valles,ARI,5,SF,1,0,0,0,0,18,0.0,1.0,4000,0.0
2,2016,Hakeem Valles,ARI,10,SF,1,0,0,0,0,18,1.0,1.0,2500,0.0
3,2018,Hakeem Valles,DET,1,NYJ,2,1,5,0,0,2,1.0,0.0,2500,1.5
4,2018,Hakeem Valles,DET,4,DAL,1,1,6,0,0,15,0.0,0.0,2500,1.6
1,2015,Heath Miller,PIT,1,NE,11,8,84,0,0,5,0.0,0.0,3300,16.4
2,2015,Heath Miller,PIT,2,SF,2,2,15,1,0,9,1.0,1.0,2500,11.5
3,2015,Heath Miller,PIT,3,LAR,3,2,17,0,0,26,0.0,1.0,0,3.7
4,2015,Heath Miller,PIT,4,BAL,2,1,1,0,0,4,1.0,1.0,2500,1.1
5,2015,Heath Miller,PIT,5,LAC,3,3,46,0,0,18,0.0,1.0,5300,7.6
6,2015,Heath Miller,PIT,6,ARI,1,1,5,0,0,20,1.0,1.0,0,1.5
7,2015,Heath Miller,PIT,7,KC,2,0,0,0,0,2,0.0,1.0,4400,0.0
8,2015,Heath Miller,PIT,8,CIN,13,10,105,0,0,17,1.0,1.0,2500,23.5
9,2015,Heath Miller,PIT,9,OAK,6,3,32,0,0,30,1.0,1.0,2500,6.2
10,2015,Heath Miller,PIT,10,CLE,7,4,40,0,0,6,1.0,1.0,2500,8.0
11,2015,Heath Miller,PIT,12,SEA,6,5,45,0,0,22,0.0,0.0,2500,9.5
12,2015,Heath Miller,PIT,14,CIN,10,10,66,0,0,17,0.0,0.0,0,16.8
13,2015,Heath Miller,PIT,15,DEN,5,3,12,0,0,19,1.0,1.0,3700,4.2
14,2015,Heath Miller,PIT,16,BAL,6,5,49,0,0,4,0.0,1.0,2500,9.9
15,2015,Heath Miller,PIT,17,CLE,4,3,18,1,0,6,0.0,1.0,2500,10.8
1,2016,Henry Krieger-Coble,DEN,16,KC,1,1,13,0,0,5,0.0,1.0,2500,2.3
1,2016,Hunter Henry,LAC,1,KC,2,1,20,0,0,5,0.0,1.0,2500,3.0
2,2016,Hunter Henry,LAC,3,IND,5,5,72,0,1,23,0.0,0.0,2900,11.2
3,2016,Hunter Henry,LAC,4,NO,7,4,61,1,0,13,0.0,0.0,2500,16.1
4,2016,Hunter Henry,LAC,5,OAK,4,3,74,1,0,24,0.0,1.0,2500,16.4
5,2016,Hunter Henry,LAC,6,DEN,8,6,83,1,0,19,0.0,1.0,0,20.3
6,2016,Hunter Henry,LAC,7,ATL,3,1,16,0,0,26,0.0,0.0,2900,2.6
7,2016,Hunter Henry,LAC,8,DEN,4,2,14,0,0,19,0.0,1.0,2500,3.4
8,2016,Hunter Henry,LAC,10,MIA,2,2,11,1,0,25,0.0,1.0,2500,9.1
9,2016,Hunter Henry,LAC,12,HOU,3,2,20,1,0,3,0.0,0.0,0,10.0
10,2016,Hunter Henry,LAC,13,TB,1,1,14,0,0,14,0.0,1.0,2700,2.4
11,2016,Hunter Henry,LAC,14,CAR,5,2,13,1,0,28,0.0,1.0,2500,9.3
12,2016,Hunter Henry,LAC,15,OAK,4,3,37,1,0,24,0.0,1.0,2500,12.7
13,2016,Hunter Henry,LAC,17,KC,5,4,43,1,0,5,0.0,1.0,2500,14.3
14,2017,Hunter Henry,LAC,2,MIA,7,7,80,0,0,32,0.0,1.0,2500,15.0
15,2017,Hunter Henry,LAC,4,PHI,3,2,16,1,0,14,0.0,1.0,3700,9.6
16,2017,Hunter Henry,LAC,5,NYG,8,3,42,1,0,31,0.0,0.0,2500,13.2
17,2017,Hunter Henry,LAC,6,OAK,7,5,90,0,0,26,0.0,1.0,3000,14.0
18,2017,Hunter Henry,LAC,7,DEN,5,4,73,0,0,29,0.0,1.0,4600,11.3
19,2017,Hunter Henry,LAC,8,NE,2,2,11,0,0,10,0.0,0.0,4100,3.1
20,2017,Hunter Henry,LAC,10,JAX,2,1,7,0,0,11,0.0,1.0,2700,1.7
21,2017,Hunter Henry,LAC,11,BUF,5,2,25,0,0,25,0.0,0.0,0,4.5
22,2017,Hunter Henry,LAC,12,DAL,5,5,76,1,0,21,0.0,0.0,4000,18.6
23,2017,Hunter Henry,LAC,13,CLE,9,7,81,0,0,30,0.0,1.0,2800,15.1
24,2017,Hunter Henry,LAC,14,WAS,6,4,50,1,0,28,0.0,1.0,2600,15.0
25,2017,Hunter Henry,LAC,15,KC,3,3,28,0,0,7,0.0,1.0,2500,5.8
1,2018,Ian Thomas,CAR,1,DAL,2,2,4,0,0,20,1.0,1.0,2500,2.4
2,2018,Ian Thomas,CAR,2,ATL,3,2,10,0,0,12,0.0,0.0,3000,3.0
3,2018,Ian Thomas,CAR,3,CIN,5,3,20,0,0,28,1.0,1.0,2500,5.0
1,2016,Jace Amaro,TEN,3,OAK,4,3,59,0,0,24,1.0,1.0,2500,8.9
1,2015,Jack Doyle,IND,3,TEN,3,3,32,0,0,24,0.0,1.0,2700,6.2
2,2015,Jack Doyle,IND,5,HOU,2,1,0,0,0,10,0.0,0.0,2500,1.0
3,2015,Jack Doyle,IND,6,NE,2,2,7,0,0,5,1.0,0.0,2500,2.7
4,2015,Jack Doyle,IND,9,DEN,2,2,18,1,0,19,1.0,0.0,0,9.8
5,2015,Jack Doyle,IND,12,TB,1,1,5,0,0,21,1.0,0.0,0,1.5
6,2015,Jack Doyle,IND,16,MIA,3,2,7,0,0,7,0.0,1.0,0,2.7
7,2015,Jack Doyle,IND,17,TEN,1,1,3,0,0,24,1.0,0.0,7700,1.3
8,2016,Jack Doyle,IND,1,DET,4,3,35,2,0,27,1.0,0.0,2500,18.5
9,2016,Jack Doyle,IND,2,DEN,5,4,37,0,0,19,0.0,1.0,2500,7.7
10,2016,Jack Doyle,IND,3,LAC,6,6,65,0,0,12,1.0,0.0,2500,12.5
11,2016,Jack Doyle,IND,4,JAX,1,1,6,0,0,16,0.0,1.0,0,1.6
12,2016,Jack Doyle,IND,5,CHI,3,2,8,0,0,9,1.0,0.0,2500,2.8
13,2016,Jack Doyle,IND,6,HOU,4,4,53,1,0,3,0.0,0.0,0,15.3
14,2016,Jack Doyle,IND,7,TEN,10,9,78,1,0,15,0.0,1.0,2500,22.8
15,2016,Jack Doyle,IND,8,KC,3,2,36,0,0,5,1.0,0.0,5300,5.6
16,2016,Jack Doyle,IND,9,GB,9,5,61,0,0,21,0.0,1.0,2500,11.1
17,2016,Jack Doyle,IND,11,TEN,2,1,7,0,0,15,1.0,0.0,2500,1.7
18,2016,Jack Doyle,IND,12,PIT,2,2,25,0,0,17,1.0,0.0,2500,4.5
19,2016,Jack Doyle,IND,13,NYJ,4,4,30,0,1,22,0.0,0.0,3500,6.0
20,2016,Jack Doyle,IND,14,HOU,6,5,55,0,0,3,1.0,0.0,0,10.5
21,2016,Jack Doyle,IND,15,MIN,4,4,32,0,0,11,0.0,0.0,2500,7.2
22,2016,Jack Doyle,IND,16,OAK,7,5,46,0,0,24,0.0,1.0,3800,9.6
23,2016,Jack Doyle,IND,17,JAX,5,2,10,1,0,16,1.0,0.0,2500,9.0
24,2017,Jack Doyle,IND,1,LAR,3,2,41,0,0,20,0.0,1.0,2500,6.1
25,2017,Jack Doyle,IND,2,ARI,8,8,79,0,0,17,1.0,0.0,2500,15.9
26,2017,Jack Doyle,IND,3,CLE,5,2,16,0,1,30,1.0,0.0,2500,2.6
27,2017,Jack Doyle,IND,4,SEA,7,5,27,0,0,9,0.0,0.0,2800,7.7
28,2017,Jack Doyle,IND,6,TEN,11,7,50,1,1,19,0.0,1.0,0,17.0
29,2017,Jack Doyle,IND,7,JAX,7,6,44,0,0,11,1.0,0.0,2500,10.4
30,2017,Jack Doyle,IND,8,CIN,14,12,121,1,0,23,0.0,0.0,5000,33.1
31,2017,Jack Doyle,IND,9,HOU,9,8,63,0,0,27,0.0,0.0,2600,14.3
32,2017,Jack Doyle,IND,10,PIT,5,2,9,0,0,4,1.0,0.0,2500,2.9
33,2017,Jack Doyle,IND,12,TEN,8,7,94,0,0,19,1.0,0.0,3000,16.4
34,2017,Jack Doyle,IND,13,JAX,5,3,16,0,0,11,0.0,1.0,2500,4.6
35,2017,Jack Doyle,IND,14,BUF,3,2,4,1,0,25,0.0,0.0,0,8.4
36,2017,Jack Doyle,IND,15,DEN,8,7,47,0,0,29,1.0,0.0,5200,11.7
37,2017,Jack Doyle,IND,16,BAL,10,5,41,0,0,24,0.0,1.0,3000,9.1
38,2017,Jack Doyle,IND,17,HOU,5,4,38,1,0,27,1.0,0.0,4700,13.8
39,2018,Jack Doyle,IND,1,CIN,10,7,60,0,1,28,1.0,0.0,4000,12.0
40,2018,Jack Doyle,IND,2,WAS,5,2,20,0,0,14,0.0,1.0,2500,4.0
1,2017,Jacob Hollister,NE,2,NO,2,1,5,0,0,2,0.0,0.0,2500,1.5
2,2017,Jacob Hollister,NE,3,HOU,1,1,19,0,0,27,1.0,0.0,3800,2.9
3,2017,Jacob Hollister,NE,4,CAR,1,0,0,0,0,6,1.0,0.0,2500,0.0
4,2017,Jacob Hollister,NE,5,TB,1,0,0,0,0,3,0.0,1.0,2500,0.0
5,2017,Jacob Hollister,NE,8,LAC,1,1,13,0,0,8,1.0,0.0,0,2.3
6,2017,Jacob Hollister,NE,13,BUF,1,0,0,0,0,25,0.0,0.0,5800,0.0
7,2017,Jacob Hollister,NE,15,PIT,1,0,0,0,0,4,0.0,1.0,2500,0.0
8,2017,Jacob Hollister,NE,16,BUF,2,1,5,0,0,25,1.0,0.0,2500,2.0
9,2017,Jacob Hollister,NE,17,NYJ,1,0,0,0,0,22,1.0,0.0,2500,0.0
10,2018,Jacob Hollister,NE,2,JAX,3,3,35,0,0,5,0.0,1.0,2500,6.5
1,2015,Jacob Tamme,ATL,1,PHI,3,3,19,0,0,11,1.0,0.0,2600,4.9
2,2015,Jacob Tamme,ATL,2,NYG,6,4,77,0,0,31,0.0,0.0,4500,11.7
3,2015,Jacob Tamme,ATL,3,DAL,1,1,8,0,0,1,0.0,0.0,2500,1.8
4,2015,Jacob Tamme,ATL,5,WAS,10,8,94,0,0,16,1.0,0.0,2500,17.4
5,2015,Jacob Tamme,ATL,6,NO,5,3,32,0,0,32,0.0,0.0,2500,6.2
6,2015,Jacob Tamme,ATL,7,TEN,6,3,36,0,0,24,0.0,1.0,2500,6.6
7,2015,Jacob Tamme,ATL,8,TB,12,10,103,1,0,21,1.0,0.0,2500,29.3
8,2015,Jacob Tamme,ATL,9,SF,10,6,61,0,0,9,0.0,1.0,0,12.1
9,2015,Jacob Tamme,ATL,11,IND,3,1,16,0,0,23,1.0,0.0,2600,2.6
10,2015,Jacob Tamme,ATL,12,MIN,6,5,69,0,0,15,1.0,0.0,0,11.9
11,2015,Jacob Tamme,ATL,13,TB,4,3,26,0,0,21,0.0,1.0,2500,5.6
12,2015,Jacob Tamme,ATL,14,CAR,5,4,26,0,0,12,0.0,1.0,2500,6.6
13,2015,Jacob Tamme,ATL,15,JAX,1,0,0,0,0,28,0.0,1.0,2500,0.0
14,2015,Jacob Tamme,ATL,16,CAR,4,4,29,0,0,12,1.0,0.0,3100,6.9
15,2015,Jacob Tamme,ATL,17,NO,5,4,61,0,0,32,1.0,0.0,2500,10.1
16,2016,Jacob Tamme,ATL,1,TB,8,6,51,0,0,14,1.0,0.0,2800,11.1
17,2016,Jacob Tamme,ATL,2,OAK,8,5,75,1,0,24,0.0,1.0,5600,18.5
18,2016,Jacob Tamme,ATL,3,NO,4,3,28,0,0,13,0.0,0.0,5000,5.8
19,2016,Jacob Tamme,ATL,4,CAR,2,2,3,1,0,28,1.0,0.0,2500,8.3
20,2016,Jacob Tamme,ATL,5,DEN,1,1,1,0,0,19,0.0,1.0,2500,1.1
21,2016,Jacob Tamme,ATL,6,SEA,3,2,16,0,0,4,0.0,0.0,2500,3.6
