PlayerID,Name,Team,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsDraftKings,salary,def_rk,h/a,surface,year
722,Jason Witten,DAL,12,CAR,6,4,66.7,36,0,14,6.0,9.0,0,0,0.0,0,0,0,7.6,null,12,away,grass,2015
852,Jacob Tamme,ATL,12,MIN,6,5,83.3,69,0,22,11.5,13.8,0,0,0.0,0,0,0,11.9,null,15,away,turf,2015
1545,Anthony Fasano,TEN,12,OAK,2,2,100.0,22,0,17,11.0,11.0,0,0,0.0,0,0,0,4.2,null,30,away,grass,2015
1658,Greg Olsen,CAR,12,DAL,9,5,55.6,70,0,31,7.8,14.0,0,0,0.0,0,0,0,12.0,2500,1,away,turf,2015
1810,Owen Daniels,DEN,12,NE,6,5,83.3,48,0,12,8.0,9.6,0,0,0.0,0,0,0,9.8,2500,5,away,turf,2015
3061,Marcedes Lewis,JAX,12,LAC,2,1,50.0,24,0,24,12.0,24.0,0,0,0.0,0,0,0,3.4,5100,18,away,grass,2015
4577,Gary Barnidge,CLE,12,BAL,11,7,63.6,91,0,30,8.3,13.0,0,0,0.0,0,0,0,16.1,4700,4,away,grass,2015
5084,Vernon Davis,DEN,12,NE,2,2,100.0,10,0,6,5.0,5.0,0,0,0.0,0,0,0,3.0,2500,5,away,turf,2015
5511,Brent Celek,PHI,12,DET,4,2,50.0,10,1,8,2.5,5.0,0,0,0.0,0,0,0,9.0,6300,27,away,turf,2015
6293,Matt Spaeth,PIT,12,SEA,1,1,100.0,6,0,6,6.0,6.0,0,0,0.0,0,0,0,1.6,2800,22,away,turf,2015
7175,Delanie Walker,TEN,12,OAK,8,6,75.0,91,0,36,11.4,15.2,0,0,0.0,0,0,0,15.1,null,30,away,grass,2015
7635,Heath Miller,PIT,12,SEA,6,5,83.3,45,0,17,7.5,9.0,0,0,0.0,0,0,0,9.5,2500,22,away,turf,2015
7884,Antonio Gates,LAC,12,JAX,6,4,66.7,53,2,27,8.8,13.2,0,0,0.0,0,0,0,21.3,null,28,away,grass,2015
8142,Kellen Davis,NYJ,12,MIA,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,4800,7,away,grass,2015
8508,David Johnson,LAC,12,JAX,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,28,away,grass,2015
8534,Jared Cook,LAR,12,CIN,6,4,66.7,58,0,25,9.7,14.5,0,0,0.0,0,0,0,9.8,2500,17,away,turf,2015
8778,Brandon Myers,TB,12,IND,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,23,away,turf,2015
8848,John Phillips,LAC,12,JAX,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,null,28,away,grass,2015
9588,Brandon Pettigrew,DET,12,PHI,2,1,50.0,21,0,21,10.5,21.0,0,0,0.0,0,0,0,3.1,4700,11,away,grass,2015
9671,Matthew Mulligan,BUF,12,KC,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,3000,2,away,grass,2015
10974,Rob Gronkowski,NE,12,DEN,10,6,60.0,88,1,23,8.8,14.7,0,0,0.0,0,0,0,20.8,2500,19,away,grass,2015
10992,Jeff Cumberland,NYJ,12,MIA,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,7,away,grass,2015
11026,Jermaine Gresham,ARI,12,SF,3,1,33.3,9,0,9,3.0,9.0,0,0,0.0,0,0,0,1.9,null,9,away,grass,2015
11221,Tony Moeaki,ATL,12,MIN,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,15,away,turf,2015
11317,Clay Harbor,JAX,12,LAC,2,1,50.0,12,0,12,6.0,12.0,0,0,0.0,0,0,0,2.2,2500,18,away,grass,2015
11488,Jimmy Graham,SEA,12,PIT,8,4,50.0,75,0,36,9.4,18.8,0,0,0.0,0,0,0,11.5,2500,25,away,grass,2015
11535,Michael Hoomanawanui,NO,12,HOU,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,8000,10,away,turf,2015
11555,Jim Dray,CLE,12,BAL,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,4,away,grass,2015
11756,Benjamin Watson,NO,12,HOU,9,4,44.4,53,0,26,5.9,13.2,0,0,0.0,0,0,0,9.3,null,10,away,turf,2015
12153,Ed Dickson,CAR,12,DAL,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,1,away,turf,2015
12415,Zach Miller,CHI,12,GB,7,2,28.6,10,1,7,1.4,5.0,0,0,0.0,0,0,0,9.0,null,14,away,grass,2015
12548,Scott Chandler,NE,12,DEN,11,5,45.5,58,1,22,5.3,11.6,0,0,0.0,0,0,0,16.8,2500,19,away,grass,2015
12751,Charles Clay,BUF,12,KC,8,5,62.5,31,0,15,3.9,6.2,0,0,0.0,0,0,0,8.1,2500,2,away,grass,2015
12777,Lee Smith,OAK,12,TEN,1,1,100.0,2,0,2,2.0,2.0,0,0,0.0,0,0,0,1.2,null,24,away,grass,2015
12861,Jordan Cameron,MIA,12,NYJ,3,2,66.7,13,0,7,4.3,6.5,0,0,0.0,0,0,0,3.3,4900,3,away,turf,2015
13016,Virgil Green,DEN,12,NE,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,5,away,turf,2015
13027,Julius Thomas,JAX,12,LAC,10,9,90.0,116,1,34,11.6,12.9,0,0,0.0,0,0,0,29.6,2500,18,away,grass,2015
13275,Kyle Rudolph,MIN,12,ATL,10,7,70.0,53,0,13,5.3,7.6,0,0,0.0,0,0,0,12.3,2500,29,away,turf,2015
13370,Luke Stocker,TB,12,IND,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,null,23,away,turf,2015
13386,Lance Kendricks,LAR,12,CIN,4,3,75.0,17,0,11,4.2,5.7,0,0,0.0,0,0,0,4.7,4300,17,away,turf,2015
13987,Dwayne Allen,IND,12,TB,4,2,50.0,19,0,11,4.8,9.5,0,0,0.0,0,0,0,3.9,2500,21,away,grass,2015
13997,Coby Fleener,IND,12,TB,3,3,100.0,27,0,17,9.0,9.0,0,0,0.0,0,0,0,5.7,2500,21,away,grass,2015
14122,Ladarius Green,LAC,12,JAX,1,1,100.0,19,0,19,19.0,19.0,0,0,0.0,0,0,0,2.9,2500,28,away,grass,2015
14152,James Hanna,DAL,12,CAR,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,4100,12,away,grass,2015
14445,Rhett Ellison,MIN,12,ATL,2,1,50.0,23,0,23,11.5,23.0,0,0,0.0,0,0,0,3.3,2500,29,away,turf,2015
14496,Garrett Celek,SF,12,ARI,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2700,20,away,grass,2015
14764,Cory Harkey,LAR,12,CIN,1,1,100.0,2,0,2,2.0,2.0,0,0,0.0,0,0,0,1.2,2500,17,away,turf,2015
14866,Chris Gragg,BUF,12,KC,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,3700,2,away,grass,2015
14876,Dion Sims,MIA,12,NYJ,1,1,100.0,-1,0,-1,-1.0,-1.0,0,0,0.0,0,0,0,0.9,3000,3,away,turf,2015
14918,Tyler Eifert,CIN,12,LAR,4,3,75.0,40,1,22,10.0,13.3,0,0,0.0,0,0,0,13.0,2500,26,away,grass,2015
14985,Ryan Griffin,HOU,12,NO,5,4,80.0,72,1,37,14.4,18.0,0,0,0.0,0,0,0,17.2,2500,32,away,turf,2015
15048,Travis Kelce,KC,12,BUF,7,4,57.1,69,1,38,9.9,17.2,0,0,0.0,0,0,0,16.9,2500,8,away,turf,2015
15072,Mychal Rivera,OAK,12,TEN,2,2,100.0,28,0,19,14.0,14.0,0,0,0.0,0,0,0,4.8,2500,24,away,grass,2015
15082,Gavin Escobar,DAL,12,CAR,1,1,100.0,-2,0,-2,-2.0,-2.0,0,0,0.0,0,0,0,0.8,null,12,away,grass,2015
15100,Jordan Reed,WAS,12,NYG,9,8,88.9,98,0,26,10.9,12.2,0,0,0.0,0,0,0,17.8,null,31,away,turf,2015
15239,Vance McDonald,SF,12,ARI,7,6,85.7,71,1,20,10.1,11.8,0,0,0.0,0,1,0,19.1,2500,20,away,grass,2015
15247,Darren Fells,ARI,12,SF,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,3000,9,away,grass,2015
15263,Luke Willson,SEA,12,PIT,1,1,100.0,12,0,12,12.0,12.0,0,0,0.0,0,0,0,2.2,2500,25,away,grass,2015
15305,Demetrius Harris,KC,12,BUF,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,8,away,turf,2015
15378,Levine Toilolo,ATL,12,MIN,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,5800,15,away,turf,2015
15602,Jack Doyle,IND,12,TB,1,1,100.0,5,0,5,5.0,5.0,0,0,0.0,0,0,0,1.5,null,21,away,grass,2015
15630,Cooper Helfet,SEA,12,PIT,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,4800,25,away,grass,2015
15640,Derek Carrier,WAS,12,NYG,1,1,100.0,6,0,6,6.0,6.0,0,0,0.0,0,0,0,1.6,2500,31,away,turf,2015
15866,Josh Hill,NO,12,HOU,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,10,away,turf,2015
15937,Phillip Supernaw,TEN,12,OAK,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,4600,30,away,grass,2015
15965,Trey Burton,PHI,12,DET,2,2,100.0,49,0,43,24.5,24.5,0,0,0.0,0,0,0,6.9,2500,27,away,turf,2015
16083,Crockett Gillmore,BAL,12,CLE,4,3,75.0,20,0,14,5.0,6.7,0,0,0.0,0,0,0,5.0,2500,6,away,grass,2015
16086,James Hurst,BAL,12,CLE,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,6,away,grass,2015
16111,Ryan Hewitt,CIN,12,LAR,2,2,100.0,29,0,21,14.5,14.5,0,0,0.0,0,0,0,4.9,2500,26,away,grass,2015
16200,CJ Fiedorowicz,HOU,12,NO,2,2,100.0,20,0,14,10.0,10.0,0,0,0.0,0,0,0,4.0,null,32,away,turf,2015
16327,Scott Simonson,CAR,12,DAL,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,1,away,turf,2015
16451,Eric Ebron,DET,12,PHI,3,2,66.7,28,0,19,9.3,14.0,0,0,0.0,0,0,0,4.8,2500,11,away,grass,2015
16487,Justin Perillo,GB,12,CHI,2,2,100.0,9,0,5,4.5,4.5,0,0,0.0,0,0,0,2.9,2500,13,away,grass,2015
16491,Richard Rodgers,GB,12,CHI,7,4,57.1,30,0,13,4.3,7.5,0,0,0.0,0,0,0,7.0,2500,13,away,grass,2015
16576,Nic Jacobs,JAX,12,LAC,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,18,away,grass,2015
16593,Cameron Brate,TB,12,IND,6,5,83.3,53,1,20,8.8,10.6,0,0,0.0,0,0,0,16.3,2500,23,away,turf,2015
16648,Troy Niklas,ARI,12,SF,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2700,9,away,grass,2015
16663,Asante Cleveland,NE,12,DEN,1,1,100.0,1,0,1,1.0,1.0,0,0,0.0,0,0,0,1.1,2500,19,away,grass,2015
16759,Jerome Cunningham,NYG,12,WAS,4,1,25.0,2,0,2,0.5,2.0,0,0,0.0,0,0,0,1.2,2500,16,away,grass,2015
16816,Maxx Williams,BAL,12,CLE,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,6,away,grass,2015
16829,Clive Walford,OAK,12,TEN,2,1,50.0,14,0,14,7.0,14.0,0,0,0.0,0,0,0,2.4,null,24,away,grass,2015
16846,Tyler Kroft,CIN,12,LAR,1,1,100.0,4,0,4,4.0,4.0,0,0,0.0,0,0,0,1.4,2800,26,away,grass,2015
16878,Blake Bell,SF,12,ARI,3,3,100.0,67,0,48,22.3,22.3,0,0,0.0,0,0,0,9.7,2500,20,away,grass,2015
16903,MyCole Pruitt,MIN,12,ATL,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,29,away,turf,2015
16920,Jesse James,PIT,12,SEA,2,1,50.0,8,0,8,4.0,8.0,0,0,0.0,0,0,0,3.8,3300,22,away,turf,2015
16931,Nick Boyle,BAL,12,CLE,3,1,33.3,10,0,10,3.3,10.0,0,0,0.0,0,0,0,2.0,3000,6,away,grass,2015
16973,Kennard Backman,GB,12,CHI,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,13,away,grass,2015
17021,EJ Bibbs,CLE,12,BAL,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,4,away,grass,2015
17121,Brian Parker,KC,12,BUF,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2800,8,away,turf,2015
17154,Khari Lee,CHI,12,GB,1,1,100.0,7,0,7,7.0,7.0,0,0,0.0,0,0,0,1.7,2500,14,away,grass,2015
17754,Will Tye,NYG,12,WAS,8,6,75.0,74,0,28,9.2,12.3,0,0,0.0,0,0,0,13.4,2500,16,away,grass,2015
3,Craig Stevens,TEN,13,JAX,2,2,100.0,11,1,10,5.5,5.5,0,0,0.0,0,0,0,9.1,2500,28,away,grass,2015
722,Jason Witten,DAL,13,WAS,9,5,55.6,46,0,12,5.1,9.2,0,0,0.0,0,0,0,9.6,2500,16,away,grass,2015
852,Jacob Tamme,ATL,13,TB,4,3,75.0,26,0,10,6.5,8.7,0,0,0.0,0,0,0,5.6,2500,21,away,grass,2015
1181,Martellus Bennett,CHI,13,SF,4,3,75.0,14,0,7,3.5,4.7,0,0,0.0,0,1,0,4.4,2500,9,away,grass,2015
1545,Anthony Fasano,TEN,13,JAX,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,28,away,grass,2015
1658,Greg Olsen,CAR,13,NO,12,9,75.0,129,0,32,10.8,14.3,0,0,0.0,0,1,1,23.9,2500,32,away,turf,2015
1810,Owen Daniels,DEN,13,LAC,3,2,66.7,13,0,7,4.3,6.5,0,0,0.0,0,0,0,3.3,2500,18,away,grass,2015
3061,Marcedes Lewis,JAX,13,TEN,1,1,100.0,7,0,7,7.0,7.0,0,0,0.0,0,0,0,1.7,2500,24,away,grass,2015
4577,Gary Barnidge,CLE,13,CIN,8,5,62.5,59,0,24,7.4,11.8,0,0,0.0,0,0,0,10.9,null,17,away,turf,2015
5084,Vernon Davis,DEN,13,LAC,3,2,66.7,25,0,16,8.3,12.5,0,0,0.0,0,0,0,4.5,2500,18,away,grass,2015
5511,Brent Celek,PHI,13,NE,1,1,100.0,16,0,16,16.0,16.0,0,0,0.0,0,0,0,2.6,2500,5,away,turf,2015
6293,Matt Spaeth,PIT,13,IND,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,23,away,turf,2015
7175,Delanie Walker,TEN,13,JAX,12,8,66.7,92,1,29,7.7,11.5,0,0,0.0,0,0,0,23.2,2500,28,away,grass,2015
7884,Antonio Gates,LAC,13,DEN,9,6,66.7,50,0,15,5.6,8.3,0,0,0.0,0,0,0,11.0,2500,19,away,grass,2015
8142,Kellen Davis,NYJ,13,NYG,3,1,33.3,8,0,8,2.7,8.0,0,0,0.0,0,0,0,1.8,null,31,away,turf,2015
8508,David Johnson,LAC,13,DEN,0,0,0.0,0,0,0,0.0,0.0,1,2,2.0,0,0,0,0.2,null,19,away,grass,2015
8534,Jared Cook,LAR,13,ARI,9,3,33.3,22,0,10,2.4,7.3,0,0,0.0,0,1,0,5.2,2500,20,away,grass,2015
8848,John Phillips,LAC,13,DEN,1,1,100.0,8,0,8,8.0,8.0,0,0,0.0,0,0,0,1.8,2500,19,away,grass,2015
9588,Brandon Pettigrew,DET,13,GB,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,5100,14,away,grass,2015
9671,Matthew Mulligan,BUF,13,HOU,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,3600,10,away,turf,2015
10992,Jeff Cumberland,NYJ,13,NYG,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,4200,31,away,turf,2015
11026,Jermaine Gresham,ARI,13,LAR,1,1,100.0,13,0,13,13.0,13.0,0,0,0.0,0,0,0,2.3,2500,26,away,grass,2015
11317,Clay Harbor,JAX,13,TEN,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,6200,24,away,grass,2015
11535,Michael Hoomanawanui,NO,13,CAR,1,1,100.0,19,0,19,19.0,19.0,0,0,0.0,0,0,0,2.9,2700,12,away,grass,2015
11555,Jim Dray,CLE,13,CIN,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,null,17,away,turf,2015
11756,Benjamin Watson,NO,13,CAR,8,4,50.0,38,1,14,4.8,9.5,0,0,0.0,0,0,0,13.8,null,12,away,grass,2015
12153,Ed Dickson,CAR,13,NO,3,3,100.0,27,0,16,9.0,9.0,0,0,0.0,0,0,0,5.7,2500,32,away,turf,2015
12415,Zach Miller,CHI,13,SF,1,1,100.0,6,0,6,6.0,6.0,0,0,0.0,0,0,0,1.6,2500,9,away,grass,2015
12548,Scott Chandler,NE,13,PHI,7,4,57.1,61,1,30,8.7,15.2,0,0,0.0,0,0,0,16.1,2900,11,away,grass,2015
12751,Charles Clay,BUF,13,HOU,7,4,57.1,66,1,40,9.4,16.5,0,0,0.0,0,0,0,16.6,4800,10,away,turf,2015
12777,Lee Smith,OAK,13,KC,1,1,100.0,5,1,5,5.0,5.0,0,0,0.0,0,0,0,7.5,4800,2,away,grass,2015
12861,Jordan Cameron,MIA,13,BAL,3,1,33.3,4,0,4,1.3,4.0,0,0,0.0,0,0,0,1.4,2500,4,away,grass,2015
13016,Virgil Green,DEN,13,LAC,1,1,100.0,22,0,22,22.0,22.0,0,0,0.0,0,0,0,3.2,2500,18,away,grass,2015
13027,Julius Thomas,JAX,13,TEN,5,2,40.0,15,1,9,3.0,7.5,0,0,0.0,0,0,0,9.5,2500,24,away,grass,2015
13275,Kyle Rudolph,MIN,13,SEA,4,3,75.0,13,0,6,3.2,4.3,0,0,0.0,0,0,0,4.3,null,22,away,turf,2015
13370,Luke Stocker,TB,13,ATL,1,1,100.0,4,0,4,4.0,4.0,0,0,0.0,0,0,0,1.4,2500,29,away,turf,2015
13386,Lance Kendricks,LAR,13,ARI,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,20,away,grass,2015
13987,Dwayne Allen,IND,13,PIT,1,1,100.0,6,0,6,6.0,6.0,0,0,0.0,0,0,0,1.6,2500,25,away,grass,2015
13997,Coby Fleener,IND,13,PIT,8,4,50.0,20,0,8,2.5,5.0,0,0,0.0,0,0,0,6.0,2500,25,away,grass,2015
14122,Ladarius Green,LAC,13,DEN,6,2,33.3,21,0,16,3.5,10.5,0,0,0.0,0,0,0,4.1,7700,19,away,grass,2015
14152,James Hanna,DAL,13,WAS,1,1,100.0,11,0,11,11.0,11.0,0,0,0.0,0,0,0,2.1,2500,16,away,grass,2015
14445,Rhett Ellison,MIN,13,SEA,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,null,22,away,turf,2015
14764,Cory Harkey,LAR,13,ARI,1,1,100.0,4,0,4,4.0,4.0,0,0,0.0,0,0,0,1.4,2500,20,away,grass,2015
14856,Zach Ertz,PHI,13,NE,4,2,50.0,9,1,5,2.2,4.5,0,0,0.0,0,1,0,8.9,null,5,away,turf,2015
14866,Chris Gragg,BUF,13,HOU,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,10,away,turf,2015
14876,Dion Sims,MIA,13,BAL,2,1,50.0,4,0,4,2.0,4.0,0,0,0.0,0,0,0,1.4,2500,4,away,grass,2015
14985,Ryan Griffin,HOU,13,BUF,5,3,60.0,29,1,14,5.8,9.7,0,0,0.0,0,0,0,11.9,2500,8,away,turf,2015
15048,Travis Kelce,KC,13,OAK,3,2,66.7,42,0,26,14.0,21.0,0,0,0.0,0,1,1,7.2,null,30,away,grass,2015
15072,Mychal Rivera,OAK,13,KC,3,2,66.7,13,0,7,4.3,6.5,0,0,0.0,0,0,0,3.3,4900,2,away,grass,2015
15082,Gavin Escobar,DAL,13,WAS,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,16,away,grass,2015
15100,Jordan Reed,WAS,13,DAL,8,3,37.5,33,0,16,4.1,11.0,0,0,0.0,0,0,0,6.3,2500,1,away,turf,2015
15129,Michael Williams,NE,13,PHI,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2900,11,away,grass,2015
15239,Vance McDonald,SF,13,CHI,3,2,66.7,18,0,12,6.0,9.0,0,0,0.0,0,0,0,3.8,2500,13,away,grass,2015
15247,Darren Fells,ARI,13,LAR,1,1,100.0,22,0,22,22.0,22.0,0,0,0.0,0,0,0,3.2,4000,26,away,grass,2015
15263,Luke Willson,SEA,13,MIN,3,2,66.7,36,0,22,12.0,18.0,0,0,0.0,0,0,0,5.6,2500,15,away,turf,2015
15305,Demetrius Harris,KC,13,OAK,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,30,away,grass,2015
15378,Levine Toilolo,ATL,13,TB,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,21,away,grass,2015
15602,Jack Doyle,IND,13,PIT,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,3500,25,away,grass,2015
15630,Cooper Helfet,SEA,13,MIN,4,1,25.0,13,0,13,3.2,13.0,0,0,0.0,0,0,0,2.3,2900,15,away,turf,2015
15757,Jake Stoneburner,MIA,13,BAL,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,4,away,grass,2015
15866,Josh Hill,NO,13,CAR,3,2,66.7,11,0,7,3.7,5.5,0,0,0.0,0,0,0,3.1,2500,12,away,grass,2015
15937,Phillip Supernaw,TEN,13,JAX,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,28,away,grass,2015
15965,Trey Burton,PHI,13,NE,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,3200,5,away,turf,2015
16083,Crockett Gillmore,BAL,13,MIA,1,1,100.0,7,0,7,7.0,7.0,0,0,0.0,0,0,0,1.7,3000,7,away,grass,2015
16086,James Hurst,BAL,13,MIA,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,7,away,grass,2015
16111,Ryan Hewitt,CIN,13,CLE,1,1,100.0,7,0,7,7.0,7.0,0,0,0.0,0,0,0,1.7,2500,6,away,grass,2015
16200,CJ Fiedorowicz,HOU,13,BUF,1,1,100.0,8,0,8,8.0,8.0,0,0,0.0,0,0,0,1.8,2500,8,away,turf,2015
16327,Scott Simonson,CAR,13,NO,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,null,32,away,turf,2015
16451,Eric Ebron,DET,13,GB,2,2,100.0,9,1,6,4.5,4.5,0,0,0.0,0,0,0,8.9,null,14,away,grass,2015
16487,Justin Perillo,GB,13,DET,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,27,away,turf,2015
16491,Richard Rodgers,GB,13,DET,8,8,100.0,146,1,61,18.2,18.2,0,0,0.0,0,0,0,31.6,null,27,away,turf,2015
16576,Nic Jacobs,JAX,13,TEN,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,24,away,grass,2015
16593,Cameron Brate,TB,13,ATL,2,2,100.0,12,0,7,6.0,6.0,0,0,0.0,0,0,0,3.2,3100,29,away,turf,2015
16608,Austin Seferian-Jenkins,TB,13,ATL,6,3,50.0,31,0,15,5.2,10.3,0,0,0.0,0,0,0,6.1,2500,29,away,turf,2015
16648,Troy Niklas,ARI,13,LAR,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,26,away,grass,2015
16663,Asante Cleveland,NE,13,PHI,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,5900,11,away,grass,2015
16759,Jerome Cunningham,NYG,13,NYJ,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,null,3,away,turf,2015
16829,Clive Walford,OAK,13,KC,5,5,100.0,53,0,16,10.6,10.6,0,0,0.0,0,0,0,10.3,4700,2,away,grass,2015
16846,Tyler Kroft,CIN,13,CLE,1,1,100.0,17,0,17,17.0,17.0,0,0,0.0,0,0,0,2.7,2500,6,away,grass,2015
16878,Blake Bell,SF,13,CHI,3,1,33.3,5,0,5,1.7,5.0,0,0,0.0,0,0,0,1.5,2500,13,away,grass,2015
16903,MyCole Pruitt,MIN,13,SEA,1,1,100.0,4,0,4,4.0,4.0,0,0,0.0,0,0,0,1.4,4900,22,away,turf,2015
16917,CJ Uzomah,CIN,13,CLE,1,1,100.0,4,0,4,4.0,4.0,0,0,0.0,0,0,0,1.4,2500,6,away,grass,2015
16920,Jesse James,PIT,13,IND,5,3,60.0,30,0,20,6.0,10.0,0,0,0.0,0,0,0,6.0,2500,23,away,turf,2015
16931,Nick Boyle,BAL,13,MIA,4,3,75.0,15,0,7,3.8,5.0,0,0,0.0,0,0,0,4.5,2500,7,away,grass,2015
16973,Kennard Backman,GB,13,DET,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,27,away,turf,2015
17021,EJ Bibbs,CLE,13,CIN,1,1,100.0,7,0,7,7.0,7.0,0,0,0.0,0,0,0,1.7,2500,17,away,turf,2015
17121,Brian Parker,KC,13,OAK,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,null,30,away,grass,2015
17154,Khari Lee,CHI,13,SF,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,9,away,grass,2015
17754,Will Tye,NYG,13,NYJ,4,3,75.0,70,0,45,17.5,23.3,0,0,0.0,0,0,0,10.0,2500,3,away,turf,2015
3,Craig Stevens,TEN,14,NYJ,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,3,away,turf,2015
722,Jason Witten,DAL,14,GB,9,5,55.6,40,0,10,4.4,8.0,0,0,0.0,0,0,0,9.0,2500,14,away,grass,2015
852,Jacob Tamme,ATL,14,CAR,5,4,80.0,26,0,8,5.2,6.5,0,0,0.0,0,0,0,6.6,2500,12,away,grass,2015
1545,Anthony Fasano,TEN,14,NYJ,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2500,3,away,turf,2015
1658,Greg Olsen,CAR,14,ATL,4,3,75.0,52,0,24,13.0,17.3,0,0,0.0,0,1,0,8.2,null,29,away,turf,2015
1810,Owen Daniels,DEN,14,OAK,4,3,75.0,43,0,32,10.8,14.3,0,0,0.0,0,0,0,7.3,2500,30,away,grass,2015
3061,Marcedes Lewis,JAX,14,IND,2,1,50.0,14,0,14,7.0,14.0,0,0,0.0,0,0,0,2.4,2500,23,away,turf,2015
