,,Week,games_avg,tar_avg,rec_avg,yds_avg,td_avg,fum_avg,def_rk_avg,games_ma,tar_ma,rec_ma,yds_ma,td_ma,fum_ma,def_rk_ma,games_car,tar_car,rec_car,yds_car,td_car,fum_car,def_rk_car,year,def_rk,h/a_1,surface_0,salary,points
Tyler Higbee_reframed,2835,5.0,13.5,3.25,1.5,17.0,0.0,0.0,20.5,13.5,3.25,1.5,17.0,0.0,0.0,20.5,13.0,3.0,1.6,14.6,0.2,0.0,20.0,2017,9,1.0,1.0,3900,13.8
Tyler Higbee_reframed,2836,6.0,14.0,4.2,2.0,33.2,0.0,0.0,18.2,14.0,4.2,2.0,33.2,0.0,0.0,18.2,13.5,3.83,2.0,28.5,0.17,0.0,18.17,2017,11,0.0,1.0,3700,1.0
Tyler Higbee_reframed,2837,7.0,14.5,4.0,1.83,27.67,0.0,0.0,17.0,14.5,4.0,1.8333333333333333,27.666666666666668,0.0,0.0,17.0,14.0,3.71,1.86,24.43,0.14,0.0,17.14,2017,17,1.0,1.0,3700,4.3
Tyler Higbee_reframed,2838,8.0,15.0,3.86,2.0,25.57,0.0,0.0,17.0,15.0,3.857142857142857,2.0,25.571428571428573,0.0,0.0,17.0,14.5,3.62,2.0,23.0,0.12,0.0,17.12,2017,31,0.0,0.0,2500,7.8
Tyler Higbee_reframed,2839,10.0,15.5,3.62,1.88,23.38,0.12,0.0,18.75,15.5,3.625,1.875,23.375,0.125,0.0,18.75,15.0,3.44,1.89,21.33,0.22,0.0,18.67,2017,27,1.0,1.0,2500,4.2
Tyler Higbee_reframed,2840,11.0,16.0,3.67,1.89,23.22,0.11,0.0,19.67,16.0,3.6666666666666665,1.8888888888888888,23.22222222222222,0.1111111111111111,0.0,19.666666666666668,15.5,3.5,1.9,21.4,0.2,0.0,19.5,2017,1,1.0,1.0,5700,1.5
Tyler Higbee_reframed,2841,12.0,16.5,3.8,1.8,21.4,0.1,0.0,17.8,16.5,3.8,1.8,21.4,0.1,0.0,17.8,16.0,3.64,1.82,19.91,0.18,0.0,17.82,2017,2,1.0,1.0,2500,7.8
Tyler Higbee_reframed,2842,13.0,17.0,3.73,1.91,23.82,0.09,0.0,16.36,17.0,3.727272727272727,1.9090909090909092,23.818181818181817,0.09090909090909091,0.0,16.363636363636363,16.5,3.58,1.92,22.25,0.17,0.0,16.5,2017,17,1.0,1.0,2500,1.6
Tyler Higbee_reframed,2843,14.0,17.5,3.5,1.83,22.33,0.08,0.0,16.42,17.5,3.5,1.8333333333333333,22.333333333333332,0.08333333333333333,0.0,16.416666666666668,17.0,3.38,1.85,21.0,0.15,0.0,16.54,2017,9,0.0,0.0,0,2.2
Tyler Higbee_reframed,2844,16.0,18.0,3.31,1.77,21.54,0.08,0.0,15.85,18.0,3.3076923076923075,1.7692307692307692,21.53846153846154,0.07692307692307693,0.0,15.846153846153847,17.5,3.21,1.79,20.36,0.14,0.0,16.0,2017,19,0.0,1.0,2500,3.5
Tyler Higbee_reframed,3157,17.0,18.5,3.21,1.79,21.07,0.07,0.0,16.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.13,1.8,20.0,0.13,0.0,16.2,2018,19,1.0,1.0,2500,7.3
Tyler Higbee_reframed,3158,3.0,26.0,2.0,1.0,3.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2.0,1.5,9.0,0.5,0.0,19.0,2018,3,1.0,1.0,2800,5.5
Tyler Higbee_reframed,3159,4.0,26.5,2.0,1.5,19.0,0.5,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,1.67,17.67,0.33,0.0,13.67,2018,18,1.0,1.0,2600,0.0
Tyler Kroft_reframed,903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,20,0.0,1.0,0,0.0
Tyler Kroft_reframed,904,12.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,2015,26,1.0,0.0,2800,1.4
Tyler Kroft_reframed,905,13.0,1.5,1.0,0.5,2.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,2.0,0.0,0.0,23.0,2015,6,0.0,1.0,2500,2.7
Tyler Kroft_reframed,906,14.0,2.0,1.0,0.67,7.0,0.0,0.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.67,7.0,0.0,0.0,17.33,2015,25,1.0,0.0,2500,5.1
Tyler Kroft_reframed,907,15.0,2.5,1.5,1.0,13.0,0.0,0.0,19.25,2.5,1.5,1.0,13.0,0.0,0.0,19.25,2.5,1.5,1.0,13.0,0.0,0.0,19.25,2015,9,0.0,1.0,2500,12.1
Tyler Kroft_reframed,908,16.0,3.0,1.8,1.4,16.6,0.2,0.0,17.2,3.0,1.8,1.4,16.6,0.2,0.0,17.2,3.0,1.8,1.4,16.6,0.2,0.0,17.2,2015,19,0.0,1.0,5100,8.6
Tyler Kroft_reframed,1833,17.0,3.5,2.5,1.83,21.5,0.17,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,1.83,21.5,0.17,0.0,17.5,2016,17,0.0,1.0,2500,6.5
Tyler Kroft_reframed,1834,3.0,7.0,4.0,3.0,35.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.0,3.5,40.5,0.0,0.0,18.0,2016,32,0.0,0.0,2500,5.9
Tyler Kroft_reframed,1835,6.0,7.5,3.5,3.0,32.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.33,3.33,36.67,0.0,0.0,22.67,2016,8,0.0,0.0,7000,3.9
Tyler Kroft_reframed,1836,7.0,8.0,3.0,2.67,27.67,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,3.75,3.0,32.25,0.0,0.0,19.0,2016,31,1.0,0.0,0,1.3
Tyler Kroft_reframed,1837,8.0,8.5,2.5,2.25,21.5,0.0,0.0,22.0,8.5,2.5,2.25,21.5,0.0,0.0,22.0,8.0,3.2,2.6,26.4,0.0,0.0,21.4,2016,29,1.0,0.0,2500,1.6
Tyler Kroft_reframed,1838,9.0,9.0,2.2,2.0,18.4,0.0,0.0,23.4,9.0,2.2,2.0,18.4,0.0,0.0,23.4,8.5,2.83,2.33,23.0,0.0,0.0,22.67,2016,20,0.0,0.0,2500,0.0
Tyler Kroft_reframed,2845,11.0,9.5,2.0,1.67,15.33,0.0,0.0,22.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.57,2.0,19.71,0.0,0.0,22.29,2017,24,1.0,0.0,2500,1.5
Tyler Kroft_reframed,2846,2.0,13.0,1.0,1.0,5.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1.0,0.5,2.5,0.0,0.0,22.0,2017,5,0.0,1.0,2500,5.8
Tyler Kroft_reframed,2847,4.0,13.5,2.5,2.0,16.5,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,1.33,11.0,0.0,0.0,16.33,2017,30,0.0,1.0,2500,24.8
Tyler Kroft_reframed,2848,5.0,14.0,4.0,3.33,33.67,0.67,0.0,19.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,3.25,2.5,25.25,0.5,0.0,19.75,2017,25,1.0,0.0,2800,7.8
Tyler Kroft_reframed,2849,6.0,14.5,4.25,3.5,34.75,0.5,0.0,21.0,14.5,4.25,3.5,34.75,0.5,0.0,21.0,14.0,3.6,2.8,27.8,0.4,0.0,20.8,2017,4,0.0,1.0,2800,12.3
Tyler Kroft_reframed,2850,8.0,15.0,4.2,3.6,32.4,0.6,0.0,17.6,15.0,4.2,3.6,32.4,0.6,0.0,17.6,14.5,3.67,3.0,27.0,0.5,0.0,18.0,2017,18,1.0,0.0,2900,9.6
Tyler Kroft_reframed,2851,9.0,15.5,4.5,3.83,34.67,0.5,0.0,17.67,15.5,4.5,3.8333333333333335,34.666666666666664,0.5,0.0,17.666666666666668,15.0,4.0,3.29,29.71,0.43,0.0,18.0,2017,11,0.0,1.0,0,9.9
Tyler Kroft_reframed,2852,10.0,16.0,4.14,3.57,41.0,0.43,0.0,16.71,16.0,4.142857142857143,3.5714285714285716,41.0,0.42857142857142855,0.0,16.714285714285715,15.5,3.75,3.12,35.88,0.38,0.0,17.12,2017,19,0.0,1.0,2500,1.4
Tyler Kroft_reframed,2853,11.0,16.5,4.38,3.25,36.38,0.38,0.0,17.0,16.5,4.375,3.25,36.375,0.375,0.0,17.0,16.0,4.0,2.89,32.33,0.33,0.0,17.33,2017,29,0.0,1.0,2500,9.2
Tyler Kroft_reframed,2854,12.0,17.0,4.22,3.11,33.67,0.44,0.0,18.33,17.0,4.222222222222222,3.111111111111111,33.666666666666664,0.4444444444444444,0.0,18.333333333333332,16.5,3.9,2.8,30.3,0.4,0.0,18.5,2017,30,1.0,0.0,6200,10.4
Tyler Kroft_reframed,2855,13.0,17.5,4.2,3.1,31.7,0.5,0.0,19.5,17.5,4.2,3.1,31.7,0.5,0.0,19.5,17.0,3.91,2.82,28.82,0.45,0.0,19.55,2017,4,1.0,0.0,2500,5.0
Tyler Kroft_reframed,2856,14.0,18.0,4.0,3.0,31.55,0.45,0.0,18.09,18.0,4.0,3.0,31.545454545454547,0.45454545454545453,0.0,18.09090909090909,17.5,3.75,2.75,28.92,0.42,0.0,18.25,2017,12,1.0,0.0,2500,0.0
Tyler Kroft_reframed,2857,15.0,18.5,3.75,2.75,28.92,0.42,0.0,17.58,18.5,3.75,2.75,28.916666666666668,0.4166666666666667,0.0,17.583333333333332,18.0,3.54,2.54,26.69,0.38,0.0,17.77,2017,1,0.0,0.0,0,2.1
Tyler Kroft_reframed,2858,16.0,19.0,3.77,2.69,26.77,0.38,0.0,16.31,19.0,3.769230769230769,2.6923076923076925,26.76923076923077,0.38461538461538464,0.0,16.307692307692307,18.5,3.57,2.5,24.86,0.36,0.0,16.57,2017,16,1.0,0.0,2500,1.3
Tyler Kroft_reframed,2859,17.0,19.5,3.86,2.57,25.07,0.36,0.0,16.29,19.5,3.857142857142857,2.5714285714285716,25.071428571428573,0.35714285714285715,0.0,16.285714285714285,19.0,3.67,2.4,23.4,0.33,0.0,16.53,2017,24,0.0,1.0,2500,23.3
Tyler Kroft_reframed,3160,18.0,20.0,4.13,2.8,26.93,0.47,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,3.94,2.62,25.25,0.44,0.0,17.0,2018,29,0.0,0.0,3300,1.9
Tyler Kroft_reframed,3161,2.0,28.0,1.0,1.0,9.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,4.5,3.5,31.0,1.0,0.0,26.5,2018,11,1.0,0.0,2500,3.1
Tyler Kroft_reframed,3162,3.0,28.5,1.5,1.5,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.67,3.0,24.33,0.67,0.0,21.33,2018,26,0.0,1.0,2500,2.6
Tyler Kroft_reframed,3163,4.0,29.0,1.33,1.33,12.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,3.0,2.5,22.25,0.5,0.0,22.5,2018,16,0.0,0.0,3600,0.0
Vance McDonald_reframed,909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,15,1.0,1.0,2500,1.5
Vance McDonald_reframed,910,2.0,1.0,1.0,1.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,15.0,2015,25,0.0,1.0,2500,0.0
Vance McDonald_reframed,911,3.0,1.5,1.0,0.5,2.5,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,2.5,0.0,0.0,20.0,2015,14,1.0,1.0,2500,1.7
Vance McDonald_reframed,912,5.0,2.0,1.33,0.67,4.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.33,0.67,4.0,0.0,0.0,18.0,2015,31,0.0,0.0,2500,2.9
Vance McDonald_reframed,913,6.0,2.5,1.75,1.0,5.25,0.0,0.0,21.25,2.5,1.75,1.0,5.25,0.0,0.0,21.25,2.5,1.75,1.0,5.25,0.0,0.0,21.25,2015,4,1.0,1.0,2500,2.0
Vance McDonald_reframed,914,7.0,3.0,1.6,1.0,6.2,0.0,0.0,17.8,3.0,1.6,1.0,6.2,0.0,0.0,17.8,3.0,1.6,1.0,6.2,0.0,0.0,17.8,2015,22,1.0,1.0,2500,1.1
Vance McDonald_reframed,915,8.0,3.5,1.5,1.0,5.33,0.0,0.0,18.5,3.5,1.5,1.0,5.333333333333333,0.0,0.0,18.5,3.5,1.5,1.0,5.33,0.0,0.0,18.5,2015,26,0.0,1.0,2500,2.3
Vance McDonald_reframed,916,9.0,4.0,1.57,1.0,6.43,0.0,0.0,19.57,4.0,1.5714285714285714,1.0,6.428571428571429,0.0,0.0,19.571428571428573,4.0,1.57,1.0,6.43,0.0,0.0,19.57,2015,29,1.0,1.0,2500,3.9
Vance McDonald_reframed,917,10.0,4.5,2.0,1.12,8.0,0.0,0.0,20.75,4.5,2.0,1.125,8.0,0.0,0.0,20.75,4.5,2.0,1.12,8.0,0.0,0.0,20.75,2015,22,0.0,0.0,2500,16.5
Vance McDonald_reframed,918,12.0,5.0,2.22,1.44,14.33,0.11,0.0,20.89,5.0,2.2222222222222223,1.4444444444444444,14.333333333333334,0.1111111111111111,0.0,20.88888888888889,5.0,2.22,1.44,14.33,0.11,0.0,20.89,2015,20,1.0,1.0,2500,19.1
Vance McDonald_reframed,919,13.0,5.5,2.7,1.9,20.0,0.2,0.0,20.8,5.5,2.7,1.9,20.0,0.2,0.0,20.8,5.5,2.7,1.9,20.0,0.2,0.0,20.8,2015,13,0.0,1.0,2500,3.8
Vance McDonald_reframed,920,14.0,6.0,2.73,1.91,19.82,0.18,0.0,20.09,6.0,2.727272727272727,1.9090909090909092,19.818181818181817,0.18181818181818182,0.0,20.09090909090909,6.0,2.73,1.91,19.82,0.18,0.0,20.09,2015,17,1.0,1.0,3100,2.0
Vance McDonald_reframed,921,16.0,6.5,2.83,1.83,19.0,0.17,0.0,19.83,6.5,2.8333333333333335,1.8333333333333333,19.0,0.16666666666666666,0.0,19.833333333333332,6.5,2.83,1.83,19.0,0.17,0.0,19.83,2015,27,0.0,0.0,2500,17.1
Vance McDonald_reframed,922,17.0,7.0,3.15,2.08,22.23,0.23,0.0,20.38,7.0,3.1538461538461537,2.076923076923077,22.23076923076923,0.23076923076923078,0.0,20.384615384615383,7.0,3.15,2.08,22.23,0.23,0.0,20.38,2015,26,1.0,1.0,2500,6.7
Vance McDonald_reframed,1839,18.0,7.5,3.29,2.14,23.29,0.21,0.0,20.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,3.29,2.14,23.29,0.21,0.0,20.79,2016,7,1.0,1.0,6600,9.4
Vance McDonald_reframed,1840,2.0,15.0,3.0,2.0,14.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,4.0,2.5,25.5,0.5,0.0,16.5,2016,28,0.0,1.0,2500,14.5
Vance McDonald_reframed,1841,3.0,15.5,2.5,1.5,44.5,1.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.33,2.0,42.0,0.67,0.0,20.33,2016,4,0.0,0.0,2500,2.4
Vance McDonald_reframed,1842,4.0,16.0,2.33,1.67,31.0,0.67,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,3.0,2.0,32.5,0.5,0.0,16.25,2016,6,0.0,0.0,2500,4.5
Vance McDonald_reframed,1843,7.0,16.5,2.25,1.75,29.5,0.5,0.0,11.25,16.5,2.25,1.75,29.5,0.5,0.0,11.25,16.0,2.8,2.0,31.0,0.4,0.0,14.2,2016,14,1.0,1.0,0,3.4
Vance McDonald_reframed,1844,8.0,17.0,3.0,1.6,28.4,0.4,0.0,11.8,17.0,3.0,1.6,28.4,0.4,0.0,11.8,16.5,3.33,1.83,29.83,0.33,0.0,14.17,2016,13,1.0,1.0,2500,17.4
Vance McDonald_reframed,1845,10.0,17.5,3.5,1.83,37.67,0.5,0.0,12.0,17.5,3.5,1.8333333333333333,37.666666666666664,0.5,0.0,12.0,17.0,3.71,2.0,37.57,0.43,0.0,14.0,2016,1,0.0,1.0,2500,9.0
Vance McDonald_reframed,1846,11.0,18.0,3.86,2.14,39.43,0.43,0.0,10.43,18.0,3.857142857142857,2.142857142857143,39.42857142857143,0.42857142857142855,0.0,10.428571428571429,17.5,4.0,2.25,39.12,0.38,0.0,12.38,2016,8,1.0,1.0,0,13.6
Vance McDonald_reframed,1847,12.0,18.5,4.12,2.25,40.25,0.5,0.0,10.12,18.5,4.125,2.25,40.25,0.5,0.0,10.125,18.0,4.22,2.33,39.89,0.44,0.0,11.89,2016,25,0.0,1.0,5600,10.0
Vance McDonald_reframed,1848,13.0,19.0,4.56,2.44,42.44,0.44,0.0,11.78,19.0,4.555555555555555,2.4444444444444446,42.44444444444444,0.4444444444444444,0.0,11.777777777777779,18.5,4.6,2.5,41.9,0.4,0.0,13.2,2016,9,0.0,1.0,2500,2.9
Vance McDonald_reframed,2860,14.0,19.5,4.5,2.4,39.1,0.4,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.55,2.45,38.91,0.36,0.0,12.82,2017,30,0.0,1.0,5600,0.0
Vance McDonald_reframed,2861,2.0,25.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,2.5,1.0,4.5,0.0,0.0,19.5,2017,24,0.0,1.0,6600,0.0
Vance McDonald_reframed,2862,5.0,25.5,1.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.67,3.0,0.0,0.0,21.0,2017,11,1.0,1.0,2900,0.0
Vance McDonald_reframed,2863,6.0,26.0,1.33,0.0,0.0,0.0,0.0,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2.0,0.5,2.25,0.0,0.0,18.5,2017,7,0.0,1.0,2500,3.6
Vance McDonald_reframed,2864,7.0,26.5,1.5,0.25,6.5,0.0,0.0,18.0,26.5,1.5,0.25,6.5,0.0,0.0,18.0,26.0,2.0,0.6,7.0,0.0,0.0,16.2,2017,23,1.0,1.0,3100,5.7
Vance McDonald_reframed,2865,8.0,27.0,1.8,0.6,12.6,0.0,0.0,19.0,27.0,1.8,0.6,12.6,0.0,0.0,19.0,26.5,2.17,0.83,12.0,0.0,0.0,17.33,2017,18,0.0,0.0,2500,9.6
Vance McDonald_reframed,2866,11.0,27.5,1.83,0.83,13.17,0.17,0.0,18.83,27.5,1.8333333333333333,0.8333333333333334,13.166666666666666,0.16666666666666666,0.0,18.833333333333332,27.0,2.14,1.0,12.57,0.14,0.0,17.43,2017,24,1.0,1.0,2900,9.2
Vance McDonald_reframed,2867,15.0,28.0,2.43,1.29,18.71,0.14,0.0,19.57,28.0,2.4285714285714284,1.2857142857142858,18.714285714285715,0.14285714285714285,0.0,19.571428571428573,27.5,2.62,1.38,17.5,0.12,0.0,18.25,2017,27,0.0,0.0,2500,9.2
Vance McDonald_reframed,2868,17.0,28.5,2.75,1.62,22.88,0.12,0.0,20.5,28.5,2.75,1.625,22.875,0.125,0.0,20.5,28.0,2.89,1.67,21.33,0.11,0.0,19.22,2017,30,1.0,1.0,3000,1.5
Vance McDonald_reframed,3164,18.0,29.0,2.67,1.56,20.89,0.11,0.0,21.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,2.8,1.6,19.7,0.1,0.0,20.3,2018,30,1.0,1.0,3100,5.6
Vance McDonald_reframed,3165,3.0,34.0,5.0,3.0,26.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,3.5,2.0,15.5,0.0,0.0,30.0,2018,32,0.0,1.0,0,24.2
Vance McDonald_reframed,3166,4.0,34.5,5.0,3.5,69.0,0.5,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,2.67,47.67,0.33,0.0,30.67,2018,11,1.0,1.0,3800,10.2
Vernon Davis_reframed,923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,15,1.0,1.0,3100,7.7
Vernon Davis_reframed,924,2.0,1.0,6.0,3.0,47.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,47.0,0.0,0.0,15.0,2015,25,0.0,1.0,3000,11.2
Vernon Davis_reframed,925,3.0,1.5,6.5,4.0,54.5,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.5,4.0,54.5,0.0,0.0,20.0,2015,20,0.0,1.0,2500,0.0
Vernon Davis_reframed,926,4.0,2.0,5.0,2.67,36.33,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.67,36.33,0.0,0.0,20.0,2015,4,1.0,1.0,6100,0.0
Vernon Davis_reframed,927,7.0,2.5,4.0,2.0,27.25,0.0,0.0,16.0,2.5,4.0,2.0,27.25,0.0,0.0,16.0,2.5,4.0,2.0,27.25,0.0,0.0,16.0,2015,22,1.0,1.0,5500,10.1
Vernon Davis_reframed,928,8.0,3.0,4.4,2.4,34.0,0.0,0.0,17.2,3.0,4.4,2.4,34.0,0.0,0.0,17.2,3.0,4.4,2.4,34.0,0.0,0.0,17.2,2015,26,0.0,1.0,2500,8.4
Vernon Davis_reframed,929,9.0,3.5,5.0,3.0,32.33,0.0,0.0,18.67,3.5,5.0,3.0,32.333333333333336,0.0,0.0,18.666666666666668,3.5,5.0,3.0,32.33,0.0,0.0,18.67,2015,23,0.0,0.0,2500,0.0
Vernon Davis_reframed,930,10.0,4.0,4.43,2.57,27.71,0.0,0.0,19.29,4.0,4.428571428571429,2.5714285714285716,27.714285714285715,0.0,0.0,19.285714285714285,4.0,4.43,2.57,27.71,0.0,0.0,19.29,2015,2,1.0,1.0,2500,3.9
Vernon Davis_reframed,931,11.0,4.5,4.38,2.5,26.62,0.0,0.0,17.12,4.5,4.375,2.5,26.625,0.0,0.0,17.125,4.5,4.38,2.5,26.62,0.0,0.0,17.12,2015,13,0.0,1.0,2500,12.8
Vernon Davis_reframed,932,12.0,5.0,4.56,2.89,31.22,0.0,0.0,16.67,5.0,4.555555555555555,2.888888888888889,31.22222222222222,0.0,0.0,16.666666666666668,5.0,4.56,2.89,31.22,0.0,0.0,16.67,2015,5,1.0,1.0,2500,3.0
Vernon Davis_reframed,933,13.0,5.5,4.3,2.8,29.1,0.0,0.0,15.5,5.5,4.3,2.8,29.1,0.0,0.0,15.5,5.5,4.3,2.8,29.1,0.0,0.0,15.5,2015,18,0.0,1.0,2500,4.5
Vernon Davis_reframed,934,14.0,6.0,4.18,2.73,28.73,0.0,0.0,15.73,6.0,4.181818181818182,2.727272727272727,28.727272727272727,0.0,0.0,15.727272727272727,6.0,4.18,2.73,28.73,0.0,0.0,15.73,2015,30,1.0,1.0,0,14.4
Vernon Davis_reframed,935,15.0,6.5,4.58,3.08,32.5,0.0,0.0,16.92,6.5,4.583333333333333,3.0833333333333335,32.5,0.0,0.0,16.916666666666668,6.5,4.58,3.08,32.5,0.0,0.0,16.92,2015,25,0.0,1.0,2500,1.5
Vernon Davis_reframed,1849,16.0,7.0,4.46,2.92,30.38,0.0,0.0,17.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.46,2.92,30.38,0.0,0.0,17.54,2016,17,1.0,1.0,2600,3.0
Vernon Davis_reframed,1850,2.0,14.0,1.0,1.0,20.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,2.0,1.0,12.5,0.0,0.0,21.0,2016,32,1.0,1.0,4500,10.1
Vernon Davis_reframed,1851,3.0,14.5,3.0,3.0,35.5,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,2.33,25.33,0.0,0.0,24.67,2016,31,1.0,1.0,2500,1.8
Vernon Davis_reframed,1852,5.0,15.0,2.33,2.33,26.33,0.0,0.0,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,2.5,2.0,21.0,0.0,0.0,26.25,2016,10,0.0,1.0,0,4.5
Vernon Davis_reframed,1853,6.0,15.5,2.75,2.5,23.5,0.0,0.0,22.5,15.5,2.75,2.5,23.5,0.0,0.0,22.5,15.0,2.8,2.2,19.8,0.0,0.0,23.0,2016,2,1.0,1.0,2500,13.0
Vernon Davis_reframed,1854,7.0,16.0,3.0,2.4,28.8,0.2,0.0,18.4,16.0,3.0,2.4,28.8,0.2,0.0,18.4,15.5,3.0,2.17,24.83,0.17,0.0,19.5,2016,27,0.0,0.0,2900,13.9
Vernon Davis_reframed,1855,8.0,16.5,3.5,3.0,37.17,0.17,0.0,19.83,16.5,3.5,3.0,37.166666666666664,0.16666666666666666,0.0,19.833333333333332,16.0,3.43,2.71,32.57,0.14,0.0,20.57,2016,30,0.0,0.0,2500,14.3
Vernon Davis_reframed,1856,9.0,17.0,3.71,3.29,45.14,0.14,0.0,21.29,17.0,3.7142857142857144,3.2857142857142856,45.142857142857146,0.14285714285714285,0.0,21.285714285714285,16.5,3.62,3.0,40.12,0.12,0.0,21.75,2016,11,1.0,1.0,2500,15.6
Vernon Davis_reframed,1857,11.0,17.5,3.62,3.25,47.75,0.25,0.0,20.0,17.5,3.625,3.25,47.75,0.25,0.0,20.0,17.0,3.56,3.0,43.0,0.22,0.0,20.56,2016,21,1.0,1.0,0,0.0
Vernon Davis_reframed,1858,12.0,18.0,3.33,2.89,42.44,0.22,0.0,20.11,18.0,3.3333333333333335,2.888888888888889,42.44444444444444,0.2222222222222222,0.0,20.11111111111111,17.5,3.3,2.7,38.7,0.2,0.0,20.6,2016,32,0.0,0.0,2500,11.8
Vernon Davis_reframed,1859,13.0,18.5,3.7,3.1,45.0,0.2,0.0,21.3,18.5,3.7,3.1,45.0,0.2,0.0,21.3,18.0,3.64,2.91,41.36,0.18,0.0,21.64,2016,1,0.0,1.0,2500,9.7
Vernon Davis_reframed,1860,14.0,19.0,3.91,3.27,45.18,0.18,0.0,19.45,19.0,3.909090909090909,3.272727272727273,45.18181818181818,0.18181818181818182,0.0,19.454545454545453,18.5,3.83,3.08,41.83,0.17,0.0,19.92,2016,2,0.0,1.0,2500,1.1
Vernon Davis_reframed,1861,15.0,19.5,3.75,3.08,41.5,0.17,0.0,18.0,19.5,3.75,3.0833333333333335,41.5,0.16666666666666666,0.0,18.0,19.0,3.69,2.92,38.69,0.15,0.0,18.54,2016,28,1.0,1.0,2500,6.3
Vernon Davis_reframed,1862,16.0,20.0,4.15,3.15,40.08,0.15,0.0,18.77,20.0,4.153846153846154,3.1538461538461537,40.07692307692308,0.15384615384615385,0.0,18.76923076923077,19.5,4.07,3.0,37.57,0.14,0.0,19.21,2016,9,0.0,1.0,3900,2.3
