,,Week,games_avg,tar_avg,rec_avg,yds_avg,td_avg,fum_avg,def_rk_avg,games_ma,tar_ma,rec_ma,yds_ma,td_ma,fum_ma,def_rk_ma,games_car,tar_car,rec_car,yds_car,td_car,fum_car,def_rk_car,year,def_rk,h/a_1,surface_0,salary,points
Chris Herndon IV_reframed,2958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,15,1.0,0.0,5100,5.0
Chris Herndon IV_reframed,2959,3.0,1.0,4.0,2.0,30.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,30.0,0.0,0.0,15.0,2018,4,0.0,1.0,0,1.9
Chris Herndon IV_reframed,2960,4.0,1.5,3.0,2.0,14.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,2.0,14.5,0.0,0.0,9.5,2018,3,0.0,1.0,2600,2.8
Chris Manhertz_reframed,1139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,26,1.0,1.0,2600,2.0
Chris Manhertz_reframed,2087,17.0,1.0,1.0,1.0,10.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,0.0,0.0,26.0,2017,12,0.0,1.0,3300,2.1
Chris Manhertz_reframed,2088,8.0,2.0,2.0,1.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.0,10.5,0.0,0.0,19.0,2017,2,0.0,0.0,2500,0.0
Chris Manhertz_reframed,2089,14.0,2.5,1.5,0.5,5.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.33,0.67,7.0,0.0,0.0,13.33,2017,1,1.0,1.0,2600,1.6
Clay Harbor_reframed,139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,12,1.0,1.0,2500,0.0
Clay Harbor_reframed,140,2.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2015,5,0.0,0.0,3200,13.3
Clay Harbor_reframed,141,4.0,1.5,3.0,1.5,21.5,0.5,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,1.5,21.5,0.5,0.0,8.5,2015,23,0.0,0.0,2500,7.1
Clay Harbor_reframed,142,5.0,2.0,4.0,2.33,24.67,0.33,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.33,24.67,0.33,0.0,13.33,2015,24,1.0,1.0,3300,3.7
Clay Harbor_reframed,143,12.0,2.5,3.5,2.25,22.75,0.25,0.0,16.0,2.5,3.5,2.25,22.75,0.25,0.0,16.0,2.5,3.5,2.25,22.75,0.25,0.0,16.0,2015,18,1.0,1.0,2500,2.2
Clay Harbor_reframed,144,13.0,3.0,3.2,2.0,20.6,0.2,0.0,16.4,3.0,3.2,2.0,20.6,0.2,0.0,16.4,3.0,3.2,2.0,20.6,0.2,0.0,16.4,2015,23,1.0,1.0,2500,4.1
Clay Harbor_reframed,145,15.0,3.5,3.0,2.0,20.67,0.17,0.0,17.5,3.5,3.0,2.0,20.666666666666668,0.16666666666666666,0.0,17.5,3.5,3.0,2.0,20.67,0.17,0.0,17.5,2015,32,0.0,0.0,2800,3.7
Clay Harbor_reframed,146,17.0,4.0,2.71,1.86,18.71,0.14,0.0,19.57,4.0,2.7142857142857144,1.8571428571428572,18.714285714285715,0.14285714285714285,0.0,19.571428571428573,4.0,2.71,1.86,18.71,0.14,0.0,19.57,2015,10,0.0,0.0,2500,2.8
Clay Harbor_reframed,1140,18.0,4.5,2.5,1.75,18.62,0.12,0.0,18.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.5,1.75,18.62,0.12,0.0,18.38,2016,7,1.0,0.0,2500,1.3
Clay Harbor_reframed,1141,7.0,9.0,1.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,1.0,1.0,10.5,0.0,0.0,8.5,2016,29,1.0,0.0,2500,3.6
Clive Walford_reframed,147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,17,1.0,1.0,2700,1.1
Clive Walford_reframed,148,2.0,1.0,2.0,1.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,17.0,2015,4,1.0,1.0,0,1.4
Clive Walford_reframed,149,3.0,1.5,2.0,1.0,2.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.0,2.5,0.0,0.0,10.5,2015,13,0.0,1.0,2500,0.0
Clive Walford_reframed,150,5.0,2.0,1.67,0.67,1.67,0.0,0.0,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.67,0.67,1.67,0.0,0.0,11.33,2015,19,1.0,1.0,2500,4.3
Clive Walford_reframed,151,6.0,2.5,1.5,0.75,9.5,0.0,0.0,13.25,2.5,1.5,0.75,9.5,0.0,0.0,13.25,2.5,1.5,0.75,9.5,0.0,0.0,13.25,2015,18,0.0,1.0,2500,12.2
Clive Walford_reframed,152,8.0,3.0,1.6,1.0,16.0,0.2,0.0,14.2,3.0,1.6,1.0,16.0,0.2,0.0,14.2,3.0,1.6,1.0,16.0,0.2,0.0,14.2,2015,3,1.0,1.0,4900,3.3
Clive Walford_reframed,153,9.0,3.5,1.83,1.17,15.5,0.17,0.0,12.33,3.5,1.8333333333333333,1.1666666666666667,15.5,0.16666666666666666,0.0,12.333333333333334,3.5,1.83,1.17,15.5,0.17,0.0,12.33,2015,25,0.0,1.0,3300,7.1
Clive Walford_reframed,154,10.0,4.0,2.29,1.14,13.43,0.29,0.0,14.14,4.0,2.2857142857142856,1.1428571428571428,13.428571428571429,0.2857142857142857,0.0,14.142857142857142,4.0,2.29,1.14,13.43,0.29,0.0,14.14,2015,15,1.0,1.0,4800,9.8
Clive Walford_reframed,155,11.0,4.5,2.38,1.25,14.0,0.38,0.0,14.25,4.5,2.375,1.25,14.0,0.375,0.0,14.25,4.5,2.38,1.25,14.0,0.38,0.0,14.25,2015,27,0.0,0.0,2500,4.5
Clive Walford_reframed,156,12.0,5.0,2.44,1.33,15.22,0.33,0.0,15.67,5.0,2.4444444444444446,1.3333333333333333,15.222222222222221,0.3333333333333333,0.0,15.666666666666666,5.0,2.44,1.33,15.22,0.33,0.0,15.67,2015,24,0.0,1.0,0,2.4
Clive Walford_reframed,157,13.0,5.5,2.4,1.3,15.1,0.3,0.0,16.5,5.5,2.4,1.3,15.1,0.3,0.0,16.5,5.5,2.4,1.3,15.1,0.3,0.0,16.5,2015,2,1.0,1.0,4700,10.3
Clive Walford_reframed,158,14.0,6.0,2.64,1.64,18.55,0.27,0.0,15.18,6.0,2.6363636363636362,1.6363636363636365,18.545454545454547,0.2727272727272727,0.0,15.181818181818182,6.0,2.64,1.64,18.55,0.27,0.0,15.18,2015,19,0.0,1.0,2500,7.7
Clive Walford_reframed,159,15.0,6.5,3.0,1.75,20.92,0.25,0.0,15.5,6.5,3.0,1.75,20.916666666666668,0.25,0.0,15.5,6.5,3.0,1.75,20.92,0.25,0.0,15.5,2015,14,1.0,1.0,3000,3.0
Clive Walford_reframed,160,16.0,7.0,3.31,1.77,20.08,0.23,0.0,15.38,7.0,3.3076923076923075,1.7692307692307692,20.076923076923077,0.23076923076923078,0.0,15.384615384615385,7.0,3.31,1.77,20.08,0.23,0.0,15.38,2015,18,1.0,1.0,2500,3.2
Clive Walford_reframed,161,17.0,7.5,3.29,1.71,20.21,0.21,0.0,15.57,7.5,3.2857142857142856,1.7142857142857142,20.214285714285715,0.21428571428571427,0.0,15.571428571428571,7.5,3.29,1.71,20.21,0.21,0.0,15.57,2015,2,0.0,1.0,4700,8.6
Clive Walford_reframed,1142,18.0,8.0,3.33,1.87,21.93,0.2,0.0,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.33,1.87,21.93,0.2,0.0,14.67,2016,13,0.0,0.0,3000,5.5
Clive Walford_reframed,1143,2.0,16.0,5.0,3.0,25.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,4.5,3.5,35.5,0.0,0.0,7.5,2016,26,1.0,1.0,2500,17.0
Clive Walford_reframed,1144,3.0,16.5,6.0,4.5,37.5,0.5,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.33,4.33,40.33,0.33,0.0,13.67,2016,15,0.0,1.0,2500,4.7
Clive Walford_reframed,1145,4.0,17.0,5.0,3.67,34.0,0.33,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,4.75,3.75,37.0,0.25,0.0,14.0,2016,10,0.0,1.0,2600,4.3
Clive Walford_reframed,1146,5.0,17.5,4.75,3.25,31.25,0.25,0.0,16.0,17.5,4.75,3.25,31.25,0.25,0.0,16.0,17.0,4.6,3.4,34.2,0.2,0.0,13.2,2016,5,1.0,1.0,2500,4.5
Clive Walford_reframed,1147,7.0,18.0,4.2,3.0,30.0,0.2,0.0,13.8,18.0,4.2,3.0,30.0,0.2,0.0,13.8,17.5,4.17,3.17,32.67,0.17,0.0,11.83,2016,16,0.0,1.0,2500,1.5
Clive Walford_reframed,1148,8.0,18.5,3.83,2.67,25.83,0.17,0.0,14.17,18.5,3.8333333333333335,2.6666666666666665,25.833333333333332,0.16666666666666666,0.0,14.166666666666666,18.0,3.86,2.86,28.71,0.14,0.0,12.43,2016,14,0.0,1.0,2500,6.1
Clive Walford_reframed,1149,9.0,19.0,3.86,2.71,26.57,0.14,0.0,14.14,19.0,3.857142857142857,2.7142857142857144,26.571428571428573,0.14285714285714285,0.0,14.142857142857142,18.5,3.88,2.88,29.0,0.12,0.0,12.62,2016,19,1.0,1.0,3600,3.3
Clive Walford_reframed,1150,10.0,19.5,3.75,2.62,24.88,0.12,0.0,14.75,19.5,3.75,2.625,24.875,0.125,0.0,14.75,19.0,3.78,2.78,27.22,0.11,0.0,13.33,2016,3,1.0,1.0,2500,4.8
Clive Walford_reframed,1151,12.0,20.0,3.78,2.56,25.22,0.11,0.0,13.44,20.0,3.7777777777777777,2.5555555555555554,25.22222222222222,0.1111111111111111,0.0,13.444444444444445,19.5,3.8,2.7,27.3,0.1,0.0,12.3,2016,28,1.0,1.0,3500,13.3
Clive Walford_reframed,1152,13.0,20.5,3.8,2.6,27.0,0.2,0.0,14.9,20.5,3.8,2.6,27.0,0.2,0.0,14.9,20.0,3.82,2.73,28.73,0.18,0.0,13.73,2016,6,1.0,1.0,2500,2.8
Clive Walford_reframed,1153,14.0,21.0,3.73,2.45,26.18,0.18,0.0,14.09,21.0,3.727272727272727,2.4545454545454546,26.181818181818183,0.18181818181818182,0.0,14.090909090909092,20.5,3.75,2.58,27.83,0.17,0.0,13.08,2016,5,0.0,1.0,2600,4.1
Clive Walford_reframed,1154,15.0,21.5,3.67,2.42,25.75,0.17,0.0,13.33,21.5,3.6666666666666665,2.4166666666666665,25.75,0.16666666666666666,0.0,13.333333333333334,21.0,3.69,2.54,27.31,0.15,0.0,12.46,2016,12,0.0,1.0,4100,2.3
Clive Walford_reframed,1155,16.0,22.0,3.62,2.31,24.77,0.15,0.0,13.23,22.0,3.6153846153846154,2.3076923076923075,24.76923076923077,0.15384615384615385,0.0,13.23076923076923,21.5,3.64,2.43,26.29,0.14,0.0,12.43,2016,23,1.0,1.0,0,10.0
Clive Walford_reframed,1156,17.0,22.5,3.5,2.29,24.43,0.21,0.0,13.93,22.5,3.5,2.2857142857142856,24.428571428571427,0.21428571428571427,0.0,13.928571428571429,22.0,3.53,2.4,25.87,0.2,0.0,13.13,2016,19,0.0,1.0,2500,2.7
Clive Walford_reframed,2090,18.0,23.0,3.47,2.2,23.93,0.2,0.0,14.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,3.5,2.31,25.31,0.19,0.0,13.5,2017,22,1.0,1.0,2500,1.7
Clive Walford_reframed,2091,3.0,31.0,1.0,1.0,7.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,2.0,1.0,12.0,0.0,0.0,20.5,2017,28,0.0,1.0,2500,0.9
Clive Walford_reframed,2092,4.0,31.5,1.0,1.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.67,1.0,7.67,0.0,0.0,23.0,2017,7,1.0,1.0,0,0.0
Clive Walford_reframed,2093,8.0,32.0,1.0,0.67,2.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,1.5,0.75,5.75,0.0,0.0,19.0,2017,10,1.0,1.0,2500,1.4
Clive Walford_reframed,2094,12.0,32.5,1.25,0.75,2.5,0.0,0.0,16.75,32.5,1.25,0.75,2.5,0.0,0.0,16.75,32.0,1.6,0.8,5.4,0.0,0.0,17.2,2017,31,1.0,1.0,2600,9.7
Clive Walford_reframed,2095,14.0,33.0,1.8,1.4,13.4,0.0,0.0,19.6,33.0,1.8,1.4,13.4,0.0,0.0,19.6,32.5,2.0,1.33,14.0,0.0,0.0,19.5,2017,7,0.0,1.0,2500,3.3
Coby Fleener_reframed,162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,0.0,0.0,3400,3.5
Coby Fleener_reframed,163,2.0,1.0,1.0,1.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,8.0,2015,24,0.0,1.0,2500,9.1
Coby Fleener_reframed,164,4.0,1.5,3.5,2.5,28.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.5,2.5,28.0,0.0,0.0,16.0,2015,28,1.0,0.0,2600,23.3
Coby Fleener_reframed,165,5.0,2.0,6.33,4.67,46.33,0.33,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.33,4.67,46.33,0.33,0.0,20.0,2015,10,0.0,0.0,3900,2.9
Coby Fleener_reframed,166,6.0,2.5,5.5,4.0,37.0,0.25,0.0,17.5,2.5,5.5,4.0,37.0,0.25,0.0,17.5,2.5,5.5,4.0,37.0,0.25,0.0,17.5,2015,5,1.0,0.0,4500,5.0
Coby Fleener_reframed,167,7.0,3.0,5.6,3.8,33.6,0.2,0.0,15.0,3.0,5.6,3.8,33.6,0.2,0.0,15.0,3.0,5.6,3.8,33.6,0.2,0.0,15.0,2015,32,1.0,0.0,2500,7.7
Coby Fleener_reframed,168,8.0,3.5,5.5,3.67,35.83,0.17,0.0,17.83,3.5,5.5,3.6666666666666665,35.833333333333336,0.16666666666666666,0.0,17.833333333333332,3.5,5.5,3.67,35.83,0.17,0.0,17.83,2015,12,0.0,1.0,2500,17.3
Coby Fleener_reframed,169,9.0,4.0,6.29,4.14,36.86,0.29,0.0,17.0,4.0,6.285714285714286,4.142857142857143,36.857142857142854,0.2857142857142857,0.0,17.0,4.0,6.29,4.14,36.86,0.29,0.0,17.0,2015,19,1.0,0.0,2500,6.2
Coby Fleener_reframed,170,10.0,4.5,6.25,4.12,35.0,0.25,0.0,17.25,4.5,6.25,4.125,35.0,0.25,0.0,17.25,4.5,6.25,4.12,35.0,0.25,0.0,17.25,2015,29,0.0,0.0,2500,7.5
Coby Fleener_reframed,171,12.0,5.0,6.11,4.0,36.11,0.22,0.0,18.56,5.0,6.111111111111111,4.0,36.111111111111114,0.2222222222222222,0.0,18.555555555555557,5.0,6.11,4.0,36.11,0.22,0.0,18.56,2015,21,1.0,0.0,2500,5.7
Coby Fleener_reframed,172,13.0,5.5,5.8,3.9,35.2,0.2,0.0,18.8,5.5,5.8,3.9,35.2,0.2,0.0,18.8,5.5,5.8,3.9,35.2,0.2,0.0,18.8,2015,25,0.0,1.0,2500,6.0
Coby Fleener_reframed,173,14.0,6.0,6.0,3.91,33.82,0.18,0.0,19.36,6.0,6.0,3.909090909090909,33.81818181818182,0.18181818181818182,0.0,19.363636363636363,6.0,6.0,3.91,33.82,0.18,0.0,19.36,2015,28,0.0,1.0,4000,1.6
Coby Fleener_reframed,174,15.0,6.5,5.83,3.67,31.5,0.17,0.0,20.08,6.5,5.833333333333333,3.6666666666666665,31.5,0.16666666666666666,0.0,20.083333333333332,6.5,5.83,3.67,31.5,0.17,0.0,20.08,2015,10,1.0,0.0,3000,2.2
Coby Fleener_reframed,175,16.0,7.0,5.62,3.46,30.0,0.15,0.0,19.31,7.0,5.615384615384615,3.4615384615384617,30.0,0.15384615384615385,0.0,19.307692307692307,7.0,5.62,3.46,30.0,0.15,0.0,19.31,2015,7,0.0,1.0,7700,3.3
Coby Fleener_reframed,176,17.0,7.5,5.5,3.36,28.79,0.14,0.0,18.43,7.5,5.5,3.357142857142857,28.785714285714285,0.14285714285714285,0.0,18.428571428571427,7.5,5.5,3.36,28.79,0.14,0.0,18.43,2015,24,1.0,0.0,0,21.8
Coby Fleener_reframed,1157,18.0,8.0,5.6,3.6,32.73,0.2,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.6,3.6,32.73,0.2,0.0,18.8,2016,24,1.0,0.0,3200,1.6
Coby Fleener_reframed,1158,2.0,16.0,4.0,1.0,6.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,5.5,4.0,47.0,0.5,0.0,24.0,2016,20,0.0,0.0,2600,4.9
Coby Fleener_reframed,1159,3.0,16.5,6.0,1.5,17.5,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.33,3.33,41.0,0.33,0.0,22.67,2016,26,1.0,0.0,2700,26.9
Coby Fleener_reframed,1160,4.0,17.0,7.67,3.33,48.0,0.33,0.0,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,7.5,4.25,58.0,0.5,0.0,23.5,2016,12,0.0,1.0,3600,4.9
Coby Fleener_reframed,1161,5.0,17.5,7.0,3.25,40.75,0.25,0.0,20.5,17.5,7.0,3.25,40.75,0.25,0.0,20.5,17.0,7.0,4.0,50.2,0.4,0.0,21.2,2016,28,1.0,0.0,2500,25.6
Coby Fleener_reframed,1162,7.0,18.0,7.0,3.8,47.4,0.4,0.0,22.0,18.0,7.0,3.8,47.4,0.4,0.0,22.0,17.5,7.0,4.33,54.17,0.5,0.0,22.33,2016,5,0.0,1.0,2500,6.4
Coby Fleener_reframed,1163,8.0,18.5,6.17,3.5,46.83,0.33,0.0,19.17,18.5,6.166666666666667,3.5,46.833333333333336,0.3333333333333333,0.0,19.166666666666668,18.0,6.29,4.0,52.71,0.43,0.0,19.86,2016,4,1.0,0.0,2500,7.6
Coby Fleener_reframed,1164,9.0,19.0,5.86,3.57,45.29,0.29,0.0,17.0,19.0,5.857142857142857,3.5714285714285716,45.285714285714285,0.2857142857142857,0.0,17.0,18.5,6.0,4.0,50.62,0.38,0.0,17.88,2016,18,0.0,1.0,4700,7.2
Coby Fleener_reframed,1165,10.0,19.5,5.88,3.5,44.88,0.25,0.0,17.12,19.5,5.875,3.5,44.875,0.25,0.0,17.125,19.0,6.0,3.89,49.67,0.33,0.0,17.89,2016,19,1.0,0.0,2500,4.6
Coby Fleener_reframed,1166,11.0,20.0,5.44,3.33,42.78,0.22,0.0,17.33,20.0,5.444444444444445,3.3333333333333335,42.77777777777778,0.2222222222222222,0.0,17.333333333333332,19.5,5.6,3.7,47.3,0.3,0.0,18.0,2016,28,0.0,1.0,2500,10.7
Coby Fleener_reframed,1167,12.0,20.5,5.4,3.3,40.2,0.3,0.0,18.4,20.5,5.4,3.3,40.2,0.3,0.0,18.4,20.0,5.55,3.64,44.55,0.36,0.0,18.91,2016,7,1.0,0.0,3600,9.9
Coby Fleener_reframed,1168,13.0,21.0,5.27,3.36,41.91,0.27,0.0,17.36,21.0,5.2727272727272725,3.3636363636363638,41.90909090909091,0.2727272727272727,0.0,17.363636363636363,20.5,5.42,3.67,45.75,0.33,0.0,17.92,2016,27,1.0,0.0,6500,13.6
Coby Fleener_reframed,1169,14.0,21.5,5.42,3.5,45.58,0.25,0.0,18.17,21.5,5.416666666666667,3.5,45.583333333333336,0.25,0.0,18.166666666666668,21.0,5.54,3.77,48.85,0.31,0.0,18.62,2016,14,0.0,1.0,2500,1.6
Coby Fleener_reframed,1170,15.0,22.0,5.23,3.31,42.54,0.23,0.0,17.85,22.0,5.230769230769231,3.3076923076923075,42.53846153846154,0.23076923076923078,0.0,17.846153846153847,21.5,5.36,3.57,45.79,0.29,0.0,18.29,2016,1,0.0,1.0,2500,3.0
Coby Fleener_reframed,1171,16.0,22.5,5.07,3.21,40.21,0.21,0.0,16.64,22.5,5.071428571428571,3.2142857142857144,40.214285714285715,0.21428571428571427,0.0,16.642857142857142,22.0,5.2,3.47,43.4,0.27,0.0,17.13,2016,14,1.0,0.0,2500,5.0
Coby Fleener_reframed,1172,17.0,23.0,4.93,3.13,39.53,0.2,0.0,16.47,23.0,4.933333333333334,3.1333333333333333,39.53333333333333,0.2,0.0,16.466666666666665,22.5,5.06,3.38,42.56,0.25,0.0,16.94,2016,26,0.0,0.0,2500,6.8
Coby Fleener_reframed,2096,18.0,23.5,5.12,3.12,39.44,0.19,0.0,17.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.24,3.35,42.29,0.24,0.0,17.47,2017,1,0.0,0.0,2700,16.4
Coby Fleener_reframed,2097,2.0,32.0,6.0,5.0,54.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,7.0,4.0,46.0,0.5,0.0,13.5,2017,10,1.0,0.0,2500,12.3
Coby Fleener_reframed,2098,3.0,32.5,5.0,4.0,43.5,1.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,3.67,41.67,0.67,0.0,12.33,2017,6,0.0,1.0,3400,3.1
Coby Fleener_reframed,2099,4.0,33.0,3.67,3.0,36.0,0.67,0.0,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,4.75,3.0,36.5,0.5,0.0,10.75,2017,32,0.0,1.0,5000,4.1
Coby Fleener_reframed,2100,5.0,33.5,3.75,2.75,32.25,0.5,0.0,12.25,33.5,3.75,2.75,32.25,0.5,0.0,12.25,33.0,4.6,2.8,33.4,0.4,0.0,15.0,2017,16,1.0,0.0,2500,0.0
Coby Fleener_reframed,2101,7.0,34.0,3.2,2.2,25.8,0.4,0.0,13.0,34.0,3.2,2.2,25.8,0.4,0.0,13.0,33.5,4.0,2.33,27.83,0.33,0.0,15.17,2017,5,0.0,1.0,2600,4.2
Coby Fleener_reframed,2102,8.0,34.5,3.17,2.17,25.17,0.33,0.0,11.67,34.5,3.1666666666666665,2.1666666666666665,25.166666666666668,0.3333333333333333,0.0,11.666666666666666,34.0,3.86,2.29,27.0,0.29,0.0,13.71,2017,12,1.0,0.0,2600,0.9
Coby Fleener_reframed,2103,9.0,35.0,2.86,2.0,21.43,0.29,0.0,11.71,35.0,2.857142857142857,2.0,21.428571428571427,0.2857142857142857,0.0,11.714285714285714,34.5,3.5,2.12,23.5,0.25,0.0,13.5,2017,3,1.0,0.0,2500,6.6
Coby Fleener_reframed,2104,10.0,35.5,2.75,2.0,24.5,0.25,0.0,10.62,35.5,2.75,2.0,24.5,0.25,0.0,10.625,35.0,3.33,2.11,26.0,0.22,0.0,12.33,2017,25,0.0,0.0,0,0.0
Coby Fleener_reframed,2105,11.0,36.0,2.56,1.78,21.78,0.22,0.0,12.22,36.0,2.5555555555555554,1.7777777777777777,21.77777777777778,0.2222222222222222,0.0,12.222222222222221,35.5,3.1,1.9,23.4,0.2,0.0,13.6,2017,28,1.0,0.0,2500,14.1
Coby Fleener_reframed,2106,12.0,36.5,2.8,2.1,28.7,0.2,0.0,13.8,36.5,2.8,2.1,28.7,0.2,0.0,13.8,36.0,3.27,2.18,29.55,0.18,0.0,14.91,2017,20,0.0,1.0,2500,1.8
Cole Hikutini_reframed,2107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,21,1.0,1.0,2500,1.5
Cole Hikutini_reframed,2108,8.0,1.0,2.0,1.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,21.0,2017,14,0.0,1.0,2900,2.0
Cole Wick_reframed,1173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,23,0.0,0.0,4400,1.5
Cole Wick_reframed,1174,2.0,1.0,1.0,1.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,23.0,2016,21,0.0,1.0,2500,2.3
Cole Wick_reframed,1175,4.0,1.5,1.0,1.0,9.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,9.0,0.0,0.0,22.0,2016,9,0.0,1.0,2500,0.0
Connor Hamlett_reframed,1176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,8,1.0,1.0,3700,8.7
Cooper Helfet_reframed,177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,13,1.0,0.0,2500,0.0
Cooper Helfet_reframed,178,4.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,2015,9,1.0,0.0,2500,1.7
Cooper Helfet_reframed,179,12.0,1.5,1.0,0.5,3.5,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,3.5,0.0,0.0,11.0,2015,15,0.0,0.0,2900,2.3
Cooper Helfet_reframed,180,14.0,2.0,2.0,0.67,6.67,0.0,0.0,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.67,6.67,0.0,0.0,12.33,2015,4,0.0,1.0,2500,4.0
Cooper Helfet_reframed,181,15.0,2.5,2.0,1.0,10.0,0.0,0.0,10.25,2.5,2.0,1.0,10.0,0.0,0.0,10.25,2.5,2.0,1.0,10.0,0.0,0.0,10.25,2015,6,1.0,0.0,3700,1.5
Cooper Helfet_reframed,182,16.0,3.0,2.0,1.0,9.0,0.0,0.0,9.4,3.0,2.0,1.0,9.0,0.0,0.0,9.4,3.0,2.0,1.0,9.0,0.0,0.0,9.4,2015,26,1.0,0.0,0,8.3
