games,year,Name,Team,Week,Opponent,tar,rec,yds,td,yds/tar,yds/rec,def_rk,h/a_1,surface_0,points
12,2013,Dominique Jones,KC,15,OAK,0,0,0,0,0.0,0.0,27,0.0,1.0,0.0
13,2014,Dominique Jones,DEN,15,LAC,0,0,0,0,0.0,0.0,8,1.0,1.0,0.0
14,2016,Dominique Jones,MIA,5,TEN,2,2,4,0,2.0,2.0,15,1.0,1.0,0.4
15,2016,Dominique Jones,MIA,6,PIT,2,1,8,0,4.0,8.0,17,1.0,1.0,0.8
16,2016,Dominique Jones,MIA,7,BUF,0,0,0,0,0.0,0.0,6,1.0,1.0,0.0
17,2016,Dominique Jones,MIA,9,NYJ,4,3,42,1,10.5,14.0,22,1.0,1.0,10.2
18,2016,Dominique Jones,MIA,10,LAC,1,0,0,0,0.0,0.0,12,0.0,1.0,0.0
19,2016,Dominique Jones,MIA,11,LAR,0,0,0,0,0.0,0.0,7,0.0,1.0,0.0
20,2016,Dominique Jones,MIA,12,SF,0,0,0,0,0.0,0.0,18,1.0,1.0,0.0
21,2016,Dominique Jones,MIA,13,BAL,1,1,7,0,7.0,7.0,10,0.0,1.0,0.7
22,2016,Dominique Jones,MIA,14,ARI,0,0,0,0,0.0,0.0,1,1.0,1.0,0.0
1,2012,Dorin Dickerson,BUF,1,NYJ,0,0,0,0,0.0,0.0,26,0.0,0.0,0.0
2,2012,Dorin Dickerson,BUF,2,KC,0,0,0,0,0.0,0.0,8,1.0,0.0,-0.8
3,2012,Dorin Dickerson,BUF,3,CLE,0,0,0,0,0.0,0.0,10,0.0,1.0,0.0
4,2012,Dorin Dickerson,BUF,4,NE,2,2,36,0,18.0,18.0,25,1.0,0.0,3.6
5,2012,Dorin Dickerson,BUF,9,HOU,1,1,13,0,13.0,13.0,2,0.0,0.0,1.3
6,2012,Dorin Dickerson,BUF,10,NE,0,0,0,0,0.0,0.0,25,0.0,0.0,0.0
7,2012,Dorin Dickerson,BUF,11,MIA,1,1,4,0,4.0,4.0,7,1.0,0.0,0.4
8,2012,Dorin Dickerson,BUF,12,IND,1,0,0,0,0.0,0.0,29,0.0,0.0,0.0
9,2012,Dorin Dickerson,BUF,14,LAR,0,0,0,0,0.0,0.0,3,1.0,0.0,0.0
10,2012,Dorin Dickerson,BUF,15,SEA,2,1,10,0,5.0,10.0,16,1.0,0.0,1.0
11,2012,Dorin Dickerson,BUF,16,MIA,8,4,54,0,6.8,13.5,7,0.0,1.0,3.4
12,2013,Dorin Dickerson,DET,12,TB,0,0,0,0,0.0,0.0,28,1.0,0.0,0.0
13,2013,Dorin Dickerson,DET,13,GB,1,1,26,0,26.0,26.0,2,1.0,0.0,2.6
14,2013,Dorin Dickerson,DET,14,PHI,1,0,0,0,0.0,0.0,10,0.0,1.0,0.0
15,2013,Dorin Dickerson,DET,15,BAL,0,0,0,0,0.0,0.0,5,1.0,0.0,0.0
16,2013,Dorin Dickerson,DET,16,NYG,3,1,8,0,2.7,8.0,18,1.0,0.0,0.8
1,2012,Dustin Keller,NYJ,1,BUF,1,1,7,0,7.0,7.0,1,1.0,0.0,0.7
2,2012,Dustin Keller,NYJ,6,IND,1,1,6,0,6.0,6.0,29,1.0,0.0,0.6
3,2012,Dustin Keller,NYJ,7,NE,7,7,93,1,13.3,13.3,25,0.0,0.0,15.3
4,2012,Dustin Keller,NYJ,8,MIA,11,7,67,0,6.1,9.6,7,1.0,0.0,6.7
5,2012,Dustin Keller,NYJ,10,SEA,5,3,47,0,9.4,15.7,16,0.0,0.0,4.7
6,2012,Dustin Keller,NYJ,11,LAR,2,2,16,0,8.0,8.0,3,0.0,1.0,1.6
7,2012,Dustin Keller,NYJ,12,NE,7,5,64,1,9.1,12.8,25,1.0,0.0,12.4
8,2012,Dustin Keller,NYJ,13,ARI,2,2,17,0,8.5,8.5,28,1.0,0.0,1.7
1,2012,Dwayne Allen,IND,1,CHI,0,0,0,0,0.0,0.0,31,0.0,1.0,0.0
2,2012,Dwayne Allen,IND,2,MIN,1,1,3,1,3.0,3.0,11,1.0,0.0,6.3
3,2012,Dwayne Allen,IND,3,JAX,6,5,35,0,5.8,7.0,17,1.0,0.0,3.5
4,2012,Dwayne Allen,IND,5,GB,5,4,38,1,7.6,9.5,14,1.0,0.0,9.8
5,2012,Dwayne Allen,IND,6,NYJ,4,2,33,0,8.2,16.5,26,0.0,0.0,3.3
6,2012,Dwayne Allen,IND,7,CLE,2,1,9,0,4.5,9.0,10,1.0,0.0,0.9
7,2012,Dwayne Allen,IND,8,TEN,5,4,56,0,11.2,14.0,24,0.0,1.0,5.6
8,2012,Dwayne Allen,IND,9,MIA,7,6,75,0,10.7,12.5,7,1.0,0.0,7.5
9,2012,Dwayne Allen,IND,10,JAX,2,2,31,0,15.5,15.5,17,0.0,1.0,3.1
10,2012,Dwayne Allen,IND,11,NE,11,6,69,0,6.3,11.5,25,0.0,0.0,6.9
11,2012,Dwayne Allen,IND,12,BUF,6,3,36,0,6.0,12.0,1,1.0,0.0,3.6
12,2012,Dwayne Allen,IND,13,DET,5,2,50,0,10.0,25.0,18,0.0,0.0,5.0
13,2012,Dwayne Allen,IND,14,TEN,3,1,11,0,3.7,11.0,24,1.0,0.0,1.1
14,2012,Dwayne Allen,IND,15,HOU,3,3,36,1,12.0,12.0,2,0.0,0.0,9.9
15,2012,Dwayne Allen,IND,16,KC,3,3,18,0,6.0,6.0,8,0.0,1.0,1.8
16,2012,Dwayne Allen,IND,17,HOU,3,2,21,0,7.0,10.5,2,1.0,0.0,2.3
17,2013,Dwayne Allen,IND,1,OAK,2,1,20,1,10.0,20.0,27,1.0,0.0,8.0
18,2014,Dwayne Allen,IND,1,DEN,5,4,64,1,12.8,16.0,28,1.0,0.0,12.4
19,2014,Dwayne Allen,IND,2,PHI,1,0,0,0,0.0,0.0,12,1.0,0.0,0.0
20,2014,Dwayne Allen,IND,3,JAX,6,4,43,1,7.2,10.8,30,0.0,1.0,10.3
21,2014,Dwayne Allen,IND,4,TEN,3,3,38,1,12.7,12.7,22,1.0,0.0,9.8
22,2014,Dwayne Allen,IND,5,BAL,5,4,59,1,11.8,14.8,4,1.0,0.0,11.9
23,2014,Dwayne Allen,IND,6,HOU,7,3,49,0,7.0,16.3,15,0.0,0.0,4.9
24,2014,Dwayne Allen,IND,7,CIN,6,3,52,1,8.7,17.3,6,1.0,0.0,11.2
25,2014,Dwayne Allen,IND,8,PIT,2,1,21,1,10.5,21.0,13,1.0,0.0,8.1
26,2014,Dwayne Allen,IND,9,NYG,5,4,48,1,9.6,12.0,18,0.0,0.0,10.8
27,2014,Dwayne Allen,IND,11,NE,0,0,0,0,0.0,0.0,27,1.0,0.0,0.0
28,2014,Dwayne Allen,IND,14,CLE,3,1,5,0,1.7,5.0,14,0.0,1.0,0.5
29,2014,Dwayne Allen,IND,15,HOU,4,2,16,1,4.0,8.0,15,1.0,0.0,7.6
30,2014,Dwayne Allen,IND,16,DAL,3,0,0,0,0.0,0.0,31,0.0,0.0,0.0
31,2015,Dwayne Allen,IND,1,BUF,6,3,17,1,2.8,5.7,8,0.0,0.0,7.7
32,2015,Dwayne Allen,IND,2,NYJ,0,0,0,0,0.0,0.0,3,1.0,0.0,0.0
33,2015,Dwayne Allen,IND,5,HOU,1,1,21,0,21.0,21.0,10,0.0,0.0,2.1
34,2015,Dwayne Allen,IND,6,NE,3,3,23,0,7.7,7.7,5,1.0,0.0,2.3
35,2015,Dwayne Allen,IND,7,NO,1,1,10,0,10.0,10.0,32,1.0,0.0,1.0
36,2015,Dwayne Allen,IND,8,CAR,3,1,4,0,1.3,4.0,12,0.0,1.0,0.4
37,2015,Dwayne Allen,IND,9,DEN,3,0,0,0,0.0,0.0,19,1.0,0.0,0.0
38,2015,Dwayne Allen,IND,11,ATL,1,1,7,0,7.0,7.0,29,0.0,0.0,0.7
39,2015,Dwayne Allen,IND,12,TB,4,2,19,0,4.8,9.5,21,1.0,0.0,1.9
40,2015,Dwayne Allen,IND,13,PIT,1,1,6,0,6.0,6.0,25,0.0,1.0,0.6
41,2015,Dwayne Allen,IND,14,JAX,3,2,-3,0,-1.0,-1.5,28,0.0,1.0,-0.3
42,2015,Dwayne Allen,IND,15,HOU,2,1,5,0,2.5,5.0,10,1.0,0.0,0.6
43,2015,Dwayne Allen,IND,16,MIA,1,0,0,0,0.0,0.0,7,0.0,1.0,0.0
44,2016,Dwayne Allen,IND,1,DET,6,4,53,1,8.8,13.2,27,1.0,0.0,13.3
45,2016,Dwayne Allen,IND,2,DEN,4,2,25,0,6.2,12.5,19,0.0,1.0,2.5
46,2016,Dwayne Allen,IND,3,LAC,5,3,35,0,7.0,11.7,12,1.0,0.0,3.5
47,2016,Dwayne Allen,IND,4,JAX,4,2,20,0,5.0,10.0,16,0.0,1.0,2.0
48,2016,Dwayne Allen,IND,5,CHI,6,6,50,1,8.3,8.3,9,1.0,0.0,11.0
49,2016,Dwayne Allen,IND,6,HOU,2,1,9,0,4.5,9.0,3,0.0,0.0,0.9
50,2016,Dwayne Allen,IND,9,GB,2,1,15,0,7.5,15.0,21,0.0,1.0,1.5
51,2016,Dwayne Allen,IND,11,TEN,2,0,0,0,0.0,0.0,15,1.0,0.0,0.0
52,2016,Dwayne Allen,IND,12,PIT,6,5,49,0,8.2,9.8,17,1.0,0.0,4.9
53,2016,Dwayne Allen,IND,13,NYJ,4,4,72,3,18.0,18.0,22,0.0,0.0,25.2
54,2016,Dwayne Allen,IND,14,HOU,2,0,0,0,0.0,0.0,3,1.0,0.0,0.0
55,2016,Dwayne Allen,IND,15,MIN,2,1,13,0,6.5,13.0,11,0.0,0.0,1.3
56,2016,Dwayne Allen,IND,16,OAK,4,3,31,0,7.8,10.3,24,0.0,1.0,3.1
57,2016,Dwayne Allen,IND,17,JAX,3,3,34,1,11.3,11.3,16,1.0,0.0,9.4
58,2017,Dwayne Allen,NE,1,KC,2,0,0,0,0.0,0.0,7,1.0,0.0,0.0
59,2017,Dwayne Allen,NE,2,NO,1,0,0,0,0.0,0.0,2,0.0,0.0,0.0
60,2017,Dwayne Allen,NE,3,HOU,2,0,0,0,0.0,0.0,27,1.0,0.0,0.0
61,2017,Dwayne Allen,NE,4,CAR,1,0,0,0,0.0,0.0,6,1.0,0.0,0.0
62,2017,Dwayne Allen,NE,5,TB,0,0,0,0,0.0,0.0,3,0.0,1.0,0.0
63,2017,Dwayne Allen,NE,6,NYJ,0,0,0,0,0.0,0.0,22,0.0,0.0,0.0
64,2017,Dwayne Allen,NE,7,ATL,0,0,0,0,0.0,0.0,13,1.0,0.0,0.0
65,2017,Dwayne Allen,NE,8,LAC,0,0,0,0,0.0,0.0,8,1.0,0.0,0.0
66,2017,Dwayne Allen,NE,10,DEN,2,1,11,1,5.5,11.0,29,0.0,1.0,7.1
67,2017,Dwayne Allen,NE,11,OAK,2,2,24,0,12.0,12.0,26,0.0,1.0,2.4
68,2017,Dwayne Allen,NE,12,MIA,2,1,2,0,1.0,2.0,32,1.0,0.0,0.2
69,2017,Dwayne Allen,NE,13,BUF,1,1,3,0,3.0,3.0,25,0.0,0.0,0.3
70,2017,Dwayne Allen,NE,14,MIA,5,2,10,0,2.0,5.0,32,0.0,1.0,1.0
71,2017,Dwayne Allen,NE,15,PIT,1,1,10,0,10.0,10.0,4,0.0,1.0,1.0
72,2017,Dwayne Allen,NE,16,BUF,2,2,26,0,13.0,13.0,25,1.0,0.0,2.6
73,2017,Dwayne Allen,NE,17,NYJ,1,0,0,0,0.0,0.0,22,1.0,0.0,0.0
1,2015,EJ Bibbs,CLE,9,CIN,0,0,0,0,0.0,0.0,17,0.0,0.0,0.0
2,2015,EJ Bibbs,CLE,12,BAL,1,0,0,0,0.0,0.0,4,1.0,1.0,0.0
3,2015,EJ Bibbs,CLE,13,CIN,1,1,7,0,7.0,7.0,17,1.0,1.0,0.7
4,2015,EJ Bibbs,CLE,14,SF,0,0,0,0,0.0,0.0,9,1.0,1.0,0.0
5,2015,EJ Bibbs,CLE,15,SEA,0,0,0,0,0.0,0.0,22,0.0,0.0,0.0
6,2015,EJ Bibbs,CLE,16,KC,0,0,0,0,0.0,0.0,2,0.0,1.0,0.0
7,2015,EJ Bibbs,CLE,17,PIT,0,0,0,0,0.0,0.0,25,1.0,1.0,0.0
1,2012,Ed Dickson,BAL,1,CIN,3,2,22,0,7.3,11.0,15,1.0,1.0,2.2
2,2012,Ed Dickson,BAL,2,PHI,4,1,23,0,5.8,23.0,4,0.0,1.0,2.3
3,2012,Ed Dickson,BAL,3,NE,2,2,5,0,2.5,2.5,25,1.0,1.0,0.5
4,2012,Ed Dickson,BAL,4,CLE,0,0,0,0,0.0,0.0,10,1.0,1.0,0.0
5,2012,Ed Dickson,BAL,5,KC,1,1,11,0,11.0,11.0,8,0.0,1.0,1.1
6,2012,Ed Dickson,BAL,6,DAL,2,1,8,0,4.0,8.0,32,1.0,1.0,0.8
7,2012,Ed Dickson,BAL,7,HOU,5,1,5,0,1.0,5.0,2,0.0,0.0,0.5
8,2012,Ed Dickson,BAL,9,CLE,3,2,11,0,3.7,5.5,10,0.0,1.0,1.1
9,2012,Ed Dickson,BAL,10,OAK,2,2,59,0,29.5,29.5,20,1.0,1.0,5.9
10,2012,Ed Dickson,BAL,11,PIT,2,2,8,0,4.0,4.0,19,0.0,1.0,0.8
11,2012,Ed Dickson,BAL,12,LAC,0,0,0,0,0.0,0.0,6,0.0,1.0,0.0
12,2012,Ed Dickson,BAL,16,NYG,1,1,9,0,9.0,9.0,22,1.0,1.0,0.9
13,2012,Ed Dickson,BAL,17,CIN,8,6,64,0,8.0,10.7,15,0.0,0.0,6.4
14,2013,Ed Dickson,BAL,1,DEN,5,1,13,0,2.6,13.0,31,0.0,1.0,1.3
15,2013,Ed Dickson,BAL,2,CLE,1,0,0,0,0.0,0.0,8,1.0,1.0,0.0
16,2013,Ed Dickson,BAL,3,HOU,0,0,0,0,0.0,0.0,25,1.0,1.0,0.0
17,2013,Ed Dickson,BAL,4,BUF,3,2,12,0,4.0,6.0,11,0.0,0.0,1.2
18,2013,Ed Dickson,BAL,5,MIA,2,2,51,0,25.5,25.5,14,0.0,1.0,5.1
19,2013,Ed Dickson,BAL,6,GB,0,0,0,0,0.0,0.0,2,1.0,1.0,0.0
20,2013,Ed Dickson,BAL,7,PIT,2,2,17,0,8.5,8.5,9,0.0,1.0,1.7
21,2013,Ed Dickson,BAL,9,CLE,3,1,3,0,1.0,3.0,8,0.0,1.0,0.3
22,2013,Ed Dickson,BAL,10,CIN,4,3,28,0,7.0,9.3,21,1.0,1.0,2.8
23,2013,Ed Dickson,BAL,11,CHI,3,1,16,0,5.3,16.0,20,0.0,1.0,1.6
24,2013,Ed Dickson,BAL,12,NYJ,5,3,55,0,11.0,18.3,6,1.0,1.0,5.5
25,2013,Ed Dickson,BAL,13,PIT,2,1,16,0,8.0,16.0,9,1.0,1.0,1.6
26,2013,Ed Dickson,BAL,14,MIN,5,2,8,1,1.6,4.0,19,1.0,1.0,6.8
27,2013,Ed Dickson,BAL,15,DET,3,3,10,0,3.3,3.3,15,0.0,0.0,1.0
28,2013,Ed Dickson,BAL,16,NE,5,4,44,0,8.8,11.0,29,1.0,1.0,4.4
29,2013,Ed Dickson,BAL,17,CIN,0,0,0,0,0.0,0.0,21,0.0,0.0,0.0
30,2014,Ed Dickson,CAR,1,TB,0,0,0,0,0.0,0.0,23,1.0,1.0,0.0
31,2014,Ed Dickson,CAR,2,DET,1,0,0,0,0.0,0.0,7,1.0,1.0,0.0
32,2014,Ed Dickson,CAR,3,PIT,0,0,0,0,0.0,0.0,13,1.0,1.0,0.0
33,2014,Ed Dickson,CAR,4,BAL,0,0,0,0,0.0,0.0,4,0.0,1.0,0.0
34,2014,Ed Dickson,CAR,5,CHI,2,2,16,0,8.0,8.0,26,1.0,1.0,1.6
35,2014,Ed Dickson,CAR,6,CIN,1,0,0,0,0.0,0.0,6,0.0,0.0,0.0
36,2014,Ed Dickson,CAR,7,GB,1,0,0,0,0.0,0.0,20,1.0,1.0,0.0
37,2014,Ed Dickson,CAR,8,SEA,1,1,13,0,13.0,13.0,11,1.0,1.0,1.3
38,2014,Ed Dickson,CAR,9,NO,2,0,0,0,0.0,0.0,9,1.0,1.0,0.0
39,2014,Ed Dickson,CAR,10,PHI,1,1,7,0,7.0,7.0,12,0.0,1.0,0.7
40,2014,Ed Dickson,CAR,11,ATL,2,2,20,0,10.0,10.0,19,1.0,1.0,2.0
41,2014,Ed Dickson,CAR,13,MIN,0,0,0,0,0.0,0.0,29,1.0,1.0,0.0
42,2014,Ed Dickson,CAR,14,NO,2,1,10,0,5.0,10.0,9,0.0,0.0,1.0
43,2014,Ed Dickson,CAR,15,TB,1,0,0,0,0.0,0.0,23,1.0,1.0,0.0
44,2014,Ed Dickson,CAR,16,CLE,2,2,44,0,22.0,22.0,14,1.0,1.0,4.4
45,2014,Ed Dickson,CAR,17,ATL,1,1,5,1,5.0,5.0,19,0.0,0.0,6.5
46,2015,Ed Dickson,CAR,1,JAX,2,1,9,0,4.5,9.0,28,0.0,1.0,0.9
47,2015,Ed Dickson,CAR,2,HOU,0,0,0,0,0.0,0.0,10,1.0,1.0,0.0
48,2015,Ed Dickson,CAR,3,NO,3,2,19,0,6.3,9.5,32,1.0,1.0,1.9
49,2015,Ed Dickson,CAR,4,TB,2,1,11,0,5.5,11.0,21,0.0,1.0,13.1
50,2015,Ed Dickson,CAR,6,SEA,4,3,24,0,6.0,8.0,22,0.0,0.0,2.4
51,2015,Ed Dickson,CAR,7,PHI,0,0,0,0,0.0,0.0,11,1.0,1.0,0.0
52,2015,Ed Dickson,CAR,8,IND,0,0,0,0,0.0,0.0,23,1.0,1.0,0.0
53,2015,Ed Dickson,CAR,9,GB,2,1,6,0,3.0,6.0,14,1.0,1.0,0.6
54,2015,Ed Dickson,CAR,10,TEN,3,3,21,1,7.0,7.0,24,0.0,1.0,8.1
55,2015,Ed Dickson,CAR,11,WAS,1,0,0,0,0.0,0.0,16,1.0,1.0,0.0
56,2015,Ed Dickson,CAR,12,DAL,1,0,0,0,0.0,0.0,1,0.0,0.0,0.0
57,2015,Ed Dickson,CAR,13,NO,3,3,27,0,9.0,9.0,32,0.0,0.0,2.7
58,2015,Ed Dickson,CAR,14,ATL,1,1,4,1,4.0,4.0,29,1.0,1.0,6.4
59,2015,Ed Dickson,CAR,15,NYG,0,0,0,0,0.0,0.0,31,0.0,0.0,0.0
60,2015,Ed Dickson,CAR,16,ATL,1,0,0,0,0.0,0.0,29,0.0,0.0,0.0
61,2015,Ed Dickson,CAR,17,TB,3,2,0,0,0.0,0.0,21,1.0,1.0,0.0
62,2016,Ed Dickson,CAR,1,DEN,0,0,0,0,0.0,0.0,19,0.0,1.0,0.0
63,2016,Ed Dickson,CAR,2,SF,1,0,0,0,0.0,0.0,18,1.0,1.0,0.0
64,2016,Ed Dickson,CAR,3,MIN,1,1,23,0,23.0,23.0,11,1.0,1.0,2.3
65,2016,Ed Dickson,CAR,4,ATL,2,2,17,0,8.5,8.5,26,0.0,0.0,1.7
66,2016,Ed Dickson,CAR,5,TB,0,0,0,0,0.0,0.0,14,1.0,1.0,0.0
67,2016,Ed Dickson,CAR,6,NO,4,3,23,1,5.8,7.7,13,0.0,0.0,8.3
68,2016,Ed Dickson,CAR,8,ARI,0,0,0,0,0.0,0.0,1,1.0,1.0,0.0
69,2016,Ed Dickson,CAR,9,LAR,3,2,17,0,5.7,8.5,7,0.0,1.0,1.7
70,2016,Ed Dickson,CAR,10,KC,2,1,26,0,13.0,26.0,5,1.0,1.0,2.6
71,2016,Ed Dickson,CAR,11,NO,1,0,0,0,0.0,0.0,13,1.0,1.0,0.0
72,2016,Ed Dickson,CAR,12,OAK,0,0,0,0,0.0,0.0,24,0.0,1.0,0.0
73,2016,Ed Dickson,CAR,13,SEA,1,0,0,0,0.0,0.0,4,0.0,0.0,0.0
74,2016,Ed Dickson,CAR,14,LAC,1,0,0,0,0.0,0.0,12,1.0,1.0,0.0
75,2016,Ed Dickson,CAR,15,WAS,1,1,28,0,28.0,28.0,29,0.0,1.0,2.8
76,2016,Ed Dickson,CAR,16,ATL,1,0,0,0,0.0,0.0,26,1.0,1.0,0.0
77,2016,Ed Dickson,CAR,17,TB,1,0,0,0,0.0,0.0,14,0.0,1.0,0.0
78,2017,Ed Dickson,CAR,1,SF,1,0,0,0,0.0,0.0,15,0.0,1.0,0.0
79,2017,Ed Dickson,CAR,2,BUF,3,2,26,0,8.7,13.0,25,1.0,1.0,2.6
80,2017,Ed Dickson,CAR,3,NO,1,1,8,0,8.0,8.0,2,1.0,1.0,0.8
81,2017,Ed Dickson,CAR,4,NE,4,3,62,0,15.5,20.7,10,0.0,0.0,6.2
82,2017,Ed Dickson,CAR,5,DET,5,5,175,0,35.0,35.0,16,0.0,0.0,17.5
83,2017,Ed Dickson,CAR,6,PHI,8,4,36,0,4.5,9.0,14,1.0,1.0,3.6
84,2017,Ed Dickson,CAR,7,CHI,5,3,18,0,3.6,6.0,12,0.0,1.0,1.8
85,2017,Ed Dickson,CAR,8,TB,5,4,24,0,4.8,6.0,3,0.0,1.0,2.4
86,2017,Ed Dickson,CAR,9,ATL,2,0,0,0,0.0,0.0,13,1.0,1.0,0.0
87,2017,Ed Dickson,CAR,10,MIA,5,3,33,1,6.6,11.0,32,1.0,1.0,9.3
88,2017,Ed Dickson,CAR,12,NYJ,3,1,15,0,5.0,15.0,22,0.0,0.0,1.5
89,2017,Ed Dickson,CAR,13,NO,2,2,18,0,9.0,9.0,2,0.0,0.0,1.8
90,2017,Ed Dickson,CAR,14,MIN,1,0,0,0,0.0,0.0,1,1.0,1.0,0.0
91,2017,Ed Dickson,CAR,15,GB,0,0,0,0,0.0,0.0,5,1.0,1.0,0.0
92,2017,Ed Dickson,CAR,16,TB,0,0,0,0,0.0,0.0,3,1.0,1.0,0.0
93,2017,Ed Dickson,CAR,17,ATL,3,2,22,0,7.3,11.0,13,0.0,0.0,2.2
1,2017,Emanuel Byrd,GB,17,DET,2,2,31,0,15.5,15.5,16,0.0,0.0,3.1
1,2014,Eric Ebron,DET,1,NYG,2,0,0,0,0.0,0.0,18,1.0,0.0,0.0
2,2014,Eric Ebron,DET,2,CAR,5,3,38,0,7.6,12.7,21,0.0,1.0,3.8
3,2014,Eric Ebron,DET,3,GB,1,0,0,0,0.0,0.0,20,1.0,0.0,0.0
4,2014,Eric Ebron,DET,4,NYJ,4,3,34,1,8.5,11.3,25,1.0,0.0,9.4
5,2014,Eric Ebron,DET,5,BUF,4,2,8,0,2.0,4.0,3,1.0,0.0,0.8
6,2014,Eric Ebron,DET,6,MIN,4,2,23,0,5.8,11.5,29,0.0,0.0,2.3
7,2014,Eric Ebron,DET,11,ARI,4,4,22,0,5.5,5.5,32,0.0,1.0,2.2
8,2014,Eric Ebron,DET,12,NE,7,2,23,0,3.3,11.5,27,1.0,0.0,2.3
9,2014,Eric Ebron,DET,13,CHI,4,3,23,0,5.8,7.7,26,1.0,0.0,2.3
10,2014,Eric Ebron,DET,14,TB,4,3,28,0,7.0,9.3,23,1.0,0.0,2.8
11,2014,Eric Ebron,DET,15,MIN,2,1,11,0,5.5,11.0,29,1.0,0.0,1.1
12,2014,Eric Ebron,DET,16,CHI,0,0,0,0,0.0,0.0,26,1.0,0.0,0.0
13,2014,Eric Ebron,DET,17,GB,6,2,38,0,6.3,19.0,20,0.0,1.0,3.8
14,2015,Eric Ebron,DET,1,LAC,5,4,53,1,10.6,13.2,18,0.0,1.0,11.3
15,2015,Eric Ebron,DET,2,MIN,10,5,43,1,4.3,8.6,15,0.0,0.0,10.3
16,2015,Eric Ebron,DET,3,DEN,5,4,61,0,12.2,15.2,19,1.0,0.0,6.1
17,2015,Eric Ebron,DET,4,SEA,3,2,22,0,7.3,11.0,22,0.0,0.0,2.2
18,2015,Eric Ebron,DET,7,MIN,5,5,89,1,17.8,17.8,15,1.0,0.0,14.9
19,2015,Eric Ebron,DET,8,KC,5,3,24,0,4.8,8.0,2,0.0,1.0,2.4
20,2015,Eric Ebron,DET,10,GB,8,4,28,0,3.5,7.0,14,0.0,1.0,2.8
21,2015,Eric Ebron,DET,11,OAK,2,0,0,0,0.0,0.0,30,1.0,0.0,0.0
22,2015,Eric Ebron,DET,12,PHI,3,2,28,0,9.3,14.0,11,1.0,0.0,2.8
23,2015,Eric Ebron,DET,13,GB,2,2,9,1,4.5,4.5,14,1.0,0.0,6.9
24,2015,Eric Ebron,DET,14,LAR,5,3,27,0,5.4,9.0,26,0.0,1.0,2.7
25,2015,Eric Ebron,DET,15,NO,5,4,79,0,15.8,19.8,32,0.0,0.0,7.9
26,2015,Eric Ebron,DET,16,SF,5,4,49,0,9.8,12.2,9,1.0,0.0,4.9
27,2015,Eric Ebron,DET,17,CHI,7,5,25,1,3.6,5.0,13,0.0,1.0,8.5
28,2016,Eric Ebron,DET,1,IND,5,5,46,1,9.2,9.2,23,0.0,0.0,10.6
29,2016,Eric Ebron,DET,2,TEN,7,4,53,0,7.6,13.2,15,1.0,0.0,5.3
30,2016,Eric Ebron,DET,3,GB,8,5,69,0,8.6,13.8,21,0.0,1.0,6.9
31,2016,Eric Ebron,DET,4,CHI,5,4,42,0,8.4,10.5,9,0.0,1.0,4.2
32,2016,Eric Ebron,DET,8,HOU,10,7,79,0,7.9,11.3,3,0.0,0.0,7.9
33,2016,Eric Ebron,DET,9,MIN,8,7,92,0,11.5,13.1,11,0.0,0.0,9.2
34,2016,Eric Ebron,DET,11,JAX,5,3,70,0,14.0,23.3,16,1.0,0.0,13.1
35,2016,Eric Ebron,DET,12,MIN,1,0,0,0,0.0,0.0,11,1.0,0.0,0.0
36,2016,Eric Ebron,DET,13,NO,6,4,38,0,6.3,9.5,13,0.0,0.0,3.8
37,2016,Eric Ebron,DET,14,CHI,5,4,32,0,6.4,8.0,9,1.0,0.0,3.2
38,2016,Eric Ebron,DET,15,NYG,7,4,36,0,5.1,9.0,20,0.0,0.0,3.6
39,2016,Eric Ebron,DET,16,DAL,12,8,93,0,7.8,11.6,32,0.0,0.0,9.3
40,2016,Eric Ebron,DET,17,GB,6,6,61,0,10.2,10.2,21,1.0,0.0,6.1
41,2017,Eric Ebron,DET,1,ARI,3,2,9,0,3.0,4.5,17,1.0,0.0,0.9
42,2017,Eric Ebron,DET,2,NYG,5,5,42,1,8.4,8.4,31,0.0,0.0,10.2
43,2017,Eric Ebron,DET,3,ATL,7,2,9,0,1.3,4.5,13,1.0,0.0,0.9
44,2017,Eric Ebron,DET,4,MIN,4,2,27,0,6.8,13.5,1,0.0,0.0,2.7
45,2017,Eric Ebron,DET,5,CAR,4,1,6,0,1.5,6.0,6,1.0,0.0,0.6
46,2017,Eric Ebron,DET,6,NO,3,1,9,0,3.0,9.0,2,0.0,0.0,0.9
47,2017,Eric Ebron,DET,8,PIT,6,2,58,0,9.7,29.0,4,1.0,0.0,5.8
48,2017,Eric Ebron,DET,9,GB,4,3,35,0,8.8,11.7,5,0.0,1.0,3.5
49,2017,Eric Ebron,DET,10,CLE,3,2,39,1,13.0,19.5,30,1.0,0.0,9.9
50,2017,Eric Ebron,DET,11,CHI,7,4,49,0,7.0,12.2,12,0.0,1.0,4.9
51,2017,Eric Ebron,DET,12,MIN,4,4,34,0,8.5,8.5,1,1.0,0.0,3.4
52,2017,Eric Ebron,DET,13,BAL,4,4,38,0,9.5,9.5,24,0.0,1.0,3.8
53,2017,Eric Ebron,DET,14,TB,11,10,94,0,8.5,9.4,3,0.0,1.0,7.4
54,2017,Eric Ebron,DET,15,CHI,7,5,33,1,4.7,6.6,12,1.0,0.0,9.3
55,2017,Eric Ebron,DET,16,CIN,8,5,83,1,10.4,16.6,23,0.0,0.0,14.3
