year,games,Name,Week,Opponent,Team,tar,rec,yds,yds/rec,yds/tar,td,def_rk,h/a_1,surface_0,points
2015.0,19,M White,17,PHI,NYG,3,0,0,0.0,0.0,0,31,1.0,0.0,0.0
2015.0,46,Malcom Floyd,17,DEN,LAC,2,0,0,0.0,0.0,0,1,0.0,1.0,0.0
2015.0,22,Marc Mariani,17,DET,CHI,8,6,80,13.3,10.0,0,16,1.0,1.0,13.7
2015.0,44,Markus Wheaton,17,CLE,PIT,5,3,57,19.0,11.4,1,30,0.0,1.0,14.7
2015.0,23,Marqise Lee,17,HOU,JAX,6,3,30,10.0,5.0,0,6,0.0,0.0,6.0
2015.0,21,Martavis Bryant,17,CLE,PIT,3,1,0,0.0,0.0,0,30,0.0,1.0,1.0
2015.0,43,Marvin Jones,17,BAL,CIN,5,5,38,7.6,7.6,0,29,1.0,0.0,8.8
2015.0,5,Matt Hazel,17,NE,MIA,0,0,0,0.0,0.0,0,22,1.0,1.0,0.0
2015.0,59,Matthew Slater,17,MIA,NE,0,0,0,0.0,0.0,0,17,0.0,1.0,0.0
2015.0,53,Michael Crabtree,17,KC,OAK,7,3,34,11.3,4.9,1,23,0.0,1.0,12.4
2015.0,63,Michael Floyd,17,SEA,ARI,4,1,16,16.0,4.0,0,3,1.0,1.0,2.6
2015.0,30,Mike Evans,17,CAR,TB,9,4,99,24.8,11.0,0,10,0.0,1.0,13.9
2015.0,63,Mike Wallace,17,GB,MIN,3,1,22,22.0,7.3,0,9,0.0,1.0,3.2
2015.0,57,Mohamed Sanu,17,BAL,CIN,2,1,6,6.0,3.0,0,29,1.0,0.0,2.7
2015.0,62,Nate Washington,17,JAX,HOU,3,1,6,6.0,2.0,0,15,1.0,0.0,1.6
2015.0,9,Neal Sterling,17,HOU,JAX,0,0,0,0.0,0.0,0,6,0.0,0.0,0.0
2015.0,13,Nelson Agholor,17,NYG,PHI,3,2,23,11.5,7.7,0,27,0.0,0.0,4.3
2015.0,18,Nick Toon,17,SF,LAR,0,0,0,0.0,0.0,0,18,0.0,1.0,0.0
2015.0,19,Nick Williams,17,NO,ATL,0,0,0,0.0,0.0,0,21,1.0,0.0,0.0
2015.0,27,Odell Beckham Jr,17,PHI,NYG,7,5,54,10.8,7.7,0,31,1.0,0.0,10.4
2015.0,11,Phillip Dorsett,17,TEN,IND,9,4,28,7.0,3.1,0,20,1.0,0.0,7.9
2015.0,58,Pierre Garcon,17,DAL,WAS,4,3,49,16.3,12.2,1,8,0.0,0.0,13.9
2015.0,9,Quan Bray,17,TEN,IND,0,0,0,0.0,0.0,0,20,1.0,0.0,0.0
2015.0,13,Quincy Enunwa,17,BUF,NYJ,4,1,5,5.0,1.2,0,24,0.0,0.0,1.5
2015.0,26,Quinton Patton,17,LAR,SF,2,1,33,33.0,16.5,0,11,1.0,1.0,4.3
2015.0,52,Randall Cobb,17,MIN,GB,8,6,37,6.2,4.6,0,13,1.0,1.0,10.0
2015.0,1,Rannell Hall,17,PIT,CLE,0,0,0,0.0,0.0,0,32,1.0,1.0,0.0
2015.0,9,Rashad Greene,17,HOU,JAX,2,1,5,5.0,2.5,0,6,0.0,0.0,1.5
2015.0,15,Rashad Ross,17,DAL,WAS,3,2,71,35.5,23.7,1,8,0.0,0.0,15.1
2015.0,59,Riley Cooper,17,NYG,PHI,1,0,0,0.0,0.0,0,27,0.0,0.0,0.0
2015.0,59,Roddy White,17,NO,ATL,4,1,10,10.0,2.5,0,21,1.0,0.0,2.0
2015.0,64,Rueben Randle,17,PHI,NYG,7,4,79,19.8,11.3,1,31,1.0,0.0,17.9
2015.0,43,Russell Shepard,17,CAR,TB,1,0,0,0.0,0.0,0,10,0.0,1.0,0.0
2015.0,32,Ryan Grant,17,DAL,WAS,4,3,18,6.0,4.5,1,8,0.0,0.0,10.8
2015.0,29,Sammy Watkins,17,NYJ,BUF,15,11,136,12.4,9.1,0,19,1.0,0.0,27.6
2015.0,3,Seantavious Jones,17,ATL,NO,0,0,0,0.0,0.0,0,2,0.0,0.0,0.0
2015.0,16,Seth Roberts,17,KC,OAK,3,3,20,6.7,6.7,0,23,0.0,1.0,5.0
2015.0,13,Stefon Diggs,17,GB,MIN,2,1,8,8.0,4.0,0,9,0.0,1.0,1.8
2015.0,62,T.Y. Hilton,17,TEN,IND,7,4,44,11.0,6.3,0,20,1.0,0.0,8.4
2015.0,10,TJ Jones,17,CHI,DET,1,0,0,0.0,0.0,0,5,0.0,1.0,0.0
2015.0,44,Tavon Austin,17,SF,LAR,8,5,30,6.0,3.8,0,18,0.0,1.0,11.2
2015.0,29,Taylor Gabriel,17,PIT,CLE,0,0,0,0.0,0.0,0,32,1.0,1.0,0.0
2015.0,48,Terrance Williams,17,WAS,DAL,9,8,173,21.6,19.2,0,28,1.0,0.0,28.3
2015.0,16,Terrelle Pryor,17,PIT,CLE,6,1,42,42.0,7.0,0,32,1.0,1.0,5.2
2015.0,9,Tony Lippett,17,NE,MIA,0,0,0,0.0,0.0,0,22,1.0,1.0,0.0
2015.0,64,Torrey Smith,17,LAR,SF,8,5,61,12.2,7.6,0,11,1.0,1.0,11.1
2015.0,54,Travis Benjamin,17,PIT,CLE,11,5,53,10.6,4.8,0,32,1.0,1.0,10.3
2015.0,7,Tre McBride,17,IND,TEN,1,0,0,0.0,0.0,0,26,0.0,0.0,0.8
2015.0,16,Tyler Lockett,17,ARI,SEA,4,2,36,18.0,9.0,0,7,0.0,1.0,6.3
2015.0,7,Tyrell Williams,17,DEN,LAC,5,2,90,45.0,18.0,1,1,0.0,1.0,17.0
2015.0,7,Walter Powell,17,NYJ,BUF,0,0,0,0.0,0.0,0,19,1.0,0.0,0.0
2015.0,51,Wes Welker,17,SF,LAR,3,2,16,8.0,5.3,0,18,0.0,1.0,3.6
2015.0,15,Willie Snead,17,ATL,NO,4,3,35,11.7,8.8,0,2,0.0,0.0,6.5
2016.0,62,AJ Green,1,NYJ,CIN,13,12,180,15.0,13.8,1,15,0.0,0.0,39.0
2016.0,1,Aaron Burbridge,1,LAR,SF,0,0,0,0.0,0.0,0,30,1.0,1.0,0.0
2016.0,14,Adam Humphries,1,ATL,TB,5,3,34,11.3,6.8,0,23,0.0,0.0,7.1
2016.0,33,Adam Thielen,1,TEN,MIN,5,4,54,13.5,10.8,0,32,0.0,1.0,9.4
2016.0,27,Albert Wilson,1,LAC,KC,5,3,1,0.3,0.2,0,8,1.0,1.0,3.1
2016.0,37,Aldrick Robinson,1,TB,ATL,0,0,0,0.0,0.0,0,13,1.0,0.0,0.0
2016.0,1,Alex Erickson,1,NYJ,CIN,0,0,0,0.0,0.0,0,15,0.0,0.0,0.0
2016.0,32,Allen Hurns,1,GB,JAX,5,4,75,18.8,15.0,0,31,1.0,1.0,11.5
2016.0,27,Allen Robinson,1,GB,JAX,15,6,72,12.0,4.8,0,31,1.0,1.0,13.2
2016.0,52,Alshon Jeffery,1,HOU,CHI,6,4,105,26.2,17.5,0,4,0.0,0.0,17.5
2016.0,17,Amari Cooper,1,NO,OAK,11,6,137,22.8,12.5,0,24,0.0,0.0,24.7
2016.0,50,Andre Holmes,1,NO,OAK,1,0,0,0.0,0.0,0,24,0.0,0.0,0.0
2016.0,64,Andre Johnson,1,MIN,TEN,7,3,30,10.0,4.3,0,3,1.0,1.0,6.0
2016.0,57,Andre Roberts,1,IND,DET,1,1,8,8.0,8.0,0,11,0.0,0.0,1.8
2016.0,46,Andrew Hawkins,1,PHI,CLE,3,0,0,0.0,0.0,0,29,0.0,1.0,-0.1
2016.0,62,Anquan Boldin,1,IND,DET,3,3,35,11.7,11.7,0,11,0.0,0.0,6.5
2016.0,62,Antonio Brown,1,WAS,PIT,11,8,126,15.8,11.5,2,14,0.0,1.0,35.6
2016.0,9,Arrelious Benn,1,GB,JAX,0,0,0,0.0,0.0,0,31,1.0,1.0,0.0
2016.0,17,Bradley Marquez,1,SF,LAR,0,0,0,0.0,0.0,0,19,0.0,1.0,0.0
2016.0,27,Brandin Cooks,1,OAK,NO,9,6,143,23.8,15.9,2,16,1.0,0.0,36.4
2016.0,17,Brandon Coleman,1,OAK,NO,0,0,0,0.0,0.0,0,16,1.0,0.0,0.0
2016.0,57,Brandon LaFell,1,NYJ,CIN,4,4,91,22.8,22.8,0,15,0.0,0.0,13.1
2016.0,62,Brandon Marshall,1,CIN,NYJ,8,3,32,10.7,4.0,0,2,1.0,0.0,6.2
2016.0,65,Brandon Tate,1,BAL,BUF,0,0,0,0.0,0.0,0,21,0.0,1.0,0.0
2016.0,1,Braxton Miller,1,CHI,HOU,3,1,6,6.0,2.0,0,28,1.0,0.0,1.6
2016.0,1,Breshad Perriman,1,BUF,BAL,2,1,35,35.0,17.5,0,10,1.0,1.0,4.5
2016.0,52,Brian Quick,1,SF,LAR,5,3,23,7.7,4.6,0,19,0.0,1.0,5.3
2016.0,33,Brice Butler,1,NYG,DAL,2,1,16,16.0,8.0,0,6,1.0,0.0,2.6
2016.0,52,Cecil Shorts,1,ATL,TB,0,0,0,0.0,0.0,0,23,0.0,0.0,0.0
2016.0,24,Charles Johnson,1,TEN,MIN,6,1,5,5.0,0.8,0,32,0.0,1.0,1.5
2016.0,1,Charone Peake,1,CIN,NYJ,0,0,0,0.0,0.0,0,2,1.0,0.0,0.0
2016.0,17,Chris Conley,1,LAC,KC,7,4,43,10.8,6.1,0,8,1.0,1.0,8.3
2016.0,10,Chris Harper,1,LAR,SF,0,0,0,0.0,0.0,0,30,1.0,1.0,0.0
2016.0,49,Chris Hogan,1,ARI,NE,4,3,60,20.0,15.0,1,27,0.0,1.0,15.0
2016.0,1,Chris Moore,1,BUF,BAL,2,1,13,13.0,6.5,0,10,1.0,1.0,2.3
2016.0,23,Cody Latimer,1,CAR,DEN,0,0,0,0.0,0.0,0,25,1.0,1.0,0.0
2016.0,58,Cole Beasley,1,NYG,DAL,12,8,65,8.1,5.4,0,6,1.0,0.0,14.5
2016.0,49,Cordarrelle Patterson,1,TEN,MIN,1,1,6,6.0,6.0,0,32,0.0,1.0,2.4
2016.0,29,Corey Brown,1,DEN,CAR,2,1,11,11.0,5.5,0,1,0.0,1.0,2.1
2016.0,1,Corey Coleman,1,PHI,CLE,5,2,69,34.5,13.8,0,29,0.0,1.0,8.9
2016.0,54,Danny Amendola,1,ARI,NE,4,3,48,16.0,12.0,0,27,0.0,1.0,7.8
2016.0,64,Darrius Heyward-Bey,1,WAS,PIT,0,0,0,0.0,0.0,0,14,0.0,1.0,0.0
2016.0,30,Davante Adams,1,JAX,GB,7,3,50,16.7,7.1,1,5,0.0,1.0,14.0
2016.0,49,DeAndre Hopkins,1,CHI,HOU,8,5,54,10.8,6.8,1,28,1.0,0.0,16.4
2016.0,53,DeSean Jackson,1,PIT,WAS,10,6,102,17.0,10.2,0,9,1.0,1.0,19.2
2016.0,1,Demarcus Robinson,1,LAC,KC,0,0,0,0.0,0.0,0,8,1.0,1.0,0.0
2016.0,65,Demaryius Thomas,1,CAR,DEN,6,4,48,12.0,8.0,0,25,1.0,1.0,8.8
2016.0,23,Deonte Thompson,1,HOU,CHI,0,0,0,0.0,0.0,0,4,0.0,0.0,0.0
2016.0,17,Devin Funchess,1,DEN,CAR,4,1,9,9.0,2.2,0,1,0.0,1.0,1.9
2016.0,53,Devin Hester,1,BUF,BAL,0,0,0,0.0,0.0,0,10,1.0,1.0,0.0
2016.0,58,Dez Bryant,1,NYG,DAL,5,1,8,8.0,1.6,0,6,1.0,0.0,1.8
2016.0,33,Donte Moncrief,1,DET,IND,7,6,64,10.7,9.1,1,26,1.0,0.0,18.4
2016.0,22,Dontrelle Inman,1,KC,LAC,3,1,6,6.0,2.0,0,20,0.0,1.0,1.6
2016.0,17,Dorial Green-Beckham,1,CLE,PHI,2,2,14,7.0,7.0,0,18,1.0,1.0,3.4
2016.0,63,Doug Baldwin,1,MIA,SEA,11,9,92,10.2,8.4,1,22,1.0,0.0,24.2
2016.0,61,Dwayne Harris,1,DAL,NYG,0,0,0,0.0,0.0,0,12,0.0,0.0,0.0
2016.0,51,Eddie Royal,1,HOU,CHI,6,4,57,14.2,9.5,1,4,0.0,0.0,15.7
2016.0,1,Eli Rogers,1,WAS,PIT,7,6,59,9.8,8.4,1,14,0.0,1.0,17.9
2016.0,64,Emmanuel Sanders,1,CAR,DEN,8,5,49,9.8,6.1,0,25,1.0,1.0,9.9
2016.0,63,Eric Decker,1,CIN,NYJ,7,2,37,18.5,5.3,1,2,1.0,0.0,11.7
2016.0,64,Eric Weems,1,TB,ATL,0,0,0,0.0,0.0,0,13,1.0,0.0,0.0
2016.0,64,Golden Tate,1,IND,DET,7,7,41,5.9,5.9,0,11,0.0,0.0,11.3
2016.0,22,Greg Salas,1,BAL,BUF,1,0,0,0.0,0.0,0,21,0.0,1.0,0.0
2016.0,58,Harry Douglas,1,MIN,TEN,5,2,21,10.5,4.2,0,3,1.0,1.0,4.1
2016.0,12,JJ Nelson,1,NE,ARI,2,1,11,11.0,5.5,0,7,1.0,1.0,2.1
2016.0,11,Jaelen Strong,1,CHI,HOU,0,0,0,0.0,0.0,0,28,1.0,0.0,0.0
2016.0,1,Jakeem Grant,1,SEA,MIA,0,0,0,0.0,0.0,0,17,0.0,0.0,0.0
2016.0,1,Jalin Marshall,1,CIN,NYJ,1,0,0,0.0,0.0,0,2,1.0,0.0,0.0
2016.0,12,James Wright,1,NYJ,CIN,1,1,7,7.0,7.0,0,15,0.0,0.0,1.1
2016.0,17,Jamison Crowder,1,PIT,WAS,10,6,58,9.7,5.8,0,9,1.0,1.0,11.8
2016.0,11,Jared Abbrederis,1,JAX,GB,1,1,8,8.0,8.0,0,5,0.0,1.0,1.8
2016.0,48,Jaron Brown,1,NE,ARI,2,1,18,18.0,9.0,0,7,1.0,1.0,2.8
2016.0,33,Jarvis Landry,1,SEA,MIA,10,7,59,8.4,5.9,0,17,0.0,0.0,12.9
2016.0,20,Jeff Janis,1,JAX,GB,0,0,0,0.0,0.0,0,5,0.0,1.0,0.0
2016.0,62,Jeremy Kerley,1,LAR,SF,11,7,61,8.7,5.5,0,30,1.0,1.0,13.1
2016.0,47,Jeremy Maclin,1,LAC,KC,7,5,63,12.6,9.0,1,8,1.0,1.0,17.2
2016.0,54,Jermaine Kearse,1,MIA,SEA,7,5,57,11.4,8.1,0,22,1.0,0.0,10.7
2016.0,32,John Brown,1,NE,ARI,4,1,8,8.0,2.0,0,7,1.0,1.0,1.8
2016.0,1,Johnny Holton,1,NO,OAK,0,0,0,0.0,0.0,0,24,0.0,0.0,0.0
2016.0,33,Jordan Matthews,1,CLE,PHI,14,7,114,16.3,8.1,1,18,1.0,1.0,27.5
2016.0,14,Jordan Norwood,1,CAR,DEN,1,0,0,0.0,0.0,0,25,1.0,1.0,0.0
2016.0,1,Jordan Taylor,1,CAR,DEN,0,0,0,0.0,0.0,0,25,1.0,1.0,0.0
2016.0,44,Jordy Nelson,1,JAX,GB,9,6,32,5.3,3.6,1,5,0.0,1.0,15.2
2016.0,29,Josh Bellamy,1,HOU,CHI,0,0,0,0.0,0.0,0,4,0.0,0.0,0.0
2016.0,1,Josh Doctson,1,PIT,WAS,1,1,9,9.0,9.0,0,9,1.0,1.0,1.9
2016.0,28,Josh Huff,1,CLE,PHI,3,0,0,0.0,0.0,0,18,1.0,1.0,0.0
2016.0,49,Julian Edelman,1,ARI,NE,7,7,66,9.4,9.4,0,27,0.0,1.0,15.2
2016.0,53,Julio Jones,1,TB,ATL,8,4,66,16.5,8.2,1,13,1.0,0.0,16.6
2016.0,10,Justin Hardy,1,TB,ATL,2,1,0,0.0,0.0,0,13,1.0,0.0,1.0
2016.0,36,Justin Hunter,1,SEA,MIA,0,0,0,0.0,0.0,0,17,0.0,0.0,0.0
2016.0,34,Kamar Aiken,1,BUF,BAL,2,2,14,7.0,7.0,0,10,1.0,1.0,3.4
2016.0,38,Keenan Allen,1,KC,LAC,7,6,63,10.5,9.0,0,20,0.0,1.0,12.3
2016.0,17,Kelvin Benjamin,1,DEN,CAR,12,6,91,15.2,7.6,1,1,0.0,1.0,21.1
2016.0,58,Kenny Britt,1,SF,LAR,6,4,67,16.8,11.2,0,19,0.0,1.0,10.7
2016.0,48,Kenny Stills,1,SEA,MIA,5,1,16,16.0,3.2,0,17,0.0,0.0,2.6
2016.0,1,Kevin White,1,HOU,CHI,7,3,34,11.3,4.9,0,4,0.0,0.0,6.4
2016.0,63,Larry Fitzgerald,1,NE,ARI,10,8,81,10.1,8.1,2,7,1.0,1.0,28.1
2016.0,1,Leonte Carroo,1,SEA,MIA,2,2,14,7.0,7.0,0,17,0.0,0.0,3.4
2016.0,16,Lucky Whitehead,1,NYG,DAL,0,0,0,0.0,0.0,0,6,1.0,0.0,0.0
2016.0,1,Malcolm Mitchell,1,ARI,NE,5,2,33,16.5,6.6,0,27,0.0,1.0,5.3
2016.0,23,Marc Mariani,1,MIN,TEN,0,0,0,0.0,0.0,0,3,1.0,1.0,0.0
2016.0,24,Marqise Lee,1,GB,JAX,4,2,22,11.0,5.5,0,31,1.0,1.0,4.2
2016.0,25,Marquise Goodwin,1,BAL,BUF,0,0,0,0.0,0.0,0,21,0.0,1.0,0.0
2016.0,44,Marvin Jones,1,IND,DET,10,4,85,21.2,8.5,0,11,0.0,0.0,12.5
2016.0,60,Matthew Slater,1,ARI,NE,0,0,0,0.0,0.0,0,27,0.0,1.0,0.0
2016.0,54,Michael Crabtree,1,NO,OAK,9,7,87,12.4,9.7,0,24,0.0,0.0,17.7
2016.0,64,Michael Floyd,1,NE,ARI,7,3,61,20.3,8.7,0,7,1.0,1.0,9.1
2016.0,1,Michael Thomas,1,OAK,NO,6,6,58,9.7,9.7,0,16,1.0,0.0,11.8
2016.0,31,Mike Evans,1,ATL,TB,7,5,99,19.8,14.1,1,23,0.0,0.0,20.9
2016.0,17,Mike Thomas,1,SF,LAR,0,0,0,0.0,0.0,0,19,0.0,1.0,0.0
2016.0,64,Mike Wallace,1,BUF,BAL,6,3,91,30.3,15.2,1,10,1.0,1.0,19.2
2016.0,58,Mohamed Sanu,1,TB,ATL,8,5,80,16.0,10.0,1,13,1.0,0.0,21.0
2016.0,10,Neal Sterling,1,GB,JAX,0,0,0,0.0,0.0,0,31,1.0,1.0,0.0
2016.0,14,Nelson Agholor,1,CLE,PHI,5,4,57,14.2,11.4,1,18,1.0,1.0,15.7
2016.0,28,Odell Beckham Jr,1,DAL,NYG,8,4,73,18.2,9.1,0,12,0.0,0.0,11.3
2016.0,17,Paul Richardson,1,MIA,SEA,2,1,11,11.0,5.5,0,22,1.0,0.0,2.1
2016.0,12,Phillip Dorsett,1,DET,IND,6,4,94,23.5,15.7,0,26,1.0,0.0,13.4
2016.0,59,Pierre Garcon,1,PIT,WAS,6,6,51,8.5,8.5,0,9,1.0,1.0,11.1
2016.0,10,Quan Bray,1,DET,IND,0,0,0,0.0,0.0,0,26,1.0,0.0,0.0
2016.0,14,Quincy Enunwa,1,CIN,NYJ,8,7,54,7.7,6.8,1,2,1.0,0.0,19.3
2016.0,12,Quinton Dunbar,1,PIT,WAS,0,0,0,0.0,0.0,0,9,1.0,1.0,0.0
2016.0,27,Quinton Patton,1,LAR,SF,5,5,60,12.0,12.0,0,30,1.0,1.0,11.0
2016.0,53,Randall Cobb,1,JAX,GB,8,6,57,9.5,7.1,0,5,0.0,1.0,12.8
2016.0,10,Rashad Greene,1,GB,JAX,2,1,9,9.0,4.5,0,31,1.0,1.0,1.9
2016.0,1,Rashard Higgins,1,PHI,CLE,0,0,0,0.0,0.0,0,29,0.0,1.0,0.0
2016.0,1,Ricardo Louis,1,PHI,CLE,0,0,0,0.0,0.0,0,29,0.0,1.0,0.0
2016.0,50,Rishard Matthews,1,MIN,TEN,4,3,26,8.7,6.5,0,3,1.0,1.0,5.6
2016.0,1,Robby Anderson,1,CIN,NYJ,0,0,0,0.0,0.0,0,2,1.0,0.0,0.0
2016.0,45,Robert Woods,1,BAL,BUF,5,4,20,5.0,4.0,0,21,0.0,1.0,6.0
2016.0,37,Rod Streater,1,LAR,SF,0,0,0,0.0,0.0,0,30,1.0,1.0,0.0
2016.0,44,Russell Shepard,1,ATL,TB,0,0,0,0.0,0.0,0,23,0.0,0.0,0.9
2016.0,33,Ryan Grant,1,PIT,WAS,1,0,0,0.0,0.0,0,9,1.0,1.0,0.0
2016.0,8,Sammie Coates,1,WAS,PIT,3,2,56,28.0,18.7,0,14,0.0,1.0,7.6
2016.0,30,Sammy Watkins,1,BAL,BUF,6,4,43,10.8,7.2,0,21,0.0,1.0,8.3
2016.0,17,Seth Roberts,1,NO,OAK,4,2,19,9.5,4.8,1,24,0.0,0.0,9.9
2016.0,14,Stefon Diggs,1,TEN,MIN,9,7,103,14.7,11.4,0,32,0.0,1.0,20.2
2016.0,1,Sterling Shepard,1,DAL,NYG,4,3,43,14.3,10.8,1,12,0.0,0.0,13.3
2016.0,69,Steve Smith,1,BUF,BAL,8,5,19,3.8,2.4,0,10,1.0,1.0,6.9
2016.0,63,T.Y. Hilton,1,DET,IND,12,6,79,13.2,6.6,0,26,1.0,0.0,13.9
2016.0,1,Tajae Sharpe,1,MIN,TEN,11,7,76,10.9,6.9,0,3,1.0,1.0,14.6
2016.0,1,Tanner McEvoy,1,MIA,SEA,0,0,0,0.0,0.0,0,22,1.0,0.0,0.0
2016.0,3,Tavarres King,1,DAL,NYG,0,0,0,0.0,0.0,0,12,0.0,0.0,0.0
2016.0,45,Tavon Austin,1,SF,LAR,12,4,13,3.2,1.1,0,19,0.0,1.0,5.5
2016.0,60,Ted Ginn,1,DEN,CAR,1,1,5,5.0,5.0,0,1,0.0,1.0,3.5
2016.0,49,Terrance Williams,1,NYG,DAL,4,3,34,11.3,8.5,0,6,1.0,0.0,6.4
2016.0,17,Terrelle Pryor,1,PHI,CLE,7,3,68,22.7,9.7,0,29,0.0,1.0,9.8
2016.0,10,Tony Lippett,1,SEA,MIA,0,0,0,0.0,0.0,0,17,0.0,0.0,0.0
2016.0,65,Torrey Smith,1,LAR,SF,6,2,13,6.5,2.2,0,30,1.0,1.0,3.3
2016.0,55,Travis Benjamin,1,KC,LAC,8,7,32,4.6,4.0,0,20,0.0,1.0,10.2
2016.0,1,Tyler Boyd,1,NYJ,CIN,3,2,24,12.0,8.0,0,15,0.0,0.0,4.4
2016.0,17,Tyler Lockett,1,MIA,SEA,8,3,17,5.7,2.1,0,22,1.0,0.0,4.7
2016.0,1,Tyreek Hill,1,LAC,KC,1,1,9,9.0,9.0,1,8,1.0,1.0,7.9
2016.0,8,Tyrell Williams,1,KC,LAC,5,2,71,35.5,14.2,0,20,0.0,1.0,9.1
2016.0,37,Victor Cruz,1,DAL,NYG,4,4,34,8.5,8.5,1,12,0.0,0.0,13.4
2016.0,59,Vincent Jackson,1,ATL,TB,7,2,18,9.0,2.6,0,23,0.0,0.0,3.8
2016.0,1,Will Fuller,1,CHI,HOU,11,5,107,21.4,9.7,1,28,1.0,0.0,24.7
2016.0,16,Willie Snead,1,OAK,NO,9,9,172,19.1,19.1,1,16,1.0,0.0,35.2
2016.0,63,AJ Green,2,PIT,CIN,8,2,38,19.0,4.8,0,9,0.0,1.0,5.8
2016.0,2,Aaron Burbridge,2,CAR,SF,1,0,0,0.0,0.0,0,25,0.0,1.0,0.0
2016.0,15,Adam Humphries,2,ARI,TB,8,6,67,11.2,8.4,0,27,0.0,1.0,12.7
2016.0,34,Adam Thielen,2,GB,MIN,5,4,41,10.2,8.2,0,31,1.0,0.0,8.1
2016.0,28,Albert Wilson,2,HOU,KC,3,2,11,5.5,3.7,0,4,0.0,0.0,3.1
2016.0,38,Aldrick Robinson,2,OAK,ATL,4,3,39,13.0,9.8,0,16,0.0,1.0,6.9
2016.0,2,Alex Erickson,2,PIT,CIN,1,1,20,20.0,20.0,0,9,0.0,1.0,3.0
2016.0,33,Allen Hurns,2,LAC,JAX,10,5,64,12.8,6.4,0,8,0.0,1.0,11.4
2016.0,28,Allen Robinson,2,LAC,JAX,5,3,54,18.0,10.8,0,8,0.0,1.0,8.4
2016.0,53,Alshon Jeffery,2,PHI,CHI,7,5,96,19.2,13.7,0,29,1.0,1.0,14.6
2016.0,18,Amari Cooper,2,ATL,OAK,9,5,71,14.2,7.9,0,23,1.0,1.0,12.1
2016.0,51,Andre Holmes,2,ATL,OAK,3,1,6,6.0,2.0,1,23,1.0,1.0,7.6
2016.0,65,Andre Johnson,2,DET,TEN,2,1,9,9.0,4.5,1,26,0.0,0.0,7.9
2016.0,58,Andre Roberts,2,TEN,DET,0,0,0,0.0,0.0,0,32,1.0,0.0,0.0
2016.0,47,Andrew Hawkins,2,BAL,CLE,3,3,28,9.3,9.3,0,21,1.0,1.0,5.8
2016.0,63,Anquan Boldin,2,TEN,DET,7,4,48,12.0,6.9,1,32,1.0,0.0,14.8
2016.0,63,Antonio Brown,2,CIN,PIT,11,4,39,9.8,3.5,0,2,1.0,1.0,7.9
2016.0,10,Arrelious Benn,2,LAC,JAX,2,1,9,9.0,4.5,0,8,0.0,1.0,1.9
2016.0,18,Bradley Marquez,2,SEA,LAR,0,0,0,0.0,0.0,0,17,1.0,1.0,0.0
2016.0,28,Brandin Cooks,2,NYG,NO,9,7,68,9.7,7.6,0,6,0.0,0.0,13.8
2016.0,18,Brandon Coleman,2,NYG,NO,4,2,15,7.5,3.8,0,6,0.0,0.0,3.5
2016.0,58,Brandon LaFell,2,PIT,CIN,8,3,39,13.0,4.9,0,9,0.0,1.0,6.9
2016.0,63,Brandon Marshall,2,BUF,NYJ,9,6,101,16.8,11.2,0,10,0.0,0.0,19.1
2016.0,66,Brandon Tate,2,NYJ,BUF,0,0,0,0.0,0.0,0,15,1.0,0.0,0.0
2016.0,2,Braxton Miller,2,KC,HOU,3,1,3,3.0,1.0,0,20,1.0,0.0,1.1
2016.0,25,Brenton Bersin,2,SF,CAR,0,0,0,0.0,0.0,0,19,1.0,1.0,0.0
2016.0,2,Breshad Perriman,2,CLE,BAL,5,2,32,16.0,6.4,0,18,0.0,1.0,5.2
2016.0,53,Brian Quick,2,SEA,LAR,1,1,8,8.0,8.0,0,17,1.0,1.0,1.8
2016.0,34,Brice Butler,2,WAS,DAL,1,0,0,0.0,0.0,0,14,0.0,1.0,0.0
2016.0,53,Cecil Shorts,2,ARI,TB,2,1,12,12.0,6.0,0,27,0.0,1.0,2.2
2016.0,25,Charles Johnson,2,GB,MIN,2,2,15,7.5,7.5,0,31,1.0,0.0,3.5
2016.0,2,Charone Peake,2,BUF,NYJ,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0
2016.0,1,Chester Rogers,2,DEN,IND,1,0,0,0.0,0.0,0,1,0.0,1.0,0.0
2016.0,18,Chris Conley,2,HOU,KC,4,2,15,7.5,3.8,0,4,0.0,0.0,3.5
2016.0,50,Chris Hogan,2,MIA,NE,6,4,59,14.8,9.8,0,22,1.0,0.0,9.9
2016.0,2,Chris Moore,2,CLE,BAL,2,1,9,9.0,4.5,0,18,0.0,1.0,1.9
2016.0,24,Cody Latimer,2,IND,DEN,2,2,12,6.0,6.0,0,11,1.0,1.0,3.2
2016.0,59,Cole Beasley,2,WAS,DAL,6,5,75,15.0,12.5,0,14,0.0,1.0,12.5
2016.0,50,Cordarrelle Patterson,2,GB,MIN,0,0,0,0.0,0.0,0,31,1.0,0.0,-0.2
2016.0,30,Corey Brown,2,SF,CAR,6,3,15,5.0,2.5,0,19,1.0,1.0,4.5
2016.0,2,Corey Coleman,2,BAL,CLE,8,5,104,20.8,13.0,2,21,1.0,1.0,30.4
2016.0,55,Danny Amendola,2,MIA,NE,4,4,48,12.0,12.0,2,22,1.0,0.0,19.8
2016.0,65,Darrius Heyward-Bey,2,CIN,PIT,2,1,7,7.0,3.5,0,2,1.0,1.0,1.7
