year,games,Name,Week,Opponent,Team,tar,rec,yds,yds/rec,yds/tar,td,def_rk,h/a_1,surface_0,points
2014.0,1,Taylor Gabriel,1,PIT,CLE,6,2,13,6.5,2.2,0,12,1.0,1.0,3.3
2014.0,29,Ted Ginn,1,LAC,ARI,3,2,29,14.5,9.7,0,29,1.0,1.0,4.9
2014.0,17,Terrance Williams,1,SF,DAL,7,4,50,12.5,7.1,1,9,1.0,0.0,15.0
2014.0,33,Torrey Smith,1,CIN,BAL,7,3,50,16.7,7.1,0,11,1.0,1.0,8.0
2014.0,23,Travis Benjamin,1,PIT,CLE,3,2,20,10.0,6.7,1,12,1.0,1.0,11.0
2014.0,31,Victor Cruz,1,DET,NYG,6,2,24,12.0,4.0,0,30,0.0,0.0,4.4
2014.0,33,Vincent Jackson,1,CAR,TB,9,4,36,9.0,4.0,0,3,1.0,1.0,7.6
2014.0,34,AJ Green,2,ATL,CIN,0,0,0,0.0,0.0,0,21,1.0,0.0,0.0
2014.0,21,AJ Jenkins,2,DEN,KC,3,3,16,5.3,5.3,0,22,1.0,1.0,4.6
2014.0,13,Aaron Dobson,2,MIN,NE,2,1,13,13.0,6.5,0,31,1.0,0.0,2.3
2014.0,2,Adam Thielen,2,NE,MIN,3,0,0,0.0,0.0,0,10,1.0,0.0,0.0
2014.0,33,Aldrick Robinson,2,JAX,WAS,2,1,6,6.0,3.0,0,17,1.0,1.0,1.6
2014.0,2,Allen Hurns,2,WAS,JAX,6,2,13,6.5,2.2,0,26,0.0,1.0,3.3
2014.0,2,Allen Robinson,2,WAS,JAX,6,4,75,18.8,12.5,0,26,0.0,1.0,11.5
2014.0,28,Alshon Jeffery,2,SF,CHI,6,3,47,15.7,7.8,0,9,1.0,1.0,7.7
2014.0,26,Andre Caldwell,2,KC,DEN,1,0,0,0.0,0.0,0,18,1.0,1.0,0.0
2014.0,19,Andre Holmes,2,HOU,OAK,7,5,45,9.0,6.4,0,5,1.0,1.0,9.5
2014.0,34,Andre Johnson,2,OAK,HOU,7,6,74,12.3,10.6,0,28,1.0,0.0,13.4
2014.0,33,Andre Roberts,2,JAX,WAS,5,4,57,14.2,11.4,0,17,1.0,1.0,11.6
2014.0,24,Andrew Hawkins,2,NO,CLE,12,6,70,11.7,5.8,0,4,1.0,1.0,13.0
2014.0,33,Anquan Boldin,2,CHI,SF,6,2,34,17.0,5.7,0,13,1.0,1.0,5.4
2014.0,31,Antonio Brown,2,BAL,PIT,12,7,90,12.9,7.5,0,16,0.0,1.0,17.0
2014.0,32,Austin Pettis,2,TB,LAR,4,3,46,15.3,11.5,0,19,0.0,1.0,7.6
2014.0,23,Brad Smith,2,IND,PHI,0,0,0,0.0,0.0,0,20,1.0,1.0,0.0
2014.0,2,Brandin Cooks,2,CLE,NO,6,3,17,5.7,2.8,0,14,0.0,1.0,7.8
2014.0,25,Brandon Gibson,2,BUF,MIA,4,3,27,9.0,6.8,0,23,0.0,0.0,5.7
2014.0,31,Brandon LaFell,2,MIN,NE,0,0,0,0.0,0.0,0,31,1.0,0.0,0.0
2014.0,34,Brandon Marshall,2,SF,CHI,8,5,48,9.6,6.0,3,9,1.0,1.0,27.8
2014.0,34,Brandon Tate,2,ATL,CIN,3,1,50,50.0,16.7,0,21,1.0,0.0,6.0
2014.0,1,Brenton Bersin,2,DET,CAR,1,1,8,8.0,8.0,0,30,1.0,1.0,1.8
2014.0,34,Brian Hartline,2,BUF,MIA,8,5,36,7.2,4.5,0,23,0.0,0.0,8.6
2014.0,33,Brian Quick,2,TB,LAR,9,7,74,10.6,8.2,0,19,0.0,1.0,14.4
2014.0,11,Brice Butler,2,HOU,OAK,2,1,-2,-2.0,-1.0,0,5,1.0,1.0,0.8
2014.0,2,Bruce Ellington,2,CHI,SF,1,0,0,0.0,0.0,0,13,1.0,1.0,0.0
2014.0,6,Bryan Walters,2,LAC,SEA,2,2,17,8.5,8.5,0,29,1.0,0.0,3.7
2014.0,32,Calvin Johnson,2,CAR,DET,13,6,83,13.8,6.4,0,3,0.0,1.0,14.3
2014.0,33,Chris Givens,2,TB,LAR,2,1,15,15.0,7.5,0,19,0.0,1.0,2.5
2014.0,18,Chris Hogan,2,MIA,BUF,0,0,0,0.0,0.0,0,7,1.0,0.0,0.0
2014.0,16,Chris Owusu,2,LAR,TB,0,0,0,0.0,0.0,0,15,1.0,1.0,0.0
2014.0,1,Chris Williams,2,SF,CHI,0,0,0,0.0,0.0,0,9,1.0,1.0,0.0
2014.0,27,Cole Beasley,2,TEN,DAL,1,1,10,10.0,10.0,0,2,0.0,1.0,2.0
2014.0,18,Cordarrelle Patterson,2,NE,MIN,7,4,56,14.0,8.0,0,10,1.0,0.0,9.6
2014.0,2,Corey Brown,2,DET,CAR,0,0,0,0.0,0.0,0,30,1.0,1.0,1.1
2014.0,2,Corey Fuller,2,CAR,DET,1,0,0,0.0,0.0,0,3,0.0,1.0,0.0
2014.0,2,Corey Washington,2,ARI,NYG,0,0,0,0.0,0.0,0,8,1.0,0.0,0.0
2014.0,29,Damaris Johnson,2,OAK,HOU,2,1,4,4.0,2.0,0,28,1.0,0.0,1.4
2014.0,18,Dane Sanzenbacher,2,ATL,CIN,4,2,42,21.0,10.5,0,21,1.0,0.0,6.2
2014.0,25,Danny Amendola,2,MIN,NE,1,0,0,0.0,0.0,0,31,1.0,0.0,0.0
2014.0,33,Darrius Heyward-Bey,2,BAL,PIT,0,0,0,0.0,0.0,0,16,0.0,1.0,0.0
2014.0,2,Davante Adams,2,NYJ,GB,7,5,50,10.0,7.1,0,25,1.0,1.0,10.0
2014.0,15,David Nelson,2,GB,NYJ,1,1,6,6.0,6.0,0,24,0.0,1.0,1.6
2014.0,18,DeAndre Hopkins,2,OAK,HOU,5,3,22,7.3,4.4,1,28,1.0,0.0,11.2
2014.0,29,DeSean Jackson,2,JAX,WAS,2,1,19,19.0,9.5,0,17,1.0,1.0,2.9
2014.0,34,Demaryius Thomas,2,KC,DEN,7,5,62,12.4,8.9,1,18,1.0,1.0,17.2
2014.0,30,Denarius Moore,2,HOU,OAK,5,3,29,9.7,5.8,0,5,1.0,1.0,5.9
2014.0,16,Derek Hagan,2,DAL,TEN,1,1,25,25.0,25.0,0,27,1.0,1.0,3.5
2014.0,33,Devin Hester,2,CIN,ATL,1,1,2,2.0,2.0,0,11,1.0,0.0,1.2
2014.0,2,Devin Street,2,TEN,DAL,0,0,0,0.0,0.0,0,2,0.0,1.0,0.0
2014.0,34,Dez Bryant,2,TEN,DAL,14,10,103,10.3,7.4,1,2,0.0,1.0,29.3
2014.0,34,Donnie Avery,2,DEN,KC,6,3,14,4.7,2.3,0,22,1.0,1.0,4.4
2014.0,2,Donte Moncrief,2,PHI,IND,1,1,16,16.0,16.0,0,32,1.0,0.0,2.6
2014.0,1,Dontrelle Inman,2,SEA,LAC,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0
2014.0,32,Doug Baldwin,2,LAC,SEA,6,3,35,11.7,5.8,0,29,1.0,0.0,6.5
2014.0,29,Dwayne Bowe,2,DEN,KC,6,3,40,13.3,6.7,0,22,1.0,1.0,7.0
2014.0,31,Dwayne Harris,2,TEN,DAL,0,0,0,0.0,0.0,0,2,0.0,1.0,0.0
2014.0,27,Eddie Royal,2,SEA,LAC,10,7,69,9.9,6.9,0,1,0.0,0.0,13.9
2014.0,34,Emmanuel Sanders,2,KC,DEN,9,8,108,13.5,12.0,0,18,1.0,1.0,21.6
2014.0,34,Eric Decker,2,GB,NYJ,7,4,63,15.8,9.0,1,24,0.0,1.0,16.3
2014.0,33,Eric Weems,2,CIN,ATL,0,0,0,0.0,0.0,0,11,1.0,0.0,0.0
2014.0,2,Frankie Hammond,2,DEN,KC,0,0,0,0.0,0.0,0,22,1.0,1.0,0.0
2014.0,33,Golden Tate,2,CAR,DET,8,5,57,11.4,7.1,0,3,0.0,1.0,10.7
2014.0,25,Greg Jennings,2,NE,MIN,4,1,4,4.0,1.0,0,10,1.0,0.0,1.4
2014.0,11,Greg Salas,2,GB,NYJ,2,0,0,0.0,0.0,0,24,0.0,1.0,0.0
2014.0,10,Griff Whalen,2,PHI,IND,0,0,0,0.0,0.0,0,32,1.0,0.0,0.0
2014.0,30,Hakeem Nicks,2,PHI,IND,3,1,-4,-4.0,-1.3,0,32,1.0,0.0,0.6
2014.0,33,Harry Douglas,2,CIN,ATL,8,4,38,9.5,4.8,0,11,1.0,0.0,7.8
2014.0,2,Isaiah Burse,2,KC,DEN,0,0,0,0.0,0.0,0,18,1.0,1.0,0.0
2014.0,30,Jacoby Jones,2,PIT,BAL,1,1,4,4.0,4.0,0,12,1.0,1.0,1.6
2014.0,2,Jalen Saunders,2,GB,NYJ,0,0,0,0.0,0.0,0,24,0.0,1.0,0.0
2014.0,31,James Jones,2,HOU,OAK,14,9,112,12.4,8.0,1,5,1.0,1.0,28.2
2014.0,1,James Wright,2,ATL,CIN,1,0,0,0.0,0.0,0,21,1.0,0.0,0.0
2014.0,25,Jarius Wright,2,NE,MIN,3,1,12,12.0,4.0,0,10,1.0,0.0,1.7
2014.0,18,Jaron Brown,2,NYG,ARI,0,0,0,0.0,0.0,0,6,1.0,1.0,0.0
2014.0,27,Jarrett Boykin,2,NYJ,GB,3,1,6,6.0,2.0,0,25,1.0,1.0,1.6
2014.0,2,Jarvis Landry,2,BUF,MIA,6,5,49,9.8,8.2,0,23,0.0,0.0,8.9
2014.0,32,Jason Avant,2,DET,CAR,7,5,54,10.8,7.7,1,30,1.0,1.0,16.4
2014.0,18,Jeff Maehl,2,IND,PHI,0,0,0,0.0,0.0,0,20,1.0,1.0,0.0
2014.0,31,Jeremy Kerley,2,GB,NYJ,8,3,22,7.3,2.8,0,24,0.0,1.0,8.9
2014.0,17,Jeremy Maclin,2,IND,PHI,11,4,45,11.2,4.1,1,20,1.0,1.0,14.5
2014.0,19,Jeremy Ross,2,CAR,DET,3,2,23,11.5,7.7,0,3,0.0,1.0,3.3
2014.0,24,Jermaine Kearse,2,LAC,SEA,5,4,61,15.2,12.2,0,29,1.0,0.0,10.1
2014.0,26,Jerrel Jernigan,2,ARI,NYG,2,2,15,7.5,7.5,0,8,1.0,0.0,3.5
2014.0,32,Jerricho Cotchery,2,DET,CAR,4,4,46,11.5,11.5,0,30,1.0,1.0,10.6
2014.0,2,John Brown,2,NYG,ARI,4,3,28,9.3,7.0,0,6,1.0,1.0,6.0
2014.0,2,Jordan Matthews,2,IND,PHI,4,1,17,17.0,4.2,0,20,1.0,1.0,2.7
2014.0,29,Jordy Nelson,2,NYJ,GB,16,9,209,23.2,13.1,1,25,1.0,1.0,38.9
2014.0,9,Josh Bellamy,2,SF,CHI,1,0,0,0.0,0.0,0,9,1.0,1.0,0.0
2014.0,27,Julian Edelman,2,MIN,NE,7,6,81,13.5,11.6,1,31,1.0,0.0,21.0
2014.0,23,Julio Jones,2,CIN,ATL,13,7,88,12.6,6.8,1,11,1.0,0.0,21.8
2014.0,19,Junior Hemingway,2,DEN,KC,4,2,21,10.5,5.2,0,22,1.0,1.0,4.1
2014.0,2,Justin Brown,2,BAL,PIT,4,1,6,6.0,1.5,0,16,0.0,1.0,0.6
2014.0,16,Justin Hunter,2,DAL,TEN,6,2,26,13.0,4.3,0,27,1.0,1.0,4.6
2014.0,3,Kamar Aiken,2,PIT,BAL,0,0,0,0.0,0.0,0,12,1.0,1.0,0.0
2014.0,31,Kassim Osgood,2,CHI,SF,0,0,0,0.0,0.0,0,13,1.0,1.0,0.0
2014.0,17,Keenan Allen,2,SEA,LAC,6,5,55,11.0,9.2,0,1,0.0,0.0,10.5
2014.0,2,Kelvin Benjamin,2,DET,CAR,8,2,46,23.0,5.8,0,30,1.0,1.0,6.6
2014.0,33,Kendall Wright,2,DAL,TEN,5,3,31,10.3,6.2,0,27,1.0,1.0,6.1
2014.0,27,Kenny Britt,2,TB,LAR,1,1,17,17.0,17.0,0,19,0.0,1.0,3.9
2014.0,17,Kenny Stills,2,CLE,NO,4,3,25,8.3,6.2,0,14,0.0,1.0,5.5
2014.0,34,Keshawn Martin,2,OAK,HOU,0,0,0,0.0,0.0,0,28,1.0,0.0,0.0
2014.0,34,Larry Fitzgerald,2,NYG,ARI,10,6,51,8.5,5.1,0,6,1.0,1.0,11.1
2014.0,17,Malcom Floyd,2,SEA,LAC,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0
2014.0,21,Marcus Easley,2,MIA,BUF,0,0,0,0.0,0.0,0,7,1.0,0.0,0.0
2014.0,14,Markus Wheaton,2,BAL,PIT,8,5,38,7.6,4.8,0,16,0.0,1.0,11.0
2014.0,16,Marlon Brown,2,PIT,BAL,0,0,0,0.0,0.0,0,12,1.0,1.0,0.0
2014.0,28,Marlon Moore,2,NO,CLE,0,0,0,0.0,0.0,0,4,1.0,1.0,0.0
2014.0,2,Marqise Lee,2,WAS,JAX,4,2,11,5.5,2.8,0,26,0.0,1.0,3.1
2014.0,33,Marques Colston,2,CLE,NO,0,0,0,0.0,0.0,0,14,0.0,1.0,0.0
2014.0,14,Marquise Goodwin,2,MIA,BUF,0,0,0,0.0,0.0,0,7,1.0,0.0,0.4
2014.0,29,Matthew Slater,2,MIN,NE,0,0,0,0.0,0.0,0,31,1.0,0.0,0.0
2014.0,23,Michael Crabtree,2,CHI,SF,9,7,82,11.7,9.1,1,13,1.0,1.0,21.2
2014.0,34,Michael Floyd,2,NYG,ARI,6,1,19,19.0,3.2,0,6,1.0,1.0,2.9
2014.0,15,Mike Brown,2,WAS,JAX,4,0,0,0.0,0.0,0,26,0.0,1.0,0.0
2014.0,2,Mike Evans,2,LAR,TB,4,4,49,12.2,12.2,0,15,1.0,1.0,8.9
2014.0,33,Mike Wallace,2,BUF,MIA,8,5,56,11.2,7.0,1,23,0.0,0.0,16.6
2014.0,24,Mike Williams,2,MIA,BUF,3,1,3,3.0,1.0,0,7,1.0,0.0,1.3
2014.0,28,Miles Austin,2,NO,CLE,10,6,44,7.3,4.4,1,4,1.0,1.0,16.4
2014.0,27,Mohamed Sanu,2,ATL,CIN,4,3,84,28.0,21.0,1,21,1.0,0.0,19.4
2014.0,34,Nate Washington,2,DAL,TEN,6,1,1,1.0,0.2,0,27,1.0,1.0,1.1
2014.0,2,Paul Richardson,2,LAC,SEA,0,0,0,0.0,0.0,0,29,1.0,0.0,0.0
2014.0,12,Percy Harvin,2,LAC,SEA,1,1,5,5.0,5.0,0,29,1.0,0.0,11.0
2014.0,28,Pierre Garcon,2,JAX,WAS,4,1,12,12.0,3.0,0,17,1.0,1.0,2.2
2014.0,4,Preston Parker,2,ARI,NYG,2,1,29,29.0,14.5,0,8,1.0,0.0,3.9
2014.0,22,Randall Cobb,2,NYJ,GB,6,5,39,7.8,6.5,2,25,1.0,1.0,23.5
2014.0,25,Reggie Wayne,2,PHI,IND,7,3,28,9.3,4.0,0,32,1.0,0.0,5.8
2014.0,10,Ricardo Lockette,2,LAC,SEA,1,0,0,0.0,0.0,0,29,1.0,0.0,0.2
2014.0,29,Riley Cooper,2,IND,PHI,3,1,8,8.0,2.7,0,20,1.0,1.0,1.8
2014.0,26,Rishard Matthews,2,BUF,MIA,5,1,4,4.0,0.8,0,23,0.0,0.0,1.4
2014.0,2,Robert Herron,2,LAR,TB,3,2,13,6.5,4.3,0,15,1.0,1.0,3.3
2014.0,32,Robert Meachem,2,CLE,NO,5,3,37,12.3,7.4,0,14,0.0,1.0,6.7
2014.0,16,Robert Woods,2,MIA,BUF,3,1,5,5.0,1.7,0,7,1.0,0.0,1.5
2014.0,34,Rod Streater,2,HOU,OAK,3,1,6,6.0,2.0,0,5,1.0,1.0,1.6
2014.0,31,Roddy White,2,CIN,ATL,8,5,42,8.4,5.2,0,11,1.0,0.0,9.2
2014.0,34,Rueben Randle,2,ARI,NYG,7,4,39,9.8,5.6,1,8,1.0,0.0,13.9
2014.0,16,Russell Shepard,2,LAR,TB,0,0,0,0.0,0.0,0,15,1.0,1.0,0.0
2014.0,2,Ryan Grant,2,JAX,WAS,8,5,57,11.4,7.1,0,17,1.0,1.0,10.7
2014.0,5,Saalim Hakim,2,GB,NYJ,0,0,0,0.0,0.0,0,24,0.0,1.0,0.0
2014.0,2,Sammy Watkins,2,MIA,BUF,11,8,117,14.6,10.6,1,7,1.0,0.0,28.7
2014.0,17,Santonio Holmes,2,SF,CHI,2,2,20,10.0,10.0,0,9,1.0,1.0,4.0
2014.0,20,Seyi Ajirotutu,2,SEA,LAC,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0
2014.0,2,Solomon Patton,2,LAR,TB,0,0,0,0.0,0.0,0,15,1.0,1.0,0.0
2014.0,30,Steve Johnson,2,CHI,SF,4,2,26,13.0,6.5,0,13,1.0,1.0,4.6
2014.0,47,Steve Smith,2,PIT,BAL,10,6,71,11.8,7.1,0,12,1.0,1.0,13.1
2014.0,33,T.Y. Hilton,2,PHI,IND,11,6,65,10.8,5.9,0,32,1.0,0.0,12.5
2014.0,15,Tavon Austin,2,TB,LAR,1,0,0,0.0,0.0,0,19,0.0,1.0,2.1
2014.0,2,Taylor Gabriel,2,NO,CLE,4,3,13,4.3,3.2,0,4,1.0,1.0,4.3
2014.0,30,Ted Ginn,2,NYG,ARI,0,0,0,0.0,0.0,0,6,1.0,1.0,6.0
2014.0,18,Terrance Williams,2,TEN,DAL,4,2,20,10.0,5.0,0,2,0.0,1.0,4.0
2014.0,34,Torrey Smith,2,PIT,BAL,3,1,10,10.0,3.3,0,12,1.0,1.0,2.0
2014.0,24,Travis Benjamin,2,NO,CLE,4,1,6,6.0,1.5,0,4,1.0,1.0,1.6
2014.0,32,Victor Cruz,2,ARI,NYG,10,5,60,12.0,6.0,0,8,1.0,0.0,11.0
2014.0,34,Vincent Jackson,2,LAR,TB,7,4,51,12.8,7.3,0,15,1.0,1.0,9.1
2014.0,35,AJ Green,3,TEN,CIN,9,6,102,17.0,11.3,0,2,1.0,0.0,19.2
2014.0,22,AJ Jenkins,3,MIA,KC,0,0,0,0.0,0.0,0,7,0.0,1.0,0.0
2014.0,3,Adam Thielen,3,NO,MIN,0,0,0,0.0,0.0,0,4,1.0,0.0,0.0
2014.0,34,Aldrick Robinson,3,PHI,WAS,0,0,0,0.0,0.0,0,32,1.0,1.0,0.0
2014.0,3,Allen Hurns,3,IND,JAX,3,1,63,63.0,21.0,1,20,1.0,1.0,13.3
2014.0,3,Allen Robinson,3,IND,JAX,10,7,79,11.3,7.9,0,20,1.0,1.0,14.9
2014.0,29,Alshon Jeffery,3,NYJ,CHI,13,8,105,13.1,8.1,0,25,0.0,0.0,22.8
2014.0,27,Andre Caldwell,3,SEA,DEN,0,0,0,0.0,0.0,0,1,1.0,1.0,0.0
2014.0,20,Andre Holmes,3,NE,OAK,2,1,29,29.0,14.5,0,10,0.0,0.0,3.9
2014.0,35,Andre Johnson,3,NYG,HOU,11,4,24,6.0,2.2,0,6,0.0,0.0,6.4
2014.0,34,Andre Roberts,3,PHI,WAS,6,4,38,9.5,6.3,0,32,1.0,1.0,7.8
2014.0,25,Andrew Hawkins,3,BAL,CLE,10,7,87,12.4,8.7,0,16,1.0,1.0,15.7
2014.0,34,Anquan Boldin,3,ARI,SF,6,6,36,6.0,6.0,0,8,1.0,1.0,9.6
2014.0,32,Antonio Brown,3,CAR,PIT,10,10,90,9.0,9.0,2,3,1.0,1.0,31.0
2014.0,33,Austin Pettis,3,DAL,LAR,4,3,28,9.3,7.0,1,27,0.0,0.0,11.8
2014.0,24,Brad Smith,3,WAS,PHI,0,0,0,0.0,0.0,0,26,1.0,1.0,0.0
2014.0,3,Brandin Cooks,3,MIN,NO,10,8,74,9.2,7.4,0,31,1.0,0.0,15.4
2014.0,26,Brandon Gibson,3,KC,MIA,4,1,3,3.0,0.8,0,18,1.0,1.0,1.3
2014.0,32,Brandon LaFell,3,OAK,NE,8,4,46,11.5,5.8,0,28,1.0,0.0,8.6
2014.0,18,Brandon Lloyd,3,ARI,SF,4,1,5,5.0,1.2,0,8,1.0,1.0,1.5
2014.0,35,Brandon Marshall,3,NYJ,CHI,6,1,6,6.0,1.0,0,25,0.0,0.0,1.6
2014.0,35,Brandon Tate,3,TEN,CIN,1,1,5,5.0,5.0,0,2,1.0,0.0,2.7
2014.0,2,Brenton Bersin,3,PIT,CAR,1,1,29,29.0,29.0,0,12,1.0,1.0,3.9
2014.0,35,Brian Hartline,3,KC,MIA,7,3,25,8.3,3.6,1,18,1.0,1.0,11.5
2014.0,34,Brian Quick,3,DAL,LAR,4,2,62,31.0,15.5,1,27,0.0,0.0,14.2
2014.0,12,Brice Butler,3,NE,OAK,0,0,0,0.0,0.0,0,10,0.0,0.0,0.0
2014.0,3,Bruce Ellington,3,ARI,SF,1,0,0,0.0,0.0,0,8,1.0,1.0,0.1
2014.0,7,Bryan Walters,3,DEN,SEA,5,2,22,11.0,4.4,0,22,1.0,0.0,4.2
2014.0,33,Calvin Johnson,3,GB,DET,10,6,82,13.7,8.2,0,24,1.0,0.0,14.2
2014.0,28,Cecil Shorts,3,IND,JAX,10,5,35,7.0,3.5,1,20,1.0,1.0,14.5
2014.0,34,Chris Givens,3,DAL,LAR,3,1,5,5.0,1.7,0,27,0.0,0.0,1.5
2014.0,19,Chris Hogan,3,LAC,BUF,0,0,0,0.0,0.0,0,29,1.0,0.0,0.0
2014.0,17,Chris Owusu,3,ATL,TB,0,0,0,0.0,0.0,0,21,0.0,0.0,0.0
2014.0,28,Cole Beasley,3,LAR,DAL,2,1,9,9.0,4.5,0,15,1.0,0.0,1.9
2014.0,19,Cordarrelle Patterson,3,NO,MIN,5,4,61,15.2,12.2,0,4,1.0,0.0,9.4
2014.0,3,Corey Brown,3,PIT,CAR,9,7,66,9.4,7.3,0,12,1.0,1.0,12.6
2014.0,3,Corey Fuller,3,GB,DET,2,1,52,52.0,26.0,0,24,1.0,0.0,6.2
2014.0,3,Corey Washington,3,HOU,NYG,0,0,0,0.0,0.0,0,5,1.0,0.0,0.0
2014.0,15,Courtney Roby,3,TB,ATL,2,1,11,11.0,5.5,0,19,1.0,0.0,2.1
2014.0,30,Damaris Johnson,3,NYG,HOU,2,2,56,28.0,28.0,1,6,0.0,0.0,13.6
2014.0,19,Dane Sanzenbacher,3,TEN,CIN,0,0,0,0.0,0.0,0,2,1.0,0.0,0.0
2014.0,26,Danny Amendola,3,OAK,NE,1,0,0,0.0,0.0,0,28,1.0,0.0,0.0
2014.0,34,Darrius Heyward-Bey,3,CAR,PIT,0,0,0,0.0,0.0,0,3,1.0,1.0,0.0
2014.0,3,Davante Adams,3,DET,GB,3,2,11,5.5,3.7,0,30,0.0,0.0,3.1
2014.0,16,David Nelson,3,CHI,NYJ,7,3,15,5.0,2.1,0,13,1.0,0.0,4.5
2014.0,19,DeAndre Hopkins,3,NYG,HOU,9,6,116,19.3,12.9,0,6,0.0,0.0,20.6
2014.0,30,DeSean Jackson,3,PHI,WAS,11,5,117,23.4,10.6,1,32,1.0,1.0,25.7
2014.0,35,Demaryius Thomas,3,SEA,DEN,9,4,31,7.8,3.4,0,1,1.0,1.0,9.1
2014.0,31,Denarius Moore,3,NE,OAK,7,3,23,7.7,3.3,0,10,0.0,0.0,5.3
2014.0,17,Derek Hagan,3,CIN,TEN,0,0,0,0.0,0.0,0,11,1.0,1.0,0.0
2014.0,34,Devin Hester,3,TB,ATL,1,1,25,25.0,25.0,0,19,1.0,0.0,17.5
2014.0,3,Devin Street,3,LAR,DAL,0,0,0,0.0,0.0,0,15,1.0,0.0,0.0
2014.0,35,Dez Bryant,3,LAR,DAL,7,6,89,14.8,12.7,1,15,1.0,0.0,20.9
2014.0,35,Donnie Avery,3,MIA,KC,3,2,12,6.0,4.0,0,7,0.0,1.0,3.2
2014.0,3,Donte Moncrief,3,JAX,IND,5,4,55,13.8,11.0,0,17,0.0,1.0,10.2
2014.0,33,Doug Baldwin,3,DEN,SEA,5,4,56,14.0,11.2,0,22,1.0,0.0,9.6
2014.0,30,Dwayne Bowe,3,MIA,KC,5,3,32,10.7,6.4,0,7,0.0,1.0,6.2
2014.0,32,Dwayne Harris,3,LAR,DAL,0,0,0,0.0,0.0,0,15,1.0,0.0,0.0
2014.0,28,Eddie Royal,3,BUF,LAC,6,4,42,10.5,7.0,2,23,0.0,0.0,20.2
2014.0,35,Emmanuel Sanders,3,SEA,DEN,15,11,149,13.5,9.9,0,1,1.0,1.0,28.9
2014.0,35,Eric Decker,3,CHI,NYJ,1,1,19,19.0,19.0,0,13,1.0,0.0,2.9
2014.0,34,Eric Weems,3,TB,ATL,5,4,69,17.2,13.8,0,19,1.0,0.0,10.9
2014.0,3,Frankie Hammond,3,MIA,KC,0,0,0,0.0,0.0,0,7,0.0,1.0,0.0
2014.0,34,Golden Tate,3,GB,DET,7,5,51,10.2,7.3,0,24,1.0,0.0,10.1
2014.0,26,Greg Jennings,3,NO,MIN,7,5,70,14.0,10.0,0,4,1.0,0.0,12.0
2014.0,12,Greg Salas,3,CHI,NYJ,3,2,56,28.0,18.7,0,13,1.0,0.0,7.6
2014.0,11,Griff Whalen,3,JAX,IND,0,0,0,0.0,0.0,0,17,0.0,1.0,0.0
2014.0,31,Hakeem Nicks,3,JAX,IND,4,4,50,12.5,12.5,1,17,0.0,1.0,15.0
2014.0,34,Harry Douglas,3,TB,ATL,2,2,14,7.0,7.0,1,19,1.0,0.0,9.4
2014.0,3,Isaiah Burse,3,SEA,DEN,0,0,0,0.0,0.0,0,1,1.0,1.0,0.0
2014.0,3,J Talley,3,HOU,NYG,0,0,0,0.0,0.0,0,5,1.0,0.0,0.0
2014.0,31,Jacoby Jones,3,CLE,BAL,1,0,0,0.0,0.0,0,14,1.0,1.0,0.0
2014.0,3,Jalen Saunders,3,CHI,NYJ,0,0,0,0.0,0.0,0,13,1.0,0.0,-1.0
2014.0,32,James Jones,3,NE,OAK,5,3,43,14.3,8.6,0,10,0.0,0.0,7.3
2014.0,2,James Wright,3,TEN,CIN,1,0,0,0.0,0.0,0,2,1.0,0.0,0.0
2014.0,26,Jarius Wright,3,NO,MIN,0,0,0,0.0,0.0,0,4,1.0,0.0,0.0
2014.0,19,Jaron Brown,3,SF,ARI,1,0,0,0.0,0.0,0,9,1.0,1.0,0.0
2014.0,28,Jarrett Boykin,3,DET,GB,4,1,11,11.0,2.8,0,30,0.0,0.0,2.1
2014.0,3,Jarvis Landry,3,KC,MIA,7,3,24,8.0,3.4,0,18,1.0,1.0,5.4
2014.0,33,Jason Avant,3,PIT,CAR,6,2,12,6.0,2.0,0,12,1.0,1.0,3.2
2014.0,19,Jeff Maehl,3,WAS,PHI,1,1,15,15.0,15.0,0,26,1.0,1.0,2.5
2014.0,32,Jeremy Kerley,3,CHI,NYJ,11,7,81,11.6,7.4,1,13,1.0,0.0,21.1
2014.0,18,Jeremy Maclin,3,WAS,PHI,10,8,154,19.2,15.4,1,26,1.0,1.0,32.4
2014.0,20,Jeremy Ross,3,GB,DET,3,3,20,6.7,6.7,0,24,1.0,0.0,4.5
2014.0,25,Jermaine Kearse,3,DEN,SEA,2,2,22,11.0,11.0,0,22,1.0,0.0,4.88
2014.0,3,John Brown,3,SF,ARI,6,4,52,13.0,8.7,2,9,1.0,1.0,21.2
2014.0,3,Jordan Matthews,3,WAS,PHI,9,8,59,7.4,6.6,2,26,1.0,1.0,25.9
2014.0,30,Jordy Nelson,3,DET,GB,7,5,59,11.8,8.4,0,30,0.0,0.0,10.9
2014.0,32,Josh Morgan,3,NYJ,CHI,0,0,0,0.0,0.0,0,25,0.0,0.0,0.0
2014.0,28,Julian Edelman,3,OAK,NE,13,10,84,8.4,6.5,0,28,1.0,0.0,18.9
2014.0,24,Julio Jones,3,TB,ATL,11,9,161,17.9,14.6,2,19,1.0,0.0,40.1
