year,year,Name,Week,Opponent,games,tar_avg,rec_avg,yds_avg,yds/rec_avg,yds/tar_avg,td_avg,tar_ma,rec_ma,yds_ma,yds/rec_ma,yds/tar_ma,td_ma,tar_car,rec_car,yds_car,yds/rec_car,yds/tar_car,td_car,surface_0,h/a_1,def_rk,points
2012,2012.0,AJ Green,1,BAL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30,7.0
2012,2012.0,AJ Green,2,CLE,2,11.0,5.0,70.0,14.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,70.0,14.0,6.4,0.0,0.0,1.0,16,11.8
2012,2012.0,AJ Green,3,WAS,3,11.5,6.0,64.0,11.15,5.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11.5,6.0,64.0,11.15,5.6,0.5,1.0,0.0,28,25.4
2012,2012.0,AJ Green,4,JAX,4,11.33,7.0,103.67,14.2,9.27,0.67,0.0,0.0,0.0,0.0,0.0,0.0,11.33,7.0,103.67,14.2,9.27,0.67,1.0,0.0,15,17.7
2012,2012.0,AJ Green,5,MIA,5,10.75,6.75,107.0,15.52,10.2,0.75,10.75,6.75,107.0,15.525,10.2,0.75,10.75,6.75,107.0,15.52,10.2,0.75,0.0,1.0,22,12.5
2012,2012.0,AJ Green,6,CLE,6,11.2,7.2,98.6,13.86,9.16,0.8,11.2,7.2,98.6,13.86,9.16,0.8,11.2,7.2,98.6,13.86,9.16,0.8,1.0,0.0,16,25.5
2012,2012.0,AJ Green,7,PIT,7,11.17,7.17,104.67,14.77,9.68,1.0,11.166666666666666,7.166666666666667,104.66666666666667,14.766666666666666,9.683333333333332,1.0,11.17,7.17,104.67,14.77,9.68,1.0,0.0,1.0,23,6.8
2012,2012.0,AJ Green,9,DEN,8,10.43,6.29,90.86,13.8,8.49,1.0,10.428571428571429,6.285714285714286,90.85714285714286,13.799999999999999,8.485714285714284,1.0,10.43,6.29,90.86,13.8,8.49,1.0,0.0,1.0,4,16.5
2012,2012.0,AJ Green,10,NYG,9,10.25,6.38,91.88,13.84,8.8,1.0,10.25,6.375,91.875,13.837499999999999,8.8,1.0,10.25,6.38,91.88,13.84,8.8,1.0,0.0,1.0,11,14.5
2012,2012.0,AJ Green,11,KC,10,10.22,6.44,91.11,13.64,8.77,1.0,10.222222222222221,6.444444444444445,91.11111111111111,13.644444444444442,8.766666666666667,1.0,10.22,6.44,91.11,13.64,8.77,1.0,1.0,0.0,14,15.1
2012,2012.0,AJ Green,12,OAK,11,10.4,6.4,91.1,13.8,8.65,1.0,10.4,6.4,91.1,13.799999999999997,8.65,1.0,10.4,6.4,91.1,13.8,8.65,1.0,0.0,1.0,7,13.2
2012,2012.0,AJ Green,13,LAC,12,10.27,6.09,92.91,15.91,8.98,0.91,10.272727272727273,6.090909090909091,92.9090909090909,15.909090909090907,8.981818181818182,0.9090909090909091,10.27,6.09,92.91,15.91,8.98,0.91,1.0,0.0,13,8.5
2012,2012.0,AJ Green,14,DAL,13,10.5,6.33,92.25,15.37,8.78,0.83,10.5,6.333333333333333,92.25,15.366666666666665,8.775,0.8333333333333334,10.5,6.33,92.25,15.37,8.78,0.83,0.0,1.0,5,4.4
2012,2012.0,AJ Green,15,PHI,14,10.31,6.08,88.54,15.32,8.52,0.77,10.307692307692308,6.076923076923077,88.53846153846153,15.315384615384612,8.523076923076923,0.7692307692307693,10.31,6.08,88.54,15.32,8.52,0.77,1.0,0.0,32,11.7
2012,2012.0,AJ Green,16,PIT,15,10.29,6.07,86.29,14.9,8.32,0.79,10.285714285714286,6.071428571428571,86.28571428571429,14.899999999999997,8.321428571428571,0.7857142857142857,10.29,6.07,86.29,14.9,8.32,0.79,1.0,0.0,23,9.6
2012,2012.0,AJ Green,17,BAL,16,10.8,6.33,88.27,14.68,8.19,0.73,10.8,6.333333333333333,88.26666666666667,14.679999999999998,8.193333333333333,0.7333333333333333,10.8,6.33,88.27,14.68,8.19,0.73,0.0,1.0,30,2.6
2013,2013.0,AJ Green,1,CHI,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,6.06,84.38,14.58,8.49,0.69,1.0,0.0,11,40.2
2013,2013.0,AJ Green,3,GB,18,13.0,9.0,162.0,18.0,12.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.5,94.0,15.5,12.75,1.0,0.0,1.0,15,14.6
2013,2013.0,AJ Green,4,CLE,19,10.5,6.5,104.0,14.75,9.15,1.5,0.0,0.0,0.0,0.0,0.0,0.0,7.67,5.0,78.0,14.17,10.43,1.0,1.0,0.0,28,12.1
2013,2013.0,AJ Green,5,NE,21,12.0,6.67,86.33,12.27,7.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.5,71.25,12.45,8.68,0.75,0.0,1.0,23,11.1
2013,2013.0,AJ Green,6,BUF,22,11.0,6.25,80.0,12.25,7.32,0.75,11.0,6.25,80.0,12.25,7.324999999999999,0.75,9.2,5.4,69.2,12.4,8.46,0.6,0.0,0.0,18,25.3
2013,2013.0,AJ Green,7,DET,23,11.0,6.2,84.6,13.24,7.74,0.8,11.0,6.2,84.6,13.24,7.739999999999999,0.8,9.5,5.5,74.83,13.2,8.62,0.67,0.0,0.0,26,30.5
2013,2013.0,AJ Green,8,NYJ,24,10.5,6.17,96.33,15.33,9.68,0.83,10.5,6.166666666666667,96.33333333333333,15.333333333333334,9.683333333333332,0.8333333333333334,9.29,5.57,86.29,15.0,10.16,0.71,0.0,1.0,1,17.5
2013,2013.0,AJ Green,9,MIA,25,10.0,5.71,99.0,18.61,10.64,0.71,10.0,5.714285714285714,99.0,18.614285714285717,10.642857142857142,0.7142857142857143,9.0,5.25,89.88,17.91,10.94,0.62,1.0,0.0,20,26.8
2013,2013.0,AJ Green,10,BAL,26,11.12,6.38,102.62,17.74,10.15,0.62,11.125,6.375,102.625,17.7375,10.149999999999999,0.625,10.11,5.89,94.11,17.21,10.47,0.56,1.0,0.0,17,32.1
2013,2013.0,AJ Green,11,CLE,27,11.56,6.56,108.0,17.87,10.14,0.67,11.555555555555555,6.555555555555555,108.0,17.866666666666667,10.144444444444442,0.6666666666666666,10.6,6.1,99.8,17.38,10.43,0.6,0.0,1.0,28,2.7
2013,2013.0,AJ Green,13,LAC,28,10.9,6.1,97.9,16.43,9.27,0.6,10.9,6.1,97.9,16.43,9.27,0.6,10.09,5.73,91.36,16.12,9.61,0.55,1.0,0.0,19,19.3
2013,2013.0,AJ Green,14,IND,29,10.55,6.0,96.55,16.45,9.51,0.64,10.545454545454545,6.0,96.54545454545455,16.445454545454545,9.509090909090908,0.6363636363636364,9.83,5.67,90.67,16.16,9.8,0.58,0.0,1.0,29,19.2
2013,2013.0,AJ Green,15,PIT,30,10.33,6.0,94.5,16.08,9.47,0.67,10.333333333333334,6.0,94.5,16.075,9.466666666666667,0.6666666666666666,9.69,5.69,89.23,15.84,9.74,0.62,1.0,0.0,6,18.3
2013,2013.0,AJ Green,16,MIN,31,10.92,6.23,94.38,15.63,9.14,0.62,10.923076923076923,6.230769230769231,94.38461538461539,15.630769230769232,9.138461538461538,0.6153846153846154,10.29,5.93,89.5,15.44,9.41,0.57,0.0,1.0,27,28.7
2013,2013.0,AJ Green,17,BAL,32,11.0,6.29,94.57,15.51,9.06,0.71,11.0,6.285714285714286,94.57142857142857,15.507142857142858,9.064285714285713,0.7142857142857143,10.4,6.0,90.0,15.34,9.33,0.67,0.0,1.0,17,16.1
2014,2014.0,AJ Green,1,BAL,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.38,5.88,88.19,15.33,9.12,0.69,1.0,0.0,16,28.6
2014,2014.0,AJ Green,2,ATL,34,9.0,6.0,131.0,21.8,14.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.0,96.0,18.5,10.35,1.0,0.0,1.0,21,0.0
2014,2014.0,AJ Green,3,TEN,35,4.5,3.0,65.5,10.9,7.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.33,3.33,64.0,12.33,6.9,0.67,0.0,1.0,2,19.2
2014,2014.0,AJ Green,5,NE,36,6.0,4.0,77.67,12.93,8.63,0.33,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,73.5,13.5,8.0,0.5,0.0,1.0,10,18.1
2014,2014.0,AJ Green,9,JAX,37,6.25,4.25,78.5,13.75,9.38,0.5,6.25,4.25,78.5,13.75,9.375,0.5,7.0,4.2,75.0,14.04,8.72,0.6,0.0,1.0,17,13.1
2014,2014.0,AJ Green,10,CLE,38,6.2,4.0,71.6,13.94,8.96,0.6,6.2,4.0,71.6,13.940000000000001,8.959999999999999,0.6,6.83,4.0,69.83,14.15,8.48,0.67,0.0,1.0,14,5.3
2014,2014.0,AJ Green,11,NO,39,6.83,3.83,63.5,12.9,7.85,0.5,6.833333333333333,3.8333333333333335,63.5,12.9,7.849999999999999,0.5,7.29,3.86,63.14,13.23,7.6,0.57,0.0,1.0,4,27.7
2014,2014.0,AJ Green,12,HOU,40,7.0,4.14,72.57,14.09,9.0,0.57,7.0,4.142857142857143,72.57142857142857,14.085714285714287,8.999999999999998,0.5714285714285714,7.38,4.12,71.12,14.22,8.64,0.62,0.0,0.0,5,27.1
2014,2014.0,AJ Green,13,TB,41,8.12,5.12,78.62,13.59,8.82,0.5,8.125,5.125,78.625,13.587499999999999,8.825,0.5,8.33,5.0,76.67,13.77,8.52,0.56,1.0,0.0,19,15.7
2014,2014.0,AJ Green,14,PIT,42,8.11,5.0,76.22,13.66,8.63,0.56,8.11111111111111,5.0,76.22222222222223,13.655555555555555,8.633333333333333,0.5555555555555556,8.3,4.9,74.7,13.81,8.38,0.6,0.0,1.0,12,42.4
2014,2014.0,AJ Green,15,CLE,43,8.8,5.6,91.0,14.33,9.26,0.6,8.8,5.6,91.0,14.329999999999998,9.26,0.6,8.91,5.45,88.27,14.41,8.97,0.64,1.0,0.0,14,9.9
2014,2014.0,AJ Green,16,DEN,44,9.0,5.55,87.18,13.92,8.83,0.55,9.0,5.545454545454546,87.18181818181819,13.918181818181818,8.827272727272726,0.5454545454545454,9.08,5.42,85.0,14.02,8.6,0.58,0.0,1.0,22,0.0
2014,2014.0,AJ Green,17,PIT,45,8.58,5.08,79.92,12.76,8.09,0.5,8.583333333333334,5.083333333333333,79.91666666666667,12.758333333333333,8.091666666666667,0.5,8.69,5.0,78.46,12.95,7.94,0.54,0.0,1.0,12,15.2
2015,2015.0,AJ Green,1,OAK,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.21,78.71,12.75,7.82,0.5,1.0,0.0,14,11.3
2015,2015.0,AJ Green,2,LAC,47,8.0,5.0,63.0,12.6,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.5,72.5,11.4,7.1,0.0,0.0,1.0,4,13.5
2015,2015.0,AJ Green,3,BAL,48,6.0,4.0,54.0,13.8,9.55,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.33,5.33,63.33,12.6,8.47,0.33,1.0,0.0,29,47.7
2015,2015.0,AJ Green,4,KC,49,8.33,6.0,111.67,16.77,12.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.5,104.25,15.12,10.72,0.75,0.0,1.0,23,15.2
2015,2015.0,AJ Green,5,SEA,50,8.75,6.25,104.25,15.5,11.2,0.75,8.75,6.25,104.25,15.5,11.2,0.75,9.6,6.6,99.8,14.44,10.22,0.6,0.0,1.0,3,13.8
2015,2015.0,AJ Green,6,BUF,51,8.6,6.2,99.0,15.0,10.92,0.6,8.6,6.2,99.0,15.0,10.919999999999998,0.6,9.33,6.5,96.17,14.2,10.15,0.5,0.0,0.0,24,7.6
2015,2015.0,AJ Green,8,PIT,52,8.33,5.83,88.5,14.0,9.95,0.5,8.333333333333334,5.833333333333333,88.5,14.0,9.95,0.5,9.0,6.14,87.57,13.46,9.43,0.43,1.0,0.0,32,31.8
2015,2015.0,AJ Green,9,CLE,53,9.57,6.57,92.71,13.53,9.51,0.57,9.571428571428571,6.571428571428571,92.71428571428571,13.528571428571428,9.514285714285714,0.5714285714285714,10.0,6.75,91.38,13.11,9.11,0.5,0.0,1.0,30,9.3
2015,2015.0,AJ Green,10,HOU,54,9.12,6.25,87.75,13.49,9.43,0.5,9.125,6.25,87.75,13.4875,9.425,0.5,9.56,6.44,87.11,13.12,9.08,0.44,0.0,1.0,6,10.7
2015,2015.0,AJ Green,11,ARI,55,8.89,6.11,85.44,13.48,9.44,0.44,8.88888888888889,6.111111111111111,85.44444444444444,13.47777777777778,9.444444444444445,0.4444444444444444,9.3,6.3,85.1,13.15,9.13,0.4,1.0,0.0,7,11.9
2015,2015.0,AJ Green,12,LAR,56,9.2,5.9,84.8,14.11,9.16,0.4,9.2,5.9,84.8,14.110000000000003,9.16,0.4,9.55,6.09,84.55,13.75,8.9,0.36,0.0,1.0,11,24.1
2015,2015.0,AJ Green,13,CLE,57,9.09,5.91,82.64,13.75,9.02,0.55,9.090909090909092,5.909090909090909,82.63636363636364,13.754545454545456,9.018181818181818,0.5454545454545454,9.42,6.08,82.58,13.46,8.79,0.5,1.0,0.0,30,26.8
2015,2015.0,AJ Green,14,PIT,58,8.83,5.83,86.42,14.74,10.04,0.58,8.833333333333334,5.833333333333333,86.41666666666667,14.741666666666667,10.041666666666666,0.5833333333333334,9.15,6.0,86.08,14.39,9.75,0.54,0.0,1.0,32,28.2
2015,2015.0,AJ Green,15,SF,59,8.85,5.85,89.92,15.3,10.4,0.62,8.846153846153847,5.846153846153846,89.92307692307692,15.3,10.399999999999999,0.6153846153846154,9.14,6.0,89.36,14.94,10.11,0.57,1.0,0.0,18,4.7
2015,2015.0,AJ Green,16,DEN,60,8.43,5.5,86.14,16.85,10.54,0.57,8.428571428571429,5.5,86.14285714285714,16.85,10.535714285714286,0.5714285714285714,8.73,5.67,85.87,16.41,10.25,0.53,1.0,0.0,1,16.7
2015,2015.0,AJ Green,17,BAL,61,8.47,5.47,84.2,16.49,10.25,0.6,8.466666666666667,5.466666666666667,84.2,16.486666666666668,10.253333333333334,0.6,8.75,5.62,84.06,16.09,10.01,0.56,0.0,1.0,29,13.4
2016,2016.0,AJ Green,1,NYJ,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,5.53,81.12,15.65,9.82,0.59,0.0,0.0,15,39.0
2016,2016.0,AJ Green,2,PIT,63,13.0,12.0,180.0,15.0,13.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,107.0,11.75,10.3,1.0,1.0,0.0,9,5.8
2016,2016.0,AJ Green,3,DEN,64,10.5,7.0,109.0,17.0,9.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.67,6.0,84.0,14.17,8.47,0.67,0.0,1.0,1,15.7
2016,2016.0,AJ Green,4,MIA,65,10.67,7.33,98.33,14.53,8.53,0.33,0.0,0.0,0.0,0.0,0.0,0.0,9.25,6.5,82.25,13.02,8.1,0.5,0.0,1.0,22,36.3
2016,2016.0,AJ Green,5,DAL,66,11.0,8.0,117.0,15.23,10.0,0.5,11.0,8.0,117.0,15.225000000000001,10.0,0.5,9.8,7.2,100.4,13.88,9.36,0.6,0.0,0.0,12,9.0
2016,2016.0,AJ Green,6,NE,67,10.4,7.2,103.6,14.68,9.24,0.4,10.4,7.2,103.6,14.680000000000001,9.24,0.4,9.5,6.67,92.0,13.65,8.83,0.5,0.0,0.0,7,14.8
2016,2016.0,AJ Green,7,CLE,68,10.33,7.0,101.0,14.68,9.17,0.33,10.333333333333334,7.0,101.0,14.683333333333335,9.166666666666666,0.3333333333333333,9.57,6.57,91.43,13.8,8.83,0.43,0.0,1.0,18,33.9
2016,2016.0,AJ Green,8,WAS,69,10.0,7.14,110.71,15.6,10.87,0.43,10.0,7.142857142857143,110.71428571428571,15.600000000000003,10.87142857142857,0.42857142857142855,9.38,6.75,101.12,14.71,10.36,0.5,0.0,1.0,14,24.1
2016,2016.0,AJ Green,10,NYG,70,11.0,7.38,112.0,15.32,10.35,0.38,11.0,7.375,112.0,15.325,10.35,0.375,10.33,7.0,103.33,14.57,9.96,0.44,0.0,0.0,6,19.8
2016,2016.0,AJ Green,11,BUF,71,11.0,7.33,107.11,14.7,9.89,0.44,11.0,7.333333333333333,107.11111111111111,14.699999999999998,9.88888888888889,0.4444444444444444,10.4,7.0,99.8,14.08,9.58,0.5,0.0,1.0,10,0.0
2017,2017.0,AJ Green,1,BAL,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55,6.36,90.73,12.8,8.71,0.45,0.0,1.0,5,12.4
2017,2017.0,AJ Green,2,HOU,73,10.0,5.0,74.0,14.8,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.5,37.0,7.4,3.7,0.0,0.0,1.0,27,11.7
2017,2017.0,AJ Green,3,GB,74,9.0,5.0,70.5,14.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,3.33,47.0,9.4,5.27,0.0,1.0,0.0,29,30.1
2017,2017.0,AJ Green,4,CLE,75,10.33,6.67,84.0,13.1,8.1,0.33,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,63.0,9.83,6.08,0.25,1.0,0.0,16,17.3
2017,2017.0,AJ Green,5,BUF,76,9.5,6.25,78.75,12.98,8.32,0.5,9.5,6.25,78.75,12.975000000000001,8.325,0.5,7.8,5.0,63.0,10.38,6.66,0.4,0.0,1.0,10,33.9
2017,2017.0,AJ Green,7,PIT,77,10.2,6.4,100.8,15.78,9.56,0.6,10.2,6.4,100.8,15.780000000000001,9.559999999999999,0.6,8.67,5.33,84.0,13.15,7.97,0.5,1.0,0.0,9,7.1
2017,2017.0,AJ Green,8,IND,78,9.5,5.83,90.83,15.43,9.1,0.5,9.5,5.833333333333333,90.83333333333333,15.433333333333335,9.1,0.5,8.29,5.0,77.86,13.23,7.8,0.43,0.0,1.0,26,11.7
2017,2017.0,AJ Green,9,JAX,79,9.29,5.43,81.71,14.51,8.29,0.57,9.285714285714286,5.428571428571429,81.71428571428571,14.514285714285716,8.285714285714285,0.5714285714285714,8.25,4.75,71.5,12.7,7.25,0.5,1.0,0.0,1,1.6
2017,2017.0,AJ Green,10,TEN,80,8.38,4.88,72.25,13.45,7.62,0.5,8.375,4.875,72.25,13.450000000000001,7.625,0.5,7.56,4.33,64.22,11.96,6.78,0.44,1.0,0.0,22,25.5
2017,2017.0,AJ Green,11,DEN,81,8.22,4.89,77.0,14.51,8.6,0.56,8.222222222222221,4.888888888888889,77.0,14.511111111111113,8.600000000000001,0.5555555555555556,7.5,4.4,69.3,13.06,7.74,0.5,1.0,0.0,3,15.0
2017,2017.0,AJ Green,12,CLE,82,8.3,4.8,74.3,14.31,8.3,0.6,8.3,4.8,74.3,14.310000000000002,8.3,0.6,7.64,4.36,67.55,13.01,7.55,0.55,0.0,1.0,16,11.6
2017,2017.0,AJ Green,13,PIT,83,8.27,4.82,73.55,14.21,8.29,0.55,8.272727272727273,4.818181818181818,73.54545454545455,14.20909090909091,8.290909090909091,0.5454545454545454,7.67,4.42,67.42,13.02,7.6,0.5,0.0,1.0,9,26.7
2017,2017.0,AJ Green,14,CHI,84,9.0,5.0,73.83,13.94,7.98,0.67,9.0,5.0,73.83333333333333,13.941666666666668,7.9750000000000005,0.6666666666666666,8.38,4.62,68.15,12.87,7.36,0.62,0.0,1.0,14,10.4
2017,2017.0,AJ Green,15,MIN,85,9.23,5.0,73.08,13.85,7.77,0.62,9.23076923076923,5.0,73.07692307692308,13.853846153846156,7.769230769230769,0.6153846153846154,8.64,4.64,67.86,12.86,7.21,0.57,0.0,0.0,8,5.0
2017,2017.0,AJ Green,16,DET,86,8.86,4.79,70.0,13.94,7.75,0.57,8.857142857142858,4.785714285714286,70.0,13.935714285714287,7.75,0.5714285714285714,8.33,4.47,65.33,13.01,7.23,0.53,0.0,1.0,17,14.1
2017,2017.0,AJ Green,17,BAL,87,8.93,4.87,70.73,13.91,7.77,0.53,8.933333333333334,4.866666666666666,70.73333333333333,13.906666666666668,7.7733333333333325,0.5333333333333333,8.44,4.56,66.31,13.04,7.29,0.5,1.0,0.0,5,3.7
2018,2018.0,AJ Green,1,IND,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,4.41,63.41,12.77,6.96,0.47,0.0,0.0,17,20.2
2018,2018.0,AJ Green,2,BAL,89,8.0,6.0,92.0,15.3,11.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,54.5,11.9,6.6,0.5,0.0,1.0,3,29.9
2018,2018.0,AJ Green,3,CAR,90,8.5,5.5,80.5,14.55,9.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.33,59.33,12.53,6.97,1.33,1.0,0.0,16,10.8
2018,2018.0,AJ Green,4,ATL,91,8.33,5.33,73.0,13.57,8.8,1.33,0.0,0.0,0.0,0.0,0.0,0.0,8.75,4.5,59.0,12.3,7.02,1.0,0.0,0.0,29,17.8
2018,2018.0,AJ Green,5,MIA,92,8.25,5.0,74.25,15.05,9.05,1.25,8.25,5.0,74.25,15.05,9.05,1.25,8.6,4.4,62.8,13.74,7.58,1.0,0.0,1.0,11,20.2
2018,2018.0,AJ Green,6,PIT,93,8.6,5.2,81.8,15.78,9.48,1.0,8.6,5.2,81.8,15.780000000000001,9.48,1.0,8.83,4.67,71.0,14.57,8.18,0.83,0.0,1.0,30,15.5
2018,2018.0,AJ Green,7,KC,94,9.17,5.5,82.33,15.17,9.08,0.83,9.166666666666666,5.5,82.33333333333333,15.166666666666666,9.083333333333334,0.8333333333333334,9.29,5.0,73.0,14.21,8.03,0.71,1.0,0.0,20,21.7
2018,0.0,AJ Green,8,TB,95,9.86,5.71,87.29,15.39,8.99,0.71,9.857142857142858,5.714285714285714,87.28571428571429,15.385714285714286,8.985714285714286,0.7142857142857143,9.88,5.25,78.5,14.52,8.07,0.62,0.0,1.0,25,18.6
2012,2012.0,AJ Jenkins,14,MIA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22,0.0
2012,2012.0,AJ Jenkins,15,NE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
2012,2012.0,AJ Jenkins,17,ARI,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20,0.0
2013,2013.0,AJ Jenkins,1,JAX,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,0.0
2013,2013.0,AJ Jenkins,3,PHI,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,1.6
2013,2013.0,AJ Jenkins,4,NYG,6,1.0,0.5,3.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,2.0,2.0,1.0,0.0,1.0,1.0,25,0.0
2013,2013.0,AJ Jenkins,5,TEN,8,0.67,0.33,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,1.5,1.5,0.75,0.0,1.0,0.0,24,0.0
2013,2013.0,AJ Jenkins,6,OAK,9,0.75,0.25,1.5,1.5,0.75,0.0,0.75,0.25,1.5,1.5,0.75,0.0,0.8,0.2,1.2,1.2,0.6,0.0,1.0,1.0,16,0.0
2013,2013.0,AJ Jenkins,7,HOU,10,0.8,0.2,1.2,1.2,0.6,0.0,0.8,0.2,1.2,1.2,0.6,0.0,0.83,0.17,1.0,1.0,0.5,0.0,0.0,0.0,22,0.0
2013,2013.0,AJ Jenkins,8,CLE,11,0.67,0.17,1.0,1.0,0.5,0.0,0.6666666666666666,0.16666666666666666,1.0,1.0,0.5,0.0,0.71,0.14,0.86,0.86,0.43,0.0,1.0,1.0,28,0.0
2013,2013.0,AJ Jenkins,9,BUF,12,0.57,0.14,0.86,0.86,0.43,0.0,0.5714285714285714,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.0,0.62,0.12,0.75,0.75,0.38,0.0,0.0,0.0,18,0.0
2013,2013.0,AJ Jenkins,11,DEN,13,0.5,0.12,0.75,0.75,0.38,0.0,0.5,0.125,0.75,0.75,0.375,0.0,0.56,0.11,0.67,0.67,0.33,0.0,1.0,0.0,3,0.0
2013,2013.0,AJ Jenkins,12,LAC,14,0.44,0.11,0.67,0.67,0.33,0.0,0.4444444444444444,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.5,0.1,0.6,0.6,0.3,0.0,1.0,1.0,19,3.2
2013,2013.0,AJ Jenkins,13,DEN,15,0.5,0.2,2.8,2.8,2.5,0.0,0.5,0.2,2.8,2.8,2.5,0.0,0.55,0.18,2.55,2.55,2.27,0.0,1.0,1.0,3,6.5
2013,2013.0,AJ Jenkins,14,WAS,16,0.82,0.45,5.73,3.61,3.07,0.0,0.8181818181818182,0.45454545454545453,5.7272727272727275,3.6090909090909093,3.0727272727272723,0.0,0.83,0.42,5.25,3.31,2.82,0.0,1.0,0.0,30,0.0
2013,2013.0,AJ Jenkins,15,OAK,17,0.75,0.42,5.25,3.31,2.82,0.0,0.75,0.4166666666666667,5.25,3.3083333333333336,2.8166666666666664,0.0,0.77,0.38,4.85,3.05,2.6,0.0,1.0,0.0,16,0.5
2013,2013.0,AJ Jenkins,16,IND,18,0.77,0.38,4.85,3.05,2.6,0.0,0.7692307692307693,0.38461538461538464,4.846153846153846,3.053846153846154,2.5999999999999996,0.0,0.79,0.36,4.5,2.84,2.41,0.0,1.0,1.0,29,0.0
2013,2013.0,AJ Jenkins,17,LAC,19,0.71,0.36,4.5,2.84,2.41,0.0,0.7142857142857143,0.35714285714285715,4.5,2.835714285714286,2.414285714285714,0.0,0.73,0.33,4.2,2.65,2.25,0.0,1.0,0.0,19,9.8
2014,2014.0,AJ Jenkins,1,TEN,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.5,8.12,3.88,2.71,0.0,1.0,1.0,2,0.0
2014,2014.0,AJ Jenkins,2,DEN,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.5,33.5,11.15,4.8,0.0,1.0,1.0,22,4.6
2014,2014.0,AJ Jenkins,3,MIA,22,1.5,1.5,8.0,2.65,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.0,27.67,9.2,4.97,0.0,1.0,0.0,7,0.0
2014,2014.0,AJ Jenkins,4,NE,23,1.0,1.0,5.33,1.77,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,20.75,6.9,3.72,0.0,1.0,1.0,10,1.0
2014,2014.0,AJ Jenkins,5,SF,24,1.0,1.0,4.0,1.32,1.32,0.0,1.0,1.0,4.0,1.325,1.325,0.0,2.2,1.4,16.6,5.52,2.98,0.0,1.0,0.0,9,1.1
