year,year,Name,Week,Opponent,games,tar_avg,rec_avg,yds_avg,yds/rec_avg,yds/tar_avg,td_avg,tar_ma,rec_ma,yds_ma,yds/rec_ma,yds/tar_ma,td_ma,tar_car,rec_car,yds_car,yds/rec_car,yds/tar_car,td_car,surface_0,h/a_1,def_rk,points
2016,2016.0,John Brown,2,TB,33,4.0,1.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.5,26.5,9.6,3.05,0.0,1.0,1.0,13,2.4
2016,2016.0,John Brown,3,BUF,34,3.5,1.0,11.0,11.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,22.33,11.07,3.6,0.0,0.0,0.0,10,13.0
2016,2016.0,John Brown,4,LAR,35,6.0,2.67,30.67,11.23,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,3.0,34.25,11.23,4.3,0.0,1.0,1.0,30,27.4
2016,2016.0,John Brown,5,SF,36,8.5,4.5,59.0,12.02,5.52,0.0,8.5,4.5,59.0,12.025,5.525,0.0,9.0,4.4,56.2,11.86,5.24,0.0,1.0,0.0,19,2.1
2016,2016.0,John Brown,6,NYJ,37,7.6,3.8,49.4,11.82,4.98,0.0,7.6,3.8,49.4,11.82,4.98,0.0,8.17,3.83,48.67,11.72,4.83,0.0,1.0,1.0,15,10.4
2016,2016.0,John Brown,8,CAR,38,7.5,4.0,50.17,11.65,5.43,0.0,7.5,4.0,50.166666666666664,11.65,5.433333333333334,0.0,8.0,4.0,49.43,11.59,5.24,0.0,1.0,0.0,25,14.9
2016,2016.0,John Brown,10,SF,39,7.0,4.0,50.0,11.73,6.4,0.14,7.0,4.0,50.0,11.72857142857143,6.3999999999999995,0.14285714285714285,7.5,4.0,49.38,11.66,6.11,0.12,1.0,1.0,19,6.0
2016,2016.0,John Brown,11,MIN,40,6.62,3.75,47.5,12.14,6.54,0.12,6.625,3.75,47.5,12.1375,6.5375,0.125,7.11,3.78,47.22,12.03,6.27,0.11,0.0,0.0,3,0.0
2016,2016.0,John Brown,12,ATL,41,6.33,3.33,42.22,10.79,5.81,0.11,6.333333333333333,3.3333333333333335,42.22222222222222,10.788888888888888,5.811111111111111,0.1111111111111111,6.8,3.4,42.5,10.83,5.64,0.1,0.0,0.0,23,2.9
2016,2016.0,John Brown,13,WAS,42,5.9,3.1,39.9,11.61,6.18,0.1,5.9,3.1,39.9,11.61,6.18,0.1,6.36,3.18,40.36,11.57,5.99,0.09,1.0,1.0,14,0.0
2016,2016.0,John Brown,14,MIA,43,5.45,2.82,36.27,10.55,5.62,0.09,5.454545454545454,2.8181818181818183,36.27272727272727,10.554545454545455,5.618181818181818,0.09090909090909091,5.92,2.92,37.0,10.61,5.49,0.08,1.0,0.0,22,0.0
2016,2016.0,John Brown,15,NO,44,5.0,2.58,33.25,9.67,5.15,0.08,5.0,2.5833333333333335,33.25,9.674999999999999,5.1499999999999995,0.08333333333333333,5.46,2.69,34.15,9.79,5.07,0.08,1.0,1.0,24,19.1
2016,2016.0,John Brown,16,SEA,45,5.08,2.77,36.92,10.18,5.79,0.15,5.076923076923077,2.769230769230769,36.92307692307692,10.176923076923076,5.792307692307692,0.15384615384615385,5.5,2.86,37.5,10.25,5.67,0.14,0.0,0.0,17,2.2
2016,2016.0,John Brown,17,LAR,46,4.86,2.64,35.14,10.31,5.81,0.14,4.857142857142857,2.642857142857143,35.142857142857146,10.307142857142855,5.807142857142857,0.14285714285714285,5.27,2.73,35.8,10.37,5.69,0.13,1.0,0.0,30,4.5
2017,2017.0,John Brown,1,DET,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19,2.69,35.12,10.5,5.72,0.12,0.0,0.0,17,8.2
2017,2017.0,John Brown,4,SF,48,9.0,4.0,32.0,8.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.0,28.5,10.25,4.9,0.0,1.0,1.0,23,7.7
2017,2017.0,John Brown,5,PHI,49,8.0,3.5,39.5,11.85,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,3.0,34.67,12.07,5.5,0.0,1.0,0.0,24,10.6
2017,2017.0,John Brown,6,TB,50,7.67,3.0,35.0,12.23,4.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,6.75,2.75,32.5,12.3,5.05,0.25,1.0,1.0,32,15.3
2017,2017.0,John Brown,7,LAR,51,6.75,3.0,42.0,14.42,7.45,0.5,6.75,3.0,42.0,14.425,7.45,0.5,6.2,2.8,38.6,14.04,7.2,0.4,1.0,0.0,11,1.6
2017,2017.0,John Brown,9,SF,52,6.2,2.6,34.8,12.74,6.26,0.4,6.2,2.6,34.8,12.74,6.26,0.4,5.83,2.5,33.17,12.7,6.25,0.33,1.0,0.0,23,6.2
2017,2017.0,John Brown,10,SEA,53,5.83,2.33,37.67,19.28,7.38,0.33,5.833333333333333,2.3333333333333335,37.666666666666664,19.283333333333335,7.383333333333333,0.3333333333333333,5.57,2.29,35.86,18.31,7.21,0.29,1.0,1.0,18,4.7
2017,2017.0,John Brown,11,HOU,54,5.86,2.29,36.14,18.46,6.97,0.29,5.857142857142857,2.2857142857142856,36.142857142857146,18.457142857142856,6.971428571428571,0.2857142857142857,5.62,2.25,34.75,17.71,6.88,0.25,0.0,0.0,27,4.8
2017,2017.0,John Brown,16,NYG,55,5.88,2.38,33.88,16.9,6.48,0.25,5.875,2.375,33.875,16.9,6.475,0.25,5.67,2.33,32.89,16.41,6.44,0.22,1.0,1.0,21,10.8
2017,2017.0,John Brown,17,SEA,56,5.67,2.33,33.22,16.58,6.53,0.33,5.666666666666667,2.3333333333333335,33.22222222222222,16.577777777777776,6.533333333333333,0.3333333333333333,5.5,2.3,32.4,16.17,6.5,0.3,0.0,0.0,18,0.0
2018,2018.0,John Brown,1,BUF,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,2.09,29.45,14.7,5.91,0.27,1.0,1.0,6,13.5
2018,2018.0,John Brown,2,CIN,58,4.0,3.0,44.0,14.7,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,22.0,7.35,5.5,0.5,0.0,0.0,24,19.2
2018,2018.0,John Brown,3,DEN,59,7.0,3.5,68.0,18.85,10.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.33,45.33,12.57,6.73,0.67,1.0,1.0,8,13.6
2018,2018.0,John Brown,4,PIT,60,7.67,4.0,74.0,18.3,9.93,0.67,0.0,0.0,0.0,0.0,0.0,0.0,6.75,3.0,55.5,13.73,7.45,0.5,1.0,0.0,30,23.9
2018,2018.0,John Brown,5,CLE,61,7.5,3.75,84.5,23.4,11.6,0.75,7.5,3.75,84.5,23.400000000000002,11.6,0.75,6.8,3.0,67.6,18.72,9.28,0.6,1.0,0.0,25,9.8
2018,2018.0,John Brown,6,TEN,62,8.8,3.8,79.2,21.62,10.1,0.6,8.8,3.8,79.2,21.62,10.1,0.6,8.0,3.17,66.0,18.02,8.42,0.5,1.0,0.0,18,4.8
2018,2018.0,John Brown,7,NO,63,7.83,3.5,70.67,20.35,9.97,0.5,7.833333333333333,3.5,70.66666666666667,20.35,9.966666666666667,0.5,7.29,3.0,60.57,17.44,8.54,0.43,1.0,1.0,32,29.4
2018,0.0,John Brown,8,CAR,64,7.71,4.0,79.71,20.17,11.27,0.57,7.714285714285714,4.0,79.71428571428571,20.171428571428574,11.271428571428572,0.5714285714285714,7.25,3.5,69.75,17.65,9.86,0.5,1.0,0.0,5,5.8
2017,2017.0,John Ross,2,HOU,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27,0.2
2017,2017.0,John Ross,8,IND,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26,0.0
2017,2017.0,John Ross,10,TEN,3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22,0.0
2018,2018.0,John Ross,1,IND,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,7.3
2018,2018.0,John Ross,2,BAL,5,2.0,1.0,3.0,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.5,1.5,0.75,0.5,0.0,1.0,3,1.5
2018,2018.0,John Ross,3,CAR,6,3.0,1.0,5.5,5.5,1.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.67,3.67,3.67,1.17,0.33,1.0,0.0,16,4.6
2018,2018.0,John Ross,4,ATL,7,4.33,1.67,9.0,5.43,1.93,0.33,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.25,6.75,4.08,1.45,0.25,0.0,0.0,29,13.2
2018,0.0,John Ross,7,KC,8,3.75,1.75,19.75,10.58,7.95,0.5,3.75,1.75,19.75,10.575,7.95,0.5,3.2,1.4,15.8,8.46,6.36,0.4,1.0,0.0,20,0.0
2016,2016.0,Johnny Holton,1,NO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0
2016,2016.0,Johnny Holton,2,ATL,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23,2.8
2016,2016.0,Johnny Holton,3,TEN,3,0.5,0.5,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.0,2.0,0.0,1.0,0.0,32,0.2
2016,2016.0,Johnny Holton,4,BAL,4,0.33,0.33,1.33,1.33,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,1.33,1.33,1.33,0.0,1.0,0.0,21,0.0
2016,2016.0,Johnny Holton,5,LAC,5,0.25,0.25,1.0,1.0,1.0,0.0,0.25,0.25,1.0,1.0,1.0,0.0,0.25,0.25,1.0,1.0,1.0,0.0,1.0,1.0,8,0.0
2016,2016.0,Johnny Holton,6,KC,6,0.2,0.2,0.8,0.8,0.8,0.0,0.2,0.2,0.8,0.8,0.8,0.0,0.2,0.2,0.8,0.8,0.8,0.0,1.0,1.0,20,0.0
2016,2016.0,Johnny Holton,7,JAX,7,0.17,0.17,0.67,0.67,0.67,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.17,0.17,0.67,0.67,0.67,0.0,1.0,0.0,5,2.5
2016,2016.0,Johnny Holton,8,TB,8,0.14,0.14,0.57,0.57,0.57,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.14,0.14,0.57,0.57,0.57,0.0,1.0,0.0,13,0.2
2016,2016.0,Johnny Holton,9,DEN,9,0.12,0.12,0.5,0.5,0.5,0.0,0.125,0.125,0.5,0.5,0.5,0.0,0.12,0.12,0.5,0.5,0.5,0.0,1.0,1.0,1,0.0
2016,2016.0,Johnny Holton,12,CAR,10,0.11,0.11,0.44,0.44,0.44,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,0.11,0.11,0.44,0.44,0.44,0.0,1.0,1.0,25,4.0
2016,2016.0,Johnny Holton,13,BUF,11,0.2,0.2,3.4,3.4,3.4,0.0,0.2,0.2,3.4,3.4,3.4,0.0,0.2,0.2,3.4,3.4,3.4,0.0,1.0,1.0,10,0.0
2016,2016.0,Johnny Holton,14,KC,12,0.18,0.18,3.09,3.09,3.09,0.0,0.18181818181818182,0.18181818181818182,3.090909090909091,3.090909090909091,3.090909090909091,0.0,0.18,0.18,3.09,3.09,3.09,0.0,1.0,0.0,20,0.0
2016,2016.0,Johnny Holton,15,LAC,13,0.17,0.17,2.83,2.83,2.83,0.0,0.16666666666666666,0.16666666666666666,2.8333333333333335,2.8333333333333335,2.8333333333333335,0.0,0.17,0.17,2.83,2.83,2.83,0.0,1.0,0.0,8,0.0
2016,2016.0,Johnny Holton,16,IND,14,0.15,0.15,2.62,2.62,2.62,0.0,0.15384615384615385,0.15384615384615385,2.6153846153846154,2.6153846153846154,2.6153846153846154,0.0,0.15,0.15,2.62,2.62,2.62,0.0,1.0,1.0,11,0.0
2016,2016.0,Johnny Holton,17,DEN,15,0.14,0.14,2.43,2.43,2.43,0.0,0.14285714285714285,0.14285714285714285,2.4285714285714284,2.4285714285714284,2.4285714285714284,0.0,0.14,0.14,2.43,2.43,2.43,0.0,1.0,0.0,1,-1.0
2017,2017.0,Johnny Holton,1,TEN,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.13,2.27,2.27,2.27,0.0,1.0,0.0,22,0.0
2017,2017.0,Johnny Holton,2,NYJ,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19,0.0
2017,2017.0,Johnny Holton,3,WAS,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,0.0
2017,2017.0,Johnny Holton,4,DEN,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,13.4
2017,2017.0,Johnny Holton,5,BAL,20,0.25,0.25,16.0,16.0,16.0,0.25,0.25,0.25,16.0,16.0,16.0,0.25,0.4,0.2,12.8,12.8,12.8,0.2,1.0,1.0,5,0.0
2017,2017.0,Johnny Holton,6,LAC,21,0.2,0.2,12.8,12.8,12.8,0.2,0.2,0.2,12.8,12.8,12.8,0.2,0.33,0.17,10.67,10.67,10.67,0.17,1.0,1.0,7,0.0
2017,2017.0,Johnny Holton,7,KC,22,0.17,0.17,10.67,10.67,10.67,0.17,0.16666666666666666,0.16666666666666666,10.666666666666666,10.666666666666666,10.666666666666666,0.16666666666666666,0.29,0.14,9.14,9.14,9.14,0.14,1.0,1.0,31,0.0
2017,2017.0,Johnny Holton,8,BUF,23,0.14,0.14,9.14,9.14,9.14,0.14,0.14285714285714285,0.14285714285714285,9.142857142857142,9.142857142857142,9.142857142857142,0.14285714285714285,0.25,0.12,8.0,8.0,8.0,0.12,0.0,0.0,10,0.0
2017,2017.0,Johnny Holton,9,MIA,24,0.12,0.12,8.0,8.0,8.0,0.12,0.125,0.125,8.0,8.0,8.0,0.125,0.22,0.11,7.11,7.11,7.11,0.11,1.0,0.0,2,11.4
2017,2017.0,Johnny Holton,11,NE,25,0.22,0.22,12.0,12.0,12.0,0.22,0.2222222222222222,0.2222222222222222,12.0,12.0,12.0,0.2222222222222222,0.3,0.2,10.8,10.8,10.8,0.2,1.0,1.0,30,0.0
2017,2017.0,Johnny Holton,12,DEN,26,0.4,0.2,10.8,10.8,10.8,0.2,0.4,0.2,10.8,10.8,10.8,0.2,0.45,0.18,9.82,9.82,9.82,0.18,1.0,1.0,3,7.3
2017,2017.0,Johnny Holton,13,NYG,27,0.55,0.36,14.64,12.23,12.23,0.18,0.5454545454545454,0.36363636363636365,14.636363636363637,12.227272727272727,12.227272727272727,0.18181818181818182,0.58,0.33,13.42,11.21,11.21,0.17,1.0,1.0,21,11.9
2017,2017.0,Johnny Holton,14,KC,28,1.08,0.58,16.67,12.29,11.68,0.25,1.0833333333333333,0.5833333333333334,16.666666666666668,12.291666666666666,11.674999999999999,0.25,1.08,0.54,15.38,11.35,10.78,0.23,1.0,0.0,31,2.8
2017,2017.0,Johnny Holton,15,DAL,29,1.31,0.69,16.77,12.04,11.12,0.23,1.3076923076923077,0.6923076923076923,16.76923076923077,12.038461538461538,11.123076923076923,0.23076923076923078,1.29,0.64,15.57,11.18,10.33,0.21,1.0,1.0,25,0.0
2017,2017.0,Johnny Holton,16,PHI,30,1.21,0.64,15.57,11.18,10.33,0.21,1.2142857142857142,0.6428571428571429,15.571428571428571,11.178571428571429,10.328571428571427,0.21428571428571427,1.2,0.6,14.53,10.43,9.64,0.2,1.0,0.0,24,0.0
2017,0.0,Johnny Holton,17,LAC,31,1.13,0.6,14.53,10.43,9.64,0.2,1.1333333333333333,0.6,14.533333333333333,10.433333333333334,9.639999999999999,0.2,1.12,0.56,13.62,9.78,9.04,0.19,1.0,0.0,7,0.0
2013,2013.0,Johnny Knox,1,KC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13,0.0
2013,2013.0,Johnny Knox,3,SEA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
2013,0.0,Johnny Knox,4,IND,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29,0.0
2017,2017.0,Jojo Natson,10,TB,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,0.0
2017,2017.0,Jojo Natson,12,CAR,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28,0.9
2017,2017.0,Jojo Natson,13,KC,3,0.5,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.5,-0.5,-0.5,0.0,0.0,1.0,31,0.0
2017,2017.0,Jojo Natson,14,DEN,4,0.33,0.33,-0.33,-0.33,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,-0.33,-0.33,-0.33,0.0,1.0,0.0,3,0.0
2017,2017.0,Jojo Natson,15,NO,5,0.25,0.25,-0.25,-0.25,-0.25,0.0,0.25,0.25,-0.25,-0.25,-0.25,0.0,0.25,0.25,-0.25,-0.25,-0.25,0.0,0.0,0.0,20,4.4
2017,2017.0,Jojo Natson,16,LAC,6,0.6,0.4,3.6,3.6,1.7,0.0,0.6,0.4,3.6,3.6,1.7,0.0,0.6,0.4,3.6,3.6,1.7,0.0,0.0,1.0,7,0.0
2017,2017.0,Jojo Natson,17,NE,7,0.5,0.33,3.0,3.0,1.42,0.0,0.5,0.3333333333333333,3.0,3.0,1.4166666666666667,0.0,0.5,0.33,3.0,3.0,1.42,0.0,0.0,0.0,30,0.0
2018,2018.0,Jojo Natson,3,LAC,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.29,2.57,2.57,1.21,0.0,1.0,1.0,19,0.0
2018,2018.0,Jojo Natson,6,DEN,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8,0.0
2018,2018.0,Jojo Natson,7,SF,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21,0.0
2018,0.0,Jojo Natson,8,GB,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18,0.0
2012,2012.0,Jonathan Baldwin,1,ATL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26,0.0
2012,2012.0,Jonathan Baldwin,2,BUF,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6.2
2012,2012.0,Jonathan Baldwin,3,NO,3,3.0,1.5,31.0,10.35,5.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,31.0,10.35,5.15,0.0,0.0,0.0,25,3.6
2012,2012.0,Jonathan Baldwin,4,LAC,4,3.33,2.0,32.67,10.9,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.0,32.67,10.9,6.43,0.0,1.0,1.0,13,5.0
2012,2012.0,Jonathan Baldwin,5,BAL,5,3.75,2.5,37.0,11.3,7.32,0.0,3.75,2.5,37.0,11.3,7.325,0.0,3.75,2.5,37.0,11.3,7.32,0.0,1.0,1.0,30,2.6
2012,2012.0,Jonathan Baldwin,6,TB,6,3.6,2.2,34.8,14.24,7.6,0.0,3.6,2.2,34.8,14.24,7.6,0.0,3.6,2.2,34.8,14.24,7.6,0.0,1.0,0.0,29,1.9
2012,2012.0,Jonathan Baldwin,8,OAK,7,3.83,2.17,32.17,13.45,6.97,0.0,3.8333333333333335,2.1666666666666665,32.166666666666664,13.450000000000001,6.966666666666666,0.0,3.83,2.17,32.17,13.45,6.97,0.0,1.0,1.0,7,0.7
2012,2012.0,Jonathan Baldwin,9,LAC,8,3.57,2.0,28.57,12.53,6.47,0.0,3.5714285714285716,2.0,28.571428571428573,12.528571428571428,6.471428571428571,0.0,3.57,2.0,28.57,12.53,6.47,0.0,1.0,0.0,13,1.3
2012,2012.0,Jonathan Baldwin,10,PIT,9,3.38,1.88,26.62,12.59,6.48,0.0,3.375,1.875,26.625,12.5875,6.475,0.0,3.38,1.88,26.62,12.59,6.48,0.0,1.0,0.0,23,1.1
2012,2012.0,Jonathan Baldwin,12,DEN,10,3.33,1.78,24.89,12.41,6.17,0.0,3.3333333333333335,1.7777777777777777,24.88888888888889,12.411111111111111,6.166666666666667,0.0,3.33,1.78,24.89,12.41,6.17,0.0,1.0,1.0,4,0.0
2012,2012.0,Jonathan Baldwin,13,CAR,11,3.1,1.6,22.4,11.17,5.55,0.0,3.1,1.6,22.4,11.17,5.55,0.0,3.1,1.6,22.4,11.17,5.55,0.0,1.0,1.0,19,9.7
2012,2012.0,Jonathan Baldwin,14,CLE,12,3.0,1.64,23.73,11.84,6.73,0.09,3.0,1.6363636363636365,23.727272727272727,11.836363636363636,6.7272727272727275,0.09090909090909091,3.0,1.64,23.73,11.84,6.73,0.09,1.0,0.0,16,0.0
2012,2012.0,Jonathan Baldwin,15,OAK,13,2.92,1.5,21.75,10.85,6.17,0.08,2.9166666666666665,1.5,21.75,10.85,6.166666666666667,0.08333333333333333,2.92,1.5,21.75,10.85,6.17,0.08,1.0,0.0,7,0.0
2012,2012.0,Jonathan Baldwin,16,IND,14,3.0,1.38,20.08,10.02,5.69,0.08,3.0,1.3846153846153846,20.076923076923077,10.015384615384615,5.6923076923076925,0.07692307692307693,3.0,1.38,20.08,10.02,5.69,0.08,1.0,1.0,2,6.4
2012,2012.0,Jonathan Baldwin,17,DEN,15,3.21,1.43,23.21,11.59,6.05,0.07,3.2142857142857144,1.4285714285714286,23.214285714285715,11.585714285714285,6.05,0.07142857142857142,3.21,1.43,23.21,11.59,6.05,0.07,1.0,0.0,4,0.0
2013,2013.0,Jonathan Baldwin,4,LAR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,1.33,21.67,10.81,5.65,0.07,1.0,0.0,9,3.9
2013,2013.0,Jonathan Baldwin,5,HOU,18,2.0,2.0,19.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.5,4.75,4.75,0.0,1.0,1.0,22,0.0
2013,2013.0,Jonathan Baldwin,6,ARI,19,2.0,1.0,9.5,4.75,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,6.33,3.17,3.17,0.0,1.0,1.0,10,1.9
2013,2013.0,Jonathan Baldwin,7,TEN,20,2.0,1.0,9.33,6.17,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,7.0,4.62,3.5,0.0,1.0,0.0,24,0.0
2013,2013.0,Jonathan Baldwin,10,CAR,21,1.5,0.75,7.0,4.62,3.5,0.0,1.5,0.75,7.0,4.625,3.5,0.0,1.6,0.6,5.6,3.7,2.8,0.0,1.0,1.0,5,0.0
2013,2013.0,Jonathan Baldwin,11,NO,22,1.2,0.6,5.6,3.7,2.8,0.0,1.2,0.6,5.6,3.7,2.8,0.0,1.33,0.5,4.67,3.08,2.33,0.0,0.0,0.0,31,0.0
2013,0.0,Jonathan Baldwin,12,WAS,23,1.5,0.5,4.67,3.08,2.33,0.0,1.5,0.5,4.666666666666667,3.0833333333333335,2.3333333333333335,0.0,1.57,0.43,4.0,2.64,2.0,0.0,1.0,0.0,30,0.0
2015,2015.0,Jonathan Krause,13,NE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1.4
2015,0.0,Jonathan Krause,16,WAS,2,2.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,2.0,0.0,1.0,1.0,28,1.7
2017,2017.0,Jordan Leslie,3,IND,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,3.6
2017,0.0,Jordan Leslie,4,CIN,2,1.0,1.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,26.0,26.0,0.0,1.0,1.0,4,0.0
2014,2014.0,Jordan Matthews,1,JAX,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,5.7
2014,2014.0,Jordan Matthews,2,IND,2,4.0,2.0,37.0,18.5,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,37.0,18.5,9.2,0.0,1.0,1.0,20,2.7
2014,2014.0,Jordan Matthews,3,WAS,3,4.0,1.5,27.0,17.75,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.5,27.0,17.75,6.7,0.0,1.0,1.0,26,25.9
2014,2014.0,Jordan Matthews,4,SF,4,5.67,3.67,37.67,14.3,6.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,5.67,3.67,37.67,14.3,6.67,0.67,1.0,0.0,9,6.8
2014,2014.0,Jordan Matthews,5,LAR,5,6.0,3.75,35.25,12.48,6.0,0.5,6.0,3.75,35.25,12.475,6.0,0.5,6.0,3.75,35.25,12.48,6.0,0.5,1.0,1.0,15,7.5
2014,2014.0,Jordan Matthews,6,NYG,6,6.2,3.8,35.2,11.74,5.8,0.4,6.2,3.8,35.2,11.74,5.8,0.4,6.2,3.8,35.2,11.74,5.8,0.4,1.0,1.0,6,9.0
2014,2014.0,Jordan Matthews,8,ARI,7,6.17,3.83,37.67,11.87,6.22,0.33,6.166666666666667,3.8333333333333335,37.666666666666664,11.866666666666667,6.216666666666666,0.3333333333333333,6.17,3.83,37.67,11.87,6.22,0.33,1.0,1.0,8,10.7
