PlayerID,Name,Team,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsDraftKings,year,salary,def_rk,h/a,surface
5094,Marques Colston,NO,15,DET,4,2,50.0,39,1,28,9.8,19.5,0,0,0.0,0,0,0,11.9,2015,3000,20,away,turf
5571,Larry Fitzgerald,ARI,15,PHI,5,3,60.0,43,0,20,8.6,14.3,0,0,0.0,0,0,0,7.3,2015,3300,30,home,grass
6029,Calvin Johnson,DET,15,NO,1,1,100.0,19,0,19,19.0,19.0,0,0,0.0,0,0,0,2.9,2015,3500,32,home,turf
6211,Harry Douglas,TEN,15,NE,4,2,50.0,15,0,10,3.8,7.5,0,0,0.0,0,0,0,3.5,2015,3400,13,home,grass
6302,James Jones,GB,15,OAK,9,6,66.7,82,1,30,9.1,13.7,0,0,0.0,0,0,0,20.2,2015,3000,22,away,grass
6597,Greg Jennings,MIA,15,LAC,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,5500,14,home,grass
6767,Pierre Garcon,WAS,15,BUF,4,3,75.0,34,1,18,8.5,11.3,0,0,0.0,0,0,0,12.4,2015,5900,18,home,grass
6768,Lance Moore,DET,15,NO,1,1,100.0,10,0,10,10.0,10.0,0,0,0.0,0,0,0,2.0,2015,3000,32,home,turf
7082,Devin Hester,ATL,15,JAX,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,5200,29,home,turf
7203,Dwayne Bowe,CLE,15,SEA,3,2,66.7,22,0,15,7.3,11.0,0,0,0.0,0,0,0,4.2,2015,3000,1,home,grass
7389,Eddie Royal,CHI,15,MIN,6,5,83.3,31,0,10,5.2,6.2,0,0,0.0,0,0,0,8.1,2015,8900,11,home,grass
7651,Matthew Slater,NE,15,TEN,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,5900,19,away,grass
7711,Malcom Floyd,LAC,15,MIA,3,1,33.3,27,0,27,9.0,27.0,0,0,0.0,0,0,0,3.7,2015,3000,26,away,grass
7857,Jerome Simpson,SF,15,CIN,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,6400,9,away,turf
8373,Brandon Tate,CIN,15,SF,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,6800,25,home,turf
8529,Mike Wallace,MIN,15,CHI,3,3,100.0,37,0,34,12.3,12.3,0,0,0.0,0,0,0,6.7,2015,3000,15,home,turf
8532,Kenny Britt,LAR,15,TB,2,2,100.0,71,1,60,35.5,35.5,0,0,0.0,0,0,0,15.1,2015,6800,21,away,grass
8564,Nate Washington,HOU,15,IND,6,3,50.0,18,0,7,3.0,6.0,0,0,0.0,0,0,0,4.8,2015,3000,28,home,turf
8771,Darrius Heyward-Bey,PIT,15,DEN,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,4700,2,home,grass
8914,Jeremy Maclin,KC,15,BAL,10,7,70.0,50,1,13,5.0,7.1,0,0,0.0,0,1,0,18.0,2015,4500,17,away,grass
9331,Michael Crabtree,OAK,15,GB,11,6,54.5,70,0,23,6.4,11.7,0,0,0.0,0,0,0,13.0,2015,7600,5,home,grass
9739,Hakeem Nicks,NYG,15,CAR,3,1,33.3,10,0,10,3.3,10.0,0,0,0.0,0,0,0,2.0,2015,4000,10,away,grass
9906,Danny Amendola,NE,15,TEN,2,1,50.0,3,0,3,1.5,3.0,0,0,0.0,0,1,1,0.3,2015,3700,19,away,grass
10961,Marlon Moore,CLE,15,SEA,2,1,50.0,20,0,20,10.0,20.0,0,0,0.0,0,0,0,3.0,2015,3000,1,home,grass
11056,Antonio Brown,PIT,15,DEN,18,16,88.9,189,2,23,10.5,11.8,0,0,0.0,0,0,0,49.9,2015,4600,2,home,grass
11063,Emmanuel Sanders,DEN,15,PIT,16,10,62.5,181,1,61,11.3,18.1,1,24,24.0,0,0,0,39.5,2015,3000,23,home,grass
11084,Marc Mariani,CHI,15,MIN,4,3,75.0,31,0,14,7.8,10.3,0,0,0.0,0,0,0,6.1,2015,3500,11,home,grass
11182,Eric Decker,NYJ,15,DAL,10,6,60.0,55,1,13,5.5,9.2,0,0,0.0,0,0,0,17.5,2015,7900,8,away,turf
11197,Demaryius Thomas,DEN,15,PIT,12,5,41.7,61,2,18,5.1,12.2,0,0,0.0,0,0,0,23.1,2015,null,23,home,grass
11243,Seyi Ajirotutu,PHI,15,ARI,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3600,4,home,grass
11270,Dez Bryant,DAL,15,NYJ,9,4,44.4,50,1,15,5.6,12.5,0,0,0.0,0,0,0,15.0,2015,null,6,home,turf
11313,Riley Cooper,PHI,15,ARI,4,2,50.0,22,0,15,5.5,11.0,0,0,0.0,0,0,0,4.2,2015,null,4,home,grass
11463,Brandon LaFell,NE,15,TEN,5,4,80.0,88,0,31,17.6,22.0,1,0,0.0,0,0,0,12.8,2015,3200,19,away,grass
11611,Golden Tate,DET,15,NO,6,6,100.0,45,2,12,7.5,7.5,0,0,0.0,0,0,0,22.5,2015,6300,32,home,turf
11667,Brandon Marshall,NYJ,15,DAL,7,4,57.1,74,0,25,10.6,18.5,0,0,0.0,0,0,0,11.4,2015,3000,8,away,turf
11712,Anquan Boldin,SF,15,CIN,10,8,80.0,74,1,29,7.4,9.2,0,0,0.0,0,1,1,20.4,2015,8900,9,away,turf
12109,Ted Ginn,CAR,15,NYG,14,6,42.9,85,2,23,6.1,14.2,0,0,0.0,0,0,0,26.5,2015,null,31,home,grass
12551,Jordan Norwood,DEN,15,PIT,2,2,100.0,29,0,16,14.5,14.5,0,0,0.0,0,0,0,4.9,2015,4500,23,home,grass
12722,Kamar Aiken,BAL,15,KC,12,8,66.7,128,1,48,10.7,16.0,0,0,0.0,0,0,0,29.8,2015,3000,7,home,grass
12794,Jeremy Kerley,NYJ,15,DAL,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,8,away,turf
12830,Torrey Smith,SF,15,CIN,5,2,40.0,33,0,17,6.6,16.5,0,0,0.0,0,0,0,5.3,2015,4200,9,away,turf
12845,AJ Green,CIN,15,SF,3,1,33.3,37,0,37,12.3,37.0,0,0,0.0,0,0,0,4.7,2015,3000,25,home,turf
13002,Cecil Shorts,HOU,15,IND,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,5000,28,home,turf
13117,Dwayne Harris,NYG,15,CAR,3,2,66.7,9,0,5,3.0,4.5,0,0,0.0,0,0,0,2.9,2015,3000,10,away,grass
13162,Leonard Hankerson,NE,15,TEN,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,5900,19,away,grass
13227,Randall Cobb,GB,15,OAK,7,5,71.4,40,0,23,5.7,8.0,4,18,4.5,0,0,0,10.8,2015,3500,22,away,grass
13264,Andre Holmes,OAK,15,GB,8,2,25.0,17,0,11,2.1,8.5,0,0,0.0,0,0,0,3.7,2015,6900,5,home,grass
13291,Julio Jones,ATL,15,JAX,13,9,69.2,118,1,23,9.1,13.1,0,0,0.0,0,0,0,29.8,2015,3500,29,home,turf
13460,Doug Baldwin,SEA,15,CLE,6,4,66.7,45,2,27,7.5,11.2,0,0,0.0,0,0,0,20.5,2015,3300,24,home,turf
13486,Marcus Easley,BUF,15,WAS,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,27,home,turf
13856,Deonte Thompson,CHI,15,MIN,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,11,home,grass
13870,Marvin Jones,CIN,15,SF,6,4,66.7,89,0,47,14.8,22.2,0,0,0.0,0,0,0,12.9,2015,3800,25,home,turf
13878,Mohamed Sanu,CIN,15,SF,2,2,100.0,8,0,6,4.0,4.0,1,2,2.0,0,0,0,3.0,2015,3000,25,home,turf
13887,Travis Benjamin,CLE,15,SEA,5,3,60.0,26,0,13,5.2,8.7,1,9,9.0,0,0,0,6.5,2015,3400,1,home,grass
13974,Keshawn Martin,NE,15,TEN,4,3,75.0,26,0,11,6.5,8.7,0,0,0.0,0,0,0,5.6,2015,3000,19,away,grass
14005,T.Y. Hilton,IND,15,HOU,5,3,60.0,29,0,13,5.8,9.7,0,0,0.0,0,0,0,5.9,2015,3000,3,home,turf
14141,Cole Beasley,DAL,15,NYJ,7,3,42.9,37,0,23,5.3,12.3,0,0,0.0,0,0,0,6.7,2015,3000,6,home,turf
14187,Alshon Jeffery,CHI,15,MIN,5,1,20.0,10,1,10,2.0,10.0,0,0,0.0,0,0,0,8.0,2015,3500,11,home,grass
14242,Rueben Randle,NYG,15,CAR,5,4,80.0,47,1,27,9.4,11.8,0,0,0.0,0,0,0,14.7,2015,3600,10,away,grass
14405,Chris Givens,BAL,15,KC,5,1,20.0,17,0,17,3.4,17.0,1,-2,-2.0,0,0,0,2.5,2015,8500,7,home,grass
14424,Brian Quick,LAR,15,TB,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3600,21,away,grass
14465,Jarius Wright,MIN,15,CHI,3,3,100.0,32,0,15,10.7,10.7,0,0,0.0,0,0,0,6.2,2015,3000,15,home,turf
14478,Michael Floyd,ARI,15,PHI,8,5,62.5,70,0,29,8.8,14.0,0,0,0.0,0,0,0,12.0,2015,3000,30,home,grass
14594,Griff Whalen,IND,15,HOU,2,2,100.0,9,0,5,4.5,4.5,0,0,0.0,0,1,1,1.9,2015,3000,3,home,turf
14749,Jermaine Kearse,SEA,15,CLE,8,7,87.5,110,0,39,13.8,15.7,0,0,0.0,0,0,0,21.0,2015,3200,24,home,turf
14787,Jeremy Ross,OAK,15,GB,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,4100,5,home,grass
14795,Josh Bellamy,CHI,15,MIN,2,1,50.0,7,0,7,3.5,7.0,0,0,0.0,0,0,0,1.7,2015,3000,11,home,grass
14828,Chris Hogan,BUF,15,WAS,3,1,33.3,13,0,13,4.3,13.0,0,0,0.0,0,0,0,2.3,2015,3000,27,home,turf
14850,Russell Shepard,TB,15,LAR,2,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,16,away,grass
14871,Robert Woods,BUF,15,WAS,6,4,66.7,44,0,17,7.3,11.0,0,0,0.0,0,0,0,8.4,2015,3000,27,home,turf
14973,Markus Wheaton,PIT,15,DEN,11,6,54.5,62,1,14,5.6,10.3,0,0,0.0,0,0,0,18.2,2015,3000,2,home,grass
14986,DeAndre Hopkins,HOU,15,IND,11,8,72.7,94,0,28,8.5,11.8,0,0,0.0,0,0,0,17.4,2015,3000,28,home,turf
15066,Brice Butler,DAL,15,NYJ,1,1,100.0,16,0,16,16.0,16.0,0,0,0.0,0,0,0,2.6,2015,null,6,home,turf
15088,Terrance Williams,DAL,15,NYJ,5,2,40.0,13,0,14,2.6,6.5,0,0,0.0,0,0,0,3.3,2015,3200,6,home,turf
15150,Cordarrelle Patterson,MIN,15,CHI,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,5500,15,home,turf
15196,Kenny Stills,MIA,15,LAC,6,1,16.7,23,0,23,3.8,23.0,0,0,0.0,0,0,0,3.3,2015,6100,14,home,grass
15215,Tavon Austin,LAR,15,TB,3,3,100.0,41,1,17,13.7,13.7,4,32,8.0,1,0,0,22.3,2015,6300,21,away,grass
15241,Quinton Patton,SF,15,CIN,5,3,60.0,37,0,16,7.4,12.3,0,0,0.0,0,0,0,6.7,2015,3000,9,away,turf
15268,Nick Williams,ATL,15,JAX,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,29,home,turf
15296,Frankie Hammond,KC,15,BAL,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,4400,17,away,grass
15417,Kenbrell Thompkins,NYJ,15,DAL,5,2,40.0,50,0,43,10.0,25.0,0,0,0.0,0,0,0,7.0,2015,5700,8,away,turf
15509,Jaron Brown,ARI,15,PHI,1,1,100.0,15,0,15,15.0,15.0,0,0,0.0,0,0,0,2.5,2015,4600,30,home,grass
15534,Adam Thielen,MIN,15,CHI,0,0,0.0,0,0,0,0.0,0.0,1,8,8.0,0,0,0,0.8,2015,5500,15,home,turf
15659,Rashad Ross,WAS,15,BUF,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,18,home,grass
15725,Brittan Golden,ARI,15,PHI,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,8000,30,home,grass
15816,M White,NYG,15,CAR,1,1,100.0,10,0,10,10.0,10.0,0,0,0.0,0,0,0,2.0,2015,3000,10,away,grass
15971,Josh Huff,PHI,15,ARI,4,4,100.0,52,0,22,13.0,13.0,0,0,0.0,0,0,0,9.2,2015,3000,4,home,grass
15974,Jordan Matthews,PHI,15,ARI,11,8,72.7,159,1,78,14.5,19.9,0,0,0.0,0,0,0,32.9,2015,3000,4,home,grass
16003,Sammy Watkins,BUF,15,WAS,10,5,50.0,111,2,48,11.1,22.2,0,0,0.0,0,0,0,31.1,2015,3200,27,home,turf
16012,Matt Hazel,MIA,15,LAC,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,14,home,grass
16020,Jarvis Landry,MIA,15,LAC,10,8,80.0,54,0,14,5.4,6.8,0,0,0.0,0,0,0,13.4,2015,3000,14,home,grass
16063,Quincy Enunwa,NYJ,15,DAL,4,4,100.0,49,0,24,12.2,12.2,0,0,0.0,0,0,0,8.9,2015,9100,8,away,turf
16080,Jeremy Butler,BAL,15,KC,5,3,60.0,60,0,41,12.0,20.0,0,0,0.0,0,0,0,9.0,2015,3000,7,home,grass
16129,Taylor Gabriel,CLE,15,SEA,4,2,50.0,18,0,14,4.5,9.0,0,0,0.0,0,0,0,3.8,2015,3000,1,home,grass
16141,Willie Snead,NO,15,DET,12,10,83.3,76,0,15,6.3,7.6,0,0,0.0,0,1,0,17.6,2015,3000,20,away,turf
16146,Martavis Bryant,PIT,15,DEN,14,10,71.4,87,0,15,6.2,8.7,0,0,0.0,0,0,0,18.7,2015,4200,2,home,grass
16232,Donte Moncrief,IND,15,HOU,7,5,71.4,51,1,21,7.3,10.2,0,0,0.0,0,0,0,16.1,2015,3000,3,home,turf
16253,Allen Hurns,JAX,15,ATL,5,2,40.0,44,0,22,8.8,22.0,0,0,0.0,0,0,0,6.4,2015,3000,12,away,turf
16258,Marqise Lee,JAX,15,ATL,2,2,100.0,46,0,30,23.0,23.0,0,0,0.0,0,0,0,6.6,2015,3700,12,away,turf
16263,Allen Robinson,JAX,15,ATL,5,3,60.0,57,1,25,11.4,19.0,0,0,0.0,0,0,0,14.7,2015,6200,12,away,turf
16276,Bennie Fowler,DEN,15,PIT,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,7200,23,home,grass
16278,Cody Latimer,DEN,15,PIT,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,4500,23,home,grass
16308,Albert Wilson,KC,15,BAL,4,4,100.0,27,0,11,6.8,6.8,1,8,8.0,0,0,0,7.5,2015,3000,17,away,grass
16326,Seth Roberts,OAK,15,GB,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,5,home,grass
16343,Javontee Herndon,LAC,15,MIA,6,5,83.3,35,0,16,5.8,7.0,0,0,0.0,0,0,0,8.5,2015,6200,26,away,grass
16389,Odell Beckham Jr,NYG,15,CAR,9,6,66.7,76,1,40,8.4,12.7,0,0,0.0,0,1,0,19.6,2015,4000,10,away,grass
16411,Ryan Grant,WAS,15,BUF,2,1,50.0,13,0,13,6.5,13.0,0,0,0.0,0,0,0,2.3,2015,3200,18,home,grass
16456,TJ Jones,DET,15,NO,2,2,100.0,22,0,20,11.0,11.0,0,0,0.0,0,0,0,4.2,2015,3000,32,home,turf
16469,Jared Abbrederis,GB,15,OAK,3,3,100.0,33,0,15,11.0,11.0,0,0,0.0,0,0,0,6.3,2015,3000,22,away,grass
16470,Davante Adams,GB,15,OAK,8,5,62.5,32,0,8,4.0,6.4,0,0,0.0,0,0,0,8.2,2015,3700,22,away,grass
16480,Jeff Janis,GB,15,OAK,4,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3600,22,away,grass
16553,Corey Brown,CAR,15,NYG,4,3,75.0,51,1,20,12.8,17.0,0,0,0.0,0,0,0,14.1,2015,3500,31,home,grass
16567,Brandon Coleman,NO,15,DET,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,20,away,turf
16568,Brandin Cooks,NO,15,DET,13,10,76.9,124,1,28,9.5,12.4,0,0,0.0,0,0,0,31.4,2015,3000,20,away,turf
16597,Mike Evans,TB,15,LAR,17,9,52.9,157,0,30,9.2,17.4,0,0,0.0,0,0,0,27.7,2015,3300,16,away,grass
16640,John Brown,ARI,15,PHI,9,3,33.3,38,1,19,4.2,12.7,0,0,0.0,0,0,0,12.8,2015,3000,30,home,grass
16664,Bruce Ellington,SF,15,CIN,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,9,away,turf
16728,Dontrelle Inman,LAC,15,MIA,5,3,60.0,78,0,31,15.6,26.0,0,0,0.0,0,0,0,10.8,2015,4400,26,away,grass
16731,Chris Matthews,BAL,15,KC,4,1,25.0,6,0,6,1.5,6.0,0,0,0.0,0,0,0,1.6,2015,3000,7,home,grass
16734,Kevin Smith,SEA,15,CLE,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,24,home,turf
16765,Amari Cooper,OAK,15,GB,9,6,66.7,120,2,41,13.3,20.0,0,0,0.0,0,0,0,33.0,2015,3000,5,home,grass
16775,Devante Parker,MIA,15,LAC,6,4,66.7,87,0,35,14.5,21.8,0,0,0.0,0,0,0,12.7,2015,3000,14,home,grass
16781,Nelson Agholor,PHI,15,ARI,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,4,home,grass
16790,Phillip Dorsett,IND,15,HOU,2,1,50.0,1,0,1,0.5,1.0,0,0,0.0,0,0,0,1.1,2015,null,3,home,turf
16801,Dorial Green-Beckham,TEN,15,NE,9,6,66.7,113,0,30,12.6,18.8,0,0,0.0,0,0,0,20.3,2015,3000,13,home,grass
16802,Devin Funchess,CAR,15,NYG,7,2,28.6,30,1,16,4.3,15.0,0,0,0.0,0,0,0,11.0,2015,3000,31,home,grass
16830,Tyler Lockett,SEA,15,CLE,7,5,71.4,55,1,27,7.9,11.0,0,0,0.0,0,0,0,16.5,2015,3000,24,home,turf
16831,Jaelen Strong,HOU,15,IND,2,2,100.0,23,1,15,11.5,11.5,0,0,0.0,0,0,0,10.3,2015,3200,28,home,turf
16837,Chris Conley,KC,15,BAL,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,17,away,grass
16866,Jamison Crowder,WAS,15,BUF,3,3,100.0,21,0,12,7.0,7.0,0,0,0.0,0,1,1,4.1,2015,3500,18,home,grass
16868,Justin Hardy,ATL,15,JAX,5,3,60.0,36,0,20,7.2,12.0,0,0,0.0,0,0,0,6.6,2015,4500,29,home,turf
16899,Rashad Greene,JAX,15,ATL,3,1,33.3,-1,0,-1,-0.3,-1.0,0,0,0.0,0,0,0,0.9,2015,4500,12,away,turf
16906,Stefon Diggs,MIN,15,CHI,4,3,75.0,55,2,33,13.8,18.3,0,0,0.0,0,0,0,20.5,2015,3000,15,home,turf
16916,Tony Lippett,MIA,15,LAC,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,4500,14,home,grass
16919,JJ Nelson,ARI,15,PHI,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,30,home,grass
16935,Keith Mumphery,HOU,15,IND,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,28,home,turf
16944,Kaelin Clay,BAL,15,KC,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,7,home,grass
16979,Neal Sterling,JAX,15,ATL,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3600,12,away,turf
17004,Tre McBride,TEN,15,NE,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,1,0,0.0,2015,7300,13,home,grass
17048,Tyrell Williams,LAC,15,MIA,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,6900,26,away,grass
17219,Daniel Brown,BAL,15,KC,3,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3500,7,home,grass
17257,Lucky Whitehead,DAL,15,NYJ,0,0,0.0,0,0,0,0.0,0.0,2,32,16.0,0,0,0,3.2,2015,4000,6,home,turf
17271,Bradley Marquez,LAR,15,TB,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,21,away,grass
17272,Andrew Turzilli,TEN,15,NE,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,4100,13,home,grass
17290,Adam Humphries,TB,15,LAR,6,6,100.0,60,0,14,10.0,10.0,0,0,0.0,0,0,0,12.0,2015,3000,16,away,grass
17292,Donteea Dye,TB,15,LAR,5,1,20.0,44,0,44,8.8,44.0,0,0,0.0,0,1,0,5.4,2015,3000,16,away,grass
17355,Quan Bray,IND,15,HOU,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,3,home,turf
204,Roddy White,ATL,16,CAR,6,5,83.3,67,0,17,11.2,13.4,0,0,0.0,0,0,0,11.7,2015,3000,10,home,turf
1986,Jason Avant,KC,16,CLE,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3500,24,away,grass
2429,Andre Johnson,IND,16,MIA,5,3,60.0,39,0,16,7.8,13.0,0,0,0.0,0,0,0,6.9,2015,3000,26,home,turf
3601,Eric Weems,ATL,16,CAR,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,10,home,turf
3943,DeSean Jackson,WAS,16,PHI,6,4,66.7,40,0,22,6.7,10.0,0,0,0.0,0,0,0,8.0,2015,3500,30,home,grass
4104,Jerricho Cotchery,CAR,16,ATL,5,4,80.0,24,0,11,4.8,6.0,1,16,16.0,0,0,0,8.0,2015,3300,12,home,grass
4631,Wes Welker,LAR,16,SEA,1,1,100.0,3,0,3,3.0,3.0,0,0,0.0,0,0,0,1.3,2015,3400,1,away,turf
5571,Larry Fitzgerald,ARI,16,GB,5,4,80.0,29,1,12,5.8,7.2,0,0,0.0,0,0,0,12.9,2015,3000,5,home,grass
6029,Calvin Johnson,DET,16,SF,10,6,60.0,77,1,29,7.7,12.8,0,0,0.0,0,0,0,19.7,2015,5500,25,home,turf
6211,Harry Douglas,TEN,16,HOU,12,6,50.0,79,0,31,6.6,13.2,0,0,0.0,0,1,1,12.9,2015,5700,3,home,grass
6302,James Jones,GB,16,ARI,11,5,45.5,46,0,17,4.2,9.2,0,0,0.0,0,0,0,11.6,2015,3000,4,away,grass
6597,Greg Jennings,MIA,16,IND,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,5700,28,home,grass
6767,Pierre Garcon,WAS,16,PHI,12,7,58.3,80,1,25,6.7,11.4,0,0,0.0,0,0,0,21.0,2015,3000,30,home,grass
6768,Lance Moore,DET,16,SF,1,1,100.0,6,0,6,6.0,6.0,0,0,0.0,0,0,0,1.6,2015,8700,25,home,turf
7082,Devin Hester,ATL,16,CAR,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,5500,10,home,turf
7203,Dwayne Bowe,CLE,16,KC,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3000,7,home,grass
7389,Eddie Royal,CHI,16,TB,6,5,83.3,21,0,14,3.5,4.2,0,0,0.0,0,0,0,7.1,2015,6300,21,home,grass
7651,Matthew Slater,NE,16,NYJ,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,6800,6,away,turf
7711,Malcom Floyd,LAC,16,OAK,6,3,50.0,42,0,23,7.0,14.0,0,0,0.0,0,0,0,7.2,2015,6000,22,away,grass
8529,Mike Wallace,MIN,16,NYG,6,2,33.3,11,0,8,1.8,5.5,0,0,0.0,0,0,0,3.1,2015,3000,31,home,turf
8532,Kenny Britt,LAR,16,SEA,4,3,75.0,49,1,28,12.2,16.3,0,0,0.0,0,0,0,13.9,2015,4500,1,away,turf
8564,Nate Washington,HOU,16,TEN,5,3,60.0,42,1,21,8.4,14.0,0,0,0.0,0,0,0,13.2,2015,5500,19,home,turf
8771,Darrius Heyward-Bey,PIT,16,BAL,1,1,100.0,10,0,10,10.0,10.0,0,0,0.0,0,0,0,2.0,2015,7600,17,home,grass
8914,Jeremy Maclin,KC,16,CLE,7,5,71.4,49,1,14,7.0,9.8,0,0,0.0,0,0,0,15.9,2015,3900,24,away,grass
9331,Michael Crabtree,OAK,16,LAC,8,6,75.0,39,1,11,4.9,6.5,0,0,0.0,0,0,0,15.9,2015,4600,14,home,grass
9739,Hakeem Nicks,NYG,16,MIN,3,1,33.3,4,0,4,1.3,4.0,0,0,0.0,0,0,0,1.4,2015,3000,11,away,turf
10961,Marlon Moore,CLE,16,KC,1,1,100.0,-1,0,-1,-1.0,-1.0,0,0,0.0,0,0,0,0.9,2015,4600,7,home,grass
11056,Antonio Brown,PIT,16,BAL,11,7,63.6,61,0,27,5.5,8.7,0,0,0.0,0,0,0,13.1,2015,3000,17,home,grass
11063,Emmanuel Sanders,DEN,16,CIN,5,4,80.0,67,1,35,13.4,16.8,0,0,0.0,0,0,0,16.7,2015,3300,9,home,grass
11084,Marc Mariani,CHI,16,TB,3,2,66.7,32,0,25,10.7,16.0,0,0,0.0,0,0,0,5.2,2015,7900,21,home,grass
11182,Eric Decker,NYJ,16,NE,6,3,50.0,47,1,25,7.8,15.7,0,0,0.0,0,0,0,13.7,2015,3000,13,away,turf
11197,Demaryius Thomas,DEN,16,CIN,12,7,58.3,59,0,13,4.9,8.4,0,0,0.0,0,0,0,12.9,2015,null,9,home,grass
11313,Riley Cooper,PHI,16,WAS,1,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,2015,3600,27,home,grass
11463,Brandon LaFell,NE,16,NYJ,1,1,100.0,19,0,19,19.0,19.0,1,9,9.0,0,0,0,3.8,2015,null,6,away,turf
11611,Golden Tate,DET,16,SF,5,4,80.0,59,0,36,11.8,14.8,0,0,0.0,0,0,0,9.9,2015,3000,25,home,turf
11667,Brandon Marshall,NYJ,16,NE,10,8,80.0,115,2,33,11.5,14.4,0,0,0.0,0,0,0,34.5,2015,null,13,away,turf
11712,Anquan Boldin,SF,16,DET,5,5,100.0,27,0,9,5.4,5.4,0,0,0.0,0,0,0,7.7,2015,6300,20,away,turf
12109,Ted Ginn,CAR,16,ATL,3,1,33.3,9,0,9,3.0,9.0,0,0,0.0,0,0,0,1.9,2015,3000,12,home,grass
12551,Jordan Norwood,DEN,16,CIN,6,4,66.7,37,0,14,6.2,9.2,0,0,0.0,0,0,0,7.7,2015,8500,9,home,grass
