Rank,PlayerID,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
18,16308,Albert Wilson,MIA,WR,3,OAK,2,2,100,74,1,74,37,37,0,0,0,0,0,0,21.5,21.48
19,18103,Jakeem Grant,MIA,WR,3,OAK,3,2,66.7,70,2,52,23.3,35,0,0,0,0,0,0,21,21
20,17961,Sterling Shepard,NYG,WR,3,HOU,7,6,85.7,80,1,23,11.4,13.3,0,0,0,0,0,0,20,20
21,16003,Sammy Watkins,KC,WR,3,SF,8,5,62.5,55,1,15,6.9,11,2,20,10,0,1,0,18.5,18.5
22,11063,Emmanuel Sanders,DEN,WR,3,BAL,8,5,62.5,38,0,9,4.8,7.6,1,35,35,1,0,0,18.3,18.3
23,16830,Tyler Lockett,SEA,WR,3,DAL,6,4,66.7,77,1,52,12.8,19.2,1,5,5,0,0,0,18.2,18.2
23,16470,Davante Adams,GB,WR,3,WAS,9,7,77.8,52,1,16,5.8,7.4,0,0,0,0,0,0,18.2,18.2
25,18880,Chris Godwin,TB,WR,3,PIT,10,5,50,74,1,20,7.4,14.8,0,0,0,0,1,1,17.4,17.4
26,13171,Aldrick Robinson,MIN,WR,4,LAR,2,2,100,33,2,17,16.5,16.5,0,0,0,0,0,0,17.3,17.3
26,18977,Kenny Golladay,DET,WR,3,NE,7,6,85.7,53,1,16,7.6,8.8,0,0,0,0,0,0,17.3,17.3
28,11056,Antonio Brown,PIT,WR,3,TB,9,6,66.7,50,1,27,5.6,8.3,0,0,0,0,0,0,17,17
29,13870,Marvin Jones,DET,WR,3,NE,6,4,66.7,69,1,33,11.5,17.2,0,0,0,0,0,0,16.9,16.9
30,18882,Cooper Kupp,LAR,WR,3,LAC,6,4,66.7,71,1,53,11.8,17.8,1,-3,-3,0,0,0,16.8,16.8
31,16802,Devin Funchess,CAR,WR,3,CIN,7,4,57.1,67,1,27,9.6,16.8,0,0,0,0,0,0,16.7,16.7
32,16568,Brandin Cooks,LAR,WR,3,LAC,8,7,87.5,90,0,21,11.2,12.9,0,0,0,0,0,0,16,16
32,19815,Christian Kirk,ARI,WR,3,CHI,8,7,87.5,90,0,32,11.2,12.9,0,0,0,0,0,0,16,16
34,18269,Geronimo Allison,GB,WR,3,WAS,4,2,50,76,1,64,19,38,0,0,0,0,0,0,15.6,15.6
34,13878,Mohamed Sanu,ATL,WR,3,NO,7,4,57.1,36,1,13,5.1,9,0,0,0,0,0,0,15.6,15.6
36,15196,Kenny Stills,MIA,WR,3,OAK,5,3,60,61,1,34,12.2,20.3,0,0,0,0,0,0,15.1,15.1
37,13291,Julio Jones,ATL,WR,3,NO,6,5,83.3,96,0,58,16,19.2,0,0,0,0,0,0,14.6,14.6
37,14986,DeAndre Hopkins,HOU,WR,3,NYG,10,6,60,86,0,24,8.6,14.3,0,0,0,0,0,0,14.6,14.6
39,16866,Jamison Crowder,WAS,WR,3,GB,4,4,100,39,1,18,9.8,9.8,1,6,6,0,0,0,14.5,14.5
40,16640,John Brown,BAL,WR,3,DEN,9,5,55.6,86,0,44,9.6,17.2,0,0,0,0,0,0,13.6,13.6
41,9331,Michael Crabtree,BAL,WR,3,DEN,10,7,70,61,0,19,6.1,8.7,0,0,0,0,0,0,13.1,13.1
42,11611,Golden Tate,DET,WR,3,NE,8,6,75,69,0,25,8.6,11.5,0,0,0,0,0,0,12.9,12.9
43,16411,Ryan Grant,IND,WR,3,PHI,4,3,75,35,1,22,8.8,11.7,0,0,0,0,0,0,12.5,12.5
44,12109,Ted Ginn,NO,WR,3,ATL,6,3,50,12,1,6,2,4,1,20,20,0,0,0,12.2,12.2
45,14865,Marquise Goodwin,SF,WR,3,KC,4,3,75,30,1,13,7.5,10,1,-2,-2,0,0,0,11.8,11.8
46,16694,Paul Richardson,WAS,WR,3,GB,2,1,50,46,1,46,23,46,0,0,0,0,0,0,11.6,11.6
47,11197,Demaryius Thomas,DEN,WR,3,BAL,5,5,100,63,0,22,12.6,12.6,0,0,0,0,0,0,11.3,11.3
48,15215,Tavon Austin,DAL,WR,3,SEA,3,3,100,2,1,3,0.7,0.7,1,18,18,0,0,0,11,11
49,12845,AJ Green,CIN,WR,3,CAR,8,5,62.5,58,0,31,7.2,11.6,0,0,0,0,0,0,10.8,10.8
50,15509,Jaron Brown,SEA,WR,3,DAL,3,2,66.7,25,1,16,8.3,12.5,0,0,0,0,0,0,10.5,10.5
51,14005,T.Y. Hilton,IND,WR,3,PHI,10,5,50,50,0,29,5,10,0,0,0,0,0,0,10,10
52,19008,Ryan Switzer,PIT,WR,3,TB,3,3,100,9,1,5,3,3,0,0,0,0,0,0,9.9,9.9
53,16063,Quincy Enunwa,NYJ,WR,3,CLE,8,4,50,57,0,16,7.1,14.2,0,0,0,0,0,0,9.7,9.7
54,16129,Taylor Gabriel,CHI,WR,3,ARI,10,6,60,34,0,10,3.4,5.7,0,0,0,0,0,0,9.4,9.4
55,16837,Chris Conley,KC,WR,3,SF,3,2,66.7,13,1,9,4.3,6.5,0,0,0,0,0,0,9.3,9.3
56,19514,Keelan Cole,JAX,WR,3,TEN,9,5,55.6,40,0,11,4.4,8,0,0,0,0,0,0,9,9
57,17914,Laquon Treadwell,MIN,WR,4,LAR,7,4,57.1,47,0,19,6.7,11.8,0,0,0,0,0,0,8.7,8.7
58,17167,Cameron Meredith,NO,WR,3,ATL,1,1,100,11,1,11,11,11,0,0,0,0,0,0,8.1,8.1
59,16263,Allen Robinson,CHI,WR,3,ARI,7,3,42.9,50,0,39,7.1,16.7,0,0,0,0,0,0,8,8
60,18082,Tyreek Hill,KC,WR,3,SF,5,2,40,51,0,42,10.2,25.5,2,5,2.5,0,0,0,7.6,7.6
60,14141,Cole Beasley,DAL,WR,3,SEA,5,3,60,46,0,18,9.2,15.3,0,0,0,0,0,0,7.6,7.6
62,19864,Anthony Miller,CHI,WR,3,ARI,5,4,80,35,0,15,7,8.8,0,0,0,0,0,0,7.5,7.5
63,17914,Laquon Treadwell,MIN,WR,3,BUF,4,4,100,33,0,14,8.2,8.2,0,0,0,0,0,0,7.3,7.3
64,9906,Danny Amendola,MIA,WR,3,OAK,3,3,100,42,0,15,14,14,0,0,0,0,0,0,7.2,7.2
65,18971,Taywan Taylor,TEN,WR,3,JAX,5,4,80,30,0,9,6,7.5,0,0,0,0,0,0,7,7
66,16141,Willie Snead,BAL,WR,3,DEN,5,3,60,39,0,17,7.8,13,0,0,0,0,0,0,6.9,6.9
67,3943,DeSean Jackson,TB,WR,3,PIT,5,3,60,37,0,17,7.4,12.3,0,0,0,0,0,0,6.7,6.7
68,14749,Jermaine Kearse,NYJ,WR,3,CLE,6,3,50,35,0,14,5.8,11.7,0,0,0,0,0,0,6.5,6.5
69,17290,Adam Humphries,TB,WR,3,PIT,5,3,60,30,0,16,6,10,1,4,4,0,0,0,6.4,6.4
69,16781,Nelson Agholor,PHI,WR,3,IND,5,4,80,24,0,10,4.8,6,0,0,0,0,0,0,6.4,6.4
69,15076,Keenan Allen,LAC,WR,3,LAR,7,3,42.9,44,0,25,6.3,14.7,0,0,0,0,1,1,6.4,6.4
72,18089,Rashard Higgins,CLE,WR,3,NYJ,3,3,100,32,0,19,10.7,10.7,0,0,0,0,0,0,6.2,6.2
73,18992,Dede Westbrook,JAX,WR,3,TEN,4,3,75,31,0,15,7.8,10.3,0,0,0,0,0,0,6.1,6.1
73,14828,Chris Hogan,NE,WR,3,DET,4,3,75,31,0,16,7.8,10.3,0,0,0,0,0,0,6.1,6.1
75,16775,Devante Parker,MIA,WR,3,OAK,3,2,66.7,40,0,36,13.3,20,0,0,0,0,0,0,6,6
75,19917,Antonio Callaway,CLE,WR,3,NYJ,10,4,40,20,0,10,2,5,0,0,0,0,0,0,6,6
77,13264,Andre Holmes,BUF,WR,3,MIN,4,3,75,29,0,22,7.2,9.7,0,0,0,0,0,0,5.9,5.9
77,16550,Kelvin Benjamin,BUF,WR,3,MIN,5,3,60,29,0,12,5.8,9.7,0,0,0,0,0,0,5.9,5.9
79,19800,Courtland Sutton,DEN,WR,3,BAL,3,2,66.7,37,0,21,12.3,18.5,0,0,0,0,0,0,5.7,5.7
79,16906,Stefon Diggs,MIN,WR,3,BUF,10,4,40,17,0,7,1.7,4.2,0,0,0,0,0,0,5.7,5.7
81,17048,Tyrell Williams,LAC,WR,3,LAR,3,2,66.7,22,0,13,7.3,11,1,14,14,0,0,0,5.6,5.6
82,16146,Martavis Bryant,OAK,WR,3,MIA,5,2,40,30,0,19,6,15,1,4,4,0,0,0,5.4,5.4
82,18879,Corey Davis,TEN,WR,3,JAX,4,2,50,34,0,22,8.5,17,0,0,0,0,0,0,5.4,5.4
82,19064,Trent Taylor,SF,WR,3,KC,4,3,75,24,0,10,6,8,0,0,0,0,0,0,5.4,5.4
85,13227,Randall Cobb,GB,WR,3,WAS,11,4,36.4,22,0,11,2,5.5,0,0,0,0,1,1,5.2,5.2
86,11667,Brandon Marshall,SEA,WR,3,DAL,6,2,33.3,30,0,27,5,15,0,0,0,0,0,0,5,5
87,12830,Torrey Smith,CAR,WR,3,CIN,6,3,50,19,0,8,3.2,6.3,0,0,0,0,0,0,4.9,4.9
88,18881,John Ross,CIN,WR,3,CAR,7,3,42.9,16,0,9,2.3,5.3,0,0,0,0,0,0,4.6,4.6
89,19865,James Washington,PIT,WR,3,TB,2,2,100,25,0,13,12.5,12.5,0,0,0,0,0,0,4.5,4.5
90,13856,Deonte Thompson,DAL,WR,3,SEA,2,2,100,23,0,13,11.5,11.5,0,0,0,0,0,0,4.3,4.3
91,16253,Allen Hurns,DAL,WR,3,SEA,4,2,50,22,0,12,5.5,11,0,0,0,0,0,0,4.2,4.2
92,15974,Jordan Matthews,PHI,WR,3,IND,2,2,100,21,0,14,10.5,10.5,0,0,0,0,0,0,4.1,4.1
93,20295,Vyncint Smith,HOU,WR,3,NYG,2,1,50,28,0,28,14,28,0,0,0,0,0,0,3.8,3.8
94,19318,Kendrick Bourne,SF,WR,3,KC,2,1,50,27,0,27,13.5,27,0,0,0,0,0,0,3.7,3.7
94,16765,Amari Cooper,OAK,WR,3,MIA,5,2,40,17,0,9,3.4,8.5,0,0,0,0,0,0,3.7,3.7
96,13693,Terrelle Pryor,NYJ,WR,3,CLE,3,1,33.3,25,0,25,8.3,25,0,0,0,0,0,0,3.5,3.5
96,19276,Austin Carr,NO,WR,3,ATL,2,1,50,25,0,25,12.5,25,0,0,0,0,0,0,3.5,3.5
98,18361,Chester Rogers,IND,WR,3,PHI,4,2,50,14,0,8,3.5,7,0,0,0,0,0,0,3.4,3.4
99,18187,Robby Anderson,NYJ,WR,3,CLE,4,2,50,22,0,17,5.5,11,0,0,0,0,1,1,3.2,3.2
100,13117,Dwayne Harris,OAK,WR,3,MIA,2,2,100,11,0,7,5.5,5.5,0,0,0,0,0,0,3.1,3.1
101,5571,Larry Fitzgerald,ARI,WR,3,CHI,2,2,100,9,0,6,4.5,4.5,0,0,0,0,0,0,2.9,2.9
102,18926,Zay Jones,BUF,WR,3,MIN,1,1,100,17,0,17,17,17,0,0,0,0,0,0,2.7,2.7
102,19867,Michael Gallup,DAL,WR,3,SEA,4,1,25,17,0,17,4.2,17,0,0,0,0,0,0,2.7,2.7
104,16232,Donte Moncrief,JAX,WR,3,TEN,3,2,66.7,16,0,13,5.3,8,0,0,0,0,1,1,2.6,2.6
105,16278,Cody Latimer,NYG,WR,3,HOU,2,1,50,15,0,15,7.5,15,0,0,0,0,0,0,2.5,2.5
106,19006,Josh Malone,CIN,WR,3,CAR,3,1,33.3,12,0,12,4,12,0,0,0,0,0,0,2.2,2.2
106,15150,Cordarrelle Patterson,NE,WR,3,DET,1,1,100,12,0,12,12,12,0,0,0,0,0,0,2.2,2.2
108,6767,Pierre Garcon,SF,WR,3,KC,4,1,25,11,0,11,2.8,11,0,0,0,0,0,0,2.1,2.1
109,16664,Bruce Ellington,HOU,WR,3,NYG,1,1,100,10,0,10,10,10,0,0,0,0,0,0,2,2
110,13171,Aldrick Robinson,MIN,WR,3,BUF,1,1,100,9,0,9,9,9,0,0,0,0,0,0,1.9,1.9
111,18974,Chad Williams,ARI,WR,3,CHI,4,1,25,8,0,8,2,8,0,0,0,0,0,0,1.8,1.8
112,18717,Marvin Hall,ATL,WR,3,NO,1,1,100,7,0,7,7,7,0,0,0,0,0,0,1.7,1.7
112,19361,Marcus Kemp,KC,WR,3,SF,1,1,100,7,0,7,7,7,0,0,0,0,0,0,1.7,1.7
112,14465,Jarius Wright,CAR,WR,3,CIN,1,1,100,7,0,7,7,7,0,0,0,0,0,0,1.7,1.7
112,17070,Darius Jennings,TEN,WR,3,JAX,1,1,100,7,0,7,7,7,0,0,0,0,0,0,1.7,1.7
116,18058,Tajae Sharpe,TEN,WR,3,JAX,1,0,0,0,0,0,0,0,1,16,16,0,0,0,1.6,1.6
116,19961,Ray-Ray McCloud,BUF,WR,3,MIN,1,1,100,6,0,6,6,6,0,0,0,0,0,0,1.6,1.6
118,16456,TJ Jones,DET,WR,3,NE,2,1,50,4,0,4,2,4,0,0,0,0,0,0,1.4,1.4
119,19172,Zach Pascal,IND,WR,3,PHI,2,1,50,3,0,3,1.5,3,0,0,0,0,0,0,1.3,1.3
119,19844,D.J. Moore,CAR,WR,3,CIN,2,1,50,3,0,3,1.5,3,0,0,0,0,0,0,1.3,1.3
119,13788,Rishard Matthews,TEN,WR,3,JAX,2,1,50,3,0,3,1.5,3,0,0,0,0,0,0,1.3,1.3
122,14795,Josh Bellamy,CHI,WR,3,ARI,1,1,100,2,0,2,2,2,0,0,0,0,0,0,1.2,1.2
123,11565,Andre Roberts,NYJ,WR,3,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,18157,Charone Peake,NYJ,WR,3,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19969,Damion Ratley,CLE,WR,3,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,20477,Derrick Willies,CLE,WR,3,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,16868,Justin Hardy,ATL,WR,3,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19897,Tre'Quan Smith,NO,WR,3,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,20006,Russell Gage,ATL,WR,3,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19501,Justin Hardee,NO,WR,3,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,16305,De'Anthony Thomas,KC,WR,3,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,18047,Demarcus Robinson,KC,WR,3,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19854,Dante Pettis,SF,WR,3,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,11463,Brandon LaFell,OAK,WR,3,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19779,Brandon Zylstra,MIN,WR,3,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,20250,Robert Foster,BUF,WR,3,MIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,12722,Kamar Aiken,PHI,WR,3,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19060,Shelton Gibson,PHI,WR,3,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,14424,Brian Quick,WAS,WR,3,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,17939,Josh Doctson,WAS,WR,3,GB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,18443,Maurice Harris,WAS,WR,3,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19491,Robert Tonyan Jr.,GB,WR,3,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19976,Marquez Valdes-Scantling,GB,WR,3,WAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,18116,Cody Core,CIN,WR,3,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,18197,Alex Erickson,CIN,WR,3,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,18673,Jaydon Mickens,JAX,WR,3,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19816,D.J. Chark,JAX,WR,3,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19212,Tim White,BAL,WR,3,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,18030,Chris Moore,BAL,WR,3,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19207,Tim Patrick,DEN,WR,3,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19916,Daesean Hamilton,DEN,WR,3,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,14850,Russell Shepard,NYG,WR,3,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19100,Stacy Coley,NYG,WR,3,HOU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,16946,Geremy Davis,LAC,WR,3,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19017,Josh Reynolds,LAR,WR,3,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19184,Jojo Natson,LAR,WR,3,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,20310,JJ Jones,LAC,WR,3,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,20679,Khadarel Hodge,LAR,WR,3,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,16768,Kevin White,CHI,WR,3,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,16919,JJ Nelson,ARI,WR,3,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,17219,Daniel Brown,CHI,WR,3,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,20081,Trent Sherfield,ARI,WR,3,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,15088,Terrance Williams,DAL,WR,3,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,18099,Keenan Reynolds,SEA,WR,3,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19120,David Moore,SEA,WR,3,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,7651,Matthew Slater,NE,WR,3,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,16790,Phillip Dorsett,NE,WR,3,DET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,8771,Darrius Heyward-Bey,PIT,WR,3,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,16529,Freddie Martino,TB,WR,3,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19017,Josh Reynolds,LAR,WR,4,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,19779,Brandon Zylstra,MIN,WR,4,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,18209,Marcus Johnson,IND,WR,3,PHI,0,0,0,0,0,0,0,0,1,-2,-2,0,0,0,-0.2,-0.2
