PassingAttempts,PassingRating,PlayerID,comp,comp%,def_rk,int,points,ru_att,ru_td,ru_yds,ru_yds/att,salary,td,yds,yds/att,h/a_encoded,surface_encoded,passingattempts_car,passingrating_car,playerid_car,comp_car,comp%_car,def_rk_car,int_car,points_car,ru_att_car,ru_td_car,ru_yds_car,ru_yds/att_car,salary_car,td_car,yds_car,yds/att_car,h/a_encoded_car,surface_encoded_car,year
6,56.25,16135,3,50.0,12,0,0.58,1,0,1,1.0,5300,0,12,2.0,1,0,12.5,88.66,16135.0,7.0,59.38,15.75,0.25,7.23,2.5,0.0,10.5,3.32,5650.0,0.75,98.25,6.62,0.5,0.25,2015
33,71.28,16135,15,45.5,3,0,13.82,4,0,31,7.8,5100,1,168,5.1,0,1,16.6,85.19,16135.0,8.6,56.6,13.2,0.2,8.55,2.8,0.0,14.6,4.22,5540.0,0.8,112.2,6.32,0.4,0.4,2015
45,95.79,16135,33,73.3,24,1,21.58,3,0,17,5.7,5000,1,372,8.3,0,0,21.33,86.95,16135.0,12.67,59.38,15.0,0.33,10.72,2.83,0.0,15.0,4.47,5450.0,0.83,155.5,6.65,0.33,0.33,2015
31,92.14,16135,21,67.7,16,1,15.3,7,0,15,2.1,5000,1,270,8.7,1,0,22.71,87.7,16135.0,13.86,60.57,15.14,0.43,11.37,3.43,0.0,15.0,4.13,5385.71,0.86,171.86,6.94,0.43,0.29,2015
32,69.92,16135,19,59.4,2,1,11.14,2,0,17,8.5,5000,1,161,5.0,0,1,23.88,85.47,16135.0,14.5,60.42,13.5,0.5,11.34,3.25,0.0,15.25,4.68,5337.5,0.88,170.5,6.7,0.38,0.38,2015
32,40.62,16135,13,40.6,9,1,18.24,11,0,108,9.8,5100,0,136,4.2,0,0,24.78,80.49,16135.0,14.33,58.22,13.0,0.56,12.11,4.11,0.0,25.56,5.24,5311.11,0.78,166.67,6.42,0.33,0.33,2015
28,65.92,9226,15,53.6,27,1,11.36,8,0,24,3.0,6200,1,149,5.3,1,1,28.0,65.92,9226.0,15.0,53.6,27.0,1.0,11.36,8.0,0.0,24.0,3.0,6200.0,1.0,149.0,5.3,1.0,1.0,2015
8,79.69,5282,5,62.5,14,0,3.26,3,0,23,7.7,5200,0,49,6.1,0,1,8.0,79.69,5282.0,5.0,62.5,14.0,0.0,3.26,3.0,0.0,23.0,7.7,5200.0,0.0,49.0,6.1,0.0,1.0,2015
49,83.8,5282,28,57.1,20,1,23.64,0,0,0,0.0,6300,2,341,7.0,1,0,28.5,81.74,5282.0,16.5,59.8,17.0,0.5,13.45,1.5,0.0,11.5,3.85,5750.0,1.0,195.0,6.55,0.5,0.5,2015
41,119.11,5282,32,78.0,13,0,26.24,0,0,0,0.0,5100,2,356,8.7,0,0,32.67,94.2,5282.0,21.67,65.87,15.67,0.33,17.71,1.0,0.0,7.67,2.57,5533.33,1.33,248.67,7.27,0.33,0.33,2015
102,222.64,10564,72,141.2,38,0,76.96,6,2,24,8.0,11000,4,914,18.0,0,0,50.0,126.31,6602.5,34.25,84.7,21.25,0.25,32.52,2.25,0.5,11.75,3.92,6900.0,2.0,415.0,9.95,0.25,0.25,2015
39,63.3,5282,20,51.3,1,2,14.72,3,0,12,4.0,5300,2,213,5.5,1,0,47.8,113.71,6338.4,31.4,78.02,17.2,0.6,28.96,2.4,0.4,11.8,3.94,6580.0,2.0,374.6,9.06,0.4,0.2,2015
32,101.82,5282,26,81.2,10,0,10.9,4,0,21,5.2,6700,0,270,8.4,0,0,45.17,111.73,6162.33,30.5,78.55,16.0,0.5,25.95,2.67,0.33,13.33,4.15,6600.0,1.67,357.17,8.95,0.33,0.17,2015
34,89.22,5282,18,52.9,12,1,20.24,5,0,18,3.6,5000,3,211,6.2,1,0,43.57,108.51,6036.57,28.71,74.89,15.43,0.57,25.14,3.0,0.29,14.0,4.07,6371.43,1.86,336.29,8.56,0.43,0.14,2015
38,80.15,5282,21,55.3,19,0,13.68,2,0,12,6.0,5800,1,212,5.6,1,0,42.88,104.97,5942.25,27.75,72.44,15.88,0.5,23.7,2.88,0.25,13.75,4.31,6300.0,1.75,320.75,8.19,0.5,0.12,2015
6,150.0,5054,5,83.3,11,0,6.52,0,0,0,0.0,5000,1,63,10.5,0,1,6.0,150.0,5054.0,5.0,83.3,11.0,0.0,6.52,0.0,0.0,0.0,0.0,5000.0,1.0,63.0,10.5,0.0,1.0,2015
25,52.17,14219,15,60.0,14,3,7.32,0,0,0,0.0,5200,1,158,6.3,1,1,25.0,52.17,14219.0,15.0,60.0,14.0,3.0,7.32,0.0,0.0,0.0,0.0,5200.0,1.0,158.0,6.3,1.0,1.0,2015
31,48.59,14219,13,41.9,17,1,6.34,1,0,-1,-1.0,5100,0,186,6.0,0,1,28.0,50.38,14219.0,14.0,50.95,15.5,2.0,6.83,0.5,0.0,-0.5,-0.5,5150.0,0.5,172.0,6.15,0.5,1.0,2015
48,100.61,14219,33,68.8,21,2,29.4,1,0,0,0.0,5100,3,435,9.1,1,1,34.67,67.12,14219.0,20.33,56.9,17.33,2.0,14.35,0.67,0.0,-0.33,-0.33,5133.33,1.33,259.67,7.13,0.67,1.0,2015
31,68.75,14252,21,67.7,18,2,9.74,2,0,-1,-0.5,5000,1,196,6.3,1,0,31.0,68.75,14252.0,21.0,67.7,18.0,2.0,9.74,2.0,0.0,-1.0,-0.5,5000.0,1.0,196.0,6.3,1.0,0.0,2015
27,110.34,14252,23,85.2,10,0,12.12,0,0,0,0.0,5600,1,203,7.5,1,0,29.0,89.54,14252.0,22.0,76.45,14.0,1.0,10.93,1.0,0.0,-0.5,-0.25,5300.0,1.0,199.5,6.9,1.0,0.0,2015
49,69.77,14252,30,61.2,31,2,19.64,0,0,0,0.0,6000,1,316,6.4,0,1,35.67,82.95,14252.0,24.67,71.37,19.67,1.33,13.83,0.67,0.0,-0.33,-0.17,5533.33,1.0,238.33,6.73,0.67,0.33,2015
46,91.76,14252,31,67.4,30,0,21.7,1,1,1,1.0,5000,1,290,6.3,1,0,38.25,85.16,14252.0,26.25,70.38,22.25,1.0,15.8,0.75,0.25,0.0,0.12,5400.0,1.0,251.25,6.63,0.75,0.25,2015
64,139.32,28504,42,131.2,16,4,21.72,2,0,2,2.0,6000,2,438,13.6,0,2,43.4,95.99,17102.4,29.4,82.54,21.0,1.6,16.98,1.0,0.2,0.4,0.5,5520.0,1.2,288.6,8.02,0.6,0.6,2015
43,57.9,14252,25,58.1,14,2,9.94,1,0,1,1.0,5700,1,196,4.6,0,1,43.33,89.64,16627.33,28.67,78.47,19.83,1.67,15.81,1.0,0.17,0.5,0.58,5550.0,1.17,273.17,7.45,0.5,0.67,2015
40,124.69,14252,33,82.5,22,0,34.18,3,1,15,5.0,5000,3,317,7.9,1,0,42.86,94.65,16288.0,29.29,79.04,20.14,1.43,18.43,1.29,0.29,2.57,1.21,5471.43,1.43,279.43,7.51,0.57,0.57,2015
40,68.44,14252,22,55.0,15,1,11.68,0,0,0,0.0,5100,1,217,5.4,0,1,42.5,91.37,16033.5,28.38,76.04,19.5,1.38,17.59,1.12,0.25,2.25,1.06,5425.0,1.38,271.62,7.25,0.5,0.62,2015
25,158.33,14252,20,80.0,32,0,31.96,0,0,0,0.0,5200,4,324,13.0,1,0,40.56,98.81,15835.56,27.44,76.48,20.89,1.22,19.19,1.0,0.22,2.0,0.94,5400.0,1.67,277.44,7.89,0.56,0.56,2015
30,89.17,14252,22,73.3,6,1,9.68,1,0,4,4.0,5000,1,207,6.9,0,0,39.5,97.85,15677.2,26.9,76.16,19.4,1.2,18.24,1.0,0.2,2.2,1.25,5360.0,1.6,270.4,7.79,0.5,0.5,2015
29,114.44,14252,20,69.0,31,0,25.18,4,1,1,0.2,7100,1,302,10.4,1,0,38.55,99.36,15547.64,26.27,75.51,20.45,1.09,18.87,1.27,0.27,2.09,1.15,5518.18,1.55,273.27,8.03,0.55,0.45,2015
31,101.41,14252,22,71.0,5,0,13.36,1,0,6,6.0,5200,1,219,7.1,1,0,37.92,99.53,15439.67,25.92,75.13,19.17,1.0,18.41,1.25,0.25,2.42,1.56,5491.67,1.5,268.75,7.95,0.58,0.42,2015
31,104.23,14252,24,77.4,25,1,25.3,4,1,13,3.2,5200,1,300,9.7,0,0,37.38,99.89,15348.31,25.77,75.31,19.62,1.0,18.94,1.46,0.31,3.23,1.68,5469.23,1.46,271.15,8.08,0.54,0.38,2015
28,153.72,14252,22,78.6,17,0,38.86,3,1,11,3.7,5000,4,319,11.4,1,0,36.71,103.73,15270.0,25.5,75.54,19.43,0.93,20.36,1.57,0.36,3.79,1.83,5435.71,1.64,274.57,8.32,0.57,0.36,2015
46,120.29,14252,31,67.4,30,0,35.2,5,0,-4,-0.8,5100,4,365,7.9,0,0,37.33,104.84,15202.13,25.87,75.0,20.13,0.87,21.35,1.8,0.33,3.27,1.65,5413.33,1.8,280.6,8.29,0.53,0.33,2015
15,155.14,14252,12,80.0,5,0,19.04,0,0,0,0.0,5100,3,176,11.7,0,1,35.94,107.98,15142.75,25.0,75.31,19.19,0.81,21.21,1.69,0.31,3.06,1.55,5393.75,1.88,274.06,8.51,0.5,0.38,2015
12,149.31,14971,8,66.7,12,0,14.62,1,0,-1,-1.0,6500,2,168,14.0,1,0,12.0,149.31,14971.0,8.0,66.7,12.0,0.0,14.62,1.0,0.0,-1.0,-1.0,6500.0,2.0,168.0,14.0,1.0,0.0,2015
29,60.85,14971,16,55.2,9,2,9.16,1,0,-2,-2.0,5000,1,209,7.2,0,0,20.5,105.08,14971.0,12.0,60.95,10.5,1.0,11.89,1.0,0.0,-1.5,-1.5,5750.0,1.5,188.5,10.6,0.5,0.0,2015
6,109.72,14971,4,66.7,20,0,3.16,0,0,0,0.0,5000,0,79,13.2,1,0,15.67,106.63,14971.0,9.33,62.87,13.67,0.67,8.98,0.67,0.0,-1.0,-1.0,5500.0,1.0,152.0,11.47,0.67,0.0,2015
4,88.54,14971,3,75.0,28,0,0.92,0,0,0,0.0,5000,0,23,5.8,1,0,12.75,102.1,14971.0,7.75,65.9,17.25,0.5,6.97,0.5,0.0,-0.75,-0.75,5375.0,0.75,119.75,10.05,0.75,0.0,2015
0,0.0,6276,0,0.0,12,0,0.0,0,0,0,0.0,6200,0,0,0.0,0,0,0.0,0.0,6276.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6200.0,0.0,0.0,0.0,0.0,0.0,2015
0,0.0,6276,0,0.0,22,0,0.0,0,0,0,0.0,7500,0,0,0.0,0,0,0.0,0.0,6276.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6850.0,0.0,0.0,0.0,0.0,0.0,2015
38,89.69,6276,31,81.6,6,1,14.4,0,0,0,0.0,5000,0,310,8.2,0,0,12.67,29.9,6276.0,10.33,27.2,13.33,0.33,4.8,0.0,0.0,0.0,0.0,6233.33,0.0,103.33,2.73,0.0,0.0,2015
0,0.0,12552,0,0.0,60,0,0.0,0,0,0,0.0,14400,0,0,0.0,0,0,9.5,22.42,7845.0,7.75,20.4,25.0,0.25,3.6,0.0,0.0,0.0,0.0,8275.0,0.0,77.5,2.05,0.0,0.0,2015
1,118.75,6276,1,100.0,26,0,1.0,0,0,0,0.0,6800,0,25,25.0,0,1,7.8,41.69,7531.2,6.4,36.32,25.2,0.2,3.08,0.0,0.0,0.0,0.0,7980.0,0.0,67.0,6.64,0.0,0.2,2015
15,158.33,16763,13,86.7,22,0,24.96,2,0,6,3.0,7400,4,209,13.9,0,0,15.0,158.33,16763.0,13.0,86.7,22.0,0.0,24.96,2.0,0.0,6.0,3.0,7400.0,4.0,209.0,13.9,0.0,0.0,2015
37,96.34,16763,21,56.8,28,0,18.18,3,0,19,6.3,7700,2,257,6.9,0,0,26.0,127.34,16763.0,17.0,71.75,25.0,0.0,21.57,2.5,0.0,12.5,4.65,7550.0,3.0,233.0,10.4,0.0,0.0,2015
44,84.19,16763,27,61.4,26,2,23.68,0,0,0,0.0,7000,2,367,8.3,1,0,32.0,112.95,16763.0,20.33,68.3,25.33,0.67,22.27,1.67,0.0,8.33,3.1,7366.67,2.67,277.67,9.7,0.33,0.0,2015
64,136.2,33526,42,131.2,34,2,22.36,10,0,94,18.8,13800,0,374,11.6,2,0,40.0,118.76,20953.75,25.75,84.02,27.5,1.0,22.3,3.75,0.0,29.75,7.02,8975.0,2.0,301.75,10.18,0.75,0.0,2015
33,67.61,16763,21,63.6,18,2,8.76,0,0,0,0.0,5000,1,219,6.6,1,0,38.6,108.53,20115.6,24.8,79.94,25.6,1.2,19.59,3.0,0.0,23.8,5.62,8180.0,1.8,285.2,9.46,0.8,0.0,2015
39,135.74,16763,28,71.8,32,0,36.34,1,0,5,5.0,5300,4,371,9.5,0,1,38.67,113.07,19556.83,25.33,78.58,26.67,1.0,22.38,2.67,0.0,20.67,5.52,7700.0,2.17,299.5,9.47,0.67,0.17,2015
24,72.4,16763,16,66.7,6,1,8.8,5,0,24,4.8,5000,0,185,7.7,1,0,36.57,107.26,19157.71,24.0,76.89,23.71,1.0,20.44,3.0,0.0,21.14,5.41,7314.29,1.86,283.14,9.21,0.71,0.14,2015
35,81.96,16763,22,62.9,29,0,18.14,5,1,29,5.8,5900,0,231,6.6,0,0,36.38,104.1,18858.38,23.75,75.14,24.38,0.88,20.15,3.25,0.12,22.12,5.46,7137.5,1.62,276.62,8.89,0.62,0.12,2015
37,69.43,16763,17,45.9,20,2,21.42,1,0,7,7.0,6300,3,218,5.9,1,0,36.44,100.24,18625.56,23.0,71.89,23.89,1.0,20.29,3.0,0.11,20.44,5.63,7044.44,1.78,270.11,8.56,0.67,0.11,2015
29,118.18,16763,20,69.0,29,1,40.92,9,1,112,12.4,5000,3,268,9.2,1,0,35.7,102.04,18439.3,22.7,71.6,24.4,1.0,22.36,3.6,0.2,29.6,6.31,6840.0,1.9,269.9,8.62,0.7,0.1,2015
39,65.54,16763,21,53.8,14,1,23.36,3,0,3,1.0,5500,0,274,7.0,0,1,36.0,98.72,18286.91,22.55,69.98,23.45,1.0,22.45,3.55,0.18,27.18,5.83,6718.18,1.73,270.27,8.47,0.64,0.18,2015
6,65.97,16763,3,50.0,15,0,0.28,0,0,0,0.0,5500,0,32,5.3,0,1,33.5,95.99,18159.92,20.92,68.32,22.75,0.92,20.6,3.25,0.17,24.92,5.34,6616.67,1.58,250.42,8.21,0.58,0.25,2015
23,62.95,8415,14,60.9,18,1,5.64,2,0,4,2.0,5100,0,156,6.8,1,0,23.0,62.95,8415.0,14.0,60.9,18.0,1.0,5.64,2.0,0.0,4.0,2.0,5100.0,0.0,156.0,6.8,1.0,0.0,2015
41,67.23,8415,26,63.4,22,3,16.84,2,0,14,7.0,6900,2,261,6.4,1,0,32.0,65.09,8415.0,20.0,62.15,20.0,2.0,11.24,2.0,0.0,9.0,4.5,6000.0,1.0,208.5,6.6,1.0,0.0,2015
27,116.13,8415,19,70.4,23,0,15.36,2,0,4,2.0,7300,2,199,7.4,0,1,30.33,82.1,8415.0,19.67,64.9,21.0,1.33,12.61,2.0,0.0,7.33,3.67,6433.33,1.33,205.33,6.87,0.67,0.33,2015
0,0.0,8415,0,0.0,12,0,0.0,0,0,0,0.0,5500,0,0,0.0,1,0,22.75,61.58,8415.0,14.75,48.68,18.75,1.0,9.46,1.5,0.0,5.5,2.75,6200.0,1.0,154.0,5.15,0.75,0.25,2015
0,0.0,8723,0,0.0,26,0,0.0,0,0,0,0.0,6800,0,0,0.0,1,1,0.0,0.0,8723.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,0.0,0.0,0.0,1.0,1.0,2015
27,62.35,8723,17,63.0,31,3,10.48,1,0,4,4.0,5300,1,227,8.4,0,1,13.5,31.18,8723.0,8.5,31.5,28.5,1.5,5.24,0.5,0.0,2.0,2.0,6050.0,0.5,113.5,4.2,0.5,1.0,2015
25,61.58,8723,13,52.0,2,0,8.18,4,0,43,10.8,5200,0,97,3.9,1,1,17.33,41.31,8723.0,10.0,38.33,19.67,1.0,6.22,1.67,0.0,15.67,4.93,5766.67,0.33,108.0,4.1,0.67,1.0,2015
38,105.04,8723,25,65.8,30,1,24.66,2,0,17,8.5,5900,3,299,7.9,1,1,22.5,57.24,8723.0,13.75,45.2,22.25,1.0,10.83,1.75,0.0,16.0,5.82,5800.0,1.0,155.75,5.05,0.75,1.0,2015
29,69.04,8723,19,65.5,22,1,6.64,1,0,2,2.0,5400,0,186,6.4,0,0,23.8,59.6,8723.0,14.8,49.26,22.2,1.0,9.99,1.6,0.0,13.2,5.06,5720.0,0.8,161.8,5.32,0.6,0.8,2015
19,97.04,8723,13,68.4,6,0,10.62,2,0,9,4.5,6700,1,93,4.9,1,1,23.0,65.84,8723.0,14.5,52.45,19.5,0.83,10.1,1.67,0.0,12.5,4.97,5883.33,0.83,150.33,5.25,0.67,0.83,2015
29,80.1,8723,16,55.2,21,0,8.62,2,0,-3,-1.5,5000,0,223,7.7,0,0,23.86,67.88,8723.0,14.71,52.84,19.71,0.71,9.89,1.71,0.0,10.29,4.04,5757.14,0.71,160.71,5.6,0.57,0.71,2015
29,41.45,8723,13,44.8,7,1,4.16,3,0,6,2.0,5400,0,114,3.9,0,0,24.5,64.58,8723.0,14.5,51.84,18.12,0.75,9.17,1.88,0.0,9.75,3.79,5712.5,0.62,154.88,5.39,0.5,0.62,2015
8,13.02,8723,3,37.5,14,1,0.48,0,0,0,0.0,5400,0,37,4.6,1,1,22.67,58.85,8723.0,13.22,50.24,17.67,0.78,8.2,1.67,0.0,8.67,3.37,5677.78,0.56,141.78,5.3,0.56,0.67,2015
0,0.0,8723,0,0.0,21,0,0.0,0,0,0,0.0,5200,0,0,0.0,1,1,20.4,52.96,8723.0,11.9,45.22,18.0,0.7,7.38,1.5,0.0,7.8,3.03,5630.0,0.5,127.6,4.77,0.6,0.7,2015
47,87.37,1034,30,63.8,29,0,15.38,3,0,1,0.3,5600,1,282,6.0,1,1,47.0,87.37,1034.0,30.0,63.8,29.0,0.0,15.38,3.0,0.0,1.0,0.3,5600.0,1.0,282.0,6.0,1.0,1.0,2015
58,214.8,2068,36,124.2,8,0,32.44,6,0,-6,-2.0,10000,4,426,14.6,0,2,52.5,151.08,1551.0,33.0,94.0,18.5,0.0,23.91,4.5,0.0,-2.5,-0.85,7800.0,2.5,354.0,10.3,0.5,1.5,2015
32,84.51,1034,23,71.9,8,2,15.32,3,0,8,2.7,7100,2,213,6.7,0,1,45.67,128.89,1378.67,29.67,86.63,15.0,0.67,21.05,4.0,0.0,1.0,0.33,7566.67,2.33,307.0,9.1,0.33,1.33,2015
42,100.79,1034,26,61.9,22,0,23.3,3,0,-3,-1.0,5000,2,315,7.5,1,1,44.75,121.87,1292.5,28.75,80.45,16.75,0.5,21.61,3.75,0.0,0.0,0.0,6925.0,2.25,309.0,8.7,0.5,1.25,2015
26,61.22,1034,16,61.5,24,2,7.86,2,0,1,0.5,5500,1,169,6.5,0,0,41.0,109.74,1240.8,26.2,76.66,18.2,0.8,18.86,3.4,0.0,0.2,0.1,6640.0,2.0,281.0,8.26,0.4,1.0,2015
35,74.94,1034,18,51.4,29,0,10.08,1,0,10,10.0,5500,0,252,7.2,0,0,40.0,103.94,1206.33,24.83,72.45,20.0,0.67,17.4,3.0,0.0,1.83,1.75,6450.0,1.67,276.17,8.08,0.33,0.83,2015
30,66.94,1034,17,56.7,4,1,8.98,1,0,1,1.0,5700,1,147,4.9,1,1,38.57,98.65,1181.71,23.71,70.2,17.71,0.71,16.19,2.71,0.0,1.71,1.64,6342.86,1.57,257.71,7.63,0.43,0.86,2015
15,74.03,1034,8,53.3,18,0,3.96,0,0,0,0.0,5200,0,99,6.6,0,0,35.62,95.58,1163.25,21.75,68.09,17.75,0.62,14.66,2.38,0.0,1.5,1.44,6200.0,1.38,237.88,7.5,0.38,0.75,2015
31,91.06,15746,23,74.2,3,1,11.68,0,0,0,0.0,5900,2,142,4.6,1,0,31.0,91.06,15746.0,23.0,74.2,3.0,1.0,11.68,0.0,0.0,0.0,0.0,5900.0,2.0,142.0,4.6,1.0,0.0,2015
1,39.58,15746,0,0.0,27,0,0.0,0,0,0,0.0,5400,0,0,0.0,0,0,16.0,65.32,15746.0,11.5,37.1,15.0,0.5,5.84,0.0,0.0,0.0,0.0,5650.0,1.0,71.0,2.3,0.5,0.0,2015
1,118.75,5834,1,100.0,4,0,0.36,3,0,-2,-0.7,8500,0,14,14.0,1,0,1.0,118.75,5834.0,1.0,100.0,4.0,0.0,0.36,3.0,0.0,-2.0,-0.7,8500.0,0.0,14.0,14.0,1.0,0.0,2015
34,90.07,732,23,67.6,30,2,18.62,5,0,7,1.4,7500,2,298,8.8,1,1,34.0,90.07,732.0,23.0,67.6,30.0,2.0,18.62,5.0,0.0,7.0,1.4,7500.0,2.0,298.0,8.8,1.0,1.0,2015
46,96.56,732,30,65.2,31,0,21.42,1,0,-1,-1.0,8300,1,363,7.9,0,1,40.0,93.32,732.0,26.5,66.4,30.5,1.0,20.02,3.0,0.0,3.0,0.2,7900.0,1.5,330.5,8.35,0.5,1.0,2015
36,109.14,732,24,66.7,5,0,23.1,2,0,17,8.5,5000,2,285,7.9,0,1,38.67,98.59,732.0,25.67,66.5,22.0,0.67,21.05,2.67,0.0,7.67,2.97,6933.33,1.67,315.33,8.2,0.33,1.0,2015
27,112.58,732,19,70.4,4,0,14.14,1,0,-1,-1.0,5000,1,256,9.5,1,1,35.75,102.09,732.0,24.0,67.47,17.5,0.5,19.32,2.25,0.0,5.5,1.98,6450.0,1.5,300.5,8.52,0.5,1.0,2015
84,110.12,1464,48,114.2,42,4,18.32,6,0,40,13.4,13400,0,508,12.0,2,2,45.4,103.69,878.4,28.8,76.82,22.4,1.2,19.12,3.0,0.0,12.4,4.26,7840.0,1.2,342.0,9.22,0.8,1.2,2015
44,101.99,732,30,68.2,32,0,19.8,4,0,10,2.5,6600,2,295,6.7,0,1,45.17,103.41,854.0,29.0,75.38,24.0,1.0,19.23,3.17,0.0,12.0,3.97,7633.33,1.33,334.17,8.8,0.67,1.17,2015
38,64.69,732,22,57.9,27,2,11.74,2,0,-3,-1.5,5300,1,251,6.6,0,0,44.14,97.88,836.57,28.0,72.89,24.43,1.14,18.16,3.0,0.0,9.86,3.19,7300.0,1.29,322.29,8.49,0.57,1.0,2015
45,108.98,732,37,82.2,22,1,25.08,3,0,2,0.7,7100,2,397,8.8,1,1,44.25,99.27,823.5,29.12,74.05,24.12,1.12,19.03,3.0,0.0,8.88,2.88,7275.0,1.38,331.62,8.52,0.62,1.0,2015
45,93.1,732,30,66.7,16,0,19.32,1,0,2,2.0,6600,1,303,6.7,0,0,44.33,98.58,813.33,29.22,73.23,23.22,1.0,19.06,2.78,0.0,8.11,2.78,7200.0,1.33,328.44,8.32,0.56,0.89,2015
46,67.3,732,25,54.3,26,3,20.9,2,0,7,3.5,5300,3,280,6.1,1,1,44.5,95.45,805.2,28.8,71.34,23.5,1.2,19.24,2.7,0.0,8.0,2.85,7010.0,1.5,323.6,8.1,0.6,0.9,2015
31,76.01,732,22,71.0,11,2,11.1,1,0,-1,-1.0,6300,1,230,7.4,1,1,43.27,93.69,798.55,28.18,71.31,22.36,1.27,18.5,2.55,0.0,7.18,2.5,6945.45,1.45,315.09,8.04,0.64,0.91,2015
45,80.69,732,30,66.7,22,1,14.16,1,0,4,4.0,5500,1,269,6.0,0,0,43.42,92.6,793.0,28.33,70.93,22.33,1.25,18.14,2.42,0.0,6.92,2.62,6825.0,1.42,311.25,7.87,0.58,0.83,2015
34,71.2,732,22,64.7,6,1,6.86,1,0,-1,-1.0,5300,0,224,6.6,0,0,42.69,90.96,788.31,27.85,70.45,21.08,1.23,17.27,2.31,0.0,6.31,2.35,6707.69,1.31,304.54,7.77,0.54,0.77,2015
35,81.37,732,22,62.9,29,1,12.84,3,0,0,0.0,5700,1,246,7.0,0,0,42.14,90.27,784.29,27.43,69.91,21.64,1.21,16.96,2.36,0.0,5.86,2.18,6635.71,1.29,300.36,7.71,0.5,0.71,2015
30,119.58,732,23,76.7,6,0,18.34,6,0,1,0.2,5500,1,306,10.2,1,1,41.33,92.23,780.8,27.13,70.36,20.6,1.13,17.05,2.6,0.0,5.53,2.05,6560.0,1.27,300.73,7.88,0.53,0.73,2015
36,103.24,732,24,66.7,32,1,23.36,1,0,0,0.0,5500,2,334,9.3,1,1,41.0,92.91,777.75,26.94,70.13,21.31,1.12,17.44,2.5,0.0,5.19,1.92,6493.75,1.31,302.81,7.97,0.56,0.75,2015
34,74.63,4633,20,58.8,28,2,16.28,3,0,10,3.3,7100,2,232,6.8,0,0,34.0,74.63,4633.0,20.0,58.8,28.0,2.0,16.28,3.0,0.0,10.0,3.3,7100.0,2.0,232.0,6.8,0.0,0.0,2015
46,77.08,4633,32,69.6,18,2,17.32,1,0,0,0.0,6600,1,308,6.7,0,0,40.0,75.85,4633.0,26.0,64.2,23.0,2.0,16.8,2.0,0.0,5.0,1.65,6850.0,1.5,270.0,6.75,0.0,0.0,2015
30,83.47,9038,19,63.3,13,2,15.74,1,0,-1,-1.0,6900,2,246,8.2,0,0,30.0,83.47,9038.0,19.0,63.3,13.0,2.0,15.74,1.0,0.0,-1.0,-1.0,6900.0,2.0,246.0,8.2,0.0,0.0,2015
53,79.6,9038,32,60.4,11,1,20.44,4,0,20,5.0,6200,2,286,5.4,0,1,41.5,81.54,9038.0,25.5,61.85,12.0,1.5,18.09,2.5,0.0,9.5,2.0,6550.0,2.0,266.0,6.8,0.0,0.5,2015
45,74.49,9038,31,68.9,1,2,12.58,1,0,-1,-1.0,6800,1,282,6.3,1,1,42.67,79.19,9038.0,27.33,64.2,8.33,1.67,16.25,2.0,0.0,6.0,1.0,6633.33,1.67,271.33,6.63,0.33,0.67,2015
35,83.39,9038,24,68.6,2,0,8.12,0,0,0,0.0,6000,0,203,5.8,0,1,40.75,80.24,9038.0,26.5,65.3,6.75,1.25,14.22,1.5,0.0,4.5,0.75,6475.0,1.25,254.25,6.42,0.25,0.75,2015
64,100.0,18076,40,125.0,24,6,17.44,2,0,4,4.0,12000,2,376,11.8,2,2,45.4,84.19,10845.6,29.2,77.24,10.2,2.2,14.86,1.6,0.0,4.4,1.4,7580.0,1.4,278.6,7.5,0.6,1.0,2015
42,117.66,9038,27,64.3,25,1,37.9,6,0,37,6.2,5300,4,405,9.6,1,1,44.83,89.77,10544.33,28.83,75.08,12.67,2.0,18.7,2.33,0.0,9.83,2.2,7200.0,1.83,299.67,7.85,0.67,1.0,2015
26,126.44,9038,18,69.2,11,0,18.74,1,0,5,5.0,5000,2,256,9.8,1,1,42.14,95.01,10329.14,27.29,74.24,12.43,1.71,18.71,2.14,0.0,9.14,2.6,6885.71,1.86,293.43,8.13,0.71,1.0,2015
36,64.24,9038,22,61.1,9,2,11.18,1,0,5,5.0,6000,1,217,6.0,0,0,41.38,91.16,10167.75,26.62,72.6,12.0,1.75,17.77,2.0,0.0,8.62,2.9,6775.0,1.75,283.88,7.86,0.62,0.88,2015
38,87.83,9038,24,63.2,7,1,16.78,2,0,1,0.5,5000,2,242,6.4,0,0,41.0,90.79,10042.22,26.33,71.56,11.44,1.67,17.66,2.0,0.0,7.78,2.63,6577.78,1.78,279.22,7.7,0.56,0.78,2015
35,88.04,9038,22,62.9,20,0,20.38,6,1,31,5.2,5000,0,282,8.1,1,1,40.4,90.52,9941.8,25.9,70.69,12.3,1.5,17.93,2.4,0.1,10.1,2.89,6420.0,1.6,279.5,7.74,0.6,0.8,2015
38,137.83,9038,27,71.1,30,0,37.78,2,0,13,6.5,5000,5,337,8.9,1,1,40.18,94.82,9859.64,26.0,70.73,13.91,1.36,19.73,2.36,0.09,10.36,3.22,6290.91,1.91,284.73,7.85,0.64,0.82,2015
