PassingAttempts,PassingRating,PlayerID,comp,comp%,def_rk,int,points,ru_att,ru_td,ru_yds,ru_yds/att,salary,td,yds,yds/att,h/a_encoded,surface_encoded,passingattempts_car,passingrating_car,playerid_car,comp_car,comp%_car,def_rk_car,int_car,points_car,ru_att_car,ru_td_car,ru_yds_car,ru_yds/att_car,salary_car,td_car,yds_car,yds/att_car,h/a_encoded_car,surface_encoded_car,year
33,110.92,14252,22,66.7,6,0,18.38,1,0,-1,-1.0,5000,2,262,7.9,1,0,36.9,102.09,14252.0,24.9,68.36,13.4,0.7,19.8,1.6,0.1,4.3,2.3,5990.0,1.7,289.2,8.04,0.4,0.4,2016
30,145.83,14252,21,70.0,26,0,30.4,4,0,4,1.0,5000,3,375,12.5,1,0,36.27,106.07,14252.0,24.55,68.51,14.55,0.64,20.76,1.82,0.09,4.27,2.18,5900.0,1.82,297.0,8.45,0.45,0.36,2016
53,120.72,14252,41,77.4,16,0,33.16,1,0,2,2.0,5000,3,449,8.5,0,1,37.67,107.29,14252.0,25.92,69.25,14.67,0.58,21.8,1.75,0.08,4.08,2.17,5825.0,1.92,309.67,8.45,0.42,0.42,2016
21,115.97,14252,14,66.7,10,1,16.96,4,0,6,1.5,6100,2,234,11.1,1,0,36.38,107.95,14252.0,25.0,69.05,14.31,0.62,21.42,1.92,0.08,4.23,2.12,5846.15,1.92,303.85,8.65,0.46,0.38,2016
47,77.88,14252,32,68.1,23,1,14.7,2,0,11,5.5,5000,0,315,6.7,1,0,37.14,105.81,14252.0,25.5,68.99,14.93,0.64,20.94,1.93,0.07,4.71,2.36,5785.71,1.79,304.64,8.51,0.5,0.36,2016
29,104.09,14252,18,62.1,15,0,29.8,5,2,30,6.0,5400,1,270,9.3,1,0,36.6,105.69,14252.0,25.0,68.53,14.93,0.6,21.53,2.13,0.2,6.4,2.6,5760.0,1.73,302.33,8.57,0.53,0.33,2016
35,74.35,14252,22,62.9,2,2,13.48,0,0,0,0.0,6700,1,287,8.2,1,0,36.5,103.73,14252.0,24.81,68.18,14.12,0.69,21.03,2.0,0.19,6.0,2.44,5818.75,1.69,301.38,8.54,0.56,0.31,2016
0,0.0,14971,0,0.0,13,0,0.0,2,0,0,0.0,6500,0,0,0.0,1,0,2.0,44.27,14971.0,1.5,37.5,20.5,0.0,0.46,1.0,0.0,0.0,0.0,5750.0,0.0,11.5,2.9,1.0,0.0,2016
47,76.64,14971,29,61.7,9,1,14.24,0,0,0,0.0,5900,1,281,6.0,1,0,17.0,55.06,14971.0,10.67,45.57,16.67,0.33,5.05,0.67,0.0,0.0,0.0,5800.0,0.33,101.33,3.93,1.0,0.0,2016
0,0.0,14971,0,0.0,16,0,0.0,0,0,0,0.0,5000,0,0,0.0,1,0,12.75,41.3,14971.0,8.0,34.17,16.5,0.25,3.79,0.5,0.0,0.0,0.0,5600.0,0.25,76.0,2.95,1.0,0.0,2016
1,39.58,14971,0,0.0,24,0,0.0,0,0,0,0.0,6300,0,0,0.0,0,1,10.4,40.95,14971.0,6.4,27.34,18.0,0.2,3.03,0.4,0.0,0.0,0.0,5740.0,0.2,60.8,2.36,0.8,0.2,2016
37,103.1,14971,24,64.9,32,1,22.08,0,0,0,0.0,5100,3,277,7.5,1,0,14.83,51.31,14971.0,9.33,33.6,20.33,0.33,6.21,0.33,0.0,0.0,0.0,5633.33,0.67,96.83,3.22,0.83,0.17,2016
41,86.53,16763,25,61.0,6,1,18.74,4,0,19,4.8,6600,2,271,6.6,1,0,23.5,76.25,16763.0,14.0,55.5,10.5,0.5,9.51,2.0,0.0,9.5,2.4,6050.0,1.0,151.5,5.95,0.5,0.5,2016
33,102.84,16763,25,75.8,31,1,17.62,2,0,11,5.5,6200,2,238,7.2,1,0,26.67,85.11,16763.0,17.67,62.27,17.33,0.67,12.21,2.0,0.0,10.0,3.43,6100.0,1.33,180.33,6.37,0.67,0.33,2016
33,46.78,16763,17,51.5,25,2,7.76,3,0,22,7.3,6900,0,214,6.5,1,0,28.25,75.53,16763.0,17.5,59.58,19.25,1.0,11.1,2.25,0.0,13.0,4.4,6300.0,1.0,188.75,6.4,0.75,0.25,2016
29,54.09,16763,13,44.8,3,1,9.08,4,0,20,5.0,5400,0,202,7.0,0,1,28.4,71.24,16763.0,16.6,56.62,16.0,1.0,10.7,2.6,0.0,14.4,4.52,6120.0,0.8,191.4,6.52,0.6,0.4,2016
29,117.46,16763,20,69.0,28,0,30.52,7,1,60,8.6,6100,3,163,5.6,0,0,28.5,78.95,16763.0,17.17,58.68,18.0,0.83,14.0,3.33,0.17,22.0,5.2,6116.67,1.17,186.67,6.37,0.5,0.33,2016
24,132.64,16763,17,70.8,32,1,28.76,7,0,64,9.1,6500,3,284,11.8,1,0,27.86,86.62,16763.0,17.14,60.41,20.0,0.86,16.11,3.86,0.14,28.0,5.76,6171.43,1.43,200.57,7.14,0.57,0.29,2016
37,95.78,16763,22,59.5,24,0,17.68,2,0,14,7.0,5000,2,232,6.3,1,0,29.0,87.76,16763.0,17.75,60.3,20.5,0.75,16.3,3.62,0.12,26.25,5.91,6025.0,1.5,204.5,7.04,0.62,0.25,2016
22,148.11,16763,18,81.8,5,0,19.9,3,0,11,3.7,6100,2,270,12.3,1,0,28.22,94.47,16763.0,17.78,62.69,18.78,0.67,16.7,3.56,0.11,24.56,5.67,6033.33,1.56,211.78,7.62,0.67,0.22,2016
43,88.61,16763,27,62.8,18,2,31.92,3,1,14,4.7,5900,3,313,7.3,0,0,29.7,93.88,16763.0,18.7,62.7,18.7,0.8,18.23,3.5,0.2,23.5,5.57,6020.0,1.7,221.9,7.59,0.6,0.2,2016
26,149.84,16763,19,73.1,26,0,27.8,5,0,0,0.0,5300,4,295,11.3,1,0,29.36,98.97,16763.0,18.73,63.65,19.36,0.73,19.1,3.64,0.18,21.36,5.06,5954.55,1.91,228.55,7.93,0.64,0.18,2016
38,106.25,16763,25,65.8,24,0,22.5,5,0,29,5.8,5100,2,290,7.6,0,1,30.08,99.58,16763.0,19.25,63.82,19.75,0.67,19.38,3.75,0.17,22.0,5.13,5883.33,1.92,233.67,7.9,0.58,0.25,2016
23,126.36,16763,15,65.2,15,0,21.64,4,0,46,11.5,5000,2,226,9.8,0,0,29.54,101.64,16763.0,18.92,63.93,19.38,0.62,19.55,3.77,0.15,23.85,5.62,5815.38,1.92,233.08,8.05,0.54,0.23,2016
20,45.42,16763,6,30.0,1,0,7.32,8,0,38,4.8,5300,0,88,4.4,1,0,28.86,97.62,16763.0,18.0,61.51,18.07,0.57,18.68,4.07,0.14,24.86,5.56,5778.57,1.79,222.71,7.79,0.57,0.21,2016
33,67.87,16763,19,57.6,13,1,7.44,1,0,-2,-2.0,6800,0,241,7.3,1,0,29.13,95.64,16763.0,18.07,61.25,17.73,0.6,17.93,3.87,0.13,23.07,5.05,5846.67,1.67,223.93,7.75,0.6,0.2,2016
20,72.71,16763,8,40.0,5,0,8.26,2,0,3,1.5,5000,1,99,5.0,1,0,28.56,94.2,16763.0,17.44,59.92,16.94,0.56,17.33,3.75,0.12,21.81,4.83,5793.75,1.62,216.12,7.58,0.62,0.19,2016
1,100.0,8415,1,100.0,32,0,0.12,2,0,-2,-1.0,5700,0,8,8.0,0,0,0.5,50.0,8415.0,0.5,50.0,22.0,0.0,0.06,1.0,0.0,-1.0,-0.5,5600.0,0.0,4.0,4.0,0.5,0.0,2016
17,27.45,8415,9,52.9,10,2,1.4,2,0,0,0.0,7600,0,85,5.0,0,0,6.0,42.48,8415.0,3.33,50.97,18.0,0.67,0.51,1.33,0.0,-0.67,-0.33,6266.67,0.0,31.0,4.33,0.33,0.0,2016
15,18.33,14855,6,40.0,26,2,1.14,1,0,-1,-1.0,7000,0,81,5.4,0,0,15.0,18.33,14855.0,6.0,40.0,26.0,2.0,1.14,1.0,0.0,-1.0,-1.0,7000.0,0.0,81.0,5.4,0.0,0.0,2016
54,72.76,14855,28,51.9,29,2,25.64,2,0,0,0.0,7100,3,316,5.9,1,0,34.5,45.54,14855.0,17.0,45.95,27.5,2.0,13.39,1.5,0.0,-0.5,-0.5,7050.0,1.5,198.5,5.65,0.5,0.0,2016
32,92.19,14855,20,62.5,31,0,12.48,0,0,0,0.0,5800,1,212,6.6,0,1,33.67,61.09,14855.0,18.0,51.47,28.67,1.33,13.09,1.0,0.0,-0.33,-0.33,6633.33,1.33,203.0,5.97,0.33,0.33,2016
43,81.73,14855,30,69.8,26,3,21.48,0,0,0,0.0,5700,2,362,8.4,0,0,36.0,66.25,14855.0,21.0,56.05,28.0,1.75,15.19,0.75,0.0,-0.25,-0.25,6400.0,1.5,242.75,6.57,0.25,0.25,2016
40,62.81,14855,24,60.0,22,5,18.92,0,0,0,0.0,5700,2,323,8.1,0,0,36.8,65.56,14855.0,21.6,56.84,26.8,2.4,15.93,0.6,0.0,-0.2,-0.2,6260.0,1.6,258.8,6.88,0.2,0.2,2016
14,59.23,14855,10,71.4,6,2,9.2,0,0,0,0.0,5000,0,125,8.9,0,1,33.0,64.51,14855.0,19.67,59.27,23.33,2.33,14.81,0.5,0.0,-0.17,-0.17,6050.0,1.33,236.5,7.22,0.17,0.33,2016
1,108.33,8723,1,100.0,5,0,0.6,1,0,2,2.0,5200,0,10,10.0,1,0,0.5,54.16,8723.0,0.5,50.0,13.0,0.0,0.3,0.5,0.0,1.0,1.0,5200.0,0.0,5.0,5.0,1.0,0.5,2016
24,65.28,8723,13,54.2,5,1,7.96,0,0,0,0.0,5100,1,124,5.2,1,0,8.33,57.87,8723.0,4.67,51.4,10.33,0.33,2.85,0.33,0.0,0.67,0.67,5166.67,0.33,44.67,5.07,1.0,0.33,2016
26,74.2,8723,16,61.5,3,1,9.2,2,0,2,1.0,6300,1,150,5.8,1,0,12.75,61.95,8723.0,7.5,53.92,8.5,0.5,4.44,0.75,0.0,1.0,0.75,5450.0,0.5,71.0,5.25,1.0,0.25,2016
1,39.58,15746,0,0.0,23,0,0.0,0,0,0,0.0,5100,0,0,0.0,1,0,1.0,39.58,15746.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0,0.0,0.0,0.0,0.5,0.0,2016
3,97.92,15746,2,66.7,24,0,0.86,3,0,-3,-1.0,7000,0,29,9.7,0,1,1.67,59.03,15746.0,0.67,22.23,24.67,0.0,0.29,1.0,0.0,-1.0,-0.33,5833.33,0.0,9.67,3.23,0.33,0.33,2016
11,60.04,15746,6,54.5,1,0,0.84,0,0,0,0.0,5000,0,21,1.9,0,0,4.0,59.28,15746.0,2.0,30.3,18.75,0.0,0.42,0.75,0.0,-0.75,-0.25,5625.0,0.0,12.5,2.9,0.25,0.25,2016
5,91.25,5834,3,60.0,12,0,1.88,0,0,0,0.0,6500,0,47,9.4,1,0,3.0,105.0,5834.0,2.0,80.0,8.0,0.0,1.12,1.5,0.0,-1.0,-0.35,7500.0,0.0,30.5,11.7,1.0,0.0,2016
18,126.16,5834,12,66.7,19,1,24.44,0,0,0,0.0,5900,4,236,13.1,1,0,8.0,112.05,5834.0,5.33,75.57,11.67,0.33,8.89,1.0,0.0,-0.67,-0.23,6966.67,1.33,99.0,12.17,1.0,0.0,2016
30,87.22,5834,16,53.3,8,1,16.22,1,0,-1,-1.0,5800,2,233,7.8,1,0,13.5,105.84,5834.0,8.0,70.0,10.75,0.5,10.72,1.0,0.0,-0.75,-0.42,6675.0,1.5,132.5,11.08,1.0,0.0,2016
34,93.38,5834,24,70.6,9,1,15.2,0,0,0,0.0,7200,2,205,6.0,1,0,17.6,103.35,5834.0,11.2,70.12,10.4,0.6,11.62,0.8,0.0,-0.6,-0.34,6780.0,1.6,147.0,10.06,1.0,0.0,2016
39,112.55,732,27,69.2,17,0,27.36,3,0,10,3.3,7100,2,334,8.6,1,1,37.5,107.9,732.0,25.5,67.95,24.5,0.5,25.36,2.0,0.0,5.0,1.65,6300.0,2.0,334.0,8.95,1.0,1.0,2016
34,131.5,732,26,76.5,25,1,31.84,0,0,0,0.0,5000,3,396,11.6,1,1,36.33,115.76,732.0,25.67,70.8,24.67,0.67,27.52,1.33,0.0,3.33,1.1,5866.67,2.33,354.67,9.83,1.0,1.0,2016
30,113.19,732,20,66.7,27,0,19.9,5,0,23,4.6,5000,2,240,8.0,0,1,34.75,115.12,732.0,24.25,69.78,25.25,0.5,25.62,2.25,0.0,8.25,1.98,5650.0,2.25,326.0,9.38,0.75,1.0,2016
37,142.0,732,28,75.7,23,1,39.52,4,0,14,3.5,5000,4,503,13.6,0,0,35.2,120.5,732.0,25.0,70.96,24.8,0.6,28.4,2.6,0.0,9.4,2.28,5520.0,2.6,361.4,10.22,0.6,0.8,2016
28,98.36,732,15,53.6,1,0,14.98,3,0,3,1.0,5100,1,267,9.5,0,0,34.0,116.81,732.0,23.33,68.07,20.83,0.5,26.16,2.67,0.0,8.33,2.07,5450.0,2.33,345.67,10.1,0.5,0.67,2016
42,102.78,732,27,64.3,4,1,26.6,1,0,2,2.0,5000,3,335,8.0,0,1,35.14,114.8,732.0,23.86,67.53,18.43,0.57,26.22,2.43,0.0,7.43,2.06,5385.71,2.43,344.14,9.8,0.43,0.71,2016
34,87.01,732,22,64.7,18,1,14.72,3,0,8,2.7,5900,1,273,8.0,1,1,35.0,111.33,732.0,23.62,67.18,18.38,0.62,24.78,2.5,0.0,7.5,2.14,5450.0,2.25,335.25,9.57,0.5,0.75,2016
35,129.52,732,28,80.0,26,0,24.42,2,0,9,4.5,6000,3,288,8.2,1,1,35.0,113.35,732.0,24.11,68.6,19.22,0.56,24.74,2.44,0.0,7.67,2.4,5511.11,2.33,330.0,9.42,0.56,0.78,2016
34,144.73,732,25,73.5,17,0,31.76,2,0,0,0.0,5800,4,344,10.1,0,0,34.9,116.49,732.0,24.2,69.09,19.0,0.5,25.45,2.4,0.0,6.9,2.16,5540.0,2.5,331.4,9.49,0.5,0.7,2016
33,78.72,732,18,54.5,10,1,13.68,0,0,0,0.0,7300,1,267,8.1,0,0,34.73,113.05,732.0,23.64,67.76,18.18,0.55,24.38,2.18,0.0,6.27,1.96,5700.0,2.36,325.55,9.36,0.45,0.64,2016
34,106.13,732,26,76.5,12,1,19.26,4,0,15,3.8,5000,2,269,7.9,1,1,34.67,112.48,732.0,23.83,68.49,17.67,0.58,23.95,2.33,0.0,7.0,2.12,5641.67,2.33,320.83,9.24,0.5,0.67,2016
28,126.64,732,18,64.3,21,0,21.48,0,0,0,0.0,5000,3,237,8.5,1,1,34.15,113.57,732.0,23.38,68.17,17.92,0.54,23.76,2.15,0.0,6.46,1.95,5592.31,2.38,314.38,9.18,0.54,0.69,2016
23,144.47,732,17,73.9,20,0,19.34,1,0,-1,-1.0,6700,2,286,12.4,1,1,33.36,115.77,732.0,22.93,68.58,18.07,0.5,23.44,2.07,0.0,5.93,1.74,5671.43,2.36,312.36,9.41,0.57,0.71,2016
33,121.84,732,27,81.8,23,0,19.98,2,0,9,4.5,6500,2,277,8.4,1,1,33.33,116.18,732.0,23.2,69.46,18.4,0.47,23.21,2.07,0.0,6.13,1.93,5726.67,2.33,310.0,9.35,0.6,0.73,2016
36,139.93,732,27,75.0,27,0,32.44,2,0,2,1.0,5000,4,331,9.2,1,1,33.5,117.66,732.0,23.44,69.81,18.94,0.44,23.79,2.06,0.0,5.88,1.87,5681.25,2.44,311.31,9.34,0.62,0.75,2016
0,0.0,4633,0,0.0,12,0,0.0,0,0,0,0.0,6100,0,0,0.0,1,1,23.0,38.54,4633.0,16.0,34.8,15.0,1.0,8.66,0.5,0.0,0.0,0.0,6350.0,0.5,154.0,3.35,0.5,0.5,2016
2,39.58,4633,0,0.0,21,0,0.0,0,0,0,0.0,5000,0,0,0.0,1,1,16.0,38.89,4633.0,10.67,23.2,17.0,0.67,5.77,0.33,0.0,0.0,0.0,5900.0,0.33,102.67,2.23,0.67,0.67,2016
1,118.75,4633,1,100.0,20,0,0.64,0,0,0,0.0,5000,0,16,16.0,1,1,12.25,58.85,4633.0,8.25,42.4,17.75,0.5,4.49,0.25,0.0,0.0,0.0,5675.0,0.25,81.0,5.68,0.75,0.75,2016
39,128.63,9038,31,79.5,24,0,29.1,2,0,5,2.5,6300,3,340,8.7,1,1,39.0,124.01,9038.0,29.5,75.65,24.5,0.0,27.01,4.0,0.0,7.5,2.1,5700.0,3.0,319.0,8.15,0.5,0.5,2016
40,72.92,9038,22,55.0,29,1,16.5,2,0,31,15.5,5700,1,260,6.5,1,1,39.33,106.98,9038.0,27.0,68.77,26.0,0.33,23.51,3.33,0.0,15.33,6.57,5700.0,2.33,299.33,7.6,0.67,0.67,2016
41,112.35,9038,28,68.3,26,1,30.5,2,0,11,5.5,6700,3,385,9.4,0,0,39.75,108.32,9038.0,27.25,68.65,26.0,0.5,25.26,3.0,0.0,14.25,6.3,5950.0,2.5,320.75,8.05,0.5,0.5,2016
36,56.83,9038,23,63.9,15,2,10.22,2,0,17,8.5,6900,0,213,5.9,1,1,39.0,98.02,9038.0,26.4,67.7,23.8,0.8,22.25,2.8,0.0,14.8,6.74,6140.0,2.0,299.2,7.62,0.6,0.6,2016
25,135.0,9038,19,76.0,10,0,19.8,6,0,16,2.7,6900,3,180,7.2,1,1,36.67,104.19,9038.0,25.17,69.08,21.5,0.67,21.84,3.33,0.0,15.0,6.07,6266.67,2.17,279.33,7.55,0.67,0.67,2016
31,139.78,9038,23,74.2,21,0,28.2,5,0,14,2.8,5900,4,270,8.7,1,1,35.86,109.27,9038.0,24.86,69.81,21.43,0.57,22.75,3.57,0.0,14.86,5.6,6214.29,2.43,278.0,7.71,0.71,0.71,2016
29,103.52,9038,18,62.1,22,0,17.84,2,0,32,16.0,5900,1,266,9.2,1,1,35.0,108.55,9038.0,24.0,68.85,21.5,0.5,22.14,3.38,0.0,17.0,6.9,6175.0,2.25,276.5,7.9,0.75,0.75,2016
41,89.48,9038,27,65.9,3,0,13.6,0,0,0,0.0,6900,1,240,5.9,0,1,35.67,106.43,9038.0,24.33,68.52,19.44,0.44,21.19,3.0,0.0,15.11,6.13,6255.56,2.11,272.44,7.68,0.67,0.78,2016
36,87.62,9038,23,63.9,6,1,15.76,0,0,0,0.0,5600,2,219,6.1,0,1,35.7,104.55,9038.0,24.2,68.06,18.1,0.5,20.64,2.7,0.0,13.6,5.52,6190.0,2.1,267.1,7.52,0.6,0.8,2016
33,97.79,9038,24,72.7,5,0,11.12,2,0,0,0.0,5000,0,278,8.4,1,1,35.45,103.94,9038.0,24.18,68.48,16.91,0.45,19.78,2.64,0.0,12.36,5.02,6081.82,1.91,268.09,7.6,0.64,0.82,2016
40,82.5,9038,23,57.5,6,0,16.28,4,0,30,7.5,5000,1,232,5.8,1,1,35.83,102.15,9038.0,24.08,67.57,16.0,0.42,19.49,2.75,0.0,13.83,5.22,5991.67,1.83,265.08,7.45,0.67,0.83,2016
35,64.35,9038,21,60.0,15,2,18.42,4,1,15,3.8,5100,1,223,6.4,1,1,35.77,99.24,9038.0,23.85,66.98,15.92,0.54,19.4,2.85,0.08,13.92,5.12,5923.08,1.77,261.85,7.37,0.69,0.85,2016
39,71.85,9038,24,61.5,2,1,11.22,2,0,13,6.5,6600,0,273,7.0,1,1,36.0,97.29,9038.0,23.86,66.59,14.93,0.57,18.82,2.79,0.07,13.86,5.21,5971.43,1.64,262.64,7.34,0.71,0.86,2016
46,63.68,9038,26,56.5,16,1,14.5,1,1,1,1.0,7700,0,260,5.7,1,1,36.67,95.05,9038.0,24.0,65.92,15.0,0.6,18.53,2.67,0.13,13.0,4.93,6086.67,1.53,262.47,7.23,0.73,0.87,2016
41,96.29,9038,26,63.4,26,1,23.88,0,0,0,0.0,5000,2,347,8.5,1,1,36.94,95.12,9038.0,24.12,65.76,15.69,0.62,18.87,2.5,0.12,12.19,4.62,6018.75,1.56,267.75,7.31,0.75,0.88,2016
11,125.38,15201,10,90.9,30,0,9.0,0,0,0,0.0,5000,1,75,6.8,1,0,11.0,125.38,15201.0,10.0,90.9,30.0,0.0,9.0,0.0,0.0,0.0,0.0,5000.0,1.0,75.0,6.8,1.0,0.0,2016
0,0.0,15201,0,0.0,15,0,0.0,0,0,0,0.0,5800,0,0,0.0,1,0,5.5,62.69,15201.0,5.0,45.45,22.5,0.0,4.5,0.0,0.0,0.0,0.0,5400.0,0.5,37.5,3.4,1.0,0.0,2016
22,135.23,13723,16,72.7,24,0,16.82,1,0,-1,-1.0,5000,2,223,10.1,0,1,28.5,89.25,13723.0,15.5,57.8,18.0,0.5,10.73,1.5,0.0,-1.5,-1.0,5000.0,1.0,184.5,7.15,0.0,0.5,2016
33,86.3,13723,20,60.6,5,0,11.18,3,0,-3,-1.0,5200,1,187,5.7,1,0,30.0,88.27,13723.0,17.0,58.73,13.67,0.33,10.88,2.0,0.0,-2.0,-1.0,5066.67,1.0,185.33,6.67,0.33,0.33,2016
0,0.0,13723,0,0.0,18,0,0.0,0,0,0,0.0,6200,0,0,0.0,0,0,22.5,66.2,13723.0,12.75,44.05,14.75,0.25,8.16,1.5,0.0,-1.5,-0.75,5350.0,0.75,139.0,5.0,0.25,0.25,2016
24,94.1,17929,14,58.3,17,0,10.4,3,0,-4,-1.3,5400,1,170,7.1,1,0,24.0,94.1,17929.0,14.0,58.3,17.0,0.0,10.4,3.0,0.0,-4.0,-1.3,5400.0,1.0,170.0,7.1,1.0,0.0,2016
35,81.01,17929,23,65.7,30,1,13.72,6,0,18,3.0,6800,1,223,6.4,1,0,29.5,87.56,17929.0,18.5,62.0,23.5,0.5,12.06,4.5,0.0,7.0,0.85,6100.0,1.0,196.5,6.75,1.0,0.0,2016
36,97.34,8244,25,69.4,13,0,14.62,2,0,9,4.5,8100,1,243,6.8,0,0,35.5,91.86,8244.0,23.0,64.7,7.0,0.5,15.62,2.0,0.0,7.0,3.5,6700.0,1.5,235.5,6.65,0.0,0.0,2016
24,138.89,8244,17,70.8,5,0,24.8,1,0,10,10.0,8200,4,220,9.2,0,0,31.67,107.53,8244.0,21.0,66.73,6.33,0.33,18.68,1.67,0.0,8.0,5.67,7200.0,2.33,230.33,7.5,0.0,0.0,2016
39,92.47,8244,26,66.7,24,0,15.24,1,0,2,2.0,7000,0,326,8.4,0,1,33.5,103.77,8244.0,22.25,66.72,10.75,0.25,17.82,1.5,0.0,6.5,4.75,7150.0,1.75,254.25,7.72,0.0,0.25,2016
43,93.27,8244,28,65.1,27,1,22.84,1,0,0,0.0,6100,2,321,7.5,0,1,35.4,101.67,8244.0,23.4,66.4,14.0,0.4,18.82,1.4,0.0,5.2,3.8,6940.0,1.8,267.6,7.68,0.0,0.4,2016
30,122.08,8244,21,70.0,25,2,31.36,0,0,0,0.0,7500,4,359,12.0,0,0,34.5,105.07,8244.0,23.0,67.0,15.83,0.67,20.91,1.17,0.0,4.33,3.17,7033.33,2.17,282.83,8.4,0.0,0.33,2016
29,90.88,8244,18,62.1,1,0,11.12,0,0,0,0.0,5900,1,178,6.1,0,0,33.71,103.04,8244.0,22.29,66.3,13.71,0.57,19.51,1.0,0.0,3.71,2.71,6871.43,2.0,267.86,8.07,0.0,0.29,2016
44,86.46,8244,27,61.4,30,1,19.64,1,0,-2,-2.0,7400,1,371,8.4,0,1,35.0,100.97,8244.0,22.88,65.69,15.75,0.62,19.53,1.0,0.0,3.0,2.12,6937.5,1.88,280.75,8.11,0.0,0.38,2016
47,48.8,8244,20,42.6,1,3,15.68,0,0,0,0.0,7500,2,267,5.7,0,0,36.33,95.17,8244.0,22.56,63.12,14.11,0.89,19.1,0.89,0.0,2.67,1.89,7000.0,1.89,279.22,7.84,0.0,0.33,2016
33,117.61,8244,24,72.7,29,0,18.7,3,0,-3,-1.0,7200,2,275,8.3,0,0,36.0,97.42,8244.0,22.7,64.08,15.6,0.8,19.06,1.1,0.0,2.1,1.6,7020.0,1.9,278.8,7.89,0.0,0.3,2016
44,61.36,8244,23,52.3,28,4,24.04,0,0,0,0.0,5000,3,326,7.4,0,0,36.73,94.14,8244.0,22.73,63.01,16.73,1.09,19.51,1.0,0.0,1.91,1.45,6836.36,2.0,283.09,7.85,0.0,0.27,2016
30,116.25,8244,22,73.3,3,1,20.68,0,0,0,0.0,5000,3,242,8.1,0,1,36.17,95.98,8244.0,22.67,63.87,15.58,1.08,19.61,0.92,0.0,1.75,1.33,6683.33,2.08,279.67,7.87,0.0,0.33,2016
39,57.21,8244,21,53.8,23,3,12.44,0,0,0,0.0,7000,2,236,6.1,0,0,36.38,93.0,8244.0,22.54,63.09,16.15,1.23,19.06,0.85,0.0,1.62,1.23,6707.69,2.08,276.31,7.73,0.0,0.31,2016
30,86.25,8244,17,56.7,25,1,15.24,0,0,0,0.0,6000,2,206,6.9,0,0,35.93,92.52,8244.0,22.14,62.64,16.79,1.21,18.79,0.79,0.0,1.5,1.14,6657.14,2.07,271.29,7.67,0.0,0.29,2016
46,78.35,8244,23,50.0,32,1,22.88,1,0,0,0.0,6700,2,322,7.0,0,0,36.6,91.57,8244.0,22.2,61.79,17.8,1.2,19.06,0.8,0.0,1.4,1.07,6660.0,2.07,274.67,7.63,0.0,0.27,2016
38,75.44,8244,22,57.9,13,2,16.86,1,0,1,1.0,5000,2,269,7.1,0,0,36.69,90.56,8244.0,22.19,61.55,17.5,1.25,18.92,0.81,0.0,1.38,1.06,6556.25,2.06,274.31,7.59,0.0,0.25,2016
26,54.97,14257,12,46.2,10,1,10.3,5,0,37,7.4,7400,0,190,7.3,0,0,26.0,54.97,14257.0,12.0,46.2,10.0,1.0,10.3,5.0,0.0,37.0,7.4,7400.0,0.0,190.0,7.3,0.0,0.0,2016
28,38.39,14257,12,42.9,14,1,12.26,7,1,31,4.4,5000,0,104,3.7,0,1,27.0,46.68,14257.0,12.0,44.55,12.0,1.0,11.28,6.0,0.5,34.0,5.9,6200.0,0.0,147.0,5.5,0.0,0.5,2016
28,81.85,14257,17,60.7,8,0,18.64,8,1,48,6.0,6300,0,196,7.0,0,1,27.33,58.4,14257.0,13.67,49.93,10.67,0.67,13.73,6.67,0.67,38.67,5.93,6233.33,0.0,163.33,6.0,0.0,0.67,2016
25,86.08,14257,17,68.0,18,0,10.76,6,0,42,7.0,5300,0,164,6.6,0,0,26.75,65.32,14257.0,14.5,54.45,12.5,0.5,12.99,6.5,0.5,39.5,6.2,6000.0,0.0,163.5,6.15,0.0,0.5,2016
40,92.92,14257,29,72.5,7,1,18.48,5,0,32,6.4,5000,2,232,5.8,0,0,29.4,70.84,14257.0,17.4,58.06,11.4,0.6,14.09,6.2,0.4,38.0,6.24,5800.0,0.4,177.2,6.08,0.0,0.4,2016
43,77.47,14536,27,62.8,28,1,13.92,4,0,16,4.0,5600,1,258,6.0,0,0,35.5,100.56,14536.0,23.0,65.35,20.0,0.5,17.55,4.5,0.0,14.5,3.3,5300.0,2.0,227.5,6.5,0.0,0.0,2016
35,84.7,14536,22,62.9,21,0,11.56,5,0,14,2.8,6100,0,254,7.3,0,0,35.33,95.28,14536.0,22.67,64.53,20.33,0.33,15.55,4.67,0.0,14.33,3.13,5566.67,1.33,236.33,6.77,0.0,0.0,2016
23,114.95,14536,15,65.2,20,0,14.02,1,0,3,3.0,6400,1,243,10.6,1,1,32.25,100.2,14536.0,20.75,64.7,20.25,0.25,15.17,3.75,0.0,11.5,3.1,5775.0,1.25,238.0,7.72,0.25,0.25,2016
32,133.46,14536,23,71.9,19,0,26.86,5,0,-5,-1.0,5800,3,309,9.7,0,1,32.2,106.85,14536.0,21.2,66.14,20.0,0.2,17.51,4.0,0.0,8.2,2.28,5780.0,1.6,252.2,8.12,0.2,0.4,2016
37,88.8,14536,25,67.6,30,0,11.5,6,0,7,1.2,5400,0,270,7.3,1,1,33.0,103.84,14536.0,21.83,66.38,21.67,0.17,16.51,4.33,0.0,8.0,2.1,5716.67,1.33,255.17,7.98,0.33,0.5,2016
