,Name,Week,Opponent,tar_car,rec_car,yds_car,td_car,fum_car,def_rk_car
327,Brent Celek,14.0,LAR,2.0,1.0,11.4,0.1,0.0,21.0
328,Brent Celek,16.0,OAK,2.0,1.0,11.45,0.09,0.0,21.45
329,Brian Leonhardt,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
330,Brian Parker,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
331,Brian Parker,10.0,DEN,1.0,1.0,6.0,0.0,0.0,19.0
332,CJ Fiedorowicz,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
333,CJ Fiedorowicz,1.0,KC,1.0,1.0,15.0,0.0,0.0,2.0
334,CJ Fiedorowicz,2.0,CAR,1.0,1.0,17.0,0.0,0.0,7.0
335,CJ Fiedorowicz,4.0,ATL,1.67,1.67,20.67,0.33,0.33,14.33
336,CJ Fiedorowicz,5.0,IND,1.5,1.5,16.5,0.25,0.25,16.5
337,CJ Fiedorowicz,6.0,JAX,1.6,1.4,14.8,0.2,0.2,18.8
338,CJ Fiedorowicz,7.0,MIA,1.67,1.17,12.33,0.17,0.17,16.83
339,CJ Fiedorowicz,8.0,TEN,1.71,1.29,12.71,0.14,0.14,17.86
340,CJ Fiedorowicz,10.0,CIN,1.75,1.38,14.88,0.12,0.12,17.75
341,CJ Fiedorowicz,12.0,NO,1.78,1.44,15.44,0.11,0.11,19.33
342,CJ Fiedorowicz,13.0,BUF,1.7,1.4,14.7,0.1,0.1,18.2
343,CJ Fiedorowicz,15.0,IND,1.82,1.27,13.36,0.09,0.09,18.64
344,CJ Fiedorowicz,16.0,TEN,1.75,1.25,12.75,0.08,0.08,19.08
345,CJ Fiedorowicz,17.0,JAX,1.85,1.31,12.85,0.08,0.08,19.77
346,CJ Fiedorowicz,1.0,CHI,2.5,1.5,10.0,0.0,0.0,18.5
347,CJ Fiedorowicz,2.0,KC,2.0,1.33,7.0,0.0,0.0,14.0
348,CJ Fiedorowicz,3.0,NE,1.75,1.0,5.25,0.0,0.0,12.5
349,CJ Fiedorowicz,4.0,TEN,2.4,1.6,13.8,0.2,0.0,13.0
350,CJ Fiedorowicz,5.0,MIN,3.33,2.0,21.67,0.17,0.0,12.67
351,CJ Fiedorowicz,6.0,IND,3.86,2.57,30.71,0.29,0.0,14.14
352,CJ Fiedorowicz,7.0,DEN,4.25,2.88,31.25,0.25,0.0,14.75
353,CJ Fiedorowicz,8.0,DET,4.56,3.11,32.56,0.33,0.0,16.11
354,CJ Fiedorowicz,10.0,JAX,4.6,3.1,31.9,0.3,0.0,16.1
355,CJ Fiedorowicz,11.0,OAK,5.09,3.36,36.45,0.27,0.0,16.82
356,CJ Fiedorowicz,12.0,LAC,5.17,3.42,36.92,0.25,0.0,16.42
357,CJ Fiedorowicz,13.0,GB,5.46,3.62,37.46,0.23,0.0,16.77
358,CJ Fiedorowicz,14.0,IND,5.57,3.57,37.07,0.21,0.0,17.21
359,CJ Fiedorowicz,16.0,CIN,5.67,3.6,37.4,0.2,0.0,18.07
360,CJ Fiedorowicz,17.0,TEN,5.75,3.5,35.81,0.25,0.0,17.88
361,CJ Fiedorowicz,1.0,JAX,5.5,3.0,29.0,0.5,0.0,13.0
362,CJ Fiedorowicz,10.0,LAR,5.67,2.67,22.67,0.33,0.0,15.33
363,CJ Fiedorowicz,11.0,ARI,4.75,2.5,21.5,0.25,0.0,15.75
364,CJ Fiedorowicz,12.0,BAL,5.4,2.8,24.6,0.2,0.0,17.4
365,CJ Uzomah,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
366,CJ Uzomah,13.0,CLE,1.0,1.0,4.0,0.0,0.0,6.0
367,CJ Uzomah,1.0,NYJ,3.0,1.5,31.5,0.0,0.0,14.0
368,CJ Uzomah,2.0,PIT,4.67,2.0,24.0,0.0,0.0,15.0
369,CJ Uzomah,3.0,DEN,4.5,2.0,25.75,0.0,0.0,16.0
370,CJ Uzomah,4.0,MIA,4.6,2.4,29.6,0.0,0.0,17.8
371,CJ Uzomah,5.0,DAL,4.67,2.83,31.83,0.0,0.0,20.17
372,CJ Uzomah,6.0,NE,4.29,2.57,28.14,0.0,0.0,18.43
373,CJ Uzomah,16.0,HOU,4.5,2.88,28.12,0.0,0.0,16.5
374,CJ Uzomah,17.0,BAL,4.33,2.89,26.44,0.11,0.0,15.78
375,CJ Uzomah,4.0,CLE,2.0,2.0,12.0,0.5,0.0,20.0
376,CJ Uzomah,5.0,BUF,2.0,1.67,15.0,0.33,0.0,21.67
377,CJ Uzomah,7.0,PIT,2.0,1.5,13.0,0.25,0.0,17.25
378,CJ Uzomah,9.0,JAX,1.8,1.2,10.4,0.2,0.0,16.0
379,CJ Uzomah,13.0,PIT,1.67,1.17,12.17,0.17,0.0,14.0
380,CJ Uzomah,14.0,CHI,1.57,1.0,10.43,0.14,0.0,13.71
381,CJ Uzomah,15.0,MIN,1.88,1.38,12.12,0.12,0.0,12.12
382,CJ Uzomah,16.0,DET,1.78,1.33,10.89,0.22,0.0,12.56
383,CJ Uzomah,17.0,BAL,1.8,1.3,10.5,0.2,0.0,13.7
384,CJ Uzomah,1.0,IND,1.5,1.0,5.5,0.0,0.0,26.5
385,CJ Uzomah,2.0,BAL,2.33,1.67,18.67,0.0,0.0,21.33
386,CJ Uzomah,3.0,CAR,2.25,1.75,18.75,0.25,0.0,22.5
387,Cameron Brate,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
388,Cameron Brate,4.0,CAR,1.0,1.0,7.0,0.0,0.0,12.0
389,Cameron Brate,7.0,WAS,1.0,1.0,6.5,0.0,0.0,14.0
390,Cameron Brate,8.0,ATL,1.33,1.33,20.33,0.33,0.0,19.0
391,Cameron Brate,9.0,NYG,1.25,1.25,19.5,0.25,0.0,22.0
392,Cameron Brate,10.0,DAL,1.4,1.2,16.8,0.2,0.0,17.8
393,Cameron Brate,11.0,PHI,1.83,1.5,21.83,0.33,0.0,16.67
394,Cameron Brate,12.0,IND,2.43,2.0,26.29,0.43,0.0,17.57
395,Cameron Brate,13.0,ATL,2.38,2.0,24.5,0.38,0.0,19.0
396,Cameron Brate,14.0,NO,2.44,2.0,23.56,0.33,0.0,20.44
397,Cameron Brate,15.0,LAR,2.7,2.1,23.2,0.3,0.0,21.0
398,Cameron Brate,16.0,CHI,2.55,2.0,25.27,0.27,0.0,20.27
399,Cameron Brate,17.0,CAR,2.5,1.92,24.0,0.25,0.0,19.58
400,Cameron Brate,1.0,ATL,2.5,2.0,20.0,0.0,0.0,19.0
401,Cameron Brate,2.0,ARI,3.0,2.33,18.67,0.0,0.0,13.0
402,Cameron Brate,3.0,LAR,4.75,3.0,25.5,0.5,0.0,11.5
403,Cameron Brate,4.0,DEN,5.4,3.4,33.8,0.4,0.0,13.0
404,Cameron Brate,5.0,CAR,5.0,3.0,34.5,0.33,0.0,15.5
405,Cameron Brate,7.0,SF,4.71,3.0,33.71,0.29,0.0,15.86
406,Cameron Brate,8.0,OAK,4.75,3.0,32.25,0.38,0.0,16.88
407,Cameron Brate,9.0,ATL,4.89,3.22,33.44,0.44,0.0,17.89
408,Cameron Brate,10.0,CHI,5.1,3.6,38.5,0.5,0.0,17.0
409,Cameron Brate,11.0,KC,4.91,3.45,36.64,0.45,0.0,15.91
410,Cameron Brate,12.0,SEA,4.92,3.5,37.67,0.42,0.0,14.92
411,Cameron Brate,13.0,LAC,5.23,3.69,41.38,0.46,0.0,14.69
412,Cameron Brate,14.0,NO,5.21,3.71,41.79,0.43,0.0,14.57
413,Cameron Brate,15.0,DAL,5.4,3.8,43.87,0.47,0.0,15.73
414,Cameron Brate,16.0,NO,5.19,3.62,41.88,0.5,0.0,15.56
415,Cameron Brate,2.0,CHI,2.5,1.5,18.0,0.5,0.0,12.5
416,Cameron Brate,3.0,MIN,3.0,2.33,23.0,0.67,0.0,8.67
417,Cameron Brate,4.0,NYG,3.75,2.75,37.25,0.75,0.0,14.25
418,Cameron Brate,5.0,NE,4.8,3.2,43.4,0.8,0.0,13.4
419,Cameron Brate,6.0,ARI,5.33,3.67,48.83,0.83,0.0,14.0
420,Cameron Brate,7.0,BUF,5.86,4.0,50.43,0.71,0.0,15.57
421,Cameron Brate,8.0,CAR,5.75,4.0,52.12,0.62,0.0,14.38
422,Cameron Brate,9.0,NO,5.56,3.67,47.33,0.56,0.0,13.0
423,Cameron Brate,10.0,NYJ,5.3,3.4,43.6,0.5,0.0,13.9
424,Cameron Brate,11.0,MIA,5.09,3.18,40.73,0.45,0.0,15.55
425,Cameron Brate,12.0,ATL,4.83,3.0,37.83,0.42,0.0,15.33
426,Cameron Brate,13.0,GB,4.92,2.92,37.92,0.54,0.0,14.54
427,Cameron Brate,14.0,DET,4.64,2.79,36.0,0.5,0.0,14.64
428,Cameron Brate,15.0,ATL,4.67,2.87,36.87,0.47,0.0,14.53
429,Cameron Brate,16.0,CAR,4.62,2.88,35.38,0.44,0.0,14.0
430,Cameron Brate,17.0,NO,4.65,2.88,35.47,0.41,0.0,13.29
431,Cameron Brate,1.0,NO,3.5,1.5,18.5,0.0,0.0,5.5
432,Cameron Brate,3.0,PIT,3.67,2.0,23.67,0.33,0.0,14.0
433,Cethan Carter,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
434,Charles Clay,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
435,Charles Clay,1.0,IND,4.0,4.0,43.0,0.0,0.0,23.0
436,Charles Clay,2.0,NE,4.5,3.5,31.0,0.5,0.0,14.0
437,Charles Clay,3.0,MIA,5.33,4.0,48.0,0.67,0.0,11.67
438,Charles Clay,4.0,NYG,7.25,5.25,63.75,0.5,0.0,16.5
439,Charles Clay,5.0,TEN,6.4,4.4,52.4,0.4,0.0,18.0
440,Charles Clay,6.0,CIN,7.5,5.17,54.0,0.33,0.0,17.83
441,Charles Clay,7.0,JAX,7.14,4.86,50.0,0.29,0.0,19.29
442,Charles Clay,9.0,MIA,6.38,4.38,44.5,0.25,0.0,17.75
443,Charles Clay,10.0,NYJ,6.33,4.44,45.33,0.22,0.0,16.11
444,Charles Clay,11.0,NE,6.0,4.1,42.2,0.2,0.0,15.0
445,Charles Clay,12.0,KC,6.18,4.18,41.18,0.18,0.0,13.82
446,Charles Clay,13.0,HOU,6.25,4.17,43.25,0.25,0.0,13.5
447,Charles Clay,14.0,PHI,5.92,3.92,40.62,0.23,0.0,13.31
448,Charles Clay,1.0,BAL,2.5,1.5,24.5,0.0,0.0,10.5
449,Charles Clay,2.0,NYJ,4.0,2.67,25.33,0.0,0.0,14.33
450,Charles Clay,3.0,ARI,3.5,2.0,19.0,0.0,0.0,11.0
451,Charles Clay,4.0,NE,4.2,2.6,24.6,0.0,0.0,10.4
452,Charles Clay,5.0,LAR,4.33,3.0,32.67,0.0,0.0,9.83
453,Charles Clay,6.0,SF,4.71,3.29,35.43,0.0,0.0,11.0
454,Charles Clay,7.0,MIA,4.75,3.12,34.62,0.0,0.0,12.75
455,Charles Clay,8.0,NE,4.89,3.0,31.44,0.0,0.0,12.22
456,Charles Clay,9.0,SEA,4.8,3.0,29.2,0.0,0.0,11.4
457,Charles Clay,11.0,CIN,5.0,3.18,28.64,0.0,0.0,13.09
458,Charles Clay,12.0,JAX,4.92,3.08,27.67,0.0,0.0,13.33
459,Charles Clay,14.0,PIT,5.0,3.08,29.54,0.08,0.0,13.62
460,Charles Clay,15.0,CLE,5.14,3.36,32.57,0.14,0.0,14.86
461,Charles Clay,16.0,MIA,5.47,3.67,36.07,0.27,0.0,15.53
462,Charles Clay,17.0,NYJ,5.56,3.62,35.06,0.25,0.0,15.94
463,Charles Clay,1.0,NYJ,8.0,3.5,36.5,0.5,0.0,22.0
464,Charles Clay,2.0,CAR,6.33,3.33,32.0,0.33,0.0,16.67
465,Charles Clay,3.0,DEN,6.25,4.0,33.75,0.5,0.0,19.75
466,Charles Clay,4.0,ATL,6.4,4.2,49.4,0.4,0.0,18.4
467,Charles Clay,5.0,CIN,5.83,3.83,46.33,0.33,0.0,19.17
468,Charles Clay,10.0,NO,5.43,3.57,41.57,0.29,0.0,16.71
469,Charles Clay,11.0,LAC,5.25,3.5,39.75,0.25,0.0,15.62
470,Charles Clay,12.0,KC,5.11,3.56,42.0,0.22,0.0,14.67
471,Charles Clay,13.0,NE,4.9,3.5,39.8,0.2,0.0,14.2
472,Charles Clay,14.0,IND,4.91,3.36,37.18,0.18,0.0,14.55
473,Charles Clay,15.0,MIA,5.25,3.5,39.75,0.17,0.0,16.0
474,Charles Clay,16.0,NE,5.62,3.54,39.54,0.15,0.0,15.54
475,Charles Clay,17.0,MIA,5.79,3.71,41.29,0.14,0.0,16.71
476,Charles Clay,1.0,BAL,5.0,3.0,32.0,0.0,0.0,21.5
477,Charles Clay,2.0,LAC,4.33,2.67,31.0,0.0,0.0,15.33
478,Charles Clay,3.0,MIN,4.0,2.5,27.75,0.0,0.0,15.75
479,Chase Coffman,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
480,Chase Coffman,2.0,CLE,6.0,4.0,42.0,0.0,0.0,6.0
481,Chris Gragg,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
482,Chris Gragg,4.0,NYG,1.0,1.0,15.0,0.0,0.0,31.0
483,Chris Gragg,6.0,CIN,3.0,3.0,34.5,0.0,0.0,24.0
484,Chris Gragg,7.0,JAX,4.33,2.67,34.67,0.0,0.0,25.33
485,Chris Gragg,11.0,NE,3.5,2.0,26.0,0.0,0.0,20.25
486,Chris Gragg,14.0,PHI,3.2,1.8,23.0,0.0,0.0,18.4
487,Chris Gragg,15.0,WAS,2.83,1.67,21.83,0.0,0.0,18.0
488,Chris Herndon IV,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
489,Chris Herndon IV,2.0,MIA,4.0,2.0,30.0,0.0,0.0,15.0
490,Chris Herndon IV,3.0,CLE,3.0,2.0,14.5,0.0,0.0,9.5
491,Chris Manhertz,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
492,Chris Manhertz,16.0,ATL,1.0,1.0,10.0,0.0,0.0,26.0
493,Chris Manhertz,7.0,CHI,1.5,1.0,10.5,0.0,0.0,19.0
494,Chris Manhertz,13.0,NO,1.33,0.67,7.0,0.0,0.0,13.33
495,Clay Harbor,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
496,Clay Harbor,1.0,CAR,1.0,0.0,0.0,0.0,0.0,12.0
497,Clay Harbor,3.0,NE,3.0,1.5,21.5,0.5,0.0,8.5
498,Clay Harbor,4.0,IND,4.0,2.33,24.67,0.33,0.0,13.33
499,Clay Harbor,11.0,TEN,3.5,2.25,22.75,0.25,0.0,16.0
500,Clay Harbor,12.0,LAC,3.2,2.0,20.6,0.2,0.0,16.4
501,Clay Harbor,14.0,IND,3.0,2.0,20.67,0.17,0.0,17.5
502,Clay Harbor,16.0,NO,2.71,1.86,18.71,0.14,0.0,19.57
503,Clay Harbor,17.0,HOU,2.5,1.75,18.62,0.12,0.0,18.38
504,Clay Harbor,6.0,LAR,1.0,1.0,10.5,0.0,0.0,8.5
505,Clive Walford,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
506,Clive Walford,1.0,CIN,2.0,1.0,1.0,0.0,0.0,17.0
507,Clive Walford,2.0,BAL,2.0,1.0,2.5,0.0,0.0,10.5
508,Clive Walford,4.0,CHI,1.67,0.67,1.67,0.0,0.0,11.33
509,Clive Walford,5.0,DEN,1.5,0.75,9.5,0.0,0.0,13.25
510,Clive Walford,7.0,LAC,1.6,1.0,16.0,0.2,0.0,14.2
511,Clive Walford,8.0,NYJ,1.83,1.17,15.5,0.17,0.0,12.33
512,Clive Walford,9.0,PIT,2.29,1.14,13.43,0.29,0.0,14.14
513,Clive Walford,10.0,MIN,2.38,1.25,14.0,0.38,0.0,14.25
514,Clive Walford,11.0,DET,2.44,1.33,15.22,0.33,0.0,15.67
515,Clive Walford,12.0,TEN,2.4,1.3,15.1,0.3,0.0,16.5
516,Clive Walford,13.0,KC,2.64,1.64,18.55,0.27,0.0,15.18
517,Clive Walford,14.0,DEN,3.0,1.75,20.92,0.25,0.0,15.5
518,Clive Walford,15.0,GB,3.31,1.77,20.08,0.23,0.0,15.38
519,Clive Walford,16.0,LAC,3.29,1.71,20.21,0.21,0.0,15.57
520,Clive Walford,17.0,KC,3.33,1.87,21.93,0.2,0.0,14.67
521,Clive Walford,1.0,NO,4.5,3.5,35.5,0.0,0.0,7.5
522,Clive Walford,2.0,ATL,5.33,4.33,40.33,0.33,0.0,13.67
523,Clive Walford,3.0,TEN,4.75,3.75,37.0,0.25,0.0,14.0
524,Clive Walford,4.0,BAL,4.6,3.4,34.2,0.2,0.0,13.2
525,Clive Walford,6.0,KC,4.17,3.17,32.67,0.17,0.0,11.83
526,Clive Walford,7.0,JAX,3.86,2.86,28.71,0.14,0.0,12.43
527,Clive Walford,8.0,TB,3.88,2.88,29.0,0.12,0.0,12.62
528,Clive Walford,9.0,DEN,3.78,2.78,27.22,0.11,0.0,13.33
529,Clive Walford,11.0,HOU,3.8,2.7,27.3,0.1,0.0,12.3
530,Clive Walford,12.0,CAR,3.82,2.73,28.73,0.18,0.0,13.73
531,Clive Walford,13.0,BUF,3.75,2.58,27.83,0.17,0.0,13.08
532,Clive Walford,14.0,KC,3.69,2.54,27.31,0.15,0.0,12.46
533,Clive Walford,15.0,LAC,3.64,2.43,26.29,0.14,0.0,12.43
534,Clive Walford,16.0,IND,3.53,2.4,25.87,0.2,0.0,13.13
535,Clive Walford,17.0,DEN,3.5,2.31,25.31,0.19,0.0,13.5
536,Clive Walford,2.0,NYJ,2.0,1.0,12.0,0.0,0.0,20.5
537,Clive Walford,3.0,WAS,1.67,1.0,7.67,0.0,0.0,23.0
538,Clive Walford,7.0,KC,1.5,0.75,5.75,0.0,0.0,19.0
539,Clive Walford,11.0,NE,1.6,0.8,5.4,0.0,0.0,17.2
540,Clive Walford,13.0,NYG,2.0,1.33,14.0,0.0,0.0,19.5
541,Coby Fleener,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
542,Coby Fleener,1.0,BUF,1.0,1.0,5.0,0.0,0.0,8.0
543,Coby Fleener,3.0,TEN,3.5,2.5,28.0,0.0,0.0,16.0
544,Coby Fleener,4.0,JAX,6.33,4.67,46.33,0.33,0.0,20.0
545,Coby Fleener,5.0,HOU,5.5,4.0,37.0,0.25,0.0,17.5
546,Coby Fleener,6.0,NE,5.6,3.8,33.6,0.2,0.0,15.0
547,Coby Fleener,7.0,NO,5.5,3.67,35.83,0.17,0.0,17.83
548,Coby Fleener,8.0,CAR,6.29,4.14,36.86,0.29,0.0,17.0
549,Coby Fleener,9.0,DEN,6.25,4.12,35.0,0.25,0.0,17.25
550,Coby Fleener,11.0,ATL,6.11,4.0,36.11,0.22,0.0,18.56
551,Coby Fleener,12.0,TB,5.8,3.9,35.2,0.2,0.0,18.8
552,Coby Fleener,13.0,PIT,6.0,3.91,33.82,0.18,0.0,19.36
553,Coby Fleener,14.0,JAX,5.83,3.67,31.5,0.17,0.0,20.08
554,Coby Fleener,15.0,HOU,5.62,3.46,30.0,0.15,0.0,19.31
555,Coby Fleener,16.0,MIA,5.5,3.36,28.79,0.14,0.0,18.43
556,Coby Fleener,17.0,TEN,5.6,3.6,32.73,0.2,0.0,18.8
557,Coby Fleener,1.0,OAK,5.5,4.0,47.0,0.5,0.0,24.0
558,Coby Fleener,2.0,NYG,6.33,3.33,41.0,0.33,0.0,22.67
559,Coby Fleener,3.0,ATL,7.5,4.25,58.0,0.5,0.0,23.5
560,Coby Fleener,4.0,LAC,7.0,4.0,50.2,0.4,0.0,21.2
561,Coby Fleener,6.0,CAR,7.0,4.33,54.17,0.5,0.0,22.33
562,Coby Fleener,7.0,KC,6.29,4.0,52.71,0.43,0.0,19.86
563,Coby Fleener,8.0,SEA,6.0,4.0,50.62,0.38,0.0,17.88
564,Coby Fleener,9.0,SF,6.0,3.89,49.67,0.33,0.0,17.89
565,Coby Fleener,10.0,DEN,5.6,3.7,47.3,0.3,0.0,18.0
566,Coby Fleener,11.0,CAR,5.55,3.64,44.55,0.36,0.0,18.91
567,Coby Fleener,12.0,LAR,5.42,3.67,45.75,0.33,0.0,17.92
568,Coby Fleener,13.0,DET,5.54,3.77,48.85,0.31,0.0,18.62
569,Coby Fleener,14.0,TB,5.36,3.57,45.79,0.29,0.0,18.29
570,Coby Fleener,15.0,ARI,5.2,3.47,43.4,0.27,0.0,17.13
571,Coby Fleener,16.0,TB,5.06,3.38,42.56,0.25,0.0,16.94
572,Coby Fleener,17.0,ATL,5.24,3.35,42.29,0.24,0.0,17.47
573,Coby Fleener,1.0,MIN,7.0,4.0,46.0,0.5,0.0,13.5
574,Coby Fleener,2.0,NE,6.0,3.67,41.67,0.67,0.0,12.33
575,Coby Fleener,3.0,CAR,4.75,3.0,36.5,0.5,0.0,10.75
576,Coby Fleener,4.0,MIA,4.6,2.8,33.4,0.4,0.0,15.0
577,Coby Fleener,6.0,DET,4.0,2.33,27.83,0.33,0.0,15.17
578,Coby Fleener,7.0,GB,3.86,2.29,27.0,0.29,0.0,13.71
579,Coby Fleener,8.0,CHI,3.5,2.12,23.5,0.25,0.0,13.5
580,Coby Fleener,9.0,TB,3.33,2.11,26.0,0.22,0.0,12.33
581,Coby Fleener,10.0,BUF,3.1,1.9,23.4,0.2,0.0,13.6
582,Coby Fleener,11.0,WAS,3.27,2.18,29.55,0.18,0.0,14.91
583,Cole Hikutini,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
584,Cole Hikutini,7.0,DAL,2.0,1.0,5.0,0.0,0.0,21.0
585,Cole Wick,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
586,Cole Wick,1.0,IND,1.0,1.0,5.0,0.0,0.0,23.0
587,Cole Wick,3.0,GB,1.0,1.0,9.0,0.0,0.0,22.0
588,Connor Hamlett,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
589,Cooper Helfet,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
590,Cooper Helfet,3.0,CHI,1.0,0.0,0.0,0.0,0.0,13.0
591,Cooper Helfet,11.0,SF,1.0,0.5,3.5,0.0,0.0,11.0
592,Cooper Helfet,13.0,MIN,2.0,0.67,6.67,0.0,0.0,12.33
593,Cooper Helfet,14.0,BAL,2.0,1.0,10.0,0.0,0.0,10.25
594,Cooper Helfet,15.0,CLE,2.0,1.0,9.0,0.0,0.0,9.4
595,Cooper Helfet,16.0,LAR,2.67,1.5,14.67,0.0,0.0,12.17
596,Cory Harkey,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
597,Cory Harkey,3.0,PIT,1.0,0.0,0.0,0.0,0.0,25.0
598,Cory Harkey,4.0,ARI,1.0,0.5,2.0,0.0,0.0,22.5
599,Cory Harkey,7.0,CLE,1.0,0.67,2.67,0.0,0.0,17.0
600,Cory Harkey,12.0,CIN,1.0,0.75,2.5,0.0,0.0,17.0
601,Cory Harkey,13.0,ARI,1.0,0.8,2.8,0.0,0.0,17.6
602,Craig Stevens,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
603,Craig Stevens,2.0,CLE,1.0,1.0,13.0,0.0,0.0,6.0
604,Craig Stevens,3.0,IND,1.5,1.5,21.0,0.0,0.0,14.5
605,Craig Stevens,5.0,BUF,1.67,1.33,14.33,0.0,0.0,12.33
606,Craig Stevens,8.0,HOU,1.5,1.25,13.0,0.0,0.0,11.75
607,Craig Stevens,9.0,NO,1.8,1.4,15.4,0.0,0.0,15.8
608,Craig Stevens,11.0,JAX,1.67,1.17,12.83,0.0,0.0,17.83
609,Craig Stevens,12.0,OAK,1.71,1.14,13.86,0.14,0.0,19.57
610,Craig Stevens,13.0,JAX,1.75,1.25,13.5,0.25,0.0,20.62
611,Craig Stevens,15.0,NE,1.67,1.22,12.56,0.22,0.0,18.89
612,Crockett Gillmore,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
613,Crockett Gillmore,1.0,DEN,4.0,2.0,23.0,0.0,0.0,19.0
614,Crockett Gillmore,2.0,OAK,5.0,3.5,55.5,1.0,0.0,24.5
615,Crockett Gillmore,3.0,CIN,4.33,3.33,50.33,0.67,0.0,22.0
616,Crockett Gillmore,6.0,SF,4.75,3.25,45.25,0.5,0.0,18.75
617,Crockett Gillmore,7.0,ARI,5.2,3.6,46.8,0.4,0.0,19.0
618,Crockett Gillmore,8.0,LAC,5.0,3.33,40.33,0.5,0.0,18.83
619,Crockett Gillmore,10.0,JAX,4.86,3.43,40.57,0.57,0.0,20.14
620,Crockett Gillmore,11.0,LAR,5.25,3.62,48.12,0.5,0.0,20.88
621,Crockett Gillmore,12.0,CLE,5.11,3.56,45.0,0.44,0.0,19.22
622,Crockett Gillmore,13.0,MIA,4.7,3.3,41.2,0.4,0.0,18.0
623,Crockett Gillmore,1.0,BUF,1.0,1.0,6.0,0.0,0.0,6.5
624,Crockett Gillmore,2.0,CLE,1.67,1.0,11.33,0.0,0.0,14.67
625,Crockett Gillmore,4.0,OAK,1.75,1.25,12.5,0.0,0.0,17.0
626,Crockett Gillmore,5.0,WAS,2.8,1.8,15.6,0.2,0.0,19.4
627,DJ Tialavea,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
628,Dallas Goedert,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
629,Dallas Goedert,1.0,ATL,3.0,1.0,4.0,0.0,0.0,12.0
630,Dallas Goedert,3.0,IND,5.0,4.0,38.5,0.5,0.0,20.5
631,Daniel Fells,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
632,Daniel Fells,1.0,DAL,4.0,3.0,33.0,0.0,0.0,1.0
633,Darrell Daniels,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
634,Darrell Daniels,3.0,CLE,1.0,1.0,6.0,0.0,0.0,30.0
635,Darrell Daniels,4.0,SEA,1.5,0.5,3.0,0.0,0.0,19.5
636,Darrell Daniels,5.0,SF,2.33,0.67,6.33,0.0,0.0,18.0
637,Darrell Daniels,7.0,JAX,2.5,0.75,6.5,0.0,0.0,16.25
638,Darrell Daniels,10.0,PIT,2.4,0.6,5.2,0.0,0.0,13.8
639,Darren Fells,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
640,Darren Fells,1.0,NO,5.0,4.0,82.0,1.0,0.0,32.0
641,Darren Fells,3.0,SF,3.5,2.5,47.5,0.5,0.0,20.5
642,Darren Fells,4.0,LAR,2.67,2.0,37.33,0.33,0.0,22.33
643,Darren Fells,5.0,DET,2.5,2.0,34.25,0.5,0.0,23.5
644,Darren Fells,6.0,PIT,2.4,1.8,29.2,0.4,0.0,23.8
645,Darren Fells,10.0,SEA,2.67,2.0,27.83,0.33,0.0,23.5
646,Darren Fells,11.0,CIN,2.57,1.86,26.43,0.43,0.0,22.57
647,Darren Fells,13.0,LAR,2.38,1.75,25.88,0.38,0.0,23.0
648,Darren Fells,14.0,MIN,2.56,1.89,27.78,0.33,0.0,22.11
649,Darren Fells,15.0,PHI,2.6,2.0,30.4,0.3,0.0,21.0
650,Darren Fells,17.0,SEA,2.55,1.91,28.27,0.27,0.0,21.09
651,Darren Fells,2.0,TB,3.5,2.5,19.0,0.0,0.0,18.0
652,Darren Fells,3.0,BUF,3.0,2.33,17.67,0.0,0.0,14.0
653,Darren Fells,4.0,LAR,2.75,2.25,15.0,0.0,0.0,12.25
654,Darren Fells,6.0,NYJ,2.4,2.0,13.6,0.0,0.0,14.2
655,Darren Fells,11.0,MIN,2.17,1.83,15.0,0.0,0.0,13.67
656,Darren Fells,13.0,WAS,2.0,1.71,14.14,0.0,0.0,15.86
657,Darren Fells,14.0,MIA,2.12,1.62,13.88,0.0,0.0,17.0
658,Darren Fells,15.0,NO,2.0,1.56,13.78,0.0,0.0,16.56
