PlayerID,Name,Team,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsDraftKings,salary,def_rk,h/a,surface,year
16934,Cameron Artis-Payne,CAR,15,NYG,14,59,4.2,0,2,2,34,0,0,0,11.3,8000,31,away,turf,2015
16966,Aaron Ripkowski,GB,15,OAK,0,0,0.0,0,0,0,0,0,0,0,0.0,3500,22,away,grass,2015
16990,Joey Iosefa,NE,15,TEN,14,51,3.6,0,0,0,0,0,0,0,5.1,3000,19,away,grass,2015
17016,Terrence Magee,BAL,15,KC,2,5,2.5,0,1,1,2,0,0,0,1.7,3800,7,away,grass,2015
17199,Akeem Hunt,HOU,15,IND,5,26,5.2,0,2,2,8,0,0,0,5.4,3000,28,away,turf,2015
17217,Raheem Mostert,CLE,15,SEA,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,1,away,turf,2015
17360,Rod Smith,DAL,15,NYJ,0,0,0.0,0,0,0,0,0,0,0,0.0,7300,6,away,turf,2015
733,Jerome Felton,BUF,16,DAL,0,0,0.0,0,0,0,0,0,0,0,0.0,3400,8,away,turf,2015
957,Pierre Thomas,WAS,16,PHI,4,22,5.5,0,8,7,67,0,0,0,15.9,4800,30,away,grass,2015
1589,John Kuhn,GB,16,ARI,1,3,3.0,0,0,0,0,0,0,0,0.3,3700,4,away,grass,2015
1652,Steven Jackson,NE,16,NYJ,7,15,2.1,0,0,0,0,0,0,0,1.5,4800,6,away,turf,2015
2262,Tim Hightower,NO,16,JAX,27,122,4.5,2,3,3,47,0,0,0,34.9,3800,29,away,grass,2015
2699,Matt Forte,CHI,16,TB,11,54,4.9,0,4,3,23,0,0,0,10.7,3400,21,away,grass,2015
3382,Marcel Reece,OAK,16,LAC,0,0,0.0,0,3,2,3,0,0,0,2.3,3000,14,away,grass,2015
4738,Mike Tolbert,CAR,16,ATL,2,12,6.0,0,3,2,17,0,0,0,4.9,3800,12,away,turf,2015
4807,Adrian Peterson,MIN,16,NYG,22,104,4.7,1,2,1,15,0,0,0,21.9,5300,31,away,turf,2015
5701,Fred Jackson,SEA,16,LAR,2,11,5.5,0,8,5,43,0,0,0,10.4,3000,16,away,grass,2015
5820,Frank Gore,IND,16,MIA,15,85,5.7,2,4,2,10,0,0,0,23.5,5400,26,away,grass,2015
6198,Darren Sproles,PHI,16,WAS,5,9,1.8,0,9,7,56,0,1,0,13.5,3300,27,away,grass,2015
7580,DeAngelo Williams,PIT,16,BAL,17,100,5.9,2,6,6,53,0,1,1,35.3,3000,17,away,grass,2015
8066,Darren McFadden,DAL,16,BUF,19,99,5.2,0,1,1,-1,0,0,0,10.8,3600,18,away,turf,2015
8604,Donald Brown,LAC,16,OAK,14,17,1.2,1,4,3,33,0,0,0,14.0,3000,22,away,grass,2015
8649,Rashad Jennings,NYG,16,MIN,14,74,5.3,0,3,2,62,0,0,0,15.6,3000,11,away,turf,2015
11256,Ryan Mathews,PHI,16,WAS,4,5,1.2,1,3,2,13,0,0,0,9.8,3000,27,away,grass,2015
11737,Cedric Peerman,CIN,16,DEN,0,0,0.0,0,0,0,0,0,0,0,0.0,null,2,away,grass,2015
11969,Darrel Young,WAS,16,PHI,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,30,away,grass,2015
12239,Chris Ivory,NYJ,16,NE,11,38,3.5,0,4,4,4,0,1,0,8.2,3000,13,away,turf,2015
12285,Anthony Dixon,BUF,16,DAL,0,0,0.0,0,0,0,0,0,0,0,0.0,5400,8,away,turf,2015
12317,Danny Woodhead,LAC,16,OAK,11,55,5.0,0,10,8,53,0,0,0,18.8,3500,22,away,grass,2015
12323,Joique Bell,DET,16,SF,7,13,1.9,1,3,2,9,0,0,0,10.2,3000,25,away,grass,2015
12506,James Starks,GB,16,ARI,3,11,3.7,0,0,0,0,0,1,1,0.1,3000,4,away,grass,2015
12649,Will Tukuafu,SEA,16,LAR,1,-5,-5.0,0,0,0,0,0,1,1,-1.5,3000,16,away,grass,2015
12774,Stevan Ridley,NYJ,16,NE,7,36,5.1,0,0,0,0,0,0,0,3.6,3000,13,away,turf,2015
12780,Shane Vereen,NYG,16,MIN,1,3,3.0,0,5,2,21,0,0,0,4.4,3000,11,away,turf,2015
12787,Nick Bellore,SF,16,DET,0,0,0.0,0,0,0,0,0,0,0,0.0,null,20,away,turf,2015
12800,Bilal Powell,NYJ,16,NE,7,56,8.0,0,7,5,34,0,1,0,14.0,3000,13,away,turf,2015
12985,DuJuan Harris,SF,16,DET,11,73,6.6,0,2,1,11,0,0,0,9.4,6800,20,away,turf,2015
13063,Taiwan Jones,OAK,16,LAC,0,0,0.0,0,2,1,5,0,0,0,1.5,3300,14,away,grass,2015
13124,DeMarco Murray,PHI,16,WAS,5,27,5.4,1,4,3,24,0,0,0,14.1,3000,27,away,grass,2015
13255,Matt Asiata,MIN,16,NYG,5,14,2.8,0,1,0,0,0,0,0,1.4,6900,31,away,turf,2015
13418,Anthony Sherman,KC,16,CLE,0,0,0.0,0,0,0,0,0,0,0,0.0,5800,24,away,grass,2015
13440,Kendall Hunter,NO,16,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,29,away,grass,2015
13446,Bruce Miller,SF,16,DET,0,0,0.0,0,1,0,0,0,0,0,0.0,4300,20,away,turf,2015
13527,Tyler Clutts,DAL,16,BUF,0,0,0.0,0,0,0,0,0,0,0,0.0,3500,18,away,turf,2015
13719,Bryce Brown,SEA,16,LAR,7,9,1.3,0,1,0,0,0,0,0,0.9,null,16,away,grass,2015
13735,Chris Polk,HOU,16,TEN,11,38,3.5,0,0,0,0,0,0,0,3.8,6000,19,away,grass,2015
13741,Brandon Bolden,NE,16,NYJ,9,30,3.3,0,7,5,30,0,0,0,11.0,5000,6,away,turf,2015
13791,Lamar Miller,MIA,16,IND,15,31,2.1,1,6,5,36,0,0,0,17.7,3000,28,away,turf,2015
13852,Bobby Rainey,TB,16,CHI,0,0,0.0,0,0,0,0,0,2,0,0.0,3600,15,away,grass,2015
14046,Ronnie Hillman,DEN,16,CIN,9,35,3.9,0,4,4,37,0,0,0,11.2,3000,9,away,turf,2015
14269,Alfred Morris,WAS,16,PHI,17,49,2.9,0,1,0,0,0,0,0,4.9,3000,30,away,grass,2015
14352,Travaris Cadet,NO,16,JAX,1,6,6.0,0,5,3,69,1,0,0,16.5,3400,29,away,grass,2015
14385,Doug Martin,TB,16,CHI,17,49,2.9,1,3,1,6,0,2,2,10.5,3000,15,away,grass,2015
14533,Robert Turbin,DAL,16,BUF,5,23,4.6,0,1,0,0,0,0,0,2.3,3000,18,away,turf,2015
14538,Jorvorskie Lane,TB,16,CHI,0,0,0.0,0,0,0,0,0,0,0,0.0,6100,15,away,grass,2015
14549,Joe Banyard,JAX,16,NO,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,32,away,turf,2015
14620,Will Johnson,PIT,16,BAL,0,0,0.0,0,1,0,0,0,0,0,0.0,5000,17,away,grass,2015
14719,Jonathan Grimes,HOU,16,TEN,6,25,4.2,0,0,0,0,0,0,0,2.5,null,19,away,grass,2015
14786,Patrick DiMarco,ATL,16,CAR,0,0,0.0,0,0,0,0,0,0,0,0.0,4800,10,away,grass,2015
14788,Dan Herron,IND,16,MIA,6,14,2.3,0,0,0,0,0,0,0,1.4,4400,26,away,grass,2015
14789,Jamize Olawale,OAK,16,LAC,0,0,0.0,0,0,0,0,0,0,0,0.0,3300,14,away,grass,2015
14872,Mike Gillislee,BUF,16,DAL,9,93,10.3,1,2,2,16,0,0,0,18.9,6000,8,away,turf,2015
14891,Tommy Bohanon,NYJ,16,NE,0,0,0.0,0,0,0,0,0,0,0,0.0,4300,13,away,turf,2015
14901,Kyle Juszczyk,BAL,16,PIT,0,0,0.0,0,7,5,55,0,0,0,10.5,3000,23,away,grass,2015
14916,Giovani Bernard,CIN,16,DEN,8,14,1.8,0,5,4,29,0,0,0,8.3,3000,2,away,grass,2015
14917,Rex Burkhead,CIN,16,DEN,0,0,0.0,0,1,1,8,0,0,0,1.8,4000,2,away,grass,2015
15010,Kerwynn Williams,ARI,16,GB,8,44,5.5,0,1,1,4,0,1,1,4.8,3500,5,away,grass,2015
15018,Denard Robinson,JAX,16,NO,6,20,3.3,0,7,5,50,0,0,0,12.0,3000,32,away,turf,2015
15020,CJ Anderson,DEN,16,CIN,9,73,8.1,1,2,1,8,0,1,1,14.1,3000,9,away,turf,2015
15045,Knile Davis,KC,16,CLE,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,24,away,grass,2015
15071,Latavius Murray,OAK,16,LAC,19,79,4.2,1,5,5,38,0,0,0,22.7,5000,14,away,grass,2015
15102,Chris Thompson,WAS,16,PHI,0,0,0.0,0,1,1,12,1,0,0,8.2,4800,30,away,grass,2015
15126,Theo Riddick,DET,16,SF,7,20,2.9,0,8,7,63,0,0,0,15.3,3000,25,away,grass,2015
15138,Eddie Lacy,GB,16,ARI,12,60,5.0,0,2,1,28,1,0,0,15.8,3000,4,away,grass,2015
15185,Kenjon Barner,PHI,16,WAS,0,0,0.0,0,3,1,-7,0,0,0,0.3,6100,27,away,grass,2015
15191,Austin Johnson,NO,16,JAX,0,0,0.0,0,3,2,19,0,0,0,3.9,3000,29,away,grass,2015
15207,Benjamin Cunningham,LAR,16,SEA,1,0,0.0,0,3,3,14,0,1,0,4.4,3000,1,away,turf,2015
15224,Andre Ellington,ARI,16,GB,7,40,5.7,0,1,1,5,0,0,0,5.5,3000,5,away,grass,2015
15230,Stepfan Taylor,ARI,16,GB,0,0,0.0,0,0,0,0,0,0,0,0.0,3600,5,away,grass,2015
15256,Christine Michael,SEA,16,LAR,6,6,1.0,0,2,2,14,0,0,0,4.0,3200,16,away,grass,2015
15261,Spencer Ware,KC,16,CLE,5,15,3.0,0,0,0,0,0,0,0,1.5,5700,24,away,grass,2015
15467,Kendall Gaskins,SF,16,DET,2,12,6.0,0,0,0,0,0,0,0,1.2,3000,20,away,turf,2015
15555,Zach Line,MIN,16,NYG,1,3,3.0,0,0,0,0,0,0,0,0.3,3000,31,away,turf,2015
15565,Jonas Gray,JAX,16,NO,5,31,6.2,0,0,0,0,0,0,0,3.1,4700,32,away,turf,2015
15596,Chase Reynolds,LAR,16,SEA,0,0,0.0,0,0,0,0,0,0,0,0.0,3500,1,away,turf,2015
15616,Fozzy Whittaker,CAR,16,ATL,5,32,6.4,0,2,2,6,0,0,0,5.8,3000,12,away,turf,2015
15631,Derrick Coleman,SEA,16,LAR,0,0,0.0,0,0,0,0,0,0,0,0.0,6200,16,away,grass,2015
16008,Orleans Darkwa,NYG,16,MIN,1,9,9.0,0,1,1,15,0,0,0,3.4,null,11,away,turf,2015
16031,Damien Williams,MIA,16,IND,0,0,0.0,0,3,3,33,0,0,0,6.3,3500,28,away,turf,2015
16056,James White,NE,16,NYJ,2,4,2.0,0,5,5,28,1,0,0,14.2,3000,6,away,turf,2015
16112,Jeremy Hill,CIN,16,DEN,19,63,3.3,0,2,2,-2,0,0,0,8.1,3000,2,away,grass,2015
16127,Isaiah Crowell,CLE,16,KC,16,88,5.5,1,0,0,0,0,0,0,14.8,3000,7,away,grass,2015
16142,Terrance West,BAL,16,PIT,14,44,3.1,0,0,0,0,0,0,0,4.4,3000,23,away,grass,2015
16163,Antonio Andrews,TEN,16,HOU,2,1,0.5,0,2,0,0,0,1,1,-0.9,3000,3,away,turf,2015
16178,Bishop Sankey,TEN,16,HOU,2,11,5.5,0,4,3,43,0,0,0,8.4,3300,3,away,turf,2015
16189,Alfred Blue,HOU,16,TEN,15,45,3.0,0,1,1,5,0,0,0,6.0,3000,19,away,grass,2015
16210,Jay Prosch,HOU,16,TEN,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,19,away,grass,2015
16287,Juwan Thompson,DEN,16,CIN,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,9,away,turf,2015
16307,Charcandrick West,KC,16,CLE,14,62,4.4,0,1,1,-1,0,0,0,7.1,3300,24,away,grass,2015
16402,Andre Williams,NYG,16,MIN,3,5,1.7,0,0,0,0,0,0,0,0.5,4100,11,away,turf,2015
16427,Ka'Deem Carey,CHI,16,TB,7,16,2.3,1,1,1,1,1,0,0,14.7,3000,21,away,grass,2015
16510,Jerick McKinnon,MIN,16,NYG,7,89,12.7,2,3,2,8,0,0,0,23.7,3000,31,away,turf,2015
16524,Devonta Freeman,ATL,16,CAR,22,73,3.3,1,5,3,17,0,0,0,18.0,3000,10,away,grass,2015
16534,Roosevelt Nix,PIT,16,BAL,0,0,0.0,0,0,0,0,0,0,0,0.0,4200,17,away,grass,2015
16609,Charles Sims,TB,16,CHI,4,45,11.2,0,5,3,72,1,0,0,20.7,3000,15,away,grass,2015
16626,Tre Mason,LAR,16,SEA,3,3,1.0,0,1,1,3,0,0,0,1.6,4800,1,away,turf,2015
16699,Fitzgerald Toussaint,PIT,16,BAL,2,6,3.0,0,0,0,0,0,0,0,0.6,3000,17,away,grass,2015
16771,Todd Gurley,LAR,16,SEA,19,83,4.4,1,1,1,7,0,1,0,16.0,3600,1,away,turf,2015
16815,Ameer Abdullah,DET,16,SF,8,39,4.9,0,4,4,9,0,0,0,8.8,4700,25,away,grass,2015
16838,Duke Johnson,CLE,16,KC,8,26,3.2,0,4,3,15,0,0,0,7.1,3000,7,away,grass,2015
16847,David Johnson,ARI,16,GB,9,39,4.3,1,6,3,88,0,0,0,21.7,null,5,away,grass,2015
16867,Jeremy Langford,CHI,16,TB,19,83,4.4,0,2,0,0,0,0,0,8.3,null,21,away,grass,2015
16869,Jalston Fowler,TEN,16,HOU,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,3,away,turf,2015
16886,Javorius Allen,BAL,16,PIT,17,77,4.5,1,5,5,35,0,0,0,22.2,3500,23,away,grass,2015
16898,David Cobb,TEN,16,HOU,7,18,2.6,0,1,1,-2,0,0,0,2.6,3000,3,away,turf,2015
16909,Jay Ajayi,MIA,16,IND,9,23,2.6,0,0,0,0,0,0,0,2.3,null,28,away,turf,2015
16915,Karlos Williams,BUF,16,DAL,17,76,4.5,1,2,2,21,0,1,1,16.7,4500,8,away,turf,2015
16928,Michael Burton,DET,16,SF,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,25,away,grass,2015
16934,Cameron Artis-Payne,CAR,16,ATL,5,49,9.8,0,1,1,7,0,0,0,6.6,3000,12,away,turf,2015
16966,Aaron Ripkowski,GB,16,ARI,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,4,away,grass,2015
16990,Joey Iosefa,NE,16,NYJ,1,0,0.0,0,0,0,0,0,0,0,0.0,3000,6,away,turf,2015
17026,John Crockett,GB,16,ARI,4,-1,-0.2,0,0,0,0,0,0,0,-0.1,3000,4,away,grass,2015
17089,Terron Ward,ATL,16,CAR,2,3,1.5,0,0,0,0,0,0,0,0.3,3000,10,away,grass,2015
17101,Trey Williams,IND,16,MIA,0,0,0.0,0,0,0,0,0,0,0,0.0,3500,26,away,grass,2015
17120,Dreamius Smith,LAC,16,OAK,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,22,away,grass,2015
17199,Akeem Hunt,HOU,16,TEN,2,3,1.5,0,2,1,6,0,0,0,1.9,4100,19,away,grass,2015
17217,Raheem Mostert,CLE,16,KC,0,0,0.0,0,0,0,0,0,1,0,0.0,4600,7,away,grass,2015
17254,Jarryd Hayne,SF,16,DET,9,27,3.0,0,6,5,20,0,0,0,9.7,3000,20,away,turf,2015
17360,Rod Smith,DAL,16,BUF,0,0,0.0,0,0,0,0,0,0,0,0.0,3400,18,away,turf,2015
733,Jerome Felton,BUF,17,NYJ,0,0,0.0,0,0,0,0,0,0,0,0.0,3500,6,away,turf,2015
957,Pierre Thomas,WAS,17,DAL,7,30,4.3,0,2,1,5,0,0,0,4.5,3600,8,away,turf,2015
1589,John Kuhn,GB,17,MIN,1,3,3.0,0,2,2,14,0,0,0,3.7,3000,11,away,turf,2015
1652,Steven Jackson,NE,17,MIA,14,35,2.5,1,1,1,20,0,0,0,12.5,3800,26,away,grass,2015
2262,Tim Hightower,NO,17,ATL,16,66,4.1,1,5,5,41,0,0,0,21.7,3000,12,away,turf,2015
2699,Matt Forte,CHI,17,DET,17,76,4.5,0,3,3,34,1,0,0,20.0,3000,20,away,turf,2015
4738,Mike Tolbert,CAR,17,TB,10,59,5.9,0,1,1,5,0,0,0,7.4,3000,21,away,grass,2015
4807,Adrian Peterson,MIN,17,GB,19,67,3.5,1,1,1,1,0,0,0,13.8,5100,5,away,grass,2015
5701,Fred Jackson,SEA,17,ARI,0,0,0.0,0,1,1,6,0,0,0,1.6,3300,4,away,grass,2015
5820,Frank Gore,IND,17,TEN,19,76,4.0,0,4,0,0,0,0,0,7.6,3200,19,away,grass,2015
6198,Darren Sproles,PHI,17,NYG,3,24,8.0,1,3,3,20,0,0,0,13.4,3000,31,away,turf,2015
7580,DeAngelo Williams,PIT,17,CLE,5,8,1.6,0,2,2,13,0,0,0,4.1,7700,24,away,grass,2015
8066,Darren McFadden,DAL,17,WAS,12,92,7.7,0,8,5,53,0,1,1,18.5,3400,27,away,grass,2015
8604,Donald Brown,LAC,17,DEN,21,81,3.9,0,3,2,10,0,0,0,11.1,3000,2,away,grass,2015
8649,Rashad Jennings,NYG,17,PHI,27,170,6.3,1,5,2,6,0,0,0,28.6,3500,30,away,grass,2015
11256,Ryan Mathews,PHI,17,NYG,4,11,2.8,0,2,1,7,0,0,0,2.8,3000,31,away,turf,2015
11737,Cedric Peerman,CIN,17,BAL,0,0,0.0,0,0,0,0,0,1,0,0.0,3000,17,away,grass,2015
11969,Darrel Young,WAS,17,DAL,0,0,0.0,0,1,1,7,0,0,0,1.7,6800,8,away,turf,2015
12239,Chris Ivory,NYJ,17,BUF,6,81,13.5,0,0,0,0,0,0,0,8.1,3800,18,away,turf,2015
12285,Anthony Dixon,BUF,17,NYJ,2,6,3.0,0,0,0,0,0,0,0,0.6,4900,6,away,turf,2015
12317,Danny Woodhead,LAC,17,DEN,5,11,2.2,0,10,8,51,0,0,0,14.2,3600,2,away,grass,2015
12323,Joique Bell,DET,17,CHI,3,9,3.0,0,2,2,49,0,0,0,7.8,4000,15,away,grass,2015
12506,James Starks,GB,17,MIN,8,24,3.0,0,3,3,18,0,0,0,7.2,3800,11,away,turf,2015
12649,Will Tukuafu,SEA,17,ARI,0,0,0.0,0,1,1,7,1,0,0,7.7,4300,4,away,grass,2015
12774,Stevan Ridley,NYJ,17,BUF,9,29,3.2,0,2,2,0,0,0,0,4.9,3000,18,away,turf,2015
12780,Shane Vereen,NYG,17,PHI,4,12,3.0,0,8,6,72,0,0,0,14.4,3600,30,away,grass,2015
12787,Nick Bellore,SF,17,LAR,0,0,0.0,0,0,0,0,0,0,0,0.0,4400,16,away,grass,2015
12985,DuJuan Harris,SF,17,LAR,16,67,4.2,0,12,8,86,0,0,0,23.3,3000,16,away,grass,2015
13063,Taiwan Jones,OAK,17,KC,0,0,0.0,0,0,0,0,0,0,0,0.0,5300,7,away,grass,2015
13124,DeMarco Murray,PHI,17,NYG,12,69,5.8,1,1,0,0,0,1,1,11.9,3300,31,away,turf,2015
13163,Roy Helu,OAK,17,KC,3,5,1.7,0,4,2,23,0,0,0,4.8,3000,7,away,grass,2015
13255,Matt Asiata,MIN,17,GB,0,0,0.0,0,0,0,0,0,0,0,0.0,3600,5,away,grass,2015
13418,Anthony Sherman,KC,17,OAK,0,0,0.0,0,2,2,21,0,0,0,4.1,3000,22,away,grass,2015
13446,Bruce Miller,SF,17,LAR,0,0,0.0,0,3,2,2,0,0,0,2.2,3000,16,away,grass,2015
13527,Tyler Clutts,DAL,17,WAS,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,27,away,grass,2015
13719,Bryce Brown,SEA,17,ARI,10,20,2.0,1,0,0,0,0,0,0,8.0,3000,4,away,grass,2015
13735,Chris Polk,HOU,17,JAX,3,4,1.3,0,1,0,0,0,0,0,0.4,3000,29,away,grass,2015
13741,Brandon Bolden,NE,17,MIA,9,31,3.4,0,2,2,5,0,0,0,5.6,null,26,away,grass,2015
13791,Lamar Miller,MIA,17,NE,19,60,3.2,0,2,1,3,0,0,0,7.3,3000,13,away,turf,2015
13852,Bobby Rainey,TB,17,CAR,0,0,0.0,0,0,0,0,0,1,1,-1.0,5800,10,away,grass,2015
14046,Ronnie Hillman,DEN,17,LAC,15,117,7.8,1,3,2,10,0,0,0,23.7,3200,14,away,grass,2015
14269,Alfred Morris,WAS,17,DAL,19,100,5.3,0,0,0,0,0,0,0,13.0,3000,8,away,turf,2015
14352,Travaris Cadet,NO,17,ATL,3,6,2.0,0,6,6,77,0,1,1,13.3,3000,12,away,turf,2015
14385,Doug Martin,TB,17,CAR,15,48,3.2,0,7,7,60,0,0,0,17.8,null,10,away,grass,2015
14533,Robert Turbin,DAL,17,WAS,2,6,3.0,0,1,1,-1,0,0,0,1.5,3000,27,away,grass,2015
14538,Jorvorskie Lane,TB,17,CAR,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,10,away,grass,2015
14549,Joe Banyard,JAX,17,HOU,0,0,0.0,0,0,0,0,0,1,0,0.0,3900,3,away,turf,2015
14620,Will Johnson,PIT,17,CLE,0,0,0.0,0,0,0,0,0,0,0,0.0,6500,24,away,grass,2015
14719,Jonathan Grimes,HOU,17,JAX,4,26,6.5,1,5,4,28,1,0,0,21.4,3000,29,away,grass,2015
14786,Patrick DiMarco,ATL,17,NO,0,0,0.0,0,1,1,7,0,0,0,1.7,3000,32,away,turf,2015
14788,Dan Herron,IND,17,TEN,2,4,2.0,0,1,0,0,0,0,0,0.4,7100,19,away,grass,2015
14789,Jamize Olawale,OAK,17,KC,0,0,0.0,0,1,1,14,0,0,0,2.4,6000,7,away,grass,2015
14872,Mike Gillislee,BUF,17,NYJ,24,28,1.2,0,1,0,0,0,1,1,1.8,4400,6,away,turf,2015
14891,Tommy Bohanon,NYJ,17,BUF,0,0,0.0,0,0,0,0,0,0,0,0.0,4000,18,away,turf,2015
14901,Kyle Juszczyk,BAL,17,CIN,0,0,0.0,0,2,2,18,1,0,0,9.8,4200,9,away,turf,2015
14916,Giovani Bernard,CIN,17,BAL,6,36,6.0,0,3,1,12,0,0,0,5.8,null,17,away,grass,2015
14917,Rex Burkhead,CIN,17,BAL,0,0,0.0,0,2,0,0,0,0,0,0.0,6600,17,away,grass,2015
15010,Kerwynn Williams,ARI,17,SEA,0,0,0.0,0,0,0,0,0,0,0,0.0,4900,1,away,turf,2015
15018,Denard Robinson,JAX,17,HOU,5,9,1.8,0,1,0,0,0,1,1,-0.1,3000,3,away,turf,2015
15020,CJ Anderson,DEN,17,LAC,15,95,6.3,1,3,1,-5,0,1,1,15.0,3500,14,away,grass,2015
15045,Knile Davis,KC,17,OAK,0,0,0.0,0,0,0,0,0,0,0,0.0,3200,22,away,grass,2015
15071,Latavius Murray,OAK,17,KC,11,31,2.8,0,6,4,25,0,0,0,9.6,3000,7,away,grass,2015
15102,Chris Thompson,WAS,17,DAL,7,19,2.7,0,0,0,0,0,0,0,1.9,4000,8,away,turf,2015
15126,Theo Riddick,DET,17,CHI,2,4,2.0,0,5,4,29,0,0,0,7.3,3000,15,away,grass,2015
15138,Eddie Lacy,GB,17,MIN,13,34,2.6,0,2,2,7,0,0,0,6.1,3000,11,away,turf,2015
15185,Kenjon Barner,PHI,17,NYG,5,18,3.6,0,5,5,21,0,0,0,8.9,6300,31,away,turf,2015
15191,Austin Johnson,NO,17,ATL,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,12,away,turf,2015
15207,Benjamin Cunningham,LAR,17,SF,4,38,9.5,0,3,3,34,0,0,0,10.2,5200,25,away,grass,2015
15224,Andre Ellington,ARI,17,SEA,2,2,1.0,0,2,1,7,0,0,0,1.9,null,1,away,turf,2015
15230,Stepfan Taylor,ARI,17,SEA,0,0,0.0,0,0,0,0,0,0,0,0.0,4400,1,away,turf,2015
15256,Christine Michael,SEA,17,ARI,17,102,6.0,0,1,0,0,0,0,0,13.2,4200,4,away,grass,2015
15261,Spencer Ware,KC,17,OAK,16,76,4.8,1,0,0,0,0,0,0,13.6,4100,22,away,grass,2015
15467,Kendall Gaskins,SF,17,LAR,0,0,0.0,0,0,0,0,0,0,0,0.0,6500,16,away,grass,2015
15555,Zach Line,MIN,17,GB,0,0,0.0,0,0,0,0,0,0,0,0.0,4400,5,away,grass,2015
15565,Jonas Gray,JAX,17,HOU,9,23,2.6,0,1,1,4,0,0,0,3.7,3000,3,away,turf,2015
15596,Chase Reynolds,LAR,17,SF,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,25,away,grass,2015
15631,Derrick Coleman,SEA,17,ARI,0,0,0.0,0,0,0,0,0,0,0,0.0,3700,4,away,grass,2015
15765,Toben Opurum,NO,17,ATL,0,0,0.0,0,0,0,0,0,0,0,0.0,3600,12,away,turf,2015
16008,Orleans Darkwa,NYG,17,PHI,0,0,0.0,0,0,0,0,0,0,0,0.0,4600,30,away,grass,2015
16031,Damien Williams,MIA,17,NE,3,11,3.7,0,3,3,38,0,0,0,7.9,3000,13,away,turf,2015
16056,James White,NE,17,MIA,3,5,1.7,0,3,2,63,0,0,0,8.8,3000,26,away,grass,2015
16112,Jeremy Hill,CIN,17,BAL,16,96,6.0,1,3,2,19,0,0,0,19.5,4000,17,away,grass,2015
16127,Isaiah Crowell,CLE,17,PIT,15,53,3.5,0,0,0,0,0,0,0,5.3,4600,23,away,grass,2015
16142,Terrance West,BAL,17,CIN,5,17,3.4,0,2,1,5,0,0,0,3.2,3000,9,away,turf,2015
16163,Antonio Andrews,TEN,17,IND,0,0,0.0,0,2,2,3,0,0,0,2.3,3000,28,away,turf,2015
16178,Bishop Sankey,TEN,17,IND,4,16,4.0,0,0,0,0,0,0,0,1.6,3000,28,away,turf,2015
16189,Alfred Blue,HOU,17,JAX,21,102,4.9,0,1,1,2,0,0,0,14.4,null,29,away,grass,2015
16210,Jay Prosch,HOU,17,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,29,away,grass,2015
16287,Juwan Thompson,DEN,17,LAC,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,14,away,grass,2015
16307,Charcandrick West,KC,17,OAK,13,34,2.6,0,1,1,-2,0,0,0,4.2,null,22,away,grass,2015
16402,Andre Williams,NYG,17,PHI,5,26,5.2,0,0,0,0,0,0,0,2.6,3600,30,away,grass,2015
16427,Ka'Deem Carey,CHI,17,DET,1,10,10.0,0,0,0,0,0,0,0,1.0,3200,20,away,turf,2015
16510,Jerick McKinnon,MIN,17,GB,4,15,3.8,0,4,3,33,0,0,0,7.8,6300,5,away,grass,2015
16524,Devonta Freeman,ATL,17,NO,25,76,3.0,0,4,2,18,1,1,1,16.4,3000,32,away,turf,2015
16609,Charles Sims,TB,17,CAR,4,15,3.8,0,11,9,74,0,0,0,17.9,3000,10,away,grass,2015
16626,Tre Mason,LAR,17,SF,18,44,2.4,1,0,0,0,0,1,0,10.4,null,25,away,grass,2015
16699,Fitzgerald Toussaint,PIT,17,CLE,12,24,2.0,0,0,0,0,0,0,0,4.4,4300,24,away,grass,2015
16815,Ameer Abdullah,DET,17,CHI,10,44,4.4,0,1,1,7,0,0,0,6.1,3600,15,away,grass,2015
16838,Duke Johnson,CLE,17,PIT,4,11,2.8,0,6,4,34,0,0,0,8.5,3000,23,away,grass,2015
16847,David Johnson,ARI,17,SEA,11,25,2.3,0,8,3,34,0,0,0,8.9,6600,1,away,turf,2015
16867,Jeremy Langford,CHI,17,DET,5,14,2.8,0,0,0,0,0,0,0,1.4,null,20,away,turf,2015
16869,Jalston Fowler,TEN,17,IND,0,0,0.0,0,1,0,0,0,0,0,0.0,null,28,away,turf,2015
