PlayerID,Name,Team,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsDraftKings,salary,def_rk,h/a,surface,year
15596,Chase Reynolds,LAR,10,NYJ,0,0,0.0,0,0,0,0,0,0,0,0.0,6000,19,away,turf,2016
15616,Fozzy Whittaker,CAR,10,KC,2,5,2.5,0,2,1,9,0,0,0,2.4,3000,13,away,grass,2016
16008,Orleans Darkwa,NYG,10,CIN,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,11,away,turf,2016
16031,Damien Williams,MIA,10,LAC,2,2,1.0,1,1,1,18,1,0,0,15.0,3000,16,away,grass,2016
16056,James White,NE,10,SEA,2,5,2.5,0,4,4,32,0,0,0,7.7,3000,4,away,turf,2016
16099,Lorenzo Taliaferro,BAL,10,CLE,0,0,0.0,0,0,0,0,0,0,0,0.0,2500,32,away,grass,2016
16112,Jeremy Hill,CIN,10,NYG,15,46,3.1,1,0,0,0,0,0,0,10.6,3000,5,away,turf,2016
16127,Isaiah Crowell,CLE,10,BAL,9,23,2.6,0,5,3,30,0,0,0,8.3,null,12,away,grass,2016
16142,Terrance West,BAL,10,CLE,21,65,3.1,0,2,1,12,0,0,0,8.7,3800,32,away,grass,2016
16163,Antonio Andrews,TEN,10,GB,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,28,away,grass,2016
16189,Alfred Blue,HOU,10,JAX,7,23,3.3,0,0,0,0,0,0,0,2.3,null,8,away,grass,2016
16210,Jay Prosch,HOU,10,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,8,away,grass,2016
16273,Kapri Bibbs,DEN,10,NO,0,0,0.0,0,0,0,0,0,0,0,0.0,null,29,away,turf,2016
16307,Charcandrick West,KC,10,CAR,2,5,2.5,0,3,3,5,0,0,0,4.0,3000,24,away,grass,2016
16309,George Atkinson,CLE,10,BAL,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,12,away,grass,2016
16378,Keith Smith,DAL,10,PIT,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,15,away,grass,2016
16427,Ka'Deem Carey,CHI,10,TB,2,-1,-0.5,0,1,1,16,0,0,0,2.5,null,17,away,grass,2016
16510,Jerick McKinnon,MIN,10,WAS,6,16,2.7,0,4,3,17,0,0,0,6.3,3600,27,away,grass,2016
16524,Devonta Freeman,ATL,10,PHI,12,49,4.1,0,3,3,32,0,0,0,11.1,3000,9,away,grass,2016
16534,Roosevelt Nix,PIT,10,DAL,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,18,away,turf,2016
16668,Carlos Hyde,SF,10,ARI,13,14,1.1,0,1,0,0,0,0,0,1.4,3000,7,away,grass,2016
16699,Fitzgerald Toussaint,PIT,10,DAL,0,0,0.0,0,0,0,0,0,0,0,0.0,6400,18,away,turf,2016
16771,Todd Gurley,LAR,10,NYJ,21,64,3.0,0,1,1,8,0,0,0,8.2,3300,19,away,turf,2016
16776,Melvin Gordon,LAC,10,MIA,24,70,2.9,0,8,5,62,0,0,0,18.2,3000,26,away,grass,2016
16797,TJ Yeldon,JAX,10,HOU,9,32,3.6,0,3,3,27,0,0,0,8.9,null,2,away,turf,2016
16838,Duke Johnson,CLE,10,BAL,2,6,3.0,0,5,3,25,0,0,0,6.1,4900,12,away,grass,2016
16847,David Johnson,ARI,10,SF,19,55,2.9,1,7,5,46,1,0,0,27.1,4700,30,away,grass,2016
16855,Ty Montgomery,GB,10,TEN,3,9,3.0,0,2,2,11,0,0,0,4.0,3700,22,away,grass,2016
16867,Jeremy Langford,CHI,10,TB,2,16,8.0,0,5,4,10,0,0,0,6.6,null,17,away,grass,2016
16869,Jalston Fowler,TEN,10,GB,0,0,0.0,0,0,0,0,0,0,0,0.0,5500,28,away,grass,2016
16886,Javorius Allen,BAL,10,CLE,2,3,1.5,0,0,0,0,0,0,0,0.3,3000,32,away,grass,2016
16909,Jay Ajayi,MIA,10,LAC,19,79,4.2,0,1,1,1,0,0,0,9.0,3300,16,away,grass,2016
16966,Aaron Ripkowski,GB,10,TEN,0,0,0.0,0,0,0,0,0,0,0,0.0,3800,22,away,grass,2016
17053,Malcolm Brown,LAR,10,NYJ,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,19,away,turf,2016
17089,Terron Ward,ATL,10,PHI,1,-1,-1.0,0,1,0,0,0,0,0,-0.1,4000,9,away,grass,2016
17102,Mack Brown,WAS,10,MIN,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,3,away,turf,2016
17199,Akeem Hunt,HOU,10,JAX,8,52,6.5,0,2,1,1,0,0,0,6.3,null,8,away,grass,2016
17303,Paul Lasike,CHI,10,TB,0,0,0.0,0,1,1,3,0,0,0,1.3,7100,17,away,grass,2016
17923,Ezekiel Elliott,DAL,10,PIT,21,114,5.4,2,2,2,95,1,0,0,43.9,3400,15,away,grass,2016
17959,Derrick Henry,TEN,10,GB,9,31,3.4,0,0,0,0,0,0,0,3.1,5300,28,away,grass,2016
17965,CJ Prosise,SEA,10,NE,17,66,3.9,0,7,7,87,0,0,0,22.3,null,6,away,turf,2016
17969,Kenneth Dixon,BAL,10,CLE,6,38,6.3,0,7,5,42,0,0,0,13.0,3000,32,away,grass,2016
17970,Devontae Booker,DEN,10,NO,24,76,3.2,0,2,2,12,0,0,0,10.8,4300,29,away,turf,2016
17972,Paul Perkins,NYG,10,CIN,9,31,3.4,0,3,0,0,0,0,0,3.1,3000,11,away,turf,2016
18003,Kenyan Drake,MIA,10,LAC,1,9,9.0,0,0,0,0,0,0,0,0.9,null,16,away,grass,2016
18041,Tyler Ervin,HOU,10,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3500,8,away,grass,2016
18067,Jordan Howard,CHI,10,TB,15,100,6.7,0,0,0,0,0,1,1,12.0,3000,17,away,grass,2016
18070,Wendell Smallwood,PHI,10,ATL,13,70,5.4,0,1,0,0,0,0,0,7.0,3000,31,away,turf,2016
18088,Alex Collins,SEA,10,NE,1,2,2.0,0,0,0,0,0,1,0,0.2,7400,6,away,turf,2016
18093,Andy Janovich,DEN,10,NO,0,0,0.0,0,1,1,9,0,0,0,1.9,3500,29,away,turf,2016
18114,Dan Vitale,CLE,10,BAL,0,0,0.0,0,0,0,0,0,0,0,0.0,5800,12,away,grass,2016
18115,Derek Watt,LAC,10,MIA,0,0,0.0,0,0,0,0,0,0,0,0.0,5000,26,away,grass,2016
18299,Kenneth Farrow,LAC,10,MIA,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,26,away,grass,2016
18375,Peyton Barber,TB,10,CHI,12,38,3.2,0,0,0,0,0,0,0,3.8,3000,14,away,grass,2016
18376,Alan Cross,TB,10,CHI,0,0,0.0,0,0,0,0,0,0,0,0.0,6300,14,away,grass,2016
18451,Rob Kelley,WAS,10,MIN,22,97,4.4,0,1,1,-2,0,0,0,10.5,3000,3,away,turf,2016
18452,Joe Kerridge,GB,10,TEN,0,0,0.0,0,0,0,0,0,0,0,0.0,3200,22,away,grass,2016
733,Jerome Felton,BUF,11,CIN,1,2,2.0,0,0,0,0,0,0,0,0.2,3000,11,away,turf,2016
1589,John Kuhn,NO,11,CAR,2,3,1.5,0,2,2,9,0,0,0,3.2,6100,24,away,grass,2016
2262,Tim Hightower,NO,11,CAR,12,69,5.8,0,9,8,57,0,0,0,20.6,3000,24,away,grass,2016
4640,Reggie Bush,BUF,11,CIN,0,0,0.0,0,2,2,21,0,0,0,4.1,3000,11,away,turf,2016
4738,Mike Tolbert,CAR,11,NO,2,-1,-0.5,0,2,1,17,0,0,0,2.6,3000,29,away,turf,2016
5451,Jonathan Stewart,CAR,11,NO,18,31,1.7,1,4,1,8,0,0,0,10.9,3000,29,away,turf,2016
5820,Frank Gore,IND,11,TEN,18,50,2.8,0,4,4,71,0,0,0,16.1,3000,22,away,grass,2016
6198,Darren Sproles,PHI,11,SEA,2,15,7.5,0,1,1,6,0,0,0,3.1,3000,4,away,turf,2016
8649,Rashad Jennings,NYG,11,CHI,21,85,4.0,1,6,5,44,0,0,0,23.9,3800,14,away,grass,2016
11256,Ryan Mathews,PHI,11,SEA,7,31,4.4,0,0,0,0,0,0,0,3.1,5200,4,away,turf,2016
11932,LeSean McCoy,BUF,11,CIN,5,33,6.6,1,3,2,12,0,1,0,12.5,3000,11,away,turf,2016
12239,Chris Ivory,JAX,11,DET,17,39,2.3,0,6,6,75,0,1,1,16.4,3000,25,away,turf,2016
12296,LeGarrette Blount,NE,11,SF,19,124,6.5,0,0,0,0,0,0,0,15.4,3000,30,away,grass,2016
12506,James Starks,GB,11,WAS,9,25,2.8,0,6,5,46,1,0,0,18.1,5900,27,away,grass,2016
12649,Will Tukuafu,SEA,11,PHI,1,2,2.0,0,0,0,0,0,0,0,0.2,3400,9,away,grass,2016
12708,Dion Lewis,NE,11,SF,5,23,4.6,0,5,3,26,0,0,0,7.9,4500,30,away,grass,2016
12787,Nick Bellore,SF,11,NE,0,0,0.0,0,0,0,0,0,0,0,0.0,3700,6,away,turf,2016
12985,DuJuan Harris,SF,11,NE,4,4,1.0,0,0,0,0,0,0,0,0.4,5000,6,away,turf,2016
13063,Taiwan Jones,OAK,11,HOU,0,0,0.0,0,0,0,0,0,0,0,0.0,null,2,away,turf,2016
13102,Jordan Todman,IND,11,TEN,0,0,0.0,0,1,0,0,0,0,0,0.0,3000,22,away,grass,2016
13124,DeMarco Murray,TEN,11,IND,21,70,3.3,0,3,3,9,1,0,0,16.9,null,23,away,turf,2016
13158,Shaun Draughn,SF,11,NE,0,0,0.0,0,3,3,43,1,0,0,13.3,3000,6,away,turf,2016
13255,Matt Asiata,MIN,11,ARI,5,20,4.0,1,1,1,7,0,0,0,9.7,3000,7,away,grass,2016
13337,Mark Ingram,NO,11,CAR,7,28,4.0,0,4,3,47,0,0,0,10.5,7300,24,away,grass,2016
13418,Anthony Sherman,KC,11,TB,0,0,0.0,0,0,0,0,0,0,0,0.0,6800,17,away,grass,2016
13741,Brandon Bolden,NE,11,SF,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,30,away,grass,2016
13791,Lamar Miller,HOU,11,OAK,24,104,4.3,1,3,2,9,0,0,0,22.3,3600,21,away,grass,2016
13852,Bobby Rainey,NYG,11,CHI,0,0,0.0,0,0,0,0,0,0,0,0.0,4800,14,away,grass,2016
14046,Ronnie Hillman,MIN,11,ARI,2,9,4.5,0,0,0,0,0,0,0,0.9,4500,7,away,grass,2016
14269,Alfred Morris,DAL,11,BAL,2,3,1.5,0,0,0,0,0,0,0,0.3,3700,12,away,grass,2016
14385,Doug Martin,TB,11,KC,24,63,2.6,0,4,3,42,0,0,0,13.5,3000,13,away,grass,2016
14533,Robert Turbin,IND,11,TEN,2,4,2.0,1,0,0,0,0,0,0,6.4,null,22,away,grass,2016
14731,Lance Dunbar,DAL,11,BAL,1,2,2.0,0,3,2,14,0,0,0,3.6,3000,12,away,grass,2016
14783,James Develin,NE,11,SF,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,30,away,grass,2016
14789,Jamize Olawale,OAK,11,HOU,2,-3,-1.5,0,3,3,90,1,0,0,17.7,3000,2,away,turf,2016
14872,Mike Gillislee,BUF,11,CIN,14,72,5.1,0,1,0,0,0,0,0,7.2,null,11,away,turf,2016
14901,Kyle Juszczyk,BAL,11,DAL,0,0,0.0,0,3,3,32,0,0,0,6.2,3000,18,away,turf,2016
14916,Giovani Bernard,CIN,11,BUF,7,21,3.0,0,8,5,40,0,0,0,11.1,3000,10,away,turf,2016
14917,Rex Burkhead,CIN,11,BUF,0,0,0.0,0,1,1,14,0,0,0,2.4,null,10,away,turf,2016
14967,Le'Veon Bell,PIT,11,CLE,28,146,5.2,1,9,8,55,0,1,0,37.1,3200,32,away,grass,2016
15010,Kerwynn Williams,ARI,11,MIN,0,0,0.0,0,0,0,0,0,0,0,0.0,4000,3,away,turf,2016
15018,Denard Robinson,JAX,11,DET,3,21,7.0,0,1,1,4,0,0,0,3.5,6500,25,away,turf,2016
15045,Knile Davis,KC,11,TB,0,0,0.0,0,0,0,0,0,0,0,0.0,null,17,away,grass,2016
15071,Latavius Murray,OAK,11,HOU,12,33,2.8,0,5,5,59,0,0,0,14.2,null,2,away,turf,2016
15102,Chris Thompson,WAS,11,GB,2,10,5.0,0,3,1,9,0,0,0,2.9,null,28,away,grass,2016
15126,Theo Riddick,DET,11,JAX,4,13,3.2,0,10,8,70,0,0,0,16.3,5700,8,away,grass,2016
15185,Kenjon Barner,PHI,11,SEA,3,17,5.7,0,1,0,0,0,0,0,1.7,3800,4,away,turf,2016
15202,Mike James,TB,11,KC,1,9,9.0,0,0,0,0,0,0,0,0.9,null,13,away,grass,2016
15207,Benjamin Cunningham,LAR,11,MIA,2,7,3.5,0,2,1,-3,0,0,0,1.4,5100,26,away,grass,2016
15224,Andre Ellington,ARI,11,MIN,5,21,4.2,0,2,1,2,0,0,0,3.3,3900,3,away,turf,2016
15230,Stepfan Taylor,ARI,11,MIN,0,0,0.0,0,0,0,0,0,0,0,0.0,7700,3,away,turf,2016
15261,Spencer Ware,KC,11,TB,17,69,4.1,0,2,2,16,0,0,0,10.5,5300,17,away,grass,2016
15555,Zach Line,MIN,11,ARI,0,0,0.0,0,0,0,0,0,0,0,0.0,4200,7,away,grass,2016
15596,Chase Reynolds,LAR,11,MIA,0,0,0.0,0,0,0,0,0,0,0,0.0,3100,26,away,grass,2016
15616,Fozzy Whittaker,CAR,11,NO,1,0,0.0,0,0,0,0,0,0,0,0.0,3000,29,away,turf,2016
16008,Orleans Darkwa,NYG,11,CHI,0,0,0.0,0,0,0,0,0,0,0,0.0,null,14,away,grass,2016
16031,Damien Williams,MIA,11,LAR,0,0,0.0,0,1,0,0,0,0,0,0.0,3000,20,away,grass,2016
16056,James White,NE,11,SF,0,0,0.0,0,6,6,63,1,0,0,18.3,3000,30,away,grass,2016
16112,Jeremy Hill,CIN,11,BUF,16,62,3.9,0,2,2,1,0,0,0,8.3,3000,10,away,turf,2016
16127,Isaiah Crowell,CLE,11,PIT,8,10,1.2,0,5,5,13,0,0,0,7.3,3000,15,away,grass,2016
16142,Terrance West,BAL,11,DAL,8,42,5.2,1,2,1,11,0,0,0,12.3,3000,18,away,turf,2016
16163,Antonio Andrews,TEN,11,IND,0,0,0.0,0,0,0,0,0,0,0,0.0,3700,23,away,turf,2016
16210,Jay Prosch,HOU,11,OAK,1,2,2.0,0,0,0,0,0,0,0,0.2,null,21,away,grass,2016
16307,Charcandrick West,KC,11,TB,0,0,0.0,0,3,3,42,0,0,0,7.2,3900,17,away,grass,2016
16309,George Atkinson,CLE,11,PIT,0,0,0.0,0,0,0,0,0,0,0,0.0,null,15,away,grass,2016
16378,Keith Smith,DAL,11,BAL,0,0,0.0,0,0,0,0,0,0,0,0.0,null,12,away,grass,2016
16427,Ka'Deem Carey,CHI,11,NYG,0,0,0.0,0,0,0,0,0,0,0,0.0,null,5,away,turf,2016
16510,Jerick McKinnon,MIN,11,ARI,16,44,2.8,0,1,1,-3,0,0,0,5.1,null,7,away,grass,2016
16534,Roosevelt Nix,PIT,11,CLE,0,0,0.0,0,0,0,0,0,0,0,0.0,null,32,away,grass,2016
16668,Carlos Hyde,SF,11,NE,19,86,4.5,0,3,3,24,0,1,0,14.0,3000,6,away,turf,2016
16699,Fitzgerald Toussaint,PIT,11,CLE,0,0,0.0,0,0,0,0,0,0,0,0.0,7200,32,away,grass,2016
16771,Todd Gurley,LAR,11,MIA,20,76,3.8,1,2,0,0,0,0,0,13.6,3100,26,away,grass,2016
16797,TJ Yeldon,JAX,11,DET,4,16,4.0,0,3,2,16,0,0,0,5.2,3000,25,away,turf,2016
16838,Duke Johnson,CLE,11,PIT,2,10,5.0,0,4,3,46,0,0,0,8.6,3700,15,away,grass,2016
16847,David Johnson,ARI,11,MIN,22,103,4.7,1,11,7,57,1,0,0,38.0,3000,3,away,turf,2016
16855,Ty Montgomery,GB,11,WAS,4,17,4.2,0,4,3,27,0,0,0,7.4,3400,27,away,grass,2016
16867,Jeremy Langford,CHI,11,NYG,6,8,1.3,1,3,3,30,0,0,0,12.8,4400,5,away,turf,2016
16869,Jalston Fowler,TEN,11,IND,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,23,away,turf,2016
16886,Javorius Allen,BAL,11,DAL,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,18,away,turf,2016
16909,Jay Ajayi,MIA,11,LAR,16,77,4.8,0,4,3,7,0,0,0,11.4,3000,20,away,grass,2016
16928,Michael Burton,DET,11,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,8,away,grass,2016
16966,Aaron Ripkowski,GB,11,WAS,2,9,4.5,0,0,0,0,0,0,0,0.9,2500,27,away,grass,2016
16989,Marcus Murphy,NO,11,CAR,0,0,0.0,0,1,1,3,0,0,0,1.3,3000,24,away,grass,2016
17023,Zach Zenner,DET,11,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,8,away,grass,2016
17050,Thomas Rawls,SEA,11,PHI,14,57,4.1,0,4,3,31,0,0,0,11.8,3800,9,away,grass,2016
17053,Malcolm Brown,LAR,11,MIA,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,26,away,grass,2016
17102,Mack Brown,WAS,11,GB,0,0,0.0,0,0,0,0,0,0,0,0.0,null,28,away,grass,2016
17197,Corey Grant,JAX,11,DET,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,25,away,turf,2016
17199,Akeem Hunt,HOU,11,OAK,5,-2,-0.4,0,0,0,0,0,0,0,-0.2,null,21,away,grass,2016
17303,Paul Lasike,CHI,11,NYG,1,5,5.0,0,0,0,0,0,0,0,0.5,3000,5,away,turf,2016
17923,Ezekiel Elliott,DAL,11,BAL,25,97,3.9,0,5,4,30,0,0,0,16.7,3000,12,away,grass,2016
17959,Derrick Henry,TEN,11,IND,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,23,away,turf,2016
17965,CJ Prosise,SEA,11,PHI,4,76,19.0,1,3,2,5,0,0,0,16.1,null,9,away,grass,2016
17969,Kenneth Dixon,BAL,11,DAL,6,40,6.7,0,1,0,0,0,0,0,4.0,3300,18,away,turf,2016
17972,Paul Perkins,NYG,11,CHI,4,16,4.0,0,2,2,19,0,0,0,5.5,null,14,away,grass,2016
18003,Kenyan Drake,MIA,11,LAR,1,2,2.0,0,0,0,0,0,0,0,0.2,3100,20,away,grass,2016
18041,Tyler Ervin,HOU,11,OAK,0,0,0.0,0,0,0,0,0,1,1,-1.0,3000,21,away,grass,2016
18061,Deandre Washington,OAK,11,HOU,1,0,0.0,0,1,0,0,0,0,0,0.0,3000,2,away,turf,2016
18067,Jordan Howard,CHI,11,NYG,17,77,4.5,0,8,1,22,0,0,0,10.9,4000,5,away,turf,2016
18070,Wendell Smallwood,PHI,11,SEA,13,48,3.7,0,5,4,31,0,0,0,11.9,6500,4,away,turf,2016
18073,Jonathan Williams,BUF,11,CIN,4,26,6.5,0,1,1,0,0,0,0,3.6,3000,11,away,turf,2016
18114,Dan Vitale,CLE,11,PIT,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,15,away,grass,2016
18152,Dwayne Washington,DET,11,JAX,13,6,0.5,0,2,2,15,0,0,0,4.1,null,8,away,grass,2016
18217,Josh Ferguson,IND,11,TEN,0,0,0.0,0,0,0,0,0,0,0,0.0,5200,22,away,grass,2016
18375,Peyton Barber,TB,11,KC,4,22,5.5,0,0,0,0,0,0,0,2.2,4500,13,away,grass,2016
18376,Alan Cross,TB,11,KC,0,0,0.0,0,1,1,3,1,0,0,7.3,3900,13,away,grass,2016
18451,Rob Kelley,WAS,11,GB,24,137,5.7,3,2,0,0,0,0,0,34.7,4500,28,away,grass,2016
18452,Joe Kerridge,GB,11,WAS,0,0,0.0,0,0,0,0,0,0,0,0.0,5500,27,away,grass,2016
18690,Jalen Richard,OAK,11,HOU,3,2,0.7,0,3,3,50,1,0,0,14.2,3000,2,away,turf,2016
18764,Troymaine Pope,SEA,11,PHI,2,3,1.5,0,0,0,0,0,0,0,0.3,3900,9,away,grass,2016
733,Jerome Felton,BUF,12,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,8,away,grass,2016
1589,John Kuhn,NO,12,LAR,1,4,4.0,0,1,1,3,0,0,0,1.7,null,20,away,grass,2016
2262,Tim Hightower,NO,12,LAR,15,51,3.4,0,2,2,54,1,0,0,18.5,3000,20,away,grass,2016
2699,Matt Forte,NYJ,12,NE,13,27,2.1,0,4,3,23,0,0,0,8.0,4100,6,away,turf,2016
4640,Reggie Bush,BUF,12,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,8,away,grass,2016
4738,Mike Tolbert,CAR,12,OAK,0,0,0.0,0,2,2,14,0,0,0,3.4,null,21,away,grass,2016
5451,Jonathan Stewart,CAR,12,OAK,17,96,5.6,2,1,0,0,0,0,0,21.6,6200,21,away,grass,2016
5820,Frank Gore,IND,12,PIT,15,28,1.9,0,1,1,3,0,0,0,4.1,3200,15,away,grass,2016
6198,Darren Sproles,PHI,12,GB,3,6,2.0,0,7,5,48,0,0,0,10.4,null,28,away,grass,2016
8649,Rashad Jennings,NYG,12,CLE,15,55,3.7,0,2,2,4,0,0,0,7.9,4200,32,away,grass,2016
10949,CJ Spiller,NYJ,12,NE,0,0,0.0,0,1,0,0,0,0,0,0.0,3000,6,away,turf,2016
11737,Cedric Peerman,CIN,12,BAL,0,0,0.0,0,0,0,0,0,0,0,0.0,null,12,away,grass,2016
11932,LeSean McCoy,BUF,12,JAX,19,103,5.4,2,2,2,31,0,0,0,32.4,4100,8,away,grass,2016
12239,Chris Ivory,JAX,12,BUF,9,44,4.9,1,1,1,11,0,0,0,12.5,3000,10,away,turf,2016
12296,LeGarrette Blount,NE,12,NYJ,11,67,6.1,0,1,0,0,0,0,0,6.7,3000,19,away,turf,2016
12506,James Starks,GB,12,PHI,17,41,2.4,0,5,5,27,0,0,0,11.8,3000,9,away,grass,2016
12649,Will Tukuafu,SEA,12,TB,1,0,0.0,0,0,0,0,0,0,0,0.0,7600,17,away,grass,2016
12708,Dion Lewis,NE,12,NYJ,6,24,4.0,0,7,4,34,0,0,0,9.8,3800,19,away,turf,2016
12787,Nick Bellore,SF,12,MIA,0,0,0.0,0,0,0,0,0,0,0,0.0,4300,26,away,grass,2016
12800,Bilal Powell,NYJ,12,NE,8,36,4.5,0,3,1,7,0,0,0,5.3,6400,6,away,turf,2016
12985,DuJuan Harris,SF,12,MIA,2,15,7.5,0,0,0,0,0,0,0,1.5,4800,26,away,grass,2016
13063,Taiwan Jones,OAK,12,CAR,0,0,0.0,0,1,1,15,0,0,0,2.5,3000,24,away,grass,2016
13102,Jordan Todman,IND,12,PIT,3,37,12.3,0,0,0,0,0,0,0,3.7,3000,15,away,grass,2016
13124,DeMarco Murray,TEN,12,CHI,17,43,2.5,0,5,5,41,0,1,0,13.4,3000,14,away,grass,2016
13158,Shaun Draughn,SF,12,MIA,0,0,0.0,0,6,6,49,0,0,0,10.9,4600,26,away,grass,2016
13255,Matt Asiata,MIN,12,DET,5,27,5.4,1,3,3,14,0,0,0,13.1,3000,25,away,turf,2016
13337,Mark Ingram,NO,12,LAR,14,146,10.4,1,2,1,21,1,0,0,32.7,6000,20,away,grass,2016
13418,Anthony Sherman,KC,12,DEN,0,0,0.0,0,0,0,0,0,0,0,0.0,3400,1,away,grass,2016
13741,Brandon Bolden,NE,12,NYJ,0,0,0.0,0,0,0,0,0,0,0,0.0,null,19,away,turf,2016
13791,Lamar Miller,HOU,12,LAC,19,57,3.0,0,4,3,18,0,1,1,9.5,null,16,away,grass,2016
13852,Bobby Rainey,NYG,12,CLE,0,0,0.0,0,0,0,0,0,1,1,-1.0,3000,32,away,grass,2016
14269,Alfred Morris,DAL,12,WAS,1,12,12.0,0,0,0,0,0,0,0,1.2,3000,27,away,grass,2016
14352,Travaris Cadet,NO,12,LAR,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,20,away,grass,2016
14385,Doug Martin,TB,12,SEA,23,87,3.8,0,2,2,3,0,1,1,10.0,4100,4,away,turf,2016
14533,Robert Turbin,IND,12,PIT,2,20,10.0,0,3,2,-2,0,0,0,3.8,3000,15,away,grass,2016
14719,Jonathan Grimes,HOU,12,LAC,2,14,7.0,0,0,0,0,0,0,0,1.4,7700,16,away,grass,2016
14731,Lance Dunbar,DAL,12,WAS,0,0,0.0,0,1,1,1,0,0,0,1.1,3000,27,away,grass,2016
14783,James Develin,NE,12,NYJ,0,0,0.0,0,2,1,5,0,0,0,1.5,null,19,away,turf,2016
14786,Patrick DiMarco,ATL,12,ARI,0,0,0.0,0,1,0,0,0,0,0,0.0,3100,7,away,grass,2016
14789,Jamize Olawale,OAK,12,CAR,0,0,0.0,0,1,1,8,0,0,0,1.8,4000,24,away,grass,2016
14901,Kyle Juszczyk,BAL,12,CIN,0,0,0.0,0,5,3,18,0,0,0,4.8,4900,11,away,turf,2016
14917,Rex Burkhead,CIN,12,BAL,5,29,5.8,0,2,2,19,0,0,0,6.8,null,12,away,grass,2016
14967,Le'Veon Bell,PIT,12,IND,23,120,5.2,1,5,4,22,0,0,0,27.2,3000,23,away,turf,2016
15010,Kerwynn Williams,ARI,12,ATL,0,0,0.0,0,0,0,0,0,0,0,0.0,null,31,away,turf,2016
15018,Denard Robinson,JAX,12,BUF,13,39,3.0,0,0,0,0,0,0,0,3.9,3700,10,away,turf,2016
15045,Knile Davis,KC,12,DEN,3,6,2.0,0,0,0,0,0,0,0,0.6,6700,1,away,grass,2016
15071,Latavius Murray,OAK,12,CAR,19,45,2.4,1,4,3,43,0,0,0,17.8,7200,24,away,grass,2016
15102,Chris Thompson,WAS,12,DAL,4,17,4.2,0,6,5,17,0,0,0,8.4,null,18,away,turf,2016
15126,Theo Riddick,DET,12,MIN,9,45,5.0,0,5,5,13,0,0,0,10.8,3000,3,away,turf,2016
15185,Kenjon Barner,PHI,12,GB,1,2,2.0,0,1,1,10,0,0,0,2.2,3000,28,away,grass,2016
15202,Mike James,TB,12,SEA,0,0,0.0,0,0,0,0,0,0,0,0.0,3200,4,away,turf,2016
15207,Benjamin Cunningham,LAR,12,NO,0,0,0.0,0,1,1,12,0,0,0,2.2,3400,29,away,turf,2016
15224,Andre Ellington,ARI,12,ATL,0,0,0.0,0,5,2,19,0,0,0,3.9,3100,31,away,turf,2016
15230,Stepfan Taylor,ARI,12,ATL,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,31,away,turf,2016
15256,Christine Michael,GB,12,PHI,1,4,4.0,0,0,0,0,0,0,0,0.4,3900,9,away,grass,2016
15261,Spencer Ware,KC,12,DEN,17,64,3.8,0,2,2,32,0,0,0,11.6,4700,1,away,grass,2016
15555,Zach Line,MIN,12,DET,1,2,2.0,0,0,0,0,0,0,0,0.2,3000,25,away,turf,2016
15596,Chase Reynolds,LAR,12,NO,0,0,0.0,0,0,0,0,0,0,0,0.0,null,29,away,turf,2016
15616,Fozzy Whittaker,CAR,12,OAK,4,14,3.5,0,2,0,0,0,0,0,1.4,3500,21,away,grass,2016
16008,Orleans Darkwa,NYG,12,CLE,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,32,away,grass,2016
16031,Damien Williams,MIA,12,SF,1,7,7.0,0,2,2,11,0,0,0,3.8,4400,30,away,grass,2016
16056,James White,NE,12,NYJ,0,0,0.0,0,9,4,22,0,0,0,6.2,3000,19,away,turf,2016
16112,Jeremy Hill,CIN,12,BAL,12,21,1.8,0,6,6,61,0,0,0,14.2,null,12,away,grass,2016
16127,Isaiah Crowell,CLE,12,NYG,16,44,2.8,0,7,6,47,0,1,1,14.1,4000,5,away,turf,2016
