,Name,Week,tar_ma,rec_ma,yds_ma,td_ma,fum_ma,def_rk_ma,year
1352,Nic Jacobs,1,0.0,0.0,0.0,0.0,0.0,0.0,2015
1353,Nic Jacobs,7,0.0,0.0,0.0,0.0,0.0,0.0,2015
1354,Nic Jacobs,9,0.0,0.0,0.0,0.0,0.0,0.0,2015
1355,Nick Boyle,1,0.0,0.0,0.0,0.0,0.0,0.0,4035
1356,Nick Boyle,2,0.0,0.0,0.0,0.0,0.0,0.0,4035
1357,Nick Boyle,3,0.0,0.0,0.0,0.0,0.0,0.0,6050
1358,Nick Boyle,4,0.0,0.0,0.0,0.0,0.0,0.0,6050
1359,Nick Boyle,5,2.25,2.25,18.25,0.0,0.0,17.0,4032
1360,Nick Boyle,6,2.2,2.0,16.4,0.0,0.0,18.8,2017
1361,Nick Boyle,7,2.3333333333333335,2.0,16.166666666666668,0.0,0.0,17.666666666666668,4032
1362,Nick Boyle,8,5.178571428571429,4.5,35.07142857142857,0.0,0.0,32.285714285714285,4032
1363,Nick Boyle,10,2.6,2.2,18.6,0.0,0.0,17.2,2015
1364,Nick Boyle,11,2.625,2.25,17.25,0.0,0.0,17.375,2017
1365,Nick Boyle,12,5.222222222222221,4.444444444444445,36.888888888888886,0.0,0.0,35.0,4032
1366,Nick Boyle,13,5.114285714285714,4.142857142857142,34.614285714285714,0.0,0.0,34.24285714285715,6048
1367,Nick Boyle,14,2.4545454545454546,1.9090909090909092,14.545454545454545,0.0,0.0,17.0,4033
1368,Nick Boyle,15,2.3333333333333335,1.8333333333333333,13.416666666666666,0.0,0.0,15.916666666666666,2017
1369,Nick Boyle,16,2.3076923076923075,1.7692307692307692,13.076923076923077,0.0,0.0,17.0,4033
1370,Nick Boyle,17,2.4285714285714284,1.8571428571428572,12.785714285714286,0.0,0.0,17.071428571428573,2017
1371,Nick O'Leary,1,0.0,0.0,0.0,0.0,0.0,0.0,4033
1372,Nick O'Leary,3,0.0,0.0,0.0,0.0,0.0,0.0,4033
1373,Nick O'Leary,4,0.0,0.0,0.0,0.0,0.0,0.0,2016
1374,Nick O'Leary,5,0.0,0.0,0.0,0.0,0.0,0.0,2017
1375,Nick O'Leary,6,0.0,0.0,0.0,0.0,0.0,0.0,2016
1376,Nick O'Leary,7,1.5,1.25,19.25,0.0,0.0,9.25,4033
1377,Nick O'Leary,8,4.15,3.45,58.05,0.0,0.0,31.65,4033
1378,Nick O'Leary,9,2.8,2.0,34.0,0.0,0.0,20.6,2017
1379,Nick O'Leary,10,3.1666666666666665,2.3333333333333335,36.833333333333336,0.0,0.16666666666666666,20.833333333333332,2017
1380,Nick O'Leary,11,3.0,2.142857142857143,32.57142857142857,0.14285714285714285,0.14285714285714285,18.142857142857142,2017
1381,Nick O'Leary,12,4.333333333333333,3.166666666666667,45.166666666666664,0.125,0.125,28.541666666666664,4033
1382,Nick O'Leary,13,1.2857142857142858,1.0,13.428571428571429,0.0,0.0,12.285714285714286,2016
1383,Nick O'Leary,14,4.388888888888889,3.0,40.97222222222222,0.1111111111111111,0.1111111111111111,29.52777777777778,4033
1384,Nick O'Leary,15,4.144444444444445,2.9,38.96666666666667,0.1,0.1,30.11111111111111,6048
1385,Nick O'Leary,16,2.6363636363636362,1.9090909090909092,26.90909090909091,0.09090909090909091,0.09090909090909091,17.454545454545453,4032
1386,Nick O'Leary,17,2.5,1.75,24.666666666666668,0.08333333333333333,0.08333333333333333,16.833333333333332,4032
1387,Nick Vannett,1,0.0,0.0,0.0,0.0,0.0,0.0,4035
1388,Nick Vannett,2,0.0,0.0,0.0,0.0,0.0,0.0,2018
1389,Nick Vannett,3,0.0,0.0,0.0,0.0,0.0,0.0,2018
1390,Nick Vannett,4,0.0,0.0,0.0,0.0,0.0,0.0,2018
1391,Nick Vannett,5,0.0,0.0,0.0,0.0,0.0,0.0,2017
1392,Nick Vannett,7,0.0,0.0,0.0,0.0,0.0,0.0,4033
1393,Nick Vannett,8,0.0,0.0,0.0,0.0,0.0,0.0,4033
1394,Nick Vannett,10,1.25,1.25,8.25,0.0,0.0,20.75,2017
1395,Nick Vannett,12,1.4,1.4,11.0,0.0,0.0,20.0,2017
1396,Nick Vannett,13,1.8333333333333333,1.5,14.0,0.16666666666666666,0.0,19.166666666666668,4033
1397,Nick Vannett,14,2.0,1.7142857142857142,17.714285714285715,0.14285714285714285,0.0,18.428571428571427,2017
1398,Niles Paul,1,0.0,0.0,0.0,0.0,0.0,0.0,2018
1399,Niles Paul,2,0.0,0.0,0.0,0.0,0.0,0.0,4034
1400,Niles Paul,3,0.0,0.0,0.0,0.0,0.0,0.0,2017
1401,Niles Paul,4,0.0,0.0,0.0,0.0,0.0,0.0,4035
1402,Niles Paul,7,0.0,0.0,0.0,0.0,0.0,0.0,4033
1403,Niles Paul,11,0.0,0.0,0.0,0.0,0.0,0.0,2017
1404,Niles Paul,12,1.25,1.0,10.0,0.0,0.0,12.25,2017
1405,Niles Paul,13,2.0,1.4,11.2,0.0,0.0,16.0,2017
1406,Niles Paul,14,2.1666666666666665,1.6666666666666667,11.333333333333334,0.0,0.0,16.833333333333332,2017
1407,Niles Paul,15,2.0,1.5714285714285714,11.857142857142858,0.0,0.0,15.571428571428571,2017
1408,Niles Paul,16,2.0,1.5,11.75,0.0,0.0,15.75,2017
1409,Niles Paul,17,2.0,1.3333333333333333,10.444444444444445,0.0,0.0,17.22222222222222,2017
1410,OJ Howard,1,0.0,0.0,0.0,0.0,0.0,0.0,2018
1411,OJ Howard,2,0.0,0.0,0.0,0.0,0.0,0.0,4035
1412,OJ Howard,3,0.0,0.0,0.0,0.0,0.0,0.0,4035
1413,OJ Howard,4,0.0,0.0,0.0,0.0,0.0,0.0,4035
1414,OJ Howard,5,0.0,0.0,0.0,0.0,0.0,0.0,2017
1415,OJ Howard,6,2.25,1.0,23.0,0.25,0.0,13.5,2017
1416,OJ Howard,7,2.4,1.0,21.4,0.2,0.0,14.2,2017
1417,OJ Howard,8,3.0,1.8333333333333333,34.166666666666664,0.5,0.0,16.0,2017
1418,OJ Howard,9,2.857142857142857,1.8571428571428572,31.571428571428573,0.42857142857142855,0.0,14.571428571428571,2017
1419,OJ Howard,11,2.75,1.75,28.375,0.375,0.125,13.0,2017
1420,OJ Howard,12,2.888888888888889,1.8888888888888888,31.0,0.4444444444444444,0.1111111111111111,15.11111111111111,2017
1421,OJ Howard,13,3.0,2.0,33.1,0.4,0.1,14.9,2017
1422,OJ Howard,14,2.909090909090909,1.9090909090909092,31.636363636363637,0.36363636363636365,0.09090909090909091,14.0,2017
1423,OJ Howard,15,3.1666666666666665,2.0833333333333335,33.5,0.4166666666666667,0.16666666666666666,14.166666666666666,2017
1424,Orson Charles,3,0.0,0.0,0.0,0.0,0.0,0.0,2018
1425,Orson Charles,4,0.0,0.0,0.0,0.0,0.0,0.0,2018
1426,Orson Charles,15,0.0,0.0,0.0,0.0,0.0,0.0,2017
1427,Orson Charles,16,0.0,0.0,0.0,0.0,0.0,0.0,2017
1428,Owen Daniels,1,0.0,0.0,0.0,0.0,0.0,0.0,2015
1429,Owen Daniels,2,0.0,0.0,0.0,0.0,0.0,0.0,2015
1430,Owen Daniels,3,0.0,0.0,0.0,0.0,0.0,0.0,2015
1431,Owen Daniels,4,0.0,0.0,0.0,0.0,0.0,0.0,2015
1432,Owen Daniels,5,5.25,3.0,15.25,0.5,0.0,12.0,2015
1433,Owen Daniels,6,5.2,2.4,12.2,0.4,0.0,15.6,2015
1434,Owen Daniels,8,4.833333333333333,2.3333333333333335,14.166666666666666,0.3333333333333333,0.0,14.0,2015
1435,Owen Daniels,9,4.571428571428571,2.4285714285714284,18.428571428571427,0.2857142857142857,0.0,14.0,2015
1436,Owen Daniels,10,5.125,2.875,28.875,0.375,0.0,15.125,2015
1437,Owen Daniels,11,5.111111111111111,2.6666666666666665,27.22222222222222,0.3333333333333333,0.0,13.666666666666666,2015
1438,Owen Daniels,12,5.1,2.8,31.4,0.3,0.0,13.6,2015
1439,Owen Daniels,13,5.181818181818182,3.0,32.90909090909091,0.2727272727272727,0.0,12.818181818181818,2015
1440,Owen Daniels,14,5.0,2.9166666666666665,31.25,0.25,0.0,13.25,2015
1441,Owen Daniels,15,4.923076923076923,2.923076923076923,32.15384615384615,0.23076923076923078,0.0,14.538461538461538,2015
1442,Owen Daniels,16,4.928571428571429,2.857142857142857,30.857142857142858,0.21428571428571427,0.0,15.285714285714286,2015
1443,Owen Daniels,17,5.066666666666666,3.0,33.46666666666667,0.2,0.0,15.4,2015
1444,Phillip Supernaw,2,0.0,0.0,0.0,0.0,0.0,0.0,2016
1445,Phillip Supernaw,3,0.0,0.0,0.0,0.0,0.0,0.0,4033
1446,Phillip Supernaw,5,0.0,0.0,0.0,0.0,0.0,0.0,2017
1447,Phillip Supernaw,6,0.0,0.0,0.0,0.0,0.0,0.0,4033
1448,Phillip Supernaw,8,0.0,0.0,0.0,0.0,0.0,0.0,2016
1449,Phillip Supernaw,11,0.0,0.0,0.0,0.0,0.0,0.0,2015
1450,Phillip Supernaw,13,0.0,0.0,0.0,0.0,0.0,0.0,2017
1451,Phillip Supernaw,14,1.25,1.0,9.75,0.25,0.0,21.5,4032
1452,Randall Telfer,2,0.0,0.0,0.0,0.0,0.0,0.0,2017
1453,Randall Telfer,3,0.0,0.0,0.0,0.0,0.0,0.0,2017
1454,Randall Telfer,4,0.0,0.0,0.0,0.0,0.0,0.0,2016
1455,Randall Telfer,8,0.0,0.0,0.0,0.0,0.0,0.0,2016
1456,Randall Telfer,10,0.0,0.0,0.0,0.0,0.0,0.0,2016
1457,Randall Telfer,14,0.0,0.0,0.0,0.0,0.0,0.0,4033
1458,Randall Telfer,17,1.5,0.5,1.0,0.0,0.0,22.75,2016
1459,Rhett Ellison,1,0.0,0.0,0.0,0.0,0.0,0.0,6050
1460,Rhett Ellison,2,0.0,0.0,0.0,0.0,0.0,0.0,6050
1461,Rhett Ellison,3,0.0,0.0,0.0,0.0,0.0,0.0,4034
1462,Rhett Ellison,4,0.0,0.0,0.0,0.0,0.0,0.0,6051
1463,Rhett Ellison,5,0.0,0.0,0.0,0.0,0.0,0.0,2017
1464,Rhett Ellison,6,0.0,0.0,0.0,0.0,0.0,0.0,2015
1465,Rhett Ellison,7,1.75,1.5,12.5,0.25,0.0,12.0,2017
1466,Rhett Ellison,9,1.6,1.2,10.0,0.2,0.0,11.4,6048
1467,Rhett Ellison,10,2.0,1.0,6.25,0.0,0.0,16.0,4031
1468,Rhett Ellison,11,4.916666666666667,3.783333333333333,28.433333333333337,0.3666666666666667,0.0,57.63333333333333,6048
1469,Rhett Ellison,12,5.338095238095238,3.819047619047619,27.476190476190478,0.30952380952380953,0.0,51.0,6048
1470,Rhett Ellison,13,5.309523809523809,3.7023809523809526,31.517857142857142,0.26785714285714285,0.0,55.57142857142857,6048
1471,Rhett Ellison,14,5.1269841269841265,3.490079365079365,28.990079365079364,0.2361111111111111,0.0,58.636904761904766,6048
1472,Rhett Ellison,16,5.413888888888889,3.736111111111111,32.325,0.3111111111111111,0.0,58.288888888888884,6048
1473,Rhett Ellison,17,4.163636363636364,2.7272727272727275,28.236363636363635,0.28181818181818186,0.0,37.0,4032
1474,Richard Rodgers,1,0.0,0.0,0.0,0.0,0.0,0.0,4031
1475,Richard Rodgers,2,0.0,0.0,0.0,0.0,0.0,0.0,6048
1476,Richard Rodgers,3,0.0,0.0,0.0,0.0,0.0,0.0,4031
1477,Richard Rodgers,4,0.0,0.0,0.0,0.0,0.0,0.0,2015
1478,Richard Rodgers,5,4.25,3.25,27.5,0.5,0.0,11.5,6048
1479,Richard Rodgers,6,8.25,5.3,46.5,0.65,0.0,32.9,4031
1480,Richard Rodgers,7,3.2,1.6,15.4,0.2,0.0,21.2,2016
1481,Richard Rodgers,8,5.0,3.5,31.5,0.3333333333333333,0.0,15.0,2015
1482,Richard Rodgers,9,7.69047619047619,4.785714285714286,43.285714285714285,0.45238095238095233,0.0,34.73809523809524,6048
1483,Richard Rodgers,10,9.232142857142858,5.642857142857142,49.14285714285714,0.6428571428571428,0.0,34.839285714285715,6048
1484,Richard Rodgers,11,11.583333333333332,7.291666666666666,63.06944444444444,0.6805555555555556,0.0,51.06944444444444,6048
1485,Richard Rodgers,12,11.322222222222223,7.355555555555555,59.65555555555555,0.6111111111111112,0.0,53.72222222222223,6048
1486,Richard Rodgers,13,11.354545454545454,7.103030303030303,60.1030303030303,0.5545454545454546,0.0,49.4,6048
1487,Richard Rodgers,14,11.393939393939394,7.415584415584416,68.34956709956711,0.5909090909090909,0.0,47.202380952380956,6048
1488,Richard Rodgers,15,10.842948717948719,6.935897435897436,63.29166666666667,0.6217948717948718,0.0,46.98397435897436,6048
1489,Richard Rodgers,16,8.67032967032967,5.648351648351649,50.302197802197796,0.5769230769230769,0.0,32.0989010989011,4031
1490,Richard Rodgers,17,8.41904761904762,5.4714285714285715,48.423809523809524,0.6095238095238096,0.0,32.00476190476191,4031
1491,Ricky Seals-Jones,1,0.0,0.0,0.0,0.0,0.0,0.0,2018
1492,Ricky Seals-Jones,2,0.0,0.0,0.0,0.0,0.0,0.0,2018
1493,Ricky Seals-Jones,3,0.0,0.0,0.0,0.0,0.0,0.0,2018
1494,Ricky Seals-Jones,4,0.0,0.0,0.0,0.0,0.0,0.0,2018
1495,Ricky Seals-Jones,5,0.0,0.0,0.0,0.0,0.0,0.0,2017
1496,Ricky Seals-Jones,11,0.0,0.0,0.0,0.0,0.0,0.0,2017
1497,Ricky Seals-Jones,12,0.0,0.0,0.0,0.0,0.0,0.0,2017
1498,Ricky Seals-Jones,13,0.0,0.0,0.0,0.0,0.0,0.0,2017
1499,Ricky Seals-Jones,14,4.25,2.25,42.5,0.75,0.0,18.0,2017
1500,Ricky Seals-Jones,15,4.0,2.0,38.0,0.6,0.0,18.2,2017
1501,Ricky Seals-Jones,16,4.333333333333333,2.0,33.5,0.5,0.0,19.833333333333332,2017
1502,Ricky Seals-Jones,17,3.857142857142857,1.7142857142857142,28.714285714285715,0.42857142857142855,0.0,21.428571428571427,2017
1503,Rico Gathers,2,0.0,0.0,0.0,0.0,0.0,0.0,2018
1504,Rico Gathers,4,0.0,0.0,0.0,0.0,0.0,0.0,2018
1505,Rob Gronkowski,1,0.0,0.0,0.0,0.0,0.0,0.0,6050
1506,Rob Gronkowski,2,0.0,0.0,0.0,0.0,0.0,0.0,6050
1507,Rob Gronkowski,3,0.0,0.0,0.0,0.0,0.0,0.0,8066
1508,Rob Gronkowski,4,0.0,0.0,0.0,0.0,0.0,0.0,6051
1509,Rob Gronkowski,5,0.0,0.0,0.0,0.0,0.0,0.0,4031
1510,Rob Gronkowski,6,15.75,10.0,173.25,1.5,0.0,26.0,6048
1511,Rob Gronkowski,7,20.35,13.05,235.7,2.05,0.0,47.3,6048
1512,Rob Gronkowski,8,21.433333333333334,13.899999999999999,239.16666666666663,2.0666666666666664,0.0,44.9,6048
1513,Rob Gronkowski,9,9.0,5.714285714285714,92.28571428571429,1.0,0.0,13.571428571428571,2015
1514,Rob Gronkowski,10,21.5,14.023809523809522,240.0059523809524,2.0892857142857144,0.0,41.51785714285714,6048
1515,Rob Gronkowski,11,16.208333333333336,10.194444444444445,162.43055555555554,1.5138888888888888,0.0,30.02777777777778,4032
1516,Rob Gronkowski,12,20.676190476190474,13.226984126984126,230.331746031746,1.7841269841269842,0.0,44.41269841269841,6048
1517,Rob Gronkowski,13,7.4,4.6,70.2,0.7,0.0,17.2,2017
1518,Rob Gronkowski,14,8.363636363636363,5.181818181818182,84.63636363636364,0.8181818181818182,0.0,15.363636363636363,2015
1519,Rob Gronkowski,15,15.727272727272727,10.083333333333332,162.0151515151515,1.4696969696969697,0.0,32.82575757575758,4032
1520,Rob Gronkowski,16,16.397435897435898,10.410256410256409,167.21153846153845,1.4294871794871795,0.0,32.36538461538461,4032
1521,Rob Gronkowski,17,8.071428571428571,5.0,82.71428571428571,0.7857142857142857,0.0,14.714285714285714,2015
1522,Rob Housler,1,0.0,0.0,0.0,0.0,0.0,0.0,2015
1523,Rob Housler,3,0.0,0.0,0.0,0.0,0.0,0.0,2015
1524,Rob Housler,5,0.0,0.0,0.0,0.0,0.0,0.0,2015
1525,Rob Housler,15,0.0,0.0,0.0,0.0,0.0,0.0,2015
1526,Rob Housler,17,1.25,0.5,3.75,0.0,0.0,13.0,2015
1527,Ross Travis,1,0.0,0.0,0.0,0.0,0.0,0.0,4033
1528,Ross Travis,2,0.0,0.0,0.0,0.0,0.0,0.0,2017
1529,Ross Travis,3,0.0,0.0,0.0,0.0,0.0,0.0,2016
1530,Ross Travis,4,0.0,0.0,0.0,0.0,0.0,0.0,2016
1531,Ross Travis,5,0.0,0.0,0.0,0.0,0.0,0.0,2017
1532,Ross Travis,7,0.0,0.0,0.0,0.0,0.0,0.0,2017
1533,Ross Travis,8,1.25,0.75,7.25,0.0,0.0,19.25,2017
1534,Ross Travis,9,1.4,0.6,5.8,0.0,0.0,21.2,2017
1535,Ross Travis,10,0.0,0.0,0.0,0.0,0.0,0.0,2016
1536,Ross Travis,11,1.5,0.6666666666666666,5.333333333333333,0.0,0.0,21.166666666666668,2017
1537,Ross Travis,14,1.7142857142857142,0.7142857142857143,6.142857142857143,0.0,0.0,22.571428571428573,2017
1538,Ross Travis,15,1.75,0.625,5.375,0.0,0.0,22.875,2017
1539,Ross Travis,16,1.7777777777777777,0.7777777777777778,8.444444444444445,0.0,0.0,23.555555555555557,2017
1540,Ryan Griffin,1,0.0,0.0,0.0,0.0,0.0,0.0,8066
1541,Ryan Griffin,2,0.0,0.0,0.0,0.0,0.0,0.0,4034
1542,Ryan Griffin,3,0.0,0.0,0.0,0.0,0.0,0.0,6051
1543,Ryan Griffin,4,0.0,0.0,0.0,0.0,0.0,0.0,6051
1544,Ryan Griffin,5,4.75,3.5,32.0,0.0,0.0,9.25,4033
1545,Ryan Griffin,6,9.0,5.45,51.2,0.25,0.0,21.35,4033
1546,Ryan Griffin,7,5.0,3.1666666666666665,27.833333333333332,0.0,0.0,11.833333333333334,2016
1547,Ryan Griffin,8,9.8,5.4,55.31428571428572,0.2,0.0,28.25714285714286,4033
1548,Ryan Griffin,10,4.75,3.0,26.75,0.0,0.0,14.625,4031
1549,Ryan Griffin,11,4.666666666666667,3.0,24.555555555555557,0.1111111111111111,0.0,14.777777777777779,4031
1550,Ryan Griffin,12,4.7,3.0,25.3,0.1,0.0,15.7,4031
1551,Ryan Griffin,13,8.977272727272727,5.590909090909091,59.27272727272727,0.34090909090909094,0.0,28.863636363636363,4031
1552,Ryan Griffin,14,9.233333333333334,5.766666666666667,59.2,0.5666666666666667,0.08333333333333333,28.233333333333334,4031
1553,Ryan Griffin,15,9.282051282051281,5.410256410256411,56.858974358974365,0.48717948717948717,0.07692307692307693,27.55128205128205,4031
1554,Ryan Griffin,16,9.142857142857142,5.7142857142857135,61.0,0.42857142857142855,0.07142857142857142,29.214285714285715,4031
1555,Ryan Griffin,17,8.541666666666668,5.325,56.8,0.3833333333333333,0.06666666666666667,31.516666666666666,4031
1556,Ryan Hewitt,1,0.0,0.0,0.0,0.0,0.0,0.0,2015
1557,Ryan Hewitt,2,0.0,0.0,0.0,0.0,0.0,0.0,4033
1558,Ryan Hewitt,4,0.0,0.0,0.0,0.0,0.0,0.0,2017
1559,Ryan Hewitt,6,0.0,0.0,0.0,0.0,0.0,0.0,2015
1560,Ryan Hewitt,8,0.0,0.0,0.0,0.0,0.0,0.0,2015
1561,Ryan Hewitt,10,1.25,0.5,9.5,0.0,0.0,20.25,2015
1562,Ryan Hewitt,12,1.2,0.6,9.0,0.0,0.0,18.2,4031
1563,Ryan Hewitt,13,1.3333333333333333,0.8333333333333334,12.333333333333334,0.0,0.0,19.5,2015
1564,Ryan Hewitt,14,1.2857142857142858,0.8571428571428571,11.571428571428571,0.0,0.0,17.571428571428573,4032
1565,Ryan Hewitt,15,1.25,0.875,11.25,0.0,0.0,18.5,2015
1566,Ryan Hewitt,16,0.0,0.0,0.0,0.0,0.0,0.0,2016
1567,Ryan Malleck,16,0.0,0.0,0.0,0.0,0.0,0.0,2017
1568,Scott Chandler,1,0.0,0.0,0.0,0.0,0.0,0.0,2015
1569,Scott Chandler,2,0.0,0.0,0.0,0.0,0.0,0.0,2015
1570,Scott Chandler,3,0.0,0.0,0.0,0.0,0.0,0.0,2015
1571,Scott Chandler,6,0.0,0.0,0.0,0.0,0.0,0.0,2015
1572,Scott Chandler,7,2.75,2.0,22.0,0.25,0.0,21.0,2015
1573,Scott Chandler,8,2.6,2.0,24.4,0.2,0.0,17.4,2015
1574,Scott Chandler,9,2.5,1.8333333333333333,21.833333333333332,0.16666666666666666,0.0,15.666666666666666,2015
1575,Scott Chandler,10,2.5714285714285716,1.7142857142857142,19.428571428571427,0.14285714285714285,0.0,15.714285714285714,2015
1576,Scott Chandler,11,2.625,1.625,17.125,0.25,0.0,17.625,2015
1577,Scott Chandler,12,2.5555555555555554,1.5555555555555556,15.555555555555555,0.2222222222222222,0.0,16.555555555555557,2015
1578,Scott Chandler,13,3.4,1.9,19.8,0.3,0.0,16.8,2015
1579,Scott Chandler,17,3.727272727272727,2.090909090909091,23.545454545454547,0.36363636363636365,0.0,16.272727272727273,2015
1580,Scott Simonson,4,0.0,0.0,0.0,0.0,0.0,0.0,2018
1581,Scott Simonson,14,0.0,0.0,0.0,0.0,0.0,0.0,2015
1582,Sean McGrath,2,0.0,0.0,0.0,0.0,0.0,0.0,2017
1583,Sean McGrath,3,0.0,0.0,0.0,0.0,0.0,0.0,2016
1584,Sean McGrath,10,0.0,0.0,0.0,0.0,0.0,0.0,2016
1585,Sean McGrath,11,0.0,0.0,0.0,0.0,0.0,0.0,2017
1586,Sean McGrath,16,0.0,0.0,0.0,0.0,0.0,0.0,2017
1587,Seth DeValve,1,0.0,0.0,0.0,0.0,0.0,0.0,2017
1588,Seth DeValve,2,0.0,0.0,0.0,0.0,0.0,0.0,2017
1589,Seth DeValve,3,0.0,0.0,0.0,0.0,0.0,0.0,2017
1590,Seth DeValve,4,0.0,0.0,0.0,0.0,0.0,0.0,2017
1591,Seth DeValve,5,4.5,2.25,33.5,0.0,0.0,17.25,2017
1592,Seth DeValve,6,4.4,2.4,31.6,0.0,0.0,18.2,2017
1593,Seth DeValve,7,4.166666666666667,2.3333333333333335,27.833333333333332,0.16666666666666666,0.0,19.666666666666668,2017
1594,Seth DeValve,8,4.142857142857143,2.2857142857142856,27.714285714285715,0.14285714285714285,0.0,19.571428571428573,4033
1595,Seth DeValve,10,4.0,2.125,24.25,0.125,0.0,17.25,4033
1596,Seth DeValve,11,4.222222222222222,2.3333333333333335,29.333333333333332,0.1111111111111111,0.1111111111111111,17.11111111111111,4033
1597,Seth DeValve,12,4.1,2.2,26.9,0.1,0.1,16.5,4033
1598,Seth DeValve,13,3.909090909090909,2.1818181818181817,27.454545454545453,0.09090909090909091,0.09090909090909091,17.09090909090909,2017
1599,Seth DeValve,14,5.583333333333334,3.6666666666666665,47.16666666666667,0.3333333333333333,0.08333333333333333,33.58333333333333,4033
1600,Seth DeValve,15,5.569230769230769,3.5538461538461537,44.6,0.27692307692307694,0.07692307692307693,35.261538461538464,4033
1601,Seth DeValve,16,5.4523809523809526,3.4761904761904763,43.023809523809526,0.23809523809523808,0.07142857142857142,33.57142857142857,4033
1602,Seth DeValve,17,5.371428571428571,3.4857142857142858,42.76190476190476,0.2095238095238095,0.06666666666666667,32.51428571428572,4033
1603,Stephen Anderson,1,0.0,0.0,0.0,0.0,0.0,0.0,4033
1604,Stephen Anderson,2,0.0,0.0,0.0,0.0,0.0,0.0,2016
1605,Stephen Anderson,3,0.0,0.0,0.0,0.0,0.0,0.0,4033
1606,Stephen Anderson,4,0.0,0.0,0.0,0.0,0.0,0.0,2017
1607,Stephen Anderson,5,0.0,0.0,0.0,0.0,0.0,0.0,2017
1608,Stephen Anderson,6,3.0,1.75,29.75,0.0,0.0,11.75,2017
1609,Stephen Anderson,8,2.8,1.8,27.2,0.0,0.0,15.4,4033
1610,Stephen Anderson,9,2.6666666666666665,1.6666666666666667,24.5,0.0,0.0,14.333333333333334,2017
1611,Stephen Anderson,10,5.392857142857142,3.75,41.535714285714285,0.0,0.0,27.107142857142858,4033
1612,Stephen Anderson,11,5.125,3.6,40.425,0.2,0.0,28.5,4033
1613,Stephen Anderson,12,1.8333333333333333,1.5,13.0,0.16666666666666666,0.0,14.833333333333334,2016
1614,Stephen Anderson,13,3.111111111111111,1.8888888888888888,27.0,0.0,0.0,15.666666666666666,2017
1615,Stephen Anderson,14,4.0,2.2,32.2,0.1,0.0,16.0,2017
1616,Stephen Anderson,15,5.896103896103896,3.6103896103896105,43.01298701298701,0.23376623376623376,0.0,30.337662337662337,4033
1617,Stephen Anderson,16,4.083333333333333,2.0,28.166666666666668,0.08333333333333333,0.0,15.5,2017
1618,Stephen Anderson,17,5.721153846153847,3.2211538461538463,37.625,0.20192307692307693,0.0,29.240384615384613,4033
1619,Tim Wright,4,0.0,0.0,0.0,0.0,0.0,0.0,2015
1620,Tim Wright,5,0.0,0.0,0.0,0.0,0.0,0.0,2015
1621,Tim Wright,6,0.0,0.0,0.0,0.0,0.0,0.0,2015
1622,Tim Wright,7,0.0,0.0,0.0,0.0,0.0,0.0,2015
1623,Tim Wright,15,3.5,2.0,17.0,0.25,0.0,17.5,2015
1624,Tim Wright,17,3.0,1.6,13.6,0.2,0.0,20.4,2015
1625,Tony Moeaki,7,0.0,0.0,0.0,0.0,0.0,0.0,2015
1626,Tony Moeaki,15,0.0,0.0,0.0,0.0,0.0,0.0,2015
1627,Tony Moeaki,17,0.0,0.0,0.0,0.0,0.0,0.0,2015
1628,Travis Kelce,1,0.0,0.0,0.0,0.0,0.0,0.0,8066
1629,Travis Kelce,2,0.0,0.0,0.0,0.0,0.0,0.0,8066
1630,Travis Kelce,3,0.0,0.0,0.0,0.0,0.0,0.0,8066
1631,Travis Kelce,4,0.0,0.0,0.0,0.0,0.0,0.0,8066
1632,Travis Kelce,5,13.5,10.5,137.0,1.0,0.25,30.0,4032
1633,Travis Kelce,6,21.450000000000003,16.1,191.2,1.3,0.2,45.5,6048
1634,Travis Kelce,7,20.566666666666666,15.333333333333332,184.73333333333332,1.0666666666666667,0.16666666666666666,45.43333333333333,6048
1635,Travis Kelce,8,19.547619047619047,14.642857142857142,176.28571428571428,1.0476190476190477,0.14285714285714285,48.023809523809526,6048
1636,Travis Kelce,9,13.803571428571429,10.357142857142858,123.35714285714286,0.9285714285714286,0.0,34.535714285714285,4033
1637,Travis Kelce,10,13.375,9.875,121.625,0.75,0.125,33.75,4031
1638,Travis Kelce,11,21.11111111111111,15.333333333333336,185.44444444444446,1.2222222222222223,0.1111111111111111,53.777777777777786,6048
1639,Travis Kelce,12,22.0,15.8,193.2,1.1,0.1,54.7,6048
1640,Travis Kelce,13,22.363636363636363,15.727272727272727,194.63636363636363,1.0909090909090908,0.09090909090909091,54.45454545454545,6048
1641,Travis Kelce,14,22.083333333333332,15.583333333333334,201.41666666666669,1.1666666666666665,0.16666666666666666,56.41666666666667,6048
1642,Travis Kelce,15,22.384615384615383,15.538461538461538,200.76923076923077,1.076923076923077,0.15384615384615385,57.307692307692314,6048
1643,Travis Kelce,16,22.142857142857142,15.5,197.8571428571429,1.0,0.14285714285714285,55.14285714285714,6048
1644,Travis Kelce,17,14.4,10.333333333333332,132.13333333333333,0.6,0.13333333333333333,34.53333333333333,4031
1645,Trey Burton,1,0.0,0.0,0.0,0.0,0.0,0.0,2018
1646,Trey Burton,2,0.0,0.0,0.0,0.0,0.0,0.0,6051
1647,Trey Burton,3,0.0,0.0,0.0,0.0,0.0,0.0,6051
1648,Trey Burton,4,0.0,0.0,0.0,0.0,0.0,0.0,2018
