Rank,PlayerID,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
24,16915,Karlos Williams,BUF,RB,16,DAL,17,76,4.5,1,2,2,21,0,1,1,16.7,16.7
24,15018,Denard Robinson,JAX,RB,15,ATL,14,41,2.9,0,10,8,46,0,2,0,16.7,16.7
26,7580,DeAngelo Williams,PIT,RB,15,DEN,14,26,1.9,1,6,5,30,0,0,0,16.6,16.6
27,16307,Charcandrick West,KC,RB,15,BAL,16,76,4.8,1,2,2,9,0,0,0,16.5,16.5
27,14352,Travaris Cadet,NO,RB,16,JAX,1,6,6,0,5,3,69,1,0,0,16.5,16.5
29,14872,Mike Gillislee,BUF,RB,15,WAS,4,81,20.2,1,2,2,2,0,0,0,16.3,16.3
29,8066,Darren McFadden,DAL,RB,15,NYJ,16,100,6.2,0,3,2,13,0,0,0,16.3,16.3
31,16771,Todd Gurley,LAR,RB,16,SEA,19,83,4.4,1,1,1,7,0,1,0,16,16
32,16771,Todd Gurley,LAR,RB,15,TB,21,48,2.3,1,2,2,31,0,0,0,15.9,15.9
32,16815,Ameer Abdullah,DET,RB,15,NO,9,77,8.6,1,2,2,12,0,1,1,15.9,15.9
32,957,Pierre Thomas,WAS,RB,16,PHI,4,22,5.5,0,8,7,67,0,0,0,15.9,15.9
35,15138,Eddie Lacy,GB,RB,16,ARI,12,60,5,0,2,1,28,1,0,0,15.8,15.8
36,8649,Rashad Jennings,NYG,RB,16,MIN,14,74,5.3,0,3,2,62,0,0,0,15.6,15.6
37,15126,Theo Riddick,DET,RB,16,SF,7,20,2.9,0,8,7,63,0,0,0,15.3,15.3
38,16127,Isaiah Crowell,CLE,RB,16,KC,16,88,5.5,1,0,0,0,0,0,0,14.8,14.8
39,16427,Ka'Deem Carey,CHI,RB,16,TB,7,16,2.3,1,1,1,1,1,0,0,14.7,14.7
40,16056,James White,NE,RB,16,NYJ,2,4,2,0,5,5,28,1,0,0,14.2,14.2
41,16112,Jeremy Hill,CIN,RB,15,SF,19,31,1.6,2,1,0,0,0,1,1,14.1,14.1
41,15020,CJ Anderson,DEN,RB,16,CIN,9,73,8.1,1,2,1,8,0,1,1,14.1,14.1
41,13124,DeMarco Murray,PHI,RB,16,WAS,5,27,5.4,1,4,3,24,0,0,0,14.1,14.1
44,8604,Donald Brown,LAC,RB,16,OAK,14,17,1.2,1,4,3,33,0,0,0,14,14
44,12800,Bilal Powell,NYJ,RB,16,NE,7,56,8,0,7,5,34,0,1,0,14,14
46,14901,Kyle Juszczyk,BAL,FB,15,KC,0,0,0,0,6,5,26,1,0,0,13.6,13.6
47,16838,Duke Johnson,CLE,RB,15,SEA,4,46,11.5,0,5,5,39,0,1,0,13.5,13.5
47,6198,Darren Sproles,PHI,RB,16,WAS,5,9,1.8,0,9,7,56,0,1,0,13.5,13.5
49,16189,Alfred Blue,HOU,RB,15,IND,20,107,5.4,0,0,0,0,0,1,1,12.7,12.7
50,8604,Donald Brown,LAC,RB,15,MIA,12,90,7.5,0,3,2,14,0,0,0,12.4,12.4
51,15018,Denard Robinson,JAX,RB,16,NO,6,20,3.3,0,7,5,50,0,0,0,12,12
51,16163,Antonio Andrews,TEN,RB,15,NE,14,45,3.2,0,6,5,25,0,0,0,12,12
53,2262,Tim Hightower,NO,RB,15,DET,13,54,4.2,0,4,3,31,0,0,0,11.5,11.5
54,16934,Cameron Artis-Payne,CAR,RB,15,NYG,14,59,4.2,0,2,2,34,0,0,0,11.3,11.3
55,16909,Jay Ajayi,MIA,RB,15,LAC,6,27,4.5,1,3,1,15,0,0,0,11.2,11.2
55,14046,Ronnie Hillman,DEN,RB,16,CIN,9,35,3.9,0,4,4,37,0,0,0,11.2,11.2
55,15467,Kendall Gaskins,SF,FB,15,CIN,2,0,0,0,7,6,52,0,0,0,11.2,11.2
58,13741,Brandon Bolden,NE,RB,16,NYJ,9,30,3.3,0,7,5,30,0,0,0,11,11
59,8066,Darren McFadden,DAL,RB,16,BUF,19,99,5.2,0,1,1,-1,0,0,0,10.8,10.8
60,14385,Doug Martin,TB,RB,15,LAR,18,91,5.1,0,2,1,6,0,0,0,10.7,10.7
60,2699,Matt Forte,CHI,RB,16,TB,11,54,4.9,0,4,3,23,0,0,0,10.7,10.7
62,14385,Doug Martin,TB,RB,16,CHI,17,49,2.9,1,3,1,6,0,2,2,10.5,10.5
62,14901,Kyle Juszczyk,BAL,FB,16,PIT,0,0,0,0,7,5,55,0,0,0,10.5,10.5
64,5701,Fred Jackson,SEA,RB,16,LAR,2,11,5.5,0,8,5,43,0,0,0,10.4,10.4
65,12323,Joique Bell,DET,RB,16,SF,7,13,1.9,1,3,2,9,0,0,0,10.2,10.2
65,16609,Charles Sims,TB,RB,15,LAR,7,50,7.1,0,3,3,22,0,0,0,10.2,10.2
67,11256,Ryan Mathews,PHI,RB,16,WAS,4,5,1.2,1,3,2,13,0,0,0,9.8,9.8
68,17254,Jarryd Hayne,SF,RB,16,DET,9,27,3,0,6,5,20,0,0,0,9.7,9.7
69,12985,DuJuan Harris,SF,RB,16,DET,11,73,6.6,0,2,1,11,0,0,0,9.4,9.4
70,14916,Giovani Bernard,CIN,RB,15,SF,14,33,2.4,0,4,4,18,0,0,0,9.1,9.1
71,15071,Latavius Murray,OAK,RB,15,GB,21,78,3.7,0,2,1,2,0,0,0,9,9
71,16928,Michael Burton,DET,FB,15,NO,0,0,0,0,2,2,10,1,0,0,9,9
73,16815,Ameer Abdullah,DET,RB,16,SF,8,39,4.9,0,4,4,9,0,0,0,8.8,8.8
74,14269,Alfred Morris,WAS,RB,15,BUF,14,84,6,0,0,0,0,0,0,0,8.4,8.4
74,15256,Christine Michael,SEA,RB,15,CLE,16,84,5.2,0,0,0,0,0,0,0,8.4,8.4
74,16178,Bishop Sankey,TEN,RB,16,HOU,2,11,5.5,0,4,3,43,0,0,0,8.4,8.4
77,16867,Jeremy Langford,CHI,RB,16,TB,19,83,4.4,0,2,0,0,0,0,0,8.3,8.3
77,13446,Bruce Miller,SF,FB,15,CIN,2,3,1.5,1,1,1,10,0,0,0,8.3,8.3
77,14916,Giovani Bernard,CIN,RB,16,DEN,8,14,1.8,0,5,4,29,0,0,0,8.3,8.3
80,15102,Chris Thompson,WAS,RB,16,PHI,0,0,0,0,1,1,12,1,0,0,8.2,8.2
80,12239,Chris Ivory,NYJ,RB,16,NE,11,38,3.5,0,4,4,4,0,1,0,8.2,8.2
82,16112,Jeremy Hill,CIN,RB,16,DEN,19,63,3.3,0,2,2,-2,0,0,0,8.1,8.1
83,15555,Zach Line,MIN,FB,15,CHI,1,3,3,0,2,1,4,1,0,0,7.7,7.7
84,14352,Travaris Cadet,SF,RB,15,CIN,2,4,2,0,6,4,32,0,0,0,7.6,7.6
85,13741,Brandon Bolden,NE,RB,15,TEN,10,36,3.6,0,3,2,18,0,0,0,7.4,7.4
86,1589,John Kuhn,GB,FB,15,OAK,3,12,4,1,1,0,0,0,0,0,7.2,7.2
87,16307,Charcandrick West,KC,RB,16,CLE,14,62,4.4,0,1,1,-1,0,0,0,7.1,7.1
87,16838,Duke Johnson,CLE,RB,16,KC,8,26,3.2,0,4,3,15,0,0,0,7.1,7.1
89,5820,Frank Gore,IND,RB,15,HOU,16,44,2.8,0,2,1,15,0,0,0,6.9,6.9
90,16867,Jeremy Langford,CHI,RB,15,MIN,11,46,4.2,0,3,1,11,0,0,0,6.7,6.7
90,3382,Marcel Reece,OAK,FB,15,GB,0,0,0,0,3,3,37,0,0,0,6.7,6.7
92,16934,Cameron Artis-Payne,CAR,RB,16,ATL,5,49,9.8,0,1,1,7,0,0,0,6.6,6.6
92,16142,Terrance West,BAL,RB,15,KC,7,35,5,0,2,2,11,0,0,0,6.6,6.6
94,4807,Adrian Peterson,MIN,RB,15,CHI,18,63,3.5,0,0,0,0,0,0,0,6.3,6.3
94,16031,Damien Williams,MIA,RB,16,IND,0,0,0,0,3,3,33,0,0,0,6.3,6.3
96,11256,Ryan Mathews,PHI,RB,15,ARI,11,58,5.3,0,2,1,3,0,1,1,6.1,6.1
97,16189,Alfred Blue,HOU,RB,16,TEN,15,45,3,0,1,1,5,0,0,0,6,6
97,16127,Isaiah Crowell,CLE,RB,15,SEA,9,23,2.6,0,3,3,7,0,0,0,6,6
99,15616,Fozzy Whittaker,CAR,RB,16,ATL,5,32,6.4,0,2,2,6,0,0,0,5.8,5.8
100,16776,Melvin Gordon,LAC,RB,15,MIA,15,41,2.7,0,1,1,6,0,0,0,5.7,5.7
101,15010,Kerwynn Williams,ARI,RB,15,PHI,6,34,5.7,0,1,1,12,0,0,0,5.6,5.6
101,12506,James Starks,GB,RB,15,OAK,9,51,5.7,0,1,1,5,0,1,1,5.6,5.6
103,15224,Andre Ellington,ARI,RB,16,GB,7,40,5.7,0,1,1,5,0,0,0,5.5,5.5
103,6198,Darren Sproles,PHI,RB,15,ARI,6,9,1.5,0,4,3,16,0,0,0,5.5,5.5
105,17199,Akeem Hunt,HOU,RB,15,IND,5,26,5.2,0,2,2,8,0,0,0,5.4,5.4
106,16178,Bishop Sankey,TEN,RB,15,NE,0,0,0,0,3,3,23,0,0,0,5.3,5.3
107,12239,Chris Ivory,NYJ,RB,15,DAL,13,37,2.8,0,2,1,5,0,0,0,5.2,5.2
107,13158,Shaun Draughn,SF,RB,15,CIN,9,38,4.2,0,2,1,4,0,0,0,5.2,5.2
109,16990,Joey Iosefa,NE,RB,15,TEN,14,51,3.6,0,0,0,0,0,0,0,5.1,5.1
110,15126,Theo Riddick,DET,RB,15,NO,2,3,1.5,0,2,2,27,0,0,0,5,5
111,14269,Alfred Morris,WAS,RB,16,PHI,17,49,2.9,0,1,0,0,0,0,0,4.9,4.9
111,4738,Mike Tolbert,CAR,FB,16,ATL,2,12,6,0,3,2,17,0,0,0,4.9,4.9
113,15010,Kerwynn Williams,ARI,RB,16,GB,8,44,5.5,0,1,1,4,0,1,1,4.8,4.8
114,11932,LeSean McCoy,BUF,RB,15,WAS,10,29,2.9,0,1,1,8,0,0,0,4.7,4.7
115,16856,Matt Jones,WAS,RB,15,BUF,10,28,2.8,0,3,1,8,0,0,0,4.6,4.6
116,16142,Terrance West,BAL,RB,16,PIT,14,44,3.1,0,0,0,0,0,0,0,4.4,4.4
116,13255,Matt Asiata,MIN,RB,15,CHI,5,28,5.6,0,2,1,6,0,0,0,4.4,4.4
116,12780,Shane Vereen,NYG,RB,16,MIN,1,3,3,0,5,2,21,0,0,0,4.4,4.4
116,13791,Lamar Miller,MIA,RB,15,LAC,9,12,1.3,0,2,2,12,0,0,0,4.4,4.4
116,15207,Benjamin Cunningham,LAR,RB,16,SEA,1,0,0,0,3,3,14,0,1,0,4.4,4.4
121,13719,Bryce Brown,SEA,RB,15,CLE,9,43,4.8,0,1,0,0,0,0,0,4.3,4.3
122,16915,Karlos Williams,BUF,RB,15,WAS,4,41,10.2,0,1,0,0,0,0,0,4.1,4.1
123,15256,Christine Michael,SEA,RB,16,LAR,6,6,1,0,2,2,14,0,0,0,4,4
124,15191,Austin Johnson,NO,FB,16,JAX,0,0,0,0,3,2,19,0,0,0,3.9,3.9
125,13735,Chris Polk,HOU,RB,16,TEN,11,38,3.5,0,0,0,0,0,0,0,3.8,3.8
125,14046,Ronnie Hillman,DEN,RB,15,PIT,14,48,3.4,0,0,0,0,0,1,1,3.8,3.8
125,16427,Ka'Deem Carey,CHI,RB,15,MIN,0,0,0,0,2,2,18,0,0,0,3.8,3.8
125,10949,CJ Spiller,NO,RB,15,DET,2,2,1,0,5,2,16,0,0,0,3.8,3.8
129,5701,Fred Jackson,SEA,RB,15,CLE,0,0,0,0,3,2,17,0,0,0,3.7,3.7
130,12774,Stevan Ridley,NYJ,RB,16,NE,7,36,5.1,0,0,0,0,0,0,0,3.6,3.6
130,15616,Fozzy Whittaker,CAR,RB,15,NYG,2,2,1,0,2,2,14,0,0,0,3.6,3.6
132,16008,Orleans Darkwa,NYG,RB,16,MIN,1,9,9,0,1,1,15,0,0,0,3.4,3.4
133,16031,Damien Williams,MIA,RB,15,LAC,1,1,1,0,2,2,11,0,0,0,3.2,3.2
134,15565,Jonas Gray,JAX,RB,16,NO,5,31,6.2,0,0,0,0,0,0,0,3.1,3.1
135,15020,CJ Anderson,DEN,RB,15,PIT,4,14,3.5,0,3,1,6,0,0,0,3,3
136,16898,David Cobb,TEN,RB,16,HOU,7,18,2.6,0,1,1,-2,0,0,0,2.6,2.6
137,14719,Jonathan Grimes,HOU,RB,16,TEN,6,25,4.2,0,0,0,0,0,0,0,2.5,2.5
138,16909,Jay Ajayi,MIA,RB,16,IND,9,23,2.6,0,0,0,0,0,0,0,2.3,2.3
138,14533,Robert Turbin,DAL,RB,16,BUF,5,23,4.6,0,1,0,0,0,0,0,2.3,2.3
138,16834,Tevin Coleman,ATL,RB,15,JAX,4,23,5.8,0,0,0,0,0,0,0,2.3,2.3
138,15138,Eddie Lacy,GB,RB,15,OAK,11,23,2.1,0,0,0,0,0,0,0,2.3,2.3
138,3382,Marcel Reece,OAK,FB,16,LAC,0,0,0,0,3,2,3,0,0,0,2.3,2.3
143,16402,Andre Williams,NYG,RB,15,CAR,6,21,3.5,0,0,0,0,0,0,0,2.1,2.1
144,17199,Akeem Hunt,HOU,RB,16,TEN,2,3,1.5,0,2,1,6,0,0,0,1.9,1.9
144,12285,Anthony Dixon,BUF,RB,15,WAS,1,5,5,0,1,1,4,0,0,0,1.9,1.9
146,14917,Rex Burkhead,CIN,RB,16,DEN,0,0,0,0,1,1,8,0,0,0,1.8,1.8
146,16869,Jalston Fowler,TEN,RB,15,NE,1,0,0,0,1,1,8,0,0,0,1.8,1.8
148,17016,Terrence Magee,BAL,RB,15,KC,2,5,2.5,0,1,1,2,0,0,0,1.7,1.7
149,16626,Tre Mason,LAR,RB,16,SEA,3,3,1,0,1,1,3,0,0,0,1.6,1.6
149,14788,Dan Herron,IND,RB,15,HOU,0,0,0,0,1,1,6,0,0,0,1.6,1.6
149,11969,Darrel Young,WAS,FB,15,BUF,0,0,0,0,1,1,6,0,0,0,1.6,1.6
149,15191,Austin Johnson,NO,FB,15,DET,0,0,0,0,1,1,6,0,0,0,1.6,1.6
153,1652,Steven Jackson,NE,RB,16,NYJ,7,15,2.1,0,0,0,0,0,0,0,1.5,1.5
153,15261,Spencer Ware,KC,RB,16,CLE,5,15,3,0,0,0,0,0,0,0,1.5,1.5
153,13063,Taiwan Jones,OAK,RB,16,LAC,0,0,0,0,2,1,5,0,0,0,1.5,1.5
156,14788,Dan Herron,IND,RB,16,MIA,6,14,2.3,0,0,0,0,0,0,0,1.4,1.4
156,13255,Matt Asiata,MIN,RB,16,NYG,5,14,2.8,0,1,0,0,0,0,0,1.4,1.4
156,15045,Knile Davis,KC,RB,15,BAL,5,14,2.8,0,0,0,0,0,0,0,1.4,1.4
159,16626,Tre Mason,LAR,RB,15,TB,3,13,4.3,0,0,0,0,0,0,0,1.3,1.3
160,15467,Kendall Gaskins,SF,FB,16,DET,2,12,6,0,0,0,0,0,0,0,1.2,1.2
161,15230,Stepfan Taylor,ARI,RB,15,PHI,2,11,5.5,0,0,0,0,0,0,0,1.1,1.1
161,12774,Stevan Ridley,NYJ,RB,15,DAL,2,-2,-1,0,2,1,3,0,0,0,1.1,1.1
163,4738,Mike Tolbert,CAR,FB,15,NYG,5,10,2,0,0,0,0,0,0,0,1,1
163,15631,Derrick Coleman,SEA,FB,15,CLE,5,10,2,0,0,0,0,0,0,0,1,1
165,13719,Bryce Brown,SEA,RB,16,LAR,7,9,1.3,0,1,0,0,0,0,0,0.9,0.9
165,16898,David Cobb,TEN,RB,15,NE,4,9,2.2,0,0,0,0,0,0,0,0.9,0.9
167,15207,Benjamin Cunningham,LAR,RB,15,TB,2,8,4,0,1,0,0,0,0,0,0.8,0.8
167,16886,Javorius Allen,BAL,RB,15,KC,4,18,4.5,0,1,0,0,0,1,1,0.8,0.8
169,16699,Fitzgerald Toussaint,PIT,RB,16,BAL,2,6,3,0,0,0,0,0,0,0,0.6,0.6
169,13735,Chris Polk,HOU,RB,15,IND,4,6,1.5,0,0,0,0,0,0,0,0.6,0.6
171,16402,Andre Williams,NYG,RB,16,MIN,3,5,1.7,0,0,0,0,0,0,0,0.5,0.5
172,16240,Zurlon Tipton,IND,RB,15,HOU,1,4,4,0,0,0,0,0,0,0,0.4,0.4
173,17089,Terron Ward,ATL,RB,16,CAR,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
173,15555,Zach Line,MIN,FB,16,NYG,1,3,3,0,0,0,0,0,0,0,0.3,0.3
173,1589,John Kuhn,GB,FB,16,ARI,1,3,3,0,0,0,0,0,0,0,0.3,0.3
173,13124,DeMarco Murray,PHI,RB,15,ARI,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
173,15185,Kenjon Barner,PHI,RB,16,WAS,0,0,0,0,3,1,-7,0,0,0,0.3,0.3
178,16210,Jay Prosch,HOU,FB,15,IND,1,2,2,0,0,0,0,0,0,0,0.2,0.2
178,13440,Kendall Hunter,NO,RB,15,DET,1,2,2,0,0,0,0,0,0,0,0.2,0.2
180,14533,Robert Turbin,DAL,RB,15,NYJ,3,1,0.3,0,0,0,0,0,0,0,0.1,0.1
180,14719,Jonathan Grimes,HOU,RB,15,IND,1,1,1,0,0,0,0,0,0,0,0.1,0.1
180,12506,James Starks,GB,RB,16,ARI,3,11,3.7,0,0,0,0,0,1,1,0.1,0.1
183,12787,Nick Bellore,SF,RB,16,DET,0,0,0,0,0,0,0,0,0,0,0,0
183,14789,Jamize Olawale,OAK,FB,16,LAC,0,0,0,0,0,0,0,0,0,0,0,0
183,17120,Dreamius Smith,LAC,RB,16,OAK,0,0,0,0,0,0,0,0,0,0,0,0
183,11969,Darrel Young,WAS,FB,16,PHI,0,0,0,0,0,0,0,0,0,0,0,0
183,16990,Joey Iosefa,NE,RB,16,NYJ,1,0,0,0,0,0,0,0,0,0,0,0
183,14891,Tommy Bohanon,NYJ,FB,16,NE,0,0,0,0,0,0,0,0,0,0,0,0
183,16869,Jalston Fowler,TEN,RB,16,HOU,0,0,0,0,0,0,0,0,0,0,0,0
183,16210,Jay Prosch,HOU,FB,16,TEN,0,0,0,0,0,0,0,0,0,0,0,0
183,15045,Knile Davis,KC,RB,16,CLE,0,0,0,0,0,0,0,0,0,0,0,0
183,17217,Raheem Mostert,CLE,RB,16,KC,0,0,0,0,0,0,0,0,1,0,0,0
183,13418,Anthony Sherman,KC,FB,16,CLE,0,0,0,0,0,0,0,0,0,0,0,0
183,17101,Trey Williams,IND,RB,16,MIA,0,0,0,0,0,0,0,0,0,0,0,0
183,13440,Kendall Hunter,NO,RB,16,JAX,0,0,0,0,0,0,0,0,0,0,0,0
183,14549,Joe Banyard,JAX,RB,16,NO,0,0,0,0,0,0,0,0,0,0,0,0
183,16928,Michael Burton,DET,FB,16,SF,0,0,0,0,0,0,0,0,0,0,0,0
183,13446,Bruce Miller,SF,FB,16,DET,0,0,0,0,1,0,0,0,0,0,0,0
183,12285,Anthony Dixon,BUF,RB,16,DAL,0,0,0,0,0,0,0,0,0,0,0,0
183,733,Jerome Felton,BUF,FB,16,DAL,0,0,0,0,0,0,0,0,0,0,0,0
183,13527,Tyler Clutts,DAL,FB,16,BUF,0,0,0,0,0,0,0,0,0,0,0,0
183,17360,Rod Smith,DAL,RB,16,BUF,0,0,0,0,0,0,0,0,0,0,0,0
183,14538,Jorvorskie Lane,TB,FB,16,CHI,0,0,0,0,0,0,0,0,0,0,0,0
183,13852,Bobby Rainey,TB,RB,16,CHI,0,0,0,0,0,0,0,0,2,0,0,0
183,14786,Patrick DiMarco,ATL,FB,16,CAR,0,0,0,0,0,0,0,0,0,0,0,0
183,15596,Chase Reynolds,LAR,RB,16,SEA,0,0,0,0,0,0,0,0,0,0,0,0
183,15631,Derrick Coleman,SEA,FB,16,LAR,0,0,0,0,0,0,0,0,0,0,0,0
183,16966,Aaron Ripkowski,GB,FB,16,ARI,0,0,0,0,0,0,0,0,0,0,0,0
183,15230,Stepfan Taylor,ARI,RB,16,GB,0,0,0,0,0,0,0,0,0,0,0,0
183,16534,Roosevelt Nix,PIT,RB,16,BAL,0,0,0,0,0,0,0,0,0,0,0,0
183,14620,Will Johnson,PIT,FB,16,BAL,0,0,0,0,1,0,0,0,0,0,0,0
183,11737,Cedric Peerman,CIN,RB,16,DEN,0,0,0,0,0,0,0,0,0,0,0,0
183,16287,Juwan Thompson,DEN,RB,16,CIN,0,0,0,0,0,0,0,0,0,0,0,0
183,13852,Bobby Rainey,TB,RB,15,LAR,0,0,0,0,0,0,0,0,0,0,0,0
183,15596,Chase Reynolds,LAR,RB,15,TB,0,0,0,0,0,0,0,0,1,0,0,0
183,14538,Jorvorskie Lane,TB,FB,15,LAR,0,0,0,0,0,0,0,0,0,0,0,0
183,13527,Tyler Clutts,DAL,FB,15,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
183,17360,Rod Smith,DAL,RB,15,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
183,14891,Tommy Bohanon,NYJ,FB,15,DAL,0,0,0,0,0,0,0,0,0,0,0,0
183,14549,Joe Banyard,JAX,RB,15,ATL,0,0,0,0,0,0,0,0,0,0,0,0
183,14786,Patrick DiMarco,ATL,FB,15,JAX,0,0,0,0,0,0,0,0,0,0,0,0
183,15185,Kenjon Barner,PHI,RB,15,ARI,0,0,0,0,0,0,0,0,0,0,0,0
183,16120,Nikita Whitlock,NYG,RB,15,CAR,0,0,0,0,0,0,0,0,0,0,0,0
183,16008,Orleans Darkwa,NYG,RB,15,CAR,0,0,0,0,0,0,0,0,0,0,0,0
183,11220,Dexter McCluster,TEN,RB,15,NE,0,0,0,0,0,0,0,0,0,0,0,0
183,733,Jerome Felton,BUF,FB,15,WAS,0,0,0,0,0,0,0,0,0,0,0,0
183,957,Pierre Thomas,WAS,RB,15,BUF,0,0,0,0,0,0,0,0,0,0,0,0
183,15261,Spencer Ware,KC,RB,15,BAL,0,0,0,0,0,0,0,0,0,0,0,0
183,13418,Anthony Sherman,KC,FB,15,BAL,0,0,0,0,0,0,0,0,0,0,0,0
183,17217,Raheem Mostert,CLE,RB,15,SEA,0,0,0,0,0,0,0,0,0,0,0,0
183,12649,Will Tukuafu,SEA,FB,15,CLE,0,0,0,0,0,0,0,0,0,0,0,0
183,14789,Jamize Olawale,OAK,FB,15,GB,0,0,0,0,0,0,0,0,0,0,0,0
183,13063,Taiwan Jones,OAK,RB,15,GB,0,0,0,0,0,0,0,0,0,0,0,0
183,16966,Aaron Ripkowski,GB,FB,15,OAK,0,0,0,0,0,0,0,0,0,0,0,0
183,16287,Juwan Thompson,DEN,RB,15,PIT,0,0,0,0,0,0,0,0,0,0,0,0
183,16699,Fitzgerald Toussaint,PIT,RB,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0
183,16534,Roosevelt Nix,PIT,RB,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0
183,14620,Will Johnson,PIT,FB,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0
183,14917,Rex Burkhead,CIN,RB,15,SF,0,0,0,0,0,0,0,0,0,0,0,0
183,12787,Nick Bellore,SF,RB,15,CIN,0,0,0,0,0,0,0,0,0,0,0,0
183,11737,Cedric Peerman,CIN,RB,15,SF,0,0,0,0,0,0,0,0,0,0,0,0
242,17026,John Crockett,GB,RB,16,ARI,4,-1,-0.2,0,0,0,0,0,0,0,-0.1,-0.1
242,13800,Marcus Thigpen,BUF,RB,15,WAS,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
244,16163,Antonio Andrews,TEN,RB,16,HOU,2,1,0.5,0,2,0,0,0,1,1,-0.9,-0.9
245,12649,Will Tukuafu,SEA,FB,16,LAR,1,-5,-5,0,0,0,0,0,1,1,-1.5,-1.5
