Rank,PlayerID,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
92,16815,Ameer Abdullah,DET,RB,10,GB,5,15,3,0,1,1,7,0,0,0,3.2,3.2
93,4738,Mike Tolbert,CAR,FB,10,TEN,3,5,1.7,0,1,1,16,0,0,0,3.1,3.1
93,16510,Jerick McKinnon,MIN,RB,9,LAR,0,0,0,0,2,2,11,0,0,0,3.1,3.1
95,15221,Zac Stacy,NYJ,RB,9,JAX,1,3,3,0,3,1,16,0,0,0,2.9,2.9
96,16427,Ka'Deem Carey,CHI,RB,9,LAC,7,28,4,0,0,0,0,0,0,0,2.8,2.8
96,16966,Aaron Ripkowski,GB,FB,9,CAR,0,0,0,0,1,1,18,0,0,0,2.8,2.8
96,14891,Tommy Bohanon,NYJ,FB,10,BUF,0,0,0,0,1,1,18,0,0,0,2.8,2.8
99,16869,Jalston Fowler,TEN,RB,10,CAR,0,0,0,0,1,1,14,0,0,0,2.4,2.4
100,16008,Orleans Darkwa,NYG,RB,9,TB,6,23,3.8,0,0,0,0,0,0,0,2.3,2.3
101,3382,Marcel Reece,OAK,FB,9,PIT,3,21,7,0,0,0,0,0,0,0,2.1,2.1
101,16056,James White,NE,RB,10,NYG,1,5,5,0,1,1,6,0,0,0,2.1,2.1
103,15467,Kendall Gaskins,SF,FB,9,ATL,7,20,2.9,0,0,0,0,0,0,0,2,2
103,10949,CJ Spiller,NO,RB,9,TEN,2,8,4,0,2,1,2,0,0,0,2,2
103,16534,Roosevelt Nix,PIT,RB,10,CLE,0,0,0,0,1,1,10,0,0,0,2,2
106,17050,Thomas Rawls,SEA,RB,10,ARI,2,19,9.5,0,0,0,0,0,0,0,1.9,1.9
107,14538,Jorvorskie Lane,TB,FB,10,DAL,0,0,0,0,1,1,8,0,0,0,1.8,1.8
107,16847,David Johnson,ARI,RB,10,SEA,0,0,0,0,1,1,8,0,0,0,1.8,1.8
109,14917,Rex Burkhead,CIN,RB,9,CLE,0,0,0,0,1,1,7,0,0,0,1.7,1.7
109,16510,Jerick McKinnon,MIN,RB,10,OAK,0,0,0,0,2,1,7,0,0,0,1.7,1.7
111,11969,Darrel Young,WAS,FB,10,NO,3,7,2.3,0,1,1,-1,0,1,0,1.6,1.6
112,16008,Orleans Darkwa,NYG,RB,10,NE,5,15,3,0,0,0,0,0,0,0,1.5,1.5
112,14538,Jorvorskie Lane,TB,FB,9,NYG,0,0,0,0,1,1,5,0,0,0,1.5,1.5
114,13735,Chris Polk,HOU,RB,10,CIN,4,14,3.5,0,0,0,0,0,0,0,1.4,1.4
115,15616,Fozzy Whittaker,CAR,RB,9,GB,2,13,6.5,0,0,0,0,0,0,0,1.3,1.3
115,8604,Donald Brown,LAC,RB,9,CHI,2,13,6.5,0,0,0,0,0,0,0,1.3,1.3
117,957,Pierre Thomas,SF,RB,9,ATL,4,12,3,0,0,0,0,0,0,0,1.2,1.2
117,15207,Benjamin Cunningham,LAR,RB,10,CHI,0,0,0,0,2,1,2,0,0,0,1.2,1.2
119,11439,Antone Smith,CHI,RB,9,LAC,1,11,11,0,0,0,0,0,0,0,1.1,1.1
120,14269,Alfred Morris,WAS,RB,9,NE,4,10,2.5,0,0,0,0,0,0,0,1,1
120,3382,Marcel Reece,OAK,FB,10,MIN,0,0,0,0,2,1,0,0,0,0,1,1
122,15020,CJ Anderson,DEN,RB,10,KC,2,9,4.5,0,1,0,0,0,0,0,0.9,0.9
122,16626,Tre Mason,LAR,RB,9,MIN,3,3,1,0,1,1,-4,0,0,0,0.9,0.9
122,16127,Isaiah Crowell,CLE,RB,10,PIT,6,-5,-0.8,0,2,1,4,0,0,0,0.9,0.9
125,15256,Christine Michael,DAL,RB,10,TB,3,8,2.7,0,0,0,0,0,0,0,0.8,0.8
125,16163,Antonio Andrews,TEN,RB,10,CAR,11,8,0.7,0,0,0,0,0,0,0,0.8,0.8
125,13102,Jordan Todman,PIT,RB,10,CLE,2,8,4,0,0,0,0,0,0,0,0.8,0.8
128,4738,Mike Tolbert,CAR,FB,9,GB,3,7,2.3,0,0,0,0,0,0,0,0.7,0.7
128,16178,Bishop Sankey,TEN,RB,10,CAR,2,7,3.5,0,0,0,0,0,0,0,0.7,0.7
130,13063,Taiwan Jones,OAK,RB,9,PIT,2,0,0,0,1,1,6,0,2,1,0.6,0.6
131,13255,Matt Asiata,MIN,RB,9,LAR,2,4,2,0,0,0,0,0,0,0,0.4,0.4
131,13446,Bruce Miller,SF,FB,9,ATL,2,4,2,0,0,0,0,0,0,0,0.4,0.4
131,15261,Spencer Ware,KC,RB,10,DEN,2,4,2,0,0,0,0,0,0,0,0.4,0.4
134,13102,Jordan Todman,PIT,RB,9,OAK,1,3,3,0,2,0,0,0,0,0,0.3,0.3
134,13852,Bobby Rainey,TB,RB,9,NYG,1,3,3,0,0,0,0,0,1,0,0.3,0.3
134,16834,Tevin Coleman,ATL,RB,9,SF,1,3,3,0,0,0,0,0,0,0,0.3,0.3
137,15018,Denard Robinson,JAX,RB,9,NYJ,1,2,2,0,1,0,0,0,0,0,0.2,0.2
137,16402,Andre Williams,NYG,RB,10,NE,2,2,1,0,0,0,0,0,0,0,0.2,0.2
139,14046,Ronnie Hillman,DEN,RB,9,IND,7,1,0.1,0,0,0,0,0,0,0,0.1,0.1
139,15018,Denard Robinson,JAX,RB,10,BAL,1,1,1,0,2,0,0,0,0,0,0.1,0.1
141,11737,Cedric Peerman,CIN,RB,9,CLE,0,0,0,0,0,0,0,0,0,0,0,0
141,16955,Malcolm Johnson,CLE,FB,9,CIN,0,0,0,0,0,0,0,0,0,0,0,0
141,1589,John Kuhn,GB,FB,9,CAR,0,0,0,0,0,0,0,0,0,0,0,0
141,17234,Alonzo Harris,GB,RB,9,CAR,0,0,0,0,0,0,0,0,0,0,0,0
141,11969,Darrel Young,WAS,FB,9,NE,0,0,0,0,0,0,0,0,0,0,0,0
141,16869,Jalston Fowler,TEN,RB,9,NO,0,0,0,0,0,0,0,0,0,0,0,0
141,2262,Tim Hightower,NO,RB,9,TEN,0,0,0,0,0,0,0,0,0,0,0,0
141,733,Jerome Felton,BUF,FB,9,MIA,0,0,0,0,0,0,0,0,0,0,0,0
141,15565,Jonas Gray,MIA,RB,9,BUF,0,0,0,0,0,0,0,0,0,0,0,0
141,12285,Anthony Dixon,BUF,RB,9,MIA,0,0,0,0,0,0,0,0,0,0,0,0
141,16031,Damien Williams,MIA,RB,9,BUF,0,0,0,0,0,0,0,0,1,0,0,0
141,15207,Benjamin Cunningham,LAR,RB,9,MIN,0,0,0,0,0,0,0,0,0,0,0,0
141,15555,Zach Line,MIN,FB,9,LAR,0,0,0,0,0,0,0,0,0,0,0,0
141,14687,Bernard Pierce,JAX,RB,9,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
141,14891,Tommy Bohanon,NYJ,FB,9,JAX,0,0,0,0,0,0,0,0,0,0,0,0
141,16534,Roosevelt Nix,PIT,RB,9,OAK,0,0,0,0,0,0,0,0,0,0,0,0
141,14620,Will Johnson,PIT,FB,9,OAK,0,0,0,0,0,0,0,0,0,0,0,0
141,16120,Nikita Whitlock,NYG,RB,9,TB,0,0,0,0,0,0,0,0,0,0,0,0
141,17089,Terron Ward,ATL,RB,9,SF,0,0,0,0,0,0,0,0,0,0,0,0
141,14786,Patrick DiMarco,ATL,FB,9,SF,0,0,0,0,0,0,0,0,0,0,0,0
141,12787,Nick Bellore,SF,RB,9,ATL,0,0,0,0,0,0,0,0,0,0,0,0
141,16287,Juwan Thompson,DEN,RB,9,IND,0,0,0,0,0,0,0,0,0,0,0,0
141,16240,Zurlon Tipton,IND,RB,9,DEN,0,0,0,0,0,0,0,0,0,0,0,0
141,13527,Tyler Clutts,DAL,FB,9,PHI,0,0,0,0,0,0,0,0,0,0,0,0
141,17360,Rod Smith,DAL,RB,9,PHI,0,0,0,0,0,0,0,0,0,0,0,0
141,15185,Kenjon Barner,PHI,RB,9,DAL,0,0,0,0,0,0,0,0,0,0,0,0
141,15221,Zac Stacy,NYJ,RB,10,BUF,0,0,0,0,0,0,0,0,0,0,0,0
141,14788,Dan Herron,BUF,RB,10,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
141,12285,Anthony Dixon,BUF,RB,10,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
141,733,Jerome Felton,BUF,FB,10,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
141,16966,Aaron Ripkowski,GB,FB,10,DET,0,0,0,0,0,0,0,0,0,0,0,0
141,15497,George Winn,DET,RB,10,GB,0,0,0,0,0,0,0,0,0,0,0,0
141,17234,Alonzo Harris,GB,RB,10,DET,0,0,0,0,1,0,0,0,0,0,0,0
141,1589,John Kuhn,GB,FB,10,DET,0,0,0,0,1,0,0,0,0,0,0,0
141,16928,Michael Burton,DET,FB,10,GB,1,0,0,0,0,0,0,0,0,0,0,0
141,13852,Bobby Rainey,TB,RB,10,DAL,0,0,0,0,0,0,0,0,1,0,0,0
141,13527,Tyler Clutts,DAL,FB,10,TB,0,0,0,0,0,0,0,0,0,0,0,0
141,16378,Keith Smith,DAL,FB,10,TB,0,0,0,0,0,0,0,0,0,0,0,0
141,17360,Rod Smith,DAL,RB,10,TB,0,0,0,0,0,0,0,0,0,0,0,0
141,15616,Fozzy Whittaker,CAR,RB,10,TEN,0,0,0,0,0,0,0,0,0,0,0,0
141,11439,Antone Smith,CHI,RB,10,LAR,0,0,0,0,0,0,0,0,0,0,0,0
141,15596,Chase Reynolds,LAR,RB,10,CHI,0,0,0,0,0,0,0,0,0,0,0,0
141,16989,Marcus Murphy,NO,RB,10,WAS,0,0,0,0,0,0,0,0,0,0,0,0
141,16031,Damien Williams,MIA,RB,10,PHI,0,0,0,0,1,0,0,0,0,0,0,0
141,14620,Will Johnson,PIT,FB,10,CLE,0,0,0,0,0,0,0,0,0,0,0,0
141,16955,Malcolm Johnson,CLE,FB,10,PIT,0,0,0,0,0,0,0,0,0,0,0,0
141,16740,Glenn Winston,CLE,RB,10,PIT,0,0,0,0,0,0,0,0,0,0,0,0
141,17217,Raheem Mostert,BAL,RB,10,JAX,0,0,0,0,0,0,0,0,0,0,0,0
141,13063,Taiwan Jones,OAK,RB,10,MIN,0,0,0,0,0,0,0,0,0,0,0,0
141,15555,Zach Line,MIN,FB,10,OAK,0,0,0,0,0,0,0,0,0,0,0,0
141,16120,Nikita Whitlock,NYG,RB,10,NE,0,0,0,0,0,0,0,0,0,0,0,0
141,16287,Juwan Thompson,DEN,RB,10,KC,0,0,0,0,1,0,0,0,0,0,0,0
141,13418,Anthony Sherman,KC,FB,10,DEN,0,0,0,0,0,0,0,0,0,0,0,0
141,15631,Derrick Coleman,SEA,FB,10,ARI,0,0,0,0,0,0,0,0,0,0,0,0
141,15230,Stepfan Taylor,ARI,RB,10,SEA,0,0,0,0,0,0,0,0,0,0,0,0
141,5701,Fred Jackson,SEA,RB,10,ARI,0,0,0,0,0,0,0,0,0,0,0,0
141,13719,Bryce Brown,SEA,RB,10,ARI,0,0,0,0,0,0,0,0,0,0,0,0
141,14917,Rex Burkhead,CIN,RB,10,HOU,0,0,0,0,1,0,0,0,0,0,0,0
141,11737,Cedric Peerman,CIN,RB,10,HOU,0,0,0,0,0,0,0,0,0,0,0,0
141,16210,Jay Prosch,HOU,FB,10,CIN,0,0,0,0,0,0,0,0,0,0,0,0
141,15138,Eddie Lacy,GB,RB,9,CAR,5,10,2,0,1,0,0,0,1,1,0,0
202,12774,Stevan Ridley,NYJ,RB,10,BUF,3,-1,-0.3,0,0,0,0,0,0,0,-0.1,-0.1
203,13741,Brandon Bolden,NE,RB,10,NYG,1,-3,-3,0,1,0,0,0,0,0,-0.3,-0.3
204,16989,Marcus Murphy,NO,RB,9,TEN,0,0,0,0,0,0,0,0,1,1,-1,-1
204,13800,Marcus Thigpen,OAK,RB,9,PIT,0,0,0,0,0,0,0,0,1,1,-1,-1
