Name,Opponent,PlayerID,Team,Week,att,def_rk,fum,h/a_1,points,rec,rec_td,rec_yds,ru_att,ru_td,ru_yds,ru_yds/att,salary,surface_0,tar,td,yds,yds/att,year
Jonathan Stewart,NYJ,5451,CAR,12,,11,0,0.0,8.6,0,,,15.0,1.0,26.0,1.7,3000,0.0,0,0,0,,2017
Frank Gore,TEN,5820,IND,12,,9,0,1.0,15.9,2,,,17.0,1.0,62.0,3.6,3300,0.0,5,0,17,,2017
Jamaal Charles,OAK,7969,DEN,12,,19,0,0.0,3.0,2,,,1.0,0.0,3.0,3.0,3000,1.0,3,0,7,,2017
LeSean McCoy,KC,11932,BUF,12,,5,0,0.0,11.9,4,,,22.0,0.0,49.0,2.2,3000,1.0,4,0,30,,2017
Chris Ivory,ARI,12239,JAX,12,,14,1,0.0,-1.6,0,,,1.0,0.0,-6.0,-6.0,3200,1.0,0,0,0,,2017
LeGarrette Blount,CHI,12296,PHI,12,,2,1,1.0,8.7,0,,,15.0,0.0,97.0,6.5,9000,1.0,0,0,0,,2017
Danny Woodhead,HOU,12317,BAL,12,,6,0,1.0,8.5,4,,,4.0,0.0,22.0,5.5,5000,1.0,4,0,23,,2017
Marshawn Lynch,DEN,12386,OAK,12,,4,0,1.0,20.0,3,,,26.0,1.0,67.0,2.6,3700,1.0,3,0,43,,2017
Dion Lewis,MIA,12708,NE,12,,23,0,1.0,15.3,1,,,15.0,0.0,112.0,7.5,3500,0.0,2,0,1,,2017
Shane Vereen,WAS,12780,NYG,12,,16,0,0.0,3.7,1,,,3.0,0.0,18.0,6.0,3200,1.0,2,0,9,,2017
Nick Bellore,MIN,12787,DET,12,,7,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,4500,0.0,0,0,0,,2017
Bilal Powell,CAR,12800,NYJ,12,,18,0,1.0,5.6,1,,,9.0,0.0,34.0,3.8,0,0.0,1,0,12,,2017
Jordan Todman,BAL,13102,HOU,12,,26,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4400,1.0,0,0,0,,2017
DeMarco Murray,IND,13124,TEN,12,,24,0,0.0,13.2,3,,,12.0,1.0,9.0,0.8,3900,0.0,4,0,33,,2017
Jacquizz Rodgers,ATL,13299,TB,12,,8,0,0.0,4.7,1,,,8.0,0.0,31.0,3.9,4600,0.0,2,0,6,,2017
Mark Ingram,LAR,13337,NO,12,,15,0,0.0,5.6,2,,,11.0,0.0,31.0,2.8,3000,1.0,3,0,5,,2017
Anthony Sherman,BUF,13418,KC,12,,30,0,1.0,1.4,1,,,0.0,0.0,0.0,0.0,3800,1.0,1,0,4,,2017
Brandon Bolden,MIA,13741,NE,12,,23,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2017
Lamar Miller,BAL,13791,HOU,12,,26,0,0.0,12.8,1,,,17.0,1.0,51.0,3.0,0,1.0,3,0,7,,2017
Alfred Morris,LAC,14269,DAL,12,,21,0,1.0,5.9,1,,,9.0,0.0,36.0,4.0,3000,0.0,1,0,13,,2017
Travaris Cadet,KC,14352,BUF,12,,5,0,0.0,7.9,3,,,6.0,0.0,28.0,4.7,3000,1.0,3,0,21,,2017
Doug Martin,ATL,14385,TB,12,,8,0,0.0,3.3,0,,,7.0,0.0,33.0,4.7,3000,0.0,0,0,0,,2017
James Develin,MIA,14783,NE,12,,23,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2017
Patrick DiMarco,KC,14786,BUF,12,,5,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
Jamize Olawale,DEN,14789,OAK,12,,4,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3700,1.0,0,0,0,,2017
Tommy Bohanon,ARI,14891,JAX,12,,14,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,1.0,0,0,0,,2017
Kyle Juszczyk,SEA,14901,SF,12,,25,0,1.0,2.8,2,,,0.0,0.0,0.0,0.0,3200,1.0,2,0,8,,2017
Giovani Bernard,CLE,14916,CIN,12,,12,0,1.0,3.7,1,,,3.0,0.0,12.0,4.0,3000,0.0,1,0,15,,2017
Rex Burkhead,MIA,14917,NE,12,,23,0,1.0,19.3,2,,,13.0,1.0,50.0,3.8,3000,0.0,2,1,3,,2017
Le'Veon Bell,GB,14967,PIT,12,,10,1,1.0,29.3,12,,,20.0,0.0,95.0,4.8,4100,1.0,14,0,88,,2017
Kerwynn Williams,JAX,15010,ARI,12,,28,0,1.0,2.8,1,,,3.0,0.0,8.0,2.7,8400,1.0,1,0,10,,2017
CJ Anderson,OAK,15020,DEN,12,,19,0,0.0,1.2,0,,,5.0,0.0,12.0,2.4,5100,1.0,0,0,0,,2017
Latavius Murray,DET,15071,MIN,12,,32,0,0.0,14.4,0,,,20.0,1.0,84.0,4.2,6500,0.0,1,0,0,,2017
Theo Riddick,MIN,15126,DET,12,,7,0,1.0,4.0,1,,,5.0,0.0,20.0,4.0,6300,0.0,2,0,10,,2017
Eddie Lacy,SF,15138,SEA,12,,27,0,0.0,9.1,3,,,17.0,0.0,46.0,2.7,0,1.0,3,0,15,,2017
Kenjon Barner,CHI,15185,PHI,12,,2,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,8600,1.0,1,0,0,,2017
Benjamin Cunningham,PHI,15207,CHI,12,,22,0,0.0,1.8,1,,,1.0,0.0,-1.0,-1.0,4000,1.0,2,0,9,,2017
Zach Line,LAR,15555,NO,12,,15,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3600,1.0,0,0,0,,2017
Fozzy Whittaker,NYJ,15616,CAR,12,,11,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4200,0.0,0,0,0,,2017
Derrick Coleman,TB,15631,ATL,12,,31,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3400,0.0,1,0,0,,2017
David Fluellen,IND,15966,TEN,12,,24,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4100,0.0,0,0,0,,2017
Orleans Darkwa,WAS,16008,NYG,12,,16,0,0.0,4.9,1,,,11.0,0.0,30.0,2.7,0,1.0,1,0,9,,2017
Damien Williams,NE,16031,MIA,12,,20,0,0.0,8.2,3,,,8.0,0.0,38.0,4.8,3000,0.0,5,0,14,,2017
James White,MIA,16056,NE,12,,23,0,1.0,2.5,1,,,3.0,0.0,13.0,4.3,0,0.0,2,0,2,,2017
Isaiah Crowell,CIN,16127,CLE,12,,29,0,0.0,11.5,1,,,16.0,0.0,95.0,5.9,6600,0.0,2,0,10,,2017
Alfred Blue,BAL,16189,HOU,12,,26,0,0.0,4.6,2,,,8.0,0.0,15.0,1.9,3000,1.0,2,0,11,,2017
Jay Prosch,BAL,16210,HOU,12,,26,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3600,1.0,0,0,0,,2017
Charcandrick West,BUF,16307,KC,12,,30,0,1.0,3.7,3,,,0.0,0.0,0.0,0.0,3000,1.0,4,0,7,,2017
Keith Smith,LAC,16378,DAL,12,,21,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3800,0.0,0,0,0,,2017
Andre Williams,DAL,16402,LAC,12,,3,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2017
Senorise Perry,NE,16441,MIA,12,,20,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4200,0.0,0,0,0,,2017
Jerick McKinnon,DET,16510,MIN,12,,32,0,0.0,6.4,1,,,13.0,0.0,23.0,1.8,0,0.0,3,0,31,,2017
Roosevelt Nix,GB,16534,PIT,12,,10,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
Charles Sims,ATL,16609,TB,12,,8,0,0.0,5.9,3,,,1.0,0.0,3.0,3.0,3400,0.0,5,0,26,,2017
Carlos Hyde,SEA,16668,SF,12,,25,0,1.0,13.8,7,,,16.0,0.0,47.0,2.9,0,1.0,13,0,21,,2017
Fitzgerald Toussaint,GB,16699,PIT,12,,10,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,4400,1.0,0,0,0,,2017
Todd Gurley,NO,16771,LAR,12,,13,0,1.0,16.8,4,,,17.0,0.0,74.0,4.4,3900,1.0,7,0,54,,2017
Melvin Gordon,DAL,16776,LAC,12,,3,0,0.0,11.8,3,,,21.0,0.0,65.0,3.1,5900,0.0,3,0,23,,2017
TJ Yeldon,ARI,16797,JAX,12,,14,0,0.0,10.2,5,,,3.0,0.0,10.0,3.3,3100,1.0,6,0,42,,2017
Ameer Abdullah,MIN,16815,DET,12,,7,0,1.0,7.3,3,,,6.0,0.0,14.0,2.3,3700,0.0,5,0,29,,2017
Tevin Coleman,TB,16834,ATL,12,,31,0,1.0,21.7,0,,,19.0,2.0,97.0,5.1,3900,0.0,0,0,0,,2017
Duke Johnson,CIN,16838,CLE,12,,29,0,0.0,10.7,4,,,6.0,0.0,35.0,5.8,5100,0.0,5,0,32,,2017
Javorius Allen,HOU,16886,BAL,12,,6,0,1.0,8.7,1,,,5.0,1.0,15.0,3.0,0,1.0,1,0,2,,2017
Jay Ajayi,CHI,16909,PHI,12,,2,0,1.0,4.3,1,,,5.0,0.0,26.0,5.2,8300,1.0,2,0,7,,2017
Michael Burton,PHI,16928,CHI,12,,22,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4600,1.0,0,0,0,,2017
Cameron Artis-Payne,NYJ,16934,CAR,12,,11,0,0.0,0.0,0,,,1.0,0.0,0.0,0.0,4100,0.0,0,0,0,,2017
Aaron Ripkowski,PIT,16966,GB,12,,1,0,0.0,0.4,0,,,1.0,0.0,4.0,4.0,3100,1.0,0,0,0,,2017
Terrence Magee,TB,17016,ATL,12,,31,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,4000,0.0,0,0,0,,2017
Zach Zenner,MIN,17023,DET,12,,7,0,1.0,0.6,0,,,1.0,0.0,6.0,6.0,0,0.0,0,0,0,,2017
Thomas Rawls,SF,17050,SEA,12,,27,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
Terron Ward,TB,17089,ATL,12,,31,1,1.0,3.2,1,,,7.0,0.0,35.0,5.0,5000,0.0,1,0,-3,,2017
Corey Grant,ARI,17197,JAX,12,,14,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4000,1.0,0,0,0,,2017
Akeem Hunt,BUF,17199,KC,12,,30,0,1.0,0.6,1,,,1.0,0.0,-10.0,-10.0,7400,1.0,1,0,6,,2017
Raheem Mostert,SEA,17217,SF,12,,25,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
Rod Smith,LAC,17360,DAL,12,,21,0,1.0,12.8,2,,,9.0,1.0,41.0,4.6,5200,0.0,2,0,7,,2017
Derrick Henry,IND,17959,TEN,12,,24,0,0.0,9.9,1,,,13.0,0.0,79.0,6.1,5500,0.0,2,0,10,,2017
Devontae Booker,OAK,17970,DEN,12,,19,0,0.0,5.3,2,,,6.0,0.0,11.0,1.8,3000,1.0,2,0,22,,2017
Paul Perkins,WAS,17972,NYG,12,,16,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4700,1.0,0,0,0,,2017
Kenyan Drake,NE,18003,MIA,12,,20,1,0.0,12.7,3,,,9.0,0.0,20.0,2.2,0,0.0,4,1,27,,2017
Deandre Washington,DEN,18061,OAK,12,,4,0,1.0,7.6,3,,,6.0,0.0,23.0,3.8,3000,1.0,3,0,23,,2017
Jordan Howard,PHI,18067,CHI,12,,22,0,0.0,3.9,2,,,7.0,0.0,6.0,0.9,3000,1.0,2,0,13,,2017
Alex Collins,HOU,18088,BAL,12,,6,0,1.0,13.7,2,,,16.0,1.0,60.0,3.8,3000,1.0,2,0,-3,,2017
Andy Janovich,OAK,18093,DEN,12,,19,0,0.0,0.4,0,,,1.0,0.0,4.0,4.0,3300,1.0,0,0,0,,2017
Dan Vitale,CIN,18114,CLE,12,,29,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,1,0,0,,2017
Derek Watt,DAL,18115,LAC,12,,3,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2017
Josh Ferguson,TEN,18217,IND,12,,9,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3100,0.0,0,0,0,,2017
DJ Foster,JAX,18253,ARI,12,,28,0,1.0,5.2,3,,,1.0,0.0,4.0,4.0,3600,1.0,4,0,18,,2017
Byron Marshall,NYG,18256,WAS,12,,17,0,1.0,4.0,1,,,4.0,0.0,18.0,4.5,9800,1.0,2,0,12,,2017
Peyton Barber,ATL,18375,TB,12,,8,0,0.0,12.7,0,,,5.0,2.0,7.0,1.4,3600,0.0,0,0,0,,2017
Lawrence Thomas,CAR,18435,NYJ,12,,18,0,1.0,1.5,1,,,0.0,0.0,0.0,0.0,4000,0.0,1,0,5,,2017
Joe Kerridge,PIT,18452,GB,12,,1,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,4000,1.0,0,0,0,,2017
JD McKissic,SF,18464,SEA,12,,27,0,0.0,8.6,4,,,4.0,0.0,22.0,5.5,5700,1.0,7,0,24,,2017
Elijhaa Penny,JAX,18617,ARI,12,,28,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,4000,1.0,0,0,0,,2017
CJ Ham,DET,18652,MIN,12,,32,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3500,0.0,0,0,0,,2017
Jalen Richard,DEN,18690,OAK,12,,4,0,1.0,11.0,2,,,2.0,0.0,17.0,8.5,0,1.0,2,1,13,,2017
Leonard Fournette,ARI,18803,JAX,12,,14,0,0.0,7.2,3,,,12.0,0.0,25.0,2.1,3000,1.0,3,0,17,,2017
Joe Mixon,CLE,18858,CIN,12,,12,0,1.0,28.5,3,,,23.0,1.0,114.0,5.0,3800,0.0,3,0,51,,2017
Christian McCaffrey,NYJ,18877,CAR,12,,11,0,0.0,11.7,2,,,7.0,0.0,62.0,8.9,0,0.0,5,0,35,,2017
Alvin Kamara,LAR,18878,NO,12,,15,0,0.0,39.8,6,,,5.0,1.0,87.0,17.4,3000,1.0,6,1,101,,2017
Kareem Hunt,BUF,18944,KC,12,,30,0,1.0,3.6,1,,,11.0,0.0,17.0,1.5,3000,1.0,1,0,9,,2017
James Conner,GB,18983,PIT,12,,10,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
Samaje Perine,NYG,18993,WAS,12,,17,0,1.0,19.0,3,,,24.0,0.0,100.0,4.2,3000,1.0,4,0,30,,2017
Jamaal Williams,PIT,18995,GB,12,,1,0,0.0,29.5,4,,,21.0,1.0,66.0,3.1,3000,1.0,5,1,69,,2017
Wayne Gallman,WAS,18996,NYG,12,,16,0,0.0,6.3,2,,,9.0,0.0,37.0,4.1,4500,1.0,2,0,6,,2017
Marlon Mack,TEN,18998,IND,12,,9,0,1.0,5.1,2,,,4.0,0.0,11.0,2.8,4700,0.0,2,0,20,,2017
Tarik Cohen,PHI,19003,CHI,12,,22,0,0.0,1.7,2,,,2.0,0.0,-11.0,-5.5,4500,1.0,2,0,8,,2017
Matt Dayes,CIN,19078,CLE,12,,29,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2017
Elijah McGuire,CAR,19109,NYJ,12,,18,0,1.0,4.4,1,,,5.0,0.0,21.0,4.2,4300,0.0,1,0,13,,2017
Patrick Ricard,HOU,19209,BAL,12,,6,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3700,1.0,0,0,0,,2017
Leshun Daniels Jr.,NYG,19278,WAS,12,,17,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
Matt Breida,SEA,19319,SF,12,,25,0,1.0,3.4,1,,,1.0,0.0,12.0,12.0,3500,1.0,1,0,12,,2017
Justin Davis,NO,19529,LAR,12,,13,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
Shane Smith,WAS,19541,NYG,12,,16,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
Corey Clement,CHI,19548,PHI,12,,2,0,1.0,4.9,1,,,4.0,0.0,27.0,6.8,3000,1.0,1,0,12,,2017
Austin Ekeler,DAL,19562,LAC,12,,3,0,0.0,10.0,3,,,6.0,0.0,15.0,2.5,6600,0.0,3,0,55,,2017
Trey Edmunds,LAR,19599,NO,12,,15,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,6000,1.0,0,0,0,,2017
Matt Forte,KC,2699,NYJ,13,,5,0,1.0,18.1,3,,,15.0,0.0,58.0,3.9,3000,0.0,3,1,33,,2017
Jonathan Stewart,NO,5451,CAR,13,,13,0,0.0,10.5,0,,,11.0,1.0,45.0,4.1,0,0.0,1,0,0,,2017
Frank Gore,JAX,5820,IND,13,,28,0,0.0,6.1,0,,,13.0,0.0,61.0,4.7,3400,1.0,0,0,0,,2017
Jamaal Charles,MIA,7969,DEN,13,,23,0,0.0,10.1,5,,,3.0,0.0,12.0,4.0,6300,1.0,5,0,39,,2017
LeSean McCoy,NE,11932,BUF,13,,20,0,1.0,12.2,2,,,15.0,0.0,93.0,6.2,8700,0.0,5,0,9,,2017
Chris Ivory,IND,12239,JAX,13,,24,0,1.0,2.5,1,,,4.0,0.0,12.0,3.0,7200,1.0,1,0,3,,2017
LeGarrette Blount,SEA,12296,PHI,13,,25,0,0.0,2.6,0,,,8.0,0.0,26.0,3.2,4000,0.0,0,0,0,,2017
Danny Woodhead,DET,12317,BAL,13,,32,0,1.0,4.3,2,,,3.0,0.0,9.0,3.0,4500,1.0,2,0,14,,2017
Marshawn Lynch,NYG,12386,OAK,13,,17,0,1.0,23.1,2,,,17.0,1.0,101.0,5.9,4800,1.0,3,0,20,,2017
Dion Lewis,BUF,12708,NE,13,,30,0,0.0,9.2,0,,,15.0,0.0,92.0,6.1,4100,0.0,0,0,0,,2017
Shane Vereen,OAK,12780,NYG,13,,19,0,0.0,4.0,3,,,1.0,0.0,-3.0,-3.0,6800,1.0,3,0,13,,2017
Nick Bellore,BAL,12787,DET,13,,26,0,0.0,7.1,1,,,0.0,0.0,0.0,0.0,4300,1.0,1,1,1,,2017
Bilal Powell,KC,12800,NYJ,13,,5,0,1.0,13.0,2,,,18.0,1.0,48.0,2.7,3000,0.0,3,0,2,,2017
Jordan Todman,TEN,13102,HOU,13,,9,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
DeMarco Murray,HOU,13124,TEN,13,,6,0,1.0,9.9,2,,,11.0,0.0,66.0,6.0,3000,1.0,2,0,13,,2017
Jacquizz Rodgers,GB,13299,TB,13,,10,0,0.0,2.5,0,,,3.0,0.0,25.0,8.3,3000,1.0,0,0,0,,2017
Mark Ingram,CAR,13337,NO,13,,18,0,1.0,24.2,6,,,14.0,1.0,85.0,6.1,3000,0.0,7,0,37,,2017
Anthony Sherman,NYJ,13418,KC,13,,11,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3600,0.0,0,0,0,,2017
Brandon Bolden,BUF,13741,NE,13,,30,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3400,0.0,0,0,0,,2017
Lamar Miller,TEN,13791,HOU,13,,9,0,0.0,13.4,4,,,15.0,0.0,56.0,3.7,3900,1.0,4,0,38,,2017
Alfred Morris,WAS,14269,DAL,13,,16,0,1.0,21.7,0,,,27.0,1.0,127.0,4.7,3000,0.0,1,0,0,,2017
Travaris Cadet,NE,14352,BUF,13,,20,0,1.0,7.1,3,,,4.0,0.0,22.0,5.5,3000,0.0,5,0,19,,2017
Lance Dunbar,ARI,14731,LAR,13,,14,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
James Develin,BUF,14783,NE,13,,30,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2017
Patrick DiMarco,NE,14786,BUF,13,,20,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2017
Jamize Olawale,NYG,14789,OAK,13,,17,0,1.0,4.3,2,,,1.0,0.0,9.0,9.0,3400,1.0,2,0,14,,2017
Tommy Bohanon,IND,14891,JAX,13,,24,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,8800,1.0,0,0,0,,2017
Kyle Juszczyk,CHI,14901,SF,13,,2,0,0.0,5.3,3,,,1.0,0.0,3.0,3.0,5000,1.0,3,0,20,,2017
Giovani Bernard,PIT,14916,CIN,13,,1,0,1.0,11.6,2,,,13.0,0.0,77.0,5.9,3900,0.0,3,0,19,,2017
Rex Burkhead,BUF,14917,NE,13,,30,0,0.0,25.3,3,,,12.0,2.0,78.0,6.5,3700,0.0,4,0,25,,2017
Le'Veon Bell,CIN,14967,PIT,13,,29,0,0.0,32.2,5,,,18.0,0.0,76.0,4.2,3200,0.0,6,1,106,,2017
Kerwynn Williams,LAR,15010,ARI,13,,15,0,1.0,9.7,0,,,16.0,0.0,97.0,6.1,4800,1.0,0,0,0,,2017
CJ Anderson,MIA,15020,DEN,13,,23,0,0.0,15.0,4,,,15.0,0.0,67.0,4.5,0,1.0,7,0,43,,2017
Latavius Murray,ATL,15071,MIN,13,,8,0,0.0,12.7,3,,,16.0,0.0,76.0,4.8,6100,0.0,3,0,21,,2017
Theo Riddick,BAL,15126,DET,13,,26,0,0.0,17.2,5,,,9.0,1.0,21.0,2.3,3000,1.0,5,0,41,,2017
Eddie Lacy,PHI,15138,SEA,13,,22,0,1.0,0.3,0,,,1.0,0.0,3.0,3.0,3000,0.0,0,0,0,,2017
Kenjon Barner,SEA,15185,PHI,13,,25,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,1,0,0,,2017
Benjamin Cunningham,SF,15207,CHI,13,,27,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,1.0,0,0,0,,2017
Andre Ellington,TEN,15224,HOU,13,,9,0,0.0,10.2,5,,,2.0,0.0,-4.0,-2.0,3600,1.0,6,0,56,,2017
Zach Line,CAR,15555,NO,13,,18,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2017
Fozzy Whittaker,NO,15616,CAR,13,,13,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2017
Derrick Coleman,MIN,15631,ATL,13,,7,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2017
David Fluellen,HOU,15966,TEN,13,,6,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,1.0,0,0,0,,2017
Orleans Darkwa,OAK,16008,NYG,13,,19,0,0.0,10.1,1,,,14.0,1.0,32.0,2.3,0,1.0,1,0,-1,,2017
James White,BUF,16056,NE,13,,30,0,0.0,9.0,4,,,5.0,0.0,18.0,3.6,3000,0.0,6,0,32,,2017
Isaiah Crowell,LAC,16127,CLE,13,,21,0,0.0,5.4,1,,,10.0,0.0,41.0,4.1,0,1.0,1,0,3,,2017
Alfred Blue,TEN,16189,HOU,13,,9,0,0.0,1.9,1,,,4.0,0.0,2.0,0.5,3300,1.0,1,0,7,,2017
Jay Prosch,TEN,16210,HOU,13,,9,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3400,1.0,0,0,0,,2017
Keith Smith,WAS,16378,DAL,13,,16,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,0.0,0,0,0,,2017
Andre Williams,CLE,16402,LAC,13,,12,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3300,1.0,0,0,0,,2017
Senorise Perry,DEN,16441,MIA,13,,4,0,1.0,2.2,0,,,5.0,0.0,22.0,4.4,3000,1.0,0,0,0,,2017
Jerick McKinnon,ATL,16510,MIN,13,,8,0,0.0,16.2,5,,,9.0,0.0,24.0,2.7,3000,0.0,5,1,28,,2017
Devonta Freeman,MIN,16524,ATL,13,,7,0,1.0,9.1,1,,,12.0,0.0,74.0,6.2,3000,0.0,2,0,7,,2017
Roosevelt Nix,CIN,16534,PIT,13,,29,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,8400,0.0,1,0,0,,2017
Charles Sims,GB,16609,TB,13,,10,0,0.0,7.1,2,,,3.0,0.0,16.0,5.3,4900,1.0,2,0,35,,2017
Carlos Hyde,CHI,16668,SF,13,,2,0,0.0,9.6,3,,,17.0,0.0,54.0,3.2,0,1.0,5,0,12,,2017
Fitzgerald Toussaint,CIN,16699,PIT,13,,29,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,6800,0.0,0,0,0,,2017
Todd Gurley,ARI,16771,LAR,13,,14,0,1.0,21.8,6,,,19.0,0.0,74.0,3.9,6900,1.0,7,0,84,,2017
Melvin Gordon,CLE,16776,LAC,13,,12,0,0.0,14.6,4,,,19.0,0.0,77.0,4.1,0,1.0,4,0,29,,2017
TJ Yeldon,IND,16797,JAX,13,,24,0,1.0,4.5,2,,,0.0,0.0,0.0,0.0,4000,1.0,2,0,25,,2017
Tevin Coleman,MIN,16834,ATL,13,,7,0,1.0,7.9,3,,,8.0,0.0,22.0,2.8,4500,0.0,6,0,27,,2017
Duke Johnson,LAC,16838,CLE,13,,21,0,0.0,3.2,2,,,7.0,0.0,2.0,0.3,3300,1.0,4,0,10,,2017
Javorius Allen,DET,16886,BAL,13,,32,0,1.0,3.6,1,,,7.0,0.0,22.0,3.1,4000,1.0,1,0,4,,2017
Mike Davis,PHI,16887,SEA,13,,22,0,1.0,14.1,4,,,16.0,0.0,64.0,4.0,3500,0.0,4,0,37,,2017
Jay Ajayi,SEA,16909,PHI,13,,25,0,0.0,7.6,3,,,9.0,0.0,35.0,3.9,3800,0.0,4,0,11,,2017
Michael Burton,SF,16928,CHI,13,,27,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3800,1.0,0,0,0,,2017
Cameron Artis-Payne,NO,16934,CAR,13,,13,0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2017
Aaron Ripkowski,TB,16966,GB,13,,31,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,0,1.0,1,0,0,,2017
Zach Zenner,BAL,17023,DET,13,,26,0,0.0,0.4,0,,,1.0,0.0,4.0,4.0,6400,1.0,0,0,0,,2017
Thomas Rawls,PHI,17050,SEA,13,,22,0,1.0,0.4,0,,,1.0,0.0,4.0,4.0,3000,0.0,0,0,0,,2017
Terron Ward,MIN,17089,ATL,13,,7,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3000,0.0,0,0,0,,2017
Corey Grant,IND,17197,JAX,13,,24,0,1.0,0.0,0,,,0.0,0.0,0.0,0.0,3500,1.0,0,0,0,,2017
Akeem Hunt,NYJ,17199,KC,13,,11,0,0.0,3.2,1,,,1.0,0.0,2.0,2.0,3000,0.0,1,0,20,,2017
Rod Smith,WAS,17360,DAL,13,,16,0,1.0,8.7,0,,,10.0,1.0,27.0,2.7,3700,0.0,1,0,0,,2017
Derrick Henry,HOU,17959,TEN,13,,6,0,1.0,19.9,0,,,11.0,1.0,109.0,9.9,0,1.0,0,0,0,,2017
Devontae Booker,MIA,17970,DEN,13,,23,0,0.0,1.8,1,,,2.0,0.0,8.0,4.0,3000,1.0,1,0,0,,2017
Paul Perkins,OAK,17972,NYG,13,,19,0,0.0,1.2,0,,,3.0,0.0,12.0,4.0,4200,1.0,0,0,0,,2017
Kenyan Drake,DEN,18003,MIA,13,,4,0,1.0,26.1,3,,,23.0,1.0,120.0,5.2,0,1.0,5,0,21,,2017
Deandre Washington,NYG,18061,OAK,13,,17,0,1.0,7.6,0,,,6.0,1.0,16.0,2.7,3000,1.0,0,0,0,,2017
