year,Name,Week,Opponent,games,att_ma,yds_ma,td_ma,tar_ma,rec_yds_ma,att_car,yds_car,td_car,tar_car,rec_yds_car,surface_0,h/a_1,def_rk,points
2016,Aaron Green,16,SF,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,32,0.0
2016,Aaron Green,17,ARI,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0
2017,Aaron Jones,2,ATL,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0
2017,Aaron Jones,3,CIN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30,0.0
2017,Aaron Jones,4,CHI,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11,10.9
2017,Aaron Jones,5,DAL,4,0.0,0.0,0.0,0.0,0.0,4.33,16.33,0.33,0.0,0.0,0.0,0.0,8,23.4
2017,Aaron Jones,6,MIN,5,8.0,43.5,0.5,0.25,2.25,8.0,43.5,0.5,0.25,2.25,0.0,0.0,1,5.2
2017,Aaron Jones,7,NO,6,9.0,43.0,0.4,1.0,2.0,9.0,43.0,0.4,1.0,2.0,1.0,1.0,17,25.8
2017,Aaron Jones,9,DET,7,10.333333333333334,57.666666666666664,0.5,1.6666666666666667,2.8333333333333335,10.33,57.67,0.5,1.67,2.83,1.0,1.0,31,3.1
2017,Aaron Jones,10,CHI,8,9.571428571428571,51.142857142857146,0.42857142857142855,2.142857142857143,2.2857142857142856,9.57,51.14,0.43,2.14,2.29,1.0,0.0,11,2.2
2017,Aaron Jones,13,TB,9,8.75,46.25,0.375,2.0,2.0,8.75,46.25,0.38,2.0,2.0,1.0,1.0,29,8.0
2017,Aaron Jones,14,CLE,10,7.888888888888889,43.333333333333336,0.4444444444444444,1.7777777777777777,1.7777777777777777,7.89,43.33,0.44,1.78,1.78,1.0,0.0,13,-0.2
2017,Aaron Jones,15,CAR,11,7.5,38.8,0.4,1.6,1.6,7.5,38.8,0.4,1.6,1.6,1.0,0.0,3,6.3
2017,Aaron Jones,16,MIN,12,7.090909090909091,39.54545454545455,0.36363636363636365,1.6363636363636365,2.0,7.09,39.55,0.36,1.64,2.0,1.0,1.0,1,1.3
2018,Aaron Jones,3,WAS,13,0.0,0.0,0.0,0.0,0.0,6.75,37.33,0.33,1.5,1.83,1.0,0.0,14,5.7
2018,Aaron Jones,3,WAS,14,0.0,0.0,0.0,0.0,0.0,4.5,27.5,0.0,0.5,2.5,1.0,0.0,15,5.7
2018,Aaron Jones,4,BUF,15,0.0,0.0,0.0,0.0,0.0,5.0,32.33,0.0,0.67,3.33,1.0,1.0,25,15.2
2018,Aaron Jones,4,BUF,16,0.0,0.0,0.0,0.0,0.0,6.5,40.5,0.25,0.75,6.75,1.0,1.0,18,15.2
2018,Aaron Jones,5,DET,17,8.5,53.5,0.5,1.0,11.0,7.4,45.4,0.4,0.8,8.8,0.0,0.0,29,7.9
2018,Aaron Jones,6,SF,18,8.2,50.8,0.4,1.4,12.6,7.33,44.5,0.33,1.17,10.5,1.0,0.0,22,4.1
2018,Aaron Jones,8,LAR,19,8.166666666666666,49.166666666666664,0.3333333333333333,1.3333333333333333,10.5,7.43,44.0,0.29,1.14,9.0,1.0,0.0,14,16.6
2015,Aaron Ripkowski,1,CHI,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22,0.0
2015,Aaron Ripkowski,2,SEA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0
2015,Aaron Ripkowski,3,KC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3,0.0
2015,Aaron Ripkowski,4,SF,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,0.0
2015,Aaron Ripkowski,5,LAR,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23,0.0
2015,Aaron Ripkowski,6,LAC,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,26,0.0
2015,Aaron Ripkowski,8,DEN,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,0.0
2015,Aaron Ripkowski,9,CAR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,2.8
2015,Aaron Ripkowski,10,DET,9,0.0,0.0,0.0,0.125,2.25,0.0,0.0,0.0,0.12,2.25,1.0,1.0,17,0.0
2015,Aaron Ripkowski,11,MIN,10,0.0,0.0,0.0,0.1111111111111111,2.0,0.0,0.0,0.0,0.11,2.0,0.0,0.0,9,0.0
2015,Aaron Ripkowski,12,CHI,11,0.0,0.0,0.0,0.1,1.8,0.0,0.0,0.0,0.1,1.8,1.0,1.0,22,0.0
2015,Aaron Ripkowski,14,DAL,12,0.0,0.0,0.0,0.09090909090909091,1.6363636363636365,0.0,0.0,0.0,0.09,1.64,1.0,1.0,25,0.0
2015,Aaron Ripkowski,15,OAK,13,0.0,0.0,0.0,0.08333333333333333,1.5,0.0,0.0,0.0,0.08,1.5,1.0,0.0,21,0.0
2015,Aaron Ripkowski,16,ARI,14,0.0,0.0,0.0,0.07692307692307693,1.3846153846153846,0.0,0.0,0.0,0.08,1.38,1.0,0.0,8,0.0
2015,Aaron Ripkowski,17,MIN,15,0.0,0.0,0.0,0.07142857142857142,1.2857142857142858,0.0,0.0,0.0,0.07,1.29,1.0,1.0,9,0.0
2016,Aaron Ripkowski,1,JAX,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.2,1.0,0.0,14,0.0
2016,Aaron Ripkowski,2,MIN,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0
2016,Aaron Ripkowski,3,DET,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9,0.0
2016,Aaron Ripkowski,5,NYG,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1.7
2016,Aaron Ripkowski,6,DAL,20,0.5,4.25,0.0,0.0,0.0,0.4,3.4,0.0,0.0,0.0,1.0,1.0,3,1.2
2016,Aaron Ripkowski,7,CHI,21,0.6,3.4,0.0,0.2,0.4,0.5,2.83,0.0,0.17,0.33,1.0,1.0,5,2.6
2016,Aaron Ripkowski,8,ATL,22,1.0,4.166666666666667,0.0,0.3333333333333333,1.6666666666666667,0.86,3.57,0.0,0.29,1.43,0.0,0.0,29,4.3
2016,Aaron Ripkowski,9,IND,23,1.7142857142857142,8.428571428571429,0.0,0.42857142857142855,1.2857142857142858,1.5,7.38,0.0,0.38,1.12,1.0,1.0,25,1.7
2016,Aaron Ripkowski,10,TEN,24,1.75,7.875,0.0,0.5,1.5,1.56,7.0,0.0,0.44,1.33,1.0,0.0,2,0.0
2016,Aaron Ripkowski,11,WAS,25,1.5555555555555556,7.0,0.0,0.4444444444444444,1.3333333333333333,1.4,6.3,0.0,0.4,1.2,1.0,0.0,26,0.9
2016,Aaron Ripkowski,12,PHI,26,1.6,7.2,0.0,0.4,1.2,1.45,6.55,0.0,0.36,1.09,1.0,0.0,12,9.6
2016,Aaron Ripkowski,13,HOU,27,1.7272727272727273,6.636363636363637,0.09090909090909091,0.5454545454545454,2.4545454545454546,1.58,6.08,0.08,0.5,2.25,1.0,1.0,11,8.8
2016,Aaron Ripkowski,14,SEA,28,1.8333333333333333,7.25,0.16666666666666666,0.5833333333333334,2.5833333333333335,1.69,6.69,0.15,0.54,2.38,1.0,1.0,4,0.2
2016,Aaron Ripkowski,15,CHI,29,1.9230769230769231,6.846153846153846,0.15384615384615385,0.6153846153846154,2.3846153846153846,1.79,6.36,0.14,0.57,2.21,1.0,0.0,5,0.0
2016,Aaron Ripkowski,16,MIN,30,1.7857142857142858,6.357142857142857,0.14285714285714285,0.5714285714285714,2.2142857142857144,1.67,5.93,0.13,0.53,2.07,1.0,1.0,8,0.0
2016,Aaron Ripkowski,17,DET,31,1.6666666666666667,5.933333333333334,0.13333333333333333,0.5333333333333333,2.066666666666667,1.56,5.56,0.12,0.5,1.94,0.0,0.0,9,15.6
2017,Aaron Ripkowski,1,SEA,32,0.0,0.0,0.0,0.0,0.0,2.0,8.82,0.12,0.59,2.71,1.0,1.0,9,0.0
2017,Aaron Ripkowski,2,ATL,33,0.0,0.0,0.0,0.0,0.0,4.5,30.5,0.0,1.0,7.5,0.0,0.0,14,1.2
2017,Aaron Ripkowski,3,CIN,34,0.0,0.0,0.0,0.0,0.0,3.0,20.33,0.0,1.0,5.67,1.0,1.0,30,0.0
2017,Aaron Ripkowski,4,CHI,35,0.0,0.0,0.0,0.0,0.0,2.25,15.25,0.0,0.75,4.25,1.0,1.0,11,2.0
2017,Aaron Ripkowski,5,DAL,36,0.25,1.0,0.0,0.75,2.0,2.0,13.0,0.0,1.0,4.6,0.0,0.0,8,0.2
2017,Aaron Ripkowski,6,MIN,37,0.4,1.2,0.0,0.6,1.6,1.83,11.17,0.0,0.83,3.83,0.0,0.0,1,1.0
2017,Aaron Ripkowski,7,NO,38,0.3333333333333333,1.0,0.0,0.6666666666666666,1.3333333333333333,1.57,9.57,0.0,0.86,3.29,1.0,1.0,17,0.0
2017,Aaron Ripkowski,9,DET,39,0.2857142857142857,0.8571428571428571,0.0,0.5714285714285714,1.1428571428571428,1.38,8.38,0.0,0.75,2.88,1.0,1.0,31,1.9
2017,Aaron Ripkowski,10,CHI,40,0.25,0.75,0.0,0.625,2.125,1.22,7.44,0.0,0.78,3.56,1.0,0.0,11,2.5
2017,Aaron Ripkowski,11,BAL,41,0.4444444444444444,1.0,0.0,0.6666666666666666,3.2222222222222223,1.3,7.0,0.0,0.8,4.4,1.0,1.0,20,1.6
2017,Aaron Ripkowski,12,PIT,42,0.4,0.9,0.0,0.7,3.5,1.18,6.36,0.0,0.82,4.55,1.0,0.0,18,0.4
2017,Aaron Ripkowski,13,TB,43,0.45454545454545453,1.1818181818181819,0.0,0.6363636363636364,3.1818181818181817,1.17,6.17,0.0,0.75,4.17,1.0,1.0,29,0.0
2017,Aaron Ripkowski,14,CLE,44,0.4166666666666667,1.0833333333333333,0.0,0.6666666666666666,2.9166666666666665,1.08,5.69,0.0,0.77,3.85,1.0,0.0,13,0.0
2017,Aaron Ripkowski,15,CAR,45,0.38461538461538464,1.0,0.0,0.6923076923076923,2.6923076923076925,1.0,5.29,0.0,0.79,3.57,1.0,0.0,3,0.0
2017,Aaron Ripkowski,16,MIN,46,0.35714285714285715,0.9285714285714286,0.0,0.6428571428571429,2.5,0.93,4.93,0.0,0.73,3.33,1.0,1.0,1,1.4
2017,Aaron Ripkowski,17,DET,47,0.3333333333333333,0.8666666666666667,0.0,0.6666666666666666,2.6,0.88,4.62,0.0,0.75,3.38,0.0,0.0,31,0.0
2015,Adrian Peterson,1,SF,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32,8.2
2015,Adrian Peterson,2,DET,2,0.0,0.0,0.0,0.0,0.0,10.0,31.0,0.0,3.0,21.0,0.0,1.0,17,23.2
2015,Adrian Peterson,3,LAC,3,0.0,0.0,0.0,0.0,0.0,19.5,82.5,0.0,2.5,39.5,0.0,1.0,26,27.6
2015,Adrian Peterson,4,DEN,4,0.0,0.0,0.0,0.0,0.0,19.67,97.0,0.67,1.67,26.33,1.0,0.0,14,19.4
2015,Adrian Peterson,6,KC,5,18.75,93.0,0.75,2.75,23.0,18.75,93.0,0.75,2.75,23.0,0.0,1.0,3,6.7
2015,Adrian Peterson,7,DET,6,20.2,86.4,0.6,2.4,17.8,20.2,86.4,0.6,2.4,17.8,0.0,0.0,17,14.0
2015,Adrian Peterson,8,CHI,7,20.0,88.33333333333333,0.5,2.5,16.833333333333332,20.0,88.33,0.5,2.5,16.83,1.0,0.0,22,15.9
2015,Adrian Peterson,9,LAR,8,20.0,90.42857142857143,0.42857142857142855,2.4285714285714284,15.285714285714286,20.0,90.43,0.43,2.43,15.29,0.0,1.0,23,25.3
2015,Adrian Peterson,10,OAK,9,21.125,94.75,0.5,2.375,15.625,21.12,94.75,0.5,2.38,15.62,1.0,0.0,21,32.6
2015,Adrian Peterson,11,GB,10,21.666666666666668,106.77777777777777,0.5555555555555556,2.4444444444444446,15.333333333333334,21.67,106.78,0.56,2.44,15.33,0.0,1.0,13,13.1
2015,Adrian Peterson,12,ATL,11,20.8,100.6,0.6,2.4,15.4,20.8,100.6,0.6,2.4,15.4,0.0,0.0,30,35.7
2015,Adrian Peterson,13,SEA,12,21.545454545454547,105.81818181818181,0.7272727272727273,2.5454545454545454,16.636363636363637,21.55,105.82,0.73,2.55,16.64,0.0,1.0,1,6.4
2015,Adrian Peterson,14,ARI,13,20.416666666666668,98.5,0.6666666666666666,2.6666666666666665,15.75,20.42,98.5,0.67,2.67,15.75,1.0,0.0,8,14.6
2015,Adrian Peterson,15,CHI,14,20.615384615384617,96.23076923076923,0.6923076923076923,2.5384615384615383,15.846153846153847,20.62,96.23,0.69,2.54,15.85,0.0,1.0,22,6.3
2015,Adrian Peterson,16,NYG,15,20.428571428571427,93.85714285714286,0.6428571428571429,2.357142857142857,14.714285714285714,20.43,93.86,0.64,2.36,14.71,0.0,1.0,24,21.9
2015,Adrian Peterson,17,GB,16,20.533333333333335,94.53333333333333,0.6666666666666666,2.3333333333333335,14.733333333333333,20.53,94.53,0.67,2.33,14.73,1.0,0.0,13,13.8
2016,Adrian Peterson,1,TEN,17,0.0,0.0,0.0,0.0,0.0,20.44,92.81,0.69,2.25,13.88,1.0,0.0,2,3.1
2016,Adrian Peterson,2,GB,18,0.0,0.0,0.0,0.0,0.0,19.0,49.0,0.5,1.5,0.5,0.0,1.0,10,4.6
2016,Adrian Peterson,15,IND,19,0.0,0.0,0.0,0.0,0.0,16.67,39.0,0.33,2.0,2.67,0.0,1.0,25,2.3
2017,Adrian Peterson,1,MIN,20,0.0,0.0,0.0,0.0,0.0,14.0,34.75,0.25,1.75,2.25,0.0,0.0,1,1.8
2017,Adrian Peterson,2,NE,21,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,1.0,0.5,0.0,1.0,16,2.6
2017,Adrian Peterson,3,CAR,22,0.0,0.0,0.0,0.0,0.0,6.67,22.0,0.0,0.67,0.33,1.0,0.0,3,5.7
2017,Adrian Peterson,4,MIA,23,0.0,0.0,0.0,0.0,0.0,7.25,24.75,0.0,1.0,1.25,1.0,0.0,25,0.4
2017,Adrian Peterson,6,TB,24,6.75,20.25,0.0,0.75,1.0,6.6,20.6,0.0,0.8,1.0,1.0,1.0,29,28.4
2017,Adrian Peterson,7,LAR,25,10.6,43.0,0.4,0.6,0.8,9.83,39.5,0.33,0.67,0.83,1.0,0.0,27,4.3
2017,Adrian Peterson,9,SF,26,10.666666666666666,39.333333333333336,0.3333333333333333,1.1666666666666667,2.6666666666666665,10.0,36.86,0.29,1.14,2.43,1.0,0.0,26,20.7
2017,Adrian Peterson,10,SEA,27,14.428571428571429,56.42857142857143,0.2857142857142857,1.5714285714285714,3.4285714285714284,13.38,52.12,0.25,1.5,3.12,1.0,1.0,9,4.2
2017,Adrian Peterson,11,HOU,28,15.25,53.0,0.25,1.625,4.625,14.22,49.56,0.22,1.56,4.22,0.0,0.0,7,4.9
2017,Adrian Peterson,12,JAX,29,15.11111111111111,50.0,0.2222222222222222,1.5555555555555556,5.555555555555555,14.2,47.2,0.2,1.5,5.1,1.0,1.0,10,13.9
2018,Adrian Peterson,1,ARI,30,0.0,0.0,0.0,0.0,0.0,14.73,50.09,0.18,1.82,6.45,1.0,0.0,31,23.6
2018,Adrian Peterson,2,IND,31,0.0,0.0,0.0,0.0,0.0,23.0,87.5,0.5,4.0,45.0,1.0,1.0,17,8.0
2018,Adrian Peterson,3,GB,32,0.0,0.0,0.0,0.0,0.0,19.0,65.0,0.33,3.67,40.0,1.0,1.0,9,27.0
2018,Adrian Peterson,3,GB,33,0.0,0.0,0.0,0.0,0.0,19.0,78.75,0.75,2.75,30.0,1.0,1.0,11,27.0
2018,Adrian Peterson,5,NO,34,18.75,89.0,1.25,1.5,25.0,19.0,87.0,1.0,2.2,24.0,0.0,0.0,6,6.2
2018,Adrian Peterson,6,CAR,35,15.8,72.4,1.0,1.8,27.2,16.5,73.5,0.83,2.33,26.0,1.0,1.0,9,9.7
2018,Adrian Peterson,7,DAL,36,16.0,76.5,0.8333333333333334,1.6666666666666667,22.666666666666668,16.57,76.86,0.71,2.14,22.29,1.0,1.0,13,11.7
2018,Adrian Peterson,8,NYG,37,17.142857142857142,79.71428571428571,0.7142857142857143,1.7142857142857142,20.571428571428573,17.5,79.62,0.62,2.12,20.5,0.0,0.0,24,30.6
2015,Ahmad Bradshaw,6,NE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,2.6
2015,Ahmad Bradshaw,7,NO,2,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0,8.0,0.0,1.0,29,2.3
2015,Ahmad Bradshaw,8,CAR,3,0.0,0.0,0.0,0.0,0.0,2.5,6.5,0.0,1.5,8.0,1.0,0.0,19,3.1
2015,Ahmad Bradshaw,9,DEN,4,0.0,0.0,0.0,0.0,0.0,4.0,14.67,0.0,1.33,5.33,0.0,1.0,14,8.1
2015,Ahmad Bradshaw,11,ATL,5,4.5,11.75,0.0,1.5,6.0,4.5,11.75,0.0,1.5,6.0,0.0,0.0,30,21.2
2015,Ahmad Bradshaw,12,TB,6,5.4,15.8,0.0,2.0,8.8,5.4,15.8,0.0,2.0,8.8,0.0,1.0,11,5.6
2015,Akeem Hunt,11,NYJ,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.4
2015,Akeem Hunt,12,NO,2,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,29,3.5
2015,Akeem Hunt,13,BUF,3,0.0,0.0,0.0,0.0,0.0,2.5,15.5,0.0,1.0,-1.0,0.0,0.0,10,1.7
2015,Akeem Hunt,14,NE,4,0.0,0.0,0.0,0.0,0.0,2.0,12.67,0.0,1.0,-0.67,0.0,1.0,12,0.1
2015,Akeem Hunt,15,IND,5,1.75,9.75,0.0,0.75,-0.5,1.75,9.75,0.0,0.75,-0.5,0.0,0.0,18,5.4
2015,Akeem Hunt,16,TEN,6,2.4,13.0,0.0,1.0,1.2,2.4,13.0,0.0,1.0,1.2,1.0,0.0,4,1.9
2015,Akeem Hunt,17,JAX,7,2.3333333333333335,11.333333333333334,0.0,1.1666666666666667,2.0,2.33,11.33,0.0,1.17,2.0,0.0,1.0,27,6.5
2016,Akeem Hunt,10,JAX,8,0.0,0.0,0.0,0.0,0.0,2.43,13.71,0.0,1.43,5.57,1.0,0.0,14,6.3
2016,Akeem Hunt,11,OAK,9,0.0,0.0,0.0,0.0,0.0,5.5,40.0,0.0,2.5,14.0,1.0,0.0,23,-0.2
2016,Akeem Hunt,12,LAC,10,0.0,0.0,0.0,0.0,0.0,5.33,26.0,0.0,1.67,9.33,0.0,1.0,28,1.9
2016,Akeem Hunt,13,GB,11,0.0,0.0,0.0,0.0,0.0,4.5,24.25,0.0,1.25,7.0,1.0,0.0,10,0.0
2016,Akeem Hunt,14,IND,12,3.75,17.25,0.0,0.5,0.25,3.6,19.4,0.0,1.0,5.6,0.0,0.0,25,1.9
2016,Akeem Hunt,15,JAX,13,3.2,17.6,0.0,0.4,0.2,3.17,19.33,0.0,0.83,4.67,0.0,1.0,14,1.5
2016,Akeem Hunt,16,CIN,14,3.1666666666666665,17.166666666666668,0.0,0.3333333333333333,0.16666666666666666,3.14,18.71,0.0,0.71,4.0,0.0,1.0,21,5.4
2016,Akeem Hunt,17,TEN,15,2.857142857142857,15.571428571428571,0.0,0.5714285714285714,4.142857142857143,2.88,17.12,0.0,0.88,7.0,1.0,0.0,2,0.0
2017,Akeem Hunt,2,PHI,16,0.0,0.0,0.0,0.0,0.0,2.56,15.22,0.0,0.78,6.22,1.0,1.0,2,0.0
2017,Akeem Hunt,3,LAC,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23,0.0
2017,Akeem Hunt,4,WAS,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28,0.0
2017,Akeem Hunt,5,HOU,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,7,0.0
2017,Akeem Hunt,6,PIT,20,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,18,0.3
2017,Akeem Hunt,7,OAK,21,0.2,0.6,0.0,0.2,0.0,0.17,0.5,0.0,0.17,0.0,1.0,0.0,19,1.1
2017,Akeem Hunt,8,DEN,22,0.16666666666666666,0.5,0.0,0.5,0.16666666666666666,0.14,0.43,0.0,0.43,0.14,1.0,1.0,4,0.0
2017,Akeem Hunt,9,DAL,23,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,0.12,0.38,0.0,0.38,0.12,0.0,0.0,8,0.0
2017,Akeem Hunt,11,NYG,24,0.125,0.375,0.0,0.375,0.125,0.11,0.33,0.0,0.33,0.11,0.0,0.0,22,0.3
2017,Akeem Hunt,12,BUF,25,0.2222222222222222,0.6666666666666666,0.0,0.3333333333333333,0.1111111111111111,0.2,0.6,0.0,0.3,0.1,1.0,1.0,32,0.6
2017,Akeem Hunt,13,NYJ,26,0.3,-0.4,0.0,0.4,0.7,0.27,-0.36,0.0,0.36,0.64,0.0,0.0,21,3.2
2017,Akeem Hunt,14,OAK,27,0.36363636363636365,-0.18181818181818182,0.0,0.45454545454545453,2.4545454545454546,0.33,-0.17,0.0,0.42,2.25,1.0,1.0,19,0.0
2017,Akeem Hunt,15,LAC,28,0.3333333333333333,-0.16666666666666666,0.0,0.4166666666666667,2.25,0.31,-0.15,0.0,0.38,2.08,1.0,1.0,23,0.0
2017,Akeem Hunt,16,MIA,29,0.3076923076923077,-0.15384615384615385,0.0,0.38461538461538464,2.076923076923077,0.29,-0.14,0.0,0.36,1.93,1.0,1.0,25,0.0
2017,Akeem Hunt,17,DEN,30,0.2857142857142857,-0.14285714285714285,0.0,0.35714285714285715,1.9285714285714286,0.27,-0.13,0.0,0.33,1.8,1.0,0.0,4,3.9
2016,Alan Cross,3,LAR,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16,0.0
2016,Alan Cross,4,DEN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,18,0.0
2016,Alan Cross,5,CAR,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15,1.5
2016,Alan Cross,7,SF,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,32,0.0
2016,Alan Cross,8,OAK,5,0.0,0.0,0.0,0.75,1.25,0.0,0.0,0.0,0.75,1.25,1.0,1.0,23,0.0
2016,Alan Cross,9,ATL,6,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.6,1.0,1.0,1.0,29,0.0
2016,Alan Cross,10,CHI,7,0.0,0.0,0.0,0.5,0.8333333333333334,0.0,0.0,0.0,0.5,0.83,1.0,1.0,5,0.0
2016,Alan Cross,11,KC,8,0.0,0.0,0.0,0.42857142857142855,0.7142857142857143,0.0,0.0,0.0,0.43,0.71,1.0,0.0,17,7.3
2016,Alan Cross,12,SEA,9,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,4,2.0
2016,Alan Cross,13,LAC,10,0.0,0.0,0.0,0.5555555555555556,2.0,0.0,0.0,0.0,0.56,2.0,1.0,0.0,28,1.8
2016,Alan Cross,14,NO,11,0.0,0.0,0.0,0.7,2.6,0.0,0.0,0.0,0.7,2.6,1.0,1.0,30,0.0
2016,Alan Cross,15,DAL,12,0.0,0.0,0.0,0.6363636363636364,2.3636363636363638,0.0,0.0,0.0,0.64,2.36,0.0,0.0,3,1.7
2016,Alan Cross,16,NO,13,0.0,0.0,0.0,0.6666666666666666,2.75,0.0,0.0,0.0,0.67,2.75,0.0,0.0,30,1.5
2016,Alan Cross,17,CAR,14,0.0,0.0,0.0,0.6923076923076923,2.923076923076923,0.0,0.0,0.0,0.69,2.92,1.0,1.0,15,0.0
2017,Alan Cross,2,CHI,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,2.71,1.0,1.0,11,1.6
2017,Alan Cross,3,MIN,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1,1.5
2017,Alan Cross,4,NYG,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.67,1.0,1.0,22,0.0
2017,Alan Cross,13,GB,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2.75,1.0,0.0,24,2.3
2017,Alan Cross,14,DET,19,0.0,0.0,0.0,0.75,6.0,0.0,0.0,0.0,0.8,4.8,1.0,1.0,31,0.0
2017,Alan Cross,15,ATL,20,0.0,0.0,0.0,0.6,4.8,0.0,0.0,0.0,0.67,4.0,1.0,1.0,14,3.3
2017,Alan Cross,16,CAR,21,0.0,0.0,0.0,0.8333333333333334,7.833333333333333,0.0,0.0,0.0,0.86,6.71,1.0,0.0,3,0.0
2017,Alan Cross,17,NO,22,0.0,0.0,0.0,0.7142857142857143,6.714285714285714,0.0,0.0,0.0,0.75,5.88,1.0,1.0,17,2.1
2018,Alan Cross,1,NO,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,6.44,0.0,0.0,6,0.0
2018,Alan Cross,2,PHI,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,1.0,1.0,3,0.0
2018,Alan Cross,3,PIT,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,3.67,1.0,1.0,4,0.0
2018,Alan Cross,3,PIT,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.75,1.0,1.0,3,0.0
2018,Alan Cross,4,CHI,27,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.4,2.2,1.0,0.0,1,0.0
2018,Alan Cross,4,CHI,28,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.33,1.83,1.0,0.0,2,0.0
2018,Alan Cross,6,ATL,29,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.29,1.57,0.0,0.0,30,0.0
2018,Alan Cross,7,CLE,30,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.25,1.38,1.0,1.0,24,1.6
2018,Alan Cross,8,CIN,31,0.0,0.0,0.0,0.375,0.75,0.0,0.0,0.0,0.44,1.89,0.0,0.0,10,0.0
2017,Alex Armah,3,NO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17,0.0
2017,Alex Armah,4,NE,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0
2017,Alex Armah,5,DET,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0
