PlayerID,Name,Team,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsDraftKings,salary,h/a,surface,year,def_rk
8649,Rashad Jennings,NYG,6,PHI,13,63,4.8,0,3,3,20,0,1,1,10.3,null,away,grass,2015,28
9369,Justin Forsett,BAL,6,SF,17,62,3.6,0,8,7,39,0,0,0,17.1,3000,away,grass,2015,32
10949,CJ Spiller,NO,6,ATL,3,10,3.3,0,5,4,17,0,0,0,6.7,null,home,turf,2015,30
11220,Dexter McCluster,TEN,6,MIA,5,23,4.6,0,4,3,19,1,0,0,13.2,3000,home,grass,2015,31
11256,Ryan Mathews,PHI,6,NYG,9,40,4.4,0,1,1,6,0,0,0,5.6,4800,home,grass,2015,24
11413,Toby Gerhart,JAX,6,HOU,9,26,2.9,0,4,3,23,0,0,0,7.9,3000,home,grass,2015,7
11737,Cedric Peerman,CIN,6,BUF,0,0,0.0,0,0,0,0,0,0,0,0.0,8500,away,turf,2015,10
11792,Arian Foster,HOU,6,JAX,18,53,2.9,0,6,5,59,1,1,0,22.2,3000,away,grass,2015,27
11932,LeSean McCoy,BUF,6,CIN,17,90,5.3,1,4,2,4,0,0,0,17.4,5300,home,turf,2015,15
11969,Darrel Young,WAS,6,NYJ,0,0,0.0,0,1,1,8,0,0,0,1.8,3000,away,turf,2015,5
12239,Chris Ivory,NYJ,6,WAS,20,146,7.3,1,3,3,50,0,0,0,31.6,6300,home,turf,2015,20
12285,Anthony Dixon,BUF,6,CIN,0,0,0.0,0,0,0,0,0,0,0,0.0,6000,home,turf,2015,15
12296,LeGarrette Blount,NE,6,IND,16,93,5.8,1,1,1,11,1,0,0,23.4,3300,away,turf,2015,18
12317,Danny Woodhead,LAC,6,GB,7,8,1.1,0,7,5,63,0,0,0,12.1,3000,away,grass,2015,13
12386,Marshawn Lynch,SEA,6,CAR,17,54,3.2,1,3,1,0,0,0,0,12.4,6700,home,turf,2015,19
12506,James Starks,GB,6,LAC,10,112,11.2,1,2,1,5,1,0,0,27.7,3000,home,grass,2015,26
12649,Will Tukuafu,SEA,6,CAR,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,turf,2015,19
12708,Dion Lewis,NE,6,IND,4,21,5.2,0,6,3,18,0,0,0,6.9,null,away,turf,2015,18
12780,Shane Vereen,NYG,6,PHI,4,0,0.0,0,4,1,6,0,0,0,1.6,3300,away,grass,2015,28
12787,Nick Bellore,SF,6,BAL,0,0,0.0,0,0,0,0,0,0,0,0.0,5300,home,grass,2015,6
12800,Bilal Powell,NYJ,6,WAS,4,-2,-0.5,0,1,1,1,0,0,0,0.9,3000,home,turf,2015,20
13102,Jordan Todman,PIT,6,ARI,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,grass,2015,8
13124,DeMarco Murray,PHI,6,NYG,21,112,5.3,1,4,3,14,0,1,0,24.6,3000,home,grass,2015,24
13158,Shaun Draughn,CLE,6,DEN,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,grass,2015,14
13255,Matt Asiata,MIN,6,KC,5,27,5.4,0,1,1,8,0,0,0,4.5,3000,home,turf,2015,3
13337,Mark Ingram,NO,6,ATL,20,46,2.3,2,3,3,10,0,0,0,20.6,3000,home,turf,2015,30
13418,Anthony Sherman,KC,6,MIN,1,0,0.0,0,1,1,13,0,0,0,2.3,3000,away,turf,2015,9
13446,Bruce Miller,SF,6,BAL,0,0,0.0,0,3,3,89,0,0,0,11.9,3300,home,grass,2015,6
13735,Chris Polk,HOU,6,JAX,8,37,4.6,0,2,1,2,0,0,0,4.9,3000,away,grass,2015,27
13741,Brandon Bolden,NE,6,IND,0,0,0.0,0,0,0,0,0,0,0,0.0,6100,away,turf,2015,18
13791,Lamar Miller,MIA,6,TEN,19,113,5.9,1,3,2,5,0,0,0,22.8,3000,away,grass,2015,4
14046,Ronnie Hillman,DEN,6,CLE,20,111,5.6,0,5,3,4,0,0,0,17.5,4100,away,grass,2015,16
14269,Alfred Morris,WAS,6,NYJ,11,21,1.9,0,1,1,11,0,0,0,4.2,3300,away,turf,2015,5
14533,Robert Turbin,CLE,6,DEN,10,27,2.7,0,1,0,0,0,0,0,2.7,3000,home,grass,2015,14
14620,Will Johnson,PIT,6,ARI,0,0,0.0,0,0,0,0,0,0,0,0.0,3500,home,grass,2015,8
14719,Jonathan Grimes,HOU,6,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,4200,away,grass,2015,27
14786,Patrick DiMarco,ATL,6,NO,0,0,0.0,0,3,2,18,0,0,0,3.8,3900,away,turf,2015,29
14788,Dan Herron,BUF,6,CIN,0,0,0.0,0,2,2,17,0,0,0,3.7,3000,home,turf,2015,15
14891,Tommy Bohanon,NYJ,6,WAS,0,0,0.0,0,0,0,0,0,0,0,0.0,null,home,turf,2015,20
14901,Kyle Juszczyk,BAL,6,SF,0,0,0.0,0,2,2,22,0,0,0,4.2,3000,away,grass,2015,32
14916,Giovani Bernard,CIN,6,BUF,8,50,6.2,1,2,1,23,0,0,0,14.3,3000,away,turf,2015,10
14917,Rex Burkhead,CIN,6,BUF,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,turf,2015,10
14967,Le'Veon Bell,PIT,6,ARI,24,88,3.7,0,0,0,0,0,0,0,8.8,3100,home,grass,2015,8
15018,Denard Robinson,JAX,6,HOU,7,19,2.7,0,3,3,19,0,0,0,6.8,3000,home,grass,2015,7
15020,CJ Anderson,DEN,6,CLE,13,41,3.2,0,4,4,25,0,0,0,10.6,6300,away,grass,2015,16
15045,Knile Davis,KC,6,MIN,5,13,2.6,0,1,1,12,0,0,0,3.5,3600,away,turf,2015,9
15102,Chris Thompson,WAS,6,NYJ,5,12,2.4,0,10,6,26,0,0,0,9.8,3700,away,turf,2015,5
15126,Theo Riddick,DET,6,CHI,7,28,4.0,0,6,3,50,0,0,0,10.8,3500,home,turf,2015,22
15138,Eddie Lacy,GB,6,LAC,4,3,0.8,0,2,2,17,0,1,0,4.0,4900,home,grass,2015,26
15185,Kenjon Barner,PHI,6,NYG,0,0,0.0,0,0,0,0,0,0,0,0.0,null,home,grass,2015,24
15191,Austin Johnson,NO,6,ATL,0,0,0.0,0,0,0,0,0,0,0,0.0,null,home,turf,2015,30
15221,Zac Stacy,NYJ,6,WAS,13,46,3.5,0,2,2,15,0,0,0,8.1,4300,home,turf,2015,20
15224,Andre Ellington,ARI,6,PIT,1,7,7.0,0,2,2,47,0,0,0,7.4,4900,away,grass,2015,2
15230,Stepfan Taylor,ARI,6,PIT,0,0,0.0,0,0,0,0,0,0,0,0.0,4400,away,grass,2015,2
15261,Spencer Ware,KC,6,MIN,0,0,0.0,0,0,0,0,0,0,0,0.0,4100,away,turf,2015,9
15555,Zach Line,MIN,6,KC,0,0,0.0,0,1,1,3,0,0,0,1.3,4200,home,turf,2015,3
15565,Jonas Gray,MIA,6,TEN,7,24,3.4,0,1,1,12,0,0,0,4.6,4600,away,grass,2015,4
15616,Fozzy Whittaker,CAR,6,SEA,1,2,2.0,0,2,2,21,0,0,0,4.3,4300,away,turf,2015,1
15645,Khiry Robinson,NO,6,ATL,7,23,3.3,0,2,2,24,0,0,0,6.7,3400,home,turf,2015,30
16008,Orleans Darkwa,NYG,6,PHI,0,0,0.0,0,0,0,0,0,0,0,0.0,4000,away,grass,2015,28
16031,Damien Williams,MIA,6,TEN,2,5,2.5,0,0,0,0,0,1,0,0.5,3000,away,grass,2015,4
16056,James White,NE,6,IND,0,0,0.0,0,1,0,0,0,0,0,0.0,3000,away,turf,2015,18
16112,Jeremy Hill,CIN,6,BUF,16,56,3.5,0,1,1,13,1,0,0,13.9,3000,away,turf,2015,10
16120,Nikita Whitlock,NYG,6,PHI,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,grass,2015,28
16127,Isaiah Crowell,CLE,6,DEN,11,32,2.9,0,2,2,9,0,0,0,6.1,5700,home,grass,2015,14
16144,Dri Archer,PIT,6,ARI,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,grass,2015,8
16163,Antonio Andrews,TEN,6,MIA,9,23,2.6,0,1,1,2,0,0,0,3.5,3000,home,grass,2015,31
16178,Bishop Sankey,TEN,6,MIA,3,13,4.3,0,3,1,7,0,0,0,3.0,3200,home,grass,2015,31
16189,Alfred Blue,HOU,6,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,grass,2015,27
16210,Jay Prosch,HOU,6,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,grass,2015,27
16240,Zurlon Tipton,IND,6,NE,0,0,0.0,0,0,0,0,0,0,0,0.0,null,home,turf,2015,12
16273,Kapri Bibbs,DEN,6,CLE,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,grass,2015,16
16307,Charcandrick West,KC,6,MIN,9,33,3.7,0,2,1,6,0,1,1,3.9,3000,away,turf,2015,9
16345,Branden Oliver,LAC,6,GB,7,23,3.3,0,4,4,40,0,0,0,10.3,3800,away,grass,2015,13
16402,Andre Williams,NYG,6,PHI,5,6,1.2,0,0,0,0,0,0,0,0.6,3200,away,grass,2015,28
16427,Ka'Deem Carey,CHI,6,DET,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,turf,2015,17
16510,Jerick McKinnon,MIN,6,KC,1,2,2.0,0,0,0,0,0,0,0,0.2,3000,home,turf,2015,3
16524,Devonta Freeman,ATL,6,NO,13,100,7.7,1,10,8,56,1,0,0,38.6,3000,away,turf,2015,29
16534,Roosevelt Nix,PIT,6,ARI,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,grass,2015,8
16668,Carlos Hyde,SF,6,BAL,21,55,2.6,0,2,2,5,0,0,0,8.0,null,home,grass,2015,6
16776,Melvin Gordon,LAC,6,GB,7,29,4.1,0,0,0,0,0,2,1,1.9,null,away,grass,2015,13
16815,Ameer Abdullah,DET,6,CHI,14,48,3.4,0,4,3,21,0,1,0,9.9,7100,home,turf,2015,22
16834,Tevin Coleman,ATL,6,NO,4,40,10.0,0,0,0,0,0,1,1,3.0,3500,away,turf,2015,29
16838,Duke Johnson,CLE,6,DEN,9,38,4.2,0,4,3,18,0,0,0,8.6,3000,home,grass,2015,14
16847,David Johnson,ARI,6,PIT,3,9,3.0,0,1,1,8,0,1,0,2.7,7600,away,grass,2015,2
16855,Ty Montgomery,GB,6,LAC,1,4,4.0,0,2,2,11,0,0,0,3.5,3900,home,grass,2015,26
16867,Jeremy Langford,CHI,6,DET,5,10,2.0,1,2,1,17,0,0,0,9.7,3000,away,turf,2015,17
16869,Jalston Fowler,TEN,6,MIA,0,0,0.0,0,0,0,0,0,0,0,0.0,4900,home,grass,2015,31
16886,Javorius Allen,BAL,6,SF,4,13,3.2,0,3,1,8,0,0,0,3.1,3800,away,grass,2015,32
16887,Mike Davis,SF,6,BAL,1,0,0.0,0,0,0,0,0,0,0,0.0,4600,home,grass,2015,6
16928,Michael Burton,DET,6,CHI,0,0,0.0,0,0,0,0,0,0,0,0.0,4000,home,turf,2015,22
16955,Malcolm Johnson,CLE,6,DEN,0,0,0.0,0,1,1,0,0,0,0,1.0,3000,home,grass,2015,14
16966,Aaron Ripkowski,GB,6,LAC,0,0,0.0,0,0,0,0,0,0,0,0.0,4300,home,grass,2015,26
16989,Marcus Murphy,NO,6,ATL,0,0,0.0,0,0,0,0,0,0,0,0.0,6400,home,turf,2015,30
17016,Terrence Magee,BAL,6,SF,0,0,0.0,0,0,0,0,0,0,0,0.0,3800,away,grass,2015,32
17023,Zach Zenner,DET,6,CHI,3,15,5.0,0,0,0,0,0,0,0,1.5,null,home,turf,2015,22
17050,Thomas Rawls,SEA,6,CAR,1,8,8.0,0,0,0,0,0,0,0,0.8,3000,home,turf,2015,19
17089,Terron Ward,ATL,6,NO,0,0,0.0,0,1,1,7,0,0,0,1.7,3500,away,turf,2015,29
17197,Corey Grant,JAX,6,HOU,1,1,1.0,0,0,0,0,0,0,0,0.1,3000,home,grass,2015,7
17254,Jarryd Hayne,SF,6,BAL,0,0,0.0,0,0,0,0,0,1,0,0.0,null,home,grass,2015,6
733,Jerome Felton,BUF,7,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,grass,2015,27
2220,Ahmad Bradshaw,IND,7,NO,1,5,5.0,0,2,1,8,0,0,0,2.3,7000,home,turf,2015,29
3382,Marcel Reece,OAK,7,LAC,0,0,0.0,0,3,3,15,0,0,0,4.5,5400,away,grass,2015,26
4640,Reggie Bush,SF,7,SEA,4,21,5.2,0,5,3,13,0,0,0,6.4,3000,home,grass,2015,1
4738,Mike Tolbert,CAR,7,PHI,3,16,5.3,1,1,1,2,1,0,0,14.8,5100,home,grass,2015,28
4807,Adrian Peterson,MIN,7,DET,19,98,5.2,0,3,3,12,0,0,0,14.0,null,away,turf,2015,17
5451,Jonathan Stewart,CAR,7,PHI,24,125,5.2,0,1,0,0,0,0,0,15.5,4400,home,grass,2015,28
5701,Fred Jackson,SEA,7,SF,1,2,2.0,0,4,4,33,0,0,0,7.5,4700,away,grass,2015,32
5820,Frank Gore,IND,7,NO,9,43,4.8,0,8,5,32,0,0,0,12.5,3400,home,turf,2015,29
6198,Darren Sproles,PHI,7,CAR,3,9,3.0,0,10,5,31,0,0,0,9.0,6900,away,grass,2015,19
6828,Chris Johnson,ARI,7,BAL,18,122,6.8,1,0,0,0,0,0,0,21.2,3300,home,grass,2015,6
7580,DeAngelo Williams,PIT,7,KC,4,9,2.2,0,2,1,8,0,0,0,2.7,3000,away,grass,2015,3
8066,Darren McFadden,DAL,7,NYG,29,152,5.2,1,2,2,10,0,0,0,27.2,5800,away,turf,2015,24
8604,Donald Brown,LAC,7,OAK,0,0,0.0,0,0,0,0,0,0,0,0.0,null,away,grass,2015,21
8649,Rashad Jennings,NYG,7,DAL,5,19,3.8,0,0,0,0,0,0,0,1.9,4200,home,turf,2015,25
9369,Justin Forsett,BAL,7,ARI,12,36,3.0,1,4,3,8,0,0,0,13.4,3500,away,grass,2015,8
10949,CJ Spiller,NO,7,IND,4,16,4.0,0,6,6,32,0,0,0,10.8,3000,away,turf,2015,18
11220,Dexter McCluster,TEN,7,ATL,5,20,4.0,0,8,6,48,0,0,0,12.8,6000,home,grass,2015,30
11256,Ryan Mathews,PHI,7,CAR,6,97,16.2,1,3,3,24,0,0,0,21.1,3000,away,grass,2015,19
11413,Toby Gerhart,JAX,7,BUF,6,8,1.3,0,0,0,0,0,0,0,0.8,3000,home,grass,2015,10
11792,Arian Foster,HOU,7,MIA,18,59,3.3,1,7,5,66,1,0,0,29.5,3000,away,grass,2015,31
11932,LeSean McCoy,BUF,7,JAX,18,68,3.8,0,4,2,36,0,1,1,13.4,6000,away,grass,2015,27
11969,Darrel Young,WAS,7,TB,1,1,1.0,0,0,0,0,0,0,0,0.1,3000,home,grass,2015,11
12239,Chris Ivory,NYJ,7,NE,17,41,2.4,0,2,2,12,1,0,0,13.3,3000,away,turf,2015,12
12285,Anthony Dixon,BUF,7,JAX,0,0,0.0,0,0,0,0,0,0,0,0.0,2500,away,grass,2015,27
12296,LeGarrette Blount,NE,7,NYJ,3,-3,-1.0,0,0,0,0,0,0,0,-0.3,null,home,turf,2015,5
12317,Danny Woodhead,LAC,7,OAK,5,26,5.2,0,12,11,75,2,0,0,33.1,3000,away,grass,2015,21
12323,Joique Bell,DET,7,MIN,3,21,7.0,0,2,2,14,0,0,0,5.5,3000,home,turf,2015,9
12386,Marshawn Lynch,SEA,7,SF,27,122,4.5,1,0,0,0,0,0,0,21.2,4300,away,grass,2015,32
12649,Will Tukuafu,SEA,7,SF,0,0,0.0,0,0,0,0,0,0,0,0.0,null,away,grass,2015,32
12780,Shane Vereen,NYG,7,DAL,4,56,14.0,0,3,1,6,0,0,0,7.2,null,home,turf,2015,25
12787,Nick Bellore,SF,7,SEA,0,0,0.0,0,0,0,0,0,0,0,0.0,4600,home,grass,2015,1
13063,Taiwan Jones,OAK,7,LAC,3,35,11.7,0,3,2,17,0,0,0,7.2,3600,away,grass,2015,26
13102,Jordan Todman,PIT,7,KC,0,0,0.0,0,0,0,0,0,0,0,0.0,null,away,grass,2015,3
13124,DeMarco Murray,PHI,7,CAR,18,65,3.6,0,4,2,5,0,0,0,9.0,null,away,grass,2015,19
13163,Roy Helu,OAK,7,LAC,4,3,0.8,0,0,0,0,0,0,0,0.3,3000,away,grass,2015,26
13255,Matt Asiata,MIN,7,DET,0,0,0.0,0,2,2,5,0,0,0,2.5,3000,away,turf,2015,17
13337,Mark Ingram,NO,7,IND,14,143,10.2,1,2,2,5,0,1,0,25.8,3000,away,turf,2015,18
13418,Anthony Sherman,KC,7,PIT,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,grass,2015,2
13446,Bruce Miller,SF,7,SEA,0,0,0.0,0,0,0,0,0,0,0,0.0,null,home,grass,2015,1
13527,Tyler Clutts,DAL,7,NYG,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,turf,2015,24
13735,Chris Polk,HOU,7,MIA,4,4,1.0,0,3,2,14,0,0,0,3.8,3600,away,grass,2015,31
13791,Lamar Miller,MIA,7,HOU,14,175,12.5,1,3,3,61,1,0,0,41.6,null,home,grass,2015,7
13852,Bobby Rainey,TB,7,WAS,0,0,0.0,0,1,1,4,0,0,0,1.4,3000,away,grass,2015,20
14269,Alfred Morris,WAS,7,TB,6,5,0.8,0,1,1,2,0,0,0,1.7,3500,home,grass,2015,11
14385,Doug Martin,TB,7,WAS,19,136,7.2,0,3,3,35,0,0,0,23.1,4600,away,grass,2015,20
14533,Robert Turbin,CLE,7,LAR,5,30,6.0,0,2,2,8,0,0,0,5.8,3000,away,grass,2015,23
14538,Jorvorskie Lane,TB,7,WAS,0,0,0.0,0,0,0,0,0,0,0,0.0,8500,away,grass,2015,20
14620,Will Johnson,PIT,7,KC,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,grass,2015,3
14687,Bernard Pierce,JAX,7,BUF,0,0,0.0,0,0,0,0,0,0,0,0.0,4500,home,grass,2015,10
14719,Jonathan Grimes,HOU,7,MIA,0,0,0.0,0,1,0,0,0,0,0,0.0,4500,away,grass,2015,31
14786,Patrick DiMarco,ATL,7,TEN,1,0,0.0,0,0,0,0,0,0,0,0.0,3300,away,grass,2015,4
14788,Dan Herron,BUF,7,JAX,2,9,4.5,0,1,1,3,0,0,0,2.2,3300,away,grass,2015,27
14789,Jamize Olawale,OAK,7,LAC,2,4,2.0,0,0,0,0,0,0,0,0.4,6300,away,grass,2015,26
14891,Tommy Bohanon,NYJ,7,NE,0,0,0.0,0,4,2,36,0,0,0,5.6,3000,away,turf,2015,12
14901,Kyle Juszczyk,BAL,7,ARI,0,0,0.0,0,5,4,15,1,0,0,11.5,3000,away,grass,2015,8
14967,Le'Veon Bell,PIT,7,KC,17,121,7.1,0,4,4,16,0,0,0,20.7,3100,away,grass,2015,3
15018,Denard Robinson,JAX,7,BUF,0,0,0.0,0,0,0,0,0,0,0,0.0,5000,home,grass,2015,10
15045,Knile Davis,KC,7,PIT,1,2,2.0,0,0,0,0,0,0,0,0.2,3000,home,grass,2015,2
15071,Latavius Murray,OAK,7,LAC,15,85,5.7,1,1,1,1,0,0,0,15.6,null,away,grass,2015,26
15085,Joseph Randle,DAL,7,NYG,2,24,12.0,0,0,0,0,0,0,0,2.4,3000,away,turf,2015,24
15126,Theo Riddick,DET,7,MIN,3,8,2.7,0,4,3,40,0,0,0,7.8,3000,home,turf,2015,9
15207,Benjamin Cunningham,LAR,7,CLE,4,11,2.8,0,2,2,13,0,0,0,4.4,3000,away,grass,2015,16
15221,Zac Stacy,NYJ,7,NE,7,19,2.7,0,1,1,11,0,0,0,4.0,3000,away,turf,2015,12
15224,Andre Ellington,ARI,7,BAL,5,21,4.2,0,4,3,28,0,0,0,7.9,3000,home,grass,2015,6
15230,Stepfan Taylor,ARI,7,BAL,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,grass,2015,6
15256,Christine Michael,DAL,7,NYG,5,18,3.6,0,1,1,2,0,0,0,3.0,3000,away,turf,2015,24
15261,Spencer Ware,KC,7,PIT,2,8,4.0,0,0,0,0,0,0,0,0.8,3000,home,grass,2015,2
15497,George Winn,DET,7,MIN,1,0,0.0,0,0,0,0,0,0,0,0.0,3900,home,turf,2015,9
15555,Zach Line,MIN,7,DET,2,2,1.0,0,1,1,49,0,0,0,6.1,5700,away,turf,2015,17
15565,Jonas Gray,MIA,7,HOU,12,48,4.0,0,1,1,10,0,0,0,6.8,3000,home,grass,2015,7
15596,Chase Reynolds,LAR,7,CLE,0,0,0.0,0,0,0,0,0,0,0,0.0,4200,away,grass,2015,16
15616,Fozzy Whittaker,CAR,7,PHI,0,0,0.0,0,1,0,0,0,0,0,0.0,3300,home,grass,2015,28
15645,Khiry Robinson,NO,7,IND,14,28,2.0,2,1,1,3,0,0,0,16.1,3000,away,turf,2015,18
16008,Orleans Darkwa,NYG,7,DAL,8,48,6.0,1,1,0,0,0,0,0,10.8,3400,home,turf,2015,25
16031,Damien Williams,MIA,7,HOU,4,19,4.8,0,2,2,10,0,1,1,3.9,3800,home,grass,2015,7
16056,James White,NE,7,NYJ,2,4,2.0,0,5,3,26,0,0,0,6.0,3800,home,turf,2015,5
16120,Nikita Whitlock,NYG,7,DAL,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,turf,2015,25
16127,Isaiah Crowell,CLE,7,LAR,8,9,1.1,0,0,0,0,0,0,0,0.9,3000,away,grass,2015,23
16144,Dri Archer,PIT,7,KC,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,grass,2015,3
16163,Antonio Andrews,TEN,7,ATL,10,57,5.7,0,0,0,0,0,0,0,5.7,4000,home,grass,2015,30
16178,Bishop Sankey,TEN,7,ATL,0,0,0.0,0,1,0,0,0,0,0,0.0,3000,home,grass,2015,30
16189,Alfred Blue,HOU,7,MIA,3,8,2.7,0,0,0,0,0,0,0,0.8,3000,away,grass,2015,31
16210,Jay Prosch,HOU,7,MIA,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,grass,2015,31
16240,Zurlon Tipton,IND,7,NO,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,turf,2015,29
16307,Charcandrick West,KC,7,PIT,22,110,5.0,1,5,2,19,0,0,0,23.9,7000,home,grass,2015,2
16345,Branden Oliver,LAC,7,OAK,9,35,3.9,0,7,6,39,0,0,0,13.4,4600,away,grass,2015,21
16402,Andre Williams,NYG,7,DAL,4,13,3.2,0,0,0,0,0,0,0,1.3,null,home,turf,2015,25
16510,Jerick McKinnon,MIN,7,DET,9,36,4.0,0,1,1,1,0,0,0,4.7,null,away,turf,2015,17
16524,Devonta Freeman,ATL,7,TEN,25,116,4.6,0,3,2,14,0,0,0,18.0,4600,away,grass,2015,4
16534,Roosevelt Nix,PIT,7,KC,0,0,0.0,0,0,0,0,0,0,0,0.0,4800,away,grass,2015,3
16609,Charles Sims,TB,7,WAS,10,49,4.9,0,3,2,17,0,1,1,7.6,4000,away,grass,2015,20
16636,Trey Watts,LAR,7,CLE,0,0,0.0,0,0,0,0,0,0,0,0.0,4000,away,grass,2015,16
16668,Carlos Hyde,SF,7,SEA,11,40,3.6,0,0,0,0,0,1,0,4.0,4500,home,grass,2015,1
16771,Todd Gurley,LAR,7,CLE,19,128,6.7,2,5,4,35,0,0,0,35.3,4200,away,grass,2015,16
16776,Melvin Gordon,LAC,7,OAK,7,29,4.1,0,0,0,0,0,0,0,2.9,3500,away,grass,2015,21
16797,TJ Yeldon,JAX,7,BUF,20,115,5.8,1,3,1,9,0,0,0,22.4,3600,home,grass,2015,10
16815,Ameer Abdullah,DET,7,MIN,8,43,5.4,0,0,0,0,0,0,0,4.3,3000,home,turf,2015,9
16834,Tevin Coleman,ATL,7,TEN,3,14,4.7,0,1,0,0,0,0,0,1.4,3000,away,grass,2015,4
16838,Duke Johnson,CLE,7,LAR,6,17,2.8,0,7,7,73,0,0,0,16.0,4300,away,grass,2015,23
16847,David Johnson,ARI,7,BAL,3,5,1.7,0,2,2,19,0,0,0,4.4,3000,home,grass,2015,6
16856,Matt Jones,WAS,7,TB,9,29,3.2,0,4,3,22,0,0,0,8.1,5300,home,grass,2015,11
16869,Jalston Fowler,TEN,7,ATL,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,grass,2015,30
16886,Javorius Allen,BAL,7,ARI,3,25,8.3,0,1,1,10,0,0,0,4.5,3000,away,grass,2015,8
16887,Mike Davis,SF,7,SEA,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,grass,2015,1
16928,Michael Burton,DET,7,MIN,1,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,turf,2015,9
16934,Cameron Artis-Payne,CAR,7,PHI,1,0,0.0,0,0,0,0,0,0,0,0.0,3000,home,grass,2015,28
16955,Malcolm Johnson,CLE,7,LAR,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,grass,2015,23
16989,Marcus Murphy,NO,7,IND,0,0,0.0,0,0,0,0,0,0,0,0.0,null,away,turf,2015,18
17050,Thomas Rawls,SEA,7,SF,6,32,5.3,0,2,2,9,0,0,0,6.1,3000,away,grass,2015,32
17089,Terron Ward,ATL,7,TEN,0,0,0.0,0,1,1,7,0,0,0,1.7,3000,away,grass,2015,4
17217,Raheem Mostert,BAL,7,ARI,0,0,0.0,0,0,0,0,0,0,0,0.0,4800,away,grass,2015,8
1589,John Kuhn,GB,8,DEN,0,0,0.0,0,0,0,0,0,0,0,0.0,3200,away,grass,2015,14
2220,Ahmad Bradshaw,IND,8,CAR,7,31,4.4,0,1,0,0,0,0,0,3.1,3000,away,grass,2015,19
2699,Matt Forte,CHI,8,MIN,10,41,4.1,0,4,4,28,0,0,0,10.9,3000,home,grass,2015,9
3382,Marcel Reece,OAK,8,NYJ,0,0,0.0,0,3,3,26,0,0,0,5.6,3000,home,grass,2015,5
4640,Reggie Bush,SF,8,LAR,0,0,0.0,0,1,0,0,0,0,0,0.0,3000,away,grass,2015,23
4738,Mike Tolbert,CAR,8,IND,0,0,0.0,0,1,1,40,0,0,0,5.0,3000,home,grass,2015,18
4807,Adrian Peterson,MIN,8,CHI,20,103,5.2,0,2,2,6,0,0,0,15.9,null,away,grass,2015,22
5451,Jonathan Stewart,CAR,8,IND,24,82,3.4,1,2,1,1,0,1,1,14.3,3000,home,grass,2015,18
5701,Fred Jackson,SEA,8,DAL,0,0,0.0,0,1,1,9,0,0,0,1.9,3500,away,turf,2015,25
5820,Frank Gore,IND,8,CAR,22,70,3.2,0,3,3,22,0,1,0,12.2,3000,away,grass,2015,19
6828,Chris Johnson,ARI,8,CLE,30,109,3.6,0,1,0,0,0,2,2,11.9,7600,away,grass,2015,16
7580,DeAngelo Williams,PIT,8,CIN,9,71,7.9,0,4,4,39,0,0,0,15.0,4000,home,grass,2015,15
8066,Darren McFadden,DAL,8,SEA,20,64,3.2,0,8,6,49,0,1,0,17.3,3000,home,turf,2015,1
8649,Rashad Jennings,NYG,8,NO,10,54,5.4,0,3,2,31,0,0,0,10.5,4900,away,turf,2015,29
9369,Justin Forsett,BAL,8,LAC,17,69,4.1,0,1,1,5,0,0,0,8.4,3800,home,grass,2015,26
10949,CJ Spiller,NO,8,NYG,4,21,5.2,0,4,2,15,1,0,0,11.6,4300,home,turf,2015,24
11220,Dexter McCluster,TEN,8,HOU,3,15,5.0,0,6,4,23,0,0,0,7.8,3200,away,turf,2015,7
11439,Antone Smith,CHI,8,MIN,0,0,0.0,0,0,0,0,0,0,0,0.0,3100,home,grass,2015,9
11737,Cedric Peerman,CIN,8,PIT,0,0,0.0,0,0,0,0,0,0,0,0.0,3000,away,grass,2015,2
