Rank,PlayerID,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
23,8066,Darren McFadden,DAL,RB,15,NYJ,16,100,6.2,0,3,2,13,0,0,0,16.3,16.3
25,5451,Jonathan Stewart,CAR,RB,14,ATL,10,75,7.5,1,1,1,14,0,0,0,15.9,15.9
25,16771,Todd Gurley,LAR,RB,15,TB,21,48,2.3,1,2,2,31,0,0,0,15.9,15.9
25,16815,Ameer Abdullah,DET,RB,15,NO,9,77,8.6,1,2,2,12,0,1,1,15.9,15.9
28,15018,Denard Robinson,JAX,RB,14,IND,14,75,5.4,1,2,1,12,0,0,0,15.7,15.7
29,14385,Doug Martin,TB,RB,14,NO,11,81,7.4,1,3,1,5,0,0,0,15.6,15.6
30,11932,LeSean McCoy,BUF,RB,14,PHI,20,74,3.7,0,7,4,35,0,0,0,14.9,14.9
31,12239,Chris Ivory,NYJ,RB,14,TEN,22,101,4.6,0,2,1,6,0,0,0,14.7,14.7
32,4807,Adrian Peterson,MIN,RB,14,ARI,23,69,3,1,1,1,17,0,1,1,14.6,14.6
33,16112,Jeremy Hill,CIN,RB,15,SF,19,31,1.6,2,1,0,0,0,1,1,14.1,14.1
33,8066,Darren McFadden,DAL,RB,14,GB,9,111,12.3,0,2,0,0,0,0,0,14.1,14.1
35,16056,James White,NE,RB,14,HOU,1,2,2,1,6,4,38,0,0,0,14,14
36,14901,Kyle Juszczyk,BAL,FB,15,KC,0,0,0,0,6,5,26,1,0,0,13.6,13.6
37,16838,Duke Johnson,CLE,RB,15,SEA,4,46,11.5,0,5,5,39,0,1,0,13.5,13.5
38,16609,Charles Sims,TB,RB,14,NO,5,10,2,0,8,6,64,0,0,0,13.4,13.4
39,15126,Theo Riddick,DET,RB,14,LAR,3,18,6,0,11,7,44,0,0,0,13.2,13.2
40,14046,Ronnie Hillman,DEN,RB,14,OAK,12,20,1.7,0,9,7,41,0,1,0,13.1,13.1
41,16189,Alfred Blue,HOU,RB,15,IND,20,107,5.4,0,0,0,0,0,1,1,12.7,12.7
42,6198,Darren Sproles,PHI,RB,14,BUF,7,41,5.9,1,3,2,4,0,0,0,12.5,12.5
43,8604,Donald Brown,LAC,RB,15,MIA,12,90,7.5,0,3,2,14,0,0,0,12.4,12.4
44,2699,Matt Forte,CHI,RB,14,WAS,10,45,4.5,1,2,1,8,0,0,0,12.3,12.3
45,8649,Rashad Jennings,NYG,RB,14,MIA,22,81,3.7,0,2,2,21,0,0,0,12.2,12.2
46,16163,Antonio Andrews,TEN,RB,15,NE,14,45,3.2,0,6,5,25,0,0,0,12,12
47,2262,Tim Hightower,NO,RB,15,DET,13,54,4.2,0,4,3,31,0,0,0,11.5,11.5
48,16934,Cameron Artis-Payne,CAR,RB,15,NYG,14,59,4.2,0,2,2,34,0,0,0,11.3,11.3
49,16909,Jay Ajayi,MIA,RB,15,LAC,6,27,4.5,1,3,1,15,0,0,0,11.2,11.2
49,15467,Kendall Gaskins,SF,FB,15,CIN,2,0,0,0,7,6,52,0,0,0,11.2,11.2
51,14533,Robert Turbin,DAL,RB,14,GB,7,51,7.3,1,0,0,0,0,0,0,11.1,11.1
52,11220,Dexter McCluster,TEN,RB,14,NYJ,4,12,3,0,5,4,38,0,0,0,11,11
53,14385,Doug Martin,TB,RB,15,LAR,18,91,5.1,0,2,1,6,0,0,0,10.7,10.7
54,16856,Matt Jones,WAS,RB,14,CHI,18,62,3.4,0,3,2,24,0,1,0,10.6,10.6
55,16776,Melvin Gordon,LAC,RB,14,KC,14,35,2.5,0,4,4,28,0,0,0,10.3,10.3
56,16609,Charles Sims,TB,RB,15,LAR,7,50,7.1,0,3,3,22,0,0,0,10.2,10.2
57,14872,Mike Gillislee,BUF,RB,14,PHI,3,24,8,1,1,1,6,0,0,0,10,10
58,15616,Fozzy Whittaker,CAR,RB,14,ATL,8,34,4.2,1,1,1,-6,0,0,0,9.8,9.8
58,16886,Javorius Allen,BAL,RB,14,SEA,8,14,1.8,0,9,5,44,0,1,1,9.8,9.8
60,14916,Giovani Bernard,CIN,RB,14,PIT,6,40,6.7,0,5,3,27,0,0,0,9.7,9.7
60,16240,Zurlon Tipton,IND,RB,14,JAX,1,7,7,0,5,4,50,0,0,0,9.7,9.7
62,12323,Joique Bell,DET,RB,14,LAR,7,50,7.1,0,2,2,25,0,0,0,9.5,9.5
63,16838,Duke Johnson,CLE,RB,14,SF,13,78,6,0,3,1,6,0,0,0,9.4,9.4
63,16867,Jeremy Langford,CHI,RB,14,WAS,11,37,3.4,0,7,3,27,0,0,0,9.4,9.4
65,14916,Giovani Bernard,CIN,RB,15,SF,14,33,2.4,0,4,4,18,0,0,0,9.1,9.1
66,15071,Latavius Murray,OAK,RB,15,GB,21,78,3.7,0,2,1,2,0,0,0,9,9
66,16928,Michael Burton,DET,FB,15,NO,0,0,0,0,2,2,10,1,0,0,9,9
68,14269,Alfred Morris,WAS,RB,14,CHI,11,24,2.2,1,1,0,0,0,0,0,8.4,8.4
68,14269,Alfred Morris,WAS,RB,15,BUF,14,84,6,0,0,0,0,0,0,0,8.4,8.4
68,15256,Christine Michael,SEA,RB,15,CLE,16,84,5.2,0,0,0,0,0,0,0,8.4,8.4
71,13446,Bruce Miller,SF,FB,15,CIN,2,3,1.5,1,1,1,10,0,0,0,8.3,8.3
72,14719,Jonathan Grimes,HOU,RB,14,NE,7,53,7.6,0,2,2,9,0,0,0,8.2,8.2
72,16524,Devonta Freeman,ATL,RB,14,CAR,12,40,3.3,0,5,3,22,0,1,1,8.2,8.2
74,16163,Antonio Andrews,TEN,RB,14,NYJ,4,8,2,0,2,1,6,0,0,0,8,8.04
75,15555,Zach Line,MIN,FB,15,CHI,1,3,3,0,2,1,4,1,0,0,7.7,7.7
76,14352,Travaris Cadet,SF,RB,15,CIN,2,4,2,0,6,4,32,0,0,0,7.6,7.6
77,14917,Rex Burkhead,CIN,RB,14,PIT,0,0,0,0,1,1,5,1,0,0,7.5,7.5
78,13741,Brandon Bolden,NE,RB,15,TEN,10,36,3.6,0,3,2,18,0,0,0,7.4,7.4
79,16797,TJ Yeldon,JAX,RB,14,IND,11,62,5.6,0,1,1,1,0,0,0,7.3,7.3
80,1589,John Kuhn,GB,FB,15,OAK,3,12,4,1,1,0,0,0,0,0,7.2,7.2
81,13158,Shaun Draughn,SF,RB,14,CLE,11,43,3.9,0,3,2,8,0,0,0,7.1,7.1
82,5820,Frank Gore,IND,RB,14,JAX,16,60,3.8,0,5,1,-1,0,0,0,6.9,6.9
82,5820,Frank Gore,IND,RB,15,HOU,16,44,2.8,0,2,1,15,0,0,0,6.9,6.9
82,16287,Juwan Thompson,DEN,RB,14,OAK,5,8,1.6,0,6,4,21,0,0,0,6.9,6.9
85,13735,Chris Polk,HOU,RB,14,NE,11,34,3.1,0,2,2,14,0,0,0,6.8,6.8
86,16867,Jeremy Langford,CHI,RB,15,MIN,11,46,4.2,0,3,1,11,0,0,0,6.7,6.7
86,3382,Marcel Reece,OAK,FB,15,GB,0,0,0,0,3,3,37,0,0,0,6.7,6.7
88,16142,Terrance West,BAL,RB,15,KC,7,35,5,0,2,2,11,0,0,0,6.6,6.6
89,16815,Ameer Abdullah,DET,RB,14,LAR,7,23,3.3,0,2,2,21,0,0,0,6.4,6.4
90,4807,Adrian Peterson,MIN,RB,15,CHI,18,63,3.5,0,0,0,0,0,0,0,6.3,6.3
91,11256,Ryan Mathews,PHI,RB,14,BUF,13,38,2.9,0,2,2,4,0,0,0,6.2,6.2
92,11256,Ryan Mathews,PHI,RB,15,ARI,11,58,5.3,0,2,1,3,0,1,1,6.1,6.1
93,16127,Isaiah Crowell,CLE,RB,15,SEA,9,23,2.6,0,3,3,7,0,0,0,6,6
94,16776,Melvin Gordon,LAC,RB,15,MIA,15,41,2.7,0,1,1,6,0,0,0,5.7,5.7
94,13124,DeMarco Murray,PHI,RB,14,BUF,11,34,3.1,0,2,2,3,0,0,0,5.7,5.7
96,15010,Kerwynn Williams,ARI,RB,15,PHI,6,34,5.7,0,1,1,12,0,0,0,5.6,5.6
96,12506,James Starks,GB,RB,15,OAK,9,51,5.7,0,1,1,5,0,1,1,5.6,5.6
98,6198,Darren Sproles,PHI,RB,15,ARI,6,9,1.5,0,4,3,16,0,0,0,5.5,5.5
99,16307,Charcandrick West,KC,RB,14,LAC,10,54,5.4,0,1,0,0,0,0,0,5.4,5.4
99,14352,Travaris Cadet,SF,RB,14,CLE,2,6,3,0,2,2,28,0,0,0,5.4,5.4
99,17199,Akeem Hunt,HOU,RB,15,IND,5,26,5.2,0,2,2,8,0,0,0,5.4,5.4
102,12296,LeGarrette Blount,NE,RB,14,HOU,10,53,5.3,0,0,0,0,0,0,0,5.3,5.3
102,16178,Bishop Sankey,TEN,RB,15,NE,0,0,0,0,3,3,23,0,0,0,5.3,5.3
104,15261,Spencer Ware,KC,RB,14,LAC,8,52,6.5,0,0,0,0,0,0,0,5.2,5.2
104,12239,Chris Ivory,NYJ,RB,15,DAL,13,37,2.8,0,2,1,5,0,0,0,5.2,5.2
104,13158,Shaun Draughn,SF,RB,15,CIN,9,38,4.2,0,2,1,4,0,0,0,5.2,5.2
107,13741,Brandon Bolden,NE,RB,14,HOU,16,51,3.2,0,0,0,0,0,0,0,5.1,5.1
107,16990,Joey Iosefa,NE,RB,15,TEN,14,51,3.6,0,0,0,0,0,0,0,5.1,5.1
109,13255,Matt Asiata,MIN,RB,14,ARI,0,0,0,0,2,2,30,0,0,0,5,5
109,4738,Mike Tolbert,CAR,FB,14,ATL,6,17,2.8,0,2,2,13,0,0,0,5,5
109,15126,Theo Riddick,DET,RB,15,NO,2,3,1.5,0,2,2,27,0,0,0,5,5
112,11932,LeSean McCoy,BUF,RB,15,WAS,10,29,2.9,0,1,1,8,0,0,0,4.7,4.7
113,16856,Matt Jones,WAS,RB,15,BUF,10,28,2.8,0,3,1,8,0,0,0,4.6,4.6
114,17050,Thomas Rawls,SEA,RB,14,BAL,6,44,7.3,0,0,0,0,0,0,0,4.4,4.4
114,13255,Matt Asiata,MIN,RB,15,CHI,5,28,5.6,0,2,1,6,0,0,0,4.4,4.4
114,16112,Jeremy Hill,CIN,RB,14,PIT,7,16,2.3,0,2,2,8,0,0,0,4.4,4.4
114,13791,Lamar Miller,MIA,RB,15,LAC,9,12,1.3,0,2,2,12,0,0,0,4.4,4.4
118,13719,Bryce Brown,SEA,RB,15,CLE,9,43,4.8,0,1,0,0,0,0,0,4.3,4.3
118,12317,Danny Woodhead,LAC,RB,14,KC,3,5,1.7,0,6,3,8,0,0,0,4.3,4.3
120,16915,Karlos Williams,BUF,RB,15,WAS,4,41,10.2,0,1,0,0,0,0,0,4.1,4.1
120,14788,Dan Herron,IND,RB,14,JAX,4,16,4,0,2,2,5,0,0,0,4.1,4.1
122,10949,CJ Spiller,NO,RB,14,TB,3,2,0.7,0,3,3,7,0,0,0,3.9,3.9
123,14046,Ronnie Hillman,DEN,RB,15,PIT,14,48,3.4,0,0,0,0,0,1,1,3.8,3.8
123,16427,Ka'Deem Carey,CHI,RB,15,MIN,0,0,0,0,2,2,18,0,0,0,3.8,3.8
123,10949,CJ Spiller,NO,RB,15,DET,2,2,1,0,5,2,16,0,0,0,3.8,3.8
126,5701,Fred Jackson,SEA,RB,15,CLE,0,0,0,0,3,2,17,0,0,0,3.7,3.7
127,15616,Fozzy Whittaker,CAR,RB,15,NYG,2,2,1,0,2,2,14,0,0,0,3.6,3.6
128,14786,Patrick DiMarco,ATL,FB,14,CAR,0,0,0,0,3,2,15,0,0,0,3.5,3.5
129,15555,Zach Line,MIN,FB,14,ARI,0,0,0,0,1,1,24,0,0,0,3.4,3.4
130,5701,Fred Jackson,SEA,RB,14,BAL,7,15,2.1,0,4,1,8,0,0,0,3.3,3.3
131,15207,Benjamin Cunningham,LAR,RB,14,DET,3,14,4.7,0,1,1,8,0,0,0,3.2,3.2
131,12985,DuJuan Harris,SEA,RB,14,BAL,18,42,2.3,0,0,0,0,0,1,1,3.2,3.2
131,16031,Damien Williams,MIA,RB,15,LAC,1,1,1,0,2,2,11,0,0,0,3.2,3.2
134,16031,Damien Williams,MIA,RB,14,NYG,0,0,0,0,3,2,11,0,1,0,3.1,3.1
135,15020,CJ Anderson,DEN,RB,15,PIT,4,14,3.5,0,3,1,6,0,0,0,3,3
136,16626,Tre Mason,LAR,RB,14,DET,4,7,1.8,0,2,2,1,0,0,0,2.8,2.8
137,15071,Latavius Murray,OAK,RB,14,DEN,16,27,1.7,0,1,0,0,0,0,0,2.7,2.7
138,1589,John Kuhn,GB,FB,14,DAL,1,2,2,0,2,1,14,0,0,0,2.6,2.6
138,16008,Orleans Darkwa,NYG,RB,14,MIA,2,10,5,0,1,1,6,0,0,0,2.6,2.6
140,12774,Stevan Ridley,NYJ,RB,14,TEN,6,23,3.8,0,0,0,0,0,0,0,2.3,2.3
140,16834,Tevin Coleman,ATL,RB,15,JAX,4,23,5.8,0,0,0,0,0,0,0,2.3,2.3
140,15138,Eddie Lacy,GB,RB,15,OAK,11,23,2.1,0,0,0,0,0,0,0,2.3,2.3
143,16928,Michael Burton,DET,FB,14,LAR,0,0,0,0,1,1,12,0,0,0,2.2,2.2
143,957,Pierre Thomas,WAS,RB,14,CHI,0,0,0,0,1,1,12,0,0,0,2.2,2.2
145,16402,Andre Williams,NYG,RB,15,CAR,6,21,3.5,0,0,0,0,0,0,0,2.1,2.1
146,12780,Shane Vereen,NYG,RB,14,MIA,1,0,0,0,2,1,10,0,0,0,2,2
147,15631,Derrick Coleman,SEA,FB,14,BAL,1,19,19,0,0,0,0,0,0,0,1.9,1.9
147,12285,Anthony Dixon,BUF,RB,15,WAS,1,5,5,0,1,1,4,0,0,0,1.9,1.9
149,16510,Jerick McKinnon,MIN,RB,14,ARI,0,0,0,0,1,1,8,0,0,0,1.8,1.8
149,16869,Jalston Fowler,TEN,RB,15,NE,1,0,0,0,1,1,8,0,0,0,1.8,1.8
151,17016,Terrence Magee,BAL,RB,15,KC,2,5,2.5,0,1,1,2,0,0,0,1.7,1.7
152,16142,Terrance West,BAL,RB,14,SEA,5,16,3.2,0,0,0,0,0,0,0,1.6,1.6
152,14788,Dan Herron,IND,RB,15,HOU,0,0,0,0,1,1,6,0,0,0,1.6,1.6
152,11969,Darrel Young,WAS,FB,15,BUF,0,0,0,0,1,1,6,0,0,0,1.6,1.6
152,15191,Austin Johnson,NO,FB,15,DET,0,0,0,0,1,1,6,0,0,0,1.6,1.6
156,16834,Tevin Coleman,ATL,RB,14,CAR,3,15,5,0,1,0,0,0,0,0,1.5,1.5
156,16909,Jay Ajayi,MIA,RB,14,NYG,5,15,3,0,0,0,0,0,0,0,1.5,1.5
158,15045,Knile Davis,KC,RB,15,BAL,5,14,2.8,0,0,0,0,0,0,0,1.4,1.4
158,15230,Stepfan Taylor,ARI,RB,14,MIN,1,0,0,0,1,1,4,0,0,0,1.4,1.4
160,16626,Tre Mason,LAR,RB,15,TB,3,13,4.3,0,0,0,0,0,0,0,1.3,1.3
161,14891,Tommy Bohanon,NYJ,FB,14,TEN,0,0,0,0,2,1,2,0,0,0,1.2,1.2
161,11969,Darrel Young,WAS,FB,14,CHI,0,0,0,0,1,1,2,0,0,0,1.2,1.2
163,15230,Stepfan Taylor,ARI,RB,15,PHI,2,11,5.5,0,0,0,0,0,0,0,1.1,1.1
163,12774,Stevan Ridley,NYJ,RB,15,DAL,2,-2,-1,0,2,1,3,0,0,0,1.1,1.1
165,4738,Mike Tolbert,CAR,FB,15,NYG,5,10,2,0,0,0,0,0,0,0,1,1
165,15631,Derrick Coleman,SEA,FB,15,CLE,5,10,2,0,0,0,0,0,0,0,1,1
167,16898,David Cobb,TEN,RB,15,NE,4,9,2.2,0,0,0,0,0,0,0,0.9,0.9
168,15207,Benjamin Cunningham,LAR,RB,15,TB,2,8,4,0,1,0,0,0,0,0,0.8,0.8
168,16886,Javorius Allen,BAL,RB,15,KC,4,18,4.5,0,1,0,0,0,1,1,0.8,0.8
170,15045,Knile Davis,KC,RB,14,LAC,1,6,6,0,0,0,0,0,0,0,0.6,0.6
170,13735,Chris Polk,HOU,RB,15,IND,4,6,1.5,0,0,0,0,0,0,0,0.6,0.6
172,16240,Zurlon Tipton,IND,RB,15,HOU,1,4,4,0,0,0,0,0,0,0,0.4,0.4
173,13446,Bruce Miller,SF,FB,14,CLE,1,3,3,0,0,0,0,0,0,0,0.3,0.3
173,16402,Andre Williams,NYG,RB,14,MIA,3,3,1,0,0,0,0,0,0,0,0.3,0.3
173,13124,DeMarco Murray,PHI,RB,15,ARI,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
176,15010,Kerwynn Williams,ARI,RB,14,MIN,6,2,0.3,0,0,0,0,0,0,0,0.2,0.2
176,3382,Marcel Reece,OAK,FB,14,DEN,2,2,1,0,0,0,0,0,0,0,0.2,0.2
176,13063,Taiwan Jones,OAK,RB,14,DEN,1,2,2,0,0,0,0,0,0,0,0.2,0.2
176,16210,Jay Prosch,HOU,FB,15,IND,1,2,2,0,0,0,0,0,0,0,0.2,0.2
176,13440,Kendall Hunter,NO,RB,15,DET,1,2,2,0,0,0,0,0,0,0,0.2,0.2
181,16898,David Cobb,TEN,RB,14,NYJ,2,1,0.5,0,0,0,0,0,0,0,0.1,0.1
181,17199,Akeem Hunt,HOU,RB,14,NE,1,1,1,0,0,0,0,0,0,0,0.1,0.1
181,14533,Robert Turbin,DAL,RB,15,NYJ,3,1,0.3,0,0,0,0,0,0,0,0.1,0.1
181,14719,Jonathan Grimes,HOU,RB,15,IND,1,1,1,0,0,0,0,0,0,0,0.1,0.1
185,12285,Anthony Dixon,BUF,RB,14,PHI,0,0,0,0,0,0,0,0,0,0,0,0
185,733,Jerome Felton,BUF,FB,14,PHI,0,0,0,0,0,0,0,0,0,0,0,0
185,15185,Kenjon Barner,PHI,RB,14,BUF,0,0,0,0,0,0,0,0,0,0,0,0
185,15467,Kendall Gaskins,SF,FB,14,CLE,0,0,0,0,0,0,0,0,0,0,0,0
185,12787,Nick Bellore,SF,RB,14,CLE,0,0,0,0,0,0,0,0,0,0,0,0
185,15497,George Winn,DET,RB,14,LAR,0,0,0,0,0,0,0,0,0,0,0,0
185,15596,Chase Reynolds,LAR,RB,14,DET,0,0,0,0,0,0,0,0,0,0,0,0
185,15191,Austin Johnson,NO,FB,14,TB,0,0,0,0,0,0,0,0,0,0,0,0
185,14538,Jorvorskie Lane,TB,FB,14,NO,0,0,0,0,0,0,0,0,0,0,0,0
185,13852,Bobby Rainey,TB,RB,14,NO,0,0,0,0,0,0,0,0,0,0,0,0
185,16989,Marcus Murphy,NO,RB,14,TB,1,0,0,0,0,0,0,0,0,0,0,0
185,16869,Jalston Fowler,TEN,RB,14,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
185,16699,Fitzgerald Toussaint,PIT,RB,14,CIN,0,0,0,0,0,0,0,0,0,0,0,0
185,11737,Cedric Peerman,CIN,RB,14,PIT,0,0,0,0,0,0,0,0,0,0,0,0
185,16534,Roosevelt Nix,PIT,RB,14,CIN,0,0,0,0,0,0,0,0,0,0,0,0
185,14620,Will Johnson,PIT,FB,14,CIN,0,0,0,0,0,0,0,0,0,0,0,0
185,16210,Jay Prosch,HOU,FB,14,NE,0,0,0,0,0,0,0,0,0,0,0,0
185,16189,Alfred Blue,HOU,RB,14,NE,0,0,0,0,0,0,0,0,0,0,0,0
185,14549,Joe Banyard,JAX,RB,14,IND,0,0,0,0,0,0,0,0,0,0,0,0
185,13418,Anthony Sherman,KC,FB,14,LAC,0,0,0,0,0,0,0,0,0,0,0,0
185,8604,Donald Brown,LAC,RB,14,KC,0,0,0,0,0,0,0,0,0,0,0,0
185,16427,Ka'Deem Carey,CHI,RB,14,WAS,0,0,0,0,0,0,0,0,0,0,0,0
185,14789,Jamize Olawale,OAK,FB,14,DEN,0,0,0,0,0,0,0,0,0,0,0,0
185,13527,Tyler Clutts,DAL,FB,14,GB,0,0,0,0,0,0,0,0,0,0,0,0
185,17360,Rod Smith,DAL,RB,14,GB,0,0,0,0,0,0,0,0,0,0,0,0
185,16966,Aaron Ripkowski,GB,FB,14,DAL,0,0,0,0,0,0,0,0,0,0,0,0
185,17217,Raheem Mostert,BAL,RB,14,SEA,0,0,0,0,0,0,0,0,0,0,0,0
185,12649,Will Tukuafu,SEA,FB,14,BAL,0,0,0,0,0,0,0,0,0,0,0,0
185,14901,Kyle Juszczyk,BAL,FB,14,SEA,0,0,0,0,1,0,0,0,0,0,0,0
185,16120,Nikita Whitlock,NYG,RB,14,MIA,0,0,0,0,0,0,0,0,0,0,0,0
185,13852,Bobby Rainey,TB,RB,15,LAR,0,0,0,0,0,0,0,0,0,0,0,0
185,15596,Chase Reynolds,LAR,RB,15,TB,0,0,0,0,0,0,0,0,1,0,0,0
185,14538,Jorvorskie Lane,TB,FB,15,LAR,0,0,0,0,0,0,0,0,0,0,0,0
185,13527,Tyler Clutts,DAL,FB,15,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
185,17360,Rod Smith,DAL,RB,15,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
185,14891,Tommy Bohanon,NYJ,FB,15,DAL,0,0,0,0,0,0,0,0,0,0,0,0
185,14549,Joe Banyard,JAX,RB,15,ATL,0,0,0,0,0,0,0,0,0,0,0,0
185,14786,Patrick DiMarco,ATL,FB,15,JAX,0,0,0,0,0,0,0,0,0,0,0,0
185,15185,Kenjon Barner,PHI,RB,15,ARI,0,0,0,0,0,0,0,0,0,0,0,0
185,16120,Nikita Whitlock,NYG,RB,15,CAR,0,0,0,0,0,0,0,0,0,0,0,0
185,16008,Orleans Darkwa,NYG,RB,15,CAR,0,0,0,0,0,0,0,0,0,0,0,0
185,11220,Dexter McCluster,TEN,RB,15,NE,0,0,0,0,0,0,0,0,0,0,0,0
185,733,Jerome Felton,BUF,FB,15,WAS,0,0,0,0,0,0,0,0,0,0,0,0
185,957,Pierre Thomas,WAS,RB,15,BUF,0,0,0,0,0,0,0,0,0,0,0,0
185,15261,Spencer Ware,KC,RB,15,BAL,0,0,0,0,0,0,0,0,0,0,0,0
185,13418,Anthony Sherman,KC,FB,15,BAL,0,0,0,0,0,0,0,0,0,0,0,0
185,17217,Raheem Mostert,CLE,RB,15,SEA,0,0,0,0,0,0,0,0,0,0,0,0
185,12649,Will Tukuafu,SEA,FB,15,CLE,0,0,0,0,0,0,0,0,0,0,0,0
185,14789,Jamize Olawale,OAK,FB,15,GB,0,0,0,0,0,0,0,0,0,0,0,0
185,13063,Taiwan Jones,OAK,RB,15,GB,0,0,0,0,0,0,0,0,0,0,0,0
185,16966,Aaron Ripkowski,GB,FB,15,OAK,0,0,0,0,0,0,0,0,0,0,0,0
185,16287,Juwan Thompson,DEN,RB,15,PIT,0,0,0,0,0,0,0,0,0,0,0,0
185,16699,Fitzgerald Toussaint,PIT,RB,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0
185,16534,Roosevelt Nix,PIT,RB,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0
185,14620,Will Johnson,PIT,FB,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0
185,14917,Rex Burkhead,CIN,RB,15,SF,0,0,0,0,0,0,0,0,0,0,0,0
185,12787,Nick Bellore,SF,RB,15,CIN,0,0,0,0,0,0,0,0,0,0,0,0
185,11737,Cedric Peerman,CIN,RB,15,SF,0,0,0,0,0,0,0,0,0,0,0,0
243,13800,Marcus Thigpen,BUF,RB,15,WAS,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
244,13800,Marcus Thigpen,BUF,RB,14,PHI,0,0,0,0,0,0,0,0,1,1,-1,-1
245,16740,Glenn Winston,CLE,RB,14,SF,1,-8,-8,0,0,0,0,0,1,1,-1.8,-1.8
