Rank,PlayerID,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
96,12296,LeGarrette Blount,NE,RB,13,PHI,13,54,4.2,0,0,0,0,0,0,0,5.4,5.4
96,16307,Charcandrick West,KC,RB,14,LAC,10,54,5.4,0,1,0,0,0,0,0,5.4,5.4
96,14352,Travaris Cadet,SF,RB,14,CLE,2,6,3,0,2,2,28,0,0,0,5.4,5.4
96,16510,Jerick McKinnon,MIN,RB,13,SEA,4,18,4.5,0,6,3,6,0,0,0,5.4,5.4
96,14788,Dan Herron,IND,RB,13,PIT,2,8,4,0,3,3,16,0,0,0,5.4,5.4
101,12296,LeGarrette Blount,NE,RB,14,HOU,10,53,5.3,0,0,0,0,0,0,0,5.3,5.3
101,3382,Marcel Reece,OAK,FB,13,KC,1,4,4,0,3,3,19,0,0,0,5.3,5.3
103,15261,Spencer Ware,KC,RB,14,LAC,8,52,6.5,0,0,0,0,0,0,0,5.2,5.2
104,13741,Brandon Bolden,NE,RB,14,HOU,16,51,3.2,0,0,0,0,0,0,0,5.1,5.1
104,16287,Juwan Thompson,DEN,RB,13,LAC,8,27,3.4,0,1,1,14,0,0,0,5.1,5.1
106,12323,Joique Bell,DET,RB,13,GB,8,5,0.6,0,2,2,25,0,0,0,5,5
106,13255,Matt Asiata,MIN,RB,14,ARI,0,0,0,0,2,2,30,0,0,0,5,5
106,4738,Mike Tolbert,CAR,FB,14,ATL,6,17,2.8,0,2,2,13,0,0,0,5,5
109,16142,Terrance West,BAL,RB,13,MIA,8,31,3.9,0,1,1,5,0,0,0,4.6,4.6
110,14916,Giovani Bernard,CIN,RB,13,CLE,5,26,5.2,0,1,1,9,0,0,0,4.5,4.5
111,17050,Thomas Rawls,SEA,RB,14,BAL,6,44,7.3,0,0,0,0,0,0,0,4.4,4.4
111,14533,Robert Turbin,DAL,RB,13,WAS,6,12,2,0,2,2,12,0,0,0,4.4,4.4
111,16112,Jeremy Hill,CIN,RB,14,PIT,7,16,2.3,0,2,2,8,0,0,0,4.4,4.4
114,8649,Rashad Jennings,NYG,RB,13,NYJ,5,14,2.8,0,2,1,19,0,0,0,4.3,4.3
114,16008,Orleans Darkwa,NYG,RB,13,NYJ,8,23,2.9,0,2,1,10,0,0,0,4.3,4.3
114,16626,Tre Mason,LAR,RB,13,ARI,2,13,6.5,0,2,2,10,0,0,0,4.3,4.3
114,12317,Danny Woodhead,LAC,RB,14,KC,3,5,1.7,0,6,3,8,0,0,0,4.3,4.3
118,16771,Todd Gurley,LAR,RB,13,ARI,9,41,4.6,0,0,0,0,0,0,0,4.1,4.1
118,14788,Dan Herron,IND,RB,14,JAX,4,16,4,0,2,2,5,0,0,0,4.1,4.1
120,16898,David Cobb,TEN,RB,13,JAX,13,40,3.1,0,0,0,0,0,0,0,4,4
120,12780,Shane Vereen,NYG,RB,13,NYJ,4,13,3.2,0,3,2,7,0,0,0,4,4
122,10949,CJ Spiller,NO,RB,14,TB,3,2,0.7,0,3,3,7,0,0,0,3.9,3.9
123,14786,Patrick DiMarco,ATL,FB,13,TB,0,0,0,0,2,2,18,0,0,0,3.8,3.8
124,14786,Patrick DiMarco,ATL,FB,14,CAR,0,0,0,0,3,2,15,0,0,0,3.5,3.5
125,13741,Brandon Bolden,NE,RB,13,PHI,3,22,7.3,0,5,1,2,0,0,0,3.4,3.4
125,15555,Zach Line,MIN,FB,14,ARI,0,0,0,0,1,1,24,0,0,0,3.4,3.4
127,15018,Denard Robinson,JAX,RB,13,TEN,3,21,7,0,1,1,2,0,0,0,3.3,3.3
127,5701,Fred Jackson,SEA,RB,14,BAL,7,15,2.1,0,4,1,8,0,0,0,3.3,3.3
129,16909,Jay Ajayi,MIA,RB,13,BAL,4,12,3,0,0,0,0,0,0,0,3.2,3.2
129,15207,Benjamin Cunningham,LAR,RB,14,DET,3,14,4.7,0,1,1,8,0,0,0,3.2,3.2
129,12985,DuJuan Harris,SEA,RB,14,BAL,18,42,2.3,0,0,0,0,0,1,1,3.2,3.2
132,16031,Damien Williams,MIA,RB,14,NYG,0,0,0,0,3,2,11,0,1,0,3.1,3.1
133,16626,Tre Mason,LAR,RB,14,DET,4,7,1.8,0,2,2,1,0,0,0,2.8,2.8
134,15071,Latavius Murray,OAK,RB,14,DEN,16,27,1.7,0,1,0,0,0,0,0,2.7,2.7
134,16834,Tevin Coleman,ATL,RB,13,TB,3,13,4.3,0,1,1,4,0,0,0,2.7,2.7
134,14789,Jamize Olawale,OAK,FB,13,KC,2,16,8,0,2,1,1,0,0,0,2.7,2.7
137,1589,John Kuhn,GB,FB,14,DAL,1,2,2,0,2,1,14,0,0,0,2.6,2.6
137,16008,Orleans Darkwa,NYG,RB,14,MIA,2,10,5,0,1,1,6,0,0,0,2.6,2.6
139,13163,Roy Helu,OAK,RB,13,KC,0,0,0,0,2,1,15,0,0,0,2.5,2.5
140,13124,DeMarco Murray,PHI,RB,13,NE,8,24,3,0,0,0,0,0,0,0,2.4,2.4
141,12774,Stevan Ridley,NYJ,RB,14,TEN,6,23,3.8,0,0,0,0,0,0,0,2.3,2.3
142,17026,John Crockett,GB,RB,13,DET,5,22,4.4,0,0,0,0,0,0,0,2.2,2.2
142,16402,Andre Williams,NYG,RB,13,NYJ,6,22,3.7,0,1,0,0,0,0,0,2.2,2.2
142,14352,Travaris Cadet,SF,RB,13,CHI,3,6,2,0,2,1,6,0,0,0,2.2,2.2
142,16928,Michael Burton,DET,FB,14,LAR,0,0,0,0,1,1,12,0,0,0,2.2,2.2
142,957,Pierre Thomas,WAS,RB,14,CHI,0,0,0,0,1,1,12,0,0,0,2.2,2.2
147,15230,Stepfan Taylor,ARI,RB,13,LAR,5,20,4,0,1,0,0,0,0,0,2,2
147,14620,Will Johnson,PIT,FB,13,IND,0,0,0,0,0,0,0,0,0,0,2,2
147,12780,Shane Vereen,NYG,RB,14,MIA,1,0,0,0,2,1,10,0,0,0,2,2
150,15631,Derrick Coleman,SEA,FB,14,BAL,1,19,19,0,0,0,0,0,0,0,1.9,1.9
151,13446,Bruce Miller,SF,FB,13,CHI,1,4,4,0,1,1,4,0,0,0,1.8,1.8
151,16510,Jerick McKinnon,MIN,RB,14,ARI,0,0,0,0,1,1,8,0,0,0,1.8,1.8
153,17199,Akeem Hunt,HOU,RB,13,BUF,1,7,7,0,1,1,0,0,0,0,1.7,1.7
153,16240,Zurlon Tipton,IND,RB,13,PIT,1,0,0,0,2,1,7,0,0,0,1.7,1.7
155,16142,Terrance West,BAL,RB,14,SEA,5,16,3.2,0,0,0,0,0,0,0,1.6,1.6
155,16031,Damien Williams,MIA,RB,13,BAL,1,1,1,0,1,1,5,0,0,0,1.6,1.6
155,14917,Rex Burkhead,CIN,RB,13,CLE,1,2,2,0,2,1,4,0,0,0,1.6,1.6
158,16834,Tevin Coleman,ATL,RB,14,CAR,3,15,5,0,1,0,0,0,0,0,1.5,1.5
158,16909,Jay Ajayi,MIA,RB,14,NYG,5,15,3,0,0,0,0,0,0,0,1.5,1.5
160,16189,Alfred Blue,HOU,RB,13,BUF,4,14,3.5,0,0,0,0,0,0,0,1.4,1.4
160,15230,Stepfan Taylor,ARI,RB,14,MIN,1,0,0,0,1,1,4,0,0,0,1.4,1.4
162,16699,Fitzgerald Toussaint,PIT,RB,13,IND,4,12,3,0,0,0,0,0,0,0,1.2,1.2
162,14269,Alfred Morris,WAS,RB,13,DAL,6,12,2,0,0,0,0,0,0,0,1.2,1.2
162,14891,Tommy Bohanon,NYJ,FB,14,TEN,0,0,0,0,2,1,2,0,0,0,1.2,1.2
162,11969,Darrel Young,WAS,FB,14,CHI,0,0,0,0,1,1,2,0,0,0,1.2,1.2
166,15616,Fozzy Whittaker,CAR,RB,13,NO,1,11,11,0,0,0,0,0,1,0,1.1,1.1
166,15138,Eddie Lacy,GB,RB,13,DET,5,4,0.8,0,1,1,-3,0,0,0,1.1,1.1
168,10949,CJ Spiller,NO,RB,13,CAR,0,0,0,0,2,1,0,0,0,0,1,1
169,14901,Kyle Juszczyk,BAL,FB,13,MIA,0,0,0,0,2,1,-2,0,0,0,0.8,0.8
170,12985,DuJuan Harris,SEA,RB,13,MIN,3,7,2.3,0,0,0,0,0,0,0,0.7,0.7
171,12285,Anthony Dixon,BUF,RB,13,HOU,1,6,6,0,0,0,0,0,0,0,0.6,0.6
171,15045,Knile Davis,KC,RB,14,LAC,1,6,6,0,0,0,0,0,0,0,0.6,0.6
173,12774,Stevan Ridley,NYJ,RB,13,NYG,3,4,1.3,0,0,0,0,0,0,0,0.4,0.4
173,12649,Will Tukuafu,SEA,FB,13,MIN,1,4,4,0,0,0,0,0,0,0,0.4,0.4
175,13446,Bruce Miller,SF,FB,14,CLE,1,3,3,0,0,0,0,0,0,0,0.3,0.3
175,16402,Andre Williams,NYG,RB,14,MIA,3,3,1,0,0,0,0,0,0,0,0.3,0.3
177,2262,Tim Hightower,NO,RB,13,CAR,1,2,2,0,0,0,0,0,0,0,0.2,0.2
177,15010,Kerwynn Williams,ARI,RB,14,MIN,6,2,0.3,0,0,0,0,0,0,0,0.2,0.2
177,3382,Marcel Reece,OAK,FB,14,DEN,2,2,1,0,0,0,0,0,0,0,0.2,0.2
177,13063,Taiwan Jones,OAK,RB,14,DEN,1,2,2,0,0,0,0,0,0,0,0.2,0.2
181,16898,David Cobb,TEN,RB,14,NYJ,2,1,0.5,0,0,0,0,0,0,0,0.1,0.1
181,17199,Akeem Hunt,HOU,RB,14,NE,1,1,1,0,0,0,0,0,0,0,0.1,0.1
183,12787,Nick Bellore,SF,RB,13,CHI,0,0,0,0,0,0,0,0,0,0,0,0
183,1589,John Kuhn,GB,FB,13,DET,0,0,0,0,0,0,0,0,0,0,0,0
183,16928,Michael Burton,DET,FB,13,GB,0,0,0,0,0,0,0,0,0,0,0,0
183,15497,George Winn,DET,RB,13,GB,0,0,0,0,0,0,0,0,0,0,0,0
183,16120,Nikita Whitlock,NYG,RB,13,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
183,14891,Tommy Bohanon,NYJ,FB,13,NYG,0,0,0,0,0,0,0,0,0,0,0,0
183,15596,Chase Reynolds,LAR,RB,13,ARI,0,0,0,0,0,0,0,0,0,0,0,0
183,15207,Benjamin Cunningham,LAR,RB,13,ARI,0,0,0,0,1,0,0,0,0,0,0,0
183,13852,Bobby Rainey,TB,RB,13,ATL,0,0,0,0,0,0,0,0,0,0,0,0
183,14538,Jorvorskie Lane,TB,FB,13,ATL,0,0,0,0,0,0,0,0,0,0,0,0
183,16989,Marcus Murphy,NO,RB,13,CAR,0,0,0,0,0,0,0,0,0,0,0,0
183,15555,Zach Line,MIN,FB,13,SEA,0,0,0,0,0,0,0,0,0,0,0,0
183,15631,Derrick Coleman,SEA,FB,13,MIN,0,0,0,0,0,0,0,0,0,0,0,0
183,13800,Marcus Thigpen,BUF,RB,13,HOU,0,0,0,0,0,0,0,0,0,0,0,0
183,733,Jerome Felton,BUF,FB,13,HOU,0,0,0,0,0,0,0,0,0,0,0,0
183,16210,Jay Prosch,HOU,FB,13,BUF,0,0,0,0,0,0,0,0,0,0,0,0
183,17217,Raheem Mostert,BAL,RB,13,MIA,0,0,0,0,0,0,0,0,0,0,0,0
183,11737,Cedric Peerman,CIN,RB,13,CLE,0,0,0,0,0,0,0,0,0,0,0,0
183,16955,Malcolm Johnson,CLE,FB,13,CIN,0,0,0,0,1,0,0,0,0,0,0,0
183,14549,Joe Banyard,JAX,RB,13,TEN,0,0,0,0,0,0,0,0,0,0,0,0
183,16178,Bishop Sankey,TEN,RB,13,JAX,0,0,0,0,1,0,0,0,0,0,0,0
183,16869,Jalston Fowler,TEN,RB,13,JAX,0,0,0,0,0,0,0,0,0,0,0,0
183,15467,Kendall Gaskins,SF,FB,13,CHI,0,0,0,0,0,0,0,0,0,0,0,0
183,13418,Anthony Sherman,KC,FB,13,OAK,0,0,0,0,1,0,0,0,0,0,0,0
183,15045,Knile Davis,KC,RB,13,OAK,0,0,0,0,0,0,0,0,0,0,0,0
183,16534,Roosevelt Nix,PIT,RB,13,IND,0,0,0,0,1,0,0,0,0,0,0,0
183,11969,Darrel Young,WAS,FB,13,DAL,0,0,0,0,0,0,0,0,0,0,0,0
183,13527,Tyler Clutts,DAL,FB,13,WAS,0,0,0,0,0,0,0,0,0,0,0,0
183,17360,Rod Smith,DAL,RB,13,WAS,0,0,0,0,0,0,0,0,0,0,0,0
183,12285,Anthony Dixon,BUF,RB,14,PHI,0,0,0,0,0,0,0,0,0,0,0,0
183,733,Jerome Felton,BUF,FB,14,PHI,0,0,0,0,0,0,0,0,0,0,0,0
183,15185,Kenjon Barner,PHI,RB,14,BUF,0,0,0,0,0,0,0,0,0,0,0,0
183,15467,Kendall Gaskins,SF,FB,14,CLE,0,0,0,0,0,0,0,0,0,0,0,0
183,12787,Nick Bellore,SF,RB,14,CLE,0,0,0,0,0,0,0,0,0,0,0,0
183,15497,George Winn,DET,RB,14,LAR,0,0,0,0,0,0,0,0,0,0,0,0
183,15596,Chase Reynolds,LAR,RB,14,DET,0,0,0,0,0,0,0,0,0,0,0,0
183,15191,Austin Johnson,NO,FB,14,TB,0,0,0,0,0,0,0,0,0,0,0,0
183,14538,Jorvorskie Lane,TB,FB,14,NO,0,0,0,0,0,0,0,0,0,0,0,0
183,13852,Bobby Rainey,TB,RB,14,NO,0,0,0,0,0,0,0,0,0,0,0,0
183,16989,Marcus Murphy,NO,RB,14,TB,1,0,0,0,0,0,0,0,0,0,0,0
183,16869,Jalston Fowler,TEN,RB,14,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
183,16699,Fitzgerald Toussaint,PIT,RB,14,CIN,0,0,0,0,0,0,0,0,0,0,0,0
183,11737,Cedric Peerman,CIN,RB,14,PIT,0,0,0,0,0,0,0,0,0,0,0,0
183,16534,Roosevelt Nix,PIT,RB,14,CIN,0,0,0,0,0,0,0,0,0,0,0,0
183,14620,Will Johnson,PIT,FB,14,CIN,0,0,0,0,0,0,0,0,0,0,0,0
183,16210,Jay Prosch,HOU,FB,14,NE,0,0,0,0,0,0,0,0,0,0,0,0
183,16189,Alfred Blue,HOU,RB,14,NE,0,0,0,0,0,0,0,0,0,0,0,0
183,14549,Joe Banyard,JAX,RB,14,IND,0,0,0,0,0,0,0,0,0,0,0,0
183,13418,Anthony Sherman,KC,FB,14,LAC,0,0,0,0,0,0,0,0,0,0,0,0
183,8604,Donald Brown,LAC,RB,14,KC,0,0,0,0,0,0,0,0,0,0,0,0
183,16427,Ka'Deem Carey,CHI,RB,14,WAS,0,0,0,0,0,0,0,0,0,0,0,0
183,14789,Jamize Olawale,OAK,FB,14,DEN,0,0,0,0,0,0,0,0,0,0,0,0
183,13527,Tyler Clutts,DAL,FB,14,GB,0,0,0,0,0,0,0,0,0,0,0,0
183,17360,Rod Smith,DAL,RB,14,GB,0,0,0,0,0,0,0,0,0,0,0,0
183,16966,Aaron Ripkowski,GB,FB,14,DAL,0,0,0,0,0,0,0,0,0,0,0,0
183,17217,Raheem Mostert,BAL,RB,14,SEA,0,0,0,0,0,0,0,0,0,0,0,0
183,12649,Will Tukuafu,SEA,FB,14,BAL,0,0,0,0,0,0,0,0,0,0,0,0
183,14901,Kyle Juszczyk,BAL,FB,14,SEA,0,0,0,0,1,0,0,0,0,0,0,0
183,16120,Nikita Whitlock,NYG,RB,14,MIA,0,0,0,0,0,0,0,0,0,0,0,0
242,13255,Matt Asiata,MIN,RB,13,SEA,2,-1,-0.5,0,1,0,0,0,0,0,-0.1,-0.1
243,13800,Marcus Thigpen,BUF,RB,14,PHI,0,0,0,0,0,0,0,0,1,1,-1,-1
244,16740,Glenn Winston,CLE,RB,14,SF,1,-8,-8,0,0,0,0,0,1,1,-1.8,-1.8
