games,year,Name,Team,Week,Opponent,att,yds,td,tar,rec_yds,def_rk,h/a_1,surface_0,points
16,2015,Alfred Morris,WAS,17,DAL,19,100,0,0,0,25,0.0,0.0,13.0
17,2016,Alfred Morris,DAL,1,NYG,7,35,0,1,0,6,1.0,0.0,3.5
18,2016,Alfred Morris,DAL,2,WAS,5,7,1,0,0,26,0.0,1.0,6.7
19,2016,Alfred Morris,DAL,3,CHI,5,19,1,1,2,5,1.0,0.0,9.1
20,2016,Alfred Morris,DAL,4,SF,7,34,0,0,0,32,0.0,1.0,3.4
21,2016,Alfred Morris,DAL,5,CIN,6,33,0,1,0,21,1.0,0.0,3.3
22,2016,Alfred Morris,DAL,6,GB,3,2,0,0,0,10,0.0,1.0,0.2
23,2016,Alfred Morris,DAL,8,PHI,3,6,0,0,0,12,1.0,0.0,0.6
24,2016,Alfred Morris,DAL,9,CLE,17,56,0,0,0,31,0.0,1.0,5.6
25,2016,Alfred Morris,DAL,10,PIT,4,13,0,1,6,27,0.0,1.0,2.9
26,2016,Alfred Morris,DAL,11,BAL,2,3,0,0,0,13,1.0,0.0,0.3
27,2016,Alfred Morris,DAL,12,WAS,1,12,0,0,0,26,1.0,0.0,1.2
28,2016,Alfred Morris,DAL,13,MIN,1,11,0,0,0,8,0.0,0.0,1.1
29,2016,Alfred Morris,DAL,14,NYG,0,0,0,0,0,6,0.0,0.0,0.0
30,2016,Alfred Morris,DAL,17,PHI,8,12,0,2,3,12,0.0,1.0,2.5
31,2017,Alfred Morris,DAL,1,NYG,4,1,0,0,0,22,1.0,0.0,0.1
32,2017,Alfred Morris,DAL,2,DEN,0,0,0,0,0,4,0.0,1.0,0.0
33,2017,Alfred Morris,DAL,4,LAR,2,76,0,0,0,27,1.0,0.0,7.6
34,2017,Alfred Morris,DAL,5,GB,2,10,0,1,0,24,1.0,0.0,1.0
35,2017,Alfred Morris,DAL,7,SF,2,15,0,1,9,26,0.0,1.0,3.4
36,2017,Alfred Morris,DAL,8,WAS,3,3,0,0,0,28,0.0,1.0,0.3
37,2017,Alfred Morris,DAL,9,KC,1,11,0,0,0,6,1.0,0.0,1.1
38,2017,Alfred Morris,DAL,10,ATL,11,53,0,0,0,14,0.0,0.0,5.3
39,2017,Alfred Morris,DAL,11,PHI,17,91,0,0,0,2,1.0,0.0,9.1
40,2017,Alfred Morris,DAL,12,LAC,9,36,0,1,13,23,1.0,0.0,5.9
41,2017,Alfred Morris,DAL,13,WAS,27,127,1,1,0,28,1.0,0.0,21.7
42,2017,Alfred Morris,DAL,14,NYG,19,62,0,3,23,22,0.0,0.0,11.5
43,2017,Alfred Morris,DAL,15,OAK,16,61,0,2,0,19,0.0,1.0,8.1
44,2017,Alfred Morris,DAL,17,PHI,2,1,0,0,0,2,0.0,1.0,0.1
45,2018,Alfred Morris,SF,1,MIN,12,38,0,0,0,8,0.0,0.0,2.8
46,2018,Alfred Morris,SF,2,DET,14,48,0,2,32,29,1.0,1.0,10.0
47,2018,Alfred Morris,SF,3,KC,14,67,1,0,0,32,0.0,1.0,12.7
48,2018,Alfred Morris,SF,3,KC,14,67,1,0,0,32,0.0,1.0,12.7
49,2018,Alfred Morris,SF,4,LAC,4,14,0,3,4,15,0.0,1.0,2.8
50,2018,Alfred Morris,SF,4,LAC,4,14,0,3,4,13,0.0,1.0,2.8
51,2018,Alfred Morris,SF,5,ARI,18,61,0,5,30,31,1.0,1.0,12.1
52,2018,Alfred Morris,SF,6,GB,0,0,0,0,0,11,0.0,1.0,0.0
53,2018,Alfred Morris,SF,7,LAR,9,25,0,1,0,12,1.0,1.0,2.5
54,2018,Alfred Morris,SF,8,ARI,6,28,0,0,0,1,0.0,1.0,2.8
1,2015,Alonzo Harris,GB,3,KC,2,17,0,0,0,3,1.0,1.0,1.7
2,2015,Alonzo Harris,GB,4,SF,0,0,0,0,0,32,0.0,1.0,0.0
3,2015,Alonzo Harris,GB,5,LAR,0,0,0,0,0,23,1.0,1.0,0.0
4,2015,Alonzo Harris,GB,8,DEN,2,2,0,0,0,14,0.0,1.0,0.2
5,2015,Alonzo Harris,GB,9,CAR,0,0,0,0,0,19,0.0,1.0,0.0
6,2015,Alonzo Harris,GB,10,DET,0,0,0,1,0,17,1.0,1.0,0.0
1,2017,Alvin Kamara,NO,1,MIN,7,18,0,6,20,1,0.0,0.0,7.8
2,2017,Alvin Kamara,NO,2,NE,1,3,0,7,51,16,1.0,0.0,8.4
3,2017,Alvin Kamara,NO,3,CAR,2,37,1,5,5,3,0.0,1.0,13.2
4,2017,Alvin Kamara,NO,4,MIA,5,25,0,10,71,25,0.0,1.0,25.6
5,2017,Alvin Kamara,NO,6,DET,10,75,0,3,12,31,1.0,0.0,11.7
6,2017,Alvin Kamara,NO,7,GB,9,57,0,7,50,24,0.0,1.0,15.7
7,2017,Alvin Kamara,NO,8,CHI,8,28,1,3,48,11,1.0,0.0,16.6
8,2017,Alvin Kamara,NO,9,TB,10,68,1,7,84,29,1.0,0.0,32.2
9,2017,Alvin Kamara,NO,10,BUF,12,106,1,5,32,32,0.0,0.0,27.8
10,2017,Alvin Kamara,NO,11,WAS,8,42,0,9,74,28,1.0,0.0,25.6
11,2017,Alvin Kamara,NO,12,LAR,5,87,1,6,101,27,0.0,1.0,39.8
12,2017,Alvin Kamara,NO,13,CAR,9,60,2,6,66,3,1.0,0.0,29.6
13,2017,Alvin Kamara,NO,14,ATL,1,2,0,3,25,14,0.0,0.0,5.7
14,2017,Alvin Kamara,NO,15,NYJ,12,44,0,7,45,21,1.0,0.0,20.9
15,2017,Alvin Kamara,NO,16,ATL,12,32,0,9,58,14,1.0,0.0,16.0
16,2017,Alvin Kamara,NO,17,TB,9,44,1,7,84,29,0.0,1.0,30.8
17,2018,Alvin Kamara,NO,1,TB,8,29,2,12,112,27,1.0,0.0,46.1
18,2018,Alvin Kamara,NO,2,CLE,13,46,0,6,53,23,1.0,0.0,17.9
19,2018,Alvin Kamara,NO,3,ATL,16,66,0,20,124,30,0.0,0.0,37.0
20,2018,Alvin Kamara,NO,3,ATL,16,66,0,20,124,30,0.0,0.0,37.0
21,2018,Alvin Kamara,NO,4,NYG,19,134,3,9,47,22,0.0,0.0,44.1
22,2018,Alvin Kamara,NO,4,NYG,19,134,3,9,47,19,0.0,0.0,44.1
23,2018,Alvin Kamara,NO,5,WAS,6,24,0,4,15,15,0.0,1.0,6.9
24,2018,Alvin Kamara,NO,7,BAL,17,64,1,2,11,1,0.0,1.0,15.5
25,2018,Alvin Kamara,NO,8,MIN,13,45,1,8,31,26,0.0,0.0,26.6
1,2015,Ameer Abdullah,DET,1,LAC,7,50,1,4,44,26,0.0,1.0,19.4
2,2015,Ameer Abdullah,DET,2,MIN,6,9,0,1,9,9,0.0,0.0,2.8
3,2015,Ameer Abdullah,DET,3,DEN,8,23,0,5,19,14,1.0,0.0,12.2
4,2015,Ameer Abdullah,DET,4,SEA,13,33,0,5,11,1,0.0,0.0,6.4
5,2015,Ameer Abdullah,DET,5,ARI,6,16,0,2,9,8,1.0,0.0,2.5
6,2015,Ameer Abdullah,DET,6,CHI,14,48,0,4,21,22,1.0,0.0,9.9
7,2015,Ameer Abdullah,DET,7,MIN,8,43,0,0,0,9,1.0,0.0,4.3
8,2015,Ameer Abdullah,DET,8,KC,1,3,0,2,0,3,0.0,1.0,0.3
9,2015,Ameer Abdullah,DET,10,GB,5,15,0,1,7,13,0.0,1.0,3.2
10,2015,Ameer Abdullah,DET,11,OAK,12,44,0,2,2,21,1.0,0.0,5.6
11,2015,Ameer Abdullah,DET,12,PHI,16,63,0,2,12,28,1.0,0.0,8.5
12,2015,Ameer Abdullah,DET,13,GB,13,67,0,1,0,13,1.0,0.0,6.7
13,2015,Ameer Abdullah,DET,14,LAR,7,23,0,2,21,23,0.0,1.0,6.4
14,2015,Ameer Abdullah,DET,15,NO,9,77,1,2,12,29,0.0,0.0,15.9
15,2015,Ameer Abdullah,DET,16,SF,8,39,0,4,9,32,1.0,0.0,8.8
16,2015,Ameer Abdullah,DET,17,CHI,10,44,0,1,7,22,0.0,1.0,6.1
17,2016,Ameer Abdullah,DET,1,IND,12,63,0,5,57,25,0.0,0.0,23.0
18,2016,Ameer Abdullah,DET,2,TEN,6,38,0,0,0,2,1.0,0.0,3.8
19,2017,Ameer Abdullah,DET,1,ARI,15,30,0,4,11,5,1.0,0.0,7.1
20,2017,Ameer Abdullah,DET,2,NYG,17,86,0,0,0,22,0.0,0.0,8.6
21,2017,Ameer Abdullah,DET,3,ATL,14,47,0,3,39,14,1.0,0.0,11.6
22,2017,Ameer Abdullah,DET,4,MIN,20,94,1,4,15,1,0.0,0.0,19.9
23,2017,Ameer Abdullah,DET,5,CAR,10,31,0,1,3,3,1.0,0.0,4.4
24,2017,Ameer Abdullah,DET,6,NO,14,54,0,2,0,17,0.0,0.0,5.4
25,2017,Ameer Abdullah,DET,8,PIT,11,27,0,3,11,18,1.0,0.0,6.8
26,2017,Ameer Abdullah,DET,9,GB,21,48,1,1,9,24,0.0,1.0,11.7
27,2017,Ameer Abdullah,DET,10,CLE,11,52,1,2,3,13,1.0,0.0,12.5
28,2017,Ameer Abdullah,DET,11,CHI,11,22,0,2,13,11,0.0,1.0,11.5
29,2017,Ameer Abdullah,DET,12,MIN,6,14,0,5,29,1,1.0,0.0,7.3
30,2017,Ameer Abdullah,DET,15,CHI,1,8,0,4,13,11,1.0,0.0,5.1
31,2017,Ameer Abdullah,DET,16,CIN,6,21,0,2,5,30,0.0,0.0,3.6
32,2017,Ameer Abdullah,DET,17,GB,8,18,1,2,11,24,1.0,0.0,9.9
33,2018,Ameer Abdullah,DET,5,GB,0,0,0,0,0,11,1.0,0.0,0.0
34,2018,Ameer Abdullah,DET,7,MIA,1,1,0,1,12,29,0.0,1.0,2.3
35,2018,Ameer Abdullah,DET,8,SEA,0,0,0,1,6,6,1.0,0.0,0.6
1,2015,Andre Ellington,ARI,1,NO,12,69,1,3,7,29,1.0,1.0,13.6
2,2015,Andre Ellington,ARI,5,DET,3,63,1,0,0,17,0.0,0.0,12.3
3,2015,Andre Ellington,ARI,6,PIT,1,7,0,2,47,2,0.0,1.0,7.4
4,2015,Andre Ellington,ARI,7,BAL,5,21,0,4,28,6,1.0,1.0,7.9
5,2015,Andre Ellington,ARI,8,CLE,3,0,0,1,0,16,0.0,1.0,0.0
6,2015,Andre Ellington,ARI,10,SEA,5,61,1,4,27,1,0.0,0.0,17.8
7,2015,Andre Ellington,ARI,11,CIN,2,2,0,2,5,15,1.0,1.0,1.7
8,2015,Andre Ellington,ARI,12,SF,5,24,0,5,22,32,0.0,1.0,7.6
9,2015,Andre Ellington,ARI,16,GB,7,40,0,1,5,13,1.0,1.0,5.5
10,2015,Andre Ellington,ARI,17,SEA,2,2,0,2,7,1,1.0,1.0,1.9
11,2016,Andre Ellington,ARI,1,NE,0,0,0,2,8,7,1.0,1.0,2.8
12,2016,Andre Ellington,ARI,2,TB,1,2,0,1,9,22,1.0,1.0,2.1
13,2016,Andre Ellington,ARI,3,BUF,0,0,0,0,0,24,0.0,0.0,0.0
14,2016,Andre Ellington,ARI,4,LAR,1,0,0,1,4,16,1.0,1.0,1.4
15,2016,Andre Ellington,ARI,5,SF,6,19,0,0,0,32,0.0,1.0,1.9
16,2016,Andre Ellington,ARI,6,NYJ,5,25,0,0,0,19,1.0,1.0,2.5
17,2016,Andre Ellington,ARI,7,SEA,2,7,0,1,0,4,1.0,1.0,0.7
18,2016,Andre Ellington,ARI,8,CAR,0,0,0,1,16,15,0.0,1.0,2.6
19,2016,Andre Ellington,ARI,10,SF,2,-1,0,0,0,32,1.0,1.0,-0.1
20,2016,Andre Ellington,ARI,11,MIN,5,21,0,2,2,8,0.0,0.0,3.3
21,2016,Andre Ellington,ARI,12,ATL,0,0,0,5,19,29,0.0,0.0,3.9
22,2016,Andre Ellington,ARI,13,WAS,5,5,0,2,10,26,1.0,1.0,2.5
23,2016,Andre Ellington,ARI,14,MIA,0,0,0,0,0,20,0.0,1.0,0.0
24,2016,Andre Ellington,ARI,15,NO,0,0,0,1,9,30,1.0,1.0,1.9
25,2016,Andre Ellington,ARI,16,SEA,0,0,0,0,0,4,0.0,0.0,0.0
26,2016,Andre Ellington,ARI,17,LAR,7,18,0,3,8,16,0.0,1.0,4.6
27,2017,Andre Ellington,ARI,1,DET,0,0,0,3,35,31,0.0,0.0,5.5
28,2017,Andre Ellington,ARI,2,IND,2,11,0,5,12,15,0.0,0.0,5.3
29,2017,Andre Ellington,ARI,3,DAL,5,22,0,8,59,8,1.0,1.0,13.1
30,2017,Andre Ellington,ARI,4,SF,5,18,0,14,86,26,1.0,1.0,19.4
31,2017,Andre Ellington,ARI,5,PHI,1,-2,0,10,65,2,0.0,1.0,15.3
32,2017,Andre Ellington,ARI,6,TB,0,0,0,1,0,29,1.0,1.0,0.0
33,2017,Andre Ellington,ARI,9,SF,0,0,0,3,14,26,0.0,1.0,3.4
34,2017,Andre Ellington,ARI,10,SEA,2,4,1,6,26,9,1.0,1.0,12.0
35,2017,Andre Ellington,HOU,13,TEN,2,-4,0,6,56,12,0.0,1.0,10.2
36,2017,Andre Ellington,HOU,14,SF,3,6,0,2,16,26,1.0,0.0,3.2
37,2017,Andre Ellington,HOU,16,PIT,0,0,0,0,0,18,1.0,0.0,0.0
38,2017,Andre Ellington,HOU,17,IND,0,0,0,1,0,15,0.0,0.0,0.0
1,2015,Andre Williams,NYG,1,DAL,6,14,0,0,0,25,0.0,0.0,1.4
2,2015,Andre Williams,NYG,2,ATL,6,43,0,0,0,30,1.0,0.0,4.3
3,2015,Andre Williams,NYG,3,WAS,14,29,1,0,0,20,1.0,0.0,8.9
4,2015,Andre Williams,NYG,4,BUF,11,35,0,1,0,10,0.0,0.0,5.5
5,2015,Andre Williams,NYG,5,SF,3,0,0,0,0,32,1.0,0.0,0.0
6,2015,Andre Williams,NYG,6,PHI,5,6,0,0,0,28,0.0,1.0,0.6
7,2015,Andre Williams,NYG,7,DAL,4,13,0,0,0,25,1.0,0.0,1.3
8,2015,Andre Williams,NYG,8,NO,5,7,0,0,0,29,0.0,0.0,0.7
9,2015,Andre Williams,NYG,9,TB,7,30,0,1,7,11,0.0,1.0,4.7
10,2015,Andre Williams,NYG,10,NE,2,2,0,0,0,12,1.0,0.0,0.2
11,2015,Andre Williams,NYG,12,WAS,2,1,0,0,0,20,0.0,1.0,0.1
12,2015,Andre Williams,NYG,13,NYJ,6,22,0,1,0,5,1.0,0.0,2.2
13,2015,Andre Williams,NYG,14,MIA,3,3,0,0,0,31,0.0,1.0,0.3
14,2015,Andre Williams,NYG,15,CAR,6,21,0,0,0,19,1.0,0.0,2.1
15,2015,Andre Williams,NYG,16,MIN,3,5,0,0,0,9,0.0,0.0,0.5
16,2015,Andre Williams,NYG,17,PHI,5,26,0,0,0,28,1.0,0.0,2.6
17,2016,Andre Williams,LAC,17,KC,18,87,0,2,0,17,0.0,1.0,8.7
18,2017,Andre Williams,LAC,5,NYG,0,0,0,0,0,22,0.0,0.0,0.0
19,2017,Andre Williams,LAC,6,OAK,0,0,0,0,0,19,0.0,1.0,0.0
20,2017,Andre Williams,LAC,7,DEN,0,0,0,0,0,4,1.0,1.0,0.0
21,2017,Andre Williams,LAC,10,JAX,0,0,0,0,0,10,0.0,1.0,0.0
22,2017,Andre Williams,LAC,11,BUF,2,2,0,0,0,32,1.0,1.0,0.2
23,2017,Andre Williams,LAC,12,DAL,0,0,0,0,0,8,0.0,0.0,0.0
24,2017,Andre Williams,LAC,13,CLE,0,0,0,0,0,13,1.0,1.0,0.0
25,2017,Andre Williams,LAC,14,WAS,7,23,0,0,0,28,1.0,1.0,2.3
1,2016,Andy Janovich,DEN,1,CAR,1,28,1,0,0,15,1.0,1.0,8.8
2,2016,Andy Janovich,DEN,2,IND,0,0,0,1,11,25,1.0,1.0,2.1
3,2016,Andy Janovich,DEN,3,CIN,1,2,0,1,13,21,0.0,0.0,2.5
4,2016,Andy Janovich,DEN,4,TB,0,0,0,0,0,22,0.0,1.0,0.0
5,2016,Andy Janovich,DEN,5,ATL,1,2,0,1,0,29,1.0,1.0,0.2
6,2016,Andy Janovich,DEN,6,LAC,0,0,0,0,0,28,0.0,1.0,0.0
7,2016,Andy Janovich,DEN,7,HOU,1,1,0,2,12,11,1.0,1.0,2.3
8,2016,Andy Janovich,DEN,8,LAC,0,0,0,0,0,28,1.0,1.0,0.0
9,2016,Andy Janovich,DEN,9,OAK,0,0,0,0,0,23,0.0,1.0,0.0
10,2016,Andy Janovich,DEN,10,NO,0,0,0,1,9,30,0.0,0.0,1.9
11,2016,Andy Janovich,DEN,12,KC,0,0,0,1,-1,17,1.0,1.0,0.9
12,2017,Andy Janovich,DEN,1,LAC,0,0,0,0,0,23,1.0,1.0,0.0
13,2017,Andy Janovich,DEN,2,DAL,0,0,0,0,0,8,1.0,1.0,0.0
14,2017,Andy Janovich,DEN,3,BUF,1,2,0,0,0,32,0.0,0.0,0.2
15,2017,Andy Janovich,DEN,4,OAK,0,0,0,0,0,19,1.0,1.0,0.0
16,2017,Andy Janovich,DEN,6,NYG,0,0,0,1,0,22,1.0,1.0,0.0
17,2017,Andy Janovich,DEN,7,LAC,1,3,0,2,14,23,0.0,1.0,3.7
18,2017,Andy Janovich,DEN,8,KC,0,0,0,1,0,6,0.0,1.0,0.0
19,2017,Andy Janovich,DEN,9,PHI,0,0,0,0,0,2,0.0,1.0,0.0
20,2017,Andy Janovich,DEN,10,NE,1,3,0,0,0,16,1.0,1.0,0.3
21,2017,Andy Janovich,DEN,11,CIN,0,0,0,0,0,30,1.0,1.0,0.0
22,2017,Andy Janovich,DEN,12,OAK,1,4,0,0,0,19,0.0,1.0,0.4
23,2017,Andy Janovich,DEN,13,MIA,0,0,0,0,0,25,0.0,1.0,0.0
24,2017,Andy Janovich,DEN,14,NYJ,1,1,1,0,0,21,1.0,1.0,6.1
25,2017,Andy Janovich,DEN,15,IND,1,-1,0,0,0,15,0.0,0.0,-0.1
26,2017,Andy Janovich,DEN,16,WAS,0,0,0,2,21,28,0.0,1.0,4.1
27,2017,Andy Janovich,DEN,17,KC,0,0,0,0,0,6,1.0,1.0,0.0
28,2018,Andy Janovich,DEN,1,SEA,0,0,0,0,0,10,1.0,1.0,0.0
29,2018,Andy Janovich,DEN,2,OAK,0,0,0,1,11,24,1.0,1.0,2.1
30,2018,Andy Janovich,DEN,3,BAL,1,2,0,0,0,2,0.0,1.0,0.2
31,2018,Andy Janovich,DEN,3,BAL,1,2,0,0,0,1,0.0,1.0,0.2
32,2018,Andy Janovich,DEN,4,KC,0,0,0,1,32,32,1.0,1.0,4.2
33,2018,Andy Janovich,DEN,4,KC,0,0,0,1,32,32,1.0,1.0,4.2
34,2018,Andy Janovich,DEN,5,NYJ,0,0,0,0,0,17,0.0,0.0,0.0
35,2018,Andy Janovich,DEN,6,LAR,0,0,0,0,0,14,1.0,1.0,0.0
36,2018,Andy Janovich,DEN,7,ARI,0,0,0,0,0,32,0.0,1.0,0.0
37,2018,Andy Janovich,DEN,8,KC,0,0,0,0,0,22,0.0,1.0,0.0
1,2015,Anthony Dixon,BUF,1,IND,3,1,1,0,0,18,1.0,0.0,6.1
2,2015,Anthony Dixon,BUF,2,NE,0,0,0,0,0,12,1.0,0.0,0.0
3,2015,Anthony Dixon,BUF,3,MIA,5,-1,0,0,0,31,0.0,1.0,-0.1
4,2015,Anthony Dixon,BUF,4,NYG,0,0,0,3,20,24,1.0,0.0,4.0
5,2015,Anthony Dixon,BUF,5,TEN,7,19,0,3,20,4,0.0,1.0,6.9
6,2015,Anthony Dixon,BUF,6,CIN,0,0,0,0,0,15,1.0,0.0,0.0
7,2015,Anthony Dixon,BUF,7,JAX,0,0,0,0,0,27,0.0,1.0,0.0
8,2015,Anthony Dixon,BUF,9,MIA,0,0,0,0,0,31,1.0,0.0,0.0
9,2015,Anthony Dixon,BUF,10,NYJ,0,0,0,0,0,5,0.0,0.0,0.0
10,2015,Anthony Dixon,BUF,11,NE,0,0,0,0,0,12,0.0,0.0,0.0
11,2015,Anthony Dixon,BUF,12,KC,2,8,0,0,0,3,0.0,1.0,0.8
12,2015,Anthony Dixon,BUF,13,HOU,1,6,0,0,0,7,1.0,0.0,0.6
13,2015,Anthony Dixon,BUF,14,PHI,0,0,0,0,0,28,0.0,1.0,0.0
14,2015,Anthony Dixon,BUF,15,WAS,1,5,0,1,4,20,0.0,1.0,1.9
15,2015,Anthony Dixon,BUF,16,DAL,0,0,0,0,0,25,1.0,0.0,0.0
16,2015,Anthony Dixon,BUF,17,NYJ,2,6,0,0,0,5,1.0,0.0,0.6
1,2015,Anthony Sherman,KC,1,HOU,0,0,0,1,0,7,0.0,0.0,1.0
2,2015,Anthony Sherman,KC,2,DEN,0,0,0,0,0,14,1.0,1.0,0.0
3,2015,Anthony Sherman,KC,3,GB,0,0,0,0,0,13,0.0,1.0,0.0
4,2015,Anthony Sherman,KC,4,CIN,0,0,0,0,0,15,0.0,0.0,0.0
5,2015,Anthony Sherman,KC,5,CHI,0,0,0,0,0,22,1.0,1.0,0.0
6,2015,Anthony Sherman,KC,6,MIN,1,0,0,1,13,9,0.0,0.0,2.3
7,2015,Anthony Sherman,KC,7,PIT,0,0,0,0,0,2,1.0,1.0,0.0
8,2015,Anthony Sherman,KC,8,DET,0,0,0,0,0,17,1.0,1.0,0.0
9,2015,Anthony Sherman,KC,10,DEN,0,0,0,0,0,14,0.0,1.0,0.0
10,2015,Anthony Sherman,KC,11,LAC,0,0,0,0,0,26,0.0,1.0,0.0
11,2015,Anthony Sherman,KC,12,BUF,0,0,0,0,0,10,1.0,1.0,0.0
12,2015,Anthony Sherman,KC,13,OAK,0,0,0,1,0,21,0.0,1.0,0.0
13,2015,Anthony Sherman,KC,14,LAC,0,0,0,0,0,26,1.0,1.0,0.0
14,2015,Anthony Sherman,KC,15,BAL,0,0,0,0,0,6,0.0,1.0,0.0
15,2015,Anthony Sherman,KC,16,CLE,0,0,0,0,0,16,1.0,1.0,0.0
16,2015,Anthony Sherman,KC,17,OAK,0,0,0,2,21,21,1.0,1.0,4.1
17,2016,Anthony Sherman,KC,1,LAC,0,0,0,0,0,28,1.0,1.0,0.0
18,2016,Anthony Sherman,KC,2,HOU,0,0,0,0,0,11,0.0,0.0,0.0
19,2016,Anthony Sherman,KC,3,NYJ,0,0,0,1,3,19,1.0,1.0,1.3
20,2016,Anthony Sherman,KC,4,PIT,0,0,0,0,0,27,0.0,1.0,0.0
21,2016,Anthony Sherman,KC,6,OAK,0,0,0,1,0,23,0.0,1.0,0.0
22,2016,Anthony Sherman,KC,7,NO,0,0,0,1,0,30,1.0,1.0,1.0
23,2016,Anthony Sherman,KC,8,IND,0,0,0,0,0,25,0.0,0.0,0.0
24,2016,Anthony Sherman,KC,9,JAX,0,0,0,1,6,14,1.0,1.0,1.6
25,2016,Anthony Sherman,KC,10,CAR,0,0,0,0,0,15,0.0,1.0,0.0
26,2016,Anthony Sherman,KC,11,TB,0,0,0,0,0,22,1.0,1.0,0.0
27,2016,Anthony Sherman,KC,12,DEN,0,0,0,0,0,18,0.0,1.0,0.0
28,2016,Anthony Sherman,KC,13,ATL,0,0,0,0,0,29,0.0,0.0,0.0
29,2016,Anthony Sherman,KC,14,OAK,0,0,0,0,0,23,1.0,1.0,0.0
30,2016,Anthony Sherman,KC,15,TEN,0,0,0,1,0,2,1.0,1.0,0.0
31,2016,Anthony Sherman,KC,16,DEN,0,0,0,0,0,18,1.0,1.0,0.0
32,2016,Anthony Sherman,KC,17,LAC,0,0,0,1,2,28,0.0,1.0,1.2
33,2017,Anthony Sherman,KC,1,NE,0,0,0,0,0,16,0.0,0.0,0.0
34,2017,Anthony Sherman,KC,2,PHI,0,0,0,0,0,2,1.0,1.0,0.0
35,2017,Anthony Sherman,KC,3,LAC,0,0,0,1,11,23,0.0,1.0,2.1
36,2017,Anthony Sherman,KC,4,WAS,0,0,0,0,0,28,1.0,1.0,0.0
37,2017,Anthony Sherman,KC,5,HOU,0,0,0,1,0,7,0.0,0.0,0.0
38,2017,Anthony Sherman,KC,6,PIT,0,0,0,0,0,18,1.0,1.0,0.0
39,2017,Anthony Sherman,KC,7,OAK,0,0,0,0,0,19,0.0,1.0,0.0
40,2017,Anthony Sherman,KC,8,DEN,0,0,0,0,0,4,1.0,1.0,0.0
41,2017,Anthony Sherman,KC,9,DAL,0,0,0,0,0,8,0.0,0.0,0.0
42,2017,Anthony Sherman,KC,11,NYG,0,0,0,1,11,22,0.0,0.0,2.1
43,2017,Anthony Sherman,KC,12,BUF,0,0,0,1,4,32,1.0,1.0,1.4
44,2017,Anthony Sherman,KC,13,NYJ,0,0,0,0,0,21,0.0,0.0,0.0
45,2017,Anthony Sherman,KC,14,OAK,0,0,0,0,0,19,1.0,1.0,0.0
46,2017,Anthony Sherman,KC,15,LAC,0,0,0,0,0,23,1.0,1.0,0.0
47,2017,Anthony Sherman,KC,16,MIA,0,0,0,0,0,25,1.0,1.0,0.0
48,2017,Anthony Sherman,KC,17,DEN,14,40,1,4,21,4,0.0,1.0,15.1
49,2018,Anthony Sherman,KC,1,LAC,0,0,0,1,36,15,0.0,1.0,10.6
50,2018,Anthony Sherman,KC,2,PIT,0,0,0,0,0,4,0.0,1.0,0.0
51,2018,Anthony Sherman,KC,3,SF,0,0,0,1,16,26,1.0,1.0,2.6
52,2018,Anthony Sherman,KC,3,SF,0,0,0,1,16,22,1.0,1.0,2.6
53,2018,Anthony Sherman,KC,4,DEN,0,0,0,0,0,20,0.0,1.0,0.0
54,2018,Anthony Sherman,KC,4,DEN,0,0,0,0,0,25,0.0,1.0,0.0
55,2018,Anthony Sherman,KC,5,JAX,0,0,0,1,15,7,1.0,1.0,2.5
56,2018,Anthony Sherman,KC,6,NE,0,0,0,1,-2,21,0.0,0.0,0.8
57,2018,Anthony Sherman,KC,7,CIN,0,0,0,0,0,28,1.0,1.0,0.0
58,2018,Anthony Sherman,KC,8,DEN,0,0,0,1,10,8,1.0,1.0,2.0
1,2015,Antone Smith,CHI,8,MIN,0,0,0,0,0,9,1.0,1.0,0.0
2,2015,Antone Smith,CHI,9,LAC,1,11,0,0,0,26,0.0,1.0,1.1
3,2015,Antone Smith,CHI,10,LAR,0,0,0,0,0,23,0.0,1.0,0.0
4,2015,Antone Smith,CHI,11,DEN,0,0,0,0,0,14,1.0,1.0,0.0
5,2015,Antone Smith,CHI,12,GB,0,0,0,0,0,13,0.0,1.0,0.0
6,2016,Antone Smith,TB,7,SF,1,6,0,3,41,32,0.0,1.0,6.7
7,2016,Antone Smith,TB,8,OAK,4,16,0,2,9,23,1.0,1.0,3.5
8,2016,Antone Smith,TB,9,ATL,5,25,0,4,27,29,1.0,1.0,7.2
1,2015,Antonio Andrews,TEN,3,IND,12,49,1,2,12,18,1.0,1.0,13.1
2,2015,Antonio Andrews,TEN,5,BUF,7,9,1,4,45,10,1.0,1.0,14.4
3,2015,Antonio Andrews,TEN,6,MIA,9,23,0,1,2,31,1.0,1.0,3.5
4,2015,Antonio Andrews,TEN,7,ATL,10,57,0,0,0,30,1.0,1.0,5.7
5,2015,Antonio Andrews,TEN,8,HOU,16,64,0,3,18,7,0.0,0.0,11.2
6,2015,Antonio Andrews,TEN,9,NO,19,88,0,2,23,29,0.0,0.0,12.1
7,2015,Antonio Andrews,TEN,10,CAR,11,8,0,0,0,19,1.0,1.0,0.8
8,2015,Antonio Andrews,TEN,11,JAX,15,78,0,2,16,27,0.0,1.0,11.4
9,2015,Antonio Andrews,TEN,12,OAK,11,32,0,2,14,21,1.0,1.0,5.6
10,2015,Antonio Andrews,TEN,13,JAX,13,58,1,1,10,27,1.0,1.0,13.8
