Rank,PlayerID,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
45,12386,Marshawn Lynch,SEA,RB,6,CAR,17,54,3.2,1,3,1,0,0,0,0,12.4,12.4
46,15224,Andre Ellington,ARI,RB,5,DET,3,63,21,1,0,0,0,0,0,0,12.3,12.3
47,14901,Kyle Juszczyk,BAL,FB,5,CLE,0,0,0,0,6,3,31,1,0,0,12.1,12.1
47,12317,Danny Woodhead,LAC,RB,6,GB,7,8,1.1,0,7,5,63,0,0,0,12.1,12.1
49,13446,Bruce Miller,SF,FB,6,BAL,0,0,0,0,3,3,89,0,0,0,11.9,11.9
50,5820,Frank Gore,IND,RB,6,NE,13,78,6,0,3,2,16,0,0,0,11.4,11.4
50,15085,Joseph Randle,DAL,RB,5,NE,15,62,4.1,0,4,4,12,0,0,0,11.4,11.4
52,15126,Theo Riddick,DET,RB,6,CHI,7,28,4,0,6,3,50,0,0,0,10.8,10.8
52,15102,Chris Thompson,WAS,RB,5,ATL,3,15,5,0,7,6,33,0,0,0,10.8,10.8
54,16856,Matt Jones,WAS,RB,5,ATL,11,20,1.8,1,2,1,17,0,0,0,10.7,10.7
54,8649,Rashad Jennings,NYG,RB,5,SF,11,46,4.2,0,4,4,21,0,0,0,10.7,10.7
56,15020,CJ Anderson,DEN,RB,6,CLE,13,41,3.2,0,4,4,25,0,0,0,10.6,10.6
57,16345,Branden Oliver,LAC,RB,6,GB,7,23,3.3,0,4,4,40,0,0,0,10.3,10.3
57,8649,Rashad Jennings,NYG,RB,6,PHI,13,63,4.8,0,3,3,20,0,1,1,10.3,10.3
59,16815,Ameer Abdullah,DET,RB,6,CHI,14,48,3.4,0,4,3,21,0,1,0,9.9,9.9
60,15102,Chris Thompson,WAS,RB,6,NYJ,5,12,2.4,0,10,6,26,0,0,0,9.8,9.8
61,16867,Jeremy Langford,CHI,RB,6,DET,5,10,2,1,2,1,17,0,0,0,9.7,9.7
62,7969,Jamaal Charles,KC,RB,5,CHI,12,58,4.8,0,4,1,26,0,0,0,9.4,9.4
62,13337,Mark Ingram,NO,RB,5,PHI,12,57,4.8,0,3,2,17,0,0,0,9.4,9.4
64,14967,Le'Veon Bell,PIT,RB,6,ARI,24,88,3.7,0,0,0,0,0,0,0,8.8,8.8
65,15071,Latavius Murray,OAK,RB,5,DEN,13,39,3,0,4,3,18,0,0,0,8.7,8.7
66,16838,Duke Johnson,CLE,RB,6,DEN,9,38,4.2,0,4,3,18,0,0,0,8.6,8.6
67,15221,Zac Stacy,NYJ,RB,6,WAS,13,46,3.5,0,2,2,15,0,0,0,8.1,8.1
68,16668,Carlos Hyde,SF,RB,6,BAL,21,55,2.6,0,2,2,5,0,0,0,8,8
69,11413,Toby Gerhart,JAX,RB,6,HOU,9,26,2.9,0,4,3,23,0,0,0,7.9,7.9
70,12506,James Starks,GB,RB,5,LAR,5,17,3.4,0,6,3,29,0,0,0,7.6,7.6
71,12296,LeGarrette Blount,NE,RB,5,DAL,13,74,5.7,0,0,0,0,0,0,0,7.4,7.4
71,15224,Andre Ellington,ARI,RB,6,PIT,1,7,7,0,2,2,47,0,0,0,7.4,7.4
73,16178,Bishop Sankey,TEN,RB,5,BUF,7,20,2.9,0,3,3,23,0,1,0,7.3,7.3
74,12285,Anthony Dixon,BUF,RB,5,TEN,7,19,2.7,0,3,3,20,0,0,0,6.9,6.9
74,12708,Dion Lewis,NE,RB,6,IND,4,21,5.2,0,6,3,18,0,0,0,6.9,6.9
76,15018,Denard Robinson,JAX,RB,6,HOU,7,19,2.7,0,3,3,19,0,0,0,6.8,6.8
77,4807,Adrian Peterson,MIN,RB,6,KC,26,60,2.3,0,1,1,-3,0,1,0,6.7,6.7
77,15645,Khiry Robinson,NO,RB,6,ATL,7,23,3.3,0,2,2,24,0,0,0,6.7,6.7
77,10949,CJ Spiller,NO,RB,6,ATL,3,10,3.3,0,5,4,17,0,0,0,6.7,6.7
80,5701,Fred Jackson,SEA,RB,5,CIN,2,5,2.5,0,3,3,29,0,0,0,6.4,6.4
81,16127,Isaiah Crowell,CLE,RB,6,DEN,11,32,2.9,0,2,2,9,0,0,0,6.1,6.1
82,15020,CJ Anderson,DEN,RB,5,OAK,11,22,2,0,2,2,18,0,0,0,6,6
83,16886,Javorius Allen,BAL,RB,5,CLE,8,58,7.2,0,1,0,0,0,0,0,5.8,5.8
84,11256,Ryan Mathews,PHI,RB,6,NYG,9,40,4.4,0,1,1,6,0,0,0,5.6,5.6
85,6828,Chris Johnson,ARI,RB,6,PIT,14,40,2.9,0,1,1,5,0,0,0,5.5,5.5
86,15645,Khiry Robinson,NO,RB,5,PHI,5,30,6,0,2,2,2,0,0,0,5.2,5.2
87,13735,Chris Polk,HOU,RB,6,JAX,8,37,4.6,0,2,1,2,0,0,0,4.9,4.9
88,15207,Benjamin Cunningham,LAR,RB,5,GB,0,0,0,0,2,2,28,0,0,0,4.8,4.8
88,13163,Roy Helu,OAK,RB,5,DEN,3,6,2,0,6,3,12,0,0,0,4.8,4.8
90,6198,Darren Sproles,PHI,RB,5,NO,5,27,5.4,0,2,1,10,0,0,0,4.7,4.7
90,17023,Zach Zenner,DET,RB,5,ARI,10,30,3,0,2,1,7,0,0,0,4.7,4.7
92,16307,Charcandrick West,KC,RB,5,CHI,7,31,4.4,0,2,1,5,0,0,0,4.6,4.6
92,15565,Jonas Gray,MIA,RB,6,TEN,7,24,3.4,0,1,1,12,0,0,0,4.6,4.6
94,15138,Eddie Lacy,GB,RB,5,LAR,13,27,2.1,0,1,1,8,0,0,0,4.5,4.5
94,13255,Matt Asiata,MIN,RB,6,KC,5,27,5.4,0,1,1,8,0,0,0,4.5,4.5
96,16189,Alfred Blue,HOU,RB,5,IND,6,22,3.7,0,1,1,11,0,0,0,4.3,4.3
96,13446,Bruce Miller,SF,FB,5,NYG,0,0,0,0,2,2,23,0,0,0,4.3,4.3
96,15616,Fozzy Whittaker,CAR,RB,6,SEA,1,2,2,0,2,2,21,0,0,0,4.3,4.3
99,14269,Alfred Morris,WAS,RB,6,NYJ,11,21,1.9,0,1,1,11,0,0,0,4.2,4.2
99,13735,Chris Polk,HOU,RB,5,IND,1,5,5,0,3,2,17,0,0,0,4.2,4.2
99,14901,Kyle Juszczyk,BAL,FB,6,SF,0,0,0,0,2,2,22,0,0,0,4.2,4.2
102,1589,John Kuhn,GB,FB,6,LAC,0,0,0,0,2,2,20,0,0,0,4,4
102,15138,Eddie Lacy,GB,RB,6,LAC,4,3,0.8,0,2,2,17,0,1,0,4,4
104,16307,Charcandrick West,KC,RB,6,MIN,9,33,3.7,0,2,1,6,0,1,1,3.9,3.9
105,14786,Patrick DiMarco,ATL,FB,6,NO,0,0,0,0,3,2,18,0,0,0,3.8,3.8
106,14788,Dan Herron,BUF,RB,6,CIN,0,0,0,0,2,2,17,0,0,0,3.7,3.7
107,14046,Ronnie Hillman,DEN,RB,5,OAK,7,21,3,0,2,1,5,0,0,0,3.6,3.6
108,16112,Jeremy Hill,CIN,RB,5,SEA,8,13,1.6,0,2,1,12,0,0,0,3.5,3.5
108,15045,Knile Davis,KC,RB,6,MIN,5,13,2.6,0,1,1,12,0,0,0,3.5,3.5
108,16163,Antonio Andrews,TEN,RB,6,MIA,9,23,2.6,0,1,1,2,0,0,0,3.5,3.5
108,16855,Ty Montgomery,GB,RB,6,LAC,1,4,4,0,2,2,11,0,0,0,3.5,3.5
112,10949,CJ Spiller,NO,RB,5,PHI,3,10,3.3,0,4,3,-8,0,0,0,3.2,3.2
113,16886,Javorius Allen,BAL,RB,6,SF,4,13,3.2,0,3,1,8,0,0,0,3.1,3.1
114,16834,Tevin Coleman,ATL,RB,6,NO,4,40,10,0,0,0,0,0,1,1,3,3
114,16178,Bishop Sankey,TEN,RB,6,MIA,3,13,4.3,0,3,1,7,0,0,0,3,3
116,14788,Dan Herron,BUF,RB,5,TEN,9,28,3.1,0,0,0,0,0,1,0,2.8,2.8
116,11220,Dexter McCluster,TEN,RB,5,BUF,8,20,2.5,0,1,1,-2,0,0,0,2.8,2.8
118,14533,Robert Turbin,CLE,RB,6,DEN,10,27,2.7,0,1,0,0,0,0,0,2.7,2.7
118,16847,David Johnson,ARI,RB,6,PIT,3,9,3,0,1,1,8,0,1,0,2.7,2.7
118,5701,Fred Jackson,SEA,RB,6,CAR,0,0,0,0,2,2,7,0,0,0,2.7,2.7
121,16287,Juwan Thompson,DEN,RB,5,OAK,0,0,0,0,1,1,16,0,0,0,2.6,2.6
121,2220,Ahmad Bradshaw,IND,RB,6,NE,4,8,2,0,1,1,8,0,0,0,2.6,2.6
123,16815,Ameer Abdullah,DET,RB,5,ARI,6,16,2.7,0,2,1,9,0,2,1,2.5,2.5
124,13418,Anthony Sherman,KC,FB,6,MIN,1,0,0,0,1,1,13,0,0,0,2.3,2.3
125,16965,Josh Robinson,IND,RB,5,HOU,3,6,2,0,1,1,6,0,0,0,2.2,2.2
125,16867,Jeremy Langford,CHI,RB,5,KC,2,-2,-1,0,2,1,14,0,0,0,2.2,2.2
127,7580,DeAngelo Williams,PIT,RB,5,LAC,5,20,4,0,0,0,0,0,0,0,2,2
128,15230,Stepfan Taylor,ARI,RB,5,DET,4,19,4.8,0,1,0,0,0,0,0,1.9,1.9
128,16776,Melvin Gordon,LAC,RB,6,GB,7,29,4.1,0,0,0,0,0,2,1,1.9,1.9
130,11969,Darrel Young,WAS,FB,6,NYJ,0,0,0,0,1,1,8,0,0,0,1.8,1.8
131,17089,Terron Ward,ATL,RB,6,NO,0,0,0,0,1,1,7,0,0,0,1.7,1.7
131,6198,Darren Sproles,PHI,RB,6,NYG,2,4,2,0,2,1,3,0,0,0,1.7,1.7
133,16928,Michael Burton,DET,FB,5,ARI,0,0,0,0,1,1,6,0,0,0,1.6,1.6
133,12780,Shane Vereen,NYG,RB,6,PHI,4,0,0,0,4,1,6,0,0,0,1.6,1.6
135,14269,Alfred Morris,WAS,RB,5,ATL,8,15,1.9,0,0,0,0,0,0,0,1.5,1.5
135,17023,Zach Zenner,DET,RB,6,CHI,3,15,5,0,0,0,0,0,0,0,1.5,1.5
137,14789,Jamize Olawale,OAK,FB,5,DEN,6,13,2.2,0,0,0,0,0,0,0,1.3,1.3
137,15555,Zach Line,MIN,FB,6,KC,0,0,0,0,1,1,3,0,0,0,1.3,1.3
139,4738,Mike Tolbert,CAR,FB,6,SEA,3,10,3.3,0,0,0,0,0,0,0,1,1
139,16955,Malcolm Johnson,CLE,FB,6,DEN,0,0,0,0,1,1,0,0,0,0,1,1
141,16240,Zurlon Tipton,IND,RB,5,HOU,2,9,4.5,0,1,0,0,0,0,0,0.9,0.9
141,17254,Jarryd Hayne,SF,RB,5,NYG,2,9,4.5,0,0,0,0,0,0,0,0.9,0.9
141,12800,Bilal Powell,NYJ,RB,6,WAS,4,-2,-0.5,0,1,1,1,0,0,0,0.9,0.9
144,16626,Tre Mason,LAR,RB,5,GB,2,8,4,0,0,0,0,0,0,0,0.8,0.8
144,17050,Thomas Rawls,SEA,RB,6,CAR,1,8,8,0,0,0,0,0,0,0,0.8,0.8
146,14687,Bernard Pierce,JAX,RB,5,TB,2,6,3,0,0,0,0,0,0,0,0.6,0.6
146,15256,Christine Michael,DAL,RB,5,NE,1,6,6,0,0,0,0,0,0,0,0.6,0.6
146,16402,Andre Williams,NYG,RB,6,PHI,5,6,1.2,0,0,0,0,0,0,0,0.6,0.6
149,17360,Rod Smith,SEA,RB,5,CIN,2,5,2.5,0,0,0,0,0,0,0,0.5,0.5
149,16031,Damien Williams,MIA,RB,6,TEN,2,5,2.5,0,0,0,0,0,1,0,0.5,0.5
151,13299,Jacquizz Rodgers,CHI,RB,5,KC,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
151,16834,Tevin Coleman,ATL,RB,5,WAS,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
151,1589,John Kuhn,GB,FB,5,LAR,1,3,3,0,1,0,0,0,0,0,0.3,0.3
151,15498,Cierre Wood,BUF,RB,5,TEN,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
155,15045,Knile Davis,KC,RB,5,CHI,2,2,1,0,0,0,0,0,0,0,0.2,0.2
155,11413,Toby Gerhart,JAX,RB,5,TB,1,2,2,0,1,0,0,0,0,0,0.2,0.2
155,733,Jerome Felton,BUF,FB,5,TEN,1,2,2,0,0,0,0,0,0,0,0.2,0.2
155,16510,Jerick McKinnon,MIN,RB,6,KC,1,2,2,0,0,0,0,0,0,0,0.2,0.2
159,17197,Corey Grant,JAX,RB,6,HOU,1,1,1,0,0,0,0,0,0,0,0.1,0.1
160,16210,Jay Prosch,HOU,FB,5,IND,0,0,0,0,0,0,0,0,0,0,0,0
160,13418,Anthony Sherman,KC,FB,5,CHI,0,0,0,0,0,0,0,0,0,0,0,0
160,16427,Ka'Deem Carey,CHI,RB,5,KC,0,0,0,0,0,0,0,0,0,0,0,0
160,11737,Cedric Peerman,CIN,RB,5,SEA,0,0,0,0,0,0,0,0,0,0,0,0
160,15631,Derrick Coleman,SEA,FB,5,CIN,0,0,0,0,0,0,0,0,0,0,0,0
160,12649,Will Tukuafu,SEA,FB,5,CIN,0,0,0,0,0,0,0,0,0,0,0,0
160,14786,Patrick DiMarco,ATL,FB,5,WAS,0,0,0,0,0,0,0,0,0,0,0,0
160,17089,Terron Ward,ATL,RB,5,WAS,0,0,0,0,2,0,0,0,0,0,0,0
160,11969,Darrel Young,WAS,FB,5,ATL,0,0,0,0,0,0,0,0,0,0,0,0
160,14538,Jorvorskie Lane,TB,FB,5,JAX,0,0,0,0,0,0,0,0,0,0,0,0
160,13852,Bobby Rainey,TB,RB,5,JAX,0,0,0,0,0,0,0,0,0,0,0,0
160,16989,Marcus Murphy,NO,RB,5,PHI,0,0,0,0,0,0,0,0,0,0,0,0
160,16955,Malcolm Johnson,CLE,FB,5,BAL,0,0,0,0,0,0,0,0,0,0,0,0
160,16966,Aaron Ripkowski,GB,FB,5,LAR,0,0,0,0,0,0,0,0,0,0,0,0
160,17234,Alonzo Harris,GB,RB,5,LAR,0,0,0,0,0,0,0,0,0,0,0,0
160,15596,Chase Reynolds,LAR,RB,5,GB,0,0,0,0,0,0,0,0,0,0,0,0
160,16869,Jalston Fowler,TEN,RB,5,BUF,0,0,0,0,0,0,0,0,0,0,0,0
160,13527,Tyler Clutts,DAL,FB,5,NE,0,0,0,0,0,0,0,0,0,0,0,0
160,13741,Brandon Bolden,NE,RB,5,DAL,0,0,0,0,0,0,0,0,0,0,0,0
160,16056,James White,NE,RB,5,DAL,0,0,0,0,0,0,0,0,0,0,0,0
160,16402,Andre Williams,NYG,RB,5,SF,3,0,0,0,0,0,0,0,0,0,0,0
160,12787,Nick Bellore,SF,RB,5,NYG,0,0,0,0,0,0,0,0,0,0,0,0
160,16120,Nikita Whitlock,NYG,RB,5,SF,0,0,0,0,0,0,0,0,0,0,0,0
160,16008,Orleans Darkwa,NYG,RB,5,SF,0,0,0,0,0,0,0,0,0,0,0,0
160,16345,Branden Oliver,LAC,RB,5,PIT,0,0,0,0,0,0,0,0,0,0,0,0
160,13102,Jordan Todman,PIT,RB,5,LAC,0,0,0,0,0,0,0,0,0,0,0,0
160,16144,Dri Archer,PIT,RB,5,LAC,0,0,0,0,0,0,0,0,0,0,0,0
160,16534,Roosevelt Nix,PIT,RB,5,LAC,0,0,0,0,0,0,0,0,0,0,0,0
160,14620,Will Johnson,PIT,FB,5,LAC,0,0,0,0,0,0,0,0,0,0,0,0
160,16989,Marcus Murphy,NO,RB,6,ATL,0,0,0,0,0,0,0,0,0,0,0,0
160,15191,Austin Johnson,NO,FB,6,ATL,0,0,0,0,0,0,0,0,0,0,0,0
160,14891,Tommy Bohanon,NYJ,FB,6,WAS,0,0,0,0,0,0,0,0,0,0,0,0
160,15230,Stepfan Taylor,ARI,RB,6,PIT,0,0,0,0,0,0,0,0,0,0,0,0
160,13102,Jordan Todman,PIT,RB,6,ARI,0,0,0,0,0,0,0,0,0,0,0,0
160,14620,Will Johnson,PIT,FB,6,ARI,0,0,0,0,0,0,0,0,0,0,0,0
160,16534,Roosevelt Nix,PIT,RB,6,ARI,0,0,0,0,0,0,0,0,0,0,0,0
160,16144,Dri Archer,PIT,RB,6,ARI,0,0,0,0,0,0,0,0,0,0,0,0
160,15261,Spencer Ware,KC,RB,6,MIN,0,0,0,0,0,0,0,0,0,0,0,0
160,12285,Anthony Dixon,BUF,RB,6,CIN,0,0,0,0,0,0,0,0,0,0,0,0
160,733,Jerome Felton,BUF,FB,6,CIN,0,0,0,0,0,0,0,0,0,0,0,0
160,14917,Rex Burkhead,CIN,RB,6,BUF,0,0,0,0,0,0,0,0,0,0,0,0
160,11737,Cedric Peerman,CIN,RB,6,BUF,0,0,0,0,0,0,0,0,0,0,0,0
160,16427,Ka'Deem Carey,CHI,RB,6,DET,0,0,0,0,0,0,0,0,0,0,0,0
160,16928,Michael Burton,DET,FB,6,CHI,0,0,0,0,0,0,0,0,0,0,0,0
160,16273,Kapri Bibbs,DEN,RB,6,CLE,0,0,0,0,0,0,0,0,0,0,0,0
160,13158,Shaun Draughn,CLE,RB,6,DEN,0,0,0,0,0,0,0,0,0,0,0,0
160,14719,Jonathan Grimes,HOU,RB,6,JAX,0,0,0,0,0,0,0,0,0,0,0,0
160,16210,Jay Prosch,HOU,FB,6,JAX,0,0,0,0,0,0,0,0,0,0,0,0
160,16189,Alfred Blue,HOU,RB,6,JAX,0,0,0,0,0,0,0,0,0,0,0,0
160,16869,Jalston Fowler,TEN,RB,6,MIA,0,0,0,0,0,0,0,0,0,0,0,0
160,12649,Will Tukuafu,SEA,FB,6,CAR,0,0,0,0,0,0,0,0,0,0,0,0
160,16966,Aaron Ripkowski,GB,FB,6,LAC,0,0,0,0,0,0,0,0,0,0,0,0
160,8604,Donald Brown,LAC,RB,6,GB,0,0,0,0,0,0,0,0,0,0,0,0
160,17254,Jarryd Hayne,SF,RB,6,BAL,0,0,0,0,0,0,0,0,1,0,0,0
160,17016,Terrence Magee,BAL,RB,6,SF,0,0,0,0,0,0,0,0,0,0,0,0
160,12787,Nick Bellore,SF,RB,6,BAL,0,0,0,0,0,0,0,0,0,0,0,0
160,16887,Mike Davis,SF,RB,6,BAL,1,0,0,0,0,0,0,0,0,0,0,0
160,16056,James White,NE,RB,6,IND,0,0,0,0,1,0,0,0,0,0,0,0
160,16240,Zurlon Tipton,IND,RB,6,NE,0,0,0,0,0,0,0,0,0,0,0,0
160,13741,Brandon Bolden,NE,RB,6,IND,0,0,0,0,0,0,0,0,0,0,0,0
160,16120,Nikita Whitlock,NYG,RB,6,PHI,0,0,0,0,0,0,0,0,0,0,0,0
160,16008,Orleans Darkwa,NYG,RB,6,PHI,0,0,0,0,0,0,0,0,0,0,0,0
160,15185,Kenjon Barner,PHI,RB,6,NYG,0,0,0,0,0,0,0,0,0,0,0,0
223,4640,Reggie Bush,SF,RB,5,NYG,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
223,7580,DeAngelo Williams,PIT,RB,6,ARI,1,-1,-1,0,0,0,0,0,0,0,-0.1,-0.1
225,14917,Rex Burkhead,CIN,RB,5,SEA,1,-2,-2,0,0,0,0,0,1,1,-1.2,-1.2
226,17197,Corey Grant,JAX,RB,5,TB,2,-6,-3,0,0,0,0,0,1,1,-1.6,-1.6
