Rank,PlayerID,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
21,16847,David Johnson,ARI,RB,2,CHI,5,42,8.4,1,2,1,3,0,0,0,17.5,17.5
21,12780,Shane Vereen,NYG,RB,2,ATL,6,19,3.2,0,8,8,76,0,0,0,17.5,17.5
23,12386,Marshawn Lynch,SEA,RB,1,LAR,18,73,4.1,0,7,5,31,0,0,0,17.4,17.4
24,7580,DeAngelo Williams,PIT,RB,1,NE,21,127,6,0,1,1,5,0,0,0,17.2,17.2
25,11220,Dexter McCluster,TEN,RB,2,CLE,10,98,9.8,0,4,4,26,0,0,0,16.4,16.4
25,12317,Danny Woodhead,LAC,RB,2,CIN,7,36,5.1,0,6,6,68,0,0,0,16.4,16.4
27,15207,Benjamin Cunningham,LAR,RB,1,SEA,16,45,2.8,0,7,4,77,0,0,0,16.2,16.2
28,12708,Dion Lewis,NE,RB,1,PIT,15,69,4.6,0,5,4,51,0,1,0,16,16
29,16524,Devonta Freeman,ATL,RB,2,NYG,12,25,2.1,1,8,4,34,0,0,0,15.9,15.9
30,14269,Alfred Morris,WAS,RB,1,MIA,25,121,4.8,0,0,0,0,0,0,0,15.1,15.1
31,15071,Latavius Murray,OAK,RB,1,CIN,11,44,4,0,7,7,36,0,0,0,15,15
31,14731,Lance Dunbar,DAL,RB,1,NYG,0,0,0,0,8,8,70,0,0,0,15,15
33,14916,Giovani Bernard,CIN,RB,1,OAK,8,63,7.9,0,6,6,25,0,0,0,14.8,14.8
34,11932,LeSean McCoy,BUF,RB,2,NE,15,89,5.9,0,4,3,27,0,0,0,14.6,14.6
35,2699,Matt Forte,CHI,RB,2,ARI,15,61,4.1,0,5,4,44,0,0,0,14.5,14.5
36,13337,Mark Ingram,NO,RB,2,TB,16,53,3.3,1,3,3,5,0,1,1,13.8,13.8
37,15085,Joseph Randle,DAL,RB,1,NYG,16,65,4.1,0,3,3,42,0,1,0,13.7,13.7
38,15224,Andre Ellington,ARI,RB,1,NO,12,69,5.8,1,3,1,7,0,1,1,13.6,13.6
38,16099,Lorenzo Taliaferro,BAL,RB,2,OAK,7,34,4.9,1,3,3,12,0,0,0,13.6,13.6
38,12506,James Starks,GB,RB,2,SEA,20,95,4.8,0,4,4,11,0,1,1,13.6,13.6
41,16127,Isaiah Crowell,CLE,RB,2,TEN,15,72,4.8,1,0,0,0,0,0,0,13.2,13.2
42,16847,David Johnson,ARI,RB,1,NO,0,0,0,0,2,1,55,1,0,0,12.5,12.5
43,5451,Jonathan Stewart,CAR,RB,1,JAX,18,56,3.1,0,4,4,25,0,0,0,12.1,12.1
44,9369,Justin Forsett,BAL,RB,2,OAK,15,68,4.5,0,4,4,12,0,0,0,12,12
44,15645,Khiry Robinson,NO,RB,1,ARI,8,19,2.4,0,6,5,51,0,0,0,12,12
46,11256,Ryan Mathews,PHI,RB,1,ATL,3,4,1.3,1,4,3,24,0,0,0,11.8,11.8
47,16915,Karlos Williams,BUF,RB,2,NE,6,21,3.5,1,3,2,16,0,0,0,11.7,11.7
47,15126,Theo Riddick,DET,RB,1,LAC,0,0,0,0,2,2,37,1,0,0,11.7,11.7
47,11932,LeSean McCoy,BUF,RB,1,IND,17,41,2.4,0,4,3,46,0,0,0,11.7,11.7
50,16915,Karlos Williams,BUF,RB,1,IND,6,55,9.2,1,0,0,0,0,0,0,11.5,11.5
51,16797,TJ Yeldon,JAX,RB,2,MIA,25,70,2.8,0,4,3,13,0,0,0,11.3,11.3
52,8649,Rashad Jennings,NYG,RB,1,DAL,13,52,4,1,1,0,0,0,0,0,11.2,11.2
53,16031,Damien Williams,MIA,RB,2,JAX,2,5,2.5,0,4,3,15,1,0,0,11,11
54,16776,Melvin Gordon,LAC,RB,2,CIN,16,88,5.5,0,1,1,10,0,0,0,10.8,10.8
54,14385,Doug Martin,TB,RB,2,NO,21,78,3.7,0,2,2,20,0,1,1,10.8,10.8
56,14719,Jonathan Grimes,HOU,RB,2,CAR,2,7,3.5,0,7,6,40,0,0,0,10.7,10.7
57,13124,DeMarco Murray,PHI,RB,2,DAL,13,2,0.2,0,5,5,53,0,0,0,10.5,10.5
58,16668,Carlos Hyde,SF,RB,2,PIT,13,43,3.3,0,4,4,18,0,0,0,10.1,10.1
59,12780,Shane Vereen,NYG,RB,1,DAL,3,14,4.7,0,5,4,45,0,1,0,9.9,9.9
60,12800,Bilal Powell,NYJ,RB,1,CLE,12,62,5.2,0,4,2,16,0,0,0,9.8,9.8
61,16797,TJ Yeldon,JAX,RB,1,CAR,12,51,4.2,0,4,3,16,0,0,0,9.7,9.7
62,9369,Justin Forsett,BAL,RB,1,DEN,14,43,3.1,0,7,4,13,0,0,0,9.6,9.6
63,12800,Bilal Powell,NYJ,RB,2,IND,12,38,3.2,0,5,4,16,0,1,0,9.4,9.4
64,16834,Tevin Coleman,ATL,RB,2,NYG,9,32,3.6,1,1,0,0,0,0,0,9.2,9.2
64,14269,Alfred Morris,WAS,RB,2,LAR,18,59,3.3,0,2,2,13,0,0,0,9.2,9.2
64,12386,Marshawn Lynch,SEA,RB,2,GB,15,41,2.7,0,6,3,21,0,0,0,9.2,9.2
64,13791,Lamar Miller,MIA,RB,2,JAX,10,14,1.4,0,6,5,28,0,0,0,9.2,9.2
68,16965,Josh Robinson,IND,RB,2,NYJ,5,12,2.4,0,5,5,27,0,0,0,8.9,8.9
69,15020,CJ Anderson,DEN,RB,1,BAL,12,29,2.4,0,8,4,19,0,0,0,8.8,8.8
70,16776,Melvin Gordon,LAC,RB,1,DET,14,51,3.6,0,3,3,16,0,1,1,8.7,8.7
71,5701,Fred Jackson,SEA,RB,2,GB,0,0,0,0,2,2,16,1,1,1,8.6,8.6
71,15126,Theo Riddick,DET,RB,2,MIN,1,5,5,0,6,5,41,0,1,1,8.6,8.6
73,13791,Lamar Miller,MIA,RB,1,WAS,13,53,4.1,0,1,1,22,0,0,0,8.5,8.5
74,14731,Lance Dunbar,DAL,RB,2,PHI,1,8,8,0,5,3,45,0,0,0,8.3,8.3
75,16609,Charles Sims,TB,RB,2,NO,8,38,4.8,0,3,3,14,0,0,0,8.2,8.2
75,4807,Adrian Peterson,MIN,RB,1,SF,10,31,3.1,0,3,3,21,0,0,0,8.2,8.2
77,16867,Jeremy Langford,CHI,RB,2,ARI,6,21,3.5,1,0,0,0,0,0,0,8.1,8.1
78,16834,Tevin Coleman,ATL,RB,1,PHI,20,80,4,0,2,0,0,0,0,0,8,8
78,12239,Chris Ivory,NYJ,RB,2,IND,14,57,4.1,0,2,2,3,0,0,0,8,8
80,16524,Devonta Freeman,ATL,RB,1,PHI,10,18,1.8,0,4,3,29,0,0,0,7.7,7.7
80,16855,Ty Montgomery,GB,RB,2,SEA,0,0,0,0,4,4,37,0,0,0,7.7,7.7
82,15085,Joseph Randle,DAL,RB,2,PHI,18,51,2.8,0,1,1,14,0,0,0,7.5,7.5
83,6828,Chris Johnson,ARI,RB,2,CHI,20,72,3.6,0,1,0,0,0,0,0,7.2,7.2
83,8066,Darren McFadden,DAL,RB,2,PHI,10,31,3.1,0,2,2,21,0,0,0,7.2,7.2
85,15045,Knile Davis,KC,RB,2,DEN,3,9,3,1,1,0,0,0,0,0,6.9,6.9
85,5451,Jonathan Stewart,CAR,RB,2,HOU,17,62,3.6,0,1,1,-3,0,0,0,6.9,6.9
87,14620,Will Johnson,PIT,FB,1,NE,4,7,1.8,1,0,0,0,0,0,0,6.7,6.7
87,15645,Khiry Robinson,NO,RB,2,TB,5,48,9.6,0,1,1,9,0,0,0,6.7,6.7
87,13735,Chris Polk,HOU,RB,2,CAR,14,38,2.7,0,8,2,9,0,0,0,6.7,6.7
87,15207,Benjamin Cunningham,LAR,RB,2,WAS,1,0,0,0,6,4,27,0,0,0,6.7,6.7
91,15018,Denard Robinson,JAX,RB,1,CAR,5,19,3.8,0,2,2,26,0,0,0,6.5,6.5
92,14385,Doug Martin,TB,RB,1,TEN,11,52,4.7,0,1,1,2,0,0,0,6.4,6.4
93,15191,Austin Johnson,NO,FB,2,TB,1,1,1,1,1,0,0,0,0,0,6.1,6.1
93,15555,Zach Line,MIN,FB,2,DET,1,1,1,1,0,0,0,0,0,0,6.1,6.1
93,12285,Anthony Dixon,BUF,RB,1,IND,3,1,0.3,1,0,0,0,0,0,0,6.1,6.1
93,5820,Frank Gore,IND,RB,2,NYJ,15,57,3.8,0,1,1,4,0,1,1,6.1,6.1
93,12323,Joique Bell,DET,RB,1,LAC,6,14,2.3,0,2,2,27,0,0,0,6.1,6.1
98,16189,Alfred Blue,HOU,RB,1,KC,9,42,4.7,0,2,1,7,0,0,0,5.9,5.9
98,6198,Darren Sproles,PHI,RB,2,DAL,1,-4,-4,0,4,4,23,0,0,0,5.9,5.9
100,14901,Kyle Juszczyk,BAL,FB,1,DEN,0,0,0,0,4,4,17,0,0,0,5.7,5.7
101,4738,Mike Tolbert,CAR,FB,2,HOU,5,31,6.2,0,3,2,4,0,0,0,5.5,5.5
101,16609,Charles Sims,TB,RB,1,TEN,5,12,2.4,0,5,2,23,0,0,0,5.5,5.5
101,14789,Jamize Olawale,OAK,FB,1,CIN,1,6,6,0,3,3,19,0,0,0,5.5,5.5
104,16127,Isaiah Crowell,CLE,RB,1,NYJ,12,20,1.7,0,2,2,13,0,0,0,5.3,5.3
105,13255,Matt Asiata,MIN,RB,1,SF,1,4,4,0,2,2,28,0,0,0,5.2,5.2
106,5820,Frank Gore,IND,RB,1,BUF,8,31,3.9,0,3,2,0,0,0,0,5.1,5.1
107,16626,Tre Mason,LAR,RB,2,WAS,7,26,3.7,0,5,2,4,0,1,0,5,5
108,16510,Jerick McKinnon,MIN,RB,1,SF,3,20,6.7,0,2,2,8,0,0,0,4.8,4.8
109,8066,Darren McFadden,DAL,RB,1,NYG,6,16,2.7,0,1,1,19,0,0,0,4.5,4.5
110,16886,Javorius Allen,BAL,RB,1,DEN,9,30,3.3,0,1,1,4,0,0,0,4.4,4.4
110,8649,Rashad Jennings,NYG,RB,2,ATL,9,12,1.3,0,2,2,12,0,0,0,4.4,4.4
112,16838,Duke Johnson,CLE,RB,2,TEN,12,43,3.6,0,0,0,0,0,0,0,4.3,4.3
112,16402,Andre Williams,NYG,RB,2,ATL,6,43,7.2,0,0,0,0,0,0,0,4.3,4.3
114,16178,Bishop Sankey,TEN,RB,2,CLE,12,42,3.5,0,2,0,0,0,0,0,4.2,4.2
115,14046,Ronnie Hillman,DEN,RB,1,BAL,12,41,3.4,0,0,0,0,0,0,0,4.1,4.1
115,13735,Chris Polk,HOU,RB,1,KC,5,22,4.4,0,1,1,9,0,0,0,4.1,4.1
117,14719,Jonathan Grimes,HOU,RB,1,KC,6,28,4.7,0,2,1,2,0,0,0,4,4
118,15020,CJ Anderson,DEN,RB,2,KC,12,27,2.2,0,1,1,2,0,0,0,3.9,3.9
118,5701,Fred Jackson,SEA,RB,1,LAR,3,13,4.3,0,1,1,16,0,0,0,3.9,3.9
120,15045,Knile Davis,KC,RB,1,HOU,6,16,2.7,0,1,1,12,0,0,0,3.8,3.8
120,16887,Mike Davis,SF,RB,2,PIT,7,14,2,0,4,2,4,0,0,0,3.8,3.8
120,12323,Joique Bell,DET,RB,2,MIN,4,2,0.5,0,2,2,16,0,0,0,3.8,3.8
123,6828,Chris Johnson,ARI,RB,1,NO,10,37,3.7,0,1,0,0,0,0,0,3.7,3.7
124,10949,CJ Spiller,NO,RB,2,TB,3,7,2.3,0,1,1,19,0,0,0,3.6,3.6
125,14046,Ronnie Hillman,DEN,RB,2,KC,9,34,3.8,0,1,0,0,0,0,0,3.4,3.4
125,14917,Rex Burkhead,CIN,RB,1,OAK,0,0,0,0,1,1,24,0,0,0,3.4,3.4
125,16955,Malcolm Johnson,CLE,FB,1,NYJ,0,0,0,0,2,2,14,0,0,0,3.4,3.4
128,16869,Jalston Fowler,TEN,RB,2,CLE,1,3,3,0,1,1,19,0,0,0,3.2,3.2
129,16345,Branden Oliver,LAC,RB,1,DET,2,4,2,0,1,1,17,0,0,0,3.1,3.1
129,16142,Terrance West,TEN,RB,1,TB,13,41,3.2,0,0,0,0,0,1,1,3.1,3.1
129,16112,Jeremy Hill,CIN,RB,2,LAC,10,39,3.9,0,1,1,2,0,2,2,3.1,3.1
132,17030,Tyler Varga,IND,RB,1,BUF,1,2,2,0,1,1,18,0,0,0,3,3
133,14786,Patrick DiMarco,ATL,FB,2,NYG,0,0,0,0,1,1,19,0,0,0,2.9,2.9
133,15191,Austin Johnson,NO,FB,1,ARI,1,4,4,0,3,2,5,0,0,0,2.9,2.9
135,16856,Matt Jones,WAS,RB,1,MIA,6,28,4.7,0,0,0,0,0,0,0,2.8,2.8
135,16815,Ameer Abdullah,DET,RB,2,MIN,6,9,1.5,0,1,1,9,0,0,0,2.8,2.8
135,4738,Mike Tolbert,CAR,FB,1,JAX,1,12,12,0,2,1,6,0,0,0,2.8,2.8
135,13063,Taiwan Jones,OAK,RB,1,CIN,3,5,1.7,0,1,1,13,0,0,0,2.8,2.8
139,3382,Marcel Reece,OAK,FB,2,BAL,0,0,0,0,2,1,16,0,0,0,2.6,2.6
140,13063,Taiwan Jones,OAK,RB,2,BAL,2,9,4.5,0,1,1,6,0,0,0,2.5,2.5
140,15616,Fozzy Whittaker,CAR,RB,1,JAX,2,2,1,0,2,2,3,0,0,0,2.5,2.5
142,13852,Bobby Rainey,TB,RB,1,TEN,3,10,3.3,0,1,1,4,0,0,0,2.4,2.4
143,13741,Brandon Bolden,NE,RB,1,PIT,5,1,0.2,0,2,1,12,0,0,0,2.3,2.3
144,16838,Duke Johnson,CLE,RB,1,NYJ,7,22,3.1,0,0,0,0,0,0,0,2.2,2.2
145,14901,Kyle Juszczyk,BAL,FB,2,OAK,0,0,0,0,1,1,11,0,0,0,2.1,2.1
146,16189,Alfred Blue,HOU,RB,2,CAR,5,6,1.2,0,1,1,4,0,0,0,2,2
146,15102,Chris Thompson,WAS,RB,2,LAR,0,0,0,0,1,1,10,0,0,0,2,2
146,17254,Jarryd Hayne,SF,RB,1,MIN,4,13,3.2,0,1,1,7,0,1,1,2,2
149,17089,Terron Ward,ATL,RB,2,NYG,0,0,0,0,1,1,9,0,0,0,1.9,1.9
150,13852,Bobby Rainey,TB,RB,2,NO,0,0,0,0,1,1,8,0,0,0,1.8,1.8
150,14917,Rex Burkhead,CIN,RB,2,LAC,0,0,0,0,2,1,8,0,0,0,1.8,1.8
152,13446,Bruce Miller,SF,FB,2,PIT,0,0,0,0,2,1,7,0,0,0,1.7,1.7
152,16886,Javorius Allen,BAL,RB,2,OAK,1,5,5,0,1,1,2,0,0,0,1.7,1.7
154,13299,Jacquizz Rodgers,CHI,RB,1,GB,4,16,4,0,1,0,0,0,0,0,1.6,1.6
155,17197,Corey Grant,JAX,RB,1,CAR,0,0,0,0,1,1,5,0,0,0,1.5,1.5
156,16402,Andre Williams,NYG,RB,1,DAL,6,14,2.3,0,0,0,0,0,0,0,1.4,1.4
156,14687,Bernard Pierce,JAX,RB,1,CAR,0,0,0,0,2,1,4,0,0,0,1.4,1.4
158,13741,Brandon Bolden,NE,RB,2,BUF,1,1,1,0,1,1,2,0,0,0,1.3,1.3
158,16031,Damien Williams,MIA,RB,1,WAS,1,0,0,0,1,1,3,0,0,0,1.3,1.3
160,14352,Travaris Cadet,NE,RB,2,BUF,0,0,0,0,1,1,2,0,0,0,1.2,1.2
161,13102,Jordan Todman,PIT,RB,2,SF,1,11,11,0,0,0,0,0,0,0,1.1,1.1
161,16965,Josh Robinson,IND,RB,1,BUF,4,11,2.8,0,1,0,0,0,0,0,1.1,1.1
161,15102,Chris Thompson,WAS,RB,1,MIA,3,11,3.7,0,1,0,0,0,0,0,1.1,1.1
164,15631,Derrick Coleman,SEA,FB,2,GB,0,0,0,0,1,1,0,0,0,0,1,1
164,13418,Anthony Sherman,KC,FB,1,HOU,0,0,0,0,1,1,0,0,0,0,1,1
164,11969,Darrel Young,WAS,FB,1,MIA,0,0,0,0,1,1,0,0,0,0,1,1
167,15018,Denard Robinson,JAX,RB,2,MIA,1,9,9,0,0,0,0,0,0,0,0.9,0.9
167,15138,Eddie Lacy,GB,RB,2,SEA,3,9,3,0,0,0,0,0,0,0,0.9,0.9
169,13255,Matt Asiata,MIN,RB,2,DET,2,8,4,0,0,0,0,0,0,0,0.8,0.8
169,13299,Jacquizz Rodgers,CHI,RB,2,ARI,2,8,4,0,0,0,0,0,0,0,0.8,0.8
169,11220,Dexter McCluster,TEN,RB,1,TB,2,8,4,0,0,0,0,0,0,0,0.8,0.8
169,4640,Reggie Bush,SF,RB,1,MIN,2,8,4,0,1,0,0,0,0,0,0.8,0.8
173,16510,Jerick McKinnon,MIN,RB,2,DET,3,6,2,0,0,0,0,0,0,0,0.6,0.6
173,17023,Zach Zenner,DET,RB,1,LAC,2,6,3,0,0,0,0,0,0,0,0.6,0.6
175,17050,Thomas Rawls,SEA,RB,1,LAR,2,5,2.5,0,0,0,0,0,0,0,0.5,0.5
176,16210,Jay Prosch,HOU,FB,2,CAR,1,4,4,0,0,0,0,0,0,0,0.4,0.4
176,12296,LeGarrette Blount,NE,RB,2,BUF,2,4,2,0,0,0,0,0,0,0,0.4,0.4
176,14687,Bernard Pierce,JAX,RB,2,MIA,3,4,1.3,0,0,0,0,0,0,0,0.4,0.4
176,13158,Shaun Draughn,CLE,RB,1,NYJ,1,4,4,0,1,0,0,0,0,0,0.4,0.4
180,15616,Fozzy Whittaker,CAR,RB,2,HOU,1,3,3,0,0,0,0,0,0,0,0.3,0.3
180,17254,Jarryd Hayne,SF,RB,2,PIT,2,3,1.5,0,0,0,0,0,0,0,0.3,0.3
180,15010,Kerwynn Williams,ARI,RB,2,CHI,1,3,3,0,0,0,0,0,0,0,0.3,0.3
183,16928,Michael Burton,DET,FB,2,MIN,1,2,2,0,0,0,0,0,0,0,0.2,0.2
183,16345,Branden Oliver,LAC,RB,2,CIN,1,2,2,0,0,0,0,0,0,0,0.2,0.2
183,12506,James Starks,GB,RB,1,CHI,2,2,1,0,0,0,0,0,0,0,0.2,0.2
183,14891,Tommy Bohanon,NYJ,FB,1,CLE,2,2,1,0,0,0,0,0,0,0,0.2,0.2
183,15631,Derrick Coleman,SEA,FB,1,LAR,1,2,2,0,0,0,0,0,0,0,0.2,0.2
188,17197,Corey Grant,JAX,RB,2,MIA,1,1,1,0,0,0,0,0,0,0,0.1,0.1
188,16867,Jeremy Langford,CHI,RB,1,GB,1,1,1,0,0,0,0,0,0,0,0.1,0.1
190,16307,Charcandrick West,KC,RB,2,DEN,0,0,0,0,0,0,0,0,0,0,0,0
190,16287,Juwan Thompson,DEN,RB,2,KC,0,0,0,0,0,0,0,0,0,0,0,0
190,13418,Anthony Sherman,KC,FB,2,DEN,0,0,0,0,0,0,0,0,0,0,0,0
190,14620,Will Johnson,PIT,FB,2,SF,0,0,0,0,0,0,0,0,0,0,0,0
190,16144,Dri Archer,PIT,RB,2,SF,0,0,0,0,0,0,0,0,0,0,0,0
190,12787,Nick Bellore,SF,RB,2,PIT,0,0,0,0,0,0,0,0,0,0,0,0
190,16534,Roosevelt Nix,PIT,RB,2,SF,0,0,0,0,0,0,0,0,0,0,0,0
190,16989,Marcus Murphy,NO,RB,2,TB,0,0,0,0,0,0,0,0,1,0,0,0
190,14538,Jorvorskie Lane,TB,FB,2,NO,0,0,0,0,0,0,0,0,0,0,0,0
190,17023,Zach Zenner,DET,RB,2,MIN,0,0,0,0,0,0,0,0,0,0,0,0
190,15230,Stepfan Taylor,ARI,RB,2,CHI,0,0,0,0,0,0,0,0,0,0,0,0
190,733,Jerome Felton,BUF,FB,2,NE,0,0,0,0,0,0,0,0,0,0,0,0
190,12285,Anthony Dixon,BUF,RB,2,NE,0,0,0,0,0,0,0,0,0,0,0,0
190,13800,Marcus Thigpen,BUF,RB,2,NE,0,0,0,0,0,0,0,0,0,0,0,0
190,11737,Cedric Peerman,CIN,RB,2,LAC,0,0,0,0,0,0,0,0,0,0,0,0
190,13158,Shaun Draughn,CLE,RB,2,TEN,0,0,0,0,0,0,0,0,0,0,0,0
190,16955,Malcolm Johnson,CLE,FB,2,TEN,0,0,0,0,1,0,0,0,0,0,0,0
190,16008,Orleans Darkwa,NYG,RB,2,ATL,0,0,0,0,0,0,0,0,0,0,0,0
190,16120,Nikita Whitlock,NYG,RB,2,ATL,0,0,0,0,0,0,0,0,0,0,0,0
190,14421,Isaiah Pead,LAR,RB,2,WAS,0,0,0,0,0,0,0,0,0,0,0,0
190,11969,Darrel Young,WAS,FB,2,LAR,0,0,0,0,0,0,0,0,0,0,0,0
190,17217,Raheem Mostert,MIA,RB,2,JAX,0,0,0,0,0,0,0,0,0,0,0,0
190,13163,Roy Helu,OAK,RB,2,BAL,0,0,0,0,0,0,0,0,0,0,0,0
190,11256,Ryan Mathews,PHI,RB,2,DAL,1,0,0,0,0,0,0,0,0,0,0,0
190,13527,Tyler Clutts,DAL,FB,2,PHI,0,0,0,0,0,0,0,0,0,0,0,0
190,16378,Keith Smith,DAL,FB,2,PHI,0,0,0,0,0,0,0,0,0,0,0,0
190,16966,Aaron Ripkowski,GB,FB,2,SEA,0,0,0,0,0,0,0,0,0,0,0,0
190,1589,John Kuhn,GB,FB,2,SEA,0,0,0,0,0,0,0,0,0,0,0,0
190,17050,Thomas Rawls,SEA,RB,2,GB,0,0,0,0,0,0,0,0,0,0,0,0
190,14891,Tommy Bohanon,NYJ,FB,2,IND,0,0,0,0,0,0,0,0,0,0,0,0
190,17030,Tyler Varga,IND,RB,2,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
190,15221,Zac Stacy,NYJ,RB,2,IND,0,0,0,0,0,0,0,0,0,0,0,0
190,16144,Dri Archer,PIT,RB,1,NE,0,0,0,0,0,0,0,0,0,0,0,0
190,16534,Roosevelt Nix,PIT,RB,1,NE,0,0,0,0,0,0,0,0,0,0,0,0
190,16056,James White,NE,RB,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0
190,13102,Jordan Todman,PIT,RB,1,NE,0,0,0,0,0,0,0,0,0,0,0,0
190,16855,Ty Montgomery,GB,RB,1,CHI,0,0,0,0,0,0,0,0,0,0,0,0
190,16966,Aaron Ripkowski,GB,FB,1,CHI,0,0,0,0,0,0,0,0,0,0,0,0
190,1589,John Kuhn,GB,FB,1,CHI,0,0,0,0,0,0,0,0,0,0,0,0
190,16210,Jay Prosch,HOU,FB,1,KC,0,0,0,0,0,0,0,0,0,0,0,0
190,16307,Charcandrick West,KC,RB,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0
190,733,Jerome Felton,BUF,FB,1,IND,0,0,0,0,1,0,0,0,0,0,0,0
190,13800,Marcus Thigpen,BUF,RB,1,IND,0,0,0,0,0,0,0,0,0,0,0,0
190,14501,LaMichael James,MIA,RB,1,WAS,0,0,0,0,0,0,0,0,1,0,0,0
190,16934,Cameron Artis-Payne,CAR,RB,1,JAX,0,0,0,0,0,0,0,0,0,0,0,0
190,15596,Chase Reynolds,LAR,RB,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0
190,16989,Marcus Murphy,NO,RB,1,ARI,0,0,0,0,0,0,0,0,0,0,0,0
190,15765,Toben Opurum,NO,FB,1,ARI,0,0,0,0,0,0,0,0,0,0,0,0
190,15230,Stepfan Taylor,ARI,RB,1,NO,0,0,0,0,0,0,0,0,0,0,0,0
190,16928,Michael Burton,DET,FB,1,LAC,0,0,0,0,0,0,0,0,0,0,0,0
190,16869,Jalston Fowler,TEN,RB,1,TB,0,0,0,0,0,0,0,0,0,0,0,0
190,14538,Jorvorskie Lane,TB,FB,1,TEN,1,0,0,0,0,0,0,0,0,0,0,0
190,11737,Cedric Peerman,CIN,RB,1,OAK,0,0,0,0,0,0,0,0,0,0,0,0
190,17016,Terrence Magee,BAL,RB,1,DEN,0,0,0,0,0,0,0,0,0,0,0,0
190,16287,Juwan Thompson,DEN,RB,1,BAL,0,0,0,0,0,0,0,0,0,0,0,0
190,16008,Orleans Darkwa,NYG,RB,1,DAL,0,0,0,0,0,0,0,0,0,0,0,0
190,13527,Tyler Clutts,DAL,FB,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0
190,16378,Keith Smith,DAL,FB,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0
190,16120,Nikita Whitlock,NYG,RB,1,DAL,0,0,0,0,0,0,0,0,0,0,0,0
190,14786,Patrick DiMarco,ATL,FB,1,PHI,0,0,0,0,0,0,0,0,0,0,0,0
190,17089,Terron Ward,ATL,RB,1,PHI,0,0,0,0,0,0,0,0,0,0,0,0
190,13446,Bruce Miller,SF,FB,1,MIN,0,0,0,0,0,0,0,0,0,0,0,0
190,15555,Zach Line,MIN,FB,1,SF,0,0,0,0,0,0,0,0,0,0,0,0
190,12787,Nick Bellore,SF,RB,1,MIN,0,0,0,0,0,0,0,0,0,0,0,0
190,16142,Terrance West,TEN,RB,2,CLE,3,10,3.3,0,0,0,0,0,1,1,0,0
255,14421,Isaiah Pead,LAR,RB,1,SEA,2,3,1.5,0,0,0,0,0,1,1,-0.7,-0.7
