Rank,PlayerID,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
39,12317,Danny Woodhead,LAC,RB,8,BAL,31,14,4500,12.4
40,8066,Darren McFadden,DAL,RB,8,SEA,3,2,3800,12.2
41,14385,Doug Martin,TB,RB,7,WAS,11,7,4900,11.9
42,12296,LeGarrette Blount,NE,RB,7,NYJ,1,1,4800,11.3
43,12708,Dion Lewis,NE,RB,8,MIA,17,21,6400,11
44,12317,Danny Woodhead,LAC,RB,7,OAK,24,10,4600,10.9
44,16838,Duke Johnson,CLE,RB,8,ARI,6,7,4200,10.9
46,14916,Giovani Bernard,CIN,RB,8,PIT,16,4,4800,10.6
47,16838,Duke Johnson,CLE,RB,7,LAR,8,20,4200,9.9
48,12780,Shane Vereen,NYG,RB,7,DAL,22,29,4300,9.2
49,16307,Charcandrick West,KC,RB,7,PIT,16,4,4200,9.1
49,4640,Reggie Bush,SF,RB,8,LAR,5,17,3200,9.1
49,8066,Darren McFadden,DAL,RB,7,NYG,18,24,3100,9.1
52,15085,Joseph Randle,DAL,RB,7,NYG,18,24,5500,8.5
52,10949,CJ Spiller,NO,RB,7,IND,27,22,3300,8.5
52,15126,Theo Riddick,DET,RB,8,KC,23,9,3400,8.5
55,8649,Rashad Jennings,NYG,RB,7,DAL,22,29,4000,8.4
55,12780,Shane Vereen,NYG,RB,8,NO,30,22,4100,8.4
57,16797,TJ Yeldon,JAX,RB,7,BUF,20,16,4500,8.2
57,15126,Theo Riddick,DET,RB,7,MIN,5,9,3400,8.2
59,16609,Charles Sims,TB,RB,8,ATL,11,29,3600,8.1
60,16189,Alfred Blue,HOU,RB,8,TEN,8,8,3500,8
60,16856,Matt Jones,WAS,RB,7,TB,21,17,3200,8
62,10949,CJ Spiller,NO,RB,8,NYG,17,21,3000,7.8
63,12506,James Starks,GB,RB,8,DEN,1,17,4300,7.5
64,11220,Dexter McCluster,TEN,RB,8,HOU,27,28,3400,7.4
65,16815,Ameer Abdullah,DET,RB,7,MIN,5,9,4000,7.3
65,16776,Melvin Gordon,LAC,RB,7,OAK,24,10,4200,7.3
65,16815,Ameer Abdullah,DET,RB,8,KC,23,9,3900,7.3
65,8649,Rashad Jennings,NYG,RB,8,NO,30,22,3900,7.3
69,16668,Carlos Hyde,SF,RB,7,SEA,4,3,4600,7.2
69,15020,CJ Anderson,DEN,RB,8,GB,9,11,4300,7.2
69,6198,Darren Sproles,PHI,RB,7,CAR,4,19,3800,7.2
72,16163,Antonio Andrews,TEN,RB,7,ATL,14,31,3300,6.9
73,16609,Charles Sims,TB,RB,7,WAS,11,7,3600,6.5
73,16345,Branden Oliver,LAC,RB,7,OAK,24,10,3000,6.5
75,16776,Melvin Gordon,LAC,RB,8,BAL,31,14,4000,6.4
75,13735,Chris Polk,HOU,RB,8,TEN,8,8,3000,6.4
77,11256,Ryan Mathews,PHI,RB,7,CAR,4,19,3200,6.1
77,15224,Andre Ellington,ARI,RB,8,CLE,21,32,4300,6.1
79,11220,Dexter McCluster,TEN,RB,7,ATL,14,31,3200,5.7
80,15256,Christine Michael,DAL,RB,7,NYG,18,24,3000,5.4
81,16127,Isaiah Crowell,CLE,RB,7,LAR,8,20,3800,5.3
81,16178,Bishop Sankey,TEN,RB,7,ATL,14,31,3400,5.3
81,15645,Khiry Robinson,NO,RB,7,IND,27,22,3000,5.3
81,15224,Andre Ellington,ARI,RB,7,BAL,30,9,4300,5.3
85,16127,Isaiah Crowell,CLE,RB,8,ARI,6,7,3400,5.2
85,13163,Roy Helu,OAK,RB,7,LAC,15,32,3000,5.2
87,16345,Branden Oliver,LAC,RB,8,BAL,31,14,3000,5.1
88,12323,Joique Bell,DET,RB,8,KC,23,9,3200,4.9
89,15207,Benjamin Cunningham,LAR,RB,7,CLE,26,30,3300,4.8
89,15207,Benjamin Cunningham,LAR,RB,8,SF,29,26,3000,4.8
91,15645,Khiry Robinson,NO,RB,8,NYG,17,21,3000,4.5
91,3382,Marcel Reece,OAK,FB,7,LAC,15,32,3000,4.5
93,4640,Reggie Bush,SF,RB,7,SEA,4,3,3500,4.3
94,15256,Christine Michael,DAL,RB,8,SEA,3,2,3000,4.2
94,3382,Marcel Reece,OAK,FB,8,NYJ,2,1,3000,4.2
94,5701,Fred Jackson,SEA,RB,8,DAL,15,30,3000,4.2
97,15045,Knile Davis,KC,RB,7,PIT,16,4,4000,4.1
98,16834,Tevin Coleman,ATL,RB,7,TEN,10,8,3600,4
99,12323,Joique Bell,DET,RB,7,MIN,5,9,3100,3.9
99,16189,Alfred Blue,HOU,RB,7,MIA,17,21,3300,3.9
99,17050,Thomas Rawls,SEA,RB,8,DAL,15,30,3500,3.9
99,5701,Fred Jackson,SEA,RB,7,SF,31,25,3000,3.9
103,16847,David Johnson,ARI,RB,8,CLE,21,32,3500,3.8
104,17050,Thomas Rawls,SEA,RB,7,SF,31,25,4800,3.7
104,2220,Ahmad Bradshaw,IND,RB,7,NO,32,27,3000,3.7
104,16887,Mike Davis,SF,RB,8,LAR,5,17,3000,3.7
107,16886,Javorius Allen,BAL,RB,7,ARI,6,5,3500,3.6
108,16847,David Johnson,ARI,RB,7,BAL,30,9,3500,3.5
108,16008,Orleans Darkwa,NYG,RB,8,NO,30,22,3600,3.5
108,14719,Jonathan Grimes,HOU,RB,8,TEN,8,8,3000,3.5
108,16178,Bishop Sankey,TEN,RB,8,HOU,27,28,3300,3.5
112,16886,Javorius Allen,BAL,RB,8,LAC,19,31,3500,3.4
112,15221,Zac Stacy,NYJ,RB,8,OAK,26,18,3000,3.4
114,7580,DeAngelo Williams,PIT,RB,7,KC,29,13,3200,3.3
114,13735,Chris Polk,HOU,RB,7,MIA,17,21,3000,3.3
114,15045,Knile Davis,KC,RB,8,DET,32,25,3500,3.3
114,14533,Robert Turbin,CLE,RB,8,ARI,6,7,3000,3.3
114,14901,Kyle Juszczyk,BAL,FB,7,ARI,6,5,3000,3.3
114,14901,Kyle Juszczyk,BAL,FB,8,LAC,19,31,3000,3.3
120,15221,Zac Stacy,NYJ,RB,7,NE,13,6,3000,3.2
120,16867,Jeremy Langford,CHI,RB,8,MIN,7,5,3000,3.2
120,7580,DeAngelo Williams,PIT,RB,8,CIN,13,19,3000,3.2
123,14788,Dan Herron,BUF,RB,7,JAX,25,28,3000,3
123,2220,Ahmad Bradshaw,IND,RB,8,CAR,5,20,3000,3
125,15018,Denard Robinson,JAX,RB,7,BUF,20,16,3000,2.9
125,13163,Roy Helu,OAK,RB,8,NYJ,2,1,3000,2.9
127,16887,Mike Davis,SF,RB,7,SEA,4,3,3000,2.8
127,4738,Mike Tolbert,CAR,FB,8,IND,28,29,3000,2.8
129,14533,Robert Turbin,CLE,RB,7,LAR,8,20,3000,2.7
129,13255,Matt Asiata,MIN,RB,7,DET,30,26,3000,2.7
129,16510,Jerick McKinnon,MIN,RB,7,DET,30,26,3000,2.7
129,4738,Mike Tolbert,CAR,FB,7,PHI,9,3,3000,2.7
129,16056,James White,NE,RB,8,MIA,17,21,3000,2.7
134,16031,Damien Williams,MIA,RB,8,NE,16,6,3000,2.6
134,13063,Taiwan Jones,OAK,RB,8,NYJ,2,1,3000,2.6
136,16031,Damien Williams,MIA,RB,7,HOU,19,23,3000,2.5
137,12285,Anthony Dixon,BUF,RB,7,JAX,25,28,null,2.4
137,16965,Josh Robinson,IND,RB,7,NO,32,27,3000,2.4
137,13063,Taiwan Jones,OAK,RB,7,LAC,15,32,3000,2.4
137,12774,Stevan Ridley,NYJ,RB,8,OAK,26,18,null,2.4
141,12774,Stevan Ridley,NYJ,RB,7,NE,13,6,null,2.3
141,15616,Fozzy Whittaker,CAR,RB,7,PHI,9,3,3000,2.3
141,15616,Fozzy Whittaker,CAR,RB,8,IND,28,29,3000,2.3
144,16834,Tevin Coleman,ATL,RB,8,TB,22,11,3600,2.2
144,13255,Matt Asiata,MIN,RB,8,CHI,20,13,3000,2.2
146,16965,Josh Robinson,IND,RB,8,CAR,5,20,3000,2.1
147,16402,Andre Williams,NYG,RB,7,DAL,22,29,3000,2
148,16510,Jerick McKinnon,MIN,RB,8,CHI,20,13,3000,1.9
148,15261,Spencer Ware,KC,RB,7,PIT,16,4,3000,1.9
148,13446,Bruce Miller,SF,FB,8,LAR,5,17,3000,1.9
148,14891,Tommy Bohanon,NYJ,FB,8,OAK,26,18,3000,1.9
152,13446,Bruce Miller,SF,FB,7,SEA,4,3,3000,1.8
152,13418,Anthony Sherman,KC,FB,7,PIT,16,4,3000,1.8
154,15565,Jonas Gray,MIA,RB,7,HOU,19,23,3000,1.7
155,15565,Jonas Gray,MIA,RB,8,NE,16,6,3000,1.6
155,16402,Andre Williams,NYG,RB,8,NO,30,22,3000,1.6
155,13418,Anthony Sherman,KC,FB,8,DET,32,25,3000,1.6
155,15191,Austin Johnson,NO,FB,8,NYG,17,21,3000,1.6
155,1589,John Kuhn,GB,FB,8,DEN,1,17,3000,1.6
160,14786,Patrick DiMarco,ATL,FB,7,TEN,10,8,3000,1.5
161,14786,Patrick DiMarco,ATL,FB,8,TB,22,11,3000,1.4
162,11413,Toby Gerhart,JAX,RB,7,BUF,20,16,3200,1.3
163,16626,Tre Mason,LAR,RB,8,SF,29,26,3300,1.2
164,16287,Juwan Thompson,DEN,RB,8,GB,9,11,3000,1.1
165,16210,Jay Prosch,HOU,FB,7,MIA,17,21,3000,0.8
166,13852,Bobby Rainey,TB,RB,7,WAS,11,7,3000,0.7
166,11969,Darrel Young,WAS,FB,7,TB,21,17,3000,0.7
166,17089,Terron Ward,ATL,RB,7,TEN,10,8,3000,0.7
166,16955,Malcolm Johnson,CLE,FB,7,LAR,8,20,3000,0.7
166,14719,Jonathan Grimes,HOU,RB,7,MIA,17,21,3000,0.7
166,16934,Cameron Artis-Payne,CAR,RB,7,PHI,9,3,3000,0.7
166,13852,Bobby Rainey,TB,RB,8,ATL,11,29,3000,0.7
166,14620,Will Johnson,PIT,FB,8,CIN,13,19,3000,0.7
174,15497,George Winn,DET,RB,7,MIN,5,9,null,0.6
174,14620,Will Johnson,PIT,FB,7,KC,29,13,3000,0.6
174,15261,Spencer Ware,KC,RB,8,DET,32,25,3000,0.6
174,17089,Terron Ward,ATL,RB,8,TB,22,11,3000,0.6
174,15230,Stepfan Taylor,ARI,RB,8,CLE,21,32,3000,0.6
174,15555,Zach Line,MIN,FB,8,CHI,20,13,3000,0.6
180,733,Jerome Felton,BUF,FB,7,JAX,25,28,3000,0.5
180,16869,Jalston Fowler,TEN,RB,7,ATL,14,31,3000,0.5
180,14891,Tommy Bohanon,NYJ,FB,7,NE,13,6,3000,0.5
180,14789,Jamize Olawale,OAK,FB,7,LAC,15,32,3000,0.5
180,16955,Malcolm Johnson,CLE,FB,8,ARI,6,7,3000,0.5
180,17254,Jarryd Hayne,SF,RB,8,LAR,5,17,3000,0.5
180,16427,Ka'Deem Carey,CHI,RB,8,MIN,7,5,3000,0.5
180,16210,Jay Prosch,HOU,FB,8,TEN,8,8,3000,0.5
180,15631,Derrick Coleman,SEA,FB,8,DAL,15,30,3000,0.5
180,16934,Cameron Artis-Payne,CAR,RB,8,IND,28,29,3000,0.5
190,15191,Austin Johnson,NO,FB,7,IND,27,22,3000,0.4
190,15555,Zach Line,MIN,FB,7,DET,30,26,3000,0.4
190,16928,Michael Burton,DET,FB,7,MIN,5,9,3000,0.4
190,16144,Dri Archer,PIT,RB,7,KC,29,13,3000,0.4
190,15230,Stepfan Taylor,ARI,RB,7,BAL,30,9,3000,0.4
190,16144,Dri Archer,PIT,RB,8,CIN,13,19,3000,0.4
190,14917,Rex Burkhead,CIN,RB,8,PIT,16,4,3000,0.4
190,16869,Jalston Fowler,TEN,RB,8,HOU,27,28,3000,0.4
198,8604,Donald Brown,LAC,RB,7,OAK,24,10,3000,0.3
198,13527,Tyler Clutts,DAL,FB,7,NYG,18,24,3000,0.3
198,13741,Brandon Bolden,NE,RB,8,MIA,17,21,3000,0.3
198,16928,Michael Burton,DET,FB,8,KC,23,9,3000,0.3
202,14538,Jorvorskie Lane,TB,FB,7,WAS,11,7,3000,0.2
202,16989,Marcus Murphy,NO,RB,7,IND,27,22,3000,0.2
202,15596,Chase Reynolds,LAR,RB,7,CLE,26,30,3000,0.2
202,16120,Nikita Whitlock,NYG,RB,7,DAL,22,29,3000,0.2
202,16008,Orleans Darkwa,NYG,RB,7,DAL,22,29,3000,0.2
202,15497,George Winn,DET,RB,8,KC,23,9,3000,0.2
202,14538,Jorvorskie Lane,TB,FB,8,ATL,11,29,3000,0.2
202,15596,Chase Reynolds,LAR,RB,8,SF,29,26,3000,0.2
202,16989,Marcus Murphy,NO,RB,8,NYG,17,21,3000,0.2
202,16120,Nikita Whitlock,NYG,RB,8,NO,30,22,3000,0.2
202,11737,Cedric Peerman,CIN,RB,8,PIT,16,4,3000,0.2
202,14789,Jamize Olawale,OAK,FB,8,NYJ,2,1,3000,0.2
202,13527,Tyler Clutts,DAL,FB,8,SEA,3,2,3000,0.2
215,14687,Bernard Pierce,JAX,RB,7,BUF,20,16,3000,0.1
215,15202,Mike James,TB,RB,7,WAS,11,7,null,0.1
215,16240,Zurlon Tipton,IND,RB,7,NO,32,27,3000,0.1
215,13102,Jordan Todman,PIT,RB,7,KC,29,13,3000,0.1
215,15202,Mike James,TB,RB,8,ATL,11,29,null,0.1
215,13102,Jordan Todman,PIT,RB,8,CIN,13,19,3000,0.1
215,17234,Alonzo Harris,GB,RB,8,DEN,1,17,3000,0.1
215,16240,Zurlon Tipton,IND,RB,8,CAR,5,20,3000,0.1
223,17254,Jarryd Hayne,SF,RB,7,SEA,4,3,3000,0
223,15631,Derrick Coleman,SEA,FB,7,SF,31,25,null,0
223,12649,Will Tukuafu,SEA,FB,7,SF,31,25,3000,0
223,13719,Bryce Brown,BUF,RB,7,JAX,null,null,null,0
223,16915,Karlos Williams,BUF,RB,7,JAX,25,28,4000,0
223,15102,Chris Thompson,WAS,RB,7,TB,21,17,3300,0
223,16142,Terrance West,TEN,RB,7,ATL,14,31,3000,0
223,13991,Vick Ballard,IND,RB,7,NO,null,null,null,0
223,2262,Tim Hightower,NO,RB,7,IND,null,null,null,0
223,13800,Marcus Thigpen,IND,RB,7,NO,null,null,null,0
223,14821,Edwin Baker,NO,RB,7,IND,null,null,null,0
223,16699,Fitzgerald Toussaint,PIT,RB,7,KC,29,13,null,0
223,13158,Shaun Draughn,CLE,RB,7,LAR,8,20,3000,0
223,16740,Glenn Winston,CLE,RB,7,LAR,8,20,null,0
223,14421,Isaiah Pead,LAR,RB,7,CLE,null,null,null,0
223,16626,Tre Mason,LAR,RB,7,CLE,26,30,3600,0
223,14501,LaMichael James,MIA,RB,7,HOU,null,null,null,0
223,16732,Demitrius Bronson,MIA,RB,7,HOU,null,null,null,0
223,14783,James Develin,NE,RB,7,NYJ,1,1,null,0
223,14352,Travaris Cadet,NE,RB,7,NYJ,null,null,null,0
223,16056,James White,NE,RB,7,NYJ,1,1,3000,0
223,13741,Brandon Bolden,NE,RB,7,NYJ,1,1,3000,0
223,12800,Bilal Powell,NYJ,RB,7,NE,13,6,3300,0
223,12708,Dion Lewis,NE,RB,7,NYJ,1,1,6500,0
223,15185,Kenjon Barner,PHI,RB,7,CAR,4,19,3000,0
223,13653,Richie Brockel,CAR,FB,7,PHI,9,3,2500,0
223,17016,Terrence Magee,BAL,RB,7,ARI,6,5,3000,0
223,14501,LaMichael James,MIA,RB,8,NE,null,null,null,0
223,14352,Travaris Cadet,NE,RB,8,MIA,null,null,null,0
223,14783,James Develin,NE,RB,8,MIA,17,21,null,0
223,16732,Demitrius Bronson,MIA,RB,8,NE,null,null,null,0
223,14752,Robert Hughes,ARI,FB,8,CLE,21,32,null,0
223,13158,Shaun Draughn,CLE,RB,8,ARI,null,null,null,0
223,16740,Glenn Winston,CLE,RB,8,ARI,6,7,null,0
223,16668,Carlos Hyde,SF,RB,8,LAR,5,17,4400,0
223,14421,Isaiah Pead,LAR,RB,8,SF,null,null,null,0
223,2262,Tim Hightower,NO,RB,8,NYG,null,null,null,0
223,14821,Edwin Baker,NO,RB,8,NYG,null,null,null,0
223,11439,Antone Smith,CHI,RB,8,MIN,7,5,3000,0
223,8604,Donald Brown,LAC,RB,8,BAL,31,14,3000,0
223,17016,Terrence Magee,BAL,RB,8,LAC,19,31,3000,0
223,16699,Fitzgerald Toussaint,PIT,RB,8,CIN,13,19,null,0
223,16142,Terrance West,TEN,RB,8,HOU,27,28,3000,0
223,12800,Bilal Powell,NYJ,RB,8,OAK,26,18,3000,0
223,12649,Will Tukuafu,SEA,FB,8,DAL,15,30,3000,0
223,17360,Rod Smith,DAL,RB,8,SEA,3,2,3000,0
223,13719,Bryce Brown,SEA,RB,8,DAL,15,30,null,0
223,15085,Joseph Randle,DAL,RB,8,SEA,3,2,4300,0
223,16855,Ty Montgomery,GB,RB,8,DEN,1,2,3300,0
223,16966,Aaron Ripkowski,GB,FB,8,DEN,1,17,3000,0
223,13991,Vick Ballard,IND,RB,8,CAR,null,null,null,0
